"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","SG","DS","FC","FD","FF","PI","A","FS","CA","G","PC","I","PS","CV","FT","PP","GC","DE","GS"
"469",96055,6,327,"mei","6",0,3,0,0,0,NA,"yan-sasse","Yan Sasse","Y. Sasse","Yan Medeiros Sasse","https://s.glbimg.com/es/sde/f/2022/02/24/27f4c1866d9855b11dbd3ddc22505487_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470",97062,6,327,"mei","6",-1.5,5.61,-1.29,3,5,NA,"juan-ramirez","Juan Ramírez","J. Ramírez","Juan Pablo Ramírez Velásquez","https://s.glbimg.com/es/sde/f/2022/02/24/2e0263bb5e40212a4b61690039d26668_FORMATO.png","América-MG",NA,2,6,1,1,10,1,5,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"471",100641,6,282,"ata","6",0,3.85,0,1,1,NA,"fabio-gomes","Fábio Gomes","F. Gomes","Fábio Roberto Gomes Netto","https://s.glbimg.com/es/sde/f/2022/02/27/c2f4553f87886d8d57cd268c4a14338b_FORMATO.png","Atlético-MG",NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472",97317,6,327,"mei","6",0,2.14,0,0.7,4,NA,"ze-ricardo","Zé Ricardo","Z. Ricardo","José Ricardo Barbosa Ribeiro Drumond","https://s.glbimg.com/es/sde/f/2022/02/24/55526a7acacc680703923482c9c2fd9d_FORMATO.png","América-MG",NA,3,3,NA,NA,14,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473",70360,6,282,"ata","6",0.5,4.6,-0.26,1.52,5,NA,"eduardo-sasha","Eduardo Sasha","E. Sasha","Eduardo Colcenti Antunes","https://s.glbimg.com/es/sde/f/2021/04/23/c4219f6ceb958aef5f871e8ecf08b6a5_FORMATO.png","Atlético-MG",NA,2,2,2,2,7,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474",105672,6,293,"zag","5",0,4,0,0,0,NA,"nicolas-hernandez","Nicolás Hernández","N. Hernández","Nicolás Hernández Rodríguez","https://s.glbimg.com/es/sde/f/2022/02/21/8e49df153cf9037db1aa09cd34feb7e9_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475",99878,6,327,"ata","6",0,2,0,0,0,NA,"leo-passos","Léo Passos","L. Passos","Leonardo da Silva Passos","https://s.glbimg.com/es/sde/f/2021/06/04/82d858358a606b9c2acfa4fead4b349c_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476",60795,6,373,"gol","6",0,4,0,0,0,NA,"renan","Renan","Renan","Renan dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/78210d6f3d7ee04d9e4cfdfdc910c757_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"477",101798,6,282,"mei","6",0,5,0,0,0,NA,"guilherme-castilho","Guilherme Castilho","G. Castilho","Guilherme Castilho Carvalho","https://s.glbimg.com/es/sde/f/2022/02/27/bb2d508413cce29c6fa181a7ee4fcd5c_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478",105175,6,293,"lat","7",2.5,3.18,-0.1,2.53,3,NA,"khellven","Khellven ","Khellven ","Khellven Douglas Silva Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/2ca4e948511b9183a702c48d72753850_FORMATO.png","Athlético-PR",1,3,1,NA,1,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"479",100943,6,327,"zag","7",5.5,4.48,1.22,2.58,6,NA,"conti","Conti","Conti","Germán Andrés Conti","https://s.glbimg.com/es/sde/f/2022/02/24/965b3ae2f778e96277a5b6c093927bc2_FORMATO.png","América-MG",1,10,3,NA,1,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480",106823,6,293,"zag","6",0,1.86,0,-0.9,1,NA,"lucas-fasson","Lucas Fasson","L. Fasson","Lucas Fasson dos Santos","https://s.glbimg.com/es/sde/f/2021/08/16/b28f3118f886b751eccec717db71b3ab_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481",104383,6,282,"gol","6",0,2,0,0,0,NA,"matheus-mendes","Matheus Mendes","M. Mendes","Matheus Mendes Werneck de Oliveira","https://s.glbimg.com/es/sde/f/2021/05/02/24843908658b0208dc43cc60069fcbb6_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482",104401,6,286,"zag","7",10.9,5.3,1.84,4.9,3,NA,"vitor-mendes","Vitor Mendes","V. Mendes","Vitor Mendes Alves","https://s.glbimg.com/es/sde/f/2022/04/13/e5945941323ae30dc69b5ecb9ea3cfda_FORMATO.png","Juventude",NA,7,3,NA,3,12,NA,6,1,1,1,NA,NA,1,NA,NA,NA,NA,NA
"483",103706,6,282,"mei","6",0,1,0,0,0,NA,"neto","Neto","Neto","Antônio Fialho de Carvalho Neto","https://s.glbimg.com/es/sde/f/2021/05/02/cfe664f3690d1a51a29254653d64a4fd_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484",86629,6,373,"lat","6",0,3.48,0,2.4,2,NA,"arthur-henrique","Arthur Henrique","A. Henrique","Arthur Henrique Peixoto Santos","https://s.glbimg.com/es/sde/f/2022/03/03/ac8a8dbf454accfda9793bed640e7799_FORMATO.png","Atlético-GO",NA,4,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485",91101,6,373,"gol","7",6.2,4.7,1.24,2.92,4,NA,"ronaldo","Ronaldo","Ronaldo","Ronaldo de Oliveira Strada","https://s.glbimg.com/es/sde/f/2022/03/03/cb6155829f59a86db540d1bc5bd52fa7_FORMATO.png","Atlético-GO",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,5
"486",105608,6,327,"mei","6",0,1.8,0,1.3,1,NA,"flavio","Flávio","Flávio","Luiz Flávio Silvério Silva","https://s.glbimg.com/es/sde/f/2022/02/24/6731a6bf57665f93f078e83ce29b0d02_FORMATO.png","América-MG",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487",104095,6,327,"lat","6",0,1,0,0,0,NA,"vitor-hugo","Vitor Hugo","V. Hugo","Vitor Hugo de Andrade Oliveira","https://s.glbimg.com/es/sde/f/2021/06/04/e9cf2ae071e26c5218c971210de0a112_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488",106704,6,327,"ata","6",0,1.72,0,0.45,2,NA,"carlos-alberto","Carlos Alberto","C. Alberto","Carlos Alberto Gomes da Silva Filho","https://s.glbimg.com/es/sde/f/2022/02/25/c051db5190893370b401c6f37c4c427d_FORMATO.png","América-MG",NA,NA,NA,NA,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489",107898,6,282,"ata","6",0,2,0,0,0,NA,"felipe-felicio","Felipe Felício","F. Felício","Felipe Felício Silva Reis","https://s.glbimg.com/es/sde/f/2022/02/27/4c56f798fd2b7f9be13d4871df8d118f_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490",108201,6,327,"mei","6",0,2.21,0,0.2,1,NA,"gustavo","Gustavo","Gustavo","Gustavo César Mendonça Gravino","https://s.glbimg.com/es/sde/f/2022/02/25/0386b196bc9d7576552344192f41a032_FORMATO.png","América-MG",NA,NA,2,1,NA,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491",109463,6,282,"ata","6",0,2.09,0,0.55,2,NA,"savio","Sávio","Sávio","Sávio Moreira de Oliveira","https://s.glbimg.com/es/sde/f/2021/05/02/37517962eafc7aa02f1017d4a4865fa0_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492",109461,6,282,"mei","6",0,2.08,-0.11,0,3,NA,"calebe","Calebe","Calebe","Calebe Gonçalves Ferreira da Silva","https://s.glbimg.com/es/sde/f/2021/05/02/613a829b5ab9c72bb99f5b578f017a8e_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493",97133,6,373,"lat","5",0,7.58,0,2.27,4,NA,"dudu","Dudu","Dudu","Luís Eduardo Marques dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/b0bce50f61a2478463da6058f9be7677_FORMATO.png","Atlético-GO",NA,7,6,NA,1,32,1,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"494",69138,6,293,"ata","7",2.3,3.71,0.04,0.37,3,NA,"pablo","Pablo","Pablo","Pablo Felipe Teixeira","https://s.glbimg.com/es/sde/f/2022/02/21/b4c4b5449cfdf72e5e5d92886e70852f_FORMATO.png","Athlético-PR",NA,NA,2,2,1,10,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495",88087,6,373,"zag","7",0.4,3.36,-0.2,0.77,4,NA,"ramon-menezes","Ramon Menezes","R. Menezes","Ramon Menezes Roma","https://s.glbimg.com/es/sde/f/2022/03/03/addba459fcb5f0a6de801f763b1f8375_FORMATO.png","Atlético-GO",NA,2,NA,1,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496",70986,6,293,"mei","6",0,4.33,0,1.83,3,NA,"leo-cittadini","Léo Cittadini","L. Cittadini","Leonardo Cittadini","https://s.glbimg.com/es/sde/f/2021/05/02/a520539e5df2a4364ad4c1b0050888cc_FORMATO.png","Athlético-PR",NA,4,3,NA,2,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497",86143,6,373,"zag","6",0,2.6,0,1.12,5,NA,"wanderson","Wanderson","Wanderson","Wanderson Santos Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/e4318c57015f1d5169d4e83fc7af4813_FORMATO.png","Atlético-GO",NA,5,5,NA,1,12,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498",39572,6,314,"mei","6",0,3.57,0,-0.1,1,NA,"renato","Renato","Renato","José Renato da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/24/c65bdd88b41fe9f8ddb3c5be562e45a9_FORMATO.png","Avaí",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499",68698,6,314,"mei","7",3.2,7.38,0.26,3.8,6,NA,"bruno-silva","Bruno Silva","B. Silva","Bruno César Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/7c8012647193d72e2db7ad4e887df99f_FORMATO.png","Avaí",NA,22,15,NA,3,45,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500",80370,6,373,"mei","7",1.2,4.47,-0.49,2.23,4,NA,"edson","Edson ","Edson ","Edson Felipe da Cruz","https://s.glbimg.com/es/sde/f/2022/03/03/3c782944d7dbd6686b97db6c607caa2e_FORMATO.png","Atlético-GO",NA,9,4,1,NA,19,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501",100002,6,373,"mei","6",0,1.65,0,0.1,3,NA,"rickson","Rickson","Rickson","Rickson Barbosa Sá da Conceição","https://s.glbimg.com/es/sde/f/2022/03/03/f82aadebc694039fa82daf954411c4cb_FORMATO.png","Atlético-GO",NA,1,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"502",69040,6,314,"gol","6",0,4,0,0,0,NA,"vladimir","Vladimir","Vladimir","Vladimir Orlando Cardoso de Araújo Filho","https://s.glbimg.com/es/sde/f/2022/02/21/e22d32eba9a08cd74e7a00236a0e70b1_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503",97520,6,373,"mei","7",1.6,3.79,0.1,1.2,6,NA,"shaylon","Shaylon","Shaylon","Shaylon Kallyson Cardoso","https://s.glbimg.com/es/sde/f/2022/03/03/613cc4607b07db0edb4d019f37550ecc_FORMATO.png","Atlético-GO",NA,4,1,1,6,37,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"504",73533,6,314,"gol","6",0,3,0,0,0,NA,"gledson","Glédson","Glédson","Glédson Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/bc56106b0fb8c7ecaadd679cfb316662_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505",73858,6,314,"mei","6",0,2.09,0,0.77,3,NA,"jean-cleber","Jean Cléber","J. Cléber","Jean Cléber Santos da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/30faa9be7f17fe35cfe84852c646b4c0_FORMATO.png","Avaí",NA,3,2,NA,1,5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506",77544,6,373,"mei","7",0,4.38,0,2.68,5,NA,"jorginho","Jorginho","Jorginho","Jorge de Moura Xavier","https://s.glbimg.com/es/sde/f/2022/03/03/5e1a8b5625036eb3729fbae6272ea055_FORMATO.png","Atlético-GO",NA,4,3,2,2,34,NA,8,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"507",71695,6,373,"ata","6",0,3,0,0,0,NA,"montenegro","Montenegro","Montenegro","Brian Guillermo Montenegro Martínez","https://s.glbimg.com/es/sde/f/2022/03/03/d76015d04a616e574974d502dd8682b5_FORMATO.png","Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508",106107,6,373,"ata","6",-0.1,3.02,-0.8,1.35,4,NA,"airton","Airton","Airton","Airton Moisés Santos Sousa","https://s.glbimg.com/es/sde/f/2022/03/03/8bedf67e65f96c1ee15936a016347f09_FORMATO.png","Atlético-GO",NA,2,5,1,4,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509",82943,6,314,"lat","6",0,3.02,0,0.8,1,NA,"matheus-ribeiro","Matheus Ribeiro","M. Ribeiro","Matheus Antunes Ribeiro","https://s.glbimg.com/es/sde/f/2022/02/23/712651cb571755df87e5184b4ecf906d_FORMATO.png","Avaí",NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510",77959,6,314,"ata","6",0,3.12,0,1.27,3,NA,"copete","Copete","Copete","Jonathan Copete Valencia","https://s.glbimg.com/es/sde/f/2022/02/24/88bdb886000cb8d576b130048d59d687_FORMATO.png","Avaí",NA,1,3,2,2,14,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"511",91242,6,373,"ata","6",0,2.86,0,0.3,1,NA,"leandro-barcia","Leandro Barcia","L. Barcia","Leandro Barcia Montero","https://s.glbimg.com/es/sde/f/2022/03/03/52a61323aeb994d29babaa5e3cda83f7_FORMATO.png","Atlético-GO",NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"512",106681,6,373,"ata","3",1.5,6.39,0.24,3.22,6,NA,"leo-pereira","Léo Pereira","L. Pereira","Leonardo Augusto dos Santos Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/b6e2734629454f1ee92d354283343741_FORMATO.png","Atlético-GO",NA,13,12,4,1,32,NA,10,3,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"513",38877,6,282,"lat","6",0,7.66,0,5.55,2,NA,"mariano","Mariano","Mariano","Mariano Ferreira Filho","https://s.glbimg.com/es/sde/f/2021/05/02/cefb911612e5a3e04586a326c9c8647b_FORMATO.png","Atlético-MG",1,7,1,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514",91688,6,314,"mei","7",1.9,4.48,-0.06,2.7,6,NA,"eduardo","Eduardo","Eduardo","Eduardo Jacinto de Biasi","https://s.glbimg.com/es/sde/f/2022/02/23/858c6708a8a4e0b1858d4429bdf68d77_FORMATO.png","Avaí",NA,6,13,2,3,19,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515",89696,6,314,"ata","2",2.4,3.2,0.5,1.12,4,NA,"romulo","Rômulo ","Rômulo ","Rômulo dos Santos de Souza","https://s.glbimg.com/es/sde/f/2022/02/24/474334d9aac64c11c2e9ba0bfa9b0931_FORMATO.png","Avaí",NA,2,1,1,1,11,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516",93646,6,314,"mei","6",0,4.07,0,1.8,2,NA,"vinicius-leite","Vinícius Leite","V. Leite","Vinícius Leite Silva","https://s.glbimg.com/es/sde/f/2022/02/24/66cd59f9bbf0f80e5f8c20bf587e3daf_FORMATO.png","Avaí",NA,3,NA,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517",90302,6,293,"ata","6",0.3,2.36,-0.31,0.07,3,NA,"pedro-rocha","Pedro Rocha","P. Rocha","Pedro Rocha Neves","https://s.glbimg.com/es/sde/f/2022/02/21/bca4738ad3069733d0bb2f1c649401a9_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518",115558,6,263,"ata","6",0,2,0,0,0,NA,"rikelmi","Rikelmi","Rikelmi","Rikelmi Valentim dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/20551ff81ad88eb0a57cf39ffcd66604_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519",105612,6,280,"mei","6",0,7.14,0,3.52,4,NA,"miguel","Miguel","Miguel","Miguel Silveira dos Santos","https://s.glbimg.com/es/sde/f/2022/05/05/3853dd9ef852c207b562c78641692c50_FORMATO.png","Bragantino",NA,3,1,NA,NA,12,NA,4,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"520",111807,6,263,"mei","6",0,1,0,0,0,NA,"juninho","Juninho","Juninho","Robson Tosta Silva Júnior","https://s.glbimg.com/es/sde/f/2022/02/21/5eda24f8ca23099ebcd88d6024570fc4_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521",38133,6,280,"gol","6",0,5,0,0,0,NA,"julio-cesar","Júlio César","J. César","Júlio César de Souza Santos","https://s.glbimg.com/es/sde/f/2022/05/05/9b1825e6eb8df8afa08e56d3f539fd63_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522",87552,6,293,"mei","6",0,3.58,0,1.45,2,NA,"vitor-bueno","Vitor Bueno","V. Bueno","Vitor Frezarin Bueno","https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png","Athlético-PR",NA,NA,2,NA,2,6,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523",109114,6,263,"ata","6",0,4.58,0,0.92,4,NA,"matheus-nascimento","Matheus Nascimento","M. Nascimento","Matheus Nascimento de Paula","https://s.glbimg.com/es/sde/f/2022/02/21/e418df52ba2f53e2edcd3d07b685533c_FORMATO.png","Botafogo",NA,NA,1,1,1,5,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"524",52253,6,282,"zag","6",0,4.42,0,0.4,1,NA,"rever","Réver","Réver","Réver Humberto Alves Araújo","https://s.glbimg.com/es/sde/f/2021/05/02/ce66257bddbcdd7f769730be5ed1b018_FORMATO.png","Atlético-MG",NA,1,2,NA,1,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525",106083,6,263,"mei","6",0,4,0,0,0,NA,"breno","Breno","Breno","Breno Washington Rodrigues da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/596fd08d478ed48cf966b741b09f289e_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"526",104926,6,263,"mei","6",1.1,10.81,-1.26,4.26,5,NA,"chay","Chay","Chay","Chayene Medeiros Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/77dcd57801fc7bf714629cf2a521ad76_FORMATO.png","Botafogo",NA,14,3,2,3,19,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527",107972,6,263,"mei","6",0,2.05,0,1.4,3,NA,"romildo","Romildo","Romildo","Romildo Del Piage de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/a34959446ac5b131b7047f846855f309_FORMATO.png","Botafogo",NA,3,4,NA,NA,2,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"528",92496,6,280,"mei","6",3.4,6.62,-1.38,3.4,1,NA,"raul","Raul","Raul","Raul Lô Gonçalves","https://s.glbimg.com/es/sde/f/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png","Bragantino",NA,3,1,NA,NA,9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529",84674,6,280,"mei","6",0,10.6,0,4.88,4,NA,"lucas-evangelista","Lucas Evangelista","L. Evangelista","Lucas Evangelista Santana de Oliveira","https://s.glbimg.com/es/sde/f/2022/05/05/175c2911cb392a7305aef49766feb459_FORMATO.png","Bragantino",NA,10,5,1,1,15,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530",107516,6,263,"mei","6",0,2,0,0,0,NA,"enio","Ênio","Ênio","Sebastião Ênio Santos de Almeida","https://s.glbimg.com/es/sde/f/2022/02/21/ecd7af7a3462266c90eb1a66567aa95a_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531",91702,6,280,"ata","5",0,4,0,0,0,NA,"leandrinho","Leandrinho","Leandrinho","Leandro Henrique do Nascimento","https://s.glbimg.com/es/sde/f/2022/05/05/8786b0a78d3342d952c64f2f47eb33c5_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532",106918,6,314,"ata","6",0,3,0,0,0,NA,"paulo-baya","Paulo Baya","P. Baya","Paulo Henrique Silva Ribeiro","https://s.glbimg.com/es/sde/f/2022/02/24/272fd719e59564d41c0349ca1feb539b_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533",109668,6,263,"lat","6",1.1,5.28,-0.65,4,3,NA,"hugo","Hugo","Hugo","Hugo Gonçalves Ferreira Neto","https://s.glbimg.com/es/sde/f/2022/02/21/55a04cd7d976a348bbe092c252b13d06_FORMATO.png","Botafogo",1,7,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"534",93637,6,280,"ata","6",1.6,5.19,-0.02,2.58,6,NA,"bruno-tubarao","Bruno Tubarão","B. Tubarão","Bruno Nunes de Barros","https://s.glbimg.com/es/sde/f/2022/05/05/e9713e0b9fafec30c6da5d70fb34ca8a_FORMATO.png","Bragantino",NA,8,2,4,5,37,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"535",101036,6,314,"lat","6",0,3,0,0,0,NA,"diego-matos","Diego Matos","D. Matos","Diego Daniel Rodrigues de Matos","https://s.glbimg.com/es/sde/f/2022/02/23/f8cc329ae5ae96be77c98caf774621fd_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536",100848,6,280,"lat","6",1.4,6.71,-0.63,4.93,3,NA,"luan-candido","Luan Cândido","L. Cândido","Luan Cândido de Almeida","https://s.glbimg.com/es/sde/f/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png","Bragantino",1,6,1,4,1,27,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537",103295,6,280,"mei","6",0.5,4.31,-0.34,0.9,5,NA,"eric-ramires","Eric Ramires","E. Ramires","Eric dos Santos Rodrigues","https://s.glbimg.com/es/sde/f/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png","Bragantino",NA,5,4,NA,2,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538",104660,6,263,"ata","6",0,2.77,-0.23,1.33,3,NA,"vinicius-lopes","Vinícius Lopes","V. Lopes","Vinícius Lopes da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/e057d0f0bf956c78607ac32d4d8597e4_FORMATO.png","Botafogo",NA,3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539",103695,6,280,"mei","6",0,5.04,0,2.72,5,NA,"jadsom-silva","Jadsom Silva","J. Silva","Jadsom Meemyas de Oliveira da Silva","https://s.glbimg.com/es/sde/f/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png","Bragantino",NA,9,7,NA,2,12,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540",101715,6,280,"ata","6",0,4.51,0,2.32,5,NA,"alerrandro","Alerrandro","Alerrandro","Alerrandro Barra Mansa Realino de Souza","https://s.glbimg.com/es/sde/f/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png","Bragantino",NA,2,4,2,1,11,NA,3,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"541",63194,6,263,"lat","5",0,5,0,0,0,NA,"carlinhos","Carlinhos","Carlinhos","Carlos Emiliano Pereira","https://s.glbimg.com/es/sde/f/2022/02/21/800bc92dcc8691cf1bb118132ac62fbc_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542",89224,6,263,"mei","6",0,2.41,0,0.9,1,NA,"barreto","Barreto","Barreto","Gustavo Bonatto Barreto","https://s.glbimg.com/es/sde/f/2022/02/21/4f55cd58dba618d9c58695edc5507fcc_FORMATO.png","Botafogo",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543",94444,6,293,"ata","6",0,5,0,0,0,NA,"matheus-babi","Matheus Babi","M. Babi","Matheus Barcelos da Silva","https://s.glbimg.com/es/sde/f/2021/04/13/e9ee464f547f7e719b4c1eab498a8478_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
