,atletas.preco_num,atletas.foto,atletas.posicao_id,atletas.media_num,atletas.apelido_abreviado,atletas.apelido,atletas.pontos_num,atletas.status_id,atletas.clube_id,atletas.variacao_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.rodada_id,atletas.nome,atletas.slug,atletas.minimo_para_valorizar,atletas.atleta_id,CA,DS,FC,FD,FF,FS,PI,SG,A,G,DE,DP,GS,GC,PC,FT,I,CV,PP,PS
78,7.54,https://s.glbimg.com/es/sde/f/2022/08/16/2fed32d21211f94e86843a534478ff9b_FORMATO.png,4,9.8,M. Gabriel,Marquinhos Gabriel,1.5,7,290,-1.75,Goiás,2,25,Marcos Gabriel do Nascimento,marquinhos-gabriel,,68954,,3.0,1.0,2.0,,3.0,6.0,,1.0,1.0,,,,,,,,,,
79,6.37,https://s.glbimg.com/es/sde/f/2022/07/16/d91654c9e126e6f3f17fd09b816eedf5_FORMATO.png,4,4.9,L. Sasha,Lucas Sasha,7.2,7,356,1.12,Fortaleza,8,25,Lucas Pacheco Affini,lucas-sasha,,68991,1.0,29.0,7.0,3.0,3.0,10.0,35.0,,,,,,,,,,,,,
80,2.75,https://s.glbimg.com/es/sde/f/2021/05/28/9d5caf065f11413aa6bf28e1d6b8acf8_FORMATO.png,1,1.0,J. Carlos,João Carlos,0.0,6,1371,-0.61,Cuiabá,2,25,João Carlos Heidemann,joao-carlos,,69010,,,,,,,,,,,5.0,,3.0,,,,,,,
81,9.09,https://s.glbimg.com/es/sde/f/2022/04/14/cdf250518797f30f9cb6045061ee01ab_FORMATO.png,1,4.92,Santos,Santos,-1.0,7,262,-1.46,Flamengo,12,25,Aderbar Melo dos Santos Neto,santos,,69012,,,,,,2.0,,6.0,,,34.0,,6.0,,,,,,,
82,7.84,https://s.glbimg.com/es/sde/f/2022/04/20/2ee72152c5a2da89ec05cb252df58e2b_FORMATO.png,3,4.69,Manoel,Manoel,0.2,7,266,-1.48,Fluminense,20,25,Manoel Messias Silva Carvalho,manoel,,69014,3.0,18.0,15.0,,8.0,19.0,79.0,7.0,1.0,4.0,,,,,,,,,,
83,3.42,https://s.glbimg.com/es/sde/f/2022/03/11/d66ed90e8284dc651e111fbb2768dd6d_FORMATO.png,5,0.88,M. Cirino,Marcelo Cirino,0.0,5,293,0.0,Athlético-PR,11,25,Marcelo Cirino da Silva,marcelo-cirino,,69022,1.0,7.0,4.0,1.0,3.0,4.0,26.0,,,,,,,,,,5.0,,,1.0
84,10.81,https://s.glbimg.com/es/sde/f/2022/04/27/1d79a755ea006081f316b2fad1097216_FORMATO.png,4,2.93,Paulinho,Paulinho,0.0,5,264,0.0,Corinthians,3,25,José Paulo Bezerra Maciel Júnior,paulinho,,69034,,1.0,2.0,,,1.0,3.0,,,1.0,,,,,,,,,,
85,4.93,https://s.glbimg.com/es/sde/f/2022/02/21/e22d32eba9a08cd74e7a00236a0e70b1_FORMATO.png,1,2.72,Vladimir,Vladimir,7.2,7,314,0.98,Avaí,14,25,Vladimir Orlando Cardoso de Araújo Filho,vladimir,,69040,2.0,1.0,,,,2.0,,2.0,,,49.0,,21.0,,,,,,,
86,7.0,https://s.glbimg.com/es/sde/f/2022/07/15/6065a132d7becbd440321ccdabb1a775_FORMATO.png,5,2.88,Vargas,Vargas,0.0,6,282,-0.49,Atlético-MG,15,25,Eduardo Jesús Vargas Rojas,vargas,,69102,1.0,9.0,10.0,7.0,12.0,9.0,39.0,,2.0,1.0,,,,,,,3.0,,,
87,7.15,https://s.glbimg.com/es/sde/f/2022/02/21/b4c4b5449cfdf72e5e5d92886e70852f_FORMATO.png,5,3.66,Pablo,Pablo,12.8,6,293,2.35,Athlético-PR,14,25,Pablo Felipe Teixeira,pablo,,69138,4.0,12.0,25.0,8.0,9.0,13.0,59.0,,1.0,3.0,,,,,,1.0,10.0,,,
88,5.41,https://s.glbimg.com/es/sde/f/2022/03/03/5a5fd135b7af74db9adec269ad234d5b_FORMATO.png,5,1.95,R. Bueno,Ricardo Bueno,0.0,6,286,0.0,Juventude,15,25,Ricardo Bueno da Silva,ricardo-bueno,,69141,3.0,9.0,12.0,5.0,5.0,24.0,46.0,,,1.0,,,,,,1.0,4.0,,1.0,1.0
89,7.71,https://s.glbimg.com/es/sde/f/2022/04/25/71280a4dfbfab7898164a7269b1a357e_FORMATO.png,3,3.9,Pablo,Pablo,0.0,7,262,0.0,Flamengo,15,25,Pablo Nascimento Castro,pablo,,69165,4.0,30.0,24.0,2.0,3.0,3.0,55.0,6.0,,,,,,,,1.0,1.0,,,
90,2.84,https://s.glbimg.com/es/sde/f/2022/04/29/c5cc58a18cf72c8dca55b618306e1483_FORMATO.png,3,3.34,Sidimar,Sidimar,0.0,5,290,0.0,Goiás,5,25,Sidimar Fernando Cigolini,sidimar,,69189,,4.0,2.0,,2.0,4.0,11.0,2.0,,,,,,,,,,,,
91,13.7,https://s.glbimg.com/es/sde/f/2022/07/16/6f4d9def1a21eebe3b6c5ac66a060ec9_FORMATO.png,4,4.94,Vidal,Vidal,5.0,7,262,-0.34,Flamengo,7,25,Arturo Erasmo Vidal Pardo,vidal,,69375,2.0,12.0,8.0,,2.0,7.0,15.0,,1.0,2.0,,,,,,,,,,
92,6.02,https://s.glbimg.com/es/sde/f/2022/03/01/6a7ca5b138f4ff481ca19603933a7507_FORMATO.png,4,2.91,Nikão,Nikão,0.0,5,276,0.0,São Paulo,11,25,Maycon Vinícius Ferreira da Cruz,nikao,,69705,2.0,4.0,2.0,2.0,4.0,12.0,55.0,,,3.0,,,,,,,3.0,,,
93,3.52,https://s.glbimg.com/es/sde/f/2022/03/10/4fc5c3b6693e46bf2e956854bbf5da76_FORMATO.png,4,1.76,F. Bastos,Fellipe Bastos,0.0,6,290,0.0,Goiás,18,25,Fellipe Ramos Ignez Bastos,fellipe-bastos,,70116,7.0,21.0,17.0,9.0,9.0,12.0,95.0,,1.0,,,,,,1.0,,,,,
94,4.51,https://s.glbimg.com/es/sde/f/2022/02/21/505b1bf76a770e85404c4bca2e727eee_FORMATO.png,2,1.05,Rafael,Rafael,0.0,5,263,-0.35,Botafogo,2,25,Rafael Pereira da Silva,rafael,,70171,,2.0,,,,,3.0,,,,,,,,,,,,,
95,6.83,https://s.glbimg.com/es/sde/f/2022/07/15/3da3eaef7ccc5ccb470a282ab0947902_FORMATO.png,5,3.43,E. Sasha,Eduardo Sasha,5.2,6,282,0.66,Atlético-MG,18,25,Eduardo Colcenti Antunes,eduardo-sasha,,70360,,9.0,6.0,10.0,8.0,13.0,40.0,,1.0,3.0,,,,,,1.0,1.0,,,
96,6.0,https://s.glbimg.com/es/sde/f/2022/07/12/3c4ca01b234ad722ed92a5df218fd329_FORMATO.png,1,0.0,Gabriel,Gabriel,0.0,6,294,0.0,Coritiba,0,25,Gabriel Vasconcelos Ferreira,gabriel,,70449,,,,,,,,,,,,,,,,,,,,
97,1.0,https://s.glbimg.com/es/sde/f/2022/02/23/63b80e56373c995fe10a56cb06537c0a_FORMATO.png,5,0.0,W. Alves,William Alves,0.0,6,294,0.0,Coritiba,0,25,William Alves de Oliveira,william-alves,,70451,,,,,,,,,,,,,,,,,,,,
98,7.57,https://s.glbimg.com/es/sde/f/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,3,3.4,Marllon,Marllon,2.3,7,1371,-0.27,Cuiabá,23,25,Marllon Gonçalves Jerônimo Borges,marllon,,70666,2.0,42.0,19.0,3.0,9.0,10.0,90.0,6.0,,,,,,,1.0,,1.0,,,
99,4.39,https://s.glbimg.com/es/sde/f/2021/05/02/a520539e5df2a4364ad4c1b0050888cc_FORMATO.png,4,2.0,L. Cittadini,Léo Cittadini,1.7,6,293,0.0,Athlético-PR,17,25,Leonardo Cittadini,leo-cittadini,,70986,2.0,15.0,15.0,1.0,5.0,13.0,22.0,,1.0,1.0,,,,,,,,,,
100,4.16,https://s.glbimg.com/es/sde/f/2022/02/22/7c8dc91a507c2956dc61efbd45bda613_FORMATO.png,4,2.53,Vina,Vina,-2.1,3,354,-0.94,Ceará,19,25,Vinícius Goes Barbosa de Souza,vina,,71162,3.0,8.0,8.0,10.0,21.0,29.0,189.0,,1.0,1.0,,,,,,3.0,5.0,1.0,,1.0
101,12.17,https://s.glbimg.com/es/sde/f/2022/03/14/d137592918a80391170a5d4fdc021480_FORMATO.png,3,3.99,Maicon,Maicon,5.8,7,277,0.05,Santos,17,25,Maicon Pereira Roque,maicon,,71227,1.0,29.0,6.0,4.0,5.0,6.0,108.0,6.0,1.0,,,,,,,,2.0,,,
102,7.26,https://s.glbimg.com/es/sde/f/2022/02/23/66ea94ea2768ebd6a6cb8f102326d669_FORMATO.png,1,8.06,F. Miguel,Fernando Miguel,2.0,7,356,-1.45,Fortaleza,8,25,Fernando Miguel Kaufmann,fernando-miguel,,71571,2.0,,,,,1.0,,7.0,,,34.0,,3.0,,,,,,,
103,3.4,https://s.glbimg.com/es/sde/f/2022/04/10/e261c53cb607072efab6bcc6f7bd1836_FORMATO.png,2,2.32,J. Paulo,João Paulo,0.0,6,327,0.0,América-MG,6,25,João Paulo Gomes da Costa,joao-paulo,,71602,,9.0,3.0,1.0,2.0,,38.0,1.0,,,,,,,,,,,,
104,10.67,https://s.glbimg.com/es/sde/f/2022/02/21/b9adc602abc451c8b30c8554a18970f2_FORMATO.png,1,4.49,Weverton,Weverton,-2.0,7,275,-0.62,Palmeiras,22,25,Weverton Pereira da Silva,weverton,,71631,,,,,,2.0,,10.0,,,66.0,,18.0,,,,,,,
105,7.12,https://s.glbimg.com/es/sde/f/2022/02/24/641daa2c8e8e5423b42c703eb607615a_FORMATO.png,2,4.06,R. Cáceres,Raúl Cáceres,11.6,6,327,1.83,América-MG,17,25,Raúl Alejandro Cáceres Bogado,raul-caceres,,71680,1.0,22.0,14.0,2.0,3.0,,99.0,7.0,2.0,1.0,,,,,,,1.0,,,
106,15.49,https://s.glbimg.com/es/sde/f/2022/02/21/f210b8623194d0722dd0d76585950fb1_FORMATO.png,3,6.84,G. Gómez,Gustavo Gómez,0.0,7,275,0.0,Palmeiras,18,25,Gustavo Raúl Gómez Portillo,gustavo-gomez,,71684,5.0,30.0,19.0,3.0,6.0,13.0,69.0,7.0,,7.0,,,,,1.0,,4.0,,,
107,8.14,https://s.glbimg.com/es/sde/f/2022/03/29/898734e22fa875d79527394af4789eeb_FORMATO.png,5,2.91,Ã. Ruíz,Óscar Ruíz,0.3,7,286,0.06,Juventude,16,25,Óscar Ramón Ruiz Roa,oscar-ruiz,,71691,1.0,7.0,3.0,2.0,8.0,11.0,51.0,,,3.0,,,,,,2.0,4.0,,,1.0
108,3.32,https://s.glbimg.com/es/sde/f/2021/03/25/4acc17c022e5e1189305c3e76afa3528_FORMATO.png,4,1.72,Elton,Elton,2.3,3,286,-0.53,Juventude,8,25,Elton Júnior Melo Ataíde,elton,,71719,3.0,14.0,8.0,,3.0,4.0,19.0,,,,,,,,,,1.0,,,
109,8.64,https://s.glbimg.com/es/sde/f/2022/07/16/27deb38ffaefdd66a10d7f246dcc678f_FORMATO.png,5,3.2,T. Galhardo,Thiago Galhardo,8.6,7,356,1.34,Fortaleza,6,25,Thiago Galhardo do Nascimento Rocha,thiago-galhardo,,71844,3.0,10.0,7.0,3.0,4.0,9.0,50.0,,1.0,,,,,,,,,,,1.0
110,6.88,https://s.glbimg.com/es/sde/f/2022/08/12/c1753038fcbfe1377f41a56fcb8c3657_FORMATO.png,4,3.53,G. Pires,Gabriel Pires,-0.5,6,263,-0.63,Botafogo,3,25,Gabriel Appelt Pires,gabriel-pires,,71898,,2.0,2.0,1.0,1.0,,12.0,,,1.0,,,,,,,,,,
111,6.62,https://s.glbimg.com/es/sde/f/2022/02/23/da8da8af4eaf5969bda304828d27ac27_FORMATO.png,2,1.86,B. Cortez,Bruno Cortez,3.5,7,314,0.36,Avaí,23,25,Bruno Cortês Barbosa,bruno-cortez,,72079,6.0,32.0,18.0,2.0,2.0,22.0,191.0,4.0,,,,,,,,,1.0,,,
112,5.14,https://s.glbimg.com/es/sde/f/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png,3,3.17,D. Avelar,Danilo Avelar,9.6,7,327,0.47,América-MG,11,25,Danilo Fernando Avelar,danilo-avelar,,72142,1.0,10.0,9.0,3.0,8.0,3.0,49.0,3.0,1.0,,,,,,,,,,,
113,11.86,https://s.glbimg.com/es/sde/f/2022/07/15/bd899e9773980e79959b0ba714379a00_FORMATO.png,1,3.5,Everson,Everson,7.0,6,282,-0.06,Atlético-MG,24,25,Everson Felipe Marques Pires,everson,,72294,2.0,,,,,2.0,,10.0,,,55.0,1.0,27.0,,,,,,,
114,3.39,https://s.glbimg.com/es/sde/f/2022/02/22/18d80f2c9d7f3c212842019dab63bd77_FORMATO.png,3,3.35,L. Otávio,Luiz Otávio,0.0,7,354,0.0,Ceará,12,25,Luiz Otávio Anacleto Leandro,luiz-otavio,,72359,4.0,19.0,8.0,1.0,2.0,7.0,34.0,3.0,,1.0,,,,,2.0,,1.0,,,
115,4.13,https://s.glbimg.com/es/sde/f/2022/03/11/262543ac36f21decccf1617c277630d6_FORMATO.png,4,1.79,R. Lindoso,Rodrigo Lindoso,0.0,6,354,0.0,Ceará,12,25,Rodrigo Oliveira Lindoso,rodrigo-lindoso,,72362,6.0,15.0,11.0,2.0,4.0,13.0,44.0,,1.0,,,,,,,,,,,
116,6.25,https://s.glbimg.com/es/sde/f/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,1,5.8,F. Alves,Felipe Alves,2.0,7,276,-0.79,São Paulo,5,25,Felipe Alves Raymundo,felipe-alves,,72372,1.0,,,,,,,2.0,,,18.0,1.0,4.0,,1.0,,,,,
117,10.05,https://s.glbimg.com/es/sde/f/2021/05/09/62a59a2e7ec6602b8811cb920c3c3dba_FORMATO.png,6,4.56,F. Diniz,Fernando Diniz,1.98,7,266,-0.03,Fluminense,21,25,Fernando Diniz Silva,fernando-diniz,,72391,,,,,,,,,,,,,,,,,,,,
118,5.3,https://s.glbimg.com/es/sde/f/2022/03/08/0759780a94f5359aefe723b749494c0b_FORMATO.png,3,1.63,Bressan,Bressan,0.0,2,314,0.0,Avaí,16,25,Matheus Simonete Bressanelli,bressan,,72491,3.0,17.0,16.0,,2.0,6.0,80.0,3.0,,,,,,,1.0,1.0,,,,
119,4.46,https://s.glbimg.com/es/sde/f/2022/03/10/28a598dad4f678bae3aec06052037f1c_FORMATO.png,5,2.38,Nicolas,Nicolas,-0.1,6,290,0.0,Goiás,17,25,Nicolas Godinho Johann,nicolas,,72524,,4.0,19.0,3.0,8.0,17.0,55.0,,1.0,3.0,,,,,,,6.0,,,
120,3.93,https://s.glbimg.com/es/sde/f/2022/03/08/b454661126187bdc0ef02a09e84e80ef_FORMATO.png,2,1.94,Maguinho,Maguinho,1.5,7,290,0.57,Goiás,21,25,Magno José da Silva,maguinho,,72532,7.0,23.0,26.0,1.0,9.0,10.0,104.0,5.0,,,,,,,1.0,,2.0,,,1.0
121,7.9,https://s.glbimg.com/es/sde/f/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,1,5.35,M. Cavichioli,Matheus Cavichioli,8.0,7,327,0.9,América-MG,12,25,Matheus Fernando Cavichioli,matheus-cavichioli,,72580,,1.0,,,,2.0,,5.0,,,48.0,,11.0,,,,,,,
122,5.25,https://s.glbimg.com/es/sde/f/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,5,3.74,P. Henrique,Pedro Henrique,0.7,6,285,-0.02,Internacional,19,25,Pedro Henrique Konzen Medina da Silva,pedro-henrique,,72583,3.0,18.0,20.0,6.0,17.0,21.0,81.0,,,4.0,,,,,,1.0,7.0,,,1.0
123,11.14,https://s.glbimg.com/es/sde/f/2021/04/28/035bd47807f8e7c0a6cc5dd78a718cf0_FORMATO.png,6,4.72,Lisca,Lisca,4.67,7,277,0.24,Santos,7,25,Luiz Carlos Cirne Lima de Lorenzi,lisca,,72588,,,,,,,,,,,,,,,,,,,,
124,7.7,https://s.glbimg.com/es/sde/f/2022/06/28/6c6eb043593091bc0d2998934a7cb0a9_FORMATO.png,4,2.45,Fernandinho,Fernandinho,0.0,7,293,0.0,Athlético-PR,4,25,Fernando Luiz Rosa,fernandinho,,72775,1.0,3.0,9.0,3.0,2.0,4.0,23.0,,1.0,,,,,,,,,,,
125,7.18,https://s.glbimg.com/es/sde/f/2022/04/02/a0ef6aa6bdbb6858462fa294d19eb211_FORMATO.png,3,3.26,Mercado,Mercado,2.7,7,285,-0.53,Internacional,20,25,Gabriel Iván Mercado,mercado,,72951,5.0,27.0,18.0,2.0,2.0,13.0,51.0,8.0,,,,,,,,,2.0,1.0,,1.0
126,6.43,https://s.glbimg.com/es/sde/f/2022/02/21/ce4af8aee58d0eef52f479ced5508ab5_FORMATO.png,2,2.75,D. Borges,Daniel Borges,0.0,6,263,0.0,Botafogo,19,25,Daniel Fortunato Borges,daniel-borges,,73318,1.0,22.0,12.0,2.0,3.0,11.0,195.0,5.0,2.0,1.0,,,,,,,1.0,1.0,,
127,8.21,https://s.glbimg.com/es/sde/f/2022/04/20/ad95f595cd71bcb7d7b91177716e1d33_FORMATO.png,2,4.7,S. Xavier,Samuel Xavier,0.0,7,266,0.06,Fluminense,21,25,Samuel Xavier Brito,samuel-xavier,,73384,1.0,27.0,15.0,4.0,11.0,32.0,144.0,6.0,2.0,1.0,,,,,,3.0,2.0,,,
128,2.82,https://s.glbimg.com/es/sde/f/2022/06/14/0cf5ee853af9ccb2eedcdd0295d6567a_FORMATO.png,3,1.24,R. Vaz,Rafael Vaz,0.0,6,314,0.0,Avaí,8,25,Rafael Vaz dos Santos,rafael-vaz,,73421,1.0,7.0,2.0,2.0,1.0,2.0,51.0,1.0,,,,,,,1.0,,,,,
129,1.98,https://s.glbimg.com/es/sde/f/2022/02/21/bc56106b0fb8c7ecaadd679cfb316662_FORMATO.png,1,-1.0,Glédson,Glédson,0.0,6,314,0.0,Avaí,0,25,Glédson Ribeiro dos Santos,gledson,,73533,1.0,,,,,,,,,,,,,,,,,,,
130,3.78,https://s.glbimg.com/es/sde/f/2022/07/28/4f4ffac015541a4fba3f6cfc167fab01_FORMATO.png,5,0.2,H. Pérez,Hernán Pérez,0.0,6,294,0.0,Coritiba,1,25,Hernán Arsenio Pérez González,hernan-perez,,73738,1.0,1.0,4.0,1.0,1.0,,8.0,,,,,,,,,,,,,
131,5.62,https://s.glbimg.com/es/sde/f/2022/04/25/bdac1c0e302bfdde7669d77948814e95_FORMATO.png,3,1.84,R. Caio,Rodrigo Caio,0.0,6,262,0.0,Flamengo,8,25,Rodrigo Caio Coquette Russo,rodrigo-caio,,73800,,7.0,3.0,1.0,,4.0,10.0,1.0,,,,,,,,,,,,
132,4.87,https://s.glbimg.com/es/sde/f/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,5,3.04,Aloísio,Aloísio,0.0,6,327,0.0,América-MG,12,25,Aloísio dos Santos Gonçalves,aloisio,,73850,,4.0,21.0,12.0,4.0,11.0,32.0,,,2.0,,,,,,1.0,10.0,,,
133,2.09,https://s.glbimg.com/es/sde/f/2022/02/23/30faa9be7f17fe35cfe84852c646b4c0_FORMATO.png,4,0.93,J. Cléber,Jean Cléber,-0.1,6,314,-0.1,Avaí,15,25,Jean Cléber Santos da Silva,jean-cleber,,73858,2.0,14.0,11.0,,5.0,7.0,50.0,,,,,,,,,,,,,
134,4.33,https://s.glbimg.com/es/sde/f/2022/04/25/bced6ea22dafe56d6176080482dfe8d8_FORMATO.png,2,4.22,Rodinei,Rodinei,0.0,6,262,0.0,Flamengo,7,25,Rodinei Marcelo de Almeida,rodinei,,73992,,16.0,2.0,2.0,2.0,5.0,46.0,2.0,1.0,,,,,1.0,,,,1.0,,
135,8.19,https://s.glbimg.com/es/sde/f/2022/02/21/26f8f1373737a7203417427043ada896_FORMATO.png,1,3.7,G. Fernández,Gatito Fernández,8.0,7,263,1.41,Botafogo,22,25,Roberto Junior Fernández Torres,gatito-fernandez,,74061,1.0,,,,,5.0,,5.0,,,75.0,1.0,27.0,,,,,,,
136,2.56,https://s.glbimg.com/es/sde/f/2022/03/10/444cdcb13fd4a94042b454cbf58b95fb_FORMATO.png,4,0.63,L. Piazon,Lucas Piazon,1.1,6,263,0.03,Botafogo,13,25,Gustavo Lucas Domingues Piazón,lucas-piazon,,74084,1.0,12.0,6.0,2.0,,3.0,44.0,,,,,,,,,,1.0,1.0,,
137,4.39,https://s.glbimg.com/es/sde/f/2022/07/21/76ea80eaf4be75564889296169c4de4a_FORMATO.png,5,1.23,P. Guerrero,Paolo Guerrero,0.5,7,314,-0.51,Avaí,6,25,José Paolo Guerrero Gonzales,paolo-guerrero,,75295,1.0,1.0,7.0,1.0,6.0,4.0,16.0,,,,,,,,,1.0,1.0,,,
138,5.55,https://s.glbimg.com/es/sde/f/2022/03/03/5e1a8b5625036eb3729fbae6272ea055_FORMATO.png,4,2.8,Jorginho,Jorginho,0.5,7,373,0.12,Atlético-GO,20,25,Jorge de Moura Xavier,jorginho,,77544,6.0,21.0,11.0,3.0,17.0,22.0,175.0,,,3.0,,,,,,2.0,5.0,,,
139,1.34,https://s.glbimg.com/es/sde/f/2022/03/10/fa84d067860cd66ce61c09be22c58e48_FORMATO.png,4,0.79,Auremir,Auremir,-0.7,2,290,0.17,Goiás,13,25,Auremir Evangelista dos Santos,auremir,,77570,1.0,13.0,15.0,,2.0,3.0,31.0,,,,,,,,,,,,,
140,12.29,https://s.glbimg.com/es/sde/f/2022/03/08/a09307d6eae0cd7887cb3732e00d9c29_FORMATO.png,6,4.77,V. Pereira,Vítor Pereira,3.96,7,264,-0.3,Corinthians,24,25,Vítor Manuel de Oliveira Lopes Pereira,vitor-pereira,,77713,,,,,,,,,,,,,,,,,,,,
141,8.17,https://s.glbimg.com/es/sde/f/2022/03/08/832e107d799b9425491e065012f3ec3a_FORMATO.png,6,3.31,E. Barroca,Eduardo Barroca,3.14,7,314,0.13,Avaí,24,25,Eduardo de Souza Barroca,eduardo-barroca,,77774,,,,,,,,,,,,,,,,,,,,
142,4.25,https://s.glbimg.com/es/sde/f/2022/04/14/bc751c43e207d9c789fbbabe7cdd337c_FORMATO.png,5,2.19,W. Pottker,William Pottker,-0.9,7,314,-0.37,Avaí,19,25,William de Oliveira Pottker,william-pottker,,77809,5.0,17.0,13.0,9.0,6.0,28.0,103.0,,1.0,1.0,,,,,1.0,,11.0,,1.0,4.0
143,9.44,https://s.glbimg.com/es/sde/f/2022/03/03/e89e5811b9812fca6a75789451815b9e_FORMATO.png,2,4.29,Madson,Madson,9.5,7,277,0.96,Santos,20,25,Madson Ferreira dos Santos,madson,,78077,5.0,31.0,15.0,1.0,3.0,17.0,149.0,8.0,1.0,2.0,,,,,,,1.0,,,
144,8.45,https://s.glbimg.com/es/sde/f/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,2,5.26,Renê,Renê,9.2,7,285,0.8,Internacional,15,25,Renê Rodrigues Martins,rene,,78445,,40.0,9.0,,,14.0,125.0,7.0,1.0,,,,,,1.0,,,,,
145,2.26,https://s.glbimg.com/es/sde/f/2021/05/28/3c667df8f70bf19082f021fa20403c6c_FORMATO.png,5,0.44,J. Cafu,Jonathan Cafu,0.0,6,1371,0.0,Cuiabá,8,25,Jonathan Renato Barbosa,jonathan-cafu,,78580,,7.0,7.0,,,3.0,13.0,,,,,,,,,,,1.0,,
146,6.33,https://s.glbimg.com/es/sde/f/2022/04/02/f20a9f6c8c6edb72777759bc796aaa64_FORMATO.png,4,3.62,Gabriel,Gabriel,1.4,7,285,0.33,Internacional,21,25,Gabriel Girotto Franco,gabriel,,78605,2.0,69.0,38.0,,7.0,18.0,83.0,,,,,,,,,,,,,
147,4.76,https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png,4,1.38,Ramiro,Ramiro,2.6,6,264,0.25,Corinthians,4,25,Ramiro Moschen Benetti,ramiro,,78715,1.0,5.0,3.0,1.0,,3.0,13.0,,,,,,,,,,,,,
148,4.51,https://s.glbimg.com/es/sde/f/2022/03/01/779ff87d6723d6c70d7caac56df86d5f_FORMATO.png,2,2.34,Reinaldo,Reinaldo,0.0,7,276,0.0,São Paulo,16,25,Reinaldo Manoel da Silva,reinaldo,,78850,3.0,7.0,12.0,2.0,7.0,9.0,152.0,3.0,3.0,1.0,,,,,,,,,,
149,5.0,https://s.glbimg.com/es/sde/f/2022/02/22/9d468ebf560bb9e0da9699ba4df38391_FORMATO.png,1,0.0,Richard,Richard,0.0,6,354,0.0,Ceará,0,25,Richard de Oliveira da Costa,richard,,78851,,,,,,,,,,,,,,,,,,,,
150,2.27,https://s.glbimg.com/es/sde/f/2022/02/23/1137efd5de0473f1c88c49348353a899_FORMATO.png,4,0.95,M. Silva,Marcão Silva,-0.1,6,1371,-0.28,Cuiabá,15,25,Marcos Antônio Almeida Silva,marcao-silva,,78856,,11.0,15.0,4.0,3.0,,16.0,,,,,,,,,,,,,
151,3.07,https://s.glbimg.com/es/sde/f/2022/02/23/16687c4ddc3ae72291f2729ad61ed092_FORMATO.png,4,1.46,R. Gava,Rafael Gava,0.0,7,1371,0.0,Cuiabá,17,25,Rafael Gustavo Meneghel Gava,rafael-gava,,78867,2.0,18.0,14.0,7.0,6.0,15.0,159.0,,1.0,,,,,,,1.0,3.0,1.0,,
152,2.21,https://s.glbimg.com/es/sde/f/2022/02/21/837aacbeb34486f2c8bdc9348c44ba72_FORMATO.png,1,0.0,D. Borges,Douglas Borges,0.0,6,263,0.0,Botafogo,1,25,Douglas Borges,douglas-borges,,78893,,,,,,,,,,,1.0,,1.0,,,,,,,
153,4.73,https://s.glbimg.com/es/sde/f/2022/03/03/d93506f46370622558870dd37ada6bb5_FORMATO.png,3,7.48,L. Felipe,Luiz Felipe,0.0,6,277,0.0,Santos,4,25,Luiz Felipe do Nascimento dos Santos,luiz-felipe,,79035,1.0,7.0,2.0,,1.0,1.0,12.0,2.0,1.0,1.0,,,,,,,,,,
154,7.34,https://s.glbimg.com/es/sde/f/2022/02/23/3f0e981ffc927c2f022666463cdf45ed_FORMATO.png,1,3.28,A. Muralha,Alex Muralha,4.0,7,294,-0.3,Coritiba,19,25,Alex Roberto Santana Rafael ,alex-muralha,,79066,1.0,1.0,,,,4.0,,5.0,,,62.0,,27.0,,,,,,,
155,9.98,https://s.glbimg.com/es/sde/f/2022/04/13/4f3258f391a28a24859ea19abee67739_FORMATO.png,3,5.0,V. Cuesta,Víctor Cuesta,9.3,7,263,1.5,Botafogo,18,25,Víctor Leandro Cuesta,victor-cuesta,,79113,4.0,46.0,20.0,1.0,3.0,6.0,77.0,4.0,2.0,2.0,,,,,,,1.0,,,
156,3.42,https://s.glbimg.com/es/sde/f/2022/05/12/c5b6ac96aea31d2271156591230c8f4c_FORMATO.png,5,0.97,S. Romero,Silvio Romero,0.8,6,356,0.02,Fortaleza,19,25,Silvio Ezequiel Romero,silvio-romero,,79188,1.0,2.0,3.0,5.0,11.0,7.0,41.0,,1.0,,,,,,,,10.0,,,
157,3.16,https://s.glbimg.com/es/sde/f/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,3,1.33,R. Silva,Ricardo Silva,0.0,6,327,0.0,América-MG,3,25,Ricardo César Dantas da Silva,ricardo-silva,,79334,,,3.0,,,1.0,6.0,1.0,,,,,,,,,,,,
