,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.clube_id,atletas.status_id,atletas.nome,atletas.posicao_id,atletas.apelido,atletas.slug,atletas.pontos_num,atletas.clube.id.full.name,atletas.preco_num,atletas.media_num,atletas.rodada_id,atletas.foto,atletas.apelido_abreviado,atletas.variacao_num,DE,DS,FS,GS,SG,A,CA,FC,FD,FF,PC,PI,I,CV,FT,G,PP,PS,GC,DP
64,22,2.8,68770,277,7,Guilherme de Aguiar Camacho,4,Camacho,camacho,2.7,Santos,4.25,2.27,35,https://s.glbimg.com/es/sde/f/2022/03/03/44a5a0d1669b56e3bc607727595c4751_FORMATO.png,Camacho,0.21,,46.0,6.0,,,,6.0,29.0,3.0,1.0,,62.0,,,,1.0,,,,
65,25,4.87,68773,327,2,Henrique Almeida Caixeta Nascentes,5,Henrique Almeida,henrique-almeida,5.2,América-MG,4.42,2.56,35,https://s.glbimg.com/es/sde/f/2022/02/25/f952435e80bcd6628e6480a7ad0ed047_FORMATO.png,H. Almeida,0.86,,15.0,11.0,,,,8.0,31.0,17.0,17.0,,61.0,11.0,,1.0,4.0,1.0,,,
66,28,4.97,68808,354,7,Severino do Ramo Clementino da Silva,2,Nino Paraíba,nino-paraiba,0.0,Ceará,6.85,2.96,35,https://s.glbimg.com/es/sde/f/2022/02/22/7fc46375115ce0f0e27a2498bc10c3a2_FORMATO.png,N. Paraíba,0.0,,48.0,41.0,,6.0,1.0,10.0,28.0,1.0,7.0,,273.0,1.0,,,1.0,,1.0,,
67,17,0.25,68817,286,7,Jonathan Doin,3,Paulo Miranda,paulo-miranda,-0.1,Juventude,1.97,0.57,35,https://s.glbimg.com/es/sde/f/2022/03/03/84da02cce1e593cb658cfcf2deef669d_FORMATO.png,P. Miranda,-0.12,,13.0,6.0,,1.0,,4.0,13.0,3.0,2.0,3.0,55.0,,,,,,,1.0,
68,2,1.35,68827,286,5,Renato de Araújo Chaves Júnior,3,Renato Chaves,renato-chaves,0.0,Juventude,3.2,1.45,35,https://s.glbimg.com/es/sde/f/2022/08/04/0bc83ac31c543274a27ef12ac1aae92c_FORMATO.png,R. Chaves,0.0,,1.0,,,,,,1.0,2.0,,,4.0,,,,,,,,
69,3,7.84,68872,275,6,Marcelo Lomba do Nascimento,1,Marcelo Lomba,marcelo-lomba,0.0,Palmeiras,7.77,8.83,35,https://s.glbimg.com/es/sde/f/2022/02/21/bd515cd514deb5197bb2faa8a721c8f7_FORMATO.png,M. Lomba,0.0,12.0,,1.0,,3.0,,1.0,,,,,,,,,,,,,
70,22,1.63,68917,290,7,Vinicius Santos Silva,5,Vinicius,vinicius,1.2,Goiás,4.83,3.03,35,https://s.glbimg.com/es/sde/f/2022/03/10/4b5dcfbcabc53f525f565f57f8050ed7_FORMATO.png,Vinicius,-1.43,,23.0,16.0,,,4.0,1.0,16.0,6.0,13.0,,159.0,6.0,,,2.0,,,,
71,33,18.35,68920,275,7,Eduardo Pereira Rodrigues,5,Dudu,dudu,19.7,Palmeiras,15.09,5.27,35,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/21/f77c90a60a3c8354d3235d1b61be9208_FORMATO.png,Dudu,1.61,,25.0,54.0,,,8.0,2.0,12.0,15.0,23.0,,216.0,4.0,,4.0,7.0,,,,
72,20,0.74,68923,264,7,Carlos Gilberto do Nascimento Silva,3,Gil,gil,-0.3,Corinthians,7.04,3.89,35,https://s.glbimg.com/es/sde/f/2022/04/27/14ec5e5e1aa438191eb6e95781e175fb_FORMATO.png,Gil,-0.18,,28.0,6.0,,8.0,1.0,2.0,7.0,5.0,3.0,1.0,69.0,2.0,,,,,,,
73,1,6.25,68928,282,6,Rafael Pires Monteiro,1,Rafael,rafael,0.0,Atlético-MG,4.95,7.0,35,https://s.glbimg.com/es/sde/f/2022/07/15/5f41e2711750955ef1b92db4d8efe3ae_FORMATO.png,Rafael,0.0,2.0,,,,1.0,,,,,,,,,,,,,,,
74,30,4.28,68942,294,7,Luciano Castán da Silva,3,Luciano Castán,luciano-castan,4.1,Coritiba,6.51,2.58,35,https://s.glbimg.com/es/sde/f/2022/02/23/26b6a7aa27f2be0fabc25b57132d892c_FORMATO.png,L. Castán,-0.27,,38.0,18.0,,7.0,,7.0,27.0,,7.0,,154.0,1.0,1.0,,2.0,,,,
75,21,2.73,68952,262,7,Mário Sérgio Santos Costa,5,Marinho,marinho,2.0,Flamengo,7.64,5.23,35,https://s.glbimg.com/es/sde/f/2022/04/25/b4786e494c8f4852f2ae91d6e0c57b2e_FORMATO.png,Marinho,-1.37,,19.0,59.0,,,5.0,4.0,19.0,8.0,20.0,,101.0,3.0,1.0,1.0,3.0,,2.0,,
76,9,5.9,68954,290,7,Marcos Gabriel do Nascimento,4,Marquinhos Gabriel,marquinhos-gabriel,5.7,Goiás,7.59,3.85,35,https://s.glbimg.com/es/sde/f/2022/08/16/2fed32d21211f94e86843a534478ff9b_FORMATO.png,M. Gabriel,0.55,,9.0,12.0,,,2.0,1.0,4.0,3.0,2.0,,29.0,2.0,,,1.0,,,,
77,17,7.32,68991,356,7,Lucas Pacheco Affini,4,Lucas Sasha,lucas-sasha,7.3,Fortaleza,7.64,5.2,35,https://s.glbimg.com/es/sde/f/2022/07/16/d91654c9e126e6f3f17fd09b816eedf5_FORMATO.png,L. Sasha,0.93,,65.0,15.0,,,,2.0,20.0,4.0,6.0,,68.0,,,,1.0,,,,
78,10,-0.46,69010,1371,6,João Carlos Heidemann,1,João Carlos,joao-carlos,0.0,Cuiabá,2.9,2.25,35,https://s.glbimg.com/es/sde/f/2021/05/28/9d5caf065f11413aa6bf28e1d6b8acf8_FORMATO.png,J. Carlos,0.0,31.0,,1.0,16.0,,,,,,,,,,,,,,,,1.0
79,19,7.81,69012,262,7,Aderbar Melo dos Santos Neto,1,Santos,santos,0.0,Flamengo,10.33,4.55,35,https://s.glbimg.com/es/sde/f/2022/04/14/cdf250518797f30f9cb6045061ee01ab_FORMATO.png,Santos,0.0,59.0,1.0,2.0,14.0,8.0,,1.0,,,,,,,,,,,,,
80,27,6.6,69014,266,7,Manoel Messias Silva Carvalho,3,Manoel,manoel,0.0,Fluminense,8.22,3.73,35,https://s.glbimg.com/es/sde/f/2022/04/20/2ee72152c5a2da89ec05cb252df58e2b_FORMATO.png,Manoel,0.0,,21.0,22.0,,9.0,1.0,3.0,19.0,,12.0,1.0,109.0,,2.0,,4.0,,,,
81,11,1.27,69022,293,5,Marcelo Cirino da Silva,5,Marcelo Cirino,marcelo-cirino,0.0,Athlético-PR,3.42,0.88,35,https://s.glbimg.com/es/sde/f/2022/03/11/d66ed90e8284dc651e111fbb2768dd6d_FORMATO.png,M. Cirino,0.0,,7.0,4.0,,,,1.0,4.0,1.0,3.0,,26.0,5.0,,,,,1.0,,
82,3,7.41,69034,264,5,José Paulo Bezerra Maciel Júnior,4,Paulinho,paulinho,0.0,Corinthians,10.81,2.93,35,https://s.glbimg.com/es/sde/f/2022/04/27/1d79a755ea006081f316b2fad1097216_FORMATO.png,Paulinho,0.0,,1.0,1.0,,,,,2.0,,,,3.0,,,,1.0,,,,
83,20,2.24,69040,314,7,Vladimir Orlando Cardoso de Araújo Filho,1,Vladimir,vladimir,2.0,Avaí,4.02,2.1,35,https://s.glbimg.com/es/sde/f/2022/02/21/e22d32eba9a08cd74e7a00236a0e70b1_FORMATO.png,Vladimir,0.27,69.0,1.0,2.0,35.0,2.0,,3.0,,,,1.0,,,,,,,,,
84,20,15.36,69102,282,6,Eduardo Jesús Vargas Rojas,5,Vargas,vargas,17.0,Atlético-MG,9.33,3.08,35,https://s.glbimg.com/es/sde/f/2022/07/15/6065a132d7becbd440321ccdabb1a775_FORMATO.png,Vargas,2.83,,10.0,12.0,,,2.0,1.0,13.0,8.0,13.0,,52.0,4.0,,,3.0,,,,
85,22,4.68,69138,293,7,Pablo Felipe Teixeira,5,Pablo,pablo,0.0,Athlético-PR,5.94,3.03,35,https://s.sde.globo.com/media/person_role/2022/02/21/b4c4b5449cfdf72e5e5d92886e70852f_FORMATO.png,Pablo,0.0,,17.0,18.0,,,1.0,5.0,37.0,10.0,15.0,,95.0,13.0,,1.0,4.0,,,,
86,15,4.77,69141,286,6,Ricardo Bueno da Silva,5,Ricardo Bueno,ricardo-bueno,0.0,Juventude,5.41,1.95,35,https://s.glbimg.com/es/sde/f/2022/03/03/5a5fd135b7af74db9adec269ad234d5b_FORMATO.png,R. Bueno,0.0,,9.0,24.0,,,,3.0,12.0,5.0,5.0,,46.0,4.0,,1.0,1.0,1.0,1.0,,
87,20,1.61,69165,262,7,Pablo Nascimento Castro,3,Pablo,pablo,0.5,Flamengo,6.84,3.53,35,https://s.glbimg.com/es/sde/f/2022/04/25/71280a4dfbfab7898164a7269b1a357e_FORMATO.png,Pablo,-0.07,,37.0,4.0,,7.0,,5.0,29.0,3.0,4.0,,68.0,1.0,,1.0,,,,,
88,5,1.9,69189,290,2,Sidimar Fernando Cigolini,3,Sidimar,sidimar,0.0,Goiás,2.84,3.34,35,https://s.glbimg.com/es/sde/f/2022/04/29/c5cc58a18cf72c8dca55b618306e1483_FORMATO.png,Sidimar,0.0,,4.0,4.0,,2.0,,,2.0,,2.0,,11.0,,,,,,,,
89,13,5.78,69375,262,6,Arturo Erasmo Vidal Pardo,4,Vidal,vidal,4.7,Flamengo,12.42,3.87,35,https://s.sde.globo.com/media/person_role/2022/07/16/6f4d9def1a21eebe3b6c5ac66a060ec9_FORMATO.png,Vidal,0.23,,27.0,8.0,,,1.0,2.0,18.0,1.0,6.0,1.0,46.0,,,,2.0,,,,
90,11,2.64,69705,276,6,Maycon Vinícius Ferreira da Cruz,4,Nikão,nikao,0.0,São Paulo,6.02,2.91,35,https://s.glbimg.com/es/sde/f/2022/03/01/6a7ca5b138f4ff481ca19603933a7507_FORMATO.png,Nikão,0.0,,4.0,12.0,,,,2.0,2.0,2.0,4.0,,55.0,3.0,,,3.0,,,,
91,23,-0.01,70116,290,6,Fellipe Ramos Ignez Bastos,4,Fellipe Bastos,fellipe-bastos,0.0,Goiás,3.13,1.57,35,https://s.glbimg.com/es/sde/f/2022/03/10/4fc5c3b6693e46bf2e956854bbf5da76_FORMATO.png,F. Bastos,0.0,,22.0,13.0,,,2.0,10.0,19.0,9.0,11.0,1.0,99.0,,,,,,,,
92,6,2.71,70171,263,6,Rafael Pereira da Silva,2,Rafael,rafael,2.4,Botafogo,4.86,2.68,35,https://s.glbimg.com/es/sde/f/2022/02/21/505b1bf76a770e85404c4bca2e727eee_FORMATO.png,Rafael,-0.6,,13.0,2.0,,1.0,,1.0,7.0,,,,24.0,,,,,,,,
93,25,0.85,70360,282,7,Eduardo Colcenti Antunes,5,Eduardo Sasha,eduardo-sasha,0.0,Atlético-MG,5.82,2.84,35,https://s.glbimg.com/es/sde/f/2022/07/15/3da3eaef7ccc5ccb470a282ab0947902_FORMATO.png,E. Sasha,-0.3,,14.0,19.0,,,1.0,,9.0,10.0,12.0,,59.0,2.0,,1.0,3.0,,,,
94,9,7.13,70449,294,7,Gabriel Vasconcelos Ferreira,1,Gabriel,gabriel,7.5,Coritiba,6.86,4.61,35,https://s.glbimg.com/es/sde/f/2022/07/12/3c4ca01b234ad722ed92a5df218fd329_FORMATO.png,Gabriel,0.45,33.0,,1.0,12.0,3.0,,1.0,,,,1.0,,,,,,,,,1.0
95,0,0.8,70451,294,6,William Alves de Oliveira,5,William Alves,william-alves,0.0,Coritiba,1.0,0.0,35,https://s.glbimg.com/es/sde/f/2022/02/23/63b80e56373c995fe10a56cb06537c0a_FORMATO.png,W. Alves,0.0,,,,,,,,,,,,,,,,,,,,
96,31,5.47,70666,1371,7,Marllon Gonçalves Jerônimo Borges,3,Marllon,marllon,5.2,Cuiabá,7.88,3.21,35,https://s.glbimg.com/es/sde/f/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,Marllon,-0.11,,50.0,17.0,,8.0,,2.0,24.0,3.0,12.0,2.0,107.0,1.0,,,,,,,
97,19,1.47,70986,293,6,Leonardo Cittadini,4,Léo Cittadini,leo-cittadini,1.1,Athlético-PR,4.06,1.9,35,https://s.glbimg.com/es/sde/f/2021/05/02/a520539e5df2a4364ad4c1b0050888cc_FORMATO.png,L. Cittadini,-0.18,,17.0,13.0,,,1.0,2.0,15.0,1.0,5.0,,26.0,,,,1.0,,,,
98,26,1.94,71162,354,7,Vinícius Goes Barbosa de Souza,4,Vina,vina,0.0,Ceará,4.59,2.33,35,https://s.sde.globo.com/media/person_role/2022/02/22/7c8dc91a507c2956dc61efbd45bda613_FORMATO.png,Vina,0.0,,9.0,35.0,,,1.0,4.0,9.0,15.0,27.0,,248.0,6.0,2.0,3.0,2.0,,1.0,,
99,20,6.28,71227,277,2,Maicon Pereira Roque,3,Maicon,maicon,0.0,Santos,11.67,3.71,35,https://s.glbimg.com/es/sde/f/2022/03/14/d137592918a80391170a5d4fdc021480_FORMATO.png,Maicon,0.0,,31.0,6.0,,7.0,1.0,1.0,6.0,4.0,5.0,,119.0,2.0,,,,,,,
100,17,2.39,71571,356,7,Fernando Miguel Kaufmann,1,Fernando Miguel,fernando-miguel,1.5,Fortaleza,7.52,6.17,35,https://s.glbimg.com/es/sde/f/2022/02/23/66ea94ea2768ebd6a6cb8f102326d669_FORMATO.png,F. Miguel,-0.49,69.0,,4.0,14.0,10.0,,2.0,,,,,,,,,,,,,
101,6,2.81,71602,327,6,João Paulo Gomes da Costa,2,João Paulo,joao-paulo,0.0,América-MG,3.4,2.32,35,https://s.glbimg.com/es/sde/f/2022/04/10/e261c53cb607072efab6bcc6f7bd1836_FORMATO.png,J. Paulo,0.0,,9.0,,,1.0,,,3.0,1.0,2.0,,38.0,,,,,,,,
102,30,8.33,71631,275,7,Weverton Pereira da Silva,1,Weverton,weverton,8.0,Palmeiras,12.12,4.53,35,https://s.sde.globo.com/media/person_role/2022/02/21/b9adc602abc451c8b30c8554a18970f2_FORMATO.png,Weverton,0.16,79.0,1.0,4.0,21.0,15.0,,,,,,,,,,,,,,,
103,23,5.39,71680,327,6,Raúl Alejandro Cáceres Bogado,2,Raúl Cáceres,raul-caceres,5.4,América-MG,6.23,3.84,35,https://s.glbimg.com/es/sde/f/2022/02/24/641daa2c8e8e5423b42c703eb607615a_FORMATO.png,R. Cáceres,0.76,,28.0,4.0,,10.0,2.0,1.0,18.0,2.0,7.0,,165.0,3.0,,,1.0,,,,
104,26,8.71,71684,275,7,Gustavo Raúl Gómez Portillo,3,Gustavo Gómez,gustavo-gomez,7.9,Palmeiras,16.0,6.67,35,https://s.sde.globo.com/media/person_role/2022/02/21/f210b8623194d0722dd0d76585950fb1_FORMATO.png,G. Gómez,0.08,,44.0,20.0,,12.0,,7.0,29.0,5.0,9.0,1.0,92.0,6.0,,,8.0,,,,
105,22,1.62,71691,286,6,Óscar Ramón Ruiz Roa,5,Óscar Ruíz,oscar-ruiz,0.0,Juventude,7.81,2.74,35,https://s.glbimg.com/es/sde/f/2022/03/29/898734e22fa875d79527394af4789eeb_FORMATO.png,Ã. Ruíz,0.0,,10.0,13.0,,,,1.0,4.0,2.0,11.0,,62.0,5.0,,2.0,4.0,,1.0,,
106,16,1.38,71719,286,7,Elton Júnior Melo Ataíde,4,Elton,elton,1.1,Juventude,3.29,1.97,35,https://s.glbimg.com/es/sde/f/2021/03/25/4acc17c022e5e1189305c3e76afa3528_FORMATO.png,Elton,-0.08,,26.0,10.0,,,1.0,5.0,21.0,1.0,5.0,,34.0,1.0,,,,,,,
107,16,1.66,71844,356,7,Thiago Galhardo do Nascimento Rocha,5,Thiago Galhardo,thiago-galhardo,0.8,Fortaleza,8.54,4.35,35,https://s.glbimg.com/es/sde/f/2022/07/16/27deb38ffaefdd66a10d7f246dcc678f_FORMATO.png,T. Galhardo,0.36,,15.0,19.0,,,1.0,5.0,15.0,8.0,12.0,,95.0,2.0,,,5.0,1.0,1.0,,
108,12,1.64,71898,263,7,Gabriel Appelt Pires,4,Gabriel Pires,gabriel-pires,0.9,Botafogo,6.99,3.05,35,https://s.glbimg.com/es/sde/f/2022/08/12/c1753038fcbfe1377f41a56fcb8c3657_FORMATO.png,G. Pires,-1.45,,17.0,7.0,,,,1.0,8.0,3.0,4.0,1.0,59.0,,,,2.0,,,,
109,27,4.07,72079,314,5,Bruno Cortês Barbosa,2,Bruno Cortez,bruno-cortez,0.0,Avaí,6.67,2.08,35,https://s.glbimg.com/es/sde/f/2022/02/23/da8da8af4eaf5969bda304828d27ac27_FORMATO.png,B. Cortez,0.0,,41.0,25.0,,5.0,,7.0,19.0,2.0,4.0,,232.0,1.0,,,,,,,
110,16,0.96,72142,327,2,Danilo Fernando Avelar,3,Danilo Avelar,danilo-avelar,0.0,América-MG,3.79,2.77,35,https://s.glbimg.com/es/sde/f/2022/04/12/2a7b85e6015605e0770fe393faf72a9a_FORMATO.png,D. Avelar,0.0,,16.0,8.0,,3.0,1.0,2.0,21.0,7.0,8.0,,84.0,,,1.0,,,,,
111,32,0.54,72294,282,7,Everson Felipe Marques Pires,1,Everson,everson,-1.0,Atlético-MG,10.42,3.48,35,https://s.sde.globo.com/media/person_role/2022/07/15/bd899e9773980e79959b0ba714379a00_FORMATO.png,Everson,-1.5,75.0,,2.0,33.0,13.0,,4.0,,,,,,,,,,,,,1.0
112,19,0.38,72359,354,7,Luiz Otávio Anacleto Leandro,3,Luiz Otávio,luiz-otavio,0.0,Ceará,3.56,2.93,35,https://s.glbimg.com/es/sde/f/2022/02/22/18d80f2c9d7f3c212842019dab63bd77_FORMATO.png,L. Otávio,0.0,,33.0,9.0,,4.0,,6.0,16.0,1.0,5.0,3.0,48.0,1.0,1.0,,1.0,,,,
113,12,2.26,72362,354,5,Rodrigo Oliveira Lindoso,4,Rodrigo Lindoso,rodrigo-lindoso,0.0,Ceará,4.13,1.79,35,https://s.glbimg.com/es/sde/f/2022/03/11/262543ac36f21decccf1617c277630d6_FORMATO.png,R. Lindoso,0.0,,15.0,13.0,,,1.0,6.0,11.0,2.0,4.0,,44.0,,,,,,,,
114,13,0.96,72372,276,7,Felipe Alves Raymundo,1,Felipe Alves,felipe-alves,0.0,São Paulo,6.45,5.39,35,https://s.glbimg.com/es/sde/f/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,F. Alves,-1.03,49.0,,,11.0,4.0,,1.0,,,,1.0,,,,,,,,,2.0
115,30,8.69,72391,266,7,Fernando Diniz Silva,6,Fernando Diniz,fernando-diniz,0.0,Fluminense,11.29,4.7,35,https://s.glbimg.com/es/sde/f/2021/05/09/62a59a2e7ec6602b8811cb920c3c3dba_FORMATO.png,F. Diniz,0.0,,,,,,,,,,,,,,,,,,,,
116,19,1.59,72491,314,6,Matheus Simonete Bressanelli,3,Bressan,bressan,0.0,Avaí,5.43,1.61,35,https://s.glbimg.com/es/sde/f/2022/03/08/0759780a94f5359aefe723b749494c0b_FORMATO.png,Bressan,0.0,,18.0,8.0,,4.0,,4.0,20.0,,3.0,1.0,93.0,,,1.0,,,,,
117,25,0.36,72524,290,6,Nicolas Godinho Johann,5,Nicolas,nicolas,-0.3,Goiás,4.33,2.1,35,https://s.glbimg.com/es/sde/f/2022/03/10/28a598dad4f678bae3aec06052037f1c_FORMATO.png,Nicolas,-0.73,,5.0,21.0,,,2.0,,23.0,3.0,8.0,,80.0,10.0,,,4.0,,,,
118,29,0.5,72532,290,7,Magno José da Silva,2,Maguinho,maguinho,0.0,Goiás,3.63,1.72,35,https://s.glbimg.com/es/sde/f/2022/03/08/b454661126187bdc0ef02a09e84e80ef_FORMATO.png,Maguinho,-0.06,,37.0,18.0,,5.0,,9.0,40.0,1.0,9.0,1.0,158.0,2.0,,,,,1.0,,
119,22,12.98,72580,327,7,Matheus Fernando Cavichioli,1,Matheus Cavichioli,matheus-cavichioli,14.0,América-MG,9.51,5.45,35,https://s.glbimg.com/es/sde/f/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,M. Cavichioli,2.19,82.0,1.0,4.0,22.0,9.0,,1.0,1.0,,,1.0,,,,,,,,,2.0
120,28,0.69,72583,285,7,Pedro Henrique Konzen Medina da Silva,5,Pedro Henrique,pedro-henrique,-0.1,Internacional,5.76,4.09,35,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,P. Henrique,-0.66,,28.0,36.0,,,1.0,6.0,33.0,15.0,25.0,,143.0,17.0,,1.0,6.0,,1.0,,
121,10,3.36,72775,293,7,Fernando Luiz Rosa,4,Fernandinho,fernandinho,2.8,Athlético-PR,6.98,2.43,35,https://s.sde.globo.com/media/person_role/2022/06/28/6c6eb043593091bc0d2998934a7cb0a9_FORMATO.png,Fernandinho,0.44,,9.0,13.0,,,2.0,4.0,20.0,3.0,2.0,,62.0,,,,1.0,,,,
122,24,6.55,72951,285,6,Gabriel Iván Mercado,3,Mercado,mercado,0.0,Internacional,7.98,3.57,35,https://s.sde.globo.com/media/person_role/2022/04/02/a0ef6aa6bdbb6858462fa294d19eb211_FORMATO.png,Mercado,0.0,,32.0,15.0,,11.0,,7.0,21.0,4.0,2.0,,60.0,2.0,1.0,,,,1.0,,
123,23,2.06,73318,263,7,Daniel Fortunato Borges,2,Daniel Borges,daniel-borges,1.5,Botafogo,5.72,2.51,35,https://s.glbimg.com/es/sde/f/2022/02/21/ce4af8aee58d0eef52f479ced5508ab5_FORMATO.png,D. Borges,-0.21,,30.0,12.0,,5.0,2.0,2.0,15.0,2.0,5.0,,238.0,1.0,1.0,,1.0,,,,
124,29,7.01,73384,266,7,Samuel Xavier Brito,2,Samuel Xavier,samuel-xavier,0.0,Fluminense,9.21,4.43,35,https://s.glbimg.com/es/sde/f/2022/04/20/ad95f595cd71bcb7d7b91177716e1d33_FORMATO.png,S. Xavier,0.0,,34.0,46.0,,9.0,2.0,4.0,22.0,5.0,13.0,,209.0,2.0,,3.0,2.0,,,,
125,16,2.59,73421,314,7,Rafael Vaz dos Santos,3,Rafael Vaz,rafael-vaz,2.6,Avaí,3.37,1.38,35,https://s.glbimg.com/es/sde/f/2022/06/14/0cf5ee853af9ccb2eedcdd0295d6567a_FORMATO.png,R. Vaz,0.49,,15.0,5.0,,2.0,,2.0,6.0,3.0,5.0,1.0,112.0,,,,,,,,
126,3,2.12,73533,314,6,Glédson Ribeiro dos Santos,1,Glédson,gledson,0.0,Avaí,2.36,3.17,35,https://s.glbimg.com/es/sde/f/2022/02/21/bc56106b0fb8c7ecaadd679cfb316662_FORMATO.png,Glédson,0.0,6.0,,3.0,2.0,1.0,,2.0,,,,,,,,,,,,,
127,2,2.59,73738,294,6,Hernán Arsenio Pérez González,5,Hernán Pérez,hernan-perez,0.0,Coritiba,3.47,0.95,35,https://s.glbimg.com/es/sde/f/2022/07/28/4f4ffac015541a4fba3f6cfc167fab01_FORMATO.png,H. Pérez,0.0,,2.0,2.0,,,,1.0,5.0,1.0,1.0,,10.0,,,,,,,,
128,8,2.78,73800,262,5,Rodrigo Caio Coquette Russo,3,Rodrigo Caio,rodrigo-caio,0.0,Flamengo,5.62,1.84,35,https://s.glbimg.com/es/sde/f/2022/04/25/bdac1c0e302bfdde7669d77948814e95_FORMATO.png,R. Caio,0.0,,7.0,4.0,,1.0,,,3.0,1.0,,,10.0,,,,,,,,
129,21,1.59,73850,327,6,Aloísio dos Santos Gonçalves,5,Aloísio,aloisio,1.1,América-MG,5.1,3.15,35,https://s.glbimg.com/es/sde/f/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png,Aloísio,-0.92,,11.0,17.0,,,2.0,5.0,36.0,12.0,6.0,,60.0,11.0,,2.0,4.0,,,,
130,21,-0.22,73858,314,7,Jean Cléber Santos da Silva,4,Jean Cléber,jean-cleber,-0.6,Avaí,1.83,0.65,35,https://s.glbimg.com/es/sde/f/2022/02/23/30faa9be7f17fe35cfe84852c646b4c0_FORMATO.png,J. Cléber,-0.21,,14.0,9.0,,,,2.0,13.0,,5.0,,57.0,,,,,,,,
131,13,1.24,73992,262,6,Rodinei Marcelo de Almeida,2,Rodinei,rodinei,0.8,Flamengo,4.17,3.04,35,https://s.glbimg.com/es/sde/f/2022/04/25/bced6ea22dafe56d6176080482dfe8d8_FORMATO.png,Rodinei,-0.79,,22.0,6.0,,3.0,1.0,,4.0,2.0,3.0,,75.0,,1.0,,,,,1.0,
132,31,1.0,74061,263,7,Roberto Junior Fernández Torres,1,Gatito Fernández,gatito-fernandez,0.0,Botafogo,6.99,3.31,35,https://s.glbimg.com/es/sde/f/2022/02/21/26f8f1373737a7203417427043ada896_FORMATO.png,G. Fernández,0.14,91.0,,6.0,37.0,8.0,,1.0,,,,,,,,,,,,,1.0
133,17,0.15,74084,263,6,Gustavo Lucas Domingues Piazón,4,Lucas Piazon,lucas-piazon,0.0,Botafogo,2.16,0.46,35,https://s.glbimg.com/es/sde/f/2022/03/10/444cdcb13fd4a94042b454cbf58b95fb_FORMATO.png,L. Piazon,0.0,,12.0,6.0,,,,2.0,7.0,2.0,,,50.0,1.0,1.0,,,,,,
134,9,1.21,75295,314,5,José Paolo Guerrero Gonzales,5,Paolo Guerrero,paolo-guerrero,0.0,Avaí,3.95,0.91,35,https://s.glbimg.com/es/sde/f/2022/07/21/76ea80eaf4be75564889296169c4de4a_FORMATO.png,P. Guerrero,0.0,,1.0,5.0,,,,1.0,11.0,2.0,7.0,,20.0,2.0,,1.0,,,,,
135,27,1.62,77544,373,6,Jorge de Moura Xavier,4,Jorginho,jorginho,1.1,Atlético-GO,5.12,2.01,35,https://s.glbimg.com/es/sde/f/2022/03/03/5e1a8b5625036eb3729fbae6272ea055_FORMATO.png,Jorginho,0.02,,23.0,25.0,,,,7.0,14.0,3.0,18.0,,188.0,6.0,1.0,2.0,3.0,,,,
136,22,3.97,77570,290,7,Auremir Evangelista dos Santos,4,Auremir,auremir,4.4,Goiás,2.49,1.5,35,https://s.glbimg.com/es/sde/f/2022/03/10/fa84d067860cd66ce61c09be22c58e48_FORMATO.png,Auremir,0.22,,33.0,14.0,,,,3.0,31.0,2.0,4.0,,72.0,,,,,,,,
137,32,5.33,77713,264,7,Vítor Manuel de Oliveira Lopes Pereira,6,Vítor Pereira,vitor-pereira,4.45,Corinthians,12.28,4.74,35,https://s.glbimg.com/es/sde/f/2022/03/08/a09307d6eae0cd7887cb3732e00d9c29_FORMATO.png,V. Pereira,0.32,,,,,,,,,,,,,,,,,,,,
138,25,1.54,77809,314,7,William de Oliveira Pottker,5,William Pottker,william-pottker,0.0,Avaí,4.8,2.6,35,https://s.glbimg.com/es/sde/f/2022/04/14/bc751c43e207d9c789fbbabe7cdd337c_FORMATO.png,W. Pottker,0.0,,20.0,39.0,,,1.0,6.0,21.0,12.0,9.0,1.0,146.0,13.0,,,3.0,1.0,4.0,,
139,25,0.57,78077,277,7,Madson Ferreira dos Santos,2,Madson,madson,0.0,Santos,8.0,4.4,35,https://s.glbimg.com/es/sde/f/2022/03/03/e89e5811b9812fca6a75789451815b9e_FORMATO.png,Madson,0.0,,38.0,19.0,,9.0,2.0,5.0,16.0,1.0,3.0,,178.0,1.0,,,3.0,,,,
140,25,2.93,78445,285,7,Renê Rodrigues Martins,2,Renê,rene,2.3,Internacional,8.18,5.46,35,https://s.glbimg.com/es/sde/f/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,Renê,0.01,,71.0,26.0,,12.0,1.0,,18.0,1.0,2.0,1.0,235.0,,,,,,,,
