,atletas.status_id,atletas.minimo_para_valorizar,atletas.nome,atletas.clube.id.full.name,atletas.rodada_id,atletas.jogos_num,atletas.apelido_abreviado,atletas.posicao_id,atletas.apelido,atletas.preco_num,atletas.slug,atletas.foto,atletas.atleta_id,atletas.pontos_num,atletas.clube_id,atletas.variacao_num,atletas.media_num,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PC,PI,SG,PP,DE,GS,DP,GC,PS
470,6,3.4,Leandro Emmanuel Martínez,América-MG,26,4,E. Martínez,4,Emmanuel Martínez,5.99,emmanuel-martinez,https://s.glbimg.com/es/sde/f/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,103388,4.2,327,0.41,4.33,,1.0,,10.0,3.0,3.0,3.0,7.0,,,,,23.0,,,,,,,
471,7,0.76,João Victor Andrade Caetano,Goiás,26,22,Caetano,3,Caetano,5.38,caetano,https://s.glbimg.com/es/sde/f/2022/03/10/0b26178145c836bb7862ed5729e22c14_FORMATO.png,103575,0.1,290,-0.37,3.06,,1.0,,30.0,18.0,2.0,1.0,7.0,1.0,1.0,,1.0,91.0,6.0,,,,,,
472,6,1.58,Kaíque Rocha Lima,Internacional,26,6,K. Rocha,3,Kaíque Rocha,3.61,kaique-rocha,https://s.glbimg.com/es/sde/f/2022/04/02/c6484aba6ef03823515d831dbbed3145_FORMATO.png,103684,0.0,285,0.0,3.33,,2.0,,8.0,3.0,1.0,,3.0,1.0,,,,24.0,2.0,,,,,,
473,6,2.07,Jadsom Meemyas de Oliveira da Silva,Bragantino,26,16,J. Silva,4,Jadsom Silva,3.74,jadsom-silva,https://s.glbimg.com/es/sde/f/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,103695,0.0,280,0.0,1.0,1.0,5.0,,14.0,12.0,,5.0,4.0,,,,,34.0,,,,,,,
474,6,3.38,Bruno Méndez Cittadini,Corinthians,26,16,B. Méndez,3,Bruno Méndez,5.18,bruno-mendez,https://s.glbimg.com/es/sde/f/2022/06/24/c1cadb36bdc2e9c961a181dac5a10494_FORMATO.png,103700,3.5,264,0.02,3.61,,1.0,,29.0,7.0,2.0,1.0,5.0,,1.0,1.0,,76.0,4.0,,,,,,
475,6,1.27,Antônio Fialho de Carvalho Neto,Atlético-MG,26,0,Neto,4,Neto,1.0,neto,https://s.glbimg.com/es/sde/f/2022/07/15/9b9b740b77ea9d769449355001908e78_FORMATO.png,103706,0.0,282,0.0,0.0,,,,,,,,,,,,,,,,,,,,
476,6,1.03,Gabriel Silva Vieira,Palmeiras,26,1,G. Silva,5,Gabriel Silva,2.2,gabriel-silva,https://s.glbimg.com/es/sde/f/2021/04/30/89c3f9a0c359529df91f2489bdd05f2c_FORMATO.png,103766,0.0,275,0.0,0.0,,,,,,,,,,,,,,,,,,,,
477,6,1.08,Gabriel Vinícius Menino,Palmeiras,26,17,G. Menino,4,Gabriel Menino,5.68,gabriel-menino,https://s.glbimg.com/es/sde/f/2022/02/21/70a1d9b700a17145850b034cd6c9a885_FORMATO.png,103767,0.4,275,0.05,2.77,,2.0,1.0,21.0,11.0,4.0,9.0,14.0,,2.0,,,47.0,,,,,,,
478,6,1.92,Pedro Henrique Rodrigues Bicalho,Palmeiras,26,1,P. Bicalho,4,Pedro Bicalho,1.72,pedro-bicalho,https://s.glbimg.com/es/sde/f/2021/01/08/3ec8503326f8e51a9fe7bafc9265f01d_FORMATO.jpeg,103777,0.0,275,0.0,1.2,,,,1.0,,,,,,,,,,,,,,,,
479,6,1.03,Bruno Felipe Oliveira,Santos,26,12,B. Oliveira,4,Bruno Oliveira,2.82,bruno-oliveira,https://s.glbimg.com/es/sde/f/2022/03/03/2c935920c010d4b1c62eafcc3fa72249_FORMATO.png,103996,0.9,277,0.08,1.71,1.0,2.0,,6.0,6.0,4.0,2.0,14.0,1.0,,,,42.0,,,,,,,
480,6,2.18,Maycon Cleiton de Paula Azevedo,Bragantino,26,0,Maycon,1,Maycon,2.0,maycon,https://s.glbimg.com/es/sde/f/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,104017,0.0,280,0.0,0.0,,,,,,,,,,,,,,,,,,,,
481,6,2.18,Walce da Silva Costa Filho,São Paulo,26,0,Walce,3,Walce,2.0,walce,https://s.glbimg.com/es/sde/f/2022/03/01/42769c38f612d4af2143de3132ce1cec_FORMATO.png,104074,0.0,276,0.0,0.0,,,,,,,,,,,,,,,,,,,,
482,6,1.27,André Luiz Ribeiro da Silva,Ceará,26,0,André,1,André,1.0,andre,https://s.glbimg.com/es/sde/f/2022/02/22/644fa239329c76f58f7001e88850b21c_FORMATO.png,104080,0.0,354,0.0,0.0,,,,,,,,,,,,,,,,,,,,
483,6,3.56,Carlos Miguel dos Santos Pereira,Corinthians,26,1,C. Miguel,1,Carlos Miguel,1.46,carlos-miguel,https://s.glbimg.com/es/sde/f/2022/04/27/82ae7add27deaaa2cafbf14ee4e02248_FORMATO.png,104084,0.0,264,0.0,4.0,,,,,,,,,,,,,,,,5.0,1.0,,,
484,6,3.08,Roberto Pinheiro da Rosa,Internacional,26,0,Roberto,3,Roberto,3.0,roberto,https://s.glbimg.com/es/sde/f/2020/02/28/1ec6450611506323ed42668a0277b699_FORMATO.png,104086,0.0,285,0.0,0.0,,,,,,,,,,,,,,,,,,,,
485,6,1.27,Vitor Hugo de Andrade Oliveira,América-MG,26,0,V. Hugo,2,Vitor Hugo,1.0,vitor-hugo,https://s.glbimg.com/es/sde/f/2021/06/04/e9cf2ae071e26c5218c971210de0a112_FORMATO.png,104095,0.0,327,0.0,0.0,,,,,,,,,,,,,,,,,,,,
486,6,2.18,William Arthur Assmann,Juventude,26,0,William,1,William,2.0,william,https://s.glbimg.com/es/sde/f/2022/03/03/4965839110fe5fdcff916a2516fb313e_FORMATO.png,104096,0.0,286,0.0,0.0,,,,,,,,,,,,,,,,,,,,
487,6,0.99,Cléber Bomfim de Jesus,Ceará,26,14,Cléber,5,Cléber,3.6,cleber,https://s.glbimg.com/es/sde/f/2022/02/22/89740a418c814d6271ac39fa501351e3_FORMATO.png,104125,0.0,354,0.0,2.66,,2.0,,17.0,20.0,5.0,6.0,5.0,,2.0,5.0,,40.0,,,,,,,
488,6,2.18,Ruan de Oliveira Ferreira,Corinthians,26,0,Ruan,4,Ruan,2.0,ruan,https://s.glbimg.com/es/sde/f/2022/04/27/9feb1a957a8cefce9300a34e82a63694_FORMATO.png,104153,0.0,264,0.0,0.0,,,,,,,,,,,,,,,,,,,,
489,6,3.08,Douglas da Silva Santos,Goiás,26,0,D. Silva,2,Douglas Silva,3.0,douglas-silva,https://s.glbimg.com/es/sde/f/2022/04/04/6e82072df764d9f568ce9bf893493f50_FORMATO.png,104219,0.0,290,0.0,0.0,,,,,,,,,,,,,,,,,,,,
490,2,2.37,João Lucas de Almeida Carvalho,Cuiabá,26,22,J. Lucas,2,João Lucas,6.71,joao-lucas,https://s.glbimg.com/es/sde/f/2022/02/23/9aab91f181711232b92dd27558ae246d_FORMATO.png,104257,2.0,1371,0.23,3.22,,6.0,1.0,58.0,31.0,3.0,5.0,23.0,,,1.0,2.0,276.0,6.0,,,,,,
491,6,8.14,Lucas Felipe Calegari,Fluminense,26,4,Calegari,2,Calegari,9.74,calegari,https://s.glbimg.com/es/sde/f/2022/04/20/af7df060c7d357b2bbd0f6602c974e33_FORMATO.png,104276,0.0,266,0.0,4.22,,1.0,,8.0,2.0,,,4.0,,,,,31.0,2.0,,,,,,
492,6,1.27,João Vitor de Oliveira,Avaí,26,0,João,1,João,1.0,joao,https://s.glbimg.com/es/sde/f/2022/02/21/5463b4c0702bbf5996492a5857a5c61f_FORMATO.png,104329,0.0,314,0.0,0.0,,,,,,,,,,,,,,,,,,,,
493,6,2.18,Matheus Mendes Werneck de Oliveira,Atlético-MG,26,0,M. Mendes,1,Matheus Mendes,2.0,matheus-mendes,https://s.glbimg.com/es/sde/f/2022/07/15/c9abfa6a774d0cdbedb60b4f5d385524_FORMATO.png,104383,0.0,282,0.0,0.0,,,,,,,,,,,,,,,,,,,,
494,6,3.08,Igor Gomes Silva,Internacional,26,0,I. Gomes,3,Igor Gomes,3.0,igor-gomes,https://s.glbimg.com/es/sde/f/2022/08/06/78873a934a135e9d8c083e6a053a7aee_FORMATO.png,104385,0.0,285,0.0,0.0,,,,,,,,,,,,,,,,,,,,
495,7,2.67,Vitor Mendes Alves,Juventude,26,10,V. Mendes,3,Vitor Mendes,4.48,vitor-mendes,https://s.glbimg.com/es/sde/f/2022/04/13/e5945941323ae30dc69b5ecb9ea3cfda_FORMATO.png,104401,2.7,286,0.33,3.51,,4.0,1.0,21.0,9.0,1.0,7.0,9.0,,1.0,,1.0,37.0,1.0,,,,,,
496,6,3.08,Reinaldo Nascimento Satorno,Athlético-PR,26,0,Reinaldo,5,Reinaldo,3.0,reinaldo,https://s.glbimg.com/es/sde/f/2020/03/03/12600160dfe6fed9a606921db8b0a862_FORMATO.png,104420,0.0,293,0.0,0.0,,,,,,,,,,,,,,,,,,,,
497,5,2.56,Christian Roberto Alves Cardoso,Athlético-PR,26,6,Christian,4,Christian,3.75,christian,https://s.glbimg.com/es/sde/f/2021/05/02/6a1bc3f98b5ff453ba48dffaa44386ab_FORMATO.png,104502,0.0,293,0.0,1.82,,3.0,,10.0,15.0,1.0,3.0,3.0,1.0,,2.0,,15.0,,,,,,,
498,2,0.49,Abner Vinícius da Silva Santos,Athlético-PR,26,22,A. Vinícius,2,Abner Vinícius,7.06,abner-vinicius,https://s.glbimg.com/es/sde/f/2021/05/02/f1aa04d210bcbf610dc5f4c169e0dbb8_FORMATO.png,104513,-0.4,293,-0.47,3.31,1.0,4.0,,38.0,17.0,2.0,,8.0,,1.0,1.0,,179.0,7.0,,,,,,
499,2,0.98,Camilo Reijers de Oliveira,Cuiabá,26,16,Camilo,4,Camilo,3.37,camilo,https://s.glbimg.com/es/sde/f/2022/02/23/960b7b2641de9da54e54550f285f7f85_FORMATO.png,104519,0.7,1371,0.13,1.47,,2.0,,24.0,15.0,1.0,3.0,9.0,,,,,68.0,,,,,,,
500,7,-0.02,Vinícius Nelson de Souza Zanocelo,Santos,26,23,V. Zanocelo,4,Vinícius Zanocelo,8.08,vinicius-zanocelo,https://s.glbimg.com/es/sde/f/2022/03/03/5ec6c9924511913e6d0657f591187ca0_FORMATO.png,104521,-1.2,277,-1.08,3.48,,6.0,,40.0,39.0,11.0,20.0,9.0,1.0,3.0,2.0,2.0,88.0,,,,,,,
501,6,0.25,Tailson Pinto Gonçalves,Santos,26,1,Tailson,5,Tailson,2.25,tailson,https://s.glbimg.com/es/sde/f/2022/03/03/87e7063476bfe46f178888a941e34cf6_FORMATO.png,104578,0.0,277,-0.75,0.0,,,,,,,,,,,,,,,,,,,,
502,6,1.4,Sandry Roberto Santos Goes,Santos,26,12,Sandry,4,Sandry,2.93,sandry,https://s.glbimg.com/es/sde/f/2022/03/03/2b65aba4173c2f016fab56b5a734187e_FORMATO.png,104580,0.0,277,0.0,1.93,1.0,,,17.0,5.0,,3.0,5.0,,,,1.0,47.0,,,,,,,
503,6,1.27,Fabrício Oliveira de Souza,Bragantino,26,0,Fabrício,1,Fabrício,1.0,fabricio,https://s.glbimg.com/es/sde/f/2020/08/07/f8b289d5475ed46673e065e097cf09f6_FORMATO.png,104588,0.0,280,0.0,0.0,,,,,,,,,,,,,,,,,,,,
504,6,4.9,Weverton Guilherme da Silva Souza,Internacional,26,0,Weverton,2,Weverton,5.0,weverton,https://s.glbimg.com/es/sde/f/2022/08/05/493b9f83c42d9d2242ddfa8ce518d07d_FORMATO.png,104625,0.0,285,0.0,0.0,,,,,,,,,,,,,,,,,,,,
505,7,4.19,Warley Leandro da Silva,Coritiba,26,7,Warley,2,Warley,4.52,warley,https://s.glbimg.com/es/sde/f/2022/03/14/b7d98e233737934792b2f3eb22d9865e_FORMATO.png,104646,4.6,294,0.88,2.22,,,1.0,,4.0,,1.0,2.0,,,,,21.0,4.0,,,,,,
506,7,0.56,Moisés Vieira da Veiga,Fortaleza,26,25,Moisés,5,Moisés,6.56,moises,https://s.glbimg.com/es/sde/f/2022/05/12/f14daa299b1fbfb010af7e0468342ccd_FORMATO.png,104666,-0.5,356,-1.22,4.06,3.0,,,16.0,8.0,13.0,11.0,15.0,,6.0,5.0,,100.0,,,,,,,
507,6,2.18,Gabriel Santos Silva,Fortaleza,26,0,G. Silva,5,Gabriel Silva,2.0,gabriel-silva,https://s.glbimg.com/es/sde/f/2022/03/29/208d9eaf6488734e37ec5ee3a9192684_FORMATO.png,104681,0.0,356,0.0,0.0,,,,,,,,,,,,,,,,,,,,
508,7,4.54,Juan Pablo Vojvoda Rizzo,Fortaleza,26,25,J. Vojvoda,6,Juan Vojvoda,8.78,juan-vojvoda,https://s.glbimg.com/es/sde/f/2021/05/04/b1ac9362e20bba2d6dc699906e1420cc_FORMATO.png,104754,4.16,356,0.14,4.28,,,,,,,,,,,,,,,,,,,,
509,3,1.93,Adrián Emmanuel Martínez,Coritiba,26,20,A. Martínez,5,Adrián Martínez,4.42,adrian-martinez,https://s.glbimg.com/es/sde/f/2022/04/13/99374bfd5efaa2edba1ce8eafae97d35_FORMATO.png,104778,1.8,294,-0.3,2.46,,6.0,,10.0,18.0,6.0,12.0,8.0,,4.0,5.0,,35.0,,,,,,,
510,6,1.27,Igo Gabriel Santos Pereira,Botafogo,26,0,Igo,1,Igo,1.0,igo,https://s.glbimg.com/es/sde/f/2022/02/21/d72272ecdc3d542846840940aa3130b1_FORMATO.png,104991,0.0,263,0.0,0.0,,,,,,,,,,,,,,,,,,,,
511,6,2.18,Raphael Rodrigues Borges,Avaí,26,0,Raphael ,3,Raphael ,2.0,raphael,https://s.glbimg.com/es/sde/f/2022/08/16/354b858ff50b697342ada49b2c1cb405_FORMATO.png,105003,0.0,314,0.0,0.0,,,,,,,,,,,,,,,,,,,,
512,6,0.28,Luis Henrique Tomaz de Lima,Botafogo,26,6,L. Henrique,5,Luis Henrique ,3.57,luis-henrique,https://s.glbimg.com/es/sde/f/2022/07/21/a116547e047af08cb27f933a861c2bba_FORMATO.png,105049,0.0,263,0.0,0.13,,,,1.0,2.0,1.0,,1.0,,,,,15.0,,,,,,,
513,7,7.59,Fabrício Daniel de Souza,Coritiba,26,17,Fabrício,5,Fabrício,8.6,fabricio,https://s.glbimg.com/es/sde/f/2022/03/28/f0649db7ef628f37d591d13a7698494f_FORMATO.png,105171,8.3,294,1.0,4.85,3.0,1.0,,25.0,8.0,7.0,14.0,26.0,,2.0,,,77.0,,,,,,,
514,2,3.97,Khellven Douglas Silva Oliveira,Athlético-PR,26,18,Khellven,2,Khellven,5.65,khellven,https://s.sde.globo.com/media/person_role/2022/02/21/2ca4e948511b9183a702c48d72753850_FORMATO.png,105175,4.0,293,0.6,4.01,2.0,1.0,,27.0,18.0,2.0,7.0,11.0,1.0,1.0,,1.0,174.0,6.0,,,,,,
515,6,2.18,Gonzalo Schnorr Fornari,Bragantino,26,0,Gonzalo,5,Gonzalo,2.0,gonzalo,https://s.glbimg.com/es/sde/f/2021/10/08/df7aef94332d05cd281a5628fd21eebc_FORMATO.png,105200,0.0,280,0.0,0.0,,,,,,,,,,,,,,,,,,,,
516,3,2.36,Bento Matheus Krepski,Athlético-PR,26,23,Bento,1,Bento,8.17,bento,https://s.glbimg.com/es/sde/f/2022/02/21/40d480db7ba8476ece495c478aa597d4_FORMATO.png,105208,1.5,293,-0.21,4.5,,3.0,,1.0,,,,1.0,,,,,,8.0,,82.0,24.0,1.0,,
517,7,3.42,Nahuel Adolfo Ferraresi Hernández,São Paulo,26,4,Ferraresi,3,Ferraresi,6.07,ferraresi,https://s.glbimg.com/es/sde/f/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,105300,3.3,276,0.74,3.45,,1.0,,12.0,2.0,,1.0,6.0,,,,1.0,18.0,,,,,,,
518,6,1.17,Jan Carlos Hurtado Anchico,Bragantino,26,11,J. Hurtado,5,Jan Hurtado,3.18,jan-hurtado,https://s.glbimg.com/es/sde/f/2022/05/05/1bdc33333f950ae556b0e097e5493b5c_FORMATO.png,105301,0.0,280,0.0,1.34,,,,4.0,22.0,4.0,6.0,5.0,2.0,,3.0,,13.0,,,,,,,
519,6,-0.22,Geovane da Silva de Souza,Ceará,26,11,Geovane,4,Geovane,0.77,geovane,https://s.glbimg.com/es/sde/f/2022/02/22/51d0acc60547a33ee6200befb38c5cc6_FORMATO.png,105336,-0.4,354,-0.08,0.35,,3.0,,6.0,11.0,,2.0,8.0,,,,,26.0,,,,,,,
520,6,1.31,Lucas Eduardo Lima da Silva,Atlético-GO,26,6,L. Lima,4,Lucas Lima,1.37,lucas-lima,https://s.glbimg.com/es/sde/f/2022/04/12/70eb076758000af45ab12f6fdea8abca_FORMATO.png,105337,0.0,373,0.0,0.43,,,,1.0,4.0,,3.0,2.0,,,,,8.0,,,,,,,
521,7,3.33,Jesús Emiliano Trindade Flores,Coritiba,26,5,Trindade,4,Trindade,3.85,trindade,https://s.glbimg.com/es/sde/f/2022/07/27/9d5ef6f919571b69114a1355a02763c1_FORMATO.png,105433,3.6,294,-0.09,1.88,,,,9.0,4.0,1.0,,2.0,,,,,24.0,,,,,,,
522,6,2.18,Luan Sales do Nascimento,Atlético-GO,26,0,L. Sales,2,Luan Sales,2.0,luan-sales,https://s.glbimg.com/es/sde/f/2022/03/03/94a00a5bf603d071ddf3460b730e1daf_FORMATO.png,105521,0.0,373,0.0,0.0,,,,,,,,,,,,,,,,,,,,
523,6,1.27,Rikelme Hernandes Amorim Rocha,Cuiabá,26,0,Rikelme,4,Rikelme,1.0,rikelme,https://s.glbimg.com/es/sde/f/2021/05/28/a067031810b555578d08ab063cd3701e_FORMATO.png,105547,0.0,1371,0.0,0.0,,,,,,,,,,,,,,,,,,,,
524,6,3.0,Lucas Piton Crivellaro,Corinthians,26,20,L. Piton,2,Lucas Piton,13.6,lucas-piton,https://s.glbimg.com/es/sde/f/2022/04/27/5e2400e83a9c023428b3f8687c5f4a48_FORMATO.png,105584,1.7,264,-0.61,4.61,3.0,1.0,,40.0,28.0,1.0,1.0,8.0,,1.0,,,153.0,8.0,,,,,,
525,6,1.14,Roni Medeiros de Moura,Corinthians,26,14,Roni,4,Roni,1.45,roni,https://s.glbimg.com/es/sde/f/2022/04/27/9ac611db40c304ebc00cbde504907104_FORMATO.png,105585,0.0,264,0.0,0.98,1.0,3.0,1.0,13.0,9.0,2.0,2.0,4.0,1.0,,,1.0,31.0,,,,,,1.0,
526,6,2.08,Luiz Flávio Silvério Silva,América-MG,26,2,Flávio,4,Flávio,1.72,flavio,https://s.glbimg.com/es/sde/f/2022/02/24/6731a6bf57665f93f078e83ce29b0d02_FORMATO.png,105608,0.0,327,0.0,1.55,,,,2.0,1.0,,1.0,1.0,,,,,3.0,,,,,,,
527,6,1.33,Miguel Silveira dos Santos,Bragantino,26,12,Miguel,4,Miguel,6.13,miguel,https://s.glbimg.com/es/sde/f/2022/05/05/3853dd9ef852c207b562c78641692c50_FORMATO.png,105612,0.0,280,0.0,3.15,2.0,1.0,,11.0,5.0,2.0,1.0,12.0,1.0,1.0,,,41.0,,,,,,,1.0
528,2,0.63,Maurício Magalhães Prado,Internacional,26,21,Maurício,4,Maurício,4.84,mauricio,https://s.glbimg.com/es/sde/f/2021/05/02/9b1360971d21b29ea6d3fcc3806ad12e_FORMATO.png,105647,0.1,285,-1.47,2.61,2.0,2.0,,12.0,7.0,5.0,10.0,16.0,2.0,2.0,1.0,,93.0,,,,,,,
529,6,4.56,Nicolás Hernández Rodríguez,Athlético-PR,26,14,N. Hernández,3,Nicolás Hernández,4.77,nicolas-hernandez,https://s.glbimg.com/es/sde/f/2022/02/21/8e49df153cf9037db1aa09cd34feb7e9_FORMATO.png,105672,0.0,293,0.0,2.99,,3.0,,22.0,9.0,,,2.0,,,,,49.0,5.0,,,,,,
530,6,3.02,Rafael Navarro Leal,Palmeiras,26,17,R. Navarro,5,Rafael Navarro,4.28,rafael-navarro,https://s.glbimg.com/es/sde/f/2022/02/21/a950985f87c7053fb60a65298da85bc0_FORMATO.png,105770,3.3,275,0.51,1.54,,,,16.0,29.0,5.0,9.0,10.0,,,4.0,,22.0,,,,,,,
531,6,1.27,Luan de Freitas Molarinho Chagas,Fluminense,26,0,Luan,3,Luan,1.0,luan,https://s.glbimg.com/es/sde/f/2021/08/19/6754fbd8abbc942fd55c39ac7376295c_FORMATO.png,105807,0.0,266,0.0,0.0,,,,,,,,,,,,,,,,,,,,
532,6,2.18,Michel Custódio Gonçalves de Sousa,Atlético-GO,26,0,Michel,3,Michel,2.0,michel,https://s.glbimg.com/es/sde/f/2022/03/03/882b62da6ad161d5970a05b9e513c47c_FORMATO.png,105809,0.0,373,0.0,0.0,,,,,,,,,,,,,,,,,,,,
533,6,1.87,Wesley Ribeiro Silva,Palmeiras,26,18,Wesley,5,Wesley,4.67,wesley,https://s.glbimg.com/es/sde/f/2022/02/21/0f04dc5dcf192c6975ba1ccb8b6de900_FORMATO.png,105811,0.0,275,0.0,2.48,1.0,2.0,,14.0,8.0,6.0,10.0,20.0,,1.0,1.0,,62.0,,,,,,,
534,6,1.27,Lucas Belezi Barbosa,Corinthians,26,0,Belezi,3,Belezi,1.0,belezi,https://s.glbimg.com/es/sde/f/2022/04/27/1403485e99847596de3480809a06ce45_FORMATO.png,105844,0.0,264,0.0,0.0,,,,,,,,,,,,,,,,,,,,
535,6,1.27,Matheus de Araújo Andrade,Corinthians,26,0,M. Araújo,4,Matheus Araújo,1.0,matheus-araujo,https://s.glbimg.com/es/sde/f/2022/04/27/1609ad4f570f05f5c824b78abbb3b610_FORMATO.png,105845,0.0,264,0.0,0.0,,,,,,,,,,,,,,,,,,,,
536,6,3.08,Ivonei Júnior da Silva Rabelo,Santos,26,0,Ivonei,4,Ivonei,3.0,ivonei,https://s.glbimg.com/es/sde/f/2022/03/03/caea9218ffe2f27f406b20009a39c25e_FORMATO.png,105899,0.0,277,0.0,0.0,,,,,,,,,,,,,,,,,,,,
537,6,0.67,Edson Fernando da Silva Gomes,Atlético-GO,26,15,E. Fernando,4,Edson Fernando,2.53,edson-fernando,https://s.glbimg.com/es/sde/f/2022/04/12/f57b8667fe8b6260cbb9d4e2f6de8814_FORMATO.png,105901,0.5,373,0.01,1.35,,3.0,,15.0,8.0,1.0,1.0,17.0,,,,,28.0,,,,,,,
538,6,2.02,Rômulo Zanre Zwarg,Juventude,26,4,Rômulo,4,Rômulo,3.2,romulo,https://s.glbimg.com/es/sde/f/2022/03/03/565242321c842a51857c34daf9c9bc81_FORMATO.png,105911,0.0,286,0.0,2.1,,1.0,,3.0,1.0,,,2.0,,1.0,,,29.0,,,,,,,
539,6,2.18,Marco Antônio de Oliveira Coelho,Goiás,26,0,M. Antônio,4,Marco Antônio,2.0,marco-antonio,https://s.glbimg.com/es/sde/f/2022/07/30/6a5f67ded7e6d2500315b6eaa2e2ce79_FORMATO.jpeg,105912,0.0,290,0.0,0.0,,,,,,,,,,,,,,,,,,,,
540,6,7.61,Miguel Ángel Merentiel Serrano,Palmeiras,26,3,Merentiel,5,Merentiel,4.8,merentiel,https://s.glbimg.com/es/sde/f/2022/05/18/bed453587c46cff98d1aabd2c607f70c_FORMATO.png,105934,0.0,275,0.0,2.43,,,,,1.0,,,,,1.0,,,4.0,,,,,,,
541,6,0.8,Lucas de Ramos Silveira,Internacional,26,2,L. Ramos,4,Lucas Ramos,2.1,lucas-ramos,https://s.glbimg.com/es/sde/f/2022/04/02/85f44f491d376f1c2aab6b9f5e260fb4_FORMATO.png,106000,0.0,285,0.0,-0.15,,,,,1.0,,,,,,,,,,,,,,,
542,6,2.61,João Lucas Souza Cardoso,Internacional,26,16,Johnny,4,Johnny,5.08,johnny,https://s.sde.globo.com/media/person_role/2022/04/02/666f4ca3cd28eb08033d6014fd0d3d85_FORMATO.png,106002,2.4,285,-0.13,4.88,2.0,2.0,,35.0,19.0,5.0,6.0,9.0,,3.0,,1.0,45.0,,,,,,,
543,6,3.08,Daniel de Pauli Oliveira,Goiás,26,0,D. Pauli,4,Daniel de Pauli,3.0,daniel-de-pauli,https://s.glbimg.com/es/sde/f/2022/03/10/784ef6e4a568cca23887b6a1416de101_FORMATO.png,106076,0.0,290,0.0,0.0,,,,,,,,,,,,,,,,,,,,
544,5,3.99,Breno Washington Rodrigues da Silva,Botafogo,26,0,Breno,4,Breno,4.0,breno,https://s.glbimg.com/es/sde/f/2022/02/21/596fd08d478ed48cf966b741b09f289e_FORMATO.png,106083,0.0,263,0.0,0.0,,,,,,,,,,,,,,,,,,,,
545,7,1.61,Airton Moisés Santos Sousa,Atlético-GO,26,23,Airton,5,Airton,5.34,airton,https://s.glbimg.com/es/sde/f/2022/03/03/8bedf67e65f96c1ee15936a016347f09_FORMATO.png,106107,1.2,373,0.25,2.85,3.0,1.0,,23.0,19.0,6.0,10.0,14.0,,2.0,,,87.0,,,,,,,
546,6,1.11,Welliton Silva de Azevedo Matheus,Bragantino,26,2,Welliton,5,Welliton,1.24,welliton,https://s.glbimg.com/es/sde/f/2022/03/09/309a2641f2910674fae13000486c5d5d_FORMATO.png,106108,0.0,280,0.0,-0.2,,,,,,,,,,,,,4.0,,,,,,,
547,6,2.18,Alexandre Melo Ribeiro da Silva,Cuiabá,26,0,A. Melo,2,Alexandre Melo,2.0,alexandre-melo,https://s.glbimg.com/es/sde/f/2021/05/28/47904876bb82a940b74259ffd4608337_FORMATO.png,106159,0.0,1371,0.0,0.0,,,,,,,,,,,,,,,,,,,,
548,6,3.15,Lucas Alexandre Galdino de Azevedo,Bragantino,26,1,Lucão,1,Lucão,2.76,lucao,https://s.glbimg.com/es/sde/f/2022/03/21/213b9e0fe37495f3ab21a390c7f4a175_FORMATO.png,106160,0.0,280,0.0,3.0,,,,,,,,,,,,,,,,5.0,2.0,,,
549,7,2.16,Bruno Gomes da Silva Clevelário,Coritiba,26,8,B. Gomes,4,Bruno Gomes,4.0,bruno-gomes,https://s.glbimg.com/es/sde/f/2022/07/19/b98ee2a36838adc66259da5a94b21d2c_FORMATO.png,106202,1.9,294,-0.77,3.8,,1.0,,19.0,12.0,,4.0,25.0,,,,,35.0,,,,,,,
550,6,1.27,Kawan Gabriel da Silva,Athlético-PR,26,0,Kawan,4,Kawan,1.0,kawan,https://s.glbimg.com/es/sde/f/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,106219,0.0,293,0.0,0.0,,,,,,,,,,,,,,,,,,,,
551,6,1.81,Leonardo Javier Realpe Montaño,Bragantino,26,4,Realpe,3,Realpe,2.95,realpe,https://s.glbimg.com/es/sde/f/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,106299,0.0,280,0.0,1.33,,2.0,,8.0,4.0,,1.0,1.0,,,,,24.0,,,,,,,
552,6,2.21,Caio Alexandre Souza e Silva,Fortaleza,26,1,C. Alexandre,4,Caio Alexandre,5.0,caio-alexandre,https://s.glbimg.com/es/sde/f/2022/08/15/fcd828beb7b3640fb16b7e49b207e129_FORMATO.png,106323,1.8,356,-1.0,1.8,,,,2.0,3.0,,,1.0,,,,,2.0,,,,,,,
553,6,1.27,Eduardo Fraga Capellari,Cuiabá,26,0,Capellari,1,Capellari,1.0,capellari,https://s.glbimg.com/es/sde/f/2022/02/23/87d740c03c7d93328314e0805a79be9f_FORMATO.png,106540,0.0,1371,0.0,0.0,,,,,,,,,,,,,,,,,,,,
