,atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.minimo_para_valorizar,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PI,PP,PS,SG
266,Lucas Crispim,L. Crispim,88597,Fortaleza,356,https://s.glbimg.com/es/sde/f/2022/05/12/043b82cd8bbcab2108944aa3cf34372e_FORMATO.png,16,1.02,7.32,Lucas de Figueiredo Crispim,0.0,4,3.77,24,lucas-crispim,6,0.0,1.0,3.0,,,,11.0,10.0,,3.0,9.0,,1.0,,,1.0,,108.0,,,
267,Luan Polli,L. Polli,88916,Fortaleza,356,https://s.glbimg.com/es/sde/f/2022/07/29/8a9128472f54ae0e854e5a35d456eb76_FORMATO.png,2,2.25,5.75,Luan Polli Gomes,0.0,1,5.03,24,luan-polli,6,0.0,,,,9.0,,,,,,1.0,,,,5.0,,,,,,
268,Jean,Jean,89150,Juventude,286,https://s.glbimg.com/es/sde/f/2022/04/02/6414b12330ce3b868c7e9b91a6289866_FORMATO.png,14,2.91,6.61,Jean Carlos de Souza Irmer,0.0,4,4.95,24,jean,6,0.0,,3.0,,,,33.0,15.0,4.0,6.0,9.0,,,,,,,54.0,,,
269,Iago Maidana,I. Maidana,89226,América-MG,327,https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,13,3.13,1.04,Iago Justen Maidana Martins,0.0,3,6.53,24,iago-maidana,7,0.0,,2.0,1.0,,,8.0,16.0,,1.0,1.0,,3.0,,,,,43.0,,,4.0
270,Matheus Sales,M. Sales,89285,Goiás,290,https://s.glbimg.com/es/sde/f/2022/04/13/4c8702a05eb20f2e973e719c61d29092_FORMATO.png,20,1.49,1.91,Matheus de Sales Cabral,2.0,4,3.55,24,matheus-sales,6,-0.39,,5.0,,,,27.0,18.0,2.0,7.0,11.0,,,,,,1.0,48.0,,,
271,Bryan Angulo,B. Angulo,89435,Santos,277,https://s.glbimg.com/es/sde/f/2022/04/02/e926d395a2b2a6225aa44474e5fa8e26_FORMATO.png,14,2.42,1.75,Brayan Dennis Angulo Tenorio,1.9,5,3.99,24,bryan-angulo,6,0.29,1.0,,,,,5.0,1.0,2.0,2.0,6.0,1.0,2.0,,,4.0,,25.0,,,
272,Igor Rabello,I. Rabello,89493,Atlético-MG,282,https://s.glbimg.com/es/sde/f/2022/07/15/2609f439079631b8b5b1affd471b8813_FORMATO.png,7,6.65,12.86,Igor Rabello da Costa,0.0,3,7.5,24,igor-rabello,5,0.0,1.0,1.0,,,,20.0,7.0,1.0,2.0,3.0,,1.0,,,,,16.0,,,2.0
273,Thiago Maia,T. Maia,89637,Flamengo,262,https://s.glbimg.com/es/sde/f/2022/04/25/5ffefa1d5a1967debcc7f42bdaacdd9e_FORMATO.png,17,1.42,1.47,Thiago Maia Alencar,0.0,4,4.25,24,thiago-maia,7,0.0,,3.0,,,,26.0,17.0,3.0,2.0,2.0,,,,,,,51.0,,,
274,Cris Silva,C. Silva,89668,Fluminense,266,https://s.glbimg.com/es/sde/f/2022/02/24/8fb43cd4c4ebb6cd5ac890a7feafc838_FORMATO.png,7,4.97,1.52,Cristiano da Silva Leite ,1.0,2,8.62,24,cris-silva,6,-1.34,1.0,,,,,11.0,4.0,3.0,1.0,7.0,,,,,,,51.0,,,3.0
275,Iury Castilho,I. Castilho,89695,Ceará,354,https://s.glbimg.com/es/sde/f/2022/02/22/86c0d4d6ac47c43279f6f3574192781d_FORMATO.png,8,2.45,1.37,Iury Lirio Freitas de Castilho,0.0,5,2.14,24,iury-castilho,6,0.0,1.0,3.0,,,,7.0,10.0,3.0,1.0,17.0,,,,,5.0,,22.0,,1.0,
276,Rômulo ,Rômulo ,89696,Avaí,314,https://s.glbimg.com/es/sde/f/2022/02/24/474334d9aac64c11c2e9ba0bfa9b0931_FORMATO.png,7,1.07,1.97,Rômulo dos Santos de Souza,0.0,5,2.75,24,romulo,6,0.0,,,,,,3.0,2.0,2.0,2.0,4.0,,,,,,,15.0,,,
277,Calleri,Calleri,89840,São Paulo,276,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,23,5.86,5.7,Jonathan Calleri,5.1,5,22.96,24,calleri,7,0.37,1.0,3.0,,,,13.0,29.0,16.0,20.0,40.0,,11.0,,,18.0,,115.0,1.0,,
278,Róger Guedes,R. Guedes,89898,Corinthians,264,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/04/27/3af9c1a520b0f11a9c40163e925db245_FORMATO.png,21,3.85,2.01,Róger Krug Guedes,1.3,5,13.32,24,roger-guedes,7,-0.07,1.0,4.0,,,,1.0,10.0,12.0,19.0,29.0,,6.0,,,7.0,,96.0,,,
279,Wellington,Wellington,89900,Avaí,314,https://s.glbimg.com/es/sde/f/2022/08/16/8897dbb1a4d7e0fdcd072c424097d0d1_FORMATO.png,0,0.0,3.49,Wellington Ferreira Nascimento,0.0,3,3.0,24,wellington,6,0.0,,,,,,,,,,,,,,,,,,,,
280,Mendoza,Mendoza,90031,Ceará,354,https://s.glbimg.com/es/sde/f/2022/02/22/348289b85a309419d827269486e667c9_FORMATO.png,19,6.48,7.12,John Stiven Mendoza Valencia,7.9,5,13.64,24,mendoza,7,1.08,,4.0,,,,12.0,18.0,15.0,18.0,45.0,1.0,9.0,,,8.0,,111.0,,,
281,Bruno Pacheco,B. Pacheco,90061,Ceará,354,https://s.glbimg.com/es/sde/f/2022/02/22/557432fa07207d8e3aa6630ee0483cf0_FORMATO.png,18,4.14,6.92,Bruno de Jesus Pacheco,7.8,2,9.55,24,bruno-pacheco,7,0.83,1.0,4.0,1.0,,,43.0,18.0,3.0,3.0,29.0,1.0,1.0,,,2.0,1.0,151.0,,,3.0
282,Bruno Henrique,B. Henrique,90285,Flamengo,262,https://s.glbimg.com/es/sde/f/2022/04/25/b3a232f9392817871f70ab3b32069e30_FORMATO.png,8,5.88,12.18,Bruno Henrique Pinto,0.0,5,14.9,24,bruno-henrique,5,0.0,2.0,3.0,,,,13.0,11.0,7.0,4.0,20.0,1.0,1.0,,,8.0,,41.0,,,
283,Jailson,Jailson,90290,Palmeiras,275,https://s.glbimg.com/es/sde/f/2022/02/21/959fdcde3ba551592e0b385a5bf68f88_FORMATO.png,1,0.0,5.43,Jaílson Marques Siqueira,0.0,4,4.77,24,jailson,5,0.0,,,,,,,,,,,,,,,,,,,,
284,Pedro Rocha,P. Rocha,90302,Fortaleza,356,https://s.glbimg.com/es/sde/f/2022/08/11/502e7dd3443915ed5a40220521762bfe_FORMATO.png,6,1.38,2.5,Pedro Rocha Neves,0.0,5,2.77,24,pedro-rocha,6,0.0,1.0,,,,,2.0,1.0,,1.0,4.0,,,,,2.0,,14.0,,,
285,David,David,90309,Internacional,285,https://s.glbimg.com/es/sde/f/2022/02/22/2bd5fca2e1d0dc67b0755602e00a7e66_FORMATO.png,16,1.75,1.26,David Correa da Fonseca,0.0,5,4.81,24,david,6,0.0,2.0,1.0,1.0,,,11.0,20.0,4.0,6.0,16.0,1.0,,,,5.0,,53.0,,,
286,Diego Gonçalves,D. Gonçalves,90540,Botafogo,263,https://s.glbimg.com/es/sde/f/2022/02/21/9f275ce14e02c8b8be4c38953dda7e07_FORMATO.png,9,2.42,6.28,Diego Gonçalves,0.0,5,7.91,24,diego-goncalves,6,0.0,,1.0,,,,5.0,8.0,3.0,3.0,5.0,,2.0,,,2.0,,51.0,,,
287,Yuri Lima,Y. Lima,90569,Juventude,286,https://s.glbimg.com/es/sde/f/2022/03/18/fd7d4f0e5e6c5b59c85b542484321ecd_FORMATO.png,16,1.17,0.26,Yuri Oliveira Lima,0.0,4,3.32,24,yuri-lima,6,0.0,,6.0,,,,25.0,30.0,5.0,4.0,6.0,,,,,,,87.0,,,
288,Luiz Fernando ,L. Fernando,90715,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/04/15/28e8b65d5222a5debc200d5ed0567fae_FORMATO.png,17,2.7,6.07,Luiz Fernando Moraes dos Santos,7.1,5,5.22,24,luiz-fernando,6,0.74,2.0,1.0,1.0,,,16.0,12.0,5.0,10.0,25.0,1.0,,,,6.0,,50.0,,,
289,Fabrício Bruno,F. Bruno,90768,Flamengo,262,https://s.glbimg.com/es/sde/f/2022/04/25/06fca89445e5f7bb29a42734c5fbb2e0_FORMATO.png,6,5.5,5.18,Fabrício Bruno Soares de Faria,5.5,3,6.62,24,fabricio-bruno,6,-2.35,,2.0,,,,4.0,5.0,,1.0,4.0,,2.0,,,,,21.0,,,3.0
290,Klaus,Klaus,90846,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/07/28/2e6810da83e32c74e1f49b68ac61260d_FORMATO.png,5,0.14,0.64,Willian Klaus,0.5,3,2.62,24,klaus,7,-0.08,,,,,,2.0,3.0,,,1.0,,,,,,,13.0,,,
291,Carlos Eduardo,C. Eduardo,90917,Bragantino,280,https://s.glbimg.com/es/sde/f/2022/05/05/c4c02d0045ff435fdce407dd07835bb9_FORMATO.png,14,1.69,1.0,Carlos Eduardo Ferreira de Souza,0.8,5,4.55,24,carlos-eduardo,6,-0.41,1.0,2.0,,,,10.0,14.0,2.0,4.0,18.0,,,,,5.0,,22.0,,1.0,
292,Ronaldo,Ronaldo,91101,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/03/03/cb6155829f59a86db540d1bc5bd52fa7_FORMATO.png,18,2.78,0.02,Ronaldo de Oliveira Strada,0.0,1,4.93,24,ronaldo,5,0.0,,1.0,,66.0,,1.0,,,,2.0,,,,27.0,,,,,,2.0
293,Everaldo ,Everaldo ,91151,América-MG,327,https://s.glbimg.com/es/sde/f/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,17,3.98,0.07,Everaldo Silva do Nascimento,-0.6,5,8.12,24,everaldo,6,-0.2,2.0,3.0,,,,20.0,19.0,6.0,11.0,36.0,1.0,2.0,,,2.0,,104.0,,,
294,Éder,Éder,91203,América-MG,327,https://s.glbimg.com/es/sde/f/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,21,2.28,-0.89,Éder Ferreira Graminho,-1.3,3,3.19,24,eder,7,-0.25,2.0,5.0,,,,23.0,29.0,2.0,1.0,4.0,,,1.0,,,,83.0,,,6.0
295,Lucas Perri,L. Perri,91260,Botafogo,263,https://s.glbimg.com/es/sde/f/2022/08/17/48fb8d037293092aeada232c3cac8c4e_FORMATO.png,0,0.0,4.74,Lucas Estella Perri,0.0,1,4.0,24,lucas-perri,6,0.0,,,,,,,,,,,,,,,,,,,,
296,César,César,91422,Juventude,286,https://s.glbimg.com/es/sde/f/2022/03/03/d97731002381ac352b29527a634d6783_FORMATO.png,18,2.74,2.68,César Augusto Soares dos Reis Ribela,0.0,1,4.38,24,cesar,6,0.0,,1.0,,58.0,1.0,,,,,3.0,,,,31.0,,,,,,3.0
297,Erick Pulgar,E. Pulgar,91473,Flamengo,262,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/07/29/c044299d78026585334fdecd617663c2_FORMATO.png,1,-0.1,0.71,Erick Antonio Pulgar Farfán,-0.1,4,6.69,24,erick-pulgar,6,-2.31,,,,,,,,,,,,,,,,,1.0,,,
298,Eder,Eder,91521,São Paulo,276,https://s.glbimg.com/es/sde/f/2022/03/01/c24a898d664db265bfa4ba037836c0ab_FORMATO.png,18,1.13,0.85,Eder Citadin Martins,0.0,5,5.56,24,eder,6,0.0,,2.0,,,,7.0,8.0,1.0,4.0,9.0,1.0,1.0,,,9.0,,26.0,,,
299,Arboleda,Arboleda,91573,São Paulo,276,https://s.glbimg.com/es/sde/f/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,8,2.71,4.09,Robert Abel Arboleda Escobar,0.0,3,5.93,24,arboleda,5,0.0,,1.0,,,,16.0,9.0,2.0,3.0,3.0,1.0,,,,,,31.0,,,
300,Rony,Rony,91607,Palmeiras,275,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/02/21/a09a417ce482ea35a6c54e89437850d4_FORMATO.png,19,5.45,8.53,Ronielson da Silva Barbosa,9.6,5,12.13,24,rony,7,1.32,,1.0,,,,13.0,21.0,10.0,21.0,22.0,,8.0,,,16.0,,66.0,,,
301,Igor Cariús,I. Cariús,91639,Cuiabá,1371,https://s.glbimg.com/es/sde/f/2022/02/23/fa3ebd08b3835164b2532b908f71ccfe_FORMATO.png,9,2.01,4.4,Igor Aquino da Silva,5.0,2,5.01,24,igor-carius,7,0.67,,3.0,,,,9.0,8.0,,1.0,8.0,,,,,1.0,,70.0,,,3.0
302,Adryelson,Adryelson,91664,Botafogo,263,https://s.glbimg.com/es/sde/f/2022/07/22/14348c2e4c10290cc281ebe6928885ab_FORMATO.png,3,2.6,0.42,Adryelson Shawann Lima Silva,0.0,3,4.44,24,adryelson,2,-0.24,,1.0,,,,4.0,5.0,1.0,,,,,,,2.0,,5.0,,,1.0
303,Eduardo,Eduardo,91688,Avaí,314,https://s.glbimg.com/es/sde/f/2022/02/23/858c6708a8a4e0b1858d4429bdf68d77_FORMATO.png,22,1.99,0.85,Eduardo Jacinto de Biasi,0.7,4,4.49,24,eduardo,6,-0.01,1.0,5.0,,,,21.0,36.0,6.0,12.0,27.0,,1.0,,,1.0,,88.0,,,
304,Nino,Nino,91708,Fluminense,266,https://s.glbimg.com/es/sde/f/2021/08/19/015b905d655d90af1c6161f318175dee_FORMATO.png,19,4.07,1.36,Marcílio Florêncio Mota Filho,0.7,3,11.6,24,nino,3,-0.01,,3.0,,,,26.0,17.0,3.0,3.0,28.0,,,,,2.0,,58.0,,,8.0
305,Matheus Alves,M. Alves,91712,Goiás,290,https://s.glbimg.com/es/sde/f/2022/03/10/7b5fb8d2f7c818d7caf7871a8119aa2d_FORMATO.png,0,-1.0,4.85,Matheus Alves da Silva Cardoso,0.0,1,1.13,24,matheus-alves,6,0.0,,1.0,,,,,,,,,,,,,,,,,,
306,Felipe,Felipe,91733,Fortaleza,356,https://s.glbimg.com/es/sde/f/2022/05/12/45a83db9239c27b8656c352b426c9f83_FORMATO.png,11,2.66,2.38,Luiz Antonio Ferreira Rodrigues,0.0,4,5.42,24,felipe,6,0.0,1.0,2.0,,,,23.0,14.0,,3.0,13.0,,,,,,,60.0,,,
307,David Duarte,D. Duarte,91772,Fluminense,266,https://s.glbimg.com/es/sde/f/2022/02/24/3f42def61bc6bfaecea6c0330e2b2122_FORMATO.png,3,-0.17,0.57,David de Duarte Macedo,0.0,3,2.14,24,david-duarte,2,0.0,,1.0,,,,1.0,1.0,,,,,,,,,,4.0,,,
308,Nogueira,Nogueira,91815,Juventude,286,https://s.glbimg.com/es/sde/f/2022/07/29/6f0ab61eb04b91270a61c76d74446616_FORMATO.png,3,3.43,2.18,Ygor Nogueira de Paula,2.3,3,3.73,24,nogueira,6,-0.34,,1.0,,,,11.0,1.0,,,1.0,,,,,,1.0,11.0,,,
309,Hayner,Hayner,91856,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/04/07/f21175e4f1cb1c9ccf3df6db10da1c56_FORMATO.png,18,2.14,-1.51,Hayner Willian Monjardim Cordeiro,-2.2,2,3.59,24,hayner,3,-0.41,2.0,8.0,1.0,,,21.0,26.0,2.0,3.0,30.0,,,,,7.0,,128.0,,1.0,3.0
310,Kevin ,Kevin ,91888,Avaí,314,https://s.glbimg.com/es/sde/f/2022/04/07/32ffdd8867e2421dccfe5b1574d47bd4_FORMATO.png,21,2.99,1.06,Kevin Peterson dos Santos Silva,0.0,2,5.73,24,kevin,7,0.0,1.0,2.0,,,,43.0,20.0,4.0,6.0,9.0,,1.0,,,1.0,,278.0,,,4.0
311,Pavón,Pavón,91908,Atlético-MG,282,https://s.glbimg.com/es/sde/f/2022/07/15/dc45dda3afb1f994bcfebc84fa0785de_FORMATO.png,6,2.33,1.41,Cristian David Pavón,1.3,5,7.67,24,pavon,2,0.07,,1.0,,,,6.0,6.0,,4.0,4.0,,1.0,,,,,36.0,,,
312,Everson,Everson,91929,Goiás,290,https://s.glbimg.com/es/sde/f/2022/03/10/9a2f8ef8baac13e66233efd7b0cdec11_FORMATO.png,0,0.0,3.49,Everson Bispo Pereira,0.0,3,3.0,24,everson,6,0.0,,,,,,,,,,,,,,,,,,,,
313,Bassani,Bassani,91968,Juventude,286,https://s.glbimg.com/es/sde/f/2022/03/03/b1eb73f1949ff665ab7120fd00d76d28_FORMATO.png,0,0.0,4.74,Rodrigo Bassani da Cruz,0.0,4,4.0,24,bassani,6,0.0,,,,,,,,,,,,,,,,,,,,
314,André Luís,A. Luís,92146,Cuiabá,1371,https://s.glbimg.com/es/sde/f/2022/02/23/4ba86feb09facb90b3a01b1712c3c8f5_FORMATO.png,19,2.17,3.72,Andre Luis da Costa Alfredo,4.2,5,4.37,24,andre-luis,6,-0.03,,2.0,,,,13.0,13.0,5.0,4.0,30.0,1.0,1.0,,,,,35.0,,,
315,Jair Ventura,J. Ventura,92180,Goiás,290,https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,23,3.91,3.32,Jair Ventura,3.58,6,6.61,24,jair-ventura,7,-0.4,,,,,,,,,,,,,,,,,,,,
316,Raul,Raul,92496,Bragantino,280,https://s.glbimg.com/es/sde/f/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,18,3.08,2.08,Raul Lô Gonçalves,2.0,4,6.88,24,raul,7,0.32,,2.0,,,,42.0,21.0,1.0,8.0,32.0,,,,,,1.0,94.0,,,
317,Deyverson,Deyverson,92708,Cuiabá,1371,https://s.glbimg.com/es/sde/f/2022/08/04/0f29963b959d422652eae53503f20f1f_FORMATO.png,3,2.07,2.36,Deyverson Brum Silva Acosta,2.4,5,4.91,24,deyverson,7,0.09,,,,,,,,3.0,3.0,4.0,,,,,4.0,,14.0,,,
318,Júnior Moraes,J. Moraes,93014,Corinthians,264,https://s.glbimg.com/es/sde/f/2022/04/27/3c3c3537ef31150713d0fe063c826d1c_FORMATO.png,8,0.71,4.7,Aluísio Chaves Ribeiro Moraes Júnior,0.0,5,4.98,24,junior-moraes,6,0.0,,1.0,,,,5.0,9.0,1.0,1.0,5.0,,,,,,,11.0,,,
319,Mateus Vital,M. Vital,93108,Corinthians,264,https://s.glbimg.com/es/sde/f/2021/08/06/5a489f1bc80f7fb16e0c107dbf7bae03_FORMATO.png,2,0.15,0.33,Mateus da Silva Vital Assumpção,-0.1,4,4.35,24,mateus-vital,6,-0.23,,,,,,,1.0,,,3.0,,,,,,,9.0,,,
320,Chancellor,Chancellor,93166,Coritiba,294,https://s.glbimg.com/es/sde/f/2022/08/12/e5c1ae862264c94a04b306f543783236_FORMATO.png,1,3.0,2.74,Jhon Carlos Chancellor Cedeño,3.0,3,4.63,24,chancellor,7,-0.37,,1.0,,,,,2.0,,,,,,,,,,4.0,,,1.0
321,Rafael Ramos,R. Ramos,93236,Corinthians,264,https://s.glbimg.com/es/sde/f/2022/05/18/09bdd01c9f906effed187c29bcc3582f_FORMATO.png,16,4.62,4.82,Rafael António Figueiredo Ramos,0.0,2,8.44,24,rafael-ramos,6,0.0,1.0,3.0,,,,37.0,18.0,1.0,2.0,11.0,,,,,,,154.0,,,8.0
322,Joel Carli,J. Carli,93414,Botafogo,263,https://s.glbimg.com/es/sde/f/2022/02/21/58080d39478afd3809fb90b0aa3d3f8e_FORMATO.png,4,2.63,2.59,Mauro Joel Carli,0.0,3,4.11,24,joel-carli,6,0.0,1.0,3.0,,,,3.0,2.0,,2.0,1.0,,,,,,,16.0,,,1.0
323,Wanderson,Wanderson,93478,Internacional,285,https://s.glbimg.com/es/sde/f/2022/03/11/60d938ca7b4268f47e35930fb50a834a_FORMATO.png,16,4.23,11.14,Wanderson Maciel Sousa Campos,13.4,5,6.6,24,wanderson,7,2.14,2.0,3.0,,,,3.0,14.0,7.0,5.0,11.0,1.0,6.0,,,1.0,,76.0,,,
324,Benítez,Benítez,93550,América-MG,327,https://s.glbimg.com/es/sde/f/2022/07/26/fcaffb998b937f172b4781ec89896b49_FORMATO.png,3,3.03,1.9,Martín Nicolás Benítez,0.0,4,5.1,24,benitez,2,0.0,1.0,,,,,1.0,2.0,2.0,,5.0,,,,,,,14.0,,,
325,Paulo Henrique,P. Henrique,93716,Juventude,286,https://s.glbimg.com/es/sde/f/2022/03/03/8240fae5ce98e7a47c5fe5b7e18c773b_FORMATO.png,16,2.76,0.68,Paulo Henrique de Oliveira Alves,0.4,2,4.58,24,paulo-henrique,7,-0.44,,2.0,,,,22.0,20.0,1.0,2.0,7.0,,1.0,,,3.0,,82.0,,,4.0
326,Andrey,Andrey,93787,Coritiba,294,https://s.glbimg.com/es/sde/f/2022/02/23/6343710eb5f742ccc9f90d015c3c6a8b_FORMATO.png,6,9.77,16.72,Andrey Ramos do Nascimento,0.0,4,17.2,24,andrey,5,0.0,,1.0,,,,19.0,11.0,5.0,8.0,11.0,,3.0,,,,,28.0,,1.0,
327,Marlon Freitas,M. Freitas,93790,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/03/03/85a5271ee9f81358e6e4009139db31e5_FORMATO.png,23,3.5,1.38,Marlon Rodrigues Freitas,1.2,4,7.37,24,marlon-freitas,7,0.2,3.0,2.0,,,,45.0,14.0,5.0,9.0,3.0,1.0,3.0,1.0,,2.0,,169.0,1.0,,
328,Keiller,Keiller,93834,Internacional,285,https://s.glbimg.com/es/sde/f/2022/02/22/d956425748ab5bc7726c1e8337593d78_FORMATO.png,3,3.5,6.85,Keiller da Silva Nunes,0.0,1,2.48,24,keiller,6,0.0,,2.0,,10.0,,,,,,1.0,,,,4.0,,1.0,,,,1.0
329,Cleiton,Cleiton,93882,Bragantino,280,https://s.glbimg.com/es/sde/f/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,22,3.34,2.26,Cleiton Schwengber,2.0,1,9.29,24,cleiton,7,0.08,,3.0,,71.0,,,,,,7.0,,,,27.0,,1.0,,,,6.0
330,Matheusinho,Matheusinho,93886,América-MG,327,https://s.glbimg.com/es/sde/f/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png,15,2.22,1.65,Matheus Leonardo Sales Cardoso,1.9,4,1.94,24,matheusinho,2,0.1,1.0,2.0,1.0,,,21.0,12.0,3.0,5.0,19.0,,,,,1.0,,54.0,,,
331,Breno Lopes,B. Lopes,93988,Palmeiras,275,https://s.glbimg.com/es/sde/f/2022/02/21/f3177c4beb3de9d57baca6e7e2771a8f_FORMATO.png,13,0.8,0.86,Breno Henrique Vasconcelos Lopes,0.0,5,3.2,24,breno-lopes,6,0.0,,,,,,2.0,2.0,3.0,,8.0,1.0,,,,3.0,,26.0,,1.0,
332,John Victor,J. Victor,94044,Santos,277,https://s.glbimg.com/es/sde/f/2022/03/03/858342355243a12a346b0ad88639269d_FORMATO.png,1,8.0,7.45,John Victor Maciel Furtado,0.0,1,5.92,24,john-victor,6,0.0,,,,2.0,,,,,,2.0,,,,,,,,,,1.0
333,Matheus Fernandes,M. Fernandes,94067,Athlético-PR,293,https://s.glbimg.com/es/sde/f/2022/02/21/fff1205202cd53cd50d841891d140360_FORMATO.png,12,1.71,-0.02,Matheus Fernandes Siqueira,6.8,4,3.47,24,matheus-fernandes,2,-0.52,,2.0,,,,18.0,13.0,4.0,1.0,4.0,,,,,,,29.0,,,
334,Maycon,Maycon,94154,Corinthians,264,https://s.glbimg.com/es/sde/f/2022/04/27/93d33456c4171b57f22ba1ac2d386882_FORMATO.png,11,1.12,1.94,Maycon de Andrade Barberan,0.0,4,4.37,24,maycon,5,0.0,,3.0,,,,15.0,11.0,,6.0,4.0,,,,,,,62.0,,,
335,Dadá Belmonte,D. Belmonte,94263,Goiás,290,https://s.glbimg.com/es/sde/f/2022/04/05/1d2bfbce4ad49ab2c5fb59c91a1f4e44_FORMATO.png,22,3.5,1.56,Adaílson Freire Pereira da Silva,1.5,5,5.45,24,dada-belmonte,7,-0.26,2.0,5.0,,,,31.0,39.0,5.0,16.0,41.0,1.0,2.0,,,3.0,,113.0,,,
336,Raphael Veiga,R. Veiga,94509,Palmeiras,275,https://s.glbimg.com/es/sde/f/2022/02/21/edbc22b64b00c1cd70870abf8d429ffd_FORMATO.png,18,4.75,1.1,Raphael Cavalcante Veiga,-0.1,4,14.0,24,raphael-veiga,5,-2.22,3.0,1.0,,,,22.0,16.0,9.0,13.0,29.0,1.0,3.0,,,4.0,,82.0,1.0,,
337,Pedro,Pedro,94583,Flamengo,262,https://storage.googleapis.com/bkt-gglobo-sde-hdg-prd-sdeadmin_prod/media/person_role/2022/04/25/ee38c717eeb351fd94e1dfdd699c2e26_FORMATO.png,19,5.27,4.93,Pedro Guilherme Abreu dos Santos,5.3,5,10.04,24,pedro,6,0.75,3.0,2.0,,,,7.0,12.0,6.0,14.0,12.0,3.0,7.0,,,3.0,,37.0,1.0,1.0,
338,Landázuri,Landázuri,94787,Fortaleza,356,https://s.glbimg.com/es/sde/f/2022/05/12/829c53e7b318d97b843736e71dbbc5be_FORMATO.png,7,1.47,2.11,Anthony Rigoberto Landázuri Estacio,0.0,2,2.51,24,landazuri,6,0.0,,1.0,,,,9.0,16.0,1.0,,5.0,,,,,,,44.0,,1.0,1.0
339,Capixaba,Capixaba,94894,Juventude,286,https://s.glbimg.com/es/sde/f/2022/03/03/9bdded7e0046ad8500605256f741994b_FORMATO.png,14,2.22,1.35,João Victor da Vitória Fernandes,0.0,5,4.84,24,capixaba,6,0.0,,3.0,,,,19.0,13.0,3.0,7.0,22.0,,,,,,,50.0,,,
340,Nacho Fernández,N. Fernández,94916,Atlético-MG,282,https://s.glbimg.com/es/sde/f/2022/07/15/9a4d6e70d0bbfa73459213e99792af33_FORMATO.png,20,5.13,2.8,Ignacio Martín Fernández,2.4,4,11.94,24,nacho-fernandez,2,-0.6,5.0,4.0,,,,35.0,10.0,14.0,11.0,35.0,,2.0,,,1.0,,163.0,,,
341,Lucas Fernandes,L. Fernandes,94931,Botafogo,263,https://s.glbimg.com/es/sde/f/2022/04/14/78229f97f56ef7eb329c2706eca4f38a_FORMATO.png,16,3.14,3.18,Lucas Fernandes da Silva,3.6,4,4.71,24,lucas-fernandes,7,0.34,2.0,3.0,,,,17.0,21.0,10.0,15.0,19.0,2.0,,,,,,104.0,,,
342,Juninho Capixaba,J. Capixaba,94968,Fortaleza,356,https://s.glbimg.com/es/sde/f/2022/05/12/91620964c17b6d42449ebab1cb868d24_FORMATO.png,20,5.99,14.26,Luis Antônio da Rocha Júnior,17.0,2,9.92,24,juninho-capixaba,7,1.5,2.0,4.0,,,,49.0,32.0,5.0,10.0,30.0,2.0,1.0,,,,,235.0,,,9.0
343,Pedro Paulo,P. Paulo,95040,Atlético-GO,373,https://s.glbimg.com/es/sde/f/2022/08/16/8beefb8ae634fb2fdb7172c3f8f39633_FORMATO.png,0,0.0,0.99,Pedro Paulo Ferreira Barbosa da Costa,0.0,1,1.0,24,pedro-paulo,6,0.0,,,,,,,,,,,,,,,,,,,,
