"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","DS","FC","FD","FF","FS","PI","CA","FT","G","I","SG","A","PC","DE","GS","CV","PS","DP","GC","PP"
"573",108422,7,263,"ata","7",10.1,14.23,0.6,8.07,7,NA,"erison","Erison","Erison","Erison Danilo de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/abf055dfab291f251335494fc009a2c0_FORMATO.png","Botafogo",4,8,5,3,6,15,NA,NA,5,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"574",73318,7,263,"lat","7",1.4,6.25,-1.31,3.9,7,NA,"daniel-borges","Daniel Borges","D. Borges","Daniel Fortunato Borges","https://s.glbimg.com/es/sde/f/2022/02/21/ce4af8aee58d0eef52f479ced5508ab5_FORMATO.png","Botafogo",12,3,1,NA,6,74,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"575",94154,7,264,"mei","7",-1.4,5.13,-0.63,1.67,7,NA,"maycon","Maycon","Maycon","Maycon de Andrade Barberan","https://s.glbimg.com/es/sde/f/2022/04/27/93d33456c4171b57f22ba1ac2d386882_FORMATO.png","Corinthians",13,8,NA,4,3,42,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576",105208,7,293,"gol","7",8,7.38,1.35,4.57,7,NA,"bento","Bento","Bento","Bento Matheus Krepski","https://s.glbimg.com/es/sde/f/2022/02/21/40d480db7ba8476ece495c478aa597d4_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,25,9,NA,NA,1,NA,NA
"577",68923,7,264,"zag","7",-0.2,6.7,-0.44,4.5,4,NA,"gil","Gil","Gil","Carlos Gilberto do Nascimento Silva","https://s.glbimg.com/es/sde/f/2022/04/27/14ec5e5e1aa438191eb6e95781e175fb_FORMATO.png","Corinthians",7,1,1,NA,NA,12,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",39148,7,282,"ata","7",0,21.9,0,9.3,5,NA,"hulk","Hulk","Hulk","Givanildo Vieira de Souza","https://s.glbimg.com/es/sde/f/2021/04/23/d9ed7fa34aa12e4ce8768c9c2a2b4560_FORMATO.png","Atlético-MG",1,5,3,5,11,28,3,1,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"579",82455,7,275,"mei","7",12,15.15,2.02,8.3,6,NA,"ze-rafael","Zé Rafael","Z. Rafael","José Rafael Vivian","https://s.glbimg.com/es/sde/f/2022/02/21/a9bb4a6cb2ff8e2f533bf41f37dd93dc_FORMATO.png","Palmeiras",16,6,NA,5,14,16,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"580",79631,7,266,"ata","7",0.2,11.14,-3.01,5.45,7,NA,"cano","Cano","Cano","Germán Ezequiel Cano","https://s.glbimg.com/es/sde/f/2022/04/20/5bb8f223990a3b79975f90d376fb341a_FORMATO.png","Fluminense",NA,5,9,9,2,28,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",94509,7,275,"mei","7",0,18.07,0,8.06,5,NA,"raphael-veiga","Raphael Veiga","R. Veiga","Raphael Cavalcante Veiga","https://s.glbimg.com/es/sde/f/2022/02/21/edbc22b64b00c1cd70870abf8d429ffd_FORMATO.png","Palmeiras",9,8,3,5,11,41,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"582",94916,7,282,"mei","7",0,12.87,0,6.6,5,NA,"nacho-fernandez","Nacho Fernández","N. Fernández","Ignacio Martín Fernández","https://s.glbimg.com/es/sde/f/2021/04/23/021bc265ea84999199e1b2449e23766c_FORMATO.png","Atlético-MG",5,3,6,4,12,55,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"583",100079,7,282,"mei","7",0,14.08,0,5.58,5,NA,"zaracho","Zaracho","Zaracho","Federico Matías Javier Zaracho","https://s.glbimg.com/es/sde/f/2021/04/23/ccb1d73771f04699045f78f794f4481d_FORMATO.png","Atlético-MG",9,7,2,4,6,24,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"584",105175,7,293,"lat","7",2.3,3.27,0.09,2.47,4,NA,"khellven","Khellven ","Khellven ","Khellven Douglas Silva Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/2ca4e948511b9183a702c48d72753850_FORMATO.png","Athlético-PR",6,3,NA,1,3,27,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"585",71631,7,275,"gol","7",8,11.72,0.36,4.83,6,NA,"weverton","Weverton","Weverton","Weverton Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/b9adc602abc451c8b30c8554a18970f2_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,19,5,NA,NA,NA,NA,NA
"586",109389,7,264,"zag","7",1,7.6,-1.5,5.65,7,NA,"raul-gustavo","Raul Gustavo","R. Gustavo","Raul Gustavo Pereira Bicalho","https://s.glbimg.com/es/sde/f/2022/04/27/2ec2dcd4fbfa5f682f9e2f993c93e57a_FORMATO.png","Corinthians",14,4,NA,2,9,42,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",87228,7,282,"lat","7",0,13.16,0,4.62,5,NA,"guilherme-arana","Guilherme Arana","G. Arana","Guilherme Antonio Arana Lopes","https://s.glbimg.com/es/sde/f/2021/05/02/282a160d63e94aaad12311a7c3bbf3f0_FORMATO.png","Atlético-MG",6,9,1,3,5,35,3,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA
"588",100848,7,280,"lat","7",0,6.71,0,4.93,3,NA,"luan-candido","Luan Cândido","L. Cândido","Luan Cândido de Almeida","https://s.glbimg.com/es/sde/f/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png","Bragantino",6,1,4,1,2,27,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",93882,7,280,"gol","7",0,10.02,0,4.83,6,NA,"cleiton","Cleiton","Cleiton","Cleiton Schwengber","https://s.glbimg.com/es/sde/f/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png","Bragantino",NA,NA,NA,NA,2,NA,2,NA,NA,NA,2,NA,1,27,6,NA,NA,NA,NA,NA
"590",95794,7,282,"zag","7",0,10.19,0,5.25,4,NA,"nathan-silva","Nathan Silva","N. Silva","Nathanael Ananias da Silva","https://s.glbimg.com/es/sde/f/2021/07/09/f485b236f55b942d9ffa6588b0d47e8f_FORMATO.png","Atlético-MG",8,9,1,2,2,7,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",89840,7,276,"ata","7",10.4,27.58,-0.63,10.94,7,NA,"calleri","Calleri","Calleri","Jonathan Calleri","https://s.glbimg.com/es/sde/f/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png","São Paulo",5,11,9,7,12,37,NA,NA,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",53148,7,280,"ata","7",0,8.27,0,4.15,6,NA,"ytalo","Ytalo","Ytalo","Ytalo José Oliveira dos Santos","https://s.glbimg.com/es/sde/f/2022/05/05/c2e17a280e19cf13328cce44f755ed84_FORMATO.png","Bragantino",3,NA,1,1,2,7,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",100084,7,276,"mei","7",3.1,6.83,0.42,2.8,7,NA,"igor-gomes","Igor Gomes","I. Gomes","Igor Silveira Gomes","https://s.glbimg.com/es/sde/f/2022/03/01/b6d68ea91db4955b888e119a851704eb_FORMATO.png","São Paulo",13,9,3,1,8,46,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"594",42135,7,264,"mei","7",2,14.85,-0.62,3.65,7,NA,"willian","Willian","Willian","Willian Borges da Silva","https://s.glbimg.com/es/sde/f/2022/04/27/d71030cb82eac8c28c465bac03535385_FORMATO.png","Corinthians",8,2,3,2,12,35,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"595",85425,7,277,"gol","7",9.5,15.22,1.19,5.21,7,NA,"joao-paulo","João Paulo","J. Paulo","João Paulo Silva Martins","https://s.glbimg.com/es/sde/f/2022/03/03/9edc82b201e12a2a0b8dba4d87004195_FORMATO.png","Santos",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,3,NA,NA,26,5,NA,NA,NA,NA,NA
"596",91607,7,275,"ata","7",12.2,11.46,2.05,6.02,6,NA,"rony","Rony","Rony","Ronielson da Silva Barbosa","https://s.glbimg.com/es/sde/f/2022/02/21/a09a417ce482ea35a6c54e89437850d4_FORMATO.png","Palmeiras",3,9,3,7,8,14,NA,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",79113,7,263,"zag","7",3,7.53,-0.47,3.66,5,NA,"victor-cuesta","Víctor Cuesta","V. Cuesta","Víctor Leandro Cuesta","https://s.glbimg.com/es/sde/f/2022/04/13/4f3258f391a28a24859ea19abee67739_FORMATO.png","Botafogo",8,4,NA,2,NA,17,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"598",104513,7,293,"lat","7",3.8,7.26,0.66,4.47,7,NA,"abner-vinicius","Abner Vinícius","A. Vinícius","Abner Vinícius da Silva Santos","https://s.glbimg.com/es/sde/f/2021/05/02/f1aa04d210bcbf610dc5f4c169e0dbb8_FORMATO.png","Athlético-PR",17,7,1,NA,2,62,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",102878,7,293,"mei","7",18.3,11.1,3.79,5.25,6,NA,"terans","Terans","Terans","Miguel David Terans Pérez  ","https://s.glbimg.com/es/sde/f/2021/06/22/9afbb795a2e1b8ea2d0c84725bf26e2b_FORMATO.png","Athlético-PR",5,7,2,5,4,38,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"600",110506,7,275,"tec","7",9.93,12.47,0.92,6.5,6,NA,"abel-ferreira","Abel Ferreira","A. Ferreira","Abel Fernando Moreira Ferreira","https://s.glbimg.com/es/sde/f/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",101319,7,282,"lat","7",0,9.91,0,5.5,4,NA,"guga","Guga","Guga","Cláudio Rodrigues Gomes","https://s.glbimg.com/es/sde/f/2021/05/02/55272cc689e229f13d6488aa7b33406f_FORMATO.png","Atlético-MG",8,3,NA,4,8,39,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",82766,7,373,"mei","7",3.3,9.11,0.35,3.07,7,NA,"wellington-rato","Wellington Rato","W. Rato","Wellington Soares da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/f1c021275405991e817f4277af535a6a_FORMATO.png","Atlético-GO",2,1,4,8,8,36,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",69138,7,293,"ata","7",4.2,4.21,0.5,1.33,4,NA,"pablo","Pablo","Pablo","Pablo Felipe Teixeira","https://s.glbimg.com/es/sde/f/2022/02/21/b4c4b5449cfdf72e5e5d92886e70852f_FORMATO.png","Athlético-PR",3,5,3,1,3,16,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",72290,7,327,"gol","7",3,6.9,-0.33,4.14,7,NA,"jailson","Jailson","Jailson","Jailson Marcelino dos Santos","https://s.glbimg.com/es/sde/f/2022/02/25/89f6931decc893fa4555b93c4a37fe22_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,33,8,NA,NA,NA,NA,NA
"605",80692,7,275,"zag","6",0,8,0,0,0,NA,"luan","Luan","Luan","Luan Garcia Teixeira","https://s.glbimg.com/es/sde/f/2022/02/21/c6c7b2c98c560509a3d86811257b9a72_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",42500,7,264,"lat","6",0,12,0,0,0,NA,"fagner","Fagner","Fagner","Fagner Conserva Lemos","https://s.glbimg.com/es/sde/f/2022/04/27/95fc5f697734bd603edc509a2d4bba7c_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",102130,7,275,"lat","5",0,6.5,0,5.3,3,NA,"piquerez","Piquerez","Piquerez","Joaquín Piquerez Moreira","https://s.glbimg.com/es/sde/f/2022/02/21/82bd262ef647de7255e8df06fdd8e3f2_FORMATO.png","Palmeiras",9,NA,NA,1,4,27,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",42234,7,264,"gol","2",5,11.69,0.57,6.53,6,NA,"cassio","Cássio","Cássio","Cássio Roberto Ramos","https://s.glbimg.com/es/sde/f/2022/04/27/cea7970cc55ced32c922d0eb160757ad_FORMATO.png","Corinthians",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,27,4,NA,NA,NA,NA,NA
"609",97867,7,280,"zag","6",0,12.77,0,7.83,3,NA,"leo-ortiz","Léo Ortiz","L. Ortiz","Leonardo Rech Ortiz","https://s.glbimg.com/es/sde/f/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png","Bragantino",5,2,NA,1,1,12,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",37656,7,266,"gol","7",13,12.02,2.43,4.86,7,NA,"fabio","Fábio","Fábio","Fábio Deivson Lopes Maciel","https://s.glbimg.com/es/sde/f/2022/04/20/aeae67450f0c19a81c7d356b86382594_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,25,6,NA,NA,NA,NA,NA
"611",72372,7,286,"gol","6",0,7,0,0,0,NA,"felipe-alves","Felipe Alves","F. Alves","Felipe Alves Raymundo","https://s.glbimg.com/es/sde/f/2022/03/03/4d0134ca36fbe16f9ac38c3ba359e6ac_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",85004,7,266,"gol","6",0,7,0,0,0,NA,"marcos-felipe","Marcos Felipe","M. Felipe","Marcos Felipe de Freitas Monteiro","https://s.glbimg.com/es/sde/f/2022/04/20/ab25269795dde58cb608244ba84cb88d_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",74061,7,263,"gol","7",1,6.3,-0.29,4,5,NA,"gatito-fernandez","Gatito Fernández","G. Fernández","Roberto Junior Fernández Torres","https://s.glbimg.com/es/sde/f/2022/02/21/26f8f1373737a7203417427043ada896_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,21,6,NA,NA,NA,NA,NA
"614",88916,7,373,"gol","6",0,5.03,0,2.25,2,NA,"luan-polli","Luan Polli","L. Polli","Luan Polli Gomes","https://s.glbimg.com/es/sde/f/2022/03/03/2e38d3f9f2daa6056eed8d12909a007a_FORMATO.png","Atlético-GO",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,9,5,NA,NA,NA,NA,NA
"615",88423,7,280,"lat","6",0,7.51,0,3.43,4,NA,"aderlan","Aderlan","Aderlan","Aderlan de Lima Silva","https://s.glbimg.com/es/sde/f/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png","Bragantino",8,9,NA,2,2,38,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",82453,7,290,"gol","7",4.5,7.08,-0.36,4.5,7,NA,"tadeu","Tadeu","Tadeu","Tadeu Antônio Ferreira","https://s.glbimg.com/es/sde/f/2022/03/10/f9b7377addfcfa29bfa11ee96aecbdc5_FORMATO.png","Goiás",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,30,10,NA,NA,NA,NA,NA
"617",69012,7,262,"gol","5",0,11,0,0,0,NA,"santos","Santos","Santos","Aderbar Melo dos Santos Neto","https://s.glbimg.com/es/sde/f/2022/04/14/cdf250518797f30f9cb6045061ee01ab_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",90061,7,354,"lat","7",8,9.2,1,3.77,6,NA,"bruno-pacheco","Bruno Pacheco","B. Pacheco","Bruno de Jesus Pacheco","https://s.glbimg.com/es/sde/f/2022/02/22/557432fa07207d8e3aa6630ee0483cf0_FORMATO.png","Ceará",16,5,1,1,11,55,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",105608,7,327,"mei","6",0,1.8,0,1.3,1,NA,"flavio","Flávio","Flávio","Luiz Flávio Silvério Silva","https://s.glbimg.com/es/sde/f/2022/02/24/6731a6bf57665f93f078e83ce29b0d02_FORMATO.png","América-MG",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",101708,7,277,"lat","6",0,5.12,0,0.7,1,NA,"felipe-jonatan","Felipe Jonatan","F. Jonatan","Felipe Jonatan Rocha Andrade","https://s.glbimg.com/es/sde/f/2022/03/03/e7109f32d289e269f43592da6566c2e5_FORMATO.png","Santos",NA,NA,NA,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",91708,7,266,"zag","6",6,13.3,0.64,4.6,7,NA,"nino","Nino","Nino","Marcílio Florêncio Mota Filho","https://s.glbimg.com/es/sde/f/2021/08/19/015b905d655d90af1c6161f318175dee_FORMATO.png","Fluminense",10,4,1,2,13,19,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622",104257,7,1371,"lat","3",-2.9,5.1,-1.18,1.85,6,NA,"joao-lucas","João Lucas","J. Lucas","João Lucas de Almeida Carvalho","https://s.glbimg.com/es/sde/f/2022/02/23/9aab91f181711232b92dd27558ae246d_FORMATO.png","Cuiabá",12,9,NA,NA,8,66,3,NA,NA,NA,2,NA,2,NA,NA,1,NA,NA,NA,NA
"623",89274,7,262,"mei","2",-0.1,4.33,-0.17,0.62,6,NA,"andreas-pereira","Andreas Pereira","A. Pereira","Andreas Hugo Hoelgebaum Pereira","https://s.glbimg.com/es/sde/f/2022/04/25/f1b80901d66489365ffcdbed4c29a086_FORMATO.png","Flamengo",3,6,1,4,2,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624",90444,7,285,"lat","6",1.9,5.25,0.2,0.9,2,NA,"moises","Moisés","Moisés","Moisés Roberto Barbosa","https://s.glbimg.com/es/sde/f/2022/04/02/bc9c2d703de12aa0ab9a2ebf1a477872_FORMATO.png","Internacional",2,1,1,NA,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",86864,7,327,"lat","7",2.8,2.75,0.16,0.5,3,NA,"marlon","Marlon ","Marlon ","Marlon Matheus Lopes do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/25/d945a3ac1fe38c28ea612a9d62b68a37_FORMATO.png","América-MG",5,6,NA,1,4,15,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"626",63289,7,285,"mei","2",-0.3,10.7,-1.36,4.08,6,NA,"edenilson","Edenílson","Edenílson","Edenílson Andrade dos Santos","https://s.glbimg.com/es/sde/f/2022/04/02/97f5d4131e53423d654abddad3cbc9ee_FORMATO.png","Internacional",8,7,2,6,7,27,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"627",68808,7,354,"lat","7",3.2,5.94,-0.58,2.28,6,NA,"nino-paraiba","Nino Paraíba","N. Paraíba","Severino do Ramo Clementino da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/7fc46375115ce0f0e27a2498bc10c3a2_FORMATO.png","Ceará",3,3,NA,1,6,38,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",90768,7,262,"zag","5",0,7,0,0,0,NA,"fabricio-bruno","Fabrício Bruno","F. Bruno","Fabrício Bruno Soares de Faria","https://s.glbimg.com/es/sde/f/2022/04/25/06fca89445e5f7bb29a42734c5fbb2e0_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",71684,7,275,"zag","7",0,15.02,0,6.38,5,NA,"gustavo-gomez","Gustavo Gómez","G. Gómez","Gustavo Raúl Gómez Portillo","https://s.glbimg.com/es/sde/f/2022/02/21/f210b8623194d0722dd0d76585950fb1_FORMATO.png","Palmeiras",5,2,1,4,4,27,3,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",89226,7,327,"zag","7",0,7.88,0,5.3,5,NA,"iago-maidana","Iago Maidana","I. Maidana","Iago Justen Maidana Martins","https://s.glbimg.com/es/sde/f/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png","América-MG",4,9,NA,1,NA,14,1,NA,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"631",104250,7,264,"zag","2",1.7,6.25,0.01,3.33,7,NA,"joao-victor","João Victor","J. Victor","João Victor da Silva Marcelino","https://s.glbimg.com/es/sde/f/2022/04/27/f3e5573d52686895a481f6eb2b0189bb_FORMATO.png","Corinthians",9,7,NA,1,5,17,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",100763,7,276,"mei","5",0,7.41,0,-0.2,1,NA,"gabriel-sara","Gabriel Sara","G. Sara","Gabriel Davi Gomes Sara","https://s.glbimg.com/es/sde/f/2022/03/01/b98717b5d5b0fef1f3992ca77376aa46_FORMATO.png","São Paulo",NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",71071,7,282,"tec","7",0,12.6,0,5.7,6,NA,"antonio-mohamed","Antonio Mohamed","A. Mohamed","Ricardo Antonio Mohamed Matijevich","https://s.glbimg.com/es/sde/f/2022/03/08/9f29bd3b01ad7f8b22ead88e86930382_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",98484,7,263,"zag","7",1.6,3.04,0.21,1.47,6,NA,"kanu","Kanu","Kanu","Victor Hugo Soares dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/b1d2b6ae7d7c80be4768237f4820792b_FORMATO.png","Botafogo",5,3,NA,2,2,19,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",85931,7,280,"mei","6",0,6.79,0,3.52,4,NA,"hyoran","Hyoran","Hyoran","Hyoran Kaue Dalmoro","https://s.glbimg.com/es/sde/f/2022/05/05/d656de14270c212a9409e2e8138e3b20_FORMATO.png","Bragantino",5,4,2,5,2,21,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"636",82463,7,282,"mei","6",0,3.67,0,0.6,5,NA,"otavio","Otávio","Otávio","Otávio Henrique Passos Santos","https://s.glbimg.com/es/sde/f/2022/02/27/4408faa1939fc9ce996ca6db75e58e52_FORMATO.png","Atlético-MG",4,5,NA,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",79188,7,356,"ata","7",2.2,4.04,0.41,1.03,6,NA,"silvio-romero","Silvio Romero","S. Romero","Silvio Ezequiel Romero","https://s.glbimg.com/es/sde/f/2022/05/12/c5b6ac96aea31d2271156591230c8f4c_FORMATO.png","Fortaleza",1,2,2,5,4,15,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",98909,7,293,"ata","7",8.7,7.9,1.29,3.38,6,NA,"cuello","Cuello","Cuello","Tomás Esteban Cuello","https://s.glbimg.com/es/sde/f/2022/02/24/6bec1ac11713040382a43683f3ec06ba_FORMATO.png","Athlético-PR",9,3,1,6,9,39,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"639",85315,7,264,"mei","6",0,5.82,0,3.13,3,NA,"cantillo","Cantillo","Cantillo","Víctor Danilo Cantillo Jiménez","https://s.glbimg.com/es/sde/f/2022/04/27/c87878b94e3c0c01f4d753ca9ee6fa0c_FORMATO.png","Corinthians",6,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",72580,7,327,"gol","6",0,7,0,0,0,NA,"matheus-cavichioli","Matheus Cavichioli","M. Cavichioli","Matheus Fernando Cavichioli","https://s.glbimg.com/es/sde/f/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",38279,7,327,"ata","5",0,5.91,0,1,1,NA,"wellington-paulista","Wellington Paulista","W. Paulista","Wellington Pereira do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/25/12f12e3c03d86cbfec605b70666faaf3_FORMATO.png","América-MG",NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642",50645,7,327,"lat","5",0,4,0,0,0,NA,"eduardo","Eduardo","Eduardo","Carlos Eduardo Santos Oliveira","https://s.glbimg.com/es/sde/f/2022/02/25/a1ed845c0cda1af45df260be95a58b34_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643",97453,7,327,"gol","5",0,3,0,0,0,NA,"jori","Jori","Jori","Joriwinnyson Santos dos Anjos Rodrigues","https://s.glbimg.com/es/sde/f/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644",60825,7,327,"ata","7",2.6,6,0.42,2.7,6,NA,"felipe-azevedo","Felipe Azevedo","F. Azevedo","Felipe Azevedo dos Santos","https://s.glbimg.com/es/sde/f/2022/02/25/32fc5d9f18e690ed6ef80d16faae95cc_FORMATO.png","América-MG",6,8,2,5,5,25,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"645",60969,7,327,"lat","7",2.2,6.64,0.38,3,7,NA,"patric","Patric","Patric","Patric Cabral Lalau","https://s.glbimg.com/es/sde/f/2022/02/25/7625d982588386e96390538eb699b2a2_FORMATO.png","América-MG",16,10,3,2,9,78,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646",91203,7,327,"zag","7",-0.6,1.69,-0.28,0.02,6,NA,"eder","Éder","Éder","Éder Ferreira Graminho","https://s.glbimg.com/es/sde/f/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png","América-MG",2,11,NA,NA,NA,20,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
