"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","DS","FC","FD","FF","FS","I","PI","DE","GS","SG","CA","G","FT","PC","CV","PP","GC","PS"
"567",88312,4,282,"zag","7",2.4,13.17,-0.26,4.9,4,NA,"junior-alonso","Junior Alonso","J. Alonso","Junior Osmar Ignacio Alonso Mujica","https://s.glbimg.com/es/sde/f/2021/05/02/032f0f12e9d3ede51e80e7fe49b836da_FORMATO.png","Atlético-MG",1,3,NA,NA,NA,NA,NA,20,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA
"568",108133,4,286,"ata","7",6.9,3.59,1.73,2.3,4,NA,"pitta","Pitta","Pitta","Isidro Miguel Pitta Saldívar ","https://s.glbimg.com/es/sde/f/2022/04/06/d5b98eae02b3de3352cd02c6cc1b5c36_FORMATO.png","Juventude",NA,1,2,1,1,4,3,11,NA,NA,NA,1,1,1,NA,NA,1,NA,NA
"569",50428,4,354,"ata","6",0,6,0,0,0,NA,"dentinho","Dentinho","Dentinho","Bruno Ferreira Bonfim","https://s.glbimg.com/es/sde/f/2022/03/11/e3b360fda749e06fb7f50ec9ccbb74d7_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570",91856,4,373,"lat","6",0,2.7,0,0.95,2,NA,"hayner","Hayner","Hayner","Hayner Willian Monjardim Cordeiro","https://s.glbimg.com/es/sde/f/2022/04/07/f21175e4f1cb1c9ccf3df6db10da1c56_FORMATO.png","Atlético-GO",NA,1,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571",115563,4,327,"mei","6",0,1,0,0,0,NA,"rodriguinho","Rodriguinho","Rodriguinho","Rodrigo Henrique Santos de Souza","https://s.glbimg.com/es/sde/f/2022/02/24/cbc12bdc877ddabea0be444ea145a8d6_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572",90569,4,286,"mei","7",2,4.45,0.14,1.87,4,NA,"yuri-lima","Yuri Lima","Y. Lima","Yuri Oliveira Lima","https://s.glbimg.com/es/sde/f/2022/03/18/fd7d4f0e5e6c5b59c85b542484321ecd_FORMATO.png","Juventude",NA,8,9,1,2,2,NA,22,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"573",115404,4,277,"ata","6",0,2,0,0,0,NA,"rwan","Rwan","Rwan","Rwan Philipe Rodrigues de Souza Cruz","https://s.glbimg.com/es/sde/f/2022/03/03/87ee12224aa1dccc15149c42181e9432_FORMATO.png","Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"574",113359,4,276,"mei","2",1.7,4.28,0.19,1.45,4,NA,"pablo-maia","Pablo Maia","P. Maia","Pablo Gonçalves Maia Fortunato","https://s.glbimg.com/es/sde/f/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png","São Paulo",NA,6,4,NA,NA,3,NA,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"575",69165,4,262,"zag","6",0,7.47,0,3.9,1,NA,"pablo","Pablo","Pablo","Pablo Nascimento Castro","https://s.glbimg.com/es/sde/f/2022/04/25/71280a4dfbfab7898164a7269b1a357e_FORMATO.png","Flamengo",NA,5,2,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"576",107179,4,264,"gol","6",0,3.08,0,1,1,NA,"matheus-donelli","Matheus Donelli","M. Donelli","Matheus Planelles Donelli","https://s.glbimg.com/es/sde/f/2022/04/27/4cbb74ff0b19a6f8303402150bc41a62_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577",106931,4,294,"ata","6",0.5,2.51,-0.27,1.35,2,NA,"clayton","Clayton","Clayton","Clayton Fernandes Silva","https://s.glbimg.com/es/sde/f/2022/04/07/d77acac22c53adb29b02b378be525d67_FORMATO.png","Coritiba",NA,NA,4,2,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578",84339,4,264,"lat","6",0,5,0,0,0,NA,"bruno-melo","Bruno Melo","B. Melo","Bruno Ferreira Melo","https://s.glbimg.com/es/sde/f/2022/04/27/35be6fa24036e64091a63cca0ac892d9_FORMATO.png","Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579",115791,4,286,"mei","6",0,2,0,0,0,NA,"gabriel-tota","Gabriel Tota","G. Tota","Gabriel Ferreira Neris","https://s.glbimg.com/es/sde/f/2022/03/03/092de08c75d428ac15be8a46a64c60f2_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580",86859,4,356,"mei","6",0,4.33,0,0.6,1,NA,"jose-welison","José Welison","J. Welison","José Welison da Silva","https://s.glbimg.com/es/sde/f/2022/03/14/5a5a881aaebeac670cfe3b9b080c99a2_FORMATO.jpeg","Fortaleza",NA,1,2,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"581",97645,4,276,"gol","6",0,2,0,0,0,NA,"thiago-couto","Thiago Couto","T. Couto","Thiago Couto Wenceslau","https://s.glbimg.com/es/sde/f/2022/03/01/99285c40d162aad37e75e9e295ae0369_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582",97537,4,286,"lat","6",0,7.8,0,6.55,2,NA,"busanello","Busanello","Busanello","Gabriel Dal Toé Busanello","https://s.glbimg.com/es/sde/f/2022/03/19/9a30d49720fb53d5ad43eef3f82e8dc2_FORMATO.png","Juventude",1,6,2,2,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583",107344,4,354,"mei","5",0,2,0,-0.1,1,NA,"leo-rafael","Léo Rafael","L. Rafael","Leonardo Rafael dos Santos","https://s.glbimg.com/es/sde/f/2022/02/22/391ea8c7f2467a1281a47b4ed2aee680_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584",107314,4,263,"lat","6",0,1,0,0,0,NA,"reydson","Reydson","Reydson","Reydson Renan de Almeida Ribeiro","https://s.glbimg.com/es/sde/f/2022/03/21/41fd2bdc589715d9f89538c5aa91795b_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",115537,4,354,"zag","6",0,2,0,0,0,NA,"marcos-victor","Marcos Victor","M. Victor","Marcos Victor Ferreira da Silva","https://s.glbimg.com/es/sde/f/2022/02/22/d59ebbd8a4c8faf0f57568c90cebfab3_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",117082,4,263,"lat","6",0,1,0,0,0,NA,"jefinho","Jefinho","Jefinho","Jeferson Cavalcante Fernandes Filho","https://s.glbimg.com/es/sde/f/2022/03/21/132694330a1cf416c21f81442b7d86e5_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",112367,4,294,"zag","6",0,2,0,0,0,NA,"thalisson-gabriel","Thalisson Gabriel","T. Gabriel","Thalisson Gabriel Pereira Moreira","https://s.glbimg.com/es/sde/f/2022/02/23/b20b6fb1092b7873bd98294c5c3c0a7a_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588",104991,4,263,"gol","6",0,1,0,0,0,NA,"igo","Igo","Igo","Igo Gabriel Santos Pereira","https://s.glbimg.com/es/sde/f/2022/02/21/d72272ecdc3d542846840940aa3130b1_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589",111806,4,263,"zag","6",0,1,0,0,0,NA,"ewerton","Ewerton","Ewerton","Ewerton Vinicios Santana Porto","https://s.glbimg.com/es/sde/f/2022/03/21/fb5a3b78b8d0b4fc3f242bedfc3973fd_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590",117343,4,263,"zag","2",0,1,0,0,0,NA,"kawan","Kawan","Kawan","Kawan Thomaz Reis de Moraes","https://s.glbimg.com/es/sde/f/2022/03/21/93b62e936ceff34528e636cfa814ea29_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591",112368,4,294,"mei","6",0,1.93,0,1.7,1,NA,"bernardo","Bernardo","Bernardo","Bernardo Marcos Pinheiro Lemes","https://s.glbimg.com/es/sde/f/2022/02/23/b2b2c421852c3e7501d00cc9bfa66b1c_FORMATO.png","Coritiba",NA,1,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592",113061,4,294,"gol","6",0,1,0,0,0,NA,"rafael-william","Rafael William","R. William","Rafael William Dias Pinheiro","https://s.glbimg.com/es/sde/f/2022/02/23/01d937c575c9690929ef3bab4767be65_FORMATO.png","Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593",110962,4,263,"mei","6",0,1.88,0,-0.4,1,NA,"kayque","Kayque","Kayque","Kayque Luiz Pereira","https://s.glbimg.com/es/sde/f/2022/02/21/3fbe1cef2d382595fb0c6dcbfd12c096_FORMATO.png","Botafogo",NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"594",116447,4,356,"mei","7",6.9,3.17,1.52,3.7,2,NA,"hercules","Hércules","Hércules","Hércules Pereira do Nascimento","https://s.glbimg.com/es/sde/f/2022/02/25/81f4c0990a69b56d3b74ca6d35292db9_FORMATO.png","Fortaleza",NA,4,1,3,NA,1,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595",111759,4,275,"ata","6",0,2.11,0,0.2,1,NA,"giovani","Giovani","Giovani","Giovani Henrique Amorim da Silva","https://s.glbimg.com/es/sde/f/2021/05/12/23eb0da8dd7617e2a4b7f8fcec2a625e_FORMATO.jpeg","Palmeiras",NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596",106160,4,280,"gol","6",0,3,0,0,0,NA,"lucao","Lucão","Lucão","Lucas Alexandre Galdino de Azevedo","https://s.glbimg.com/es/sde/f/2022/03/21/213b9e0fe37495f3ab21a390c7f4a175_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597",112831,4,314,"ata","6",0,2,0,0,0,NA,"gustavo-santos","Gustavo Santos","G. Santos","Gustavo Santos Simões da Silva","https://s.glbimg.com/es/sde/f/2022/02/24/9a793f8d88106ebaa9639f638c89bc0b_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598",110918,4,293,"mei","6",0,1,0,0,0,NA,"joao-pedro","João Pedro","J. Pedro","João Pedro de Moura Siembarski","https://s.glbimg.com/es/sde/f/2021/04/14/d9fc669a9a4ad30104cb451d48935be9_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"599",97908,4,263,"mei","7",5.8,7.55,0.6,4.47,4,NA,"luis-oyama","Luís Oyama","L. Oyama","Luís Felipe Oyama","https://s.glbimg.com/es/sde/f/2022/03/25/268b1a146aebc4fb25bbcc38654f08b0_FORMATO.png","Botafogo",NA,14,6,NA,2,6,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600",103766,4,275,"ata","6",0,3,0,0,0,NA,"gabriel-silva","Gabriel Silva","G. Silva","Gabriel Silva Vieira","https://s.glbimg.com/es/sde/f/2021/04/30/89c3f9a0c359529df91f2489bdd05f2c_FORMATO.png","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"601",110995,4,293,"lat","6",0,3,0,0,0,NA,"pedrinho","Pedrinho","Pedrinho","Pedro Henrique Azevedo Pereira","https://s.glbimg.com/es/sde/f/2021/10/04/a4618559793af2d381a5aafe03c3616a_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"602",110727,4,282,"mei","7",-0.3,3.18,-0.86,2.87,3,NA,"rubens","Rubens","Rubens","Rubens Antônio Dias","https://s.glbimg.com/es/sde/f/2022/02/27/ff3b3e061076be1ac8780a1fb32377ae_FORMATO.png","Atlético-MG",NA,6,2,1,3,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"603",112734,4,293,"ata","6",0,1,0,0,0,NA,"daniel-cruz","Daniel Cruz","D. Cruz","Daniel dos Santos da Cruz","https://s.glbimg.com/es/sde/f/2022/03/08/835efd13e4af3227f1d634bda41126a0_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604",113857,4,314,"zag","6",0,2,0,0,0,NA,"lipe","Lipe","Lipe","Felipe Florencio da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/93072ab058127d5a10ce32d35f85beae_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605",107226,4,356,"lat","6",0,4.23,0,5.4,1,NA,"vitor-ricardo","Vitor Ricardo","V. Ricardo","Vitor Ricardo Guerra Candido Wach","https://s.glbimg.com/es/sde/f/2022/02/25/f9c34555359e8b47ae00538231aa5bf8_FORMATO.png","Fortaleza",NA,5,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606",116825,4,266,"lat","6",0,1,0,0,0,NA,"jhonny","Jhonny","Jhonny","Jhonny Cardinoti Pedro","https://s.glbimg.com/es/sde/f/2022/02/24/07c2ee6d264dd5863593c52fdaba42b5_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607",111798,4,266,"ata","6",0,1,0,0,0,NA,"marcelinho","Marcelinho","Marcelinho","Marcelo Francine de Castro Feliciano","","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",111831,4,266,"ata","6",0,1.51,0,0.4,1,NA,"matheus-martins","Matheus Martins","M. Martins","Matheus Martins Silva dos Santos","https://s.glbimg.com/es/sde/f/2022/04/20/f6b7d6073f1d67e5e9263e986f470c8b_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",111413,4,314,"lat","6",0,2,0,0,0,NA,"igor","Igor","Igor","Igor da Silva Dutra","https://s.glbimg.com/es/sde/f/2022/02/23/e2415bc46c8e600866f7be1d673bee12_FORMATO.png","Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",107248,4,290,"gol","6",0,1,0,0,0,NA,"luis-felype","Luis Felype","L. Felype","Luis Felype Carvalho Ramos","https://s.glbimg.com/es/sde/f/2022/03/10/b251b4e9204de7aa45d81f7726caf298_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611",107044,4,266,"ata","6",0,1,0,0,0,NA,"alexandre-jesus","Alexandre Jesus","A. Jesus","Alexandre de Jesus Jeruzalem Júnior","https://s.glbimg.com/es/sde/f/2021/03/11/2cd0a3080b756150df221b41afd772f0_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",108946,4,263,"ata","7",0.4,9.64,-0.87,5.3,4,NA,"victor-sa","Victor Sá","V. Sá","João Victor Santos Sá","https://s.glbimg.com/es/sde/f/2022/03/26/8c102c9688490530dace27161b1abf3e_FORMATO.png","Botafogo",NA,10,2,NA,3,5,NA,21,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"613",50297,4,290,"zag","7",5.9,6.25,0.61,4.85,2,NA,"sidnei","Sidnei","Sidnei","Sidnei Rechel da Silva Júnior","https://s.glbimg.com/es/sde/f/2022/04/15/3d187564c0046c624f9e7117288f3283_FORMATO.png","Goiás",NA,8,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",88037,4,263,"tec","7",3.55,7.28,0.38,4.05,4,NA,"luis-castro","Luís Castro","L. Castro","Luís Manuel Ribeiro de Castro","https://s.glbimg.com/es/sde/f/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"615",117335,4,266,"ata","6",0,1,0,0,0,NA,"gabryel-martins","Gabryel Martins","G. Martins","Gabryel da Silva Martins",NA,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616",111332,4,286,"mei","6",0,1,0,0,0,NA,"kelvi","Kelvi","Kelvi","Kelvi Chiesa Gomes","https://s.glbimg.com/es/sde/f/2022/03/03/d27c52d692c0df1d01ecb1f7a298b40a_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617",110708,4,266,"gol","6",0,1,0,0,0,NA,"pedro-rangel","Pedro Rangel","P. Rangel","Pedro Felipe De Faria Rangel","https://s.glbimg.com/es/sde/f/2022/02/24/42afa9891ec69bb753c76f8d746939a9_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",116083,4,286,"gol","6",0,1,0,0,0,NA,"arthur","Arthur","Arthur","Arthur de Bem Ribas","https://s.glbimg.com/es/sde/f/2022/03/03/63f61e57755d004bee8679580bd46491_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",116835,4,290,"ata","6",0,1,0,0,0,NA,"reginaldo","Reginaldo","Reginaldo","Reginaldo dos Santos Moreira","https://s.glbimg.com/es/sde/f/2022/04/15/c6b1985503cc71ba6d6154b448940158_FORMATO.png","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",111791,4,280,"zag","6",0,2,0,0,0,NA,"henrique-halls","Henrique Halls","H. Halls","Henrique Halls Rocha da Silva","https://s.glbimg.com/es/sde/f/2022/04/07/1002037b68cbfda80e62c668391f6be7_FORMATO.png","Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",82640,4,286,"ata","7",-1.2,5.77,-1.26,1.77,3,NA,"paulinho-moccelin","Paulinho Moccelin","P. Moccelin","Paulo Roberto Moccelin","https://s.glbimg.com/es/sde/f/2022/03/28/14a09169dc180c16b6d92687a244b03f_FORMATO.png","Juventude",NA,7,5,1,1,5,1,20,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"622",40990,4,354,"tec","7",2.44,6.15,-0.35,2.6,3,NA,"dorival-junior","Dorival Júnior","D. Júnior","Dorival Silvestre Júnior","https://s.glbimg.com/es/sde/f/2022/03/28/d28c444ff6eaf5f7b58d9f2ef2bd5075_FORMATO.png","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623",97448,4,286,"zag","6",0,0.66,0,-3.1,1,NA,"thalisson-kelven","Thalisson Kelven","T. Kelven","Thalisson Kelven da Silva","https://s.glbimg.com/es/sde/f/2022/03/24/5003d976abc2848d0ded5ed466986ba3_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"624",87262,4,277,"mei","6",-0.1,4.23,-0.34,1.23,4,NA,"willian-maranhao","Willian Maranhão","W. Maranhão","Willian Marlon Ferreira Moraes","https://s.glbimg.com/es/sde/f/2022/03/25/593ee3a7e1faac36e8519aa86b2922e9_FORMATO.png","Santos",NA,5,2,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625",115270,4,356,"zag","6",0,1,0,0,0,NA,"habraao","Habraão","Habraão","Habraão Lincon do Nascimento Saraiva","https://s.glbimg.com/es/sde/f/2022/02/25/52dea82d766362b1906e81c53e3a1768_FORMATO.png","Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626",113252,4,327,"mei","6",0,1,0,0,0,NA,"kevyn","Kevyn ","Kevyn ","Kevyn da Silva Soares","https://s.glbimg.com/es/sde/f/2021/04/30/032e557b820f29db1c46c062515fef99_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627",111837,4,266,"gol","6",0,1,0,0,0,NA,"gustavo-ramalho","Gustavo Ramalho","G. Ramalho","Gustavo Ramalho Bremer Pinto","https://s.glbimg.com/es/sde/f/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png","Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",88393,4,262,"lat","6",0,6,0,0,0,NA,"ayrton-lucas","Ayrton Lucas","A. Lucas","Ayrton Lucas Dantas de Medeiros","https://s.glbimg.com/es/sde/f/2022/04/14/36837bfe151af329a80e71d5dc2bc8e0_FORMATO.png","Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629",100074,4,277,"ata","7",0.2,5.77,-0.52,2.08,4,NA,"jhojan-julio","Jhojan Julio","J. Julio","Jhojan Esmaides Julio Palacios","https://s.glbimg.com/es/sde/f/2022/03/31/c076d4a6758a288c3f3f7521da98c18f_FORMATO.png","Santos",NA,8,10,NA,NA,7,2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630",104074,4,276,"zag","6",0,2,0,0,0,NA,"walce","Walce","Walce","Walce da Silva Costa Filho","https://s.glbimg.com/es/sde/f/2022/03/01/42769c38f612d4af2143de3132ce1cec_FORMATO.png","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631",102906,4,293,"gol","6",0,3,0,0,0,NA,"anderson","Anderson","Anderson","Anderson Silva da Paixão","https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",99214,4,277,"mei","7",0.3,4.8,-0.11,1.45,4,NA,"rodrigo-fernandez","Rodrigo Fernández","R. Fernández","Rodrigo Fernández Cedrés","https://s.glbimg.com/es/sde/f/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png","Santos",NA,10,15,NA,2,2,NA,13,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA
"633",110624,4,275,"gol","6",0,1,0,0,0,NA,"mateus","Mateus","Mateus","Mateus Oliveira Mendes","https://s.glbimg.com/es/sde/f/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg","Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634",102928,4,293,"ata","7",0.9,4.17,-0.52,1.52,4,NA,"canobbio","Canobbio","Canobbio","Agustín Canobbio Graviz","https://s.glbimg.com/es/sde/f/2022/03/30/ae776027bce5d99b2a19ab81b191f35b_FORMATO.png","Athlético-PR",NA,4,2,NA,2,4,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",73850,4,327,"ata","6",0,5,0,0,0,NA,"aloisio","Aloísio","Aloísio","Aloísio dos Santos Gonçalves","https://s.glbimg.com/es/sde/f/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636",111683,4,285,"gol","6",0,1,0,0,0,NA,"anthoni","Anthoni","Anthoni","Anthoni Spier Souza","https://s.glbimg.com/es/sde/f/2022/04/02/d7662e4b332b33563f9ad8c3f24b42d2_FORMATO.png","Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637",60819,4,293,"zag","6",0,4,0,0,0,NA,"dede","Dedé","Dedé","Anderson Vital da Silva","https://s.glbimg.com/es/sde/f/2022/03/31/f4e46346ca5d28ae8ddcac536b72bd0f_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638",94154,4,264,"mei","7",4.7,6.31,0.97,2.55,4,NA,"maycon","Maycon","Maycon","Maycon de Andrade Barberan","https://s.glbimg.com/es/sde/f/2022/04/10/370bf74e05a200ff1bdbfe59273bf266_FORMATO.png","Corinthians",NA,9,5,NA,3,3,NA,20,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"639",101960,4,293,"ata","7",2.6,3.97,0.37,1.6,4,NA,"vitinho","Vitinho","Vitinho","Vitor Hugo Naum dos Santos","https://s.glbimg.com/es/sde/f/2021/05/02/6f194f584e7ed2293b58deb814cde16c_FORMATO.png","Athlético-PR",NA,3,4,1,2,6,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640",107183,4,293,"gol","6",0,2,0,0,0,NA,"leo-linck","Léo Linck","L. Linck","Léo Matias Baiersdorf Linck","https://s.glbimg.com/es/sde/f/2021/04/14/31751fba3a98d772473dace237a4be33_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641",111172,4,327,"gol","6",0,1,0,0,0,NA,"robson","Robson","Robson","Robson Luiz dos Santos Nascimento","https://s.glbimg.com/es/sde/f/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png","América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
