"","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.minimo_para_valorizar","atletas.gato_mestre.media_pontos_mandante","atletas.gato_mestre.media_pontos_visitante","atletas.gato_mestre.media_minutos_jogados","atletas.gato_mestre.minutos_jogados","atletas.slug","atletas.apelido","atletas.apelido_abreviado","atletas.nome","atletas.foto","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","FT","G","I","PI","DE","DP","GS","PC","SG","CV","PP","PS","GC"
"58", 87552,22, 293,"mei","6", 0.80, 4.09,-0.15, 3.11,13, 0.95,NA,NA,NA,NA,"vitor-bueno","Vitor Bueno","V. Bueno","Vitor Frezarin Bueno","https://s.glbimg.com/es/sde/f/2022/02/21/2a32e3c3943071802ba1b4023aaab2a0_FORMATO.png","Athlético-PR", 1, 2, 7, 7,NA, 9,12,NA, 3,NA, 62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59", 95662,22, 327,"mei","7", 4.90, 3.17, 0.55, 1.30,19, 4.17,  1.48888889,  0.94000000, 73.00000000, 96.00000000,"lucas-kal","Lucas Kal","L. Kal","Lucas Kal Schenfeld Progioli","https://s.glbimg.com/es/sde/f/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png","América-MG",NA, 2,19,18, 6, 8, 5, 1,NA,NA, 98,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",108201,22, 327,"mei","6", 0.00, 2.39, 0.00, 1.60, 8, 0.32,  1.82000000,  1.23333333, 45.00000000,  0.00000000,"gustavo","Gustavo","Gustavo","Gustavo César Mendonça Gravino","https://s.glbimg.com/es/sde/f/2022/02/25/0386b196bc9d7576552344192f41a032_FORMATO.png","América-MG",NA, 2,10, 7, 1, 2,11,NA,NA,NA, 34,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61", 98022,22, 293,"mei","6", 2.60, 5.45,-0.03, 2.75,18, 2.49,  3.75000000,  1.65000000, 51.00000000, 95.00000000,"erick","Erick","Erick","Erick Luis Conrado de Carvalho","https://s.glbimg.com/es/sde/f/2021/05/02/f7ba547da42ad1121a2eba90fd53c8d1_FORMATO.png","Athlético-PR",NA, 1,35,20, 2, 4,10,NA, 1,NA, 43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",100762,22, 314,"ata","7", 8.30, 9.72, 0.22, 5.73,20, 7.28,NA,NA,NA,NA,"bissoli","Bissoli","Bissoli","Guilherme Bissoli Campos","https://s.glbimg.com/es/sde/f/2022/04/08/c60eb6c17dd46f0a98ac8d236bddbbd7_FORMATO.png","Avaí",NA, 2,11,38,10,16,17,NA,11, 8, 70,NA,NA,NA,NA,NA,NA,NA, 1,NA
"63", 70986,22, 293,"mei","6", 1.00, 4.15, 0.13, 1.97,14, 1.13,  1.91666667,  2.03750000, 33.00000000, 31.00000000,"leo-cittadini","Léo Cittadini","L. Cittadini","Leonardo Cittadini","https://s.glbimg.com/es/sde/f/2021/05/02/a520539e5df2a4364ad4c1b0050888cc_FORMATO.png","Athlético-PR", 1, 2,11,14, 1, 4,10,NA, 1,NA, 17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",104513,22, 293,"lat","7",-0.10, 7.24,-1.11, 3.58,20, 0.52,  4.78000000,  2.39000000, 75.00000000,  4.00000000,"abner-vinicius","Abner Vinícius","A. Vinícius","Abner Vinícius da Silva Santos","https://s.glbimg.com/es/sde/f/2021/05/02/f1aa04d210bcbf610dc5f4c169e0dbb8_FORMATO.png","Athlético-PR", 1, 4,36,17, 2,NA, 8,NA, 1, 1,167,NA,NA,NA,NA, 7,NA,NA,NA,NA
"65", 90302,22, 356,"ata","6", 0.00, 2.77, 0.00, 1.38, 6, 2.39,NA,NA, 50.00000000,  0.00000000,"pedro-rocha","Pedro Rocha","P. Rocha","Pedro Rocha Neves","https://s.glbimg.com/es/sde/f/2022/08/11/502e7dd3443915ed5a40220521762bfe_FORMATO.png","Fortaleza", 1,NA, 2, 1,NA, 1, 4,NA,NA, 2, 14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",105208,22, 293,"gol","7", 0.00, 8.71, 0.00, 4.77,21, 4.81,  5.10000000,  4.01818182, 79.00000000,  0.00000000,"bento","Bento","Bento","Bento Matheus Krepski","https://s.glbimg.com/es/sde/f/2022/02/21/40d480db7ba8476ece495c478aa597d4_FORMATO.png","Athlético-PR",NA, 2, 1,NA,NA,NA,NA,NA,NA,NA,NA,76, 1,22,NA, 8,NA,NA,NA,NA
"67",105175,22, 293,"lat","7", 0.00, 5.83, 0.00, 4.27,16, 4.44,  3.62500000,  4.31250000, 71.00000000,  0.00000000,"khellven","Khellven ","Khellven ","Khellven Douglas Silva Oliveira","https://s.glbimg.com/es/sde/f/2022/02/21/2ca4e948511b9183a702c48d72753850_FORMATO.png","Athlético-PR", 2, 1,25,15, 2, 6, 9,NA, 1,NA,149,NA,NA,NA, 1, 6,NA,NA,NA,NA
"68", 90917,22, 280,"ata","6", 4.10, 4.95,-0.03, 1.62,12, 3.70,  1.30000000,  1.18571429, 28.00000000, 47.00000000,"carlos-eduardo","Carlos Eduardo","C. Eduardo","Carlos Eduardo Ferreira de Souza","https://s.glbimg.com/es/sde/f/2022/05/05/c4c02d0045ff435fdce407dd07835bb9_FORMATO.png","Bragantino", 1, 2, 9,10, 1, 4,13,NA,NA, 2, 20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69", 94067,22, 293,"mei","6", 2.90, 3.99,-0.04, 1.90,11, 2.67,  1.42500000,  2.15714286, 54.00000000, 21.00000000,"matheus-fernandes","Matheus Fernandes","M. Fernandes","Matheus Fernandes Siqueira","https://s.glbimg.com/es/sde/f/2022/02/21/fff1205202cd53cd50d841891d140360_FORMATO.png","Athlético-PR",NA, 2,17,10, 4, 1, 4,NA,NA,NA, 22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",105672,22, 293,"zag","7", 5.80, 4.81, 0.85, 2.86,13, 4.98,  2.50000000,  3.05714286, 76.00000000, 95.00000000,"nicolas-hernandez","Nicolás Hernández","N. Hernández","Nicolás Hernández Rodríguez","https://s.glbimg.com/es/sde/f/2022/02/21/8e49df153cf9037db1aa09cd34feb7e9_FORMATO.png","Athlético-PR",NA, 2,21, 8,NA,NA, 2,NA,NA,NA, 47,NA,NA,NA,NA, 4,NA,NA,NA,NA
"71", 94444,22, 293,"ata","6", 0.00, 3.19, 0.00, 0.07, 6, 1.84,NA,NA,  8.00000000,  0.00000000,"matheus-babi","Matheus Babi","M. Babi","Matheus Barcelos da Silva","https://s.glbimg.com/es/sde/f/2021/04/13/e9ee464f547f7e719b4c1eab498a8478_FORMATO.png","Athlético-PR",NA, 1,NA, 6,NA, 2, 4,NA,NA, 1,  3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",102253,22, 290,"zag","6", 0.00, 3.33, 0.00, 2.92, 4, 0.86,NA,NA,NA,NA,"lucas-halter","Lucas Halter","L. Halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2022/08/02/9cc3cba8dbd74e03b0471fdcd2c66414_FORMATO.png","Goiás",NA, 1, 3, 4,NA, 1, 1,NA,NA,NA, 10,NA,NA,NA,NA, 2,NA,NA,NA,NA
"73", 60795,22, 373,"gol","7", 9.00, 4.68, 0.74, 7.25, 2, 7.59,  0.00000000,  9.00000000,100.00000000,101.00000000,"renan","Renan","Renan","Renan dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/78210d6f3d7ee04d9e4cfdfdc910c757_FORMATO.png","Atlético-GO",NA, 1,NA,NA,NA,NA, 1,NA,NA,NA,NA,11,NA, 1,NA, 1,NA,NA,NA,NA
"74", 97133,22, 373,"lat","7", 8.50, 7.58, 0.92, 3.18, 9, 7.40,NA,NA,NA,NA,"dudu","Dudu","Dudu","Luís Eduardo Marques dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/b0bce50f61a2478463da6058f9be7677_FORMATO.png","Atlético-GO", 1, 1,19, 8,NA, 4, 6,NA,NA, 2, 68,NA,NA,NA,NA, 1,NA,NA,NA,NA
"75", 95220,22, 373,"lat","7", 6.90, 4.85, 1.26, 1.99,22, 5.84,NA,NA,NA,NA,"jefferson","Jefferson","Jefferson","Jefferson Junio Antônio da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/80467cde6b46e7d96a9fc9fa200520fa_FORMATO.png","Atlético-GO", 1, 2,18,20, 2, 9,16,NA, 1,NA,155,NA,NA,NA,NA, 3,NA,NA,NA,NA
"76",104502,22, 293,"mei","5", 0.00, 3.75, 0.00, 1.82, 6, 2.44,NA,NA, 59.00000000,  0.00000000,"christian","Christian","Christian","Christian Roberto Alves Cardoso","https://s.glbimg.com/es/sde/f/2021/05/02/6a1bc3f98b5ff453ba48dffaa44386ab_FORMATO.png","Athlético-PR",NA, 3,10,15, 1, 3, 3, 1,NA, 2, 15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",101594,22, 293,"mei","7", 0.00, 7.07, 0.00, 3.44,15, 3.15,  3.45000000,  3.42857143, 79.00000000,  0.00000000,"hugo-moura","Hugo Moura","H. Moura","Hugo Moura Arruda da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/267f14bd41575e2b58bcb3d6ba014a46_FORMATO.png","Athlético-PR",NA, 4,40,24, 5, 5,16,NA, 1, 1, 71,NA,NA,NA, 1,NA, 1,NA,NA,NA
"78",102301,22, 293,"mei","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"bruno-leite","Bruno Leite","B. Leite","Bruno da Silva Costa Leite","https://s.glbimg.com/es/sde/f/2021/05/02/ec03227352d407507044b7dc5b7ab340_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79", 86143,22, 373,"zag","7", 5.00, 3.01, 0.86, 0.99,13, 4.23,NA,NA,NA,NA,"wanderson","Wanderson","Wanderson","Wanderson Santos Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/e4318c57015f1d5169d4e83fc7af4813_FORMATO.png","Atlético-GO",NA,NA, 5,11,NA, 2, 4,NA,NA,NA, 34,NA,NA,NA,NA, 2,NA,NA,NA,NA
"80", 99440,22, 373,"mei","7",-0.50, 6.50,-1.11, 3.19,18, 0.15,NA,NA,NA,NA,"baralhas","Baralhas","Baralhas","Gabriel Baralhas dos Santos","https://s.glbimg.com/es/sde/f/2022/03/03/23016221adbd611a74993ecdc84843f5_FORMATO.png","Atlético-GO", 1, 7,37,24, 4,10,11, 1, 1,NA, 61,NA,NA,NA, 1,NA,NA,NA,NA,NA
"81",101077,22, 286,"tec","7", 0.80, 5.36,-0.18, 3.02,15, 1.17,NA,NA,NA,NA,"umberto-louzer","Umberto Louzer","U. Louzer","Umberto Lourenço Louzer Filho","https://s.glbimg.com/es/sde/f/2021/04/15/6b25bcef84ca2ca67c4b19b4e5356ca3_FORMATO.png","Juventude",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82", 91101,22, 373,"gol","5", 0.00, 4.93, 0.00, 2.78,18,-0.48,  1.94444444,  3.63333333, 82.00000000,  0.00000000,"ronaldo","Ronaldo","Ronaldo","Ronaldo de Oliveira Strada","https://s.glbimg.com/es/sde/f/2022/03/03/cb6155829f59a86db540d1bc5bd52fa7_FORMATO.png","Atlético-GO",NA, 1, 1,NA,NA,NA, 2,NA,NA,NA,NA,66,NA,27,NA, 2,NA,NA,NA,NA
"83", 68698,22, 314,"mei","7", 3.80, 7.80,-0.01, 3.70,18, 3.60,NA,NA,NA,NA,"bruno-silva","Bruno Silva","B. Silva","Bruno César Pereira da Silva","https://s.glbimg.com/es/sde/f/2022/02/23/7c8012647193d72e2db7ad4e887df99f_FORMATO.png","Avaí",NA, 6,68,45, 1, 6,26,NA,NA, 1,114,NA,NA,NA,NA,NA, 1,NA,NA,NA
"84", 82766,22, 373,"mei","7", 6.40,11.58,-0.37, 5.38,21, 5.94,NA,NA,NA,NA,"wellington-rato","Wellington Rato","W. Rato","Wellington Soares da Silva","https://s.glbimg.com/es/sde/f/2022/03/03/f1c021275405991e817f4277af535a6a_FORMATO.png","Atlético-GO", 1, 1,20,18,16,25,35, 3, 5, 4,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85", 69040,22, 314,"gol","7", 1.00, 3.70,-0.03, 2.36,11, 1.09,  2.00000000,  2.60000000, 76.00000000,102.00000000,"vladimir","Vladimir","Vladimir","Vladimir Orlando Cardoso de Araújo Filho","https://s.glbimg.com/es/sde/f/2022/02/21/e22d32eba9a08cd74e7a00236a0e70b1_FORMATO.png","Avaí",NA, 2,NA,NA,NA,NA, 2,NA,NA,NA,NA,35,NA,18,NA, 2,NA,NA,NA,NA
"86", 77544,22, 373,"mei","2", 0.40, 5.59, 0.16, 3.09,18, 0.69,  2.74444444,  3.45555556, 71.00000000, 36.00000000,"jorginho","Jorginho","Jorginho","Jorge de Moura Xavier","https://s.glbimg.com/es/sde/f/2022/03/03/5e1a8b5625036eb3729fbae6272ea055_FORMATO.png","Atlético-GO",NA, 6,21,11, 3,16,22, 2, 3, 5,170,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87", 86629,22, 373,"lat","6", 0.00, 2.81, 0.00, 0.87,12, 0.42,  0.81428571,  0.94000000, 28.00000000,  0.00000000,"arthur-henrique","Arthur Henrique","A. Henrique","Arthur Henrique Peixoto Santos","https://s.glbimg.com/es/sde/f/2022/03/03/ac8a8dbf454accfda9793bed640e7799_FORMATO.png","Atlético-GO",NA,NA, 9, 6,NA,NA, 4,NA,NA,NA, 26,NA,NA,NA,NA, 1, 1,NA,NA,NA
"88",106823,22, 293,"zag","6", 0.00, 1.86, 0.00,-0.90, 1, 1.48,NA,NA,NA,NA,"lucas-fasson","Lucas Fasson","L. Fasson","Lucas Fasson dos Santos","https://s.glbimg.com/es/sde/f/2021/08/16/b28f3118f886b751eccec717db71b3ab_FORMATO.png","Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",101798,22, 354,"mei","7", 5.60, 3.84, 0.60, 1.20, 6, 4.82,  1.60000000, -0.75000000, 53.00000000,106.00000000,"guilherme-castilho","Guilherme Castilho","G. Castilho","Guilherme Castilho Carvalho","https://s.glbimg.com/es/sde/f/2022/08/02/844e36a5e930dd313402265a86bfdf2c_FORMATO.png","Ceará",NA, 1, 7, 6, 1, 2, 4,NA,NA,NA, 32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",108422,22, 263,"ata","7",-0.40,11.57,-0.44, 4.78,20, 0.49,NA,NA,NA,NA,"erison","Erison","Erison","Erison Danilo de Souza","https://s.glbimg.com/es/sde/f/2022/02/21/abf055dfab291f251335494fc009a2c0_FORMATO.png","Botafogo", 1, 2,10,30,14,14,24,NA, 7,13, 51,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91", 38877,22, 282,"lat","7", 7.80, 8.84, 1.06, 5.01,13, 6.89,  4.32000000,  5.45000000, 76.00000000, 95.00000000,"mariano","Mariano","Mariano","Mariano Ferreira Filho","https://s.glbimg.com/es/sde/f/2022/07/15/c04eede8e289c2e2a9d0b82097512fdc_FORMATO.png","Atlético-MG", 1, 5,34,11,NA,NA, 6,NA,NA,NA,103,NA,NA,NA,NA, 7,NA,NA,NA,NA
"92", 97520,22, 373,"mei","6", 0.00, 3.50, 0.00, 0.80,16, 3.36,  0.45000000,  1.13750000, 47.00000000,  0.00000000,"shaylon","Shaylon","Shaylon","Shaylon Kallyson Cardoso","https://s.glbimg.com/es/sde/f/2022/03/03/613cc4607b07db0edb4d019f37550ecc_FORMATO.png","Atlético-GO",NA, 2, 9, 7, 3,10, 3,NA,NA, 1, 70,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93", 88087,22, 373,"zag","5", 0.00, 3.94, 0.00, 1.48,14, 1.86,NA,NA, 77.00000000,  0.00000000,"ramon-menezes","Ramon Menezes","R. Menezes","Ramon Menezes Roma","https://s.glbimg.com/es/sde/f/2022/03/03/addba459fcb5f0a6de801f763b1f8375_FORMATO.png","Atlético-GO",NA, 2, 9,10, 3, 2,NA, 1,NA,NA, 33,NA,NA,NA,NA, 2,NA,NA,NA,NA
"94", 72079,22, 314,"lat","7", 1.20, 6.23, 0.10, 1.93,20, 1.43,  2.16363636,  1.62222222, 83.00000000,102.00000000,"bruno-cortez","Bruno Cortez","B. Cortez","Bruno Cortês Barbosa","https://s.glbimg.com/es/sde/f/2022/02/23/da8da8af4eaf5969bda304828d27ac27_FORMATO.png","Avaí",NA, 6,27,16, 2, 2,20,NA,NA, 1,170,NA,NA,NA,NA, 4,NA,NA,NA,NA
"95",104660,22, 263,"ata","6", 0.00, 4.41, 0.00, 3.58,15, 0.18,  2.12500000,  5.31428571, 44.00000000,  0.00000000,"vinicius-lopes","Vinícius Lopes","V. Lopes","Vinícius Lopes da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/e057d0f0bf956c78607ac32d4d8597e4_FORMATO.png","Botafogo",NA, 3,25,18, 1, 7,26,NA, 2, 3, 35,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",102597,22, 263,"lat","6", 0.00, 2.38, 0.00, 0.60, 1, 2.75,NA,NA, 49.00000000,  0.00000000,"jonathan-silva","Jonathan Silva","J. Silva","Jonathan Silva Vieira","https://s.glbimg.com/es/sde/f/2022/02/21/6e4a3c5ef09ca42e9212c2aabf9392ed_FORMATO.png","Botafogo",NA,NA, 1, 1,NA,NA,NA,NA,NA,NA,  3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97", 68727,22, 282,"lat","6", 0.00, 5.40, 0.00, 3.00, 2, 4.94,  0.00000000,  0.40000000, 42.00000000,  0.00000000,"dodo","Dodô","Dodô","José Rodolfo Pires Ribeiro","https://s.glbimg.com/es/sde/f/2022/07/15/609e318b14a5b18020808dc34efd5bfa_FORMATO.png","Atlético-MG",NA,NA, 4,NA, 1,NA, 1,NA,NA,NA,  5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",106107,22, 373,"ata","6", 0.00, 5.33, 0.00, 3.10,19, 1.68,  3.94000000,  2.03333333, 43.00000000,  0.00000000,"airton","Airton","Airton","Airton Moisés Santos Sousa","https://s.glbimg.com/es/sde/f/2022/03/03/8bedf67e65f96c1ee15936a016347f09_FORMATO.png","Atlético-GO", 2, 1,21,16, 6, 9,13,NA, 2,NA, 75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99", 86686,22, 263,"mei","7",-0.40, 3.71,-0.16, 1.24,14,-0.01,  0.58888889,  2.38000000, 75.00000000,101.00000000,"tche-tche","Tchê Tchê","T. Tchê","Danilo das Neves Pinheiro","https://s.glbimg.com/es/sde/f/2022/04/14/0837ace715e5ba9dc6b7efa8744ddb15_FORMATO.png","Botafogo",NA, 1,12,20, 3, 5,17,NA,NA,NA, 61,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",106083,22, 263,"mei","5", 0.00, 4.00, 0.00, 0.00, 0, 4.74,NA,NA,NA,NA,"breno","Breno","Breno","Breno Washington Rodrigues da Silva","https://s.glbimg.com/es/sde/f/2022/02/21/596fd08d478ed48cf966b741b09f289e_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",106681,22, 373,"ata","6", 2.00, 5.87, 0.30, 2.14,19, 2.02,  1.87500000,  2.31818182, 45.00000000, 20.00000000,"leo-pereira","Léo Pereira","L. Pereira","Leonardo Augusto dos Santos Pereira","https://s.glbimg.com/es/sde/f/2022/03/03/b6e2734629454f1ee92d354283343741_FORMATO.png","Atlético-GO", 1, 6,22,24, 5, 5,18, 1, 1, 2, 75,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102", 52253,22, 282,"zag","6", 0.00, 5.11, 0.00, 2.95, 8, 5.07,NA,NA, 41.00000000,  0.00000000,"rever","Réver","Réver","Réver Humberto Alves Araújo","https://s.glbimg.com/es/sde/f/2022/07/15/b06d278a85eebe19ce060b1d34ef2b64_FORMATO.png","Atlético-MG",NA, 1, 7, 4,NA, 1, 2,NA, 1,NA, 24,NA,NA,NA,NA, 2,NA,NA,NA,NA
"103", 68928,22, 282,"gol","6", 0.00, 5.00, 0.00, 0.00, 0, 5.99,NA,NA,NA,NA,"rafael","Rafael","Rafael","Rafael Pires Monteiro","https://s.glbimg.com/es/sde/f/2022/07/15/5f41e2711750955ef1b92db4d8efe3ae_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104", 70666,22,1371,"zag","7", 4.40, 7.64,-0.14, 3.40,20, 4.08,  2.86666667,  3.35454545, 84.00000000,101.00000000,"marllon","Marllon","Marllon","Marllon Gonçalves Jerônimo Borges","https://s.glbimg.com/es/sde/f/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png","Cuiabá",NA, 2,37,15, 3, 8, 8,NA,NA, 1, 76,NA,NA,NA, 1, 5,NA,NA,NA,NA
"105",104383,22, 282,"gol","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"matheus-mendes","Matheus Mendes","M. Mendes","Matheus Mendes Werneck de Oliveira","https://s.glbimg.com/es/sde/f/2022/07/15/c9abfa6a774d0cdbedb60b4f5d385524_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",103706,22, 282,"mei","6", 0.00, 1.00, 0.00, 0.00, 0, 0.99,NA,NA,NA,NA,"neto","Neto","Neto","Antônio Fialho de Carvalho Neto","https://s.glbimg.com/es/sde/f/2022/07/15/9b9b740b77ea9d769449355001908e78_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107", 38225,22, 314,"ata","6", 0.80, 9.26, 0.13, 3.96,16, 1.31,  6.15555556,  1.28571429, 48.00000000, 16.00000000,"muriqui","Muriqui","Muriqui","Luiz Guilherme da Conceição Silva","https://s.glbimg.com/es/sde/f/2022/02/24/4df18fe9d1a25d570f6c5f99adc76327_FORMATO.png","Avaí", 1, 2,13,13, 1, 6,26, 1, 4, 6, 57,NA,NA,NA,NA,NA,NA,NA, 1,NA
"108",109114,22, 263,"ata","6", 1.80, 3.94, 0.03, 0.92,17, 1.78,  1.31111111,  0.28750000, 27.00000000, 66.00000000,"matheus-nascimento","Matheus Nascimento","M. Nascimento","Matheus Nascimento de Paula","https://s.glbimg.com/es/sde/f/2022/02/21/e418df52ba2f53e2edcd3d07b685533c_FORMATO.png","Botafogo",NA, 1, 7,11, 5, 4, 8,NA,NA, 1, 26,NA,NA,NA,NA,NA,NA,NA, 1,NA
"109", 89493,22, 282,"zag","6", 0.00, 7.50, 0.00, 6.65, 7,13.18,  4.65000000,  3.86666667, 66.00000000,  0.00000000,"igor-rabello","Igor Rabello","I. Rabello","Igor Rabello da Costa","https://s.glbimg.com/es/sde/f/2022/07/15/2609f439079631b8b5b1affd471b8813_FORMATO.png","Atlético-MG", 1, 1,20, 7, 1, 2, 3,NA, 1,NA, 16,NA,NA,NA,NA, 2,NA,NA,NA,NA
"110", 96652,22, 282,"mei","7", 1.90, 4.31, 0.31, 1.89,18, 1.86,  2.26000000,  1.48750000, 71.00000000, 95.00000000,"allan","Allan","Allan","Allan Rodrigues de Souza","https://s.glbimg.com/es/sde/f/2022/07/15/9d08742f2ed78c483fb890fcb2a8602e_FORMATO.png","Atlético-MG",NA, 5,34,29, 7, 6,14,NA,NA,NA,121,NA,NA,NA, 1,NA,NA,NA,NA,NA
"111",107898,22, 282,"ata","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"felipe-felicio","Felipe Felício","F. Felício","Felipe Felício Silva Reis","https://s.glbimg.com/es/sde/f/2022/07/15/4f6c8cec8a2cbc0adb60d17bffa0eab4_FORMATO.png","Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112", 99430,22, 373,"gol","6", 0.00, 2.06, 0.00, 0.50, 2, 2.01,NA,NA, 98.00000000,  0.00000000,"diego-loureiro","Diego Loureiro","D. Loureiro","Diego Terra Loureiro","https://s.glbimg.com/es/sde/f/2022/08/16/0d6ff68525592d2d97d4cedb5317c66b_FORMATO.png","Atlético-GO",NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA, 4,NA, 2,NA,NA,NA,NA,NA,NA
"113",104401,22, 286,"zag","5", 0.00, 4.37, 0.00, 3.97, 8, 2.17,NA,NA, 97.00000000,  0.00000000,"vitor-mendes","Vitor Mendes","V. Mendes","Vitor Mendes Alves","https://s.glbimg.com/es/sde/f/2022/04/13/e5945941323ae30dc69b5ecb9ea3cfda_FORMATO.png","Juventude",NA, 3,18, 7,NA, 6, 9,NA, 1,NA, 30,NA,NA,NA, 1, 1, 1,NA,NA,NA
"114",107516,22, 263,"mei","6", 0.00, 2.00, 0.00, 0.00, 0, 2.24,NA,NA,NA,NA,"enio","Ênio","Ênio","Sebastião Ênio Santos de Almeida","https://s.glbimg.com/es/sde/f/2022/02/21/ecd7af7a3462266c90eb1a66567aa95a_FORMATO.png","Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",101314,22, 282,"ata","7", 1.60,10.23,-0.17, 3.00,19, 2.09,  3.54444444,  2.52000000, 46.00000000, 17.00000000,"ademir","Ademir","Ademir","Ademir da Silva Santos Júnior","https://s.glbimg.com/es/sde/f/2022/07/15/bcc9ab9fbdafb24cad6b5c34a3a4e9a7_FORMATO.png","Atlético-MG", 1, 3,15,14, 5,10,35, 2, 1, 9, 43,NA,NA,NA,NA,NA,NA,NA, 1,NA
"116",109668,22, 263,"lat","7", 0.00, 6.10, 0.00, 3.46,14, 3.40,  3.46666667,  3.45000000, 55.00000000,  0.00000000,"hugo","Hugo","Hugo","Hugo Gonçalves Ferreira Neto","https://s.glbimg.com/es/sde/f/2022/02/21/55a04cd7d976a348bbe092c252b13d06_FORMATO.png","Botafogo",NA, 2,29,14, 2, 4,11,NA, 1,NA,113,NA,NA,NA,NA, 3, 1,NA,NA,NA
"117", 73533,22, 314,"gol","6", 0.00, 1.98, 0.00,-1.00, 0, 5.56,NA,NA,NA,NA,"gledson","Glédson","Glédson","Glédson Ribeiro dos Santos","https://s.glbimg.com/es/sde/f/2022/02/21/bc56106b0fb8c7ecaadd679cfb316662_FORMATO.png","Avaí",NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",109461,22, 282,"mei","6", 0.00, 2.32, 0.00, 1.73, 7, 1.10,NA,NA,  7.00000000,  0.00000000,"calebe","Calebe","Calebe","Calebe Gonçalves Ferreira da Silva","https://s.glbimg.com/es/sde/f/2022/07/15/e69dad49448e6f72e73ce364b1459be9_FORMATO.png","Atlético-MG",NA, 1, 7, 2, 2,NA, 7,NA,NA,NA,  6,NA,NA,NA,NA,NA,NA,NA,NA,NA
