,atletas.nome,atletas.jogos_num,atletas.foto,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.clube.id.full.name,atletas.variacao_num,atletas.atleta_id,atletas.pontos_num,atletas.apelido_abreviado,atletas.posicao_id,atletas.status_id,atletas.preco_num,atletas.media_num,atletas.entrou_em_campo,atletas.slug,atletas.apelido,atletas.clube_id,DS,FF,FS,CA,FC,FD,DE,GS,SG,V,A,FT,I,G,GC,PS,CV,PC,PP,DP,PI
275,Mateus da Silva Vital Assumpção,25,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,,31,Cruzeiro,0.0,93108,0.8,M. Vital,4,6,6.08,2.33,True,mateus-vital,Mateus Vital,283,18.0,16.0,19.0,,14.0,9.0,,,,,1.0,1.0,1.0,,,,,,,,
276,Rafael António Figueiredo Ramos,0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,,31,Corinthians,0.0,93236,0.0,R. Ramos,2,6,4.0,0.0,False,rafael-ramos,Rafael Ramos,264,,,,,,,,,,,,,,,,,,,,,
277,Lucas Veríssimo da Silva,9,https://s.sde.globo.com/media/person_role/2023/08/18/photo_FORMATO_LvuX4b4.png,,31,Corinthians,0.58,93368,5.0,L. Veríssimo,3,7,8.83,3.48,True,lucas-verissimo,Lucas Veríssimo,264,9.0,5.0,2.0,3.0,12.0,2.0,,,4.0,,,,3.0,,,,,,,,
278,João Othávio Basso,12,https://s.sde.globo.com/media/person_role/2023/07/31/photo_FORMATO_tUHU2kX.png,,31,Santos,0.0,93372,0.0,J. Basso,3,5,3.3,1.56,False,joao-basso,João Basso,277,17.0,4.0,6.0,1.0,13.0,,,,,,,,,,1.0,,,,,,
279,Wanderson Maciel Sousa Campos,26,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,,31,Internacional,0.59,93478,3.9,Wanderson,5,7,11.09,3.83,True,wanderson,Wanderson,285,22.0,10.0,21.0,3.0,19.0,9.0,,,,,2.0,1.0,1.0,5.0,,,,,,,
280,Martín Nicolás Benítez,15,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_AwXLo9s.png,,31,América-MG,-1.98,93550,2.1,Benítez,4,7,7.57,6.0,True,benitez,Benítez,327,11.0,13.0,35.0,3.0,12.0,5.0,,,,,4.0,2.0,4.0,3.0,,,,,,,
281,Gabriel de Souza Inocêncio,17,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,,31,Santos,0.0,93702,0.0,G. Inocêncio,2,6,6.51,3.79,False,gabriel-inocencio,Gabriel Inocêncio,277,33.0,3.0,11.0,2.0,27.0,2.0,,,5.0,,,,1.0,,,,,,,,
282,Paulo Henrique de Oliveira Alves,9,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,,31,Vasco,0.56,93716,7.3,P. Henrique,2,7,4.28,4.34,True,paulo-henrique,Paulo Henrique,267,15.0,,3.0,2.0,7.0,3.0,,,4.0,,,,,,,,,,,,
283,Andrey Ramos do Nascimento,19,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_19c678V.png,,31,Coritiba,-0.08,93787,0.5,Andrey,4,6,3.34,1.61,True,andrey,Andrey,294,15.0,6.0,11.0,4.0,17.0,4.0,,,,,,,1.0,1.0,,,,1.0,,,
284,Marlon Rodrigues Freitas,29,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,,31,Botafogo,-0.35,93790,-0.3,M. Freitas,4,3,4.88,2.08,True,marlon-freitas,Marlon Freitas,263,36.0,17.0,7.0,3.0,22.0,4.0,,,,,1.0,1.0,,,1.0,,,,,,
285,Daniel Sampaio Simões,14,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO_VrP7OOs.png,,31,Fluminense,0.0,93791,0.0,Daniel,4,6,2.44,1.09,False,daniel,Daniel,266,7.0,2.0,10.0,1.0,4.0,2.0,,,,,,,,,,,,,,,
286,Márcio Almeida de Oliveira,11,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_yHYf7Ec.png,,31,América-MG,0.0,93797,0.0,Marcinho,2,5,3.08,1.51,False,marcinho,Marcinho,327,17.0,2.0,1.0,4.0,14.0,2.0,,,,,,,,,,,,,,,
287,Keiller da Silva Nunes,10,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,,31,Internacional,0.0,93834,0.0,Keiller,1,6,4.07,2.25,False,keiller,Keiller,285,,,1.0,2.0,,,28.0,15.0,1.0,,,,,,,,,1.0,,1.0,
288,Cleiton Schwengber,24,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,,31,Bragantino,1.42,93882,8.0,Cleiton,1,7,7.69,4.77,True,cleiton,Cleiton,280,,,5.0,5.0,1.0,,70.0,18.0,13.0,,,,,,,,1.0,,,,
289,Matheus Leonardo Sales Cardoso,7,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_XPWRxHa.png,,31,América-MG,0.0,93886,0.0,Matheusinho,4,5,3.69,1.95,False,matheusinho,Matheusinho,327,4.0,2.0,7.0,,3.0,4.0,,,,,,,1.0,,,,,,,,
290,Breno Henrique Vasconcelos Lopes,24,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,,31,Palmeiras,-0.6,93988,0.0,B. Lopes,5,7,4.69,3.83,True,breno-lopes,Breno Lopes,275,5.0,6.0,33.0,1.0,10.0,14.0,,,,,3.0,2.0,10.0,4.0,,,,,,,
291,Matías Nicolás Rojas Romero,11,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_mjtT9lV.png,,31,Corinthians,0.47,94007,2.4,M. Rojas,4,6,4.92,1.35,True,matias-rojas,Matías Rojas,264,6.0,5.0,4.0,1.0,7.0,4.0,,,,,,,,,,,,,,,
292,Matheus Fernandes Siqueira,26,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,,31,Bragantino,-0.31,94067,2.1,M. Fernandes,4,7,11.97,4.98,True,matheus-fernandes,Matheus Fernandes,280,83.0,6.0,24.0,5.0,41.0,6.0,,,,,3.0,,,1.0,,,,,,,
293,Maycon de Andrade Barberan,25,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png,,31,Corinthians,0.45,94154,4.1,Maycon,4,7,5.45,2.82,True,maycon,Maycon,264,33.0,8.0,6.0,3.0,21.0,7.0,,,,,2.0,,2.0,2.0,,,1.0,,,,
294,Guilherme Augusto Vieira dos Santos,22,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_DlyxisL.png,,31,Fortaleza,0.0,94207,0.0,Guilherme,5,7,6.0,2.49,False,guilherme,Guilherme,356,20.0,6.0,22.0,3.0,12.0,9.0,,,,,1.0,2.0,3.0,,,,,,,,
295,Matheus Barcelos da Silva,12,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_a5PwXy3.png,,31,Goiás,-1.43,94444,3.7,M. Babi,5,7,6.11,4.08,True,matheus-babi,Matheus Babi,290,4.0,6.0,14.0,3.0,13.0,4.0,,,,,,1.0,5.0,4.0,,,,,,,
296,Raphael Cavalcante Veiga,24,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png,,31,Palmeiras,-0.11,94509,8.1,R. Veiga,4,7,18.22,6.79,True,raphael-veiga,Raphael Veiga,275,17.0,26.0,45.0,5.0,28.0,14.0,,,,,6.0,2.0,4.0,8.0,,,,,1.0,,
297,Lucas da Cruz Oliveira,14,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wQCfXVb.png,,31,Cruzeiro,0.0,94514,0.0,Oliveira,3,6,7.91,3.66,False,oliveira,Oliveira,283,17.0,2.0,13.0,2.0,8.0,,,,5.0,,,,,1.0,,,2.0,,,,
298,Pedro Guilherme Abreu dos Santos,26,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,,31,Flamengo,1.66,94583,10.4,Pedro,5,7,13.0,4.11,True,pedro,Pedro,262,11.0,16.0,14.0,,14.0,11.0,,,,,,,2.0,8.0,,1.0,,,,,
299,Jhegson Sebastián Méndez Carabalí,7,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,,31,São Paulo,0.0,94786,0.0,J. Méndez,4,6,3.56,1.54,False,jhegson-mendez,Jhegson Méndez,276,11.0,,2.0,1.0,8.0,,,,,,,,,,,,,,,,
300,Esteban Rodrigo Burgos,3,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_gq3lBQk.png,,31,América-MG,0.0,94836,0.0,Burgos,3,6,0.93,-1.26,False,burgos,Burgos,327,2.0,,,2.0,4.0,,,,,,,,,,,,1.0,,,,
301,Rodrigo Andrés Battaglia,22,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,,31,Atlético-MG,0.0,94845,0.0,Battaglia,4,5,4.21,1.41,False,battaglia,Battaglia,282,22.0,10.0,22.0,6.0,40.0,3.0,,,,,,,1.0,,,,,,,,
302,Eduardo Germán Coudet,26,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO.png,,31,Internacional,0.07,94853,4.16,E. Coudet,6,7,11.22,4.84,True,eduardo-coudet,Eduardo Coudet,285,,,,,,,,,,9.0,,,,,,,,,,,
303,Lucas Fernandes da Silva,12,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png,,31,Botafogo,0.0,94931,0.0,L. Fernandes,4,6,3.68,1.32,False,lucas-fernandes,Lucas Fernandes,263,2.0,7.0,9.0,1.0,16.0,5.0,,,,,,1.0,,,,,,,,,
304,Luis Antônio da Rocha Júnior,26,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,,31,Bragantino,0.79,94968,8.0,J. Capixaba,2,7,12.38,6.98,True,juninho-capixaba,Juninho Capixaba,280,61.0,9.0,46.0,9.0,50.0,11.0,,,13.0,,1.0,1.0,3.0,2.0,,,,,,,
305,Nicolas Vichiatto da Silva,10,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_KYFS4lB.png,,31,América-MG,0.0,95127,0.0,Nicolas,2,6,3.33,2.55,False,nicolas,Nicolas,327,8.0,1.0,4.0,1.0,8.0,3.0,,,,,1.0,,1.0,1.0,,,,,,,
306,Jefferson Junio Antônio da Silva,0,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_D7r1d1E.png,,31,Vasco,0.0,95220,0.0,Jefferson,2,6,4.0,0.0,False,jefferson,Jefferson,267,,,,,,,,,,,,,,,,,,,,,
307,Igor Vinícius de Souza,0,https://s.sde.globo.com/media/person_role/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png,,31,São Paulo,0.0,95466,0.0,I. Vinícius,2,5,6.0,0.0,False,igor-vinicius,Igor Vinícius,276,,,,,,,,,,,,,,,,,,,,,
308,Raniele Almeida Melo,27,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,,31,Cuiabá,-0.84,95556,-1.6,Raniele,4,3,11.63,5.19,True,raniele,Raniele,1371,62.0,18.0,50.0,9.0,29.0,11.0,,,,,1.0,1.0,1.0,3.0,,,,1.0,,,
309,Marcelo da Conceição Benevenuto Malaquias,11,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kkUky0K.png,,31,Fortaleza,0.23,95638,2.9,M. Benevenuto,3,6,5.14,1.85,True,marcelo-benevenuto,Marcelo Benevenuto,356,10.0,3.0,8.0,3.0,13.0,,,,2.0,,,,1.0,,,,,1.0,,,
310,Lucas Kal Schenfeld Progioli,14,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_mautx9E.png,,31,América-MG,0.0,95662,0.0,L. Kal,4,6,2.06,0.35,False,lucas-kal,Lucas Kal,327,8.0,1.0,1.0,3.0,14.0,1.0,,,,,,,,,,,,,,,
311,José Ricardo Mannarino,7,https://s.sde.globo.com/media/person_role/2023/09/05/photo_220x220_ToHlnNY.png,,31,Cruzeiro,-1.05,95780,2.4,Z. Ricardo,6,7,10.81,4.89,True,ze-ricardo,Zé Ricardo,283,,,,,,,,,,3.0,,,,,,,,,,,
312,Artur Victor Guimarães,26,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,,31,Palmeiras,-0.62,95799,-1.0,Artur,5,6,10.29,4.45,False,artur,Artur,275,16.0,15.0,34.0,2.0,10.0,12.0,,,,,2.0,3.0,8.0,5.0,,,,,,,
313,Tobias Pereira Figueiredo,4,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO_kRGPxC0.png,,31,Fortaleza,0.03,95878,1.4,T. Figueiredo,3,6,3.24,1.1,True,tobias-figueiredo,Tobias Figueiredo,356,5.0,2.0,2.0,,4.0,,,,,,,,,,1.0,,,,,,
314,Luiz Filipe da Rosa Machado - Felipe,28,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png,,31,Cruzeiro,0.06,96089,1.2,Machado,4,7,6.19,2.66,True,machado,Machado,283,29.0,9.0,17.0,3.0,24.0,7.0,,,,,3.0,1.0,1.0,1.0,,,,,,,
315,Vinicius Moreira de Lima,28,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_bCG6s7k.png,,31,Fluminense,0.0,96340,0.0,Lima,4,6,11.52,4.59,False,lima,Lima,266,28.0,14.0,63.0,6.0,27.0,9.0,,,,,1.0,1.0,4.0,6.0,,,,,,,
316,Matheus Fellipe Costa Pereira,6,https://s.sde.globo.com/media/person_role/2023/07/24/photo_FORMATO_MgA1agq.png,,31,Cruzeiro,-0.04,96610,1.7,M. Pereira,4,7,4.83,1.57,True,matheus-pereira,Matheus Pereira,283,4.0,1.0,6.0,,5.0,2.0,,,,,,,1.0,,,,,,,,
317,Allan Rodrigues de Souza,8,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO.png,,31,Flamengo,0.0,96652,0.0,Allan,4,6,6.59,2.1,False,allan,Allan,262,11.0,1.0,8.0,,8.0,1.0,,,,,,,,,,,,,,,
318,Fabricio Tomás Bustos Sein,22,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png,,31,Internacional,-0.01,96678,2.6,Bustos,2,7,8.27,5.26,True,bustos,Bustos,285,41.0,5.0,22.0,3.0,28.0,3.0,,,6.0,,1.0,,,3.0,,,,,,,
319,Renzo Saravia,21,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,,31,Atlético-MG,-0.52,96725,6.1,Saravia,2,7,7.68,4.06,True,saravia,Saravia,282,31.0,5.0,35.0,8.0,36.0,2.0,,,7.0,,2.0,,1.0,,,1.0,1.0,,,,
320,Eduard Andrés Atuesta Velasco,0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_haNtwOK.png,,31,Palmeiras,0.0,96754,0.0,Atuesta,4,6,5.0,0.0,False,atuesta,Atuesta,275,,,,,,,,,,,,,,,,,,,,,
321,Arthur Gomes Lourenço,12,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_4DHfVWg.png,,31,Cruzeiro,-1.05,96966,0.8,A. Gomes,5,7,6.62,3.87,True,arthur-gomes,Arthur Gomes,283,11.0,6.0,15.0,1.0,16.0,5.0,,,,,1.0,,2.0,2.0,,,,,,,
322,Jony Alexander González Copete,11,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_YMuPeb5.png,,31,Fluminense,0.0,97080,0.0,Y. González,5,6,3.47,1.15,False,yony-gonzalez,Yony González,266,6.0,3.0,,1.0,6.0,1.0,,,,,1.0,,3.0,,,,,,,,
323,Luís Eduardo Marques dos Santos,7,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_G2DFY9I.png,,31,Fortaleza,-0.5,97133,1.2,Dudu,2,6,4.42,2.74,True,dudu,Dudu,356,12.0,1.0,,1.0,4.0,1.0,,,1.0,,,,,,,,,,,,
324,Mathías Adalberto Villasanti Rolón,23,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png,,31,Grêmio,1.49,97145,12.3,Villasanti,4,7,9.21,5.55,True,villasanti,Villasanti,284,62.0,3.0,26.0,5.0,37.0,6.0,,,,,3.0,1.0,1.0,4.0,,,1.0,,,,
325,Dalbert Henrique Chagas Estevão,6,https://s.sde.globo.com/media/person_role/2023/09/06/photo_FORMATO_uXyVm0t.png,,31,Internacional,-0.14,97173,-0.1,Dalbert,2,2,5.17,0.93,True,dalbert,Dalbert,285,4.0,2.0,4.0,,6.0,,,,,,,,,,,,,1.0,,,
326,Alesson dos Santos Batista,21,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png,,31,Goiás,-0.14,97321,0.0,Alesson,5,6,3.07,1.82,True,alesson,Alesson,290,11.0,6.0,8.0,2.0,10.0,1.0,,,,,1.0,,10.0,2.0,,,,,,,
327,Rogério Ceni,8,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,,31,Bahia,0.0,97341,0.0,R. Ceni,6,7,7.95,5.19,False,rogerio-ceni,Rogério Ceni,265,,,,,,,,,,4.0,,,,,,,,,,,
328,Gustavo Henric da Silva,7,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_odfm6XT.png,,31,Corinthians,0.0,97450,0.0,G. Mosquito,5,6,3.98,2.03,False,gustavo-mosquito,Gustavo Mosquito,264,3.0,,6.0,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,
329,Joriwinnyson Santos dos Anjos Rodrigues,4,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ftqlpIg.png,,31,América-MG,0.03,97453,2.0,Jori,1,7,2.67,2.13,True,jori,Jori,327,,,1.0,,,,18.0,9.0,,,,,,,,,,1.0,,,
330,Fernando Marçal de Oliveira,18,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,,31,Botafogo,0.7,97468,5.1,Marçal,2,7,10.02,4.42,True,marcal,Marçal,263,26.0,6.0,15.0,7.0,34.0,1.0,,,8.0,,3.0,,,,,,1.0,,,,
331,Murilo Cerqueira Paim,19,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_gy90S45.png,,31,Palmeiras,1.1,97653,12.9,Murilo,3,3,11.25,4.94,True,murilo,Murilo,275,23.0,2.0,10.0,3.0,23.0,3.0,,,8.0,,1.0,,1.0,3.0,,,1.0,,,,
332,Reynaldo César Moraes,5,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_va9qDnW.png,,31,Coritiba,0.0,97768,0.0,Reynaldo,3,6,2.81,1.78,False,reynaldo,Reynaldo,294,2.0,,2.0,2.0,5.0,,,,2.0,,,,,,,,,1.0,,,
333,Leonardo Rech Ortiz,13,https://s.sde.globo.com/media/person_role/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png,,31,Bragantino,1.32,97867,8.6,L. Ortiz,3,7,8.59,4.38,True,leo-ortiz,Léo Ortiz,280,16.0,1.0,5.0,2.0,8.0,4.0,,,7.0,,,1.0,,,1.0,,,1.0,,,
334,Matheus Bahia Santos,12,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_qXFqFQp.png,,31,Bahia,0.0,97899,0.0,M. Bahia,2,6,4.61,3.58,False,matheus-bahia,Matheus Bahia,265,13.0,4.0,6.0,2.0,10.0,1.0,,,5.0,,,,1.0,,,,,,,,
335,Vitor Eduardo da Silva Matos,22,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png,,31,Internacional,0.0,97900,0.0,Vitão,3,7,4.54,2.19,False,vitao,Vitão,285,20.0,2.0,6.0,5.0,14.0,3.0,,,5.0,,,1.0,,,,,1.0,,,,
336,Luís Felipe Oyama,5,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_GSUk6aP.png,,31,Goiás,0.0,97908,0.0,L. Oyama,4,6,4.22,1.92,False,luis-oyama,Luís Oyama,290,7.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,
337,Jhonata Varela da Silva,0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_v7Qo23i.png,,31,Grêmio,0.0,97993,0.0,J. Varela,4,5,3.0,0.0,False,jhonata-varela,Jhonata Varela,284,,,,,,,,,,,,,,,,,,,,,
338,Erick Luis Conrado de Carvalho,26,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png,,31,Athlético-PR,-0.03,98022,2.5,Erick,4,7,7.8,4.69,True,erick,Erick,293,38.0,26.0,20.0,4.0,35.0,10.0,,,,,2.0,2.0,1.0,4.0,,,,,,,
339,Bartolomeu Jacinto Quissanga,1,https://s.sde.globo.com/media/person_role/2023/08/29/photo_220x220.png,,31,Botafogo,0.0,98280,0.0,Bastos,3,7,2.54,1.4,False,bastos,Bastos,263,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,
340,Carlos Sebastián Ferreira Vidal,9,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_FJlmVCp.png,,31,Vasco,0.44,98433,3.5,S. Ferreira,5,6,4.85,1.48,True,sebastian-ferreira,Sebastián Ferreira,267,4.0,2.0,14.0,2.0,7.0,1.0,,,,,,1.0,1.0,,,,,,,,
341,Victor Hugo Soares dos Santos,25,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png,,31,Bahia,0.0,98484,0.0,Kanu,3,3,5.32,3.1,False,kanu,Kanu,265,29.0,5.0,35.0,5.0,30.0,1.0,,,7.0,,,,2.0,1.0,1.0,,2.0,,,,
342,Vinícius Teodoro Barreta Melo,0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_MHv5nkR.png,,31,Cuiabá,0.0,98496,0.0,V. Barreta,1,6,1.0,0.0,False,vinicius-barreta,Vinícius Barreta,1371,,,,,,,,,,,,,,,,,,,,,
343,Jean Lucas de Souza Oliveira,14,https://s.sde.globo.com/media/person_role/2023/07/16/photo_FORMATO_l9ELyne.png,,31,Santos,1.38,98517,7.7,J. Lucas,4,7,8.34,3.71,True,jean-lucas,Jean Lucas,277,13.0,15.0,32.0,3.0,24.0,3.0,,,,,3.0,1.0,,,1.0,,,,,,
344,Leonel Di Placido,27,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png,,31,Botafogo,-0.53,98605,0.9,D. Placido,2,7,10.63,6.02,True,di-placido,Di Placido,263,68.0,5.0,11.0,5.0,25.0,2.0,,,12.0,,3.0,,1.0,1.0,,,,1.0,,,
345,Benjamín Kuščević Jaramillo,20,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_8oUGttY.png,,31,Coritiba,0.0,98619,0.0,Kuscevic,3,6,4.37,3.08,False,kuscevic,Kuscevic,294,28.0,7.0,9.0,6.0,24.0,,,,3.0,,,,,2.0,,,,,,,
346,Pedro Victor Delmino da Silva,12,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,,31,Atlético-MG,-0.08,98706,0.0,Pedrinho,4,6,3.79,1.83,True,pedrinho,Pedrinho,282,5.0,3.0,11.0,1.0,11.0,2.0,,,,,2.0,,,,,,,,,,
347,Tomás Esteban Cuello,25,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png,,31,Athlético-PR,-0.27,98909,2.4,Cuello,5,3,5.29,3.64,True,cuello,Cuello,293,37.0,14.0,43.0,3.0,26.0,8.0,,,,,3.0,,3.0,,,,,,,,
348,Gabriel Neves Perdomo,17,https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,,31,São Paulo,0.0,98976,0.0,Gabriel,4,6,3.68,1.85,False,gabriel,Gabriel,276,26.0,,1.0,5.0,10.0,,,,,,,,,1.0,,,,,,,
349,Lucas Braga Ribeiro,20,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jbahd9z.png,,31,Santos,-0.75,99119,-2.9,L. Braga,5,3,2.88,1.45,True,lucas-braga,Lucas Braga,277,15.0,5.0,30.0,3.0,16.0,,,,,,,1.0,4.0,,,,1.0,,,,
350,Pablo Vegetti,13,https://s.sde.globo.com/media/person_role/2023/08/18/photo_FORMATO_IaVP7Hz.png,,31,Vasco,0.0,99198,0.0,Vegetti,5,7,15.74,8.68,False,vegetti,Vegetti,267,8.0,17.0,22.0,1.0,17.0,13.0,,,,,1.0,1.0,10.0,8.0,,1.0,1.0,,,,
351,José Luis Rodríguez Bebanz,26,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png,,31,Vasco,0.74,99213,6.2,P. Rodríguez,2,6,7.75,3.55,True,puma-rodriguez,Puma Rodríguez,267,43.0,14.0,9.0,2.0,16.0,11.0,,,4.0,,,,3.0,,,,,1.0,,,
352,Rodrigo Fernández Cedrés,25,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,,31,Santos,-0.34,99214,-2.2,R. Fernández,4,2,3.71,1.32,True,rodrigo-fernandez,Rodrigo Fernández,277,32.0,7.0,15.0,10.0,54.0,2.0,,,,,,,,1.0,,,1.0,,,,
353,Tomás Pochettino,28,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png,,31,Fortaleza,-0.66,99267,-0.3,Pochettino,4,7,6.95,3.39,True,pochettino,Pochettino,356,25.0,14.0,16.0,1.0,15.0,16.0,,,,,2.0,2.0,1.0,2.0,,,,,,,
354,Everton Morelli Casimiro,26,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png,,31,Goiás,0.48,99412,5.5,Morelli,4,7,6.99,3.62,True,morelli,Morelli,290,49.0,12.0,53.0,4.0,48.0,2.0,,,,,,,3.0,2.0,,,,1.0,,,
355,Agustín Daniel Rossi,7,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_OdhLvyM.png,,31,Flamengo,0.32,99552,1.0,Rossi,1,7,6.43,5.35,True,rossi,Rossi,262,,,1.0,1.0,,,24.0,6.0,4.0,,,,,,,,,,,,
356,Paulo Vitor Fernandes Pereira,7,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_7vqcMIx.png,,31,Cruzeiro,0.0,99588,0.0,P. Vitor,5,6,2.22,0.69,False,paulo-vitor,Paulo Vitor,283,2.0,,3.0,,1.0,1.0,,,,,,,,,,,,,,,
357,Jhon Adolfo Arias Andrade,24,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,,31,Fluminense,0.0,99815,0.0,Arias,4,6,10.64,5.66,False,arias,Arias,266,35.0,10.0,60.0,4.0,32.0,14.0,,,,,3.0,,7.0,5.0,,1.0,1.0,,,,
358,Paulo Henrique Sampaio Filho,29,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,,31,Atlético-MG,-0.08,99818,16.0,Paulinho,5,7,15.29,7.79,True,paulinho,Paulinho,282,43.0,17.0,19.0,1.0,16.0,25.0,,,,,1.0,1.0,8.0,15.0,,,,,,,
359,Alan Javier Franco,11,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,,31,São Paulo,0.0,99889,0.0,A. Franco,3,6,4.6,2.97,False,alan-franco,Alan Franco,276,12.0,4.0,3.0,3.0,8.0,,,,3.0,,1.0,,,,,,,1.0,,,
