,atletas.posicao_id,atletas.foto,atletas.status_id,atletas.apelido_abreviado,atletas.clube_id,atletas.jogos_num,atletas.atleta_id,atletas.pontos_num,atletas.rodada_id,atletas.slug,atletas.media_num,atletas.apelido,atletas.nome,atletas.preco_num,atletas.clube.id.full.name,atletas.variacao_num,atletas.minimo_para_valorizar,A,CA,DS,FC,FD,FF,FS,FT,G,I,SG,CV,PC,PS,DE,GS,PP,DP,GC,V
260,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_kVhXG72.png,6,B. Viana,294,10,92291,-1.0,16,bruno-viana,1.01,Bruno Viana,Bruno Viana Willemen da Silva,2.27,Coritiba,-0.51,,,4.0,13.0,12.0,,2.0,1.0,,,,,,,,,,,,,
261,4,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,5,Raul,280,0,92496,0.0,16,raul,0.0,Raul,Raul Lô Gonçalves,5.0,Bragantino,0.0,,,,,,,,,,,,,,,,,,,,,
262,5,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,7,Deyverson,1371,15,92708,-1.3,16,deyverson,4.71,Deyverson,Deyverson Brum Silva Acosta,6.6,Cuiabá,-1.27,,,4.0,4.0,16.0,5.0,9.0,26.0,2.0,6.0,15.0,,,,,,,1.0,,,
263,5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,7,B. Rodrigues,283,16,92811,4.8,16,bruno-rodrigues,5.94,Bruno Rodrigues,Bruno Rafael Rodrigues do Nascimento,12.8,Cruzeiro,0.19,,2.0,2.0,17.0,13.0,12.0,21.0,33.0,1.0,3.0,11.0,,,,1.0,,,1.0,,,
264,2,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO.png,6,Palacios,283,1,92855,0.0,16,palacios,5.6,Palacios,Helibelton Palacios Zapata,4.18,Cruzeiro,0.0,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,
265,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,7,M. Vital,283,14,93108,3.0,16,mateus-vital,2.9,Mateus Vital,Mateus da Silva Vital Assumpção,6.63,Cruzeiro,0.03,,1.0,,10.0,8.0,7.0,9.0,15.0,1.0,,1.0,,,,,,,,,,
266,2,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,5,R. Ramos,264,0,93236,0.0,16,rafael-ramos,0.0,Rafael Ramos,Rafael António Figueiredo Ramos,4.0,Corinthians,0.0,,,,,,,,,,,,,,,,,,,,,
267,5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,7,Wanderson,285,14,93478,6.4,16,wanderson,4.34,Wanderson,Wanderson Maciel Sousa Campos,11.74,Internacional,0.93,,2.0,,11.0,8.0,4.0,4.0,16.0,,3.0,,,,,,,,,,,
268,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wkFNeGE.png,7,Benítez,327,7,93550,-0.8,16,benitez,4.19,Benítez,Martín Nicolás Benítez,6.24,América-MG,-1.46,,1.0,2.0,8.0,8.0,2.0,5.0,20.0,1.0,,3.0,,,,,,,,,,
269,2,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,6,G. Inocêncio,277,13,93702,1.2,16,gabriel-inocencio,4.5,Gabriel Inocêncio,Gabriel de Souza Inocêncio,6.79,Santos,0.17,,,2.0,28.0,22.0,2.0,3.0,8.0,,,1.0,5.0,,,,,,,,,
270,2,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,6,P. Henrique,267,3,93716,0.0,16,paulo-henrique,2.37,Paulo Henrique,Paulo Henrique de Oliveira Alves,3.49,Vasco,0.0,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,
271,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qIjSxtN.png,7,Andrey,294,10,93787,2.0,16,andrey,1.1,Andrey,Andrey Ramos do Nascimento,3.31,Coritiba,0.28,,,3.0,7.0,10.0,3.0,4.0,6.0,,,1.0,,,1.0,,,,,,,
272,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,7,M. Freitas,263,15,93790,2.3,16,marlon-freitas,2.51,Marlon Freitas,Marlon Rodrigues Freitas,5.19,Botafogo,-0.24,,1.0,,19.0,12.0,4.0,9.0,3.0,,,,,,,,,,,,,
273,4,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO_VrP7OOs.png,6,Daniel,266,6,93791,1.4,16,daniel,0.72,Daniel,Daniel Sampaio Simões,2.58,Fluminense,0.08,,,,2.0,1.0,1.0,,2.0,,,,,,,,,,,,,
274,2,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO_awVXJNb.png,6,Marcinho,327,10,93797,0.0,16,marcinho,1.42,Marcinho,Márcio Almeida de Oliveira,2.83,América-MG,0.0,,,4.0,15.0,14.0,2.0,2.0,1.0,,,,,,,,,,,,,
275,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,6,Keiller,285,6,93834,0.0,16,keiller,2.08,Keiller,Keiller da Silva Nunes,5.08,Internacional,0.0,,,,,,,,1.0,,,,,,,,16.0,11.0,,1.0,,
276,1,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,7,Cleiton,280,11,93882,10.0,16,cleiton,4.56,Cleiton,Cleiton Schwengber,6.72,Bragantino,1.69,,,3.0,,1.0,,,1.0,,,,6.0,1.0,,,31.0,8.0,,,,
277,4,https://s.sde.globo.com/media/person_role/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png,6,Matheusinho,327,5,93886,4.4,16,matheusinho,2.8,Matheusinho,Matheus Leonardo Sales Cardoso,4.43,América-MG,0.57,,,,4.0,2.0,4.0,2.0,7.0,,,1.0,,,,,,,,,,
278,5,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,6,B. Lopes,275,10,93988,12.7,16,breno-lopes,3.37,Breno Lopes,Breno Henrique Vasconcelos Lopes,5.28,Palmeiras,2.19,,3.0,1.0,1.0,1.0,3.0,,9.0,1.0,1.0,3.0,,,,,,,,,,
279,4,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_mjtT9lV.png,2,M. Rojas,264,1,94007,0.5,16,matias-rojas,0.5,Matías Rojas,Matías Nicolás Rojas Romero,5.93,Corinthians,-2.07,,,,,,,,1.0,,,,,,,,,,,,,
280,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_u4LssT8.png,6,J. Victor,285,9,94044,0.0,16,john-victor,5.78,John Victor,John Victor Maciel Furtado,8.29,Internacional,0.0,,,1.0,,,,,2.0,,,,5.0,,,,32.0,5.0,,,,
281,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,7,M. Fernandes,280,15,94067,3.5,16,matheus-fernandes,5.61,Matheus Fernandes,Matheus Fernandes Siqueira,12.28,Bragantino,-0.91,,2.0,3.0,51.0,27.0,4.0,6.0,13.0,,1.0,,,,,,,,,,,
282,4,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png,2,Maycon,264,13,94154,0.0,16,maycon,1.81,Maycon,Maycon de Andrade Barberan,3.9,Corinthians,-0.55,,,1.0,16.0,8.0,2.0,5.0,3.0,,,2.0,,,,,,,,,,
283,5,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_DlyxisL.png,6,Guilherme,356,12,94207,1.6,16,guilherme,2.63,Guilherme,Guilherme Augusto Vieira dos Santos,5.99,Fortaleza,-0.25,,1.0,2.0,5.0,8.0,7.0,4.0,15.0,2.0,,3.0,,,,,,,,,,
284,4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_qwUFc0E.png,6,D. Belmonte,327,0,94263,0.0,16,dada-belmonte,0.0,Dadá Belmonte,Adaílson Freire Pereira da Silva,7.0,América-MG,0.0,,,,,,,,,,,,,,,,,,,,,
285,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png,7,R. Veiga,275,11,94509,10.9,16,raphael-veiga,7.55,Raphael Veiga,Raphael Cavalcante Veiga,18.43,Palmeiras,1.26,,2.0,3.0,9.0,17.0,8.0,11.0,26.0,1.0,5.0,1.0,,,,,,,1.0,,,
286,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wQCfXVb.png,7,Oliveira,283,13,94514,4.6,16,oliveira,3.77,Oliveira,Lucas da Cruz Oliveira,8.55,Cruzeiro,-0.58,,,2.0,16.0,7.0,,1.0,12.0,,1.0,,5.0,2.0,,,,,,,,
287,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,6,Pedro,262,13,94583,0.5,16,pedro,3.74,Pedro,Pedro Guilherme Abreu dos Santos,11.47,Flamengo,-0.5,,,,4.0,5.0,5.0,5.0,5.0,,4.0,2.0,,,,1.0,,,,,,
288,4,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,6,J. Méndez,276,6,94786,0.0,16,jhegson-mendez,1.8,Jhegson Méndez,Jhegson Sebastián Méndez Carabalí,4.01,São Paulo,0.0,,,1.0,11.0,8.0,,,2.0,,,,,,,,,,,,,
289,4,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,7,Battaglia,282,13,94845,5.3,16,battaglia,1.71,Battaglia,Rodrigo Andrés Battaglia,5.17,Atlético-MG,0.66,,,3.0,12.0,21.0,3.0,7.0,16.0,,,1.0,,,,,,,,,,
290,6,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO.png,7,E. Coudet,285,11,94853,6.26,16,eduardo-coudet,5.85,Eduardo Coudet,Eduardo Germán Coudet,11.11,Internacional,-0.28,,,,,,,,,,,,,,,,,,,,,5.0
291,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png,6,L. Fernandes,263,9,94931,0.5,16,lucas-fernandes,0.94,Lucas Fernandes,Lucas Fernandes da Silva,2.6,Botafogo,-0.28,,,1.0,2.0,13.0,3.0,6.0,5.0,,,,,,,,,,,,,
292,2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,7,J. Capixaba,280,15,94968,7.8,16,juninho-capixaba,6.97,Juninho Capixaba,Luis Antônio da Rocha Júnior,11.26,Bragantino,0.34,,1.0,4.0,35.0,22.0,6.0,6.0,15.0,1.0,2.0,3.0,6.0,,,,,,,,,
293,2,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_tTV7wrP.png,7,Nicolas,327,3,95127,3.3,16,nicolas,0.9,Nicolas,Nicolas Vichiatto da Silva,3.15,América-MG,0.13,,,,3.0,3.0,,,,,,,,,,,,,,,,
294,2,https://s.sde.globo.com/media/person_role/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png,5,I. Vinícius,276,0,95466,0.0,16,igor-vinicius,0.0,Igor Vinícius,Igor Vinícius de Souza,6.0,São Paulo,0.0,,,,,,,,,,,,,,,,,,,,,
295,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,7,Raniele,1371,15,95556,7.6,16,raniele,5.14,Raniele,Raniele Almeida Melo,12.58,Cuiabá,0.72,,,3.0,39.0,13.0,7.0,11.0,26.0,,1.0,1.0,,,1.0,,,,,,,
296,3,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kkUky0K.png,7,M. Benevenuto,356,5,95638,-1.3,16,marcelo-benevenuto,0.72,Marcelo Benevenuto,Marcelo da Conceição Benevenuto Malaquias,4.62,Fortaleza,-0.07,,,2.0,,7.0,,1.0,4.0,,,1.0,1.0,,,,,,,,,
297,4,https://s.sde.globo.com/media/person_role/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png,3,L. Kal,327,11,95662,0.0,16,lucas-kal,0.45,Lucas Kal,Lucas Kal Schenfeld Progioli,2.11,América-MG,0.0,,,3.0,7.0,10.0,1.0,1.0,1.0,,,,,,,,,,,,,
298,5,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,7,Artur,275,15,95799,1.5,16,artur,5.8,Artur,Artur Victor Guimarães,11.11,Palmeiras,-0.28,,1.0,1.0,13.0,8.0,7.0,11.0,24.0,3.0,4.0,3.0,,,,,,,,,,
299,3,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO_kRGPxC0.png,6,T. Figueiredo,356,0,95878,0.0,16,tobias-figueiredo,0.0,Tobias Figueiredo,Tobias Pereira Figueiredo,5.0,Fortaleza,0.0,,,,,,,,,,,,,,,,,,,,,
300,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png,7,Machado,283,16,96089,3.2,16,machado,3.51,Machado,Luiz Filipe da Rosa Machado - Felipe,6.72,Cruzeiro,0.35,,3.0,1.0,16.0,14.0,7.0,6.0,12.0,,1.0,,,,,,,,,,,
301,4,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_bCG6s7k.png,7,Lima,266,16,96340,2.7,16,lima,5.09,Lima,Vinicius Moreira de Lima,11.49,Fluminense,0.42,,1.0,2.0,19.0,20.0,6.0,7.0,44.0,1.0,3.0,3.0,,,,,,,,,,
302,4,https://s.sde.globo.com/media/person_role/2023/07/24/photo_FORMATO_MgA1agq.png,6,M. Pereira,283,0,96610,0.0,16,matheus-pereira,0.0,Matheus Pereira,Matheus Fellipe Costa Pereira,7.0,Cruzeiro,0.0,,,,,,,,,,,,,,,,,,,,,
303,4,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO.png,7,Allan,262,2,96652,2.1,16,allan,0.85,Allan,Allan Rodrigues de Souza,6.71,Flamengo,0.36,,,,1.0,5.0,,,4.0,,,,,,,,,,,,,
304,2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png,7,Bustos,285,11,96678,7.1,16,bustos,4.84,Bustos,Fabricio Tomás Bustos Sein,7.91,Internacional,0.01,,,1.0,18.0,11.0,2.0,3.0,12.0,,,,5.0,,,,,,,,,
305,2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9Q6Ch0T.png,6,Saravia,282,10,96725,-0.1,16,saravia,3.07,Saravia,Renzo Saravia,5.99,Atlético-MG,-0.9,,,4.0,14.0,16.0,1.0,3.0,14.0,,,,3.0,1.0,,,,,,,,
306,4,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_haNtwOK.png,5,Atuesta,275,0,96754,0.0,16,atuesta,0.0,Atuesta,Eduard Andrés Atuesta Velasco,5.0,Palmeiras,0.0,,,,,,,,,,,,,,,,,,,,,
307,5,https://s.sde.globo.com/media/person_role/2023/07/15/photo_220x220_4DHfVWg.png,6,A. Gomes,283,0,96966,0.0,16,arthur-gomes,0.0,Arthur Gomes,Arthur Gomes Lourenço,5.0,Cruzeiro,0.0,,,,,,,,,,,,,,,,,,,,,
308,5,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_YMuPeb5.png,6,Y. González,266,1,97080,0.0,16,yony-gonzalez,0.0,Yony González,Jony Alexander González Copete,3.6,Fluminense,-1.4,,,,,,,,,,,,,,,,,,,,,
309,2,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_G2DFY9I.png,6,Dudu,356,2,97133,0.0,16,dudu,4.45,Dudu,Luís Eduardo Marques dos Santos,4.75,Fortaleza,0.0,,,,3.0,3.0,1.0,,,,,,1.0,,,,,,,,,
310,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png,6,Villasanti,284,11,97145,0.0,16,villasanti,6.35,Villasanti,Mathías Adalberto Villasanti Rolón,7.27,Grêmio,0.0,,1.0,2.0,26.0,19.0,5.0,3.0,12.0,1.0,3.0,,,,,,,,,,,
311,5,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png,6,Alesson,290,10,97321,0.0,16,alesson,1.67,Alesson,Alesson dos Santos Batista,2.87,Goiás,0.0,,,2.0,6.0,4.0,1.0,2.0,5.0,,1.0,7.0,,,,,,,,,,
312,5,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_odfm6XT.png,5,G. Mosquito,264,0,97450,0.0,16,gustavo-mosquito,0.0,Gustavo Mosquito,Gustavo Henric da Silva,5.0,Corinthians,0.0,,,,,,,,,,,,,,,,,,,,,
313,1,https://s.sde.globo.com/media/person_role/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png,6,Jori,327,0,97453,0.0,16,jori,0.0,Jori,Joriwinnyson Santos dos Anjos Rodrigues,3.0,América-MG,0.0,,,,,,,,,,,,,,,,,,,,,
314,2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,7,Marçal,263,8,97468,5.8,16,marcal,6.35,Marçal,Fernando Marçal de Oliveira,10.42,Botafogo,-0.05,,1.0,5.0,18.0,13.0,1.0,3.0,9.0,,,,5.0,,,,,,,,,
315,3,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_gy90S45.png,7,Murilo,275,7,97653,1.7,16,murilo,2.97,Murilo,Murilo Cerqueira Paim,8.61,Palmeiras,-0.5,,,1.0,7.0,9.0,1.0,,4.0,,1.0,1.0,1.0,,,,,,,,,
316,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9F3djKI.png,6,Reynaldo,283,2,97768,0.0,16,reynaldo,4.7,Reynaldo,Reynaldo César Moraes,4.14,Cruzeiro,0.0,,,,,2.0,,,,,,,2.0,,,,,,,,,
317,3,https://s.sde.globo.com/media/person_role/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png,6,L. Ortiz,280,1,97867,7.9,16,leo-ortiz,7.9,Léo Ortiz,Leonardo Rech Ortiz,7.9,Bragantino,-1.1,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,
318,2,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_qXFqFQp.png,7,M. Bahia,265,5,97899,8.2,16,matheus-bahia,3.02,Matheus Bahia,Matheus Bahia Santos,4.74,Bahia,1.38,,,1.0,5.0,6.0,,,4.0,,,1.0,2.0,,,,,,,,,
319,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png,3,Vitão,285,12,97900,0.0,16,vitao,2.77,Vitão,Vitor Eduardo da Silva Matos,5.74,Internacional,0.0,,,3.0,10.0,4.0,3.0,1.0,2.0,,,,4.0,,,,,,,,,
320,4,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_GSUk6aP.png,6,L. Oyama,290,2,97908,0.0,16,luis-oyama,2.25,Luís Oyama,Luís Felipe Oyama,5.19,Goiás,0.0,,,1.0,4.0,1.0,,,2.0,,,,,,,,,,,,,
321,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_v7Qo23i.png,5,J. Varela,284,0,97993,0.0,16,jhonata-varela,0.0,Jhonata Varela,Jhonata Varela da Silva,3.0,Grêmio,0.0,,,,,,,,,,,,,,,,,,,,,
322,4,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png,7,Erick,293,13,98022,5.1,16,erick,5.04,Erick,Erick Luis Conrado de Carvalho,7.5,Athlético-PR,-0.42,,1.0,3.0,21.0,21.0,7.0,14.0,12.0,1.0,2.0,1.0,,,,,,,,,,
323,3,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png,7,Kanu,265,14,98484,6.4,16,kanu,3.11,Kanu,Victor Hugo Soares dos Santos,6.0,Bahia,0.76,,,3.0,19.0,16.0,1.0,3.0,16.0,,,1.0,4.0,1.0,,,,,,,,
324,1,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_MHv5nkR.png,6,V. Barreta,1371,0,98496,0.0,16,vinicius-barreta,0.0,Vinícius Barreta,Vinícius Teodoro Barreta Melo,1.0,Cuiabá,0.0,,,,,,,,,,,,,,,,,,,,,
325,4,https://s.sde.globo.com/media/person_role/2023/07/16/photo_220x220_l9ELyne.png,7,J. Lucas,277,1,98517,4.9,16,jean-lucas,4.9,Jean Lucas,Jean Lucas de Souza Oliveira,6.68,Santos,-0.32,,1.0,1.0,,2.0,,,3.0,,,,,,,,,,,,,
326,2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png,7,D. Placido,263,15,98605,2.3,16,di-placido,7.42,Di Placido,Leonel Di Placido,10.53,Botafogo,-1.95,,3.0,2.0,36.0,11.0,1.0,3.0,6.0,,1.0,1.0,9.0,,1.0,,,,,,,
327,3,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qacVCwx.png,7,Kuscevic,294,11,98619,6.4,16,kuscevic,2.57,Kuscevic,Benjamín Kuščević Jaramillo,4.53,Coritiba,0.47,,,5.0,10.0,13.0,,4.0,8.0,,1.0,,2.0,,,,,,,,,
328,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,6,Pedrinho,282,4,98706,1.2,16,pedrinho,0.65,Pedrinho,Pedro Victor Delmino da Silva,3.85,Atlético-MG,0.11,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
329,4,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO.png,6,Carabajal,267,5,98723,0.0,16,carabajal,1.82,Carabajal,Horacio Gabriel Carabajal,3.33,Vasco,-0.18,,1.0,,2.0,3.0,,2.0,2.0,,,,,,,,,,,,,
330,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png,6,Cuello,293,11,98909,0.6,16,cuello,2.38,Cuello,Tomás Esteban Cuello,3.69,Athlético-PR,-0.02,,,,12.0,12.0,5.0,5.0,11.0,,,1.0,,,,,,,,,,
331,4,https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,6,Gabriel,276,11,98976,0.0,16,gabriel,2.15,Gabriel,Gabriel Neves Perdomo,4.22,São Paulo,0.0,,,4.0,18.0,8.0,,,1.0,,1.0,,,,,,,,,,,
332,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jbahd9z.png,6,L. Braga,277,7,99119,0.0,16,lucas-braga,1.7,Lucas Braga,Lucas Braga Ribeiro,3.76,Santos,0.0,,,1.0,7.0,5.0,,1.0,11.0,,,3.0,,,,,,,,,,
333,2,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png,7,P. Rodríguez,267,14,99213,4.1,16,puma-rodriguez,4.07,Puma Rodríguez,José Luis Rodríguez Bebanz,7.33,Vasco,0.14,,,1.0,30.0,12.0,7.0,10.0,9.0,,,2.0,1.0,,,,,,,,,
334,4,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,7,R. Fernández,277,14,99214,2.4,16,rodrigo-fernandez,2.19,Rodrigo Fernández,Rodrigo Fernández Cedrés,4.86,Santos,-0.18,,,6.0,24.0,34.0,1.0,6.0,8.0,,1.0,,,,,,,,,,,
335,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png,7,Pochettino,356,16,99267,2.5,16,pochettino,3.84,Pochettino,Tomás Pochettino,7.22,Fortaleza,-0.26,,,,18.0,7.0,10.0,10.0,12.0,,2.0,1.0,,,,,,,,,,
336,4,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png,7,Morelli,290,12,99412,1.9,16,morelli,3.68,Morelli,Everton Morelli Casimiro,5.82,Goiás,-0.48,,,1.0,19.0,18.0,2.0,5.0,27.0,,1.0,2.0,,,,,,,,,,
337,1,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_OdhLvyM.png,6,Rossi,262,0,99552,0.0,16,rossi,0.0,Rossi,Agustín Daniel Rossi,7.0,Flamengo,0.0,,,,,,,,,,,,,,,,,,,,,
338,5,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_7vqcMIx.png,6,P. Vitor,283,3,99588,1.7,16,paulo-vitor,1.13,Paulo Vitor,Paulo Vitor Fernandes Pereira,2.67,Cruzeiro,0.25,,,,1.0,,1.0,,2.0,,,,,,,,,,,,,
339,4,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,7,Arias,266,13,99815,5.0,16,arias,3.92,Arias,Jhon Adolfo Arias Andrade,9.43,Fluminense,-0.12,,2.0,2.0,24.0,21.0,6.0,2.0,30.0,,,5.0,,1.0,,,,,,,,
340,5,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,7,Paulinho,282,14,99818,3.2,16,paulinho,4.97,Paulinho,Paulo Henrique Sampaio Filho,10.25,Atlético-MG,0.57,,,,19.0,11.0,14.0,7.0,8.0,,3.0,3.0,,,,,,,,,,
341,3,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,6,A. Franco,276,6,99889,0.0,16,alan-franco,2.68,Alan Franco,Alan Javier Franco,4.97,São Paulo,0.0,,,2.0,6.0,5.0,,3.0,2.0,,,,2.0,,1.0,,,,,,,
342,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,5,Zaracho,282,12,100079,0.0,16,zaracho,3.69,Zaracho,Federico Matías Javier Zaracho,7.79,Atlético-MG,0.0,,,3.0,25.0,20.0,1.0,4.0,16.0,1.0,1.0,1.0,,,,,,,,,,
343,4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,7,I. Gomes,282,11,100084,-0.1,16,igor-gomes,2.27,Igor Gomes,Igor Silveira Gomes,4.87,Atlético-MG,-0.52,,1.0,1.0,14.0,12.0,1.0,4.0,7.0,,,1.0,,,,,,,,,,
344,4,https://s.sde.globo.com/media/person_role/2023/07/14/photo_FORMATO_f71IboX.png,6,P. Augusto,356,0,100085,0.0,16,pedro-augusto,0.0,Pedro Augusto,Pedro Augusto Borges da Costa,3.0,Fortaleza,0.0,,,,,,,,,,,,,,,,,,,,,
345,5,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_ougKVvu.png,7,Pedrinho,327,2,100103,1.7,16,pedrinho,1.5,Pedrinho,Pedro Gabriel Pereira Lopes,5.22,América-MG,-0.05,,,,,1.0,,3.0,2.0,,,1.0,,,,,,,,,,
346,5,https://s.sde.globo.com/media/person_role/2022/03/18/b74931f3c55e918ca03329b4d7b0c880_220x220.png,7,P. Bóia,327,1,100333,0.8,16,paulinho-boia,0.8,Paulinho Bóia,Paulo Henrique Pereira da Silva,3.15,América-MG,-0.85,,,1.0,1.0,3.0,,,3.0,,,,,,,,,,,,,
347,3,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_N5TAr8X.png,6,L. Segovia,263,2,100453,0.0,16,luis-segovia,-0.4,Luis Segovia,Luis Geovanny Segovia Vega,2.04,Botafogo,0.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,
348,5,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_QVzSGOZ.png,7,Y. Alberto,264,15,100652,3.5,16,yuri-alberto,3.58,Yuri Alberto,Yuri Alberto Monteiro da Silva,9.31,Corinthians,-0.4,,2.0,1.0,6.0,31.0,7.0,8.0,27.0,1.0,2.0,7.0,,,,,,,,,,
