,atletas.apelido,atletas.variacao_num,atletas.clube_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.preco_num,atletas.posicao_id,atletas.media_num,atletas.atleta_id,atletas.clube.id.full.name,atletas.slug,atletas.apelido_abreviado,atletas.foto,atletas.rodada_id,atletas.nome,atletas.status_id
360,Wallisson,0,283,0,2.35,0,4,4,0,101405,Cruzeiro,wallisson,Wallisson,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_htrMBar.png,1,Wallisson Luiz Alves Máximo,6
361,Pepê,0,284,0,4.11,0,7,4,0,101573,Grêmio,pepe,Pepê,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ey2Asrl.png,1,João Pedro Vilardi Pinto,6
362,Hugo Souza,0,262,0,1.76,0,3,1,0,101574,Flamengo,hugo-souza,H. Souza,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_4hEknPp.png,1,Hugo de Souza Nogueira,6
363,Robson Bambu,0,267,0,2.35,0,4,3,0,101579,Vasco,robson-bambu,R. Bambu,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_duKaGjT.png,1,Robson Alves de Barros,6
364,Hugo Moura,0,293,0,2.93,0,5,4,0,101594,Athlético-PR,hugo-moura,H. Moura,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xmqFuth.png,1,Hugo Moura Arruda da Silva,6
365,Alex,0,277,0,1.76,0,3,3,0,101600,Santos,alex,Alex,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_cgyweD5.png,1,Alex de Oliveira Nascimento,6
366,Philippe Costa,0,290,0,1.76,0,3,5,0,101684,Goiás,philippe-costa,P. Costa,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_kiizDTZ.png,1,Philippe Almeida Costa,6
367,Felipe Jonatan,0,277,0,4.11,0,7,2,0,101708,Santos,felipe-jonatan,F. Jonatan,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4Rn0gj2.png,1,Felipe Jonatan Rocha Andrade,7
368,Alerrandro,0,280,0,4.11,0,7,5,0,101715,Bragantino,alerrandro,Alerrandro,https://s.sde.globo.com/media/person_role/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_FORMATO.png,1,Alerrandro Barra Mansa Realino de Souza,7
369,Marrony,0,266,0,2.93,0,5,5,0,101717,Fluminense,marrony,Marrony,https://s.sde.globo.com/media/person_role/2022/07/07/cf3959cd704eeabb2140114fefee94eb_FORMATO.png,1,Marrony da Silva Liberato,6
370,Miranda,0,267,0,1.76,0,3,3,0,101720,Vasco,miranda,Miranda,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_dT3P0NV.png,1,Matheus dos Santos Miranda,6
371,Matheusinho,0,290,0,1.17,0,2,4,0,101725,Goiás,matheusinho,Matheusinho,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_OKVlOLy.png,1,Matheus Santos Soares,6
372,Matheuzinho,0,262,0,3.52,0,6,2,0,101727,Flamengo,matheuzinho,Matheuzinho,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wPSt5sW.png,1,Matheus França Silva,5
373,Diego Costa,0,276,0,4.11,0,7,3,0,101728,São Paulo,diego-costa,D. Costa,https://s.sde.globo.com/media/person_role/2022/03/01/996cbc8d639a3e640cf55d5326393d6d_FORMATO.png,1,Diego Henrique Costa Barbosa,2
374,Vitinho,0,280,0,3.52,0,6,5,0,101960,Bragantino,vitinho,Vitinho,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Hob15WK.png,1,Vitor Hugo Naum dos Santos,5
375,Brítez,0,356,0,3.52,0,6,3,0,101995,Fortaleza,britez,Brítez,https://s.sde.globo.com/media/person_role/2022/07/16/933d90afd9fed6c8f8426f4c450f232e_FORMATO.png,1,Emanuel Fermín Brítez,7
376,Piquerez,0,275,0,6.45,0,11,2,0,102130,Palmeiras,piquerez,Piquerez,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_04Y9scz.png,1,Joaquín Piquerez Moreira,5
377,Vitor Eudes,0,266,0,1.17,0,2,1,0,102137,Fluminense,vitor-eudes,V. Eudes,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_5o99xOU.png,1,Vitor Eudes de Souza Costa,6
378,Lucas Halter,0,290,0,2.93,0,5,3,0,102253,Goiás,lucas-halter,L. Halter,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_DlFIoVh.png,1,Lucas Halter,7
379,Mikael,0,327,0,2.35,0,4,5,0,102299,América-MG,mikael,Mikael,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_lQhctpS.png,1,Mikael Filipe Viana,6
380,Matheus Felipe,0,293,0,1.76,0,3,3,0,102310,Athlético-PR,matheus-felipe,M. Felipe,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_e7P4JVL.png,1,Matheus Felipe Santos Nascimento,6
381,Caio Paulista,0,276,0,2.93,0,5,2,0,102318,São Paulo,caio-paulista,C. Paulista,https://s.sde.globo.com/media/person_role/2023/01/27/photo_FORMATO_rRBJfVv.png,1,Caio Fernando de Oliveira,6
382,Mastriani,0,327,0,2.35,0,4,5,0,102561,América-MG,mastriani,Mastriani,https://s.sde.globo.com/media/person_role/2022/08/10/2c133460f6f214aed522ba40302a5c33_FORMATO.png,1,Gonzalo Mathías Mastriani Borges,7
383,Helinho,0,280,0,3.52,0,6,5,0,102598,Bragantino,helinho,Helinho,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_FORMATO.png,1,Hélio Júnio Nunes de Castro,6
384,Julimar,0,293,0,1.17,0,2,5,0,102796,Athlético-PR,julimar,Julimar,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qjlY4KF.png,1,Julimar Silva Oliveira Júnior,6
385,Terans,0,293,0,10.56,0,18,4,0,102878,Athlético-PR,terans,Terans,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rzjzN6M.png,1,Miguel David Terans Pérez,7
386,Anderson,0,283,0,1.76,0,3,1,0,102906,Cruzeiro,anderson,Anderson,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Lvl4bA5.png,1,Anderson Silva da Paixão,6
387,Matheus Teixeira,0,265,0,1.17,0,2,1,0,102907,Bahia,matheus-teixeira,M. Teixeira,https://s.sde.globo.com/media/person_role/2022/04/05/ff4149be4042453395add145d010bd49_FORMATO.png,1,Matheus Henrique Teixeira,6
388,Luan,0,276,0,3.52,0,6,4,0,102909,São Paulo,luan,Luan,https://s.sde.globo.com/media/person_role/2022/03/01/6b4e62b423e7b34762e0c7f626ea5ebd_FORMATO.png,1,Luan Vinícius da Silva Santos ,2
389,Zé Ricardo,0,290,0,1.17,0,2,4,0,102911,Goiás,ze-ricardo,Z. Ricardo,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_h43zEak.png,1,José Ricardo Araújo Fernandes,7
390,Canobbio,0,293,0,2.93,0,5,5,0,102928,Athlético-PR,canobbio,Canobbio,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VXCkQFM.png,1,Agustín Canobbio Graviz,7
391,Laquintana,0,280,0,1.76,0,3,5,0,103014,Bragantino,laquintana,Laquintana,https://s.sde.globo.com/media/person_role/2023/04/04/photo_FORMATO_nThAMzX.png,1,Ignacio Jesús Laquintana Marsico,6
392,Mateus Gonçalves,0,327,0,2.35,0,4,5,0,103076,América-MG,mateus-goncalves,M. Gonçalves,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_uVg3SyA.png,1,Mateus Gonçalves Martins,6
393,Eric Ramires,0,280,0,2.35,0,4,4,0,103295,Bragantino,eric-ramires,E. Ramires,https://s.sde.globo.com/media/person_role/2022/05/05/68b240d886c54c37133d42e6dd5f8e41_FORMATO.png,1,Eric dos Santos Rodrigues,6
394,Matheus Alexandre,0,1371,0,2.93,0,5,2,0,103347,Cuiabá,matheus-alexandre,M. Alexandre,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_4eKoeL1.png,1,Matheus Alexandre Anastácio de Souza,7
395,Emmanuel Martínez,0,327,0,2.35,0,4,4,0,103388,América-MG,emmanuel-martinez,E. Martínez,https://s.sde.globo.com/media/person_role/2022/08/13/68f9c27625c8107e59119604bba5e322_FORMATO.png,1,Leandro Emmanuel Martínez,7
396,Caetano,0,264,0,1.76,0,3,3,0,103575,Corinthians,caetano,Caetano,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_72Ycs9o.png,1,João Victor Andrade Caetano,6
397,Rafael Bilu,0,283,0,1.17,0,2,5,0,103576,Cruzeiro,rafael-bilu,R. Bilu,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_L5qGZ0n.png,1,Rafael Bilu Mudesto,6
398,Marcos Paulo,0,276,0,2.93,0,5,5,0,103645,São Paulo,marcos-paulo,M. Paulo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_XopxIWU.png,1,Marcos Paulo Costa do Nascimento,6
399,Kaíque Rocha,0,293,0,2.35,0,4,3,0,103684,Athlético-PR,kaique-rocha,K. Rocha,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_TAU79Yo.png,1,Kaíque Rocha Lima,6
400,Jadsom Silva,0,280,0,2.35,0,4,4,0,103695,Bragantino,jadsom-silva,J. Silva,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_FORMATO.png,1,Jadsom Meemyas de Oliveira da Silva,7
401,Bruno Méndez,0,264,0,3.52,0,6,3,0,103700,Corinthians,bruno-mendez,B. Méndez,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_VwEvkmY.png,1,Bruno Méndez Cittadini,7
402,Gabriel Menino,0,275,0,4.69,0,8,4,0,103767,Palmeiras,gabriel-menino,G. Menino,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_a770SrF.png,1,Gabriel Vinícius Menino,7
403,Maycon,0,280,0,1.76,0,3,1,0,104017,Bragantino,maycon,Maycon,https://s.sde.globo.com/media/person_role/2022/05/05/f39fcb967a674ffddbaec227105dae4a_FORMATO.png,1,Maycon Cleiton de Paula Azevedo,6
404,João Fernando,0,263,0,1.17,0,2,1,0,104079,Botafogo,joao-fernando,J. Fernando,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5Z0375l.png,1,João Fernando Monteiro Siqueira,6
405,Carlos Miguel,0,264,0,1.17,0,2,1,0,104084,Corinthians,carlos-miguel,C. Miguel,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ucZUimL.png,1,Carlos Miguel dos Santos Pereira,6
406,Bruno Fuchs,0,282,0,2.93,0,5,3,0,104085,Atlético-MG,bruno-fuchs,B. Fuchs,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qjyhb3e.png,1,Bruno de Lara Fuchs,6
407,Ruan,0,264,0,1.17,0,2,4,0,104153,Corinthians,ruan,Ruan,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Uq9B5Kn.png,1,Ruan de Oliveira Ferreira,6
408,João Lucas,0,277,0,2.35,0,4,2,0,104257,Santos,joao-lucas,J. Lucas,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_tX8ABIy.png,1,João Lucas de Almeida Carvalho,6
409,Matheus Mendes,0,282,0,1.76,0,3,1,0,104383,Atlético-MG,matheus-mendes,M. Mendes,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,1,Matheus Mendes Werneck de Oliveira,6
410,Igor Gomes,0,285,0,1.76,0,3,3,0,104385,Internacional,igor-gomes,I. Gomes,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_I7Q1WEp.png,1,Igor Gomes Silva,7
411,Vitor Mendes,0,266,0,1.76,0,3,3,0,104401,Fluminense,vitor-mendes,V. Mendes,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_5wjDOG6.png,1,Vitor Mendes Alves,6
412,Christian,0,293,0,2.35,0,4,4,0,104502,Athlético-PR,christian,Christian,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_V2OPAxf.png,1,Christian Roberto Alves Cardoso,6
413,Vinícius Zanocelo,0,356,0,3.52,0,6,4,0,104521,Fortaleza,vinicius-zanocelo,V. Zanocelo,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_wmE19yM.png,1,Vinícius Nelson de Souza Zanocelo,6
414,Sandry,0,277,0,2.35,0,4,4,0,104580,Santos,sandry,Sandry,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_bbHXWKZ.png,1,Sandry Roberto Santos Goes,6
415,Fabrício,0,280,0,0.59,0,1,1,0,104588,Bragantino,fabricio,Fabrício,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AAId2Kq.png,1,Fabrício Oliveira de Souza,6
416,Darlan,0,284,0,2.35,0,4,4,0,104593,Grêmio,darlan,Darlan,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NzyHepN.png,1,Darlan Pereira Mendes,6
417,Moisés,0,356,0,4.11,0,7,5,0,104666,Fortaleza,moises,Moisés,https://s.sde.globo.com/media/person_role/2022/05/12/f14daa299b1fbfb010af7e0468342ccd_FORMATO.png,1,Moisés Vieira da Veiga,7
418,Juan Vojvoda,0,356,0,5.86,0,10,6,0,104754,Fortaleza,juan-vojvoda,J. Vojvoda,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,1,Juan Pablo Vojvoda Rizzo,7
419,Acevedo,0,265,0,2.35,0,4,4,0,104783,Bahia,acevedo,Acevedo,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_YfjCr6b.png,1,Nicolás Brian Acevedo Tabárez,7
420,Luis Henrique,0,263,0,2.35,0,4,5,0,105049,Botafogo,luis-henrique,L. Henrique,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XMfC6C1.png,1,Luis Henrique Tomaz de Lima,6
421,Fabrício Daniel,0,294,0,2.35,0,4,5,0,105171,Coritiba,fabricio-daniel,F. Daniel,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_6f5bwYY.png,1,Fabrício Daniel de Souza,6
422,Khellven,0,293,0,5.28,0,9,2,0,105175,Athlético-PR,khellven,Khellven,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7lRpDNN.png,1,Khellven Douglas Silva Oliveira,7
423,Bento,0,293,0,6.45,0,11,1,0,105208,Athlético-PR,bento,Bento,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_7ROEp8B.png,1,Bento Matheus Krepski,7
424,De Lucca,0,267,0,1.76,0,3,4,0,105294,Vasco,de-lucca,D. Lucca,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_J73ZkrF.png,1,Patrick de Lucca Chaves de Oliveira,5
425,Ferraresi,0,276,0,3.52,0,6,3,0,105300,São Paulo,ferraresi,Ferraresi,https://s.sde.globo.com/media/person_role/2022/08/13/a5301263d96806640ddf67cec70f99e7_FORMATO.png,1,Nahuel Adolfo Ferraresi Hernández,5
426,Gabriel Xavier,0,265,0,1.76,0,3,3,0,105373,Bahia,gabriel-xavier,G. Xavier,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0UPMoSl.png,1,Gabriel Lheman Xavier,7
427,Trindade,0,294,0,2.35,0,4,4,0,105433,Coritiba,trindade,Trindade,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_IfD8fQ4.png,1,Jesús Emiliano Trindade Flores,6
428,Matheus Bidu,0,264,0,2.35,0,4,2,0,105531,Corinthians,matheus-bidu,M. Bidu,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_cNTyg24.png,1,Matheus Lima Beltrão Oliveira Valin,6
429,Davó,0,283,0,1.76,0,3,5,0,105533,Cruzeiro,davo,Davó,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Y26zRnV.png,1,Matheus Alvarenga de Oliveira,6
430,Rikelme,0,1371,0,0.59,0,1,5,0,105547,Cuiabá,rikelme,Rikelme,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_FfgJEdr.png,1,Rikelme Hernandes Amorim Rocha,6
431,Riquelme,0,267,0,1.76,0,3,2,0,105566,Vasco,riquelme,Riquelme,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_smA6Xym.png,1,Riquelme Carvalho Araújo Viana,6
432,Lucero,0,356,0,4.11,0,7,5,0,105568,Fortaleza,lucero,Lucero,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iV2gJyv.png,1,Juan Martín Lucero,7
433,Lucas Piton,0,267,0,4.69,0,8,2,0,105584,Vasco,lucas-piton,L. Piton,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_71dywWV.png,1,Lucas Piton Crivellaro,7
434,Roni,0,264,0,1.76,0,3,4,0,105585,Corinthians,roni,Roni,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_efGU5wq.png,1,Roni Medeiros de Moura,2
435,Maurício,0,285,0,4.11,0,7,4,0,105647,Internacional,mauricio,Maurício,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_7KIwg4E.png,1,Maurício Magalhães Prado,2
436,Nicolás Hernández,0,285,0,2.35,0,4,3,0,105672,Internacional,nicolas-hernandez,N. Hernández,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,1,Nicolás Hernández Rodríguez,6
437,Rafael Navarro,0,275,0,2.35,0,4,5,0,105770,Palmeiras,rafael-navarro,R. Navarro,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_D5UD7xu.png,1,Rafael Navarro Leal,6
438,Wesley,0,283,0,3.52,0,6,5,0,105811,Cruzeiro,wesley,Wesley,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,1,Wesley Ribeiro Silva,6
439,Edu,0,290,0,1.76,0,3,3,0,105842,Goiás,edu,Edu,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ufnVqJV.png,1,Lucas Eduardo Ribeiro de Souza,6
440,Ivonei,0,277,0,1.17,0,2,4,0,105899,Santos,ivonei,Ivonei,https://s.sde.globo.com/media/person_role/2022/03/03/caea9218ffe2f27f406b20009a39c25e_FORMATO.png,1,Ivonei Júnior da Silva Rabelo,2
441,Zé Gabriel,0,267,0,1.76,0,3,4,0,105902,Vasco,ze-gabriel,Z. Gabriel,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,1,José Gabriel dos Santos Silva,6
442,Rômulo,0,285,0,,0,2,4,0,105911,Internacional,romulo,Rômulo,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,1,Rômulo Zanre Zwarg,6
443,Vinícius,0,267,0,1.17,0,2,5,0,105998,Vasco,vinicius,Vinícius,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Oqt8wcz.png,1,Vinícius dos Santos de Oliveira Paiva,6
444,Lucas Ramos,0,285,0,2.35,0,4,4,0,106000,Internacional,lucas-ramos,L. Ramos,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Tdt3VkZ.png,1,Lucas de Ramos Silveira,6
445,Johnny,0,285,0,4.11,0,7,4,0,106002,Internacional,johnny,Johnny,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ylIGH1n.png,1,João Lucas Souza Cardoso,7
446,Breno,0,263,0,1.76,0,3,4,0,106083,Botafogo,breno,Breno,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_byFBxRL.png,1,Breno Washington Rodrigues da Silva,6
447,Lucão,0,280,0,1.17,0,2,1,0,106160,Bragantino,lucao,Lucão,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_uN4AYEQ.png,1,Lucas Alexandre Galdino de Azevedo,7
448,Gabriel Pec,0,267,0,3.52,0,6,5,0,106199,Vasco,gabriel-pec,G. Pec,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_RHuy7TJ.png,1,Gabriel Fortes Chaves,7
449,Figueiredo,0,267,0,2.35,0,4,4,0,106201,Vasco,figueiredo,Figueiredo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_YrswGSn.png,1,Lucas Figueiredo dos Santos,6
450,Bruno Gomes,0,294,0,3.52,0,6,4,0,106202,Coritiba,bruno-gomes,B. Gomes,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wvinlkF.png,1,Bruno Gomes da Silva Clevelário,7
451,Kawan,0,293,0,1.17,0,2,4,0,106219,Athlético-PR,kawan,Kawan,https://s.sde.globo.com/media/person_role/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,1,Kawan Gabriel da Silva,5
452,Realpe,0,280,0,1.76,0,3,3,0,106299,Bragantino,realpe,Realpe,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,1,Leonardo Javier Realpe Montaño,7
453,Caio Alexandre,0,356,0,3.52,0,6,4,0,106323,Fortaleza,caio-alexandre,C. Alexandre,https://s.sde.globo.com/media/person_role/2022/09/22/photo_FORMATO_V96pF1l.png,1,Caio Alexandre Souza e Silva,7
454,Wesley Gasolina,0,283,0,1.76,0,3,2,0,106327,Cruzeiro,wesley-gasolina,W. Gasolina,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_IHO297R.png,1,Wesley David de Oliveira Andrade,6
455,Jhonata Robert,0,284,0,2.35,0,4,4,0,106371,Grêmio,jhonata-robert,J. Robert,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Yc1vcMc.png,1,Jhonata Robert Alves da Silva,5
456,Eduardo Santos,0,280,0,1.76,0,3,3,0,106434,Bragantino,eduardo-santos,E. Santos,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_0B5pVnO.png,1,Eduardo Gonzaga Mendes Santos,6
457,Halls,0,267,0,1.17,0,2,1,0,106682,Vasco,halls,Halls,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oXORlmg.png,1,Hedhe Halls Rocha da Silva,6
458,Carlos Alberto,0,263,0,2.35,0,4,5,0,106704,Botafogo,carlos-alberto,C. Alberto,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_DgukYrK.png,1,Carlos Alberto Gomes da Silva Filho,6
459,Igor Formiga,0,283,0,1.17,0,2,2,0,106708,Cruzeiro,igor-formiga,I. Formiga,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_OHpWQRW.png,1,Igor Marques Paciência Cardoso,6
460,André Anderson,0,276,0,1.76,0,3,4,0,106803,São Paulo,andre-anderson,A. Anderson,https://s.sde.globo.com/media/person_role/2022/04/12/147e9b9fa6d6b253f5f20e62622066ac_FORMATO.png,1,André Anderson Pomilio Lima,6
461,Rodrigo Nestor,0,276,0,4.69,0,8,4,0,106822,São Paulo,rodrigo-nestor,R. Nestor,https://s.sde.globo.com/media/person_role/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png,1,Rodrigo Nestor Bertalia,7
462,Welington,0,276,0,4.11,0,7,2,0,106824,São Paulo,welington,Welington,https://s.sde.globo.com/media/person_role/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png,1,Welington Damascena Santos,6
463,Patryck,0,276,0,1.17,0,2,2,0,106829,São Paulo,patryck,Patryck,https://s.sde.globo.com/media/person_role/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png,1,Patryck Lanza dos Reis,6
464,Talles,0,276,0,1.76,0,3,4,0,106830,São Paulo,talles,Talles,https://s.sde.globo.com/media/person_role/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png,1,Talles Macedo Toledo Costa,5
465,Juan,0,276,0,1.17,0,2,5,0,106831,São Paulo,juan,Juan,https://s.sde.globo.com/media/person_role/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png,1,Juan Santos da Silva,6
466,Luan Patrick,0,280,0,2.35,0,4,3,0,106835,Bragantino,luan-patrick,L. Patrick,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qBlP0vG.png,1,Luan Patrick Wiedthauper,6
467,Edinho,0,266,0,,0,2,4,0,106882,Fluminense,edinho,Edinho,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_lpVHzsU.png,1,Eder Maciel Lopes,6
468,Ariel,0,290,0,1.76,0,3,5,0,106949,Goiás,ariel,Ariel,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Nvo8pua.png,1,Ariel Felipe Gomes da Rosa,6
469,Fernando,0,293,0,1.76,0,3,2,0,106950,Athlético-PR,fernando,Fernando,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_DOiaQDY.png,1,Fernando Augusto Pereira Bueno Júnior,6
470,Bernardo Schappo,0,356,0,2.35,0,4,3,0,106977,Fortaleza,bernardo-schappo,B. Schappo,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_5QLuHn9.png,1,Bernardo Schappo,6
471,Ricardo Cerqueira,0,1371,0,1.17,0,2,4,0,107039,Cuiabá,ricardo-cerqueira,R. Cerqueira,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_lmtWu1C.png,1,José Ricardo Batista Cerqueira,6
472,Alexandre Jesus,0,266,0,1.76,0,3,5,0,107044,Fluminense,alexandre-jesus,A. Jesus,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_XvtG1UE.png,1,Alexandre de Jesus Jeruzalem Júnior,6
473,Stênio,0,283,0,1.76,0,3,5,0,107052,Cruzeiro,stenio,Stênio,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9qm9tuE.png,1,Stenio Zanetti Toledo,6
474,Natan,0,280,0,3.52,0,6,3,0,107110,Bragantino,natan,Natan,https://s.sde.globo.com/media/person_role/2022/05/05/ebc6c140c001d68b3b50f27e354d27e2_FORMATO.png,1,Natan Bernardo de Souza,7
475,Richard Rios,0,275,0,2.35,0,4,4,0,107111,Palmeiras,richard-rios,R. Rios,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_RowK2Zx.png,1,Richard Rios Montoya,6
476,Patrick de Paula,0,263,0,4.11,0,7,4,0,107172,Botafogo,patrick-de-paula,P. Paula,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_YTg7jfi.png,1,Patrick de Paula Carreiro,5
477,Michel Araújo,0,276,0,2.35,0,4,4,0,107173,São Paulo,michel-araujo,M. Araújo,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Z1W5SRZ.png,1,Michel Daryl Araújo Villar,7
478,Bruno Tabata,0,275,0,2.35,0,4,4,0,107174,Palmeiras,bruno-tabata,B. Tabata,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_g6CL75l.png,1,Bruno Vinícius Souza Ramos,6
479,Matheus Donelli,0,264,0,1.17,0,2,1,0,107179,Corinthians,matheus-donelli,M. Donelli,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_34QaZln.png,1,Matheus Planelles Donelli,6
480,Léo Linck,0,293,0,1.17,0,2,1,0,107183,Athlético-PR,leo-linck,L. Linck,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_2aZU9Nq.png,1,Léo Matias Baiersdorf Linck,6
