,atletas.clube.id.full.name,atletas.minimo_para_valorizar,atletas.pontos_num,atletas.jogos_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.nome,atletas.slug,atletas.preco_num,atletas.apelido,atletas.status_id,atletas.posicao_id,atletas.media_num,atletas.variacao_num,atletas.clube_id,atletas.atleta_id,atletas.foto,CA,DS,FC,FD,FF,FS,G,I,FT,SG,CV,PS,DE,GS,DP,A,PC,PP,V,GC
437,Internacional,0.4,0.4,1,N. Hernández,6,Nicolás Hernández Rodríguez,nicolas-hernandez,2.85,Nicolás Hernández,7,3,0.4,-1.15,285,105672,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_l85XoS0.png,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,
438,Palmeiras,3.26,0.0,3,R. Navarro,6,Rafael Navarro Leal,rafael-navarro,5.93,Rafael Navarro,6,5,4.47,0.0,275,105770,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_D5UD7xu.png,1.0,2.0,6.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,
439,Cruzeiro,3.23,5.6,4,Wesley,6,Wesley Ribeiro Silva,wesley,7.08,Wesley,7,5,6.42,0.64,283,105811,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,1.0,6.0,11.0,2.0,3.0,4.0,2.0,,,,,,,,,,,,,
440,Goiás,2.92,0.0,1,Edu,6,Lucas Eduardo Ribeiro de Souza,edu,2.58,Edu,6,3,2.1,0.0,290,105842,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ufnVqJV.png,,2.0,1.0,,,2.0,,,,,,,,,,,1.0,,,
441,Corinthians,0.33,0.0,4,M. Araújo,6,Matheus de Araújo Andrade,matheus-araujo,6.66,Matheus Araújo,7,4,3.92,-0.67,264,105845,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_BedE425.png,,4.0,1.0,1.0,,4.0,1.0,,,,,,,,,,,,,
442,Santos,2.26,0.0,0,Ivonei,6,Ivonei Júnior da Silva Rabelo,ivonei,2.0,Ivonei,6,4,0.0,0.0,277,105899,https://s.sde.globo.com/media/person_role/2022/03/03/caea9218ffe2f27f406b20009a39c25e_FORMATO.png,,,,,,,,,,,,,,,,,,,,
443,Vasco,3.39,0.0,0,Z. Gabriel,6,José Gabriel dos Santos Silva,ze-gabriel,3.0,Zé Gabriel,6,4,0.0,0.0,267,105902,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,,,,,,,,,,,,,,,,,,,,
444,Bahia,2.25,0.0,1,V. Mingotti,6,Vinicius Alessandro Mingotti,vinicius-mingotti,1.99,Vinicius Mingotti,6,5,-0.3,0.0,265,105909,https://s.sde.globo.com/media/person_role/2023/04/20/photo_220x220_YH7397F.png,,,1.0,,,,,,,,,,,,,,,,,
445,Internacional,3.64,6.7,2,Rômulo,6,Rômulo Zanre Zwarg,romulo,2.43,Rômulo,6,4,3.35,1.14,285,105911,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,1.0,4.0,2.0,,,1.0,,,1.0,,,,,,,,,,,
446,Vasco,2.26,0.0,0,Vinícius,6,Vinícius dos Santos de Oliveira Paiva,vinicius,2.0,Vinícius,6,5,0.0,0.0,267,105998,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Oqt8wcz.png,,,,,,,,,,,,,,,,,,,,
447,Internacional,4.52,0.0,0,L. Ramos,6,Lucas de Ramos Silveira,lucas-ramos,4.0,Lucas Ramos,6,4,0.0,0.0,285,106000,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Tdt3VkZ.png,,,,,,,,,,,,,,,,,,,,
448,Internacional,2.87,0.0,3,Johnny,6,João Lucas Souza Cardoso,johnny,6.21,Johnny,6,4,2.43,0.0,285,106002,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ylIGH1n.png,,5.0,3.0,1.0,,2.0,,,,,,,,,,,,,,
449,Botafogo,3.39,0.0,0,Breno,6,Breno Washington Rodrigues da Silva,breno,3.0,Breno,6,4,0.0,0.0,263,106083,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_byFBxRL.png,,,,,,,,,,,,,,,,,,,,
450,Bragantino,-1.4,0.0,4,Lucão,6,Lucas Alexandre Galdino de Azevedo,lucao,0.82,Lucão,6,1,-0.5,0.0,280,106160,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_uN4AYEQ.png,1.0,,,,,,,,,,,,7.0,8.0,,,,,,
451,Vasco,2.45,3.2,6,G. Pec,6,Gabriel Fortes Chaves,gabriel-pec,15.95,Gabriel Pec,7,5,6.68,-0.14,267,106199,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_RHuy7TJ.png,2.0,8.0,7.0,3.0,5.0,12.0,2.0,,,,,,,,,1.0,,,,
452,Vasco,1.76,3.1,5,Figueiredo,6,Lucas Figueiredo dos Santos,figueiredo,2.46,Figueiredo,6,4,1.22,0.51,267,106201,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_YrswGSn.png,1.0,3.0,4.0,2.0,1.0,3.0,,,,,,,,,,,,,,
453,Coritiba,1.79,2.6,6,B. Gomes,6,Bruno Gomes da Silva Clevelário,bruno-gomes,9.22,Bruno Gomes,7,4,4.4,-0.14,294,106202,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wvinlkF.png,2.0,10.0,9.0,2.0,4.0,11.0,1.0,,,,,,,,,,,,,
454,Athlético-PR,2.26,0.0,0,Kawan,6,Kawan Gabriel da Silva,kawan,2.0,Kawan,5,4,0.0,0.0,293,106219,https://s.sde.globo.com/media/person_role/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,,,,,,,,,,,,,,,,,,,,
455,Bragantino,0.53,0.9,2,Realpe,6,Leonardo Javier Realpe Montaño,realpe,1.22,Realpe,2,3,0.15,-0.33,280,106299,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,,1.0,3.0,,,,,,,,,,,,,,,,,
456,Fortaleza,3.11,5.2,6,C. Alexandre,6,Caio Alexandre Souza e Silva,caio-alexandre,9.48,Caio Alexandre,7,4,5.7,0.18,356,106323,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mYQOurq.png,,16.0,10.0,1.0,1.0,6.0,1.0,,,,,,,,,1.0,,,,
457,Cruzeiro,3.39,0.0,0,W. Gasolina,6,Wesley David de Oliveira Andrade,wesley-gasolina,3.0,Wesley Gasolina,6,2,0.0,0.0,283,106327,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_IHO297R.png,,,,,,,,,,,,,,,,,,,,
458,Grêmio,4.52,0.0,0,J. Robert,6,Jhonata Robert Alves da Silva,jhonata-robert,4.0,Jhonata Robert,5,4,0.0,0.0,284,106371,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Yc1vcMc.png,,,,,,,,,,,,,,,,,,,,
459,Bragantino,0.42,0.5,6,E. Santos,6,Eduardo Gonzaga Mendes Santos,eduardo-santos,3.26,Eduardo Santos,7,3,1.33,0.13,280,106434,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_0B5pVnO.png,1.0,2.0,6.0,2.0,,2.0,,,,,,,,,,1.0,,,,
460,Vasco,2.26,0.0,0,Halls,6,Hedhe Halls Rocha da Silva,halls,2.0,Halls,6,1,0.0,0.0,267,106682,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oXORlmg.png,,,,,,,,,,,,,,,,,,,,
461,Botafogo,0.24,0.0,1,C. Alberto,6,Carlos Alberto Gomes da Silva Filho,carlos-alberto,2.76,Carlos Alberto,6,5,0.0,-1.24,263,106704,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_DgukYrK.png,,,,,,,,,,,,,,,,,,,,
462,Cruzeiro,5.12,10.0,1,I. Formiga,6,Igor Marques Paciência Cardoso,igor-formiga,3.67,Igor Formiga,6,2,10.0,1.67,283,106708,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_OHpWQRW.png,,,,,,,,,,1.0,,,,,,1.0,,,,
463,São Paulo,3.39,0.0,0,A. Anderson,6,André Anderson Pomilio Lima,andre-anderson,3.0,André Anderson,6,4,0.0,0.0,276,106803,https://s.sde.globo.com/media/person_role/2022/04/12/147e9b9fa6d6b253f5f20e62622066ac_FORMATO.png,,,,,,,,,,,,,,,,,,,,
464,São Paulo,2.75,0.0,5,R. Nestor,6,Rodrigo Nestor Bertalia,rodrigo-nestor,8.52,Rodrigo Nestor,7,4,3.86,0.0,276,106822,https://s.sde.globo.com/media/person_role/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png,,10.0,7.0,3.0,5.0,4.0,,2.0,1.0,,1.0,,,,,,,,,
465,São Paulo,7.91,0.0,0,Welington,6,Welington Damascena Santos,welington,7.0,Welington,6,2,0.0,0.0,276,106824,https://s.sde.globo.com/media/person_role/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png,,,,,,,,,,,,,,,,,,,,
466,São Paulo,2.91,0.0,2,Patryck,6,Patryck Lanza dos Reis,patryck,4.47,Patryck,6,2,6.15,0.0,276,106829,https://s.sde.globo.com/media/person_role/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png,1.0,2.0,2.0,,,3.0,,,,2.0,,,,,,,,,,
467,São Paulo,3.39,0.0,0,T. Costa,6,Talles Macedo Toledo Costa,talles-costa,3.0,Talles Costa,6,4,0.0,0.0,276,106830,https://s.sde.globo.com/media/person_role/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png,,,,,,,,,,,,,,,,,,,,
468,São Paulo,0.24,0.3,3,Juan,6,Juan Santos da Silva,juan,1.3,Juan,6,5,0.47,-0.13,276,106831,https://s.sde.globo.com/media/person_role/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png,,1.0,,,,1.0,,3.0,,,,,,,,,,,,
469,São Paulo,1.13,0.0,0,P. Vilhena,6,Pedro Veronez Vilhena,pedro-vilhena,1.0,Pedro Vilhena,6,4,0.0,0.0,276,106832,https://s.sde.globo.com/media/person_role/2022/03/01/e8c6023cceab5eaf7953916841a0923b_FORMATO.png,,,,,,,,,,,,,,,,,,,,
470,Bragantino,4.52,0.0,0,L. Patrick,6,Luan Patrick Wiedthauper,luan-patrick,4.0,Luan Patrick,6,3,0.0,0.0,280,106835,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qBlP0vG.png,,,,,,,,,,,,,,,,,,,,
471,Fluminense,2.26,0.0,0,Edinho,6,Eder Maciel Lopes,edinho,2.0,Edinho,6,4,0.0,0.0,266,106882,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_5q9s5aJ.png,,,,,,,,,,,,,,,,,,,,
472,Goiás,3.39,0.0,0,Ariel,6,Ariel Felipe Gomes da Rosa,ariel,3.0,Ariel,6,5,0.0,0.0,290,106949,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Nvo8pua.png,,,,,,,,,,,,,,,,,,,,
473,Athlético-PR,4.71,8.5,2,Fernando,6,Fernando Augusto Pereira Bueno Júnior,fernando,4.48,Fernando,7,2,6.6,1.26,293,106950,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_DOiaQDY.png,1.0,4.0,2.0,,,,,,,1.0,,,,,,1.0,,,,
474,Fortaleza,4.52,0.0,0,B. Schappo,6,Bernardo Schappo,bernardo-schappo,4.0,Bernardo Schappo,6,3,0.0,0.0,356,106977,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_rs77zVD.png,,,,,,,,,,,,,,,,,,,,
475,Cuiabá,2.26,0.0,0,R. Cerqueira,6,José Ricardo Batista Cerqueira,ricardo-cerqueira,2.0,Ricardo Cerqueira,6,4,0.0,0.0,1371,107039,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_lmtWu1C.png,,,,,,,,,,,,,,,,,,,,
476,Fluminense,3.39,0.0,0,A. Jesus,6,Alexandre de Jesus Jeruzalem Júnior,alexandre-jesus,3.0,Alexandre Jesus,6,5,0.0,0.0,266,107044,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PBbWKhP.png,,,,,,,,,,,,,,,,,,,,
477,Cruzeiro,1.11,1.8,2,Stênio,6,Stenio Zanetti Toledo,stenio,2.41,Stênio,6,5,1.15,0.23,283,107052,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9qm9tuE.png,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,
478,Bragantino,0.08,-0.3,6,Natan,6,Natan Bernardo de Souza,natan,4.15,Natan,2,3,0.97,-0.42,280,107110,https://s.sde.globo.com/media/person_role/2022/05/05/ebc6c140c001d68b3b50f27e354d27e2_FORMATO.png,,4.0,8.0,1.0,1.0,3.0,,1.0,,,,,,,,,,,,
479,Palmeiras,1.27,2.0,6,R. Ríos,6,Richard Ríos Montoya,richard-rios,4.49,Richard Ríos,6,4,1.83,0.24,275,107111,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_RowK2Zx.png,,5.0,1.0,1.0,2.0,5.0,,,,,,,,,,,,,,
480,Botafogo,7.91,0.0,0,P. Paula,6,Patrick de Paula Carreiro,patrick-de-paula,7.0,Patrick de Paula,5,4,0.0,0.0,263,107172,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_YTg7jfi.png,,,,,,,,,,,,,,,,,,,,
481,São Paulo,4.62,8.1,5,M. Araújo,6,Michel Daryl Araújo Villar,michel-araujo,7.44,Michel Araújo,7,4,3.78,1.13,276,107173,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Z1W5SRZ.png,1.0,2.0,6.0,1.0,2.0,7.0,1.0,,,,,,,,,1.0,,,,
482,Palmeiras,0.46,0.5,2,B. Tabata,6,Bruno Vinícius Souza Ramos,bruno-tabata,2.8,Bruno Tabata,6,4,0.65,-0.15,275,107174,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_g6CL75l.png,,,,,1.0,1.0,,,,,,,,,,,,,,
483,Corinthians,2.26,0.0,0,M. Donelli,6,Matheus Planelles Donelli,matheus-donelli,2.0,Matheus Donelli,6,1,0.0,0.0,264,107179,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_34QaZln.png,,,,,,,,,,,,,,,,,,,,
484,Athlético-PR,2.26,0.0,0,L. Linck,6,Léo Matias Baiersdorf Linck,leo-linck,1.05,Léo Linck,6,1,-1.0,0.0,293,107183,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_2aZU9Nq.png,1.0,,,,,,,,,,,,,,,,,,,
485,Athlético-PR,2.14,0.0,0,V. Kauê,6,Vinicius Kauê Ribeiro Ferreira,vinicius-kaue,1.0,Vinicius Kauê,6,2,0.0,0.0,293,107186,https://s.sde.globo.com/media/person_role/2021/04/16/0367fa0859b4ea67ba8191afd67f560e_FORMATO.png,,,,,,,,,,,,,,,,,,,,
486,Athlético-PR,0.7,0.0,4,Rômulo,6,Rômulo José Cardoso da Cruz,romulo,2.0,Rômulo,5,5,0.6,0.0,293,107197,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_A5prVgV.png,,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,
487,Palmeiras,4.07,0.0,3,G. Garcia,6,Gustavo Garcia dos Santos,gustavo-garcia,4.06,Gustavo Garcia,6,2,2.97,0.0,275,107225,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_9hMRqkt.png,,2.0,1.0,,1.0,2.0,,,,1.0,,,,,,,,,,
488,Bahia,3.39,0.0,0,Miqueias,6,Miqueias Cabral Evaristo,miqueias,3.0,Miqueias,6,4,0.0,0.0,265,107232,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JqZAXdV.png,,,,,,,,,,,,,,,,,,,,
489,Palmeiras,1.88,3.0,2,Vanderlan,6,Vanderlan Barbosa da Silva,vanderlan,6.66,Vanderlan,6,2,5.0,-1.08,275,107236,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_F0bHOxR.png,,5.0,5.0,,,1.0,,,,,,,,,,1.0,,,,
490,Goiás,1.13,0.0,0,Nathan,6,Nathan Melo Silva,nathan,1.0,Nathan,6,4,0.0,0.0,290,107261,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_hnxgxa6.png,,,,,,,,,,,,,,,,,,,,
491,Goiás,-0.6,-1.3,3,Dodô,6,Vinícius Rodrigues Adelino dos Santos,dodo,0.69,Dodô,6,4,-0.43,0.0,290,107375,https://s.sde.globo.com/media/person_role/2023/05/07/photo_220x220_0PEd4FH.png,1.0,,1.0,,,,,,,,,,,,,,,,,
492,Santos,3.02,0.0,1,L. Dias,6,Luan Dias da Silva,luan-dias,2.67,Luan Dias,5,4,-1.6,0.0,277,107416,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_MHA8oKV.png,1.0,,2.0,,,,,,,,,,,,,,,,,
493,Fluminense,4.55,0.0,5,André,6,André Trindade da Costa Neto,andre,10.16,André,7,4,3.86,0.0,266,107498,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_VrJSWeV.png,2.0,14.0,3.0,,3.0,12.0,,,,,1.0,,,,,,,,,
494,Coritiba,5.27,0.0,5,Natanael,6,Natanael Moreira Milouski,natanael,10.48,Natanael,7,2,6.7,0.0,294,107554,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0XMnyZN.png,1.0,21.0,13.0,4.0,2.0,8.0,,2.0,1.0,,,,,,,,,,,
495,Santos,3.47,5.8,5,Nathan,6,Nathan Santos de Araújo,nathan,9.1,Nathan,6,2,4.46,0.25,277,107676,https://s.sde.globo.com/media/person_role/2022/09/30/photo_FORMATO.png,2.0,13.0,6.0,,,1.0,,,,2.0,,,,,,,,,,
496,Corinthians,2.09,0.0,3,C. Barletta,6,Chrystian Amaral Barletta de Almeida,chrystian-barletta,4.79,Chrystian Barletta,6,4,2.23,0.0,264,107726,https://s.sde.globo.com/media/person_role/2023/03/21/photo_FORMATO_A5fpusS.png,,3.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,
497,Internacional,1.13,0.0,0,E. Júnior,6,Emerson Fabiano Kerber Júnior,emerson-junior,1.0,Emerson Júnior,6,1,0.0,0.0,285,107740,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_O9bfirr.png,,,,,,,,,,,,,,,,,,,,
498,Bragantino,5.65,0.0,0,Praxedes,6,Bruno Conceição Praxedes,praxedes,5.0,Praxedes,6,4,0.0,0.0,280,107744,https://s.sde.globo.com/media/person_role/2022/05/05/f8aea5d525d74bdbe77382da13d85ed2_FORMATO.png,,,,,,,,,,,,,,,,,,,,
499,Grêmio,10.94,0.0,1,Adriel,6,Adriel Vasconcelos Ramos,adriel,9.68,Adriel,6,1,9.0,0.0,284,107748,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_WyxMzh5.png,,,,,,,,,,1.0,,,4.0,,,,,,,
500,Bahia,0.57,0.0,5,D. Rosa,6,Diego Gabriel Silva Rosa,diego-rosa,2.27,Diego Rosa,6,4,1.0,0.0,265,107796,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_Z8v7YI8.png,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
501,Cruzeiro,3.39,0.0,0,F. Henrique,6,Fernando Henrique do Nascimento Pereira,fernando-henrique,3.0,Fernando Henrique,5,4,0.0,0.0,283,107800,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_7OiYeRo.png,,,,,,,,,,,,,,,,,,,,
502,Grêmio,1.13,0.0,0,Natã,6,Natã Felipe de Amorim Santos,nata,1.0,Natã,6,3,0.0,0.0,284,107801,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_nMfgjlm.png,,,,,,,,,,,,,,,,,,,,
503,Coritiba,3.39,0.0,0,Wesley,6,Wesley da Conceição Duarte Moreira,wesley,3.0,Wesley,6,5,0.0,0.0,294,107803,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_KnKkZDT.png,,,,,,,,,,,,,,,,,,,,
504,Internacional,0.59,0.9,2,M. Dias,6,Matheus dos Santos Dias,matheus-dias,2.35,Matheus Dias,6,4,1.5,-0.37,285,107809,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_f09xlRk.png,,3.0,2.0,,,,,,,,,,,,,,,,,
505,Goiás,3.39,0.0,0,Hugo,6,Hugo Ferreira de Farias,hugo,3.0,Hugo,6,2,0.0,0.0,290,107908,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_4XBJGTX.png,,,,,,,,,,,,,,,,,,,,
506,Corinthians,1.63,2.4,5,F. Vera,6,Fausto Mariano Vera,fausto-vera,7.54,Fausto Vera,7,4,2.92,-0.44,264,107950,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_w7tZlR4.png,3.0,6.0,8.0,1.0,2.0,,,,,,,,,,,2.0,,,,
507,Cuiabá,0.19,0.0,6,I. Pitta,6,Isidro Miguel Pitta Saldívar,isidro-pitta,3.15,Isidro Pitta,7,5,0.6,-0.32,1371,108133,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LlMyePJ.png,,,3.0,,2.0,6.0,,1.0,,,,,,,,,,,,
508,Grêmio,3.22,0.0,1,Gustavinho,6,Gustavo César Mendonça Gravino,gustavinho,2.85,Gustavinho,6,4,0.5,0.0,284,108201,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hopiRUY.png,,,,,,1.0,,,,,,,,,,,,,,
509,Goiás,1.13,0.0,0,Breno,6,Breno Herculano Almeida,breno,1.0,Breno,6,5,0.0,0.0,290,108211,https://s.sde.globo.com/media/person_role/2022/09/18/photo_FORMATO_aTUZBiS.png,,,,,,,,,,,,,,,,,,,,
510,Internacional,2.75,0.0,1,G. Barros,6,Gabriel de Sousa Barros,gabriel-barros,2.43,Gabriel Barros,6,5,-1.3,0.0,285,108352,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220.png,1.0,,1.0,,,,,,,,,,,,,,,,,
511,São Paulo,6.78,0.0,0,Erison,6,Erison Danilo de Souza,erison,6.0,Erison,6,5,0.0,0.0,276,108422,https://s.sde.globo.com/media/person_role/2023/02/01/photo_FORMATO_0I7WXAm.png,,,,,,,,,,,,,,,,,,,,
512,Vasco,1.14,2.0,5,Galarza,6,Matías Galarza Fonda,galarza,1.37,Galarza,7,4,0.42,0.39,267,108528,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_G8IevUF.png,1.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,
513,Athlético-PR,4.52,0.0,0,Arriagada,6,Luciano Daniel Arriagada García,arriagada,4.0,Arriagada,6,5,0.0,0.0,293,108624,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,,,,,,,,,,,,,,,,,,,,
514,Botafogo,1.79,2.9,5,V. Sá,6,João Victor Santos Sá,victor-sa,7.66,Victor Sá,7,5,6.26,-0.11,263,108946,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_t9xgUxE.png,,11.0,7.0,4.0,5.0,5.0,1.0,1.0,,,,1.0,,,,,,,,
515,Athlético-PR,1.13,0.0,0,D. Martins,6,Daniel Sergio Martins,daniel-martins,1.0,Daniel Martins,6,4,0.0,0.0,293,109102,https://s.sde.globo.com/media/person_role/2022/08/25/photo_FORMATO_VUIS7Pm.png,,,,,,,,,,,,,,,,,,,,
516,Botafogo,5.89,0.0,1,M. Nascimento,6,Matheus Nascimento de Paula,matheus-nascimento,5.21,Matheus Nascimento,6,5,8.7,0.0,263,109114,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xScuqcn.png,,,1.0,,,2.0,1.0,,,,,,,,,,,,,
517,Botafogo,2.26,0.0,0,DG,6,Douglas da Silva Teixeira,dg,2.0,DG,6,2,0.0,0.0,263,109199,https://s.sde.globo.com/media/person_role/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,,,,,,,,,,,,,,,,,,,,
518,Bragantino,1.13,0.0,0,Kawê,6,Kawê Ferreira Godoy Viana,kawe,1.0,Kawê,6,5,0.0,0.0,280,109246,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_2gnQr2r.png,,,,,,,,,,,,,,,,,,,,
519,Fortaleza,3.39,0.0,0,Sammuel,6,Sammuel Queiroz de Freitas,sammuel,3.0,Sammuel,5,4,0.0,0.0,356,109341,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_XK5Yazn.png,,,,,,,,,,,,,,,,,,,,
520,Fortaleza,2.26,0.0,0,Kennedy,6,Antonio Kennedy Sousa de Almeida,kennedy,2.0,Kennedy,6,1,0.0,0.0,356,109347,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_jTL4V8M.png,,,,,,,,,,,,,,,,,,,,
521,Bahia,10.17,0.0,0,R. Gustavo,6,Raul Gustavo Pereira Bicalho,raul-gustavo,9.0,Raul Gustavo,5,3,0.0,0.0,265,109389,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o1bIdBe.png,,,,,,,,,,,,,,,,,,,,
522,Athlético-PR,0.93,0.0,5,T. Andrade,6,Thiago Eduardo de Andrade,thiago-andrade,3.31,Thiago Andrade,6,5,1.26,0.0,293,109404,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_83YGYl5.png,,2.0,,,3.0,3.0,,,,,,,,,,,,,,
523,Cruzeiro,4.52,0.0,0,I. Luccas,6,Ian Luccas Baroni Boetto,ian-luccas,4.0,Ian Luccas,6,4,0.0,0.0,283,109412,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HM5lJ1D.png,,,,,,,,,,,,,,,,,,,,
524,Fortaleza,2.44,4.1,6,Calebe,6,Calebe Gonçalves Ferreira da Silva,calebe,6.57,Calebe,7,4,3.63,0.25,356,109461,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_AhzCnT2.png,2.0,5.0,5.0,6.0,4.0,12.0,,1.0,1.0,,,,,,,,,,,
525,Santos,9.1,0.0,4,M. Leonardo,6,Marcos Leonardo Santos Almeida,marcos-leonardo,12.0,Marcos Leonardo,6,5,6.35,0.0,277,109497,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_eb1ett7.png,,1.0,5.0,4.0,4.0,10.0,1.0,3.0,,,,,,,,1.0,,,,
526,Santos,4.81,8.2,3,Joaquim,6,Joaquim Henrique Pereira Silva,joaquim,9.04,Joaquim,7,3,7.3,0.13,277,109563,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_KiHaTyd.png,,7.0,1.0,1.0,2.0,2.0,,,,2.0,,,,,,,,,,
527,Fluminense,6.78,0.0,0,Martinelli,6,Matheus Martinelli Lima,martinelli,6.0,Martinelli,5,4,0.0,0.0,266,109573,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_eSiqEBR.png,,,,,,,,,,,,,,,,,,,,
528,Vasco,6.02,0.0,5,A. Santos,6,Andrey Nascimento dos Santos,andrey-santos,12.9,Andrey Santos,6,4,4.46,0.0,267,109591,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_jgSQJUl.png,2.0,13.0,12.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,
