,atletas.clube.id.full.name,atletas.posicao_id,atletas.jogos_num,atletas.atleta_id,atletas.nome,atletas.pontos_num,atletas.rodada_id,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.status_id,atletas.slug,atletas.apelido,atletas.media_num,atletas.clube_id,atletas.preco_num,atletas.foto,CA,DS,FC,FD,FF,FS,FT,G,SG,A,I,V,PP,PS,DE,GS,CV,DP,GC,PC
437,Cruzeiro,5,9,105811,Wesley Ribeiro Silva,2.9,11,Wesley,,-0.94,7,wesley,Wesley,5.4,283,7.53,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vnwHYu8.png,2.0,11.0,17.0,5.0,7.0,14.0,,3.0,,,1.0,,,,,,,,,
438,Goiás,3,2,105842,Lucas Eduardo Ribeiro de Souza,0.0,11,Edu,,0.0,6,edu,Edu,1.9,290,2.4,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ufnVqJV.png,,3.0,1.0,,,3.0,,,,,,,,,,,,,,1.0
439,Corinthians,4,5,105845,Matheus de Araújo Andrade,0.0,11,M. Araújo,,-0.79,6,matheus-araujo,Matheus Araújo,3.14,264,5.87,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_BedE425.png,,4.0,1.0,1.0,,4.0,,1.0,,,,,,,,,,,,
440,Santos,4,1,105899,Ivonei Júnior da Silva Rabelo,0.0,11,Ivonei,,0.0,6,ivonei,Ivonei,0.0,277,1.39,https://s.sde.globo.com/media/person_role/2022/03/03/caea9218ffe2f27f406b20009a39c25e_FORMATO.png,,,,,,,,,,,,,,,,,,,,
441,Vasco,4,3,105902,José Gabriel dos Santos Silva,0.9,11,Z. Gabriel,,-0.09,2,ze-gabriel,Zé Gabriel,1.17,267,2.35,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PQUgcKV.png,,3.0,3.0,,1.0,,,,,,,,,,,,,,,
442,Bahia,5,5,105909,Vinicius Alessandro Mingotti,-0.4,11,V. Mingotti,,-0.06,7,vinicius-mingotti,Vinicius Mingotti,-0.02,265,1.59,https://s.sde.globo.com/media/person_role/2023/04/20/photo_220x220_YH7397F.png,1.0,,5.0,,1.0,4.0,,,,,4.0,,,,,,,,,
443,Internacional,4,7,105911,Rômulo Zanre Zwarg,2.3,11,Rômulo,,-1.11,7,romulo,Rômulo,4.77,285,3.61,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,1.0,14.0,8.0,1.0,3.0,11.0,1.0,1.0,,,1.0,,,,,,,,,
444,Vasco,5,0,105998,Vinícius dos Santos de Oliveira Paiva,0.0,11,Vinícius,,0.0,6,vinicius,Vinícius,0.0,267,2.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Oqt8wcz.png,,,,,,,,,,,,,,,,,,,,
445,Internacional,4,1,106000,Lucas de Ramos Silveira,0.0,11,L. Ramos,,0.0,6,lucas-ramos,Lucas Ramos,0.0,285,2.81,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Tdt3VkZ.png,,,,,,,,,,,,,,,,,,,,
446,Internacional,4,7,106002,João Lucas Souza Cardoso,3.6,11,Johnny,,-0.26,7,johnny,Johnny,6.47,285,8.04,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ylIGH1n.png,1.0,19.0,9.0,2.0,,10.0,1.0,2.0,,,2.0,,,,,,,,,
447,Botafogo,4,0,106083,Breno Washington Rodrigues da Silva,0.0,11,Breno,,0.0,6,breno,Breno,0.0,263,3.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_byFBxRL.png,,,,,,,,,,,,,,,,,,,,
448,Bragantino,1,5,106160,Lucas Alexandre Galdino de Azevedo,5.0,11,Lucão,,0.92,6,lucao,Lucão,0.6,280,1.74,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_uN4AYEQ.png,1.0,,,,,,,,1.0,,,,,,7.0,8.0,,,,
449,Vasco,5,11,106199,Gabriel Fortes Chaves,-0.3,11,G. Pec,,-0.71,6,gabriel-pec,Gabriel Pec,4.68,267,14.23,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_RHuy7TJ.png,2.0,10.0,11.0,4.0,5.0,18.0,2.0,2.0,,1.0,,,,,,,,,,
450,Vasco,4,9,106201,Lucas Figueiredo dos Santos,1.6,11,Figueiredo,,0.04,6,figueiredo,Figueiredo,1.7,267,2.74,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_YrswGSn.png,2.0,5.0,10.0,4.0,4.0,7.0,1.0,,,,2.0,,,,,,,,,
451,Coritiba,4,11,106202,Bruno Gomes da Silva Clevelário,4.9,11,B. Gomes,,0.06,7,bruno-gomes,Bruno Gomes,4.43,294,9.96,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_wvinlkF.png,2.0,20.0,15.0,4.0,8.0,18.0,1.0,1.0,,,,,,,,,,,,
452,Athlético-PR,4,0,106219,Kawan Gabriel da Silva,0.0,11,Kawan,,0.0,5,kawan,Kawan,0.0,293,2.0,https://s.sde.globo.com/media/person_role/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,,,,,,,,,,,,,,,,,,,,
453,Bragantino,3,6,106299,Leonardo Javier Realpe Montaño,0.0,11,Realpe,,0.0,7,realpe,Realpe,1.95,280,1.85,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,1.0,4.0,7.0,,,,,,2.0,,,,,,,,,,,
454,Fortaleza,4,11,106323,Caio Alexandre Souza e Silva,5.4,11,C. Alexandre,,0.42,7,caio-alexandre,Caio Alexandre,4.19,356,9.19,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mYQOurq.png,2.0,27.0,19.0,1.0,3.0,10.0,,1.0,,1.0,2.0,,,,,,,,,
455,Cruzeiro,2,0,106327,Wesley David de Oliveira Andrade,0.0,11,W. Gasolina,,0.0,6,wesley-gasolina,Wesley Gasolina,0.0,283,3.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_IHO297R.png,,,,,,,,,,,,,,,,,,,,
456,Grêmio,4,0,106371,Jhonata Robert Alves da Silva,0.0,11,J. Robert,,0.0,5,jhonata-robert,Jhonata Robert,0.0,284,4.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Yc1vcMc.png,,,,,,,,,,,,,,,,,,,,
457,Bragantino,3,10,106434,Eduardo Gonzaga Mendes Santos,13.0,11,E. Santos,,2.51,7,eduardo-santos,Eduardo Santos,3.0,280,6.12,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_0B5pVnO.png,1.0,5.0,9.0,2.0,1.0,3.0,,1.0,2.0,1.0,,,,,,,,,,
458,Vasco,1,0,106682,Hedhe Halls Rocha da Silva,0.0,11,Halls,,0.0,6,halls,Halls,0.0,267,2.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oXORlmg.png,,,,,,,,,,,,,,,,,,,,
459,Botafogo,5,1,106704,Carlos Alberto Gomes da Silva Filho,0.0,11,C. Alberto,,0.0,6,carlos-alberto,Carlos Alberto,0.0,263,2.76,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_DgukYrK.png,,,,,,,,,,,,,,,,,,,,
460,Cruzeiro,2,4,106708,Igor Marques Paciência Cardoso,1.2,11,I. Formiga,,0.19,6,igor-formiga,Igor Formiga,2.83,283,2.38,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_OHpWQRW.png,1.0,3.0,1.0,,,,,,1.0,1.0,,,,,,,,,,1.0
461,São Paulo,4,0,106803,André Anderson Pomilio Lima,0.0,11,A. Anderson,,0.0,6,andre-anderson,André Anderson,0.0,276,3.0,https://s.sde.globo.com/media/person_role/2022/04/12/147e9b9fa6d6b253f5f20e62622066ac_FORMATO.png,,,,,,,,,,,,,,,,,,,,
462,São Paulo,4,8,106822,Rodrigo Nestor Bertalia,3.8,11,R. Nestor,,0.11,7,rodrigo-nestor,Rodrigo Nestor,4.29,276,8.83,https://s.sde.globo.com/media/person_role/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png,,13.0,11.0,6.0,5.0,6.0,1.0,1.0,,,2.0,,,,,,1.0,,,
463,São Paulo,2,0,106824,Welington Damascena Santos,0.0,11,Welington,,0.0,6,welington,Welington,0.0,276,7.0,https://s.sde.globo.com/media/person_role/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png,,,,,,,,,,,,,,,,,,,,
464,São Paulo,2,2,106829,Patryck Lanza dos Reis,0.0,11,Patryck,,0.0,6,patryck,Patryck,6.15,276,4.47,https://s.sde.globo.com/media/person_role/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png,1.0,2.0,2.0,,,3.0,,,2.0,,,,,,,,,,,
465,São Paulo,4,0,106830,Talles Macedo Toledo Costa,0.0,11,T. Costa,,0.0,6,talles-costa,Talles Costa,0.0,276,3.0,https://s.sde.globo.com/media/person_role/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png,,,,,,,,,,,,,,,,,,,,
466,São Paulo,5,5,106831,Juan Santos da Silva,0.0,11,Juan,,0.0,6,juan,Juan,1.94,276,2.07,https://s.sde.globo.com/media/person_role/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png,,2.0,3.0,,,1.0,,1.0,,,3.0,,,,,,,,,
467,São Paulo,4,0,106832,Pedro Veronez Vilhena,0.0,11,P. Vilhena,,0.0,6,pedro-vilhena,Pedro Vilhena,0.0,276,1.0,https://s.sde.globo.com/media/person_role/2022/03/01/e8c6023cceab5eaf7953916841a0923b_FORMATO.png,,,,,,,,,,,,,,,,,,,,
468,Bragantino,3,3,106835,Luan Patrick Wiedthauper,6.2,11,L. Patrick,,0.96,6,luan-patrick,Luan Patrick,5.63,280,4.62,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qBlP0vG.png,1.0,2.0,,,,1.0,,,2.0,1.0,,,,,,,,,,
469,Fluminense,4,0,106882,Eder Maciel Lopes,0.0,11,Edinho,,0.0,6,edinho,Edinho,0.0,266,2.0,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_5q9s5aJ.png,,,,,,,,,,,,,,,,,,,,
470,Goiás,5,0,106949,Ariel Felipe Gomes da Rosa,0.0,11,Ariel,,0.0,6,ariel,Ariel,0.0,290,3.0,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Nvo8pua.png,,,,,,,,,,,,,,,,,,,,
471,Athlético-PR,2,6,106950,Fernando Augusto Pereira Bueno Júnior,2.9,11,Fernando,,-0.56,5,fernando,Fernando,5.27,293,4.73,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_DOiaQDY.png,1.0,10.0,4.0,,1.0,2.0,,,2.0,2.0,,,,,,,,,,
472,Fortaleza,3,0,106977,Bernardo Schappo,0.0,11,B. Schappo,,0.0,6,bernardo-schappo,Bernardo Schappo,0.0,356,4.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_rs77zVD.png,,,,,,,,,,,,,,,,,,,,
473,Cuiabá,4,1,107039,José Ricardo Batista Cerqueira,0.0,11,R. Cerqueira,,0.0,6,ricardo-cerqueira,Ricardo Cerqueira,0.5,1371,1.51,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_lmtWu1C.png,,,,,,1.0,,,,,,,,,,,,,,
474,Fluminense,5,1,107044,Alexandre de Jesus Jeruzalem Júnior,0.0,11,A. Jesus,,0.0,6,alexandre-jesus,Alexandre Jesus,1.9,266,2.48,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_PBbWKhP.png,,1.0,,,1.0,,,,,,1.0,,,,,,,,,
475,Cruzeiro,5,6,107052,Stenio Zanetti Toledo,0.8,11,Stênio,,0.12,6,stenio,Stênio,0.85,283,2.2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9qm9tuE.png,,1.0,3.0,3.0,1.0,1.0,,,,,1.0,,,,,,,,,
476,Bragantino,3,6,107110,Natan Bernardo de Souza,0.0,11,Natan,,0.0,5,natan,Natan,0.97,280,4.15,https://s.sde.globo.com/media/person_role/2022/05/05/ebc6c140c001d68b3b50f27e354d27e2_FORMATO.png,,4.0,8.0,1.0,1.0,3.0,,,,,1.0,,,,,,,,,
477,Palmeiras,4,11,107111,Richard Ríos Montoya,2.5,11,R. Ríos,,-0.05,7,richard-rios,Richard Ríos,1.86,275,4.63,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_RowK2Zx.png,,12.0,4.0,1.0,4.0,6.0,,,,,1.0,,,,,,,,,
478,Botafogo,4,0,107172,Patrick de Paula Carreiro,0.0,11,P. Paula,,0.0,5,patrick-de-paula,Patrick de Paula,0.0,263,7.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_YTg7jfi.png,,,,,,,,,,,,,,,,,,,,
479,São Paulo,4,9,107173,Michel Daryl Araújo Villar,0.0,11,M. Araújo,,0.0,5,michel-araujo,Michel Araújo,2.77,276,6.55,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Z1W5SRZ.png,1.0,3.0,6.0,1.0,5.0,12.0,,1.0,,1.0,,,,,,,,,,
480,Palmeiras,4,4,107174,Bruno Vinícius Souza Ramos,1.3,11,B. Tabata,,0.01,6,bruno-tabata,Bruno Tabata,0.9,275,2.7,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_g6CL75l.png,,,3.0,,2.0,6.0,,,,,1.0,,,,,,,,,
481,Corinthians,1,0,107179,Matheus Planelles Donelli,0.0,11,M. Donelli,,0.0,6,matheus-donelli,Matheus Donelli,0.0,264,2.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_34QaZln.png,,,,,,,,,,,,,,,,,,,,
482,Athlético-PR,1,0,107183,Léo Matias Baiersdorf Linck,0.0,11,L. Linck,,0.0,6,leo-linck,Léo Linck,-1.0,293,1.05,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_2aZU9Nq.png,1.0,,,,,,,,,,,,,,,,,,,
483,Athlético-PR,2,1,107186,Vinicius Kauê Ribeiro Ferreira,0.9,11,V. Kauê,,-0.09,7,vinicius-kaue,Vinicius Kauê,0.9,293,0.91,https://s.sde.globo.com/media/person_role/2021/04/16/0367fa0859b4ea67ba8191afd67f560e_FORMATO.png,,1.0,1.0,,,,,,,,,,,,,,,,,
484,Athlético-PR,5,5,107197,Rômulo José Cardoso da Cruz,0.0,11,Rômulo,,0.0,5,romulo,Rômulo,0.42,293,1.58,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_A5prVgV.png,,1.0,3.0,,1.0,2.0,,,,,,,,,,,,,,
485,Palmeiras,2,3,107225,Gustavo Garcia dos Santos,0.0,11,G. Garcia,,0.0,6,gustavo-garcia,Gustavo Garcia,2.97,275,4.06,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_9hMRqkt.png,,2.0,1.0,,1.0,2.0,,,1.0,,,,,,,,,,,
486,Bahia,4,0,107232,Miqueias Cabral Evaristo,0.0,11,Miqueias,,0.0,6,miqueias,Miqueias,0.0,265,3.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JqZAXdV.png,,,,,,,,,,,,,,,,,,,,
487,Palmeiras,2,4,107236,Vanderlan Barbosa da Silva,3.8,11,Vanderlan,,-0.27,6,vanderlan,Vanderlan,4.7,275,6.7,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_F0bHOxR.png,1.0,12.0,9.0,,2.0,3.0,,,,1.0,,,,,,,,,,
488,Goiás,4,0,107261,Nathan Melo Silva,0.0,11,Nathan,,0.0,6,nathan,Nathan,0.0,290,1.0,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_hnxgxa6.png,,,,,,,,,,,,,,,,,,,,
489,Goiás,4,4,107375,Vinícius Rodrigues Adelino dos Santos,0.0,11,Dodô,,0.0,6,dodo,Dodô,-0.32,290,0.69,https://s.sde.globo.com/media/person_role/2023/05/07/photo_220x220_0PEd4FH.png,1.0,,1.0,,,,,,,,,,,,,,,,,
490,Santos,4,2,107416,Luan Dias da Silva,0.0,11,L. Dias,,-0.69,6,luan-dias,Luan Dias,-0.8,277,1.98,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_MHA8oKV.png,1.0,,2.0,,,,,,,,,,,,,,,,,
491,Fluminense,4,10,107498,André Trindade da Costa Neto,0.3,11,André,,-0.78,3,andre,André,3.32,266,9.17,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_VrJSWeV.png,3.0,23.0,14.0,1.0,4.0,23.0,,,,,,,,,,,1.0,,,
492,Coritiba,2,9,107554,Natanael Moreira Milouski,0.0,11,Natanael,,0.0,7,natanael,Natanael,5.15,294,9.98,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0XMnyZN.png,2.0,28.0,20.0,4.0,2.0,13.0,1.0,,1.0,,2.0,,,,,,,,,
493,Santos,2,7,107676,Nathan Santos de Araújo,0.0,11,Nathan,,0.0,2,nathan,Nathan,4.29,277,8.82,https://s.sde.globo.com/media/person_role/2022/09/30/photo_FORMATO.png,2.0,16.0,9.0,,,1.0,,,3.0,,,,,,,,,,,
494,Corinthians,4,3,107726,Chrystian Amaral Barletta de Almeida,0.0,11,C. Barletta,,0.0,6,chrystian-barletta,Chrystian Barletta,2.23,264,4.79,https://s.sde.globo.com/media/person_role/2023/03/21/photo_FORMATO_A5fpusS.png,,3.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,
495,Internacional,1,0,107740,Emerson Fabiano Kerber Júnior,0.0,11,E. Júnior,,0.0,6,emerson-junior,Emerson Júnior,0.0,285,1.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_O9bfirr.png,,,,,,,,,,,,,,,,,,,,
496,Bragantino,4,1,107744,Bruno Conceição Praxedes,-0.1,11,Praxedes,,-1.46,6,praxedes,Praxedes,-0.1,280,3.54,https://s.sde.globo.com/media/person_role/2022/05/05/f8aea5d525d74bdbe77382da13d85ed2_FORMATO.png,,,,,,,,,,,1.0,,,,,,,,,
497,Grêmio,1,2,107748,Adriel Vasconcelos Ramos,0.0,11,Adriel,,0.0,6,adriel,Adriel,5.25,284,7.74,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_WyxMzh5.png,1.0,,,,,1.0,,,1.0,,,,,,7.0,1.0,,,,
498,Bahia,4,6,107796,Diego Gabriel Silva Rosa,0.0,11,D. Rosa,,0.0,6,diego-rosa,Diego Rosa,1.07,265,2.22,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_Z8v7YI8.png,,3.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,
499,Cruzeiro,4,0,107800,Fernando Henrique do Nascimento Pereira,0.0,11,F. Henrique,,0.0,6,fernando-henrique,Fernando Henrique,0.0,283,3.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_7OiYeRo.png,,,,,,,,,,,,,,,,,,,,
500,Grêmio,3,1,107801,Natã Felipe de Amorim Santos,0.2,11,Natã,,-0.25,6,nata,Natã,0.2,284,0.75,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_nMfgjlm.png,,,1.0,,,1.0,,,,,,,,,,,,,,
501,Coritiba,5,1,107803,Wesley da Conceição Duarte Moreira,0.0,11,Wesley,,0.0,6,wesley,Wesley,-1.6,294,1.77,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO_KnKkZDT.png,1.0,,2.0,,,,,,,,,,,,,,,,,
502,Internacional,4,5,107809,Matheus dos Santos Dias,0.0,11,M. Dias,,0.02,6,matheus-dias,Matheus Dias,0.76,285,2.01,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_f09xlRk.png,1.0,5.0,4.0,,,,,,,,,,,,,,,,,
503,Goiás,2,1,107908,Hugo Ferreira de Farias,0.0,11,Hugo,,0.0,6,hugo,Hugo,1.2,290,2.36,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_4XBJGTX.png,,1.0,,,,,,,,,,,,,,,,,,
504,Corinthians,4,9,107950,Fausto Mariano Vera,0.0,11,F. Vera,,0.0,2,fausto-vera,Fausto Vera,3.08,264,8.14,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_w7tZlR4.png,4.0,15.0,13.0,2.0,4.0,4.0,,,,2.0,,,,,,,,,,
505,Cuiabá,5,10,108133,Isidro Miguel Pitta Saldívar,0.6,11,I. Pitta,,0.11,6,isidro-pitta,Isidro Pitta,0.4,1371,2.8,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LlMyePJ.png,,,7.0,1.0,2.0,7.0,,,,,1.0,,,,,,,,,
506,Grêmio,4,1,108201,Gustavo César Mendonça Gravino,0.0,11,Gustavinho,,0.0,6,gustavinho,Gustavinho,0.5,284,2.85,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hopiRUY.png,,,,,,1.0,,,,,,,,,,,,,,
507,Goiás,5,0,108211,Breno Herculano Almeida,0.0,11,Breno,,0.0,6,breno,Breno,0.0,290,1.0,https://s.sde.globo.com/media/person_role/2022/09/18/photo_FORMATO_aTUZBiS.png,,,,,,,,,,,,,,,,,,,,
508,Internacional,5,1,108352,Gabriel de Sousa Barros,0.0,11,G. Barros,,0.0,6,gabriel-barros,Gabriel Barros,-1.3,285,2.43,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220.png,1.0,,1.0,,,,,,,,,,,,,,,,,
509,São Paulo,5,0,108422,Erison Danilo de Souza,0.0,11,Erison,,0.0,6,erison,Erison,0.0,276,6.0,https://s.sde.globo.com/media/person_role/2023/02/01/photo_FORMATO_0I7WXAm.png,,,,,,,,,,,,,,,,,,,,
510,Vasco,4,8,108528,Matías Galarza Fonda,0.0,11,Galarza,,0.0,2,galarza,Galarza,2.36,267,2.67,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_G8IevUF.png,1.0,7.0,7.0,1.0,3.0,4.0,,1.0,,,,,,,,,,,,
511,Athlético-PR,5,0,108624,Luciano Daniel Arriagada García,0.0,11,Arriagada,,0.0,6,arriagada,Arriagada,0.0,293,4.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,,,,,,,,,,,,,,,,,,,,
512,Botafogo,5,10,108946,João Victor Santos Sá,-0.2,11,V. Sá,,-0.17,6,victor-sa,Victor Sá,3.9,263,6.94,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_t9xgUxE.png,1.0,13.0,10.0,7.0,9.0,6.0,,1.0,,,2.0,,,1.0,,,,,,
513,Athlético-PR,4,0,109102,Daniel Sergio Martins,0.0,11,D. Martins,,0.0,6,daniel-martins,Daniel Martins,0.0,293,1.0,https://s.sde.globo.com/media/person_role/2022/08/25/photo_FORMATO_VUIS7Pm.png,,,,,,,,,,,,,,,,,,,,
514,Botafogo,5,3,109114,Matheus Nascimento de Paula,1.8,11,M. Nascimento,,0.21,6,matheus-nascimento,Matheus Nascimento,3.7,263,4.19,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xScuqcn.png,,2.0,5.0,1.0,,2.0,,1.0,,,,,,,,,,,,
515,Botafogo,2,0,109199,Douglas da Silva Teixeira,0.0,11,DG,,0.0,6,dg,DG,0.0,263,2.0,https://s.sde.globo.com/media/person_role/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,,,,,,,,,,,,,,,,,,,,
516,Bragantino,5,0,109246,Kawê Ferreira Godoy Viana,0.0,11,Kawê,,0.0,6,kawe,Kawê,0.0,280,1.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_2gnQr2r.png,,,,,,,,,,,,,,,,,,,,
517,Fortaleza,4,0,109341,Sammuel Queiroz de Freitas,0.0,11,Sammuel,,0.0,5,sammuel,Sammuel,0.0,356,3.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_XK5Yazn.png,,,,,,,,,,,,,,,,,,,,
518,Fortaleza,1,0,109347,Antonio Kennedy Sousa de Almeida,0.0,11,Kennedy,,0.0,6,kennedy,Kennedy,0.0,356,2.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_jTL4V8M.png,,,,,,,,,,,,,,,,,,,,
519,Bahia,3,0,109389,Raul Gustavo Pereira Bicalho,0.0,11,R. Gustavo,,0.0,6,raul-gustavo,Raul Gustavo,0.0,265,9.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o1bIdBe.png,,,,,,,,,,,,,,,,,,,,
520,Athlético-PR,5,8,109404,Thiago Eduardo de Andrade,0.0,11,T. Andrade,,0.0,6,thiago-andrade,Thiago Andrade,0.73,293,2.65,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_83YGYl5.png,1.0,2.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,
521,Cruzeiro,4,0,109412,Ian Luccas Baroni Boetto,0.0,11,I. Luccas,,0.0,6,ian-luccas,Ian Luccas,0.0,283,4.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HM5lJ1D.png,,,,,,,,,,,,,,,,,,,,
522,Fortaleza,4,11,109461,Calebe Gonçalves Ferreira da Silva,5.5,11,Calebe,,0.59,7,calebe,Calebe,3.37,356,7.07,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_AhzCnT2.png,2.0,7.0,6.0,7.0,6.0,23.0,1.0,,,1.0,2.0,,,,,,,,,
523,Santos,5,6,109497,Marcos Leonardo Santos Almeida,1.8,11,M. Leonardo,,-0.23,7,marcos-leonardo,Marcos Leonardo,5.08,277,9.87,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_eb1ett7.png,,2.0,13.0,6.0,7.0,13.0,,1.0,,1.0,3.0,,,,,,,,,
524,Santos,3,8,109563,Joaquim Henrique Pereira Silva,2.4,11,Joaquim,,-0.53,7,joaquim,Joaquim,5.03,277,8.61,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_KiHaTyd.png,1.0,12.0,6.0,2.0,4.0,6.0,,,4.0,,,,,,,,,,,
525,Fluminense,4,5,109573,Matheus Martinelli Lima,-0.3,11,Martinelli,,-0.52,7,martinelli,Martinelli,1.54,266,4.22,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_eSiqEBR.png,,4.0,6.0,,1.0,8.0,,,,,1.0,,,,,,,,,
526,Vasco,4,6,109591,Andrey Nascimento dos Santos,0.3,11,A. Santos,,-2.0,3,andrey-santos,Andrey Santos,3.77,267,10.9,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_jgSQJUl.png,3.0,14.0,13.0,1.0,2.0,4.0,,1.0,,,1.0,,,,,,,,,
527,Goiás,5,3,109639,Gabriel Novaes Fernandes,0.0,11,G. Novaes,,0.0,6,gabriel-novaes,Gabriel Novaes,0.23,290,2.57,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Kdrpiw9.png,,,3.0,1.0,,1.0,,,,,1.0,,,,,,,,,
528,Botafogo,2,4,109668,Hugo Gonçalves Ferreira Neto,9.5,11,Hugo,,0.76,7,hugo,Hugo,7.87,263,6.34,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8tyq2bR.png,,12.0,4.0,,1.0,5.0,,,3.0,,,,,,,,,,,
