,atletas.nome,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.jogos_num,atletas.preco_num,atletas.atleta_id,atletas.variacao_num,atletas.posicao_id,atletas.apelido_abreviado,atletas.slug,atletas.clube.id.full.name,atletas.media_num,atletas.apelido,atletas.foto,atletas.status_id,atletas.clube_id,A,DS,FC,FD,FF,FS,FT,G,I,CA,SG,PS,DE,GS,PC,CV,DP,PP,V,GC
527,Joaquim Henrique Pereira Silva,0.1,,9,6,8.08,109563,-0.47,3,Joaquim,joaquim,Santos,5.18,Joaquim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_KiHaTyd.png,7,277,,10.0,4.0,2.0,3.0,3.0,,,,1.0,3.0,,,,,,,,,
528,Matheus Martinelli Lima,2.1,,9,3,4.56,109573,0.12,4,Martinelli,martinelli,Fluminense,1.67,Martinelli,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_eSiqEBR.png,7,266,,2.0,2.0,,1.0,5.0,,,1.0,,,,,,,,,,,
529,Andrey Nascimento dos Santos,0.0,,9,5,12.9,109591,0.0,4,A. Santos,andrey-santos,Vasco,4.46,Andrey Santos,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_jgSQJUl.png,6,267,,13.0,12.0,1.0,2.0,3.0,,1.0,,2.0,,,,,,,,,,
530,Gabriel Novaes Fernandes,-0.7,,9,3,2.57,109639,-0.21,5,G. Novaes,gabriel-novaes,Goiás,0.23,Gabriel Novaes,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Kdrpiw9.png,7,290,,,3.0,1.0,,1.0,,,1.0,,,,,,,,,,,
531,Hugo Gonçalves Ferreira Neto,6.6,,9,2,5.02,109668,0.11,2,Hugo,hugo,Botafogo,7.1,Hugo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8tyq2bR.png,7,263,,6.0,1.0,,1.0,3.0,,,,,1.0,,,,,,,,,
532,Jhoanner Stalin Chávez Quintero,0.0,,9,6,6.53,110021,0.0,2,J. Chávez,jhoanner-chavez,Bahia,3.33,Jhoanner Chávez,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_bZ6JNlc.png,5,265,1.0,9.0,9.0,,2.0,3.0,,,2.0,1.0,1.0,,,,,,,,,
533,Matías Emanuel Segovia Torales,0.0,,9,4,5.24,110055,0.0,4,M. Segovia,matias-segovia,Botafogo,3.25,Matías Segovia,https://s.sde.globo.com/media/person_role/2023/04/04/photo_FORMATO.png,6,263,1.0,5.0,,,,4.0,,,,,,,,,,,,,,
534,Gabriel Roberto Pereira,0.0,,9,0,1.0,110251,0.0,1,G. Pereira,gabriel-pereira,Athlético-PR,0.0,Gabriel Pereira,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yvoo9wb.png,6,293,,,,,,,,,,,,,,,,,,,,
535,Ângelo Gabriel Borges Damaceno,0.0,,9,9,6.04,110415,-0.32,5,Ângelo,angelo,Santos,3.39,Ângelo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CqBwl6X.png,6,277,,9.0,7.0,1.0,3.0,7.0,,2.0,3.0,1.0,,,,,,,,,,
536,Abel Fernando Moreira Ferreira,6.69,,9,9,13.59,110506,0.43,6,A. Ferreira,abel-ferreira,Palmeiras,6.33,Abel Ferreira,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,7,275,,,,,,,,,,,,,,,,,,,5.0,
537,Paulo Mazoti Azevedo,0.0,,9,0,1.0,110602,0.0,1,P. Mazoti,paulo-mazoti,Santos,0.0,Paulo Mazoti,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rM1hgKg.png,6,277,,,,,,,,,,,,,,,,,,,,
538,Vinícius Balieiro Lourenço de Carvalho,0.0,,9,1,1.99,110605,0.0,4,V. Balieiro,vinicius-balieiro,Santos,-0.3,Vinícius Balieiro,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yMHsqPr.png,6,277,,,1.0,,,,,,,,,,,,,,,,,
539,Gabriel Cordeiro Pirani,0.0,,9,5,4.65,110607,0.0,4,G. Pirani,gabriel-pirani,Fluminense,1.66,Gabriel Pirani,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_ttN765r.png,6,266,,3.0,2.0,1.0,2.0,7.0,,,,1.0,,,,,,,,,,
540,Luiz Filipe dos Reis Silva,0.0,,9,0,2.0,110632,0.0,5,L. Filipe,luiz-filipe,Goiás,0.0,Luiz Filipe,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_xcsqOAQ.png,6,290,,,,,,,,,,,,,,,,,,,,
541,Lucas Ángel Esquivel,0.0,,9,0,3.0,110668,0.0,2,Esquivel,esquivel,Athlético-PR,0.0,Esquivel,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,6,293,,,,,,,,,,,,,,,,,,,,
542,Mycael Pontes Moreira,0.0,,9,0,3.0,110698,0.0,1,Mycael,mycael,Athlético-PR,0.0,Mycael,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4TEihe1.png,6,293,,,,,,,,,,,,,,,,,,,,
543,Pedro Felipe de Faria Rangel,0.0,,9,0,3.0,110708,0.0,1,P. Rangel,pedro-rangel,Fluminense,0.0,Pedro Rangel,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_6zge4A7.png,6,266,,,,,,,,,,,,,,,,,,,,
544,José Andrés Hurtado Cheme,0.0,,9,6,4.78,110715,-1.77,2,A. Hurtado,andres-hurtado,Bragantino,4.08,Andrés Hurtado,https://s.sde.globo.com/media/person_role/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,7,280,,12.0,3.0,,,2.0,,,,,2.0,,,,,,,,,
545,Rubens Antônio Dias,9.1,,9,9,12.75,110727,1.02,2,Rubens,rubens,Atlético-MG,6.36,Rubens,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JV4BtfR.png,7,282,,30.0,16.0,2.0,3.0,5.0,,,2.0,1.0,4.0,,,,,,,,,
546,João Victor Araújo Maranini,0.0,,9,0,3.0,110742,0.0,3,J. Maranini,joao-maranini,Cuiabá,0.0,João Maranini,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_2ubCgRc.png,6,1371,,,,,,,,,,,,,,,,,,,,
547,John Kennedy Batista de Souza,0.0,,9,7,11.01,110759,0.0,5,J. Kennedy,john-kennedy,Fluminense,4.64,John Kennedy,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_ZAgi9kx.png,6,266,,5.0,7.0,5.0,4.0,5.0,1.0,2.0,1.0,3.0,,1.0,,,,,,,,
548,Gabriel Teixeira Aragão,0.0,,9,7,8.44,110760,0.0,5,Biel,biel,Bahia,6.4,Biel,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_iT5hY8V.png,6,265,,7.0,10.0,5.0,8.0,20.0,1.0,2.0,,2.0,,,,,,,,,,
549,Marco Antônio Amorim de Oliveira Montes,0.0,,9,0,2.0,110775,0.0,1,Marcão,marcao,Coritiba,0.0,Marcão,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ur2aV6A.png,6,294,,,,,,,,,,,,,,,,,,,,
550,Luca Nicolás Orellano,1.9,,9,7,3.17,110776,0.22,4,Orellano,orellano,Vasco,1.5,Orellano,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_QTGO9rI.png,7,267,,4.0,5.0,2.0,1.0,8.0,,,,,,,,,,,,,,
551,Renato Manuel Alves Paiva,5.52,,9,9,8.75,110818,0.59,6,R. Paiva,renato-paiva,Bahia,4.61,Renato Paiva,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ZitX2Ik.png,7,265,,,,,,,,,,,,,,,,,,,2.0,
552,Guilherme Lopes de Almeida,0.8,,9,3,1.97,110909,-0.66,2,G. Lopes,guilherme-lopes,Bragantino,2.4,Guilherme Lopes,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_UCfKPnM.png,6,280,,1.0,2.0,,2.0,,,,,,1.0,,,,,,,,,
553,Lucas Emmanuel Araujo Macedo,0.0,,9,0,2.0,110928,0.0,5,Lucão,lucao,Goiás,0.0,Lucão,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_G50Eggl.png,6,290,,,,,,,,,,,,,,,,,,,,
554,Gustavo Apis Pascoal de Farias,0.0,,9,0,2.0,110947,0.0,4,G. Apis,gustavo-apis,Fluminense,0.0,Gustavo Apis,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_s4LBYSN.png,6,266,,,,,,,,,,,,,,,,,,,,
555,Kayque Luiz Pereira,-0.5,,9,1,3.41,110962,-1.59,4,Kayque,kayque,Botafogo,-0.5,Kayque,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_kc0gmoa.png,6,263,,,1.0,,1.0,,,,,1.0,,,,,,,,,,
556,Robson Luiz dos Santos Nascimento,0.0,,9,0,2.0,111172,0.0,1,Robson,robson,América-MG,0.0,Robson,https://s.sde.globo.com/media/person_role/2021/06/04/4ae813551a7112d688190602a630a0b1_FORMATO.png,6,327,,,,,,,,,,,,,,,,,,,,
557,Alix Vinicius de Souza Sampaio,0.0,,9,0,3.0,111246,0.0,3,A. Vinicius,alix-vinicius,Fortaleza,0.0,Alix Vinicius,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_ZumoLU7.png,6,356,,,,,,,,,,,,,,,,,,,,
558,Gustavo Martins de Souza Santos,0.0,,9,5,2.25,111309,0.0,3,G. Martins,gustavo-martins,Grêmio,2.44,Gustavo Martins,https://s.sde.globo.com/media/person_role/2023/05/25/photo_FORMATO_levDrmA.png,6,284,,6.0,4.0,2.0,1.0,,,,,2.0,1.0,,,,,,,,,
559,Marcos Vinicios Moura,0.0,,9,4,3.35,111333,0.0,5,Sorriso,sorriso,Bragantino,1.52,Sorriso,https://s.sde.globo.com/media/person_role/2022/05/05/7924434ef39a0546d8ad7fa23ca14168_FORMATO.png,6,280,,1.0,,2.0,,5.0,,,,,,,,,,,,,,
560,Felipe Augusto da Silva,0.0,,9,3,1.41,111408,-0.02,5,F. Augusto,felipe-augusto,Corinthians,0.47,Felipe Augusto,https://s.sde.globo.com/media/person_role/2022/04/27/0397eababa104f1f3a03d140431a5223_FORMATO.png,6,264,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
561,António José Cardoso de Oliveira,8.12,,9,4,6.4,111578,0.94,6,A. Oliveira,antonio-oliveira,Cuiabá,5.81,António Oliveira,https://s.sde.globo.com/media/person_role/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,7,1371,,,,,,,,,,,,,,,,,,,2.0,
562,Juan Christian Pereira Coelho,0.0,,9,0,1.0,111633,0.0,5,J. Christian,juan-christian,Cruzeiro,0.0,Juan Christian,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_grCTDFm.png,6,283,,,,,,,,,,,,,,,,,,,,
563,Gustavo Vilar dos Santos,0.0,,9,1,1.32,111644,0.0,3,G. Vilar,gustavo-vilar,Coritiba,0.0,Gustavo Vilar,https://s.sde.globo.com/media/person_role/2023/04/20/photo_220x220_WU7m9CP.png,6,294,,,,,,,,,,,,,,,,,,,,
564,Rodrigo Santos Varanda,0.0,,9,0,2.0,111652,0.0,5,R. Varanda,rodrigo-varanda,América-MG,0.0,Rodrigo Varanda,https://s.sde.globo.com/media/person_role/2021/08/12/27a543ad340dc9d4a4e005e8150ebd2b_220x220.png,6,327,,,,,,,,,,,,,,,,,,,,
565,Adson Ferreira Soares,-0.3,,9,8,4.76,111682,-1.2,4,Adson,adson,Corinthians,3.47,Adson,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_uzK3HTh.png,7,264,,16.0,5.0,2.0,5.0,8.0,,,3.0,,,,,,,,,,,
566,Matheus Alfredo Cadorini da Silva,0.0,,9,0,3.0,111688,0.0,5,M. Cadorini,matheus-cadorini,Coritiba,0.0,Matheus Cadorini,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qDCu3iB.png,6,294,,,,,,,,,,,,,,,,,,,,
567,Bruno Guimarães de Souza,0.0,,9,0,1.0,111689,0.0,1,B. Guimarães,bruno-guimaraes,Fortaleza,0.0,Bruno Guimarães,https://s.sde.globo.com/media/person_role/2023/05/14/photo_220x220.png,6,356,,,,,,,,,,,,,,,,,,,,
568,Matheus Cunha Queiroz,3.0,,9,5,4.55,111690,-0.16,1,M. Cunha,matheus-cunha,Flamengo,4.0,Matheus Cunha,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xwFOLiN.png,7,262,,,,,,,,,,,1.0,,18.0,3.0,,,,,,
569,Mateus Dias Lima,0.0,,9,0,2.0,111694,0.0,5,Mateusão,mateusao,Flamengo,0.0,Mateusão,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_JeOW27e.png,6,262,,,,,,,,,,,,,,,,,,,,
570,Lucas de Souza Mombra Rosa,0.0,,9,0,2.0,111713,0.0,3,L. Mezenga,lucas-mezenga,Botafogo,0.0,Lucas Mezenga,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,6,263,,,,,,,,,,,,,,,,,,,,
571,Giovani Henrique Amorim da Silva,0.0,,9,1,2.99,111759,0.0,5,Giovani,giovani,Palmeiras,0.8,Giovani,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_aPzreE2.png,6,275,,,,,1.0,,,,,,,,,,,,,,,
572,Fábio Silva de Freitas,-0.3,,9,6,3.13,111760,-0.82,4,Fabinho,fabinho,Palmeiras,1.68,Fabinho,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_6TfTz4T.png,6,275,,7.0,2.0,,1.0,3.0,,,,,,,,,,,,,,
573,Carlos Eduardo Piekny Neves,0.0,,9,0,1.0,111761,0.0,1,Cadu,cadu,Vasco,0.0,Cadu,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_MykTtrE.png,6,267,,,,,,,,,,,,,,,,,,,,
574,João Pedro Galvão de Carvalho,0.0,,9,0,1.0,111763,0.0,4,J. Galvão,jp-galvao,Botafogo,0.0,JP Galvão,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_KKJAtgs.png,6,263,,,,,,,,,,,,,,,,,,,,
575,Rodrigo Alves de Holanda Santos,0.0,,9,8,3.86,111766,0.0,4,Rodrigo,rodrigo,Vasco,0.9,Rodrigo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oUqfC4H.png,6,267,,7.0,4.0,,,2.0,,,,1.0,,,,,,,,,,
576,Marlon Gomes Claudino,0.0,,9,4,4.24,111769,0.0,4,M. Gomes,marlon-gomes,Vasco,1.7,Marlon Gomes,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_t23W3Dj.png,6,267,,5.0,5.0,,1.0,3.0,,,,,,,,,,,,,,
577,Arthur de Oliveira Sales,0.0,,9,7,2.38,111771,0.0,5,A. Sales,arthur-sales,Bahia,1.31,Arthur Sales,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_OzxQsVM.png,6,265,,3.0,2.0,2.0,1.0,6.0,,,,,,,,,,,,,,
578,Thomas Luciano Trindade Mathias,0.0,,9,6,5.46,111819,0.0,2,T. Luciano,thomas-luciano,Grêmio,3.5,Thomas Luciano,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_uDTKmM2.png,6,284,,7.0,9.0,,3.0,6.0,,,1.0,,2.0,,,,,,,,,
579,Kayky da Silva Chagas,0.0,,9,4,2.17,111829,0.0,5,Kayky,kayky,Bahia,0.25,Kayky,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ycDoFH2.png,6,265,,,2.0,,2.0,,,,,,,,,,,,,,,
580,Jefté Vital da Silva Dias,0.0,,9,0,1.0,111832,0.0,2,Jefté,jefte,Fluminense,0.0,Jefté,https://s.sde.globo.com/media/person_role/2021/05/18/798016d0e1bd3a074fdfe3fbda8bd197_FORMATO.png,6,266,,,,,,,,,,,,,,,,,,,,
581,Felipe de Andrade Vieira,0.0,,9,0,1.0,111839,0.0,3,F. Andrade,felipe-andrade,Fluminense,0.0,Felipe Andrade,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_lkQ8S78.png,6,266,,,,,,,,,,,,,,,,,,,,
582,Arthur Wenderrosky Sanches,0.0,,9,1,1.04,111841,0.0,4,Arthur,arthur,Fluminense,1.2,Arthur,https://s.sde.globo.com/media/person_role/2021/03/15/a1e027a6133eb086771225ec24cc7c69_FORMATO.png,6,266,,1.0,,,,,,,,,,,,,,,,,,
583,Matheus da Silva Duarte,0.0,,9,5,6.42,111879,0.0,2,Mateusinho,mateusinho,Cuiabá,5.1,Mateusinho,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_mK5PRfk.png,6,1371,,13.0,7.0,1.0,1.0,10.0,,1.0,,3.0,,,,,,,,,,
584,Guilherme Sucigan Mafra Cunha,0.0,,9,1,3.3,111891,0.0,4,G. Biro,guilherme-biro,Corinthians,2.9,Guilherme Biro,https://s.sde.globo.com/media/person_role/2022/07/02/ea53a64347e60658cdcbd15ba83320ba_FORMATO.png,6,264,,1.0,,1.0,,1.0,,,,,,,,,,,,,,
585,Diego Manuel Hernández González,0.0,,9,0,7.0,111945,0.0,4,D. Hernández,diego-hernandez,Botafogo,0.0,Diego Hernández,https://s.sde.globo.com/media/person_role/2023/05/26/photo_220x220_jllMRNk.png,6,263,,,,,,,,,,,,,,,,,,,,
586,Nicolás Quagliata Platero,-0.3,,9,6,2.49,111949,-0.37,5,Quagliata,quagliata,Cuiabá,0.72,Quagliata,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_kkqhEEK.png,6,1371,,2.0,4.0,,2.0,3.0,,,,,,,,,,,,,,
587,Julián Eduardo Palacios,4.9,,9,8,6.21,111996,0.89,4,J. Palacios,julian-palacios,Goiás,3.59,Julián Palacios,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_C8xKUgn.png,7,290,1.0,6.0,9.0,4.0,5.0,23.0,,,1.0,1.0,,,,,,,,,,
588,Lucas Lopes Beraldo,4.5,,9,7,6.9,112136,0.34,3,L. Beraldo,lucas-beraldo,São Paulo,5.03,Lucas Beraldo,https://s.sde.globo.com/media/person_role/2022/07/22/aef0c837cb53876eb1509bd8c3eaa586_FORMATO.png,7,276,,13.0,3.0,1.0,1.0,3.0,,1.0,,1.0,2.0,,,,,,,,,
589,João Paulo de Souza Mares,4.7,,9,8,12.32,112140,-0.85,4,Bitello,bitello,Grêmio,6.28,Bitello,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_nhcHWBh.png,7,284,,15.0,8.0,4.0,5.0,22.0,,2.0,1.0,1.0,,,,,,,,,,
590,Paulo Victor de Almeida Barbosa,0.0,,9,1,2.39,112141,0.0,2,P. Victor,paulo-victor,Vasco,-0.3,Paulo Victor,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_1bXqoAq.png,6,267,,,1.0,,,,,,,,,,,,,,,,,
591,Thalisson Gabriel Pereira Moreira,0.0,,9,0,1.0,112367,0.0,3,T. Gabriel,thalisson-gabriel,Coritiba,0.0,Thalisson Gabriel,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fY8etYF.png,6,294,,,,,,,,,,,,,,,,,,,,
592,Emerson Ramon Bezerra Oliveira,4.7,,9,6,4.84,112370,0.27,5,E. Ramon,emerson-ramon,Cuiabá,2.67,Emerson Ramon,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_wzDDWM2.png,6,1371,,3.0,3.0,3.0,6.0,10.0,,,1.0,,,,,,,,,,,
593,Gabriel Hamester Grando,2.0,,9,7,5.36,112616,-0.1,1,G. Grando,gabriel-grando,Grêmio,3.71,Gabriel Grando,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bv2qwrK.png,7,284,,,,,,2.0,,,,1.0,1.0,,32.0,11.0,,,,,,
594,Kaiki Bruno da Silva,0.0,,9,0,3.0,112709,0.0,2,Kaiki,kaiki,Cruzeiro,0.0,Kaiki,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HCZ4bVf.png,6,283,,,,,,,,,,,,,,,,,,,,
595,Lucas Henrique Barbosa,0.0,,9,3,5.49,112886,0.0,4,L. Barbosa,lucas-barbosa,Santos,3.87,Lucas Barbosa,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Nn5zqEX.png,6,277,,9.0,3.0,1.0,,1.0,,,,,,,,,,,,,,
596,Manuel Vicente Capasso,1.1,,9,3,2.62,112913,0.15,3,Capasso,capasso,Vasco,0.33,Capasso,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_OaLhk6j.png,7,267,,3.0,2.0,,,,,,,2.0,,,,,,,,,,
597,Werton de Almeida Rêgo,0.0,,9,0,2.0,112984,0.0,5,Werton,werton,Flamengo,0.0,Werton,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,6,262,,,,,,,,,,,,,,,,,,,,
598,José Manuel Alberto López,1.2,,9,4,7.05,113103,-0.46,5,F. López,flaco-lopez,Palmeiras,3.08,Flaco López,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_V15s07E.png,6,275,,3.0,5.0,2.0,1.0,,,1.0,,1.0,,,,,,,,,,
599,Kauan Silva Sales,0.0,,9,0,1.0,113154,0.0,2,Kauan,kauan,Atlético-MG,0.0,Kauan,https://s.sde.globo.com/media/person_role/2023/04/01/photo_220x220_9pgUpwG.png,6,282,,,,,,,,,,,,,,,,,,,,
600,Nathan Gabriel de Souza Mendes,2.6,,9,1,3.34,113157,-0.66,2,N. Mendes,nathan-mendes,São Paulo,2.6,Nathan Mendes,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Ec4EI26.png,6,276,,2.0,1.0,,,1.0,,,,,,,,,,,,,,
601,Michel Augusto Modesto Rafael dos Santos,0.0,,9,0,2.0,113159,0.0,3,Michel,michel,Palmeiras,0.0,Michel,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,6,275,,,,,,,,,,,,,,,,,,,,
602,Kevin Joel Lomónaco,0.0,,9,0,3.0,113203,0.0,3,Lomónaco,lomonaco,Bragantino,0.0,Lomónaco,https://s.sde.globo.com/media/person_role/2022/06/02/269ea7a5ee84f815bccf1916cb6f6b72_FORMATO.png,3,280,,,,,,,,,,,,,,,,,,,,
603,Júlio César Alves Gonçalves,9.7,,9,1,4.79,113295,3.79,3,Júlio,julio,América-MG,9.7,Júlio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_eIjqfZW.png,6,327,1.0,,1.0,,,,,,,,1.0,,,,,,,,,
604,Pablo Gonçalves Maia Fortunato,0.0,,9,9,5.75,113359,-1.59,4,P. Maia,pablo-maia,São Paulo,3.77,Pablo Maia,https://s.sde.globo.com/media/person_role/2022/03/05/e91f0953fe782088f01eda528fd69b2f_FORMATO.png,7,276,,15.0,18.0,2.0,3.0,3.0,,2.0,,1.0,,,,,,,,,,
605,Diogo Batista de Souza,0.0,,9,0,1.0,113384,0.0,2,D. Batista,diogo-batista,Coritiba,0.0,Diogo Batista,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_SfVPzCz.png,6,294,,,,,,,,,,,,,,,,,,,,
606,Bruno Gonçalves de Jesus,0.0,,9,6,9.25,113558,0.0,4,Bruninho,bruninho,Bragantino,3.15,Bruninho,https://s.sde.globo.com/media/person_role/2022/05/05/f1f155231d0b75984084fb05c52de0db_FORMATO.png,5,280,1.0,3.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,,,
607,Kevin Santos Lopes de Macedo,0.0,,9,0,1.0,113663,0.0,5,Kevin,kevin,Palmeiras,0.0,Kevin,https://s.sde.globo.com/media/person_role/2023/03/03/photo_FORMATO_TugHOMv.png,6,275,,,,,,,,,,,,,,,,,,,,
608,Ryan Luka Cordeiro de Souza,0.0,,9,0,1.0,113667,0.0,5,R. Luka,ryan-luka,Flamengo,0.0,Ryan Luka,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_4G7ETFM.png,6,262,,,,,,,,,,,,,,,,,,,,
609,Eduardo Santos Queiroz,0.0,,9,3,2.14,113687,0.0,4,D. Queiroz,du-queiroz,Corinthians,0.03,Du Queiroz,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_iUTg2Sg.png,6,264,,2.0,6.0,,,1.0,,,,1.0,,,,,,,,,,
610,André Luiz Inácio da Silva,0.0,,9,0,2.0,114174,0.0,5,A. Luiz,andre-luiz,Flamengo,0.0,André Luiz,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_qtSFh6j.png,6,262,,,,,,,,,,,,,,,,,,,,
611,Lucas Pires Silva,1.2,,9,7,8.14,114374,-0.32,2,L. Pires,lucas-pires,Santos,5.66,Lucas Pires,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_YT2uQmw.png,6,277,,16.0,3.0,1.0,1.0,9.0,,,2.0,,3.0,,,,,,,,,
612,Juan Pablo Vilela Tavares,0.0,,9,0,1.0,114497,0.0,2,J. Tavares,juan-tavares,Cuiabá,0.0,Juan Tavares,https://s.sde.globo.com/media/person_role/2023/06/04/photo_FORMATO_s4c9qYu.png,6,1371,,,,,,,,,,,,,,,,,,,,
613,Cleiton Santana dos Santos,0.0,,9,0,3.0,114790,0.0,3,Cleiton,cleiton,Flamengo,0.0,Cleiton,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_L2MYyBn.png,6,262,,,,,,,,,,,,,,,,,,,,
614,Vitor Hugo Roque Ferreira,6.1,,9,9,10.44,114802,-0.6,5,V. Roque,vitor-roque,Athlético-PR,6.14,Vitor Roque,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_0B2D0LR.png,7,293,2.0,7.0,13.0,3.0,6.0,17.0,,3.0,1.0,,,,,,,,,,,
615,Luciano Silva Santos,0.0,,9,0,2.0,114888,0.0,4,Luciano,luciano,Bragantino,0.0,Luciano,https://s.sde.globo.com/media/person_role/2022/05/05/21a71a480463a1c9c0140cfd2b91c6d8_FORMATO.png,6,280,,,,,,,,,,,,,,,,,,,,
616,Vinicius Pasquini Peruchi,0.0,,9,0,1.0,114893,0.0,1,Peruchi,peruchi,Cuiabá,0.0,Peruchi,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_SsVd5Bj.png,6,1371,,,,,,,,,,,,,,,,,,,,
617,Miguel Àngel Terceros,0.0,,9,2,1.57,115025,0.0,4,Miguelito,miguelito,Santos,1.25,Miguelito,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_CgKUL3N.png,6,277,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
618,Thauan Lara dos Santos,0.4,,9,5,2.6,115061,-0.81,2,T. Lara,thauan-lara,Internacional,3.12,Thauan Lara,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_QvNiNqZ.png,6,285,,4.0,5.0,1.0,2.0,9.0,,,,,1.0,,,,,,,,,
619,Matheus França de Oliveira,0.9,,9,8,7.4,115100,-0.52,4,M. França,matheus-franca,Flamengo,3.9,Matheus França,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_FjNeYnR.png,7,262,,8.0,8.0,,10.0,4.0,2.0,1.0,,,,,,,,,,,,
