,atletas.apelido,atletas.posicao_id,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.media_num,atletas.clube.id.full.name,atletas.pontos_num,atletas.slug,atletas.apelido_abreviado,atletas.atleta_id,atletas.foto,atletas.clube_id,atletas.jogos_num,atletas.nome,atletas.rodada_id,atletas.preco_num,atletas.status_id,A,CA,DS,FC,FD,FF,FS,G,I,PP,PC,SG,PS,CV,DE,DP,GC,GS,FT,V,PI
278,João Basso,3,0.41,,True,1.59,Santos,2.4,joao-basso,J. Basso,93372,https://s.sde.globo.com/media/person_role/2023/07/31/photo_FORMATO_tUHU2kX.png,277,9,João Othávio Basso,27,3.55,7,,1.0,13.0,9.0,,3.0,6.0,,,,,,,,,,1.0,,,,
279,Wanderson,5,-1.25,,True,3.84,Internacional,1.7,wanderson,Wanderson,93478,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,285,23,Wanderson Maciel Sousa Campos,27,10.77,7,2.0,2.0,21.0,14.0,8.0,10.0,20.0,4.0,1.0,,,,,,,,,,,,
280,Benítez,4,0.8,,True,5.37,América-MG,13.6,benitez,Benítez,93550,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_AwXLo9s.png,327,11,Martín Nicolás Benítez,27,8.66,6,2.0,3.0,9.0,9.0,2.0,8.0,27.0,2.0,3.0,,,,,,,,,,2.0,,
281,Gabriel Inocêncio,2,0.0,,False,3.79,Santos,0.0,gabriel-inocencio,G. Inocêncio,93702,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,277,17,Gabriel de Souza Inocêncio,27,6.51,6,,2.0,33.0,27.0,2.0,3.0,11.0,,1.0,,,5.0,,,,,,,,,
282,Paulo Henrique,2,0.86,,True,4.15,Vasco,11.0,paulo-henrique,P. Henrique,93716,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,267,6,Paulo Henrique de Oliveira Alves,27,4.53,7,,,9.0,3.0,,,,,,,,3.0,,,,,,,,,
283,Andrey,4,0.0,,False,1.73,Coritiba,0.0,andrey,Andrey,93787,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_19c678V.png,294,17,Andrey Ramos do Nascimento,27,3.59,6,,4.0,15.0,15.0,4.0,5.0,9.0,1.0,1.0,,1.0,,,,,,,,,,
284,Marlon Freitas,4,-0.92,,True,2.27,Botafogo,-0.3,marlon-freitas,M. Freitas,93790,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,263,26,Marlon Rodrigues Freitas,27,4.99,7,1.0,2.0,36.0,18.0,4.0,14.0,5.0,,,,,,,,,,1.0,,1.0,,
285,Daniel,4,0.0,,False,1.01,Fluminense,0.0,daniel,Daniel,93791,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO_VrP7OOs.png,266,12,Daniel Sampaio Simões,27,2.47,6,,1.0,6.0,3.0,1.0,2.0,8.0,,,,,,,,,,,,,,
286,Marcinho,2,0.0,,False,1.51,América-MG,0.0,marcinho,Marcinho,93797,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_yHYf7Ec.png,327,11,Márcio Almeida de Oliveira,27,3.08,5,,4.0,17.0,14.0,2.0,2.0,1.0,,,,,,,,,,,,,,
287,Keiller,1,0.11,,True,2.35,Internacional,2.0,keiller,Keiller,93834,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,285,10,Keiller da Silva Nunes,27,4.59,6,,1.0,,,,,1.0,,,,1.0,1.0,,,28.0,1.0,,15.0,,,
288,Cleiton,1,0.28,,True,4.69,Bragantino,5.0,cleiton,Cleiton,93882,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,280,21,Cleiton Schwengber,27,7.03,7,,4.0,,1.0,,,5.0,,,,,11.0,,1.0,61.0,,,16.0,,,
289,Matheusinho,4,0.0,,False,1.95,América-MG,0.0,matheusinho,Matheusinho,93886,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_XPWRxHa.png,327,7,Matheus Leonardo Sales Cardoso,27,3.69,5,,,4.0,3.0,4.0,2.0,7.0,,1.0,,,,,,,,,,,,
290,Breno Lopes,5,-0.35,,True,3.14,Palmeiras,2.4,breno-lopes,B. Lopes,93988,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,275,20,Breno Henrique Vasconcelos Lopes,27,4.43,6,3.0,1.0,5.0,8.0,8.0,4.0,22.0,2.0,5.0,,,,,,,,,,2.0,,
291,Matías Rojas,4,0.0,,False,1.33,Corinthians,0.0,matias-rojas,M. Rojas,94007,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_mjtT9lV.png,264,7,Matías Nicolás Rojas Romero,27,5.0,7,,,3.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,,,
292,Matheus Fernandes,4,-1.24,,True,5.18,Bragantino,-0.6,matheus-fernandes,M. Fernandes,94067,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,280,24,Matheus Fernandes Siqueira,27,11.74,7,3.0,4.0,78.0,38.0,6.0,6.0,22.0,1.0,,,,,,,,,,,,,
293,Maycon,4,1.46,,True,2.87,Corinthians,9.9,maycon,Maycon,94154,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png,264,22,Maycon de Andrade Barberan,27,6.19,3,2.0,3.0,29.0,20.0,6.0,7.0,4.0,2.0,2.0,,,,,1.0,,,,,,,
294,Guilherme,5,-0.49,,True,2.55,Fortaleza,0.0,guilherme,Guilherme,94207,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_DlyxisL.png,356,21,Guilherme Augusto Vieira dos Santos,27,5.82,7,1.0,3.0,19.0,12.0,9.0,6.0,22.0,,3.0,,,,,,,,,,2.0,,
295,Matheus Babi,5,-1.24,,True,2.42,Goiás,0.3,matheus-babi,M. Babi,94444,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_a5PwXy3.png,290,9,Matheus Barcelos da Silva,27,4.63,3,,3.0,3.0,9.0,,4.0,10.0,2.0,3.0,,,,,,,,,,,,
296,Raphael Veiga,4,0.6,,True,6.93,Palmeiras,5.4,raphael-veiga,R. Veiga,94509,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png,275,20,Raphael Cavalcante Veiga,27,17.69,7,4.0,4.0,15.0,24.0,12.0,24.0,41.0,7.0,4.0,1.0,,,,,,,,,2.0,,
297,Oliveira,3,0.0,,False,3.66,Cruzeiro,0.0,oliveira,Oliveira,94514,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wQCfXVb.png,283,14,Lucas da Cruz Oliveira,27,7.91,6,,2.0,17.0,8.0,,2.0,13.0,1.0,,,,5.0,,2.0,,,,,,,
298,Pedro,5,1.5,,True,4.17,Flamengo,12.1,pedro,Pedro,94583,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,262,23,Pedro Guilherme Abreu dos Santos,27,13.28,7,,,9.0,8.0,9.0,16.0,14.0,7.0,2.0,,,,1.0,,,,,,,,
299,Jhegson Méndez,4,0.0,,False,1.8,São Paulo,0.0,jhegson-mendez,J. Méndez,94786,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,276,6,Jhegson Sebastián Méndez Carabalí,27,4.01,6,,1.0,11.0,8.0,,,2.0,,,,,,,,,,,,,,
300,Burgos,3,0.0,,False,-0.93,América-MG,0.0,burgos,Burgos,94836,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_gq3lBQk.png,327,3,Esteban Rodrigo Burgos,27,1.05,6,,1.0,2.0,4.0,,,,,,,,,,1.0,,,,,,,
301,Battaglia,4,0.0,,False,1.49,Atlético-MG,0.0,battaglia,Battaglia,94845,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,282,21,Rodrigo Andrés Battaglia,27,4.71,2,,6.0,22.0,39.0,3.0,10.0,22.0,,1.0,,,,,,,,,,,,
302,Eduardo Coudet,6,-0.53,,True,4.74,Internacional,2.31,eduardo-coudet,E. Coudet,94853,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO.png,285,22,Eduardo Germán Coudet,27,10.69,7,,,,,,,,,,,,,,,,,,,,7.0,
303,Lucas Fernandes,4,0.0,,False,1.32,Botafogo,0.0,lucas-fernandes,L. Fernandes,94931,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png,263,12,Lucas Fernandes da Silva,27,3.68,6,,1.0,2.0,16.0,5.0,7.0,9.0,,,,,,,,,,,,1.0,,
304,Juninho Capixaba,2,0.0,,False,6.99,Bragantino,0.0,juninho-capixaba,J. Capixaba,94968,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,280,23,Luis Antônio da Rocha Júnior,27,11.16,7,1.0,9.0,56.0,44.0,10.0,8.0,37.0,2.0,3.0,,,11.0,,,,,,,1.0,,
305,Nicolas,2,-0.04,,True,2.77,América-MG,0.0,nicolas,Nicolas,95127,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_KYFS4lB.png,327,8,Nicolas Vichiatto da Silva,27,3.13,7,1.0,,6.0,7.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,
306,Jefferson,2,0.0,,False,0.0,Vasco,0.0,jefferson,Jefferson,95220,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_D7r1d1E.png,267,0,Jefferson Junio Antônio da Silva,27,4.0,6,,,,,,,,,,,,,,,,,,,,,
307,Igor Vinícius,2,0.0,,False,0.0,São Paulo,0.0,igor-vinicius,I. Vinícius,95466,https://s.sde.globo.com/media/person_role/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png,276,0,Igor Vinícius de Souza,27,6.0,5,,,,,,,,,,,,,,,,,,,,,
308,Raniele,4,1.41,,True,5.48,Cuiabá,13.9,raniele,Raniele,95556,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,1371,23,Raniele Almeida Melo,27,13.83,7,1.0,7.0,53.0,21.0,10.0,16.0,40.0,3.0,1.0,,1.0,,,,,,,,1.0,,
309,Marcelo Benevenuto,3,0.24,,True,1.75,Fortaleza,1.0,marcelo-benevenuto,M. Benevenuto,95638,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kkUky0K.png,356,10,Marcelo da Conceição Benevenuto Malaquias,27,4.91,2,,3.0,8.0,13.0,,3.0,7.0,,1.0,,1.0,2.0,,,,,,,,,
310,Lucas Kal,4,0.0,,False,0.35,América-MG,0.0,lucas-kal,L. Kal,95662,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_mautx9E.png,327,14,Lucas Kal Schenfeld Progioli,27,2.06,6,,3.0,8.0,14.0,1.0,1.0,1.0,,,,,,,,,,,,,,
311,Zé Ricardo,6,-0.83,,True,4.37,Cruzeiro,2.21,ze-ricardo,Z. Ricardo,95780,https://s.sde.globo.com/media/person_role/2023/09/05/photo_220x220_ToHlnNY.png,283,4,José Ricardo Mannarino,27,10.39,7,,,,,,,,,,,,,,,,,,,,1.0,
312,Artur,5,0.0,,False,4.97,Palmeiras,0.0,artur,Artur,95799,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,275,23,Artur Victor Guimarães,27,11.01,6,2.0,1.0,16.0,10.0,11.0,15.0,31.0,5.0,7.0,,,,,,,,,,3.0,,
313,Tobias Figueiredo,3,0.0,,False,1.15,Fortaleza,0.0,tobias-figueiredo,T. Figueiredo,95878,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO_kRGPxC0.png,356,2,Tobias Pereira Figueiredo,27,3.5,6,,,4.0,1.0,,1.0,,,,,,,,,,,1.0,,,,
314,Machado,4,0.0,,False,2.81,Cruzeiro,0.0,machado,Machado,96089,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png,283,25,Luiz Filipe da Rosa Machado - Felipe,27,6.18,6,3.0,2.0,24.0,20.0,7.0,9.0,16.0,1.0,1.0,,,,,,,,,,1.0,,
315,Lima,4,2.41,,True,4.65,Fluminense,15.9,lima,Lima,96340,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_bCG6s7k.png,266,26,Vinicius Moreira de Lima,27,13.31,3,1.0,6.0,25.0,26.0,8.0,13.0,58.0,6.0,4.0,,,,,,,,,,1.0,,
316,Matheus Pereira,4,-1.21,,True,1.53,Cruzeiro,0.2,matheus-pereira,M. Pereira,96610,https://s.sde.globo.com/media/person_role/2023/07/24/photo_FORMATO_MgA1agq.png,283,3,Matheus Fellipe Costa Pereira,27,4.67,7,,,3.0,4.0,1.0,,2.0,,,,,,,,,,,,,,
317,Allan,4,0.0,,False,2.1,Flamengo,0.0,allan,Allan,96652,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO.png,262,8,Allan Rodrigues de Souza,27,6.59,6,,,11.0,8.0,1.0,1.0,8.0,,,,,,,,,,,,,,
318,Bustos,2,0.5,,True,5.19,Internacional,4.1,bustos,Bustos,96678,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png,285,18,Fabricio Tomás Bustos Sein,27,8.14,2,,3.0,36.0,25.0,2.0,5.0,16.0,2.0,,,,6.0,,,,,,,,,
319,Saravia,2,2.28,,True,3.91,Atlético-MG,14.0,saravia,Saravia,96725,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,282,17,Renzo Saravia,27,8.53,6,2.0,7.0,21.0,27.0,2.0,3.0,29.0,,1.0,,,6.0,,1.0,,,,,,,
320,Atuesta,4,0.0,,False,0.0,Palmeiras,0.0,atuesta,Atuesta,96754,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_haNtwOK.png,275,0,Eduard Andrés Atuesta Velasco,27,5.0,6,,,,,,,,,,,,,,,,,,,,,
321,Arthur Gomes,5,0.0,,False,3.83,Cruzeiro,0.0,arthur-gomes,A. Gomes,96966,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_4DHfVWg.png,283,9,Arthur Gomes Lourenço,27,7.0,7,,1.0,10.0,13.0,2.0,4.0,12.0,2.0,2.0,,,,,,,,,,,,
322,Yony González,5,-0.36,,True,1.32,Fluminense,0.0,yony-gonzalez,Y. González,97080,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_YMuPeb5.png,266,9,Jony Alexander González Copete,27,3.46,6,1.0,1.0,6.0,6.0,1.0,2.0,,,3.0,,,,,,,,,,,,
323,Dudu,2,0.0,,False,2.72,Fortaleza,0.0,dudu,Dudu,97133,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_G2DFY9I.png,356,5,Luís Eduardo Marques dos Santos,27,4.72,6,,1.0,8.0,4.0,1.0,,,,,,,1.0,,,,,,,,,
324,Villasanti,4,0.0,,False,5.05,Grêmio,0.0,villasanti,Villasanti,97145,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png,284,19,Mathías Adalberto Villasanti Rolón,27,7.07,7,1.0,5.0,54.0,35.0,5.0,3.0,19.0,3.0,1.0,,,,,1.0,,,,,1.0,,
325,Dalbert,2,-0.25,,True,1.47,Internacional,0.2,dalbert,Dalbert,97173,https://s.sde.globo.com/media/person_role/2023/09/06/photo_FORMATO_uXyVm0t.png,285,4,Dalbert Henrique Chagas Estevão,27,5.88,6,,,4.0,4.0,,1.0,3.0,,,,,,,,,,,,,,
326,Alesson,5,0.22,,True,1.89,Goiás,2.9,alesson,Alesson,97321,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png,290,17,Alesson dos Santos Batista,27,3.42,6,,2.0,10.0,8.0,1.0,5.0,8.0,2.0,8.0,,,,,,,,,,,,
327,Rogério Ceni,6,-0.1,,True,5.81,Bahia,7.33,rogerio-ceni,R. Ceni,97341,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,265,5,Rogério Ceni,27,8.51,7,,,,,,,,,,,,,,,,,,,,3.0,
328,Gustavo Mosquito,5,0.08,,True,2.03,Corinthians,0.9,gustavo-mosquito,G. Mosquito,97450,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_odfm6XT.png,264,7,Gustavo Henric da Silva,27,3.98,6,,1.0,3.0,2.0,1.0,,6.0,1.0,,,,,,,,,,,,,
329,Jori,1,0.0,,False,0.0,América-MG,0.0,jori,Jori,97453,https://s.sde.globo.com/media/person_role/2023/10/10/photo_FORMATO_ftqlpIg.png,327,0,Joriwinnyson Santos dos Anjos Rodrigues,27,3.0,6,,,,,,,,,,,,,,,,,,,,,
330,Marçal,2,0.0,,False,4.53,Botafogo,0.0,marcal,Marçal,97468,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,263,15,Fernando Marçal de Oliveira,27,10.07,6,1.0,6.0,23.0,28.0,1.0,5.0,15.0,,,,,8.0,,1.0,,,,,,,
331,Murilo,3,0.55,,True,4.08,Palmeiras,4.5,murilo,Murilo,97653,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_gy90S45.png,275,15,Murilo Cerqueira Paim,27,9.48,7,,2.0,20.0,18.0,2.0,1.0,7.0,2.0,1.0,,,5.0,,1.0,,,,,,,
332,Reynaldo,3,0.0,,False,2.77,Coritiba,0.0,reynaldo,Reynaldo,97768,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_va9qDnW.png,294,3,Reynaldo César Moraes,27,3.15,6,,1.0,,4.0,,,1.0,,,,,2.0,,,,,,,,,
333,Léo Ortiz,3,-0.13,,True,4.02,Bragantino,-0.6,leo-ortiz,L. Ortiz,97867,https://s.sde.globo.com/media/person_role/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png,280,10,Leonardo Rech Ortiz,27,7.05,7,,1.0,10.0,6.0,3.0,1.0,3.0,,,,,5.0,,,,,1.0,,1.0,,
334,Matheus Bahia,2,0.0,,False,3.66,Bahia,0.0,matheus-bahia,M. Bahia,97899,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_qXFqFQp.png,265,9,Matheus Bahia Santos,27,4.02,6,,2.0,9.0,8.0,1.0,3.0,6.0,,1.0,,,4.0,,,,,,,,,
335,Vitão,3,-0.81,,True,2.73,Internacional,-1.3,vitao,Vitão,97900,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png,285,19,Vitor Eduardo da Silva Matos,27,5.02,7,,5.0,20.0,10.0,3.0,2.0,5.0,,,,,5.0,,,,,,,1.0,,
336,Luís Oyama,4,0.0,,False,1.92,Goiás,0.0,luis-oyama,L. Oyama,97908,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_GSUk6aP.png,290,5,Luís Felipe Oyama,27,4.22,6,,1.0,7.0,2.0,,1.0,4.0,,,,,,,,,,,,,,
337,Jhonata Varela,4,0.0,,False,0.0,Grêmio,0.0,jhonata-varela,J. Varela,97993,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_v7Qo23i.png,284,0,Jhonata Varela da Silva,27,3.0,5,,,,,,,,,,,,,,,,,,,,,
338,Erick,4,0.49,,True,4.81,Athlético-PR,10.2,erick,Erick,98022,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png,293,22,Erick Luis Conrado de Carvalho,27,8.7,7,2.0,4.0,33.0,30.0,10.0,22.0,19.0,3.0,1.0,,,,,,,,,,2.0,,
339,Bastos,3,-0.46,,True,1.4,Botafogo,1.4,bastos,Bastos,98280,https://s.sde.globo.com/media/person_role/2023/08/29/photo_220x220.png,263,1,Bartolomeu Jacinto Quissanga,27,2.54,6,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
340,Sebastián Ferreira,5,0.0,,False,1.41,Vasco,0.0,sebastian-ferreira,S. Ferreira,98433,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_FJlmVCp.png,267,7,Carlos Sebastián Ferreira Vidal,27,5.25,2,,2.0,4.0,7.0,1.0,2.0,13.0,,1.0,,,,,,,,,,,,
341,Kanu,3,1.41,,True,2.96,Bahia,6.6,kanu,Kanu,98484,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png,265,22,Victor Hugo Soares dos Santos,27,6.22,7,,4.0,27.0,26.0,1.0,5.0,31.0,,2.0,,,6.0,,2.0,,,,,,,
342,Vinícius Barreta,1,0.0,,False,0.0,Cuiabá,0.0,vinicius-barreta,V. Barreta,98496,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_MHv5nkR.png,1371,0,Vinícius Teodoro Barreta Melo,27,1.0,6,,,,,,,,,,,,,,,,,,,,,
343,Jean Lucas,4,0.19,,True,3.68,Santos,2.5,jean-lucas,J. Lucas,98517,https://s.sde.globo.com/media/person_role/2023/07/16/photo_FORMATO_l9ELyne.png,277,11,Jean Lucas de Souza Oliveira,27,7.48,3,2.0,3.0,11.0,20.0,3.0,9.0,25.0,,,,,,,,,,,,1.0,,
344,Di Placido,2,-1.31,,True,6.35,Botafogo,2.1,di-placido,D. Placido,98605,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png,263,24,Leonel Di Placido,27,10.81,7,3.0,4.0,61.0,22.0,1.0,4.0,8.0,1.0,1.0,,1.0,12.0,,,,,,,,,
345,Kuscevic,3,0.0,,False,3.08,Coritiba,0.0,kuscevic,Kuscevic,98619,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_8oUGttY.png,294,20,Benjamín Kuščević Jaramillo,27,4.37,6,,6.0,28.0,24.0,,7.0,9.0,2.0,,,,3.0,,,,,,,,,
346,Pedrinho,4,0.0,,False,2.2,Atlético-MG,0.0,pedrinho,Pedrinho,98706,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,282,10,Pedro Victor Delmino da Silva,27,4.02,2,2.0,1.0,5.0,11.0,2.0,3.0,11.0,,,,,,,,,,,,,,
347,Cuello,5,1.59,,True,3.14,Athlético-PR,11.1,cuello,Cuello,98909,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png,293,21,Tomás Esteban Cuello,27,6.04,7,1.0,2.0,29.0,23.0,8.0,11.0,33.0,,3.0,,,,,,,,,,,,
348,Gabriel,4,0.07,,True,1.89,São Paulo,0.0,gabriel,Gabriel,98976,https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,276,16,Gabriel Neves Perdomo,27,3.53,6,,5.0,25.0,10.0,,,1.0,1.0,,,,,,,,,,,,,
349,Lucas Braga,5,0.26,,True,1.7,Santos,3.6,lucas-braga,L. Braga,99119,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jbahd9z.png,277,16,Lucas Braga Ribeiro,27,3.86,7,,3.0,14.0,12.0,,4.0,22.0,,3.0,,,,,,,,,,1.0,,
350,Vegetti,5,0.73,,True,9.5,Vasco,6.3,vegetti,Vegetti,99198,https://s.sde.globo.com/media/person_role/2023/08/18/photo_FORMATO_IaVP7Hz.png,267,10,Pablo Vegetti,27,15.06,7,1.0,1.0,6.0,11.0,7.0,13.0,18.0,7.0,8.0,,,,1.0,,,,,,1.0,,
351,Puma Rodríguez,2,0.07,,True,3.67,Vasco,5.0,puma-rodriguez,P. Rodríguez,99213,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png,267,23,José Luis Rodríguez Bebanz,27,7.56,6,,2.0,42.0,16.0,11.0,12.0,9.0,,3.0,,1.0,3.0,,,,,,,,,
352,Rodrigo Fernández,4,0.0,,False,1.71,Santos,0.0,rodrigo-fernandez,R. Fernández,99214,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,277,21,Rodrigo Fernández Cedrés,27,3.89,6,,9.0,32.0,44.0,2.0,7.0,13.0,1.0,,,,,,1.0,,,,,,,
353,Pochettino,4,0.21,,True,3.53,Fortaleza,3.2,pochettino,Pochettino,99267,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png,356,27,Tomás Pochettino,27,7.61,7,2.0,1.0,25.0,14.0,16.0,14.0,16.0,2.0,1.0,,,,,,,,,,2.0,,
354,Morelli,4,1.81,,True,3.68,Goiás,11.3,morelli,Morelli,99412,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png,290,22,Everton Morelli Casimiro,27,7.67,7,,3.0,39.0,44.0,2.0,12.0,45.0,2.0,3.0,,,,,,,,,,,,
355,Rossi,1,0.95,,True,6.63,Flamengo,8.0,rossi,Rossi,99552,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_OdhLvyM.png,262,4,Agustín Daniel Rossi,27,7.27,7,,1.0,,,,,1.0,,,,,3.0,,,13.0,,,1.0,,,
356,Paulo Vitor,5,0.0,,False,0.69,Cruzeiro,0.0,paulo-vitor,P. Vitor,99588,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_7vqcMIx.png,283,7,Paulo Vitor Fernandes Pereira,27,2.22,6,,,2.0,1.0,1.0,,3.0,,,,,,,,,,,,,,
357,Arias,4,1.04,,True,5.19,Fluminense,8.9,arias,Arias,99815,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,266,21,Jhon Adolfo Arias Andrade,27,11.03,7,3.0,3.0,32.0,27.0,12.0,7.0,50.0,3.0,6.0,,,,1.0,1.0,,,,,,,
358,Paulinho,5,1.99,,True,7.52,Atlético-MG,14.5,paulinho,Paulinho,99818,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,282,25,Paulo Henrique Sampaio Filho,27,14.48,7,1.0,1.0,41.0,16.0,23.0,17.0,16.0,11.0,6.0,,,,,,,,,,1.0,,
359,Alan Franco,3,0.0,,False,3.07,São Paulo,0.0,alan-franco,A. Franco,99889,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,276,10,Alan Javier Franco,27,5.2,6,1.0,3.0,11.0,8.0,,3.0,3.0,,,,1.0,3.0,,,,,,,,,
360,Maurício Antônio,3,0.0,,False,0.0,Coritiba,0.0,mauricio-antonio,M. Antônio,100034,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_3KcuNY0.png,294,0,Maurício de Carvalho Antônio,27,3.0,6,,,,,,,,,,,,,,,,,,,,,
361,Zaracho,4,-0.45,,True,2.85,Atlético-MG,0.2,zaracho,Zaracho,100079,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,282,18,Federico Matías Javier Zaracho,27,6.25,2,,5.0,32.0,29.0,2.0,5.0,19.0,1.0,1.0,,,,,,,,,,1.0,,
362,Igor Gomes,4,-0.14,,True,2.25,Atlético-MG,1.2,igor-gomes,I. Gomes,100084,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,282,18,Igor Silveira Gomes,27,4.98,2,1.0,1.0,16.0,17.0,3.0,6.0,12.0,1.0,1.0,,,,,,,,,,,,
