,atletas.apelido_abreviado,atletas.status_id,atletas.posicao_id,atletas.rodada_id,atletas.minimo_para_valorizar,atletas.nome,atletas.pontos_num,atletas.clube.id.full.name,atletas.media_num,atletas.slug,atletas.jogos_num,atletas.foto,atletas.apelido,atletas.preco_num,atletas.entrou_em_campo,atletas.atleta_id,atletas.variacao_num,atletas.clube_id,CV,FC,FD,FF,FS,G,I,PP,CA,DS,PC,SG,A,DE,GS,FT,GC,V,PS,DP,PI
273,Palacios,6,2,22,,Helibelton Palacios Zapata,0.0,Cruzeiro,2.4,palacios,6,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO.png,Palacios,3.81,False,92855,0.0,283,,16.0,,1.0,4.0,,,,2.0,7.0,,2.0,,,,,,,,,
274,M. Vital,7,4,22,,Mateus da Silva Vital Assumpção,1.0,Cruzeiro,2.57,mateus-vital,19,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,Mateus Vital,6.3,True,93108,-0.11,283,,10.0,7.0,13.0,17.0,,1.0,,,14.0,,,1.0,,,1.0,,,,,
275,R. Ramos,5,2,22,,Rafael António Figueiredo Ramos,0.0,Corinthians,0.0,rafael-ramos,0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,Rafael Ramos,4.0,False,93236,0.0,264,,,,,,,,,,,,,,,,,,,,,
276,L. Veríssimo,7,3,22,,Lucas Veríssimo da Silva,6.7,Corinthians,3.03,lucas-verissimo,3,https://s.sde.globo.com/media/person_role/2023/08/18/photo_FORMATO_LvuX4b4.png,Lucas Veríssimo,9.17,True,93368,1.0,264,,8.0,1.0,2.0,2.0,,1.0,,2.0,4.0,,1.0,,,,,,,,,
277,J. Basso,7,3,22,,João Othávio Basso,1.6,Santos,1.22,joao-basso,5,https://s.sde.globo.com/media/person_role/2023/07/31/photo_FORMATO_tUHU2kX.png,João Basso,3.21,True,93372,0.08,277,,7.0,,1.0,4.0,,,,,7.0,,,,,,,1.0,,,,
278,Wanderson,7,5,22,,Wanderson Maciel Sousa Campos,2.2,Internacional,3.76,wanderson,19,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,Wanderson,10.92,True,93478,0.03,285,,12.0,6.0,6.0,17.0,3.0,,,1.0,18.0,,,2.0,,,,,,,,
279,Benítez,5,4,22,,Martín Nicolás Benítez,0.0,América-MG,3.96,benitez,9,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wkFNeGE.png,Benítez,7.07,False,93550,0.0,327,,8.0,2.0,6.0,23.0,,3.0,,3.0,8.0,,,2.0,,,1.0,,,,,
280,G. Inocêncio,6,2,22,,Gabriel de Souza Inocêncio,0.0,Santos,4.0,gabriel-inocencio,16,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,Gabriel Inocêncio,7.25,False,93702,0.0,277,,27.0,2.0,3.0,10.0,,1.0,,2.0,33.0,,5.0,,,,,,,,,
281,P. Henrique,6,2,22,,Paulo Henrique de Oliveira Alves,0.0,Vasco,1.78,paulo-henrique,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,Paulo Henrique,2.72,False,93716,0.0,267,,1.0,,,,,,,,2.0,,1.0,,,,,,,,,
282,Andrey,6,4,22,,Andrey Ramos do Nascimento,0.0,Coritiba,1.36,andrey,13,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qIjSxtN.png,Andrey,3.38,False,93787,0.0,294,,14.0,3.0,5.0,8.0,,1.0,,4.0,13.0,1.0,,,,,,,,,,
283,M. Freitas,7,4,22,,Marlon Rodrigues Freitas,-2.5,Botafogo,2.46,marlon-freitas,21,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,Marlon Freitas,4.73,True,93790,-1.23,263,,14.0,4.0,12.0,5.0,,,,,31.0,,,1.0,,,,1.0,,,,
284,Daniel,6,4,22,,Daniel Sampaio Simões,0.0,Fluminense,1.07,daniel,10,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO_VrP7OOs.png,Daniel,2.48,True,93791,-0.35,266,,2.0,1.0,2.0,7.0,,,,1.0,5.0,,,,,,,,,,,
285,Marcinho,6,2,22,,Márcio Almeida de Oliveira,0.0,América-MG,1.51,marcinho,11,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO_awVXJNb.png,Marcinho,3.08,False,93797,0.0,327,,14.0,2.0,2.0,1.0,,,,4.0,17.0,,,,,,,,,,,
286,Keiller,6,1,22,,Keiller da Silva Nunes,0.0,Internacional,3.21,keiller,7,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,Keiller,5.89,False,93834,0.0,285,,,,,1.0,,,,,,,1.0,,21.0,11.0,,,,,1.0,
287,Cleiton,7,1,22,,Cleiton Schwengber,9.5,Bragantino,4.75,cleiton,17,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,Cleiton,7.45,True,93882,0.39,280,1.0,1.0,,,4.0,,,,3.0,,,10.0,,45.0,13.0,,,,,,
288,Matheusinho,6,4,22,,Matheus Leonardo Sales Cardoso,0.0,América-MG,1.95,matheusinho,7,https://s.sde.globo.com/media/person_role/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png,Matheusinho,3.69,False,93886,0.0,327,,3.0,4.0,2.0,7.0,,1.0,,,4.0,,,,,,,,,,,
289,B. Lopes,6,5,22,,Breno Henrique Vasconcelos Lopes,1.7,Palmeiras,2.87,breno-lopes,16,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,Breno Lopes,4.02,True,93988,0.12,275,,5.0,7.0,2.0,16.0,1.0,3.0,,1.0,4.0,,,3.0,,,1.0,,,,,
290,M. Rojas,7,4,22,,Matías Nicolás Rojas Romero,1.6,Corinthians,0.64,matias-rojas,5,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_mjtT9lV.png,Matías Rojas,4.91,True,94007,0.12,264,,2.0,,2.0,2.0,,,,,1.0,,,,,,,,,,,
291,M. Fernandes,7,4,22,,Matheus Fernandes Siqueira,7.1,Bragantino,5.65,matheus-fernandes,20,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,Matheus Fernandes,13.15,True,94067,0.81,280,,33.0,6.0,6.0,19.0,1.0,,,3.0,72.0,,,2.0,,,,,,,,
292,Maycon,7,4,22,,Maycon de Andrade Barberan,-0.9,Corinthians,2.77,maycon,18,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png,Maycon,4.52,True,94154,-1.46,264,1.0,13.0,6.0,7.0,3.0,2.0,2.0,,2.0,24.0,,,,,,,,,,,
293,Guilherme,7,5,22,,Guilherme Augusto Vieira dos Santos,5.1,Fortaleza,2.79,guilherme,17,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_DlyxisL.png,Guilherme,6.68,True,94207,0.0,356,,10.0,9.0,5.0,20.0,,3.0,,3.0,15.0,,,1.0,,,2.0,,,,,
294,M. Babi,6,5,22,,Matheus Barcelos da Silva,0.8,Goiás,1.92,matheus-babi,5,https://s.sde.globo.com/media/person_role/2023/07/30/photo_FORMATO_a5PwXy3.png,Matheus Babi,4.45,True,94444,-0.11,290,,4.0,,3.0,5.0,1.0,1.0,,2.0,,,,,,,,,,,,
295,R. Veiga,7,4,22,,Raphael Cavalcante Veiga,4.0,Palmeiras,7.97,raphael-veiga,16,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png,Raphael Veiga,18.07,True,94509,-1.14,275,,22.0,10.0,19.0,33.0,7.0,4.0,1.0,4.0,14.0,,,4.0,,,2.0,,,,,
296,Oliveira,6,3,22,,Lucas da Cruz Oliveira,0.0,Cruzeiro,3.77,oliveira,13,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wQCfXVb.png,Oliveira,8.55,False,94514,0.0,283,2.0,7.0,,1.0,12.0,1.0,,,2.0,16.0,,5.0,,,,,,,,,
297,Pedro,7,5,22,,Pedro Guilherme Abreu dos Santos,2.5,Flamengo,3.58,pedro,18,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,Pedro,11.63,True,94583,0.42,262,,6.0,7.0,10.0,6.0,5.0,2.0,,,5.0,,,,,,,,,1.0,,
298,J. Méndez,6,4,22,,Jhegson Sebastián Méndez Carabalí,0.0,São Paulo,1.8,jhegson-mendez,6,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,Jhegson Méndez,4.01,False,94786,0.0,276,,8.0,,,2.0,,,,1.0,11.0,,,,,,,,,,,
299,Burgos,6,3,22,,Esteban Rodrigo Burgos,0.0,América-MG,-0.75,burgos,2,https://s.sde.globo.com/media/person_role/2023/07/26/photo_220x220_YiDp5cw.png,Burgos,1.52,False,94836,0.0,327,1.0,3.0,,,,,,,,2.0,,,,,,,,,,,
300,Battaglia,3,4,22,,Rodrigo Andrés Battaglia,0.0,Atlético-MG,1.55,battaglia,18,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,Battaglia,4.69,False,94845,0.0,282,,31.0,3.0,8.0,21.0,,1.0,,6.0,19.0,,,,,,,,,,,
301,E. Coudet,7,6,22,,Eduardo Germán Coudet,3.65,Internacional,5.01,eduardo-coudet,17,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO.png,Eduardo Coudet,10.89,True,94853,-0.08,285,,,,,,,,,,,,,,,,,,5.0,,,
302,L. Fernandes,6,4,22,,Lucas Fernandes da Silva,0.0,Botafogo,1.32,lucas-fernandes,12,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png,Lucas Fernandes,3.68,False,94931,0.0,263,,16.0,5.0,7.0,9.0,,,,1.0,2.0,,,,,,1.0,,,,,
303,J. Capixaba,6,2,22,,Luis Antônio da Rocha Júnior,6.6,Bragantino,7.23,juninho-capixaba,20,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,Juninho Capixaba,11.98,True,94968,-0.53,280,,40.0,8.0,7.0,29.0,2.0,3.0,,8.0,51.0,,10.0,1.0,,,1.0,,,,,
304,Nicolas,6,2,22,,Nicolas Vichiatto da Silva,0.0,América-MG,2.88,nicolas,5,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_tTV7wrP.png,Nicolas,3.52,False,95127,0.0,327,,6.0,2.0,,2.0,1.0,,,,4.0,,,,,,,,,,,
305,Jefferson,6,2,22,,Jefferson Junio Antônio da Silva,0.0,Vasco,0.0,jefferson,0,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_D7r1d1E.png,Jefferson,4.0,False,95220,0.0,267,,,,,,,,,,,,,,,,,,,,,
306,I. Vinícius,5,2,22,,Igor Vinícius de Souza,0.0,São Paulo,0.0,igor-vinicius,0,https://s.sde.globo.com/media/person_role/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png,Igor Vinícius,6.0,False,95466,0.0,276,,,,,,,,,,,,,,,,,,,,,
307,Raniele,3,4,22,,Raniele Almeida Melo,0.0,Cuiabá,5.17,raniele,19,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,Raniele,12.08,False,95556,0.0,1371,,18.0,8.0,15.0,33.0,2.0,1.0,,6.0,47.0,1.0,,,,,,,,,,
308,M. Benevenuto,6,3,22,,Marcelo da Conceição Benevenuto Malaquias,0.0,Fortaleza,2.21,marcelo-benevenuto,8,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kkUky0K.png,Marcelo Benevenuto,5.5,False,95638,0.0,356,,8.0,,1.0,6.0,,1.0,,2.0,7.0,,2.0,,,,,,,,,
309,L. Kal,6,4,22,,Lucas Kal Schenfeld Progioli,0.0,América-MG,0.35,lucas-kal,14,https://s.sde.globo.com/media/person_role/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png,Lucas Kal,2.06,False,95662,0.0,327,,14.0,1.0,1.0,1.0,,,,3.0,8.0,,,,,,,,,,,
310,Artur,7,5,22,,Artur Victor Guimarães,4.7,Palmeiras,5.3,artur,21,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,Artur,11.81,True,95799,0.52,275,,9.0,10.0,15.0,29.0,5.0,5.0,,1.0,15.0,,,2.0,,,3.0,,,,,
311,T. Figueiredo,6,3,22,,Tobias Pereira Figueiredo,0.0,Fortaleza,0.2,tobias-figueiredo,1,https://s.sde.globo.com/media/person_role/2023/07/11/photo_FORMATO_kRGPxC0.png,Tobias Figueiredo,3.68,False,95878,0.0,356,,,,1.0,,,,,,2.0,,,,,,,1.0,,,,
312,Machado,6,4,22,,Luiz Filipe da Rosa Machado - Felipe,5.0,Cruzeiro,3.18,machado,22,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png,Machado,7.09,True,96089,0.74,283,,19.0,7.0,8.0,16.0,1.0,,,2.0,24.0,,,3.0,,,1.0,,,,,
313,Lima,6,4,22,,Vinicius Moreira de Lima,1.5,Fluminense,4.19,lima,21,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_bCG6s7k.png,Lima,10.89,True,96340,-0.16,266,,24.0,7.0,10.0,49.0,3.0,3.0,,4.0,22.0,,,1.0,,,1.0,,,,,
314,M. Pereira,5,4,22,,Matheus Fellipe Costa Pereira,0.0,Cruzeiro,2.2,matheus-pereira,2,https://s.sde.globo.com/media/person_role/2023/07/24/photo_FORMATO_MgA1agq.png,Matheus Pereira,5.88,False,96610,0.0,283,,3.0,1.0,,1.0,,,,,3.0,,,,,,,,,,,
315,Allan,7,4,22,,Allan Rodrigues de Souza,0.2,Flamengo,2.33,allan,7,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO.png,Allan,6.63,True,96652,0.06,262,,8.0,1.0,1.0,7.0,,,,,11.0,,,,,,,,,,,
316,Bustos,7,2,22,,Fabricio Tomás Bustos Sein,6.2,Internacional,5.22,bustos,14,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png,Bustos,8.22,True,96678,0.45,285,,14.0,2.0,5.0,14.0,1.0,,,2.0,23.0,,6.0,,,,,,,,,
317,Saravia,6,2,22,,Renzo Saravia,1.6,Atlético-MG,3.49,saravia,15,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,Saravia,6.68,True,96725,-0.6,282,1.0,23.0,2.0,3.0,23.0,,1.0,,7.0,19.0,,5.0,1.0,,,,,,,,
318,Atuesta,6,4,22,,Eduard Andrés Atuesta Velasco,0.0,Palmeiras,0.0,atuesta,0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_haNtwOK.png,Atuesta,5.0,False,96754,0.0,275,,,,,,,,,,,,,,,,,,,,,
319,A. Gomes,7,5,22,,Arthur Gomes Lourenço,0.9,Cruzeiro,4.33,arthur-gomes,6,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_4DHfVWg.png,Arthur Gomes,6.49,True,96966,-0.23,283,,7.0,2.0,4.0,8.0,2.0,1.0,,1.0,3.0,,,,,,,,,,,
320,Y. González,6,5,22,,Jony Alexander González Copete,0.0,Fluminense,1.73,yony-gonzalez,4,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_YMuPeb5.png,Yony González,4.04,False,97080,0.0,266,,5.0,,1.0,,,,,1.0,3.0,,,1.0,,,,,,,,
321,Dudu,6,2,22,,Luís Eduardo Marques dos Santos,0.0,Fortaleza,2.58,dudu,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_G2DFY9I.png,Dudu,4.46,False,97133,0.0,356,,3.0,1.0,,,,,,1.0,5.0,,1.0,,,,,,,,,
322,Villasanti,7,4,22,,Mathías Adalberto Villasanti Rolón,3.2,Grêmio,5.92,villasanti,16,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png,Villasanti,7.63,True,97145,-0.26,284,,27.0,5.0,3.0,16.0,3.0,1.0,,3.0,48.0,,,1.0,,,1.0,,,,,
323,Alesson,6,5,22,,Alesson dos Santos Batista,0.8,Goiás,2.29,alesson,12,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png,Alesson,3.15,True,97321,-1.24,290,,4.0,1.0,4.0,5.0,2.0,8.0,,2.0,7.0,,,,,,,,,,,
324,G. Mosquito,6,5,22,,Gustavo Henric da Silva,0.5,Corinthians,4.3,gustavo-mosquito,3,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_odfm6XT.png,Gustavo Mosquito,4.1,True,97450,-0.4,264,,,1.0,,5.0,1.0,,,,1.0,,,,,,,,,,,
325,Jori,6,1,22,,Joriwinnyson Santos dos Anjos Rodrigues,0.0,América-MG,0.0,jori,0,https://s.sde.globo.com/media/person_role/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png,Jori,3.0,False,97453,0.0,327,,,,,,,,,,,,,,,,,,,,,
326,Marçal,7,2,22,,Fernando Marçal de Oliveira,1.1,Botafogo,5.61,marcal,12,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,Marçal,9.86,True,97468,-0.85,263,,20.0,1.0,5.0,13.0,,,,6.0,23.0,,7.0,1.0,,,,,,,,
327,Murilo,7,3,22,,Murilo Cerqueira Paim,2.3,Palmeiras,4.22,murilo,12,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_gy90S45.png,Murilo,9.3,True,97653,-0.3,275,1.0,17.0,2.0,,6.0,2.0,1.0,,2.0,12.0,,5.0,,,,,,,,,
328,Reynaldo,5,3,22,,Reynaldo César Moraes,0.0,Coritiba,2.77,reynaldo,3,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_sbG7w9w.png,Reynaldo,3.15,False,97768,0.0,294,,4.0,,,1.0,,,,1.0,,,2.0,,,,,,,,,
329,L. Ortiz,7,3,22,,Leonardo Rech Ortiz,7.9,Bragantino,5.37,leo-ortiz,6,https://s.sde.globo.com/media/person_role/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png,Léo Ortiz,8.39,True,97867,0.37,280,,3.0,2.0,,3.0,,,,1.0,6.0,,4.0,,,,1.0,,,,,
330,M. Bahia,6,2,22,,Matheus Bahia Santos,0.0,Bahia,4.12,matheus-bahia,8,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_qXFqFQp.png,Matheus Bahia,4.83,False,97899,0.0,265,,8.0,1.0,3.0,6.0,,1.0,,2.0,9.0,,4.0,,,,,,,,,
331,Vitão,5,3,22,,Vitor Eduardo da Silva Matos,0.0,Internacional,2.91,vitao,17,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png,Vitão,6.18,False,97900,0.0,285,,9.0,3.0,1.0,4.0,,,,4.0,18.0,,5.0,,,,1.0,,,,,
332,L. Oyama,6,4,22,,Luís Felipe Oyama,0.9,Goiás,1.8,luis-oyama,3,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO_GSUk6aP.png,Luís Oyama,4.31,True,97908,-0.88,290,,2.0,,,2.0,,,,1.0,5.0,,,,,,,,,,,
333,J. Varela,5,4,22,,Jhonata Varela da Silva,0.0,Grêmio,0.0,jhonata-varela,0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_v7Qo23i.png,Jhonata Varela,3.0,False,97993,0.0,284,,,,,,,,,,,,,,,,,,,,,
334,Erick,7,4,22,,Erick Luis Conrado de Carvalho,1.6,Athlético-PR,4.17,erick,17,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png,Erick,6.86,True,98022,0.19,293,,27.0,7.0,17.0,14.0,2.0,1.0,,4.0,25.0,,,1.0,,,1.0,,,,,
335,Bastos,6,3,22,,Bartolomeu Jacinto Quissanga,0.0,Botafogo,0.0,bastos,0,https://s.sde.globo.com/media/person_role/2023/08/29/photo_220x220.png,Bastos,3.0,False,98280,0.0,263,,,,,,,,,,,,,,,,,,,,,
336,S. Ferreira,6,5,22,,Carlos Sebastián Ferreira Vidal,2.8,Vasco,1.28,sebastian-ferreira,5,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_FJlmVCp.png,Sebastián Ferreira,5.11,True,98433,0.48,267,,5.0,,2.0,8.0,,1.0,,,2.0,,,,,,,,,,,
337,Kanu,7,3,22,,Victor Hugo Soares dos Santos,5.4,Bahia,3.24,kanu,19,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png,Kanu,6.24,True,98484,0.74,265,1.0,23.0,1.0,5.0,28.0,,1.0,,4.0,26.0,,5.0,,,,,,,,,
338,V. Barreta,6,1,22,,Vinícius Teodoro Barreta Melo,0.0,Cuiabá,0.0,vinicius-barreta,0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_MHv5nkR.png,Vinícius Barreta,1.0,False,98496,0.0,1371,,,,,,,,,,,,,,,,,,,,,
339,J. Lucas,7,4,22,,Jean Lucas de Souza Oliveira,5.4,Santos,4.07,jean-lucas,7,https://s.sde.globo.com/media/person_role/2023/07/16/photo_FORMATO_l9ELyne.png,Jean Lucas,7.92,True,98517,0.83,277,,15.0,3.0,6.0,18.0,,,,2.0,8.0,,,1.0,,,1.0,,,,,
340,D. Placido,6,2,22,,Leonel Di Placido,0.0,Botafogo,7.09,di-placido,19,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png,Di Placido,11.61,False,98605,0.0,263,,17.0,1.0,4.0,6.0,1.0,1.0,,3.0,49.0,1.0,11.0,3.0,,,,,,,,
341,Kuscevic,6,3,22,,Benjamín Kuščević Jaramillo,0.0,Coritiba,2.93,kuscevic,16,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qacVCwx.png,Kuscevic,5.24,False,98619,0.0,294,,19.0,,6.0,8.0,2.0,,,5.0,19.0,,2.0,,,,,,,,,
342,Pedrinho,7,4,22,,Pedro Victor Delmino da Silva,5.7,Atlético-MG,1.73,pedrinho,7,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,Pedrinho,4.6,True,98706,0.48,282,,5.0,1.0,1.0,6.0,,,,,3.0,,,1.0,,,,,,,,
343,Cuello,6,5,22,,Tomás Esteban Cuello,2.4,Athlético-PR,3.07,cuello,16,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png,Cuello,4.57,True,98909,-0.71,293,,15.0,6.0,7.0,24.0,,3.0,,,20.0,,,1.0,,,,,,,,
344,Gabriel,6,4,22,,Gabriel Neves Perdomo,0.0,São Paulo,2.44,gabriel,13,https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,Gabriel,4.07,False,98976,0.0,276,,9.0,,,1.0,1.0,,,4.0,25.0,,,,,,,,,,,
345,L. Braga,3,5,22,,Lucas Braga Ribeiro,0.0,Santos,1.02,lucas-braga,12,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jbahd9z.png,Lucas Braga,2.89,False,99119,0.0,277,,10.0,,2.0,17.0,,3.0,,3.0,7.0,,,,,,,,,,,
346,Vegetti,7,5,22,,Pablo Vegetti,8.6,Vasco,8.34,vegetti,5,https://s.sde.globo.com/media/person_role/2023/08/18/photo_FORMATO_IaVP7Hz.png,Vegetti,12.61,True,99198,1.38,267,,9.0,3.0,5.0,9.0,3.0,5.0,,,4.0,,,,,,1.0,,,1.0,,
347,P. Rodríguez,6,2,22,,José Luis Rodríguez Bebanz,0.0,Vasco,3.34,puma-rodriguez,18,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png,Puma Rodríguez,6.51,True,99213,0.0,267,,15.0,7.0,12.0,9.0,,2.0,,1.0,32.0,,1.0,,,,,,,,,
348,R. Fernández,7,4,22,,Rodrigo Fernández Cedrés,0.9,Santos,1.86,rodrigo-fernandez,20,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,Rodrigo Fernández,4.62,True,99214,-0.06,277,,41.0,2.0,7.0,13.0,1.0,,,8.0,29.0,,,,,,,,,,,
349,Pochettino,7,4,22,,Tomás Pochettino,0.8,Fortaleza,3.3,pochettino,22,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png,Pochettino,6.98,True,99267,-0.27,356,,12.0,13.0,12.0,14.0,2.0,1.0,,1.0,20.0,,,1.0,,,,,,,,
350,Morelli,7,4,22,,Everton Morelli Casimiro,5.7,Goiás,3.38,morelli,18,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png,Morelli,6.61,True,99412,0.45,290,,33.0,2.0,10.0,37.0,1.0,2.0,,2.0,30.0,,,,,,,,,,,
351,Rossi,6,1,22,,Agustín Daniel Rossi,0.0,Flamengo,0.0,rossi,0,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_OdhLvyM.png,Rossi,7.0,False,99552,0.0,262,,,,,,,,,,,,,,,,,,,,,
352,P. Vitor,6,5,22,,Paulo Vitor Fernandes Pereira,0.0,Cruzeiro,0.68,paulo-vitor,5,https://s.sde.globo.com/media/person_role/2023/07/04/photo_FORMATO_7vqcMIx.png,Paulo Vitor,2.07,False,99588,0.0,283,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,
353,Arias,7,4,22,,Jhon Adolfo Arias Andrade,3.6,Fluminense,5.43,arias,18,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,Arias,10.48,True,99815,-0.98,266,1.0,24.0,10.0,7.0,49.0,2.0,6.0,,3.0,31.0,,,3.0,,,,,,1.0,,
354,Paulinho,7,5,22,,Paulo Henrique Sampaio Filho,11.6,Atlético-MG,6.91,paulinho,20,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,Paulinho,13.26,True,99818,-0.99,282,,14.0,18.0,13.0,12.0,8.0,4.0,,,34.0,,,,,,,,,,,
355,A. Franco,6,3,22,,Alan Javier Franco,0.0,São Paulo,3.02,alan-franco,8,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,Alan Franco,4.54,False,99889,0.0,276,,5.0,,3.0,3.0,,,,3.0,9.0,1.0,2.0,1.0,,,,,,,,
356,M. Antônio,6,3,22,,Maurício de Carvalho Antônio,0.0,Coritiba,0.0,mauricio-antonio,0,https://s.sde.globo.com/media/person_role/2023/08/04/photo_220x220_LfrtzZg.png,Maurício Antônio,3.0,False,100034,0.0,294,,,,,,,,,,,,,,,,,,,,,
357,Zaracho,6,4,22,,Federico Matías Javier Zaracho,0.0,Atlético-MG,3.53,zaracho,13,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,Zaracho,6.85,False,100079,0.0,282,,23.0,1.0,5.0,17.0,1.0,1.0,,3.0,26.0,,,,,,1.0,,,,,
358,I. Gomes,6,4,22,,Igor Silveira Gomes,0.0,Atlético-MG,1.94,igor-gomes,15,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,Igor Gomes,4.9,False,100084,0.0,282,,16.0,2.0,5.0,11.0,,1.0,,1.0,15.0,,,1.0,,,,,,,,
