,atletas.slug,atletas.clube_id,atletas.atleta_id,atletas.pontos_num,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.entrou_em_campo,atletas.posicao_id,atletas.foto,atletas.jogos_num,atletas.status_id,atletas.clube.id.full.name,atletas.rodada_id,atletas.apelido,atletas.nome,atletas.apelido_abreviado,atletas.preco_num,atletas.media_num,A,CA,DS,FC,FD,FF,FS,FT,GC,PC,SG,G,I,PP,CV,V,DE,GS,PS,DP,PI
475,caio-alexandre,356,106323,1.1,,-0.02,True,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mYQOurq.png,26,6,Fortaleza,28,Caio Alexandre,Caio Alexandre Souza e Silva,C. Alexandre,8.33,3.25,2.0,4.0,41.0,37.0,4.0,6.0,31.0,,,,,2.0,4.0,,,,,,,,
476,wesley-gasolina,283,106327,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_IHO297R.png,0,6,Cruzeiro,28,Wesley Gasolina,Wesley David de Oliveira Andrade,W. Gasolina,3.0,0.0,,,,,,,,,,,,,,,,,,,,,
477,jhonata-robert,284,106371,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Yc1vcMc.png,0,6,Grêmio,28,Jhonata Robert,Jhonata Robert Alves da Silva,J. Robert,4.0,0.0,,,,,,,,,,,,,,,,,,,,,
478,eduardo-santos,280,106434,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_0B5pVnO.png,13,5,Bragantino,28,Eduardo Santos,Eduardo Gonzaga Mendes Santos,E. Santos,5.87,3.85,1.0,2.0,6.0,14.0,2.0,2.0,8.0,1.0,,,5.0,1.0,,,,,,,,,
479,halls,267,106682,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oXORlmg.png,0,6,Vasco,28,Halls,Hedhe Halls Rocha da Silva,Halls,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
480,carlos-alberto,263,106704,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_DgukYrK.png,8,6,Botafogo,28,Carlos Alberto,Carlos Alberto Gomes da Silva Filho,C. Alberto,3.36,2.91,,,3.0,1.0,1.0,1.0,4.0,,,,,2.0,,,,,,,,,
481,rodrigo-nestor,276,106822,0.9,,0.04,True,4,https://s.sde.globo.com/media/person_role/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png,21,6,São Paulo,28,Rodrigo Nestor,Rodrigo Nestor Bertalia,R. Nestor,7.76,2.87,2.0,3.0,17.0,26.0,11.0,12.0,15.0,2.0,,,,1.0,5.0,,1.0,,,,,,
482,welington,276,106824,6.4,,0.32,True,2,https://s.sde.globo.com/media/person_role/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png,9,7,São Paulo,28,Welington,Welington Damascena Santos,Welington,6.2,3.06,,2.0,3.0,10.0,,5.0,10.0,,,,4.0,,1.0,,,,,,,,
483,patryck,276,106829,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png,5,6,São Paulo,28,Patryck,Patryck Lanza dos Reis,Patryck,4.38,5.92,,2.0,7.0,2.0,,1.0,6.0,,,,4.0,,,,,,,,,,
484,talles-costa,276,106830,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png,2,6,São Paulo,28,Talles Costa,Talles Macedo Toledo Costa,T. Costa,2.27,1.7,,,2.0,,,,2.0,,,,,,,,,,,,,,
485,juan,276,106831,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png,18,6,São Paulo,28,Juan,Juan Santos da Silva,Juan,3.24,2.6,1.0,1.0,18.0,13.0,4.0,4.0,20.0,,,,,1.0,10.0,,,,,,,,
486,pedro-vilhena,276,106832,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2022/03/01/e8c6023cceab5eaf7953916841a0923b_FORMATO.png,1,6,São Paulo,28,Pedro Vilhena,Pedro Veronez Vilhena,P. Vilhena,0.74,0.0,,,,,,,,,,,,,,,,,,,,,
487,luan-patrick,280,106835,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qBlP0vG.png,14,7,Bragantino,28,Luan Patrick,Luan Patrick Wiedthauper,L. Patrick,4.55,4.11,1.0,3.0,8.0,11.0,1.0,2.0,3.0,,,,9.0,,,,,,,,,,
488,fernando,293,106950,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_DOiaQDY.png,6,5,Athlético-PR,28,Fernando,Fernando Augusto Pereira Bueno Júnior,Fernando,4.73,5.27,2.0,1.0,10.0,4.0,,1.0,2.0,,,,2.0,,,,,,,,,,
489,bernardo-schappo,356,106977,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_rs77zVD.png,0,6,Fortaleza,28,Bernardo Schappo,Bernardo Schappo,B. Schappo,4.0,0.0,,,,,,,,,,,,,,,,,,,,,
490,ricardo-cerqueira,1371,107039,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_lmtWu1C.png,1,6,Cuiabá,28,Ricardo Cerqueira,José Ricardo Batista Cerqueira,R. Cerqueira,1.51,0.5,,,,,,,1.0,,,,,,,,,,,,,,
491,stenio,283,107052,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9qm9tuE.png,13,6,Cruzeiro,28,Stênio,Stenio Zanetti Toledo,Stênio,2.09,0.89,,,5.0,8.0,4.0,3.0,2.0,,,,,,1.0,,,,,,,,
492,luciano-juba,265,107093,6.7,,1.35,True,5,https://s.sde.globo.com/media/person_role/2023/09/01/photo_FORMATO_cccrqnA.png,4,6,Bahia,28,Luciano Juba,Luciano Batista da Silva Júnior,L. Juba,5.84,2.03,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
493,richard-rios,275,107111,2.3,,0.35,True,4,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_RowK2Zx.png,27,7,Palmeiras,28,Richard Ríos,Richard Ríos Montoya,R. Ríos,5.34,2.42,,4.0,34.0,32.0,4.0,8.0,24.0,,,1.0,,2.0,1.0,,,,,,,,
494,patrick-de-paula,263,107172,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_YTg7jfi.png,0,5,Botafogo,28,Patrick de Paula,Patrick de Paula Carreiro,P. Paula,7.0,0.0,,,,,,,,,,,,,,,,,,,,,
495,michel-araujo,276,107173,13.4,,2.22,True,4,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Z1W5SRZ.png,23,7,São Paulo,28,Michel Araújo,Michel Daryl Araújo Villar,M. Araújo,8.17,2.87,1.0,2.0,20.0,20.0,5.0,7.0,33.0,1.0,,3.0,,2.0,2.0,,,,,,1.0,,
496,matheus-donelli,264,107179,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_34QaZln.png,0,6,Corinthians,28,Matheus Donelli,Matheus Planelles Donelli,M. Donelli,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
497,leo-linck,293,107183,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_2aZU9Nq.png,5,6,Athlético-PR,28,Léo Linck,Léo Matias Baiersdorf Linck,L. Linck,2.17,5.6,,2.0,,,,,,,,,1.0,,,,,,22.0,6.0,,1.0,
498,vinicius-kaue,293,107186,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2021/04/16/0367fa0859b4ea67ba8191afd67f560e_FORMATO.png,4,6,Athlético-PR,28,Vinicius Kauê,Vinicius Kauê Ribeiro Ferreira,V. Kauê,0.73,-0.47,,1.0,3.0,5.0,,,,,,,,,,,1.0,,,,,,
499,leonardo-ataide,293,107191,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2021/12/08/9440c054d747c490573927d3d0cb770c_FORMATO.png,0,6,Athlético-PR,28,Leonardo Ataíde,Leonardo Ataíde de Oliveira Siqueira,L. Ataíde,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
500,romulo,293,107197,-0.1,,-0.09,True,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_A5prVgV.png,11,6,Athlético-PR,28,Rômulo,Rômulo José Cardoso da Cruz,Rômulo,1.45,0.71,,,1.0,6.0,2.0,4.0,4.0,,,,,,2.0,,,,,,1.0,,
501,gustavo-garcia,275,107225,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_9hMRqkt.png,5,6,Palmeiras,28,Gustavo Garcia,Gustavo Garcia dos Santos,G. Garcia,2.7,1.46,,,4.0,5.0,,2.0,3.0,,,1.0,1.0,,1.0,,1.0,,,,,,
502,miqueias,265,107232,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JqZAXdV.png,0,6,Bahia,28,Miqueias,Miqueias Cabral Evaristo,Miqueias,3.0,0.0,,,,,,,,,,,,,,,,,,,,,
503,vanderlan,275,107236,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_F0bHOxR.png,9,6,Palmeiras,28,Vanderlan,Vanderlan Barbosa da Silva,Vanderlan,6.46,4.24,1.0,4.0,22.0,15.0,1.0,2.0,5.0,,,,2.0,,1.0,,,,,,,,
504,dodo,290,107375,-0.3,,-0.44,True,4,https://s.sde.globo.com/media/person_role/2023/05/07/photo_220x220_0PEd4FH.png,10,6,Goiás,28,Dodô,Vinícius Rodrigues Adelino dos Santos,Dodô,1.14,1.3,,1.0,3.0,4.0,,2.0,4.0,,,,,1.0,,,,,,,,,
505,luan-dias,277,107416,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_MHA8oKV.png,8,6,Santos,28,Luan Dias,Luan Dias da Silva,L. Dias,2.02,0.61,,3.0,7.0,10.0,,,5.0,,,,,,,,,,,,,,
506,andre,266,107498,2.1,,-0.06,True,4,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_VrJSWeV.png,22,7,Fluminense,28,André,André Trindade da Costa Neto,André,8.57,2.64,,9.0,44.0,30.0,1.0,6.0,41.0,,,,,,,,1.0,,,,,,
507,david-sousa,263,107509,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_220x220.png,0,6,Botafogo,28,David Sousa,David Sousa Albino,D. Sousa,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
508,natanael,294,107554,2.2,,-0.21,True,2,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_t78oWnD.png,23,7,Coritiba,28,Natanael,Natanael Moreira Milouski,Natanael,9.63,4.46,,5.0,62.0,35.0,7.0,4.0,21.0,1.0,,1.0,4.0,,5.0,,,,,,,,
509,fabian-bustos,327,107645,4.2,,0.06,True,6,https://s.sde.globo.com/media/person_role/2023/08/08/photo_FORMATO_W6FrqMf.png,9,7,América-MG,28,Fabián Bustos,Fabián Daniel Bustos,F. Bustos,8.72,4.48,,,,,,,,,,,,,,,,2.0,,,,,
510,emerson-junior,285,107740,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_O9bfirr.png,0,6,Internacional,28,Emerson Júnior,Emerson Fabiano Kerber Júnior,E. Júnior,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
511,praxedes,267,107744,5.4,,-0.68,True,4,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_kPHzPIn.png,12,7,Vasco,28,Praxedes,Bruno Conceição Praxedes,Praxedes,4.87,3.45,1.0,2.0,16.0,8.0,3.0,4.0,14.0,,,,,1.0,2.0,,,,,,,,
512,adriel,265,107748,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_FM5y32Z.png,2,6,Bahia,28,Adriel,Adriel Vasconcelos Ramos,Adriel,7.74,5.25,,1.0,,,,,1.0,,,,1.0,,,,,,7.0,1.0,,,
513,diego-rosa,265,107796,4.9,,0.5,True,4,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_Z8v7YI8.png,8,6,Bahia,28,Diego Rosa,Diego Gabriel Silva Rosa,D. Rosa,2.62,1.57,,,7.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,
514,fernando-henrique,283,107800,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_7OiYeRo.png,2,6,Cruzeiro,28,Fernando Henrique,Fernando Henrique do Nascimento Pereira,F. Henrique,1.52,-1.05,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,
515,nata,284,107801,0.0,,0.0,False,3,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_nMfgjlm.png,1,6,Grêmio,28,Natã,Natã Felipe de Amorim Santos,Natã,0.75,0.2,,,,1.0,,,1.0,,,,,,,,,,,,,,
516,matheus-dias,285,107809,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_f09xlRk.png,13,6,Internacional,28,Matheus Dias,Matheus dos Santos Dias,M. Dias,2.35,0.7,,5.0,14.0,14.0,,,3.0,,,,,,,,,,,,,,
517,hugo,290,107908,0.7,,-2.07,True,2,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_4XBJGTX.png,14,7,Goiás,28,Hugo,Hugo Ferreira de Farias,Hugo,4.1,5.44,1.0,1.0,23.0,18.0,4.0,5.0,7.0,,,,6.0,1.0,3.0,,,,,,,,
518,fausto-vera,264,107950,5.1,,0.5,True,4,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_w7tZlR4.png,16,7,Corinthians,28,Fausto Vera,Fausto Mariano Vera,F. Vera,7.19,2.55,2.0,5.0,23.0,22.0,3.0,8.0,10.0,,,,,,1.0,,,,,,,,
519,garcez,294,108131,-0.3,,-0.64,True,5,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtxMdJP.png,6,6,Coritiba,28,Garcez,Maurício Garcez de Jesus,Garcez,2.92,1.67,,,4.0,4.0,,3.0,8.0,,,,,,,,,,,,,,
520,isidro-pitta,1371,108133,7.4,,0.14,True,5,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LlMyePJ.png,19,6,Cuiabá,28,Isidro Pitta,Isidro Miguel Pitta Saldívar,I. Pitta,4.1,1.61,1.0,,,9.0,2.0,5.0,13.0,,,,,2.0,4.0,,,,,,,,
521,javier-mendez,327,108163,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_WfF8P5B.png,5,6,América-MG,28,Javier Méndez,Óscar Javier Méndez Albornoz,J. Méndez,3.45,1.64,,1.0,7.0,5.0,,1.0,3.0,,,,,,,,,,,,,,
522,gustavinho,284,108201,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hopiRUY.png,2,6,Grêmio,28,Gustavinho,Gustavo César Mendonça Gravino,Gustavinho,2.54,1.4,,,,,,1.0,4.0,,,,,,,,,,,,,,
523,breno,290,108211,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2022/09/18/photo_FORMATO_aTUZBiS.png,0,6,Goiás,28,Breno,Breno Herculano Almeida,Breno,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
524,gabriel-barros,285,108352,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220.png,4,6,Internacional,28,Gabriel Barros,Gabriel de Sousa Barros,G. Barros,1.83,0.1,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,
525,erison,276,108422,0.0,,-0.37,True,5,https://s.sde.globo.com/media/person_role/2023/02/01/photo_FORMATO_0I7WXAm.png,5,6,São Paulo,28,Erison,Erison Danilo de Souza,Erison,4.17,1.98,1.0,1.0,,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,
526,arriagada,293,108624,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,6,6,Athlético-PR,28,Arriagada,Luciano Daniel Arriagada García,Arriagada,2.5,0.7,,,2.0,10.0,1.0,2.0,4.0,,,,,,,,,,,,,,
527,joao-magno,290,108715,-0.9,,-0.54,True,5,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_QhpyCZL.png,14,7,Goiás,28,João Magno,João Victo Magno de Souza Machado,J. Magno,5.58,3.37,1.0,2.0,4.0,21.0,6.0,8.0,16.0,,,,,3.0,9.0,,,,,,1.0,,
528,victor-sa,263,108946,3.7,,0.44,True,5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_t9xgUxE.png,24,6,Botafogo,28,Victor Sá,João Victor Santos Sá,V. Sá,8.83,4.86,3.0,3.0,36.0,27.0,13.0,17.0,31.0,,,,,3.0,4.0,,,,,,1.0,,
529,daniel-martins,293,109102,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2022/08/25/photo_FORMATO_VUIS7Pm.png,0,6,Athlético-PR,28,Daniel Martins,Daniel Sergio Martins,D. Martins,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
530,matheus-nascimento,263,109114,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xScuqcn.png,4,6,Botafogo,28,Matheus Nascimento,Matheus Nascimento de Paula,M. Nascimento,3.72,2.58,,1.0,2.0,6.0,1.0,,3.0,,,,,1.0,,,,,,,,,
531,dg,263,109199,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,0,6,Botafogo,28,DG,Douglas da Silva Teixeira,DG,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
532,kawe,280,109246,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_2gnQr2r.png,0,6,Bragantino,28,Kawê,Kawê Ferreira Godoy Viana,Kawê,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
533,kennedy,356,109347,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_jTL4V8M.png,0,6,Fortaleza,28,Kennedy,Antonio Kennedy Sousa de Almeida,Kennedy,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
534,raul-gustavo,265,109389,6.2,,0.23,True,3,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o1bIdBe.png,5,7,Bahia,28,Raul Gustavo,Raul Gustavo Pereira Bicalho,R. Gustavo,7.71,5.04,,1.0,5.0,4.0,,3.0,2.0,1.0,,,3.0,,,,,,,,,,
535,thiago-andrade,293,109404,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_83YGYl5.png,9,6,Athlético-PR,28,Thiago Andrade,Thiago Eduardo de Andrade,T. Andrade,2.26,0.65,,1.0,2.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,
536,ian-luccas,283,109412,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HM5lJ1D.png,4,6,Cruzeiro,28,Ian Luccas,Ian Luccas Baroni Boetto,I. Luccas,2.75,0.58,,,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,
537,calebe,356,109461,1.0,,-0.1,True,4,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_AhzCnT2.png,21,6,Fortaleza,28,Calebe,Calebe Gonçalves Ferreira da Silva,Calebe,6.07,2.56,1.0,2.0,10.0,10.0,10.0,9.0,40.0,1.0,,,,,3.0,,,,,,,,
538,marcos-leonardo,277,109497,5.0,,0.4,True,5,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_eb1ett7.png,21,7,Santos,28,Marcos Leonardo,Marcos Leonardo Santos Almeida,M. Leonardo,12.85,7.44,2.0,2.0,3.0,29.0,13.0,29.0,48.0,1.0,,,,11.0,14.0,,,,,,1.0,,
539,joaquim,277,109563,6.0,,-0.22,True,3,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_KiHaTyd.png,21,7,Santos,28,Joaquim,Joaquim Henrique Pereira Silva,Joaquim,8.82,3.83,1.0,3.0,39.0,16.0,5.0,5.0,12.0,,,1.0,4.0,,,,,,,,1.0,,
540,martinelli,266,109573,-0.9,,-0.73,True,4,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_eSiqEBR.png,20,7,Fluminense,28,Martinelli,Matheus Martinelli Lima,Martinelli,4.33,1.8,1.0,2.0,17.0,28.0,3.0,5.0,17.0,,,,,1.0,1.0,,1.0,,,,,,
541,gabriel-novaes,290,109639,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Kdrpiw9.png,3,6,Goiás,28,Gabriel Novaes,Gabriel Novaes Fernandes,G. Novaes,2.57,0.23,,,,3.0,1.0,,1.0,,,,,,1.0,,,,,,,,
542,hugo,263,109668,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8tyq2bR.png,14,6,Botafogo,28,Hugo,Hugo Gonçalves Ferreira Neto,Hugo,6.77,6.37,1.0,1.0,33.0,25.0,1.0,3.0,9.0,,,,9.0,,,,,,,,,,
543,segovinha,263,110055,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2023/04/04/photo_FORMATO.png,18,6,Botafogo,28,Segovinha,Matías Emanuel Segovia Torales,Segovinha,4.52,2.11,1.0,2.0,20.0,3.0,4.0,1.0,13.0,,,,,,,,,,,,,,
544,gabriel-pereira,293,110251,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yvoo9wb.png,0,6,Athlético-PR,28,Gabriel Pereira,Gabriel Roberto Pereira,G. Pereira,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
545,abel-ferreira,275,110506,9.43,,1.23,True,6,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,28,7,Palmeiras,28,Abel Ferreira,Abel Fernando Moreira Ferreira,A. Ferreira,15.05,5.92,,,,,,,,,,,,,,,,13.0,,,,,
546,lucas-besozzi,284,110512,0.5,,-1.08,True,5,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_XvOUlVF.png,6,6,Grêmio,28,Lucas Besozzi,Lucas Agustín Besozzi,L. Besozzi,4.39,2.48,,1.0,4.0,1.0,2.0,,2.0,,,,,1.0,,,,,,,,,
547,caetano,280,110587,0.0,,0.0,False,4,https://s.sde.globo.com/media/person_role/2022/11/02/photo_FORMATO.png,0,6,Bragantino,28,Caetano,Gabriel Caetano Godoy de Andrade,Caetano,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
548,paulo-mazoti,277,110602,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rM1hgKg.png,0,6,Santos,28,Paulo Mazoti,Paulo Mazoti Azevedo,P. Mazoti,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
549,mateus,275,110624,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg,0,6,Palmeiras,28,Mateus,Mateus Oliveira Mendes,Mateus,1.0,0.0,,,,,,,,,,,,,,,,,,,,,
550,luiz-filipe,290,110632,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_xcsqOAQ.png,0,6,Goiás,28,Luiz Filipe,Luiz Filipe dos Reis Silva,L. Filipe,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
551,machuca,356,110667,3.7,,0.39,True,5,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_LFqKqA7.png,10,6,Fortaleza,28,Machuca,Imanol Machuca,Machuca,5.34,3.2,,2.0,10.0,5.0,3.0,3.0,3.0,,,,,2.0,1.0,,,,,,,,
552,esquivel,293,110668,4.3,,-0.53,True,2,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,12,7,Athlético-PR,28,Esquivel,Lucas Ángel Esquivel,Esquivel,4.78,4.39,1.0,2.0,21.0,14.0,3.0,2.0,17.0,,,,3.0,,,,,,,,,,
553,mycael,293,110698,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4TEihe1.png,0,6,Athlético-PR,28,Mycael,Mycael Pontes Moreira,Mycael,3.0,0.0,,,,,,,,,,,,,,,,,,,,,
554,pedro-rangel,266,110708,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_6zge4A7.png,2,6,Fluminense,28,Pedro Rangel,Pedro Felipe de Faria Rangel,P. Rangel,1.87,0.0,,1.0,,,,,,,,,,,,,,,5.0,5.0,,,
555,andres-hurtado,280,110715,7.0,,1.03,True,2,https://s.sde.globo.com/media/person_role/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,15,6,Bragantino,28,Andrés Hurtado,José Andrés Hurtado Cheme,A. Hurtado,5.9,3.73,,3.0,19.0,11.0,,4.0,3.0,,,,7.0,,2.0,,,,,,,,
556,rubens,282,110727,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JV4BtfR.png,14,6,Atlético-MG,28,Rubens,Rubens Antônio Dias,Rubens,11.09,5.89,,3.0,44.0,23.0,3.0,3.0,8.0,,,,6.0,,3.0,,,,,,,,
557,john-kennedy,266,110759,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_ZAgi9kx.png,19,6,Fluminense,28,John Kennedy,John Kennedy Batista de Souza,J. Kennedy,10.44,3.67,,8.0,11.0,19.0,10.0,9.0,18.0,3.0,,,,4.0,7.0,,,,,,2.0,,
558,biel,265,110760,8.5,,0.05,True,5,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_iT5hY8V.png,14,7,Bahia,28,Biel,Gabriel Teixeira Aragão,Biel,8.62,5.91,1.0,4.0,10.0,16.0,6.0,11.0,31.0,1.0,,,,5.0,1.0,,,,,,,,
559,marcao,294,110775,0.0,,0.0,False,1,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_WKiGPtW.png,0,6,Coritiba,28,Marcão,Marco Antônio Amorim de Oliveira Montes,Marcão,2.0,0.0,,,,,,,,,,,,,,,,,,,,,
560,orellano,267,110776,2.2,,0.15,True,4,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_QTGO9rI.png,17,6,Vasco,28,Orellano,Luca Nicolás Orellano,Orellano,3.66,2.22,1.0,3.0,13.0,9.0,4.0,9.0,22.0,,,,,,,,,,,,,,
561,guilherme-lopes,280,110909,0.0,,0.0,False,2,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_UCfKPnM.png,7,6,Bragantino,28,Guilherme Lopes,Guilherme Lopes de Almeida,G. Lopes,3.49,3.77,,,4.0,4.0,1.0,2.0,,,,,4.0,,,,,,,,,,
562,lucao,290,110928,0.0,,0.0,False,5,https://s.sde.globo.com/media/person_role/2023/06/25/photo_FORMATO_cKU4gvX.png,2,6,Goiás,28,Lucão,Lucas Emmanuel Araujo Macedo,Lucão,1.37,0.15,,,1.0,3.0,,,,,,,,,,,,,,,,,
