,atletas.clube.id.full.name,atletas.foto,atletas.entrou_em_campo,atletas.minimo_para_valorizar,atletas.rodada_id,atletas.apelido_abreviado,atletas.nome,atletas.jogos_num,atletas.clube_id,atletas.posicao_id,atletas.media_num,atletas.slug,atletas.preco_num,atletas.atleta_id,atletas.status_id,atletas.apelido,atletas.variacao_num,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,DE,GS,SG,PC,PS,CV,DP,GC,V,PI
472,Athlético-PR,https://s.sde.globo.com/media/person_role/2022/02/21/f32be788b285e944b21d286da2e5b28d_FORMATO.png,False,,34,Kawan,Kawan Gabriel da Silva,0,293,4,0.0,kawan,2.0,106219,5,Kawan,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
473,Bragantino,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_FORMATO.png,True,,34,Realpe,Leonardo Javier Realpe Montaño,16,280,3,3.04,realpe,2.54,106299,7,Realpe,-0.05,0.4,,3.0,13.0,18.0,,2.0,4.0,1.0,,,,,,7.0,,,,,,,
474,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mYQOurq.png,False,,34,C. Alexandre,Caio Alexandre Souza e Silva,29,356,4,3.06,caio-alexandre,8.15,106323,7,Caio Alexandre,0.0,0.0,2.0,4.0,45.0,40.0,4.0,6.0,32.0,,2.0,4.0,,,,,,,,,,,
475,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_IHO297R.png,False,,34,W. Gasolina,Wesley David de Oliveira Andrade,0,283,2,0.0,wesley-gasolina,3.0,106327,6,Wesley Gasolina,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
476,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Yc1vcMc.png,False,,34,J. Robert,Jhonata Robert Alves da Silva,0,284,4,0.0,jhonata-robert,4.0,106371,6,Jhonata Robert,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
477,Bragantino,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_0B5pVnO.png,False,,34,E. Santos,Eduardo Gonzaga Mendes Santos,13,280,3,3.85,eduardo-santos,5.87,106434,5,Eduardo Santos,0.0,0.0,1.0,2.0,6.0,14.0,2.0,2.0,8.0,1.0,1.0,,,,,5.0,,,,,,,
478,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_oXORlmg.png,False,,34,Halls,Hedhe Halls Rocha da Silva,0,267,1,0.0,halls,2.0,106682,6,Halls,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
479,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_DgukYrK.png,False,,34,C. Alberto,Carlos Alberto Gomes da Silva Filho,12,263,5,1.96,carlos-alberto,2.88,106704,6,Carlos Alberto,0.0,0.0,,,3.0,2.0,1.0,1.0,5.0,,2.0,,,,,,,,,,,,
480,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_FORMATO.png,False,,34,R. Nestor,Rodrigo Nestor Bertalia,24,276,4,2.63,rodrigo-nestor,7.53,106822,5,Rodrigo Nestor,0.0,0.0,2.0,3.0,18.0,27.0,11.0,12.0,19.0,2.0,1.0,5.0,,,,,,,1.0,,,,
481,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/81ffdaa86a436b3f695649fc411cf06b_FORMATO.png,True,,34,Welington,Welington Damascena Santos,12,276,2,3.67,welington,6.15,106824,6,Welington,-0.63,5.0,,2.0,7.0,11.0,,5.0,14.0,,,1.0,,,,6.0,,,,,,,
482,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/73a6760a1b2c4cc7fc70ee0323e11b73_FORMATO.png,False,,34,Patryck,Patryck Lanza dos Reis,5,276,2,5.92,patryck,4.38,106829,6,Patryck,0.0,0.0,,2.0,7.0,2.0,,1.0,6.0,,,,,,,4.0,,,,,,,
483,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/46c4e9fd9a32a9e894bd6edc746e403d_FORMATO.png,True,,34,T. Costa,Talles Macedo Toledo Costa,3,276,4,1.53,talles-costa,2.3,106830,6,Talles Costa,0.03,1.2,,,2.0,,1.0,,2.0,,,,,,,,,,,,,,
484,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/b64f8d56aad317fef852cca695190f34_FORMATO.png,True,,34,Juan,Juan Santos da Silva,22,276,5,2.36,juan,3.06,106831,6,Juan,0.02,1.1,1.0,2.0,21.0,15.0,5.0,4.0,24.0,,1.0,10.0,,,,,,,,,,,
485,São Paulo,https://s.sde.globo.com/media/person_role/2022/03/01/e8c6023cceab5eaf7953916841a0923b_FORMATO.png,False,,34,P. Vilhena,Pedro Veronez Vilhena,1,276,4,0.0,pedro-vilhena,0.74,106832,6,Pedro Vilhena,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
486,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_qBlP0vG.png,False,,34,L. Patrick,Luan Patrick Wiedthauper,14,280,3,4.11,luan-patrick,4.55,106835,5,Luan Patrick,0.0,0.0,1.0,3.0,8.0,11.0,1.0,2.0,3.0,,,,,,,9.0,,,,,,,
487,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_DOiaQDY.png,False,,34,Fernando,Fernando Augusto Pereira Bueno Júnior,6,293,2,5.27,fernando,4.73,106950,5,Fernando,0.0,0.0,2.0,1.0,10.0,4.0,,1.0,2.0,,,,,,,2.0,,,,,,,
488,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_rs77zVD.png,False,,34,B. Schappo,Bernardo Schappo,0,356,3,0.0,bernardo-schappo,4.0,106977,6,Bernardo Schappo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
489,Cuiabá,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_lmtWu1C.png,False,,34,R. Cerqueira,José Ricardo Batista Cerqueira,1,1371,4,0.5,ricardo-cerqueira,1.51,107039,6,Ricardo Cerqueira,0.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,
490,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9qm9tuE.png,False,,34,Stênio,Stenio Zanetti Toledo,13,283,5,0.89,stenio,2.09,107052,6,Stênio,0.0,0.0,,,5.0,8.0,4.0,3.0,2.0,,,1.0,,,,,,,,,,,
491,Bahia,https://s.sde.globo.com/media/person_role/2023/09/01/photo_FORMATO_cccrqnA.png,True,,34,L. Juba,Luciano Batista da Silva Júnior,8,265,5,2.23,luciano-juba,5.71,107093,6,Luciano Juba,0.59,6.0,1.0,,5.0,2.0,2.0,5.0,2.0,,,,,,,,,,,,,,
492,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/29/photo_FORMATO_RowK2Zx.png,True,,34,R. Ríos,Richard Ríos Montoya,33,275,4,2.73,richard-rios,6.06,107111,7,Richard Ríos,0.55,4.9,1.0,4.0,44.0,43.0,7.0,13.0,31.0,,2.0,2.0,,,,,1.0,,,,,,
493,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_YTg7jfi.png,False,,34,P. Paula,Patrick de Paula Carreiro,0,263,4,0.0,patrick-de-paula,7.0,107172,5,Patrick de Paula,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
494,São Paulo,https://s.sde.globo.com/media/person_role/2023/03/30/photo_FORMATO_Z1W5SRZ.png,True,,34,M. Araújo,Michel Daryl Araújo Villar,28,276,4,3.06,michel-araujo,6.86,107173,7,Michel Araújo,-0.05,3.1,1.0,2.0,31.0,25.0,6.0,8.0,39.0,2.0,2.0,2.0,,,,,3.0,1.0,,,,,
495,Corinthians,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_34QaZln.png,False,,34,M. Donelli,Matheus Planelles Donelli,0,264,1,0.0,matheus-donelli,2.0,107179,6,Matheus Donelli,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
496,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_2aZU9Nq.png,False,,34,L. Linck,Léo Matias Baiersdorf Linck,5,293,1,5.6,leo-linck,2.17,107183,6,Léo Linck,0.0,0.0,,2.0,,,,,,,,,,22.0,6.0,1.0,,,,1.0,,,
497,Athlético-PR,https://s.sde.globo.com/media/person_role/2021/04/16/0367fa0859b4ea67ba8191afd67f560e_FORMATO.png,False,,34,V. Kauê,Vinicius Kauê Ribeiro Ferreira,5,293,2,-0.1,vinicius-kaue,0.82,107186,6,Vinicius Kauê,0.0,0.0,,1.0,4.0,6.0,,,1.0,,,,,,,,,,1.0,,,,
498,Athlético-PR,https://s.sde.globo.com/media/person_role/2021/12/08/9440c054d747c490573927d3d0cb770c_FORMATO.png,False,,34,L. Ataíde,Leonardo Ataíde de Oliveira Siqueira,0,293,2,0.0,leonardo-ataide,1.0,107191,6,Leonardo Ataíde,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
499,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_A5prVgV.png,False,,34,Rômulo,Rômulo José Cardoso da Cruz,16,293,5,1.05,romulo,1.9,107197,5,Rômulo,0.0,0.0,,,6.0,8.0,4.0,5.0,5.0,,,2.0,,,,,,1.0,,,,,
500,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_9hMRqkt.png,False,,34,G. Garcia,Gustavo Garcia dos Santos,5,275,2,1.46,gustavo-garcia,2.7,107225,6,Gustavo Garcia,0.0,0.0,,,4.0,5.0,,2.0,3.0,,,1.0,,,,1.0,1.0,,1.0,,,,
501,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_JqZAXdV.png,False,,34,Miqueias,Miqueias Cabral Evaristo,0,265,4,0.0,miqueias,3.0,107232,6,Miqueias,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
502,Palmeiras,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_F0bHOxR.png,True,,34,Vanderlan,Vanderlan Barbosa da Silva,11,275,2,4.35,vanderlan,7.49,107236,6,Vanderlan,2.11,11.2,2.0,5.0,23.0,17.0,1.0,2.0,5.0,,,1.0,,,,3.0,,,,,,,
503,Goiás,https://s.sde.globo.com/media/person_role/2023/05/07/photo_220x220_0PEd4FH.png,True,,34,Dodô,Vinícius Rodrigues Adelino dos Santos,13,290,4,1.92,dodo,2.82,107375,6,Dodô,1.39,9.6,,1.0,5.0,5.0,,2.0,8.0,,2.0,1.0,,,,,,,,,,,
504,Santos,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_MHA8oKV.png,False,,34,L. Dias,Luan Dias da Silva,8,277,4,0.61,luan-dias,2.02,107416,6,Luan Dias,0.0,0.0,,3.0,7.0,10.0,,,5.0,,,,,,,,,,,,,,
505,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_VrJSWeV.png,True,,34,André,André Trindade da Costa Neto,26,266,4,2.39,andre,8.13,107498,7,André,0.19,0.9,,10.0,47.0,36.0,2.0,6.0,45.0,,,,,,,,,,1.0,,,,
506,Botafogo,https://s.sde.globo.com/media/person_role/2020/07/20/89a6c2853815cf3c62e0743e90ba3ee3_220x220.png,False,,34,D. Sousa,David Sousa Albino,0,263,3,0.0,david-sousa,1.0,107509,6,David Sousa,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
507,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_t78oWnD.png,True,,34,Natanael,Natanael Moreira Milouski,28,294,2,4.33,natanael,10.34,107554,7,Natanael,0.41,7.1,,7.0,71.0,44.0,7.0,5.0,25.0,1.0,,5.0,,,,6.0,1.0,,,,,,
508,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_O9bfirr.png,False,,34,E. Júnior,Emerson Fabiano Kerber Júnior,0,285,1,0.0,emerson-junior,1.0,107740,6,Emerson Júnior,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
509,Vasco,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_kPHzPIn.png,True,,34,Praxedes,Bruno Conceição Praxedes,17,267,4,3.6,praxedes,4.88,107744,7,Praxedes,0.44,3.6,2.0,2.0,24.0,17.0,5.0,9.0,17.0,,1.0,2.0,,,,,,,,,,,
510,Bahia,https://s.sde.globo.com/media/person_role/2023/07/27/photo_FORMATO_FM5y32Z.png,False,,34,Adriel,Adriel Vasconcelos Ramos,2,265,1,5.25,adriel,7.74,107748,6,Adriel,0.0,0.0,,1.0,,,,,1.0,,,,,7.0,1.0,1.0,,,,,,,
511,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_Z8v7YI8.png,False,,34,D. Rosa,Diego Gabriel Silva Rosa,9,265,4,1.64,diego-rosa,2.27,107796,6,Diego Rosa,0.0,0.0,,,8.0,6.0,2.0,5.0,1.0,,,,,,,,,,,,,,
512,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_7OiYeRo.png,False,,34,F. Henrique,Fernando Henrique do Nascimento Pereira,3,283,4,-0.3,fernando-henrique,2.09,107800,6,Fernando Henrique,0.0,0.0,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,,,,
513,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_nMfgjlm.png,False,,34,Natã,Natã Felipe de Amorim Santos,2,284,3,1.95,nata,1.24,107801,6,Natã,0.0,0.0,,1.0,,2.0,,,1.0,,,,,,,1.0,,,,,,,
514,Internacional,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_f09xlRk.png,False,,34,M. Dias,Matheus dos Santos Dias,14,285,4,0.73,matheus-dias,1.98,107809,5,Matheus Dias,0.0,0.0,,5.0,15.0,16.0,,,4.0,,,,,,,,,,,,,,
515,Goiás,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_4XBJGTX.png,False,,34,Hugo,Hugo Ferreira de Farias,19,290,2,4.52,hugo,4.05,107908,7,Hugo,0.0,0.0,1.0,2.0,28.0,33.0,5.0,8.0,8.0,,1.0,3.0,,,,7.0,,,,,,,
516,Corinthians,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_w7tZlR4.png,False,,34,F. Vera,Fausto Mariano Vera,20,264,4,2.04,fausto-vera,6.15,107950,6,Fausto Vera,0.0,0.0,2.0,6.0,24.0,26.0,4.0,8.0,10.0,,,1.0,,,,,,,,,,,
517,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_BtxMdJP.png,True,,34,Garcez,Maurício Garcez de Jesus,12,294,5,2.23,garcez,3.44,108131,7,Garcez,0.01,0.5,,,6.0,6.0,1.0,6.0,15.0,,1.0,1.0,,,,,,,,,,,
518,Cuiabá,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LlMyePJ.png,True,,34,I. Pitta,Isidro Miguel Pitta Saldívar,25,1371,5,2.39,isidro-pitta,5.16,108133,7,Isidro Pitta,0.77,11.2,1.0,,1.0,18.0,2.0,7.0,17.0,1.0,5.0,4.0,,,,,,,,,,,
519,América-MG,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_WfF8P5B.png,False,,34,J. Méndez,Óscar Javier Méndez Albornoz,6,327,4,1.57,javier-mendez,3.27,108163,6,Javier Méndez,0.0,0.0,,1.0,8.0,5.0,,1.0,3.0,,,,,,,,,,,,,,
520,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hopiRUY.png,False,,34,Gustavinho,Gustavo César Mendonça Gravino,2,284,4,1.4,gustavinho,2.54,108201,6,Gustavinho,0.0,0.0,,,,,,1.0,4.0,,,,,,,,,,,,,,
521,Goiás,https://s.sde.globo.com/media/person_role/2022/09/18/photo_FORMATO_aTUZBiS.png,False,,34,Breno,Breno Herculano Almeida,0,290,5,0.0,breno,1.0,108211,6,Breno,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
522,Internacional,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220.png,False,,34,G. Barros,Gabriel de Sousa Barros,4,285,5,0.1,gabriel-barros,1.83,108352,6,Gabriel Barros,0.0,0.0,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,
523,São Paulo,https://s.sde.globo.com/media/person_role/2023/02/01/photo_FORMATO_0I7WXAm.png,True,,34,Erison,Erison Danilo de Souza,9,276,5,2.83,erison,4.45,108422,2,Erison,-1.08,0.8,1.0,2.0,1.0,5.0,3.0,4.0,10.0,1.0,1.0,,,,,,,,,,,,
524,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_VPNWNb6.png,True,,34,Arriagada,Luciano Daniel Arriagada García,9,293,5,0.45,arriagada,2.48,108624,6,Arriagada,0.06,0.2,,,2.0,14.0,1.0,2.0,6.0,,,,,,,,,,,,,,
525,Goiás,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_QhpyCZL.png,True,,34,J. Magno,João Victo Magno de Souza Machado,19,290,5,2.5,joao-magno,5.58,108715,6,João Magno,0.35,2.0,1.0,2.0,4.0,26.0,7.0,9.0,16.0,,3.0,10.0,,,,,,1.0,,,,,
526,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_t9xgUxE.png,True,,34,V. Sá,João Victor Santos Sá,28,263,5,5.23,victor-sa,10.37,108946,7,Victor Sá,1.91,12.1,4.0,3.0,45.0,28.0,14.0,20.0,37.0,,4.0,4.0,,,,,,1.0,,,,,
527,Athlético-PR,https://s.sde.globo.com/media/person_role/2022/08/25/photo_FORMATO_VUIS7Pm.png,True,,34,Danielzinho,Daniel Sergio Martins,1,293,4,0.0,danielzinho,0.75,109102,6,Danielzinho,-0.25,0.0,,,,,,,,,,,,,,,,,,,,,
528,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xScuqcn.png,False,,34,M. Nascimento,Matheus Nascimento de Paula,4,263,5,2.58,matheus-nascimento,3.72,109114,6,Matheus Nascimento,0.0,0.0,,1.0,2.0,6.0,1.0,,3.0,,1.0,,,,,,,,,,,,
529,Botafogo,https://s.sde.globo.com/media/person_role/2022/07/15/4de72f5f4587ade71270417865e896e9_FORMATO.png,False,,34,DG,Douglas da Silva Teixeira,0,263,2,0.0,dg,2.0,109199,6,DG,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
530,Bragantino,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_2gnQr2r.png,False,,34,Kawê,Kawê Ferreira Godoy Viana,0,280,5,0.0,kawe,1.0,109246,6,Kawê,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
531,Fortaleza,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_jTL4V8M.png,False,,34,Kennedy,Antonio Kennedy Sousa de Almeida,0,356,1,0.0,kennedy,2.0,109347,6,Kennedy,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
532,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_o1bIdBe.png,False,,34,R. Gustavo,Raul Gustavo Pereira Bicalho,7,265,3,3.87,raul-gustavo,6.93,109389,5,Raul Gustavo,0.0,0.0,,1.0,6.0,5.0,,3.0,4.0,1.0,,,,,,3.0,,,,,,,
533,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_83YGYl5.png,True,,34,T. Andrade,Thiago Eduardo de Andrade,10,293,5,0.7,thiago-andrade,2.34,109404,6,Thiago Andrade,0.08,1.2,,1.0,3.0,2.0,1.0,3.0,3.0,,,,,,,,,,,,,,
534,Cruzeiro,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_HM5lJ1D.png,True,,34,I. Luccas,Ian Luccas Baroni Boetto,7,283,4,0.1,ian-luccas,2.21,109412,6,Ian Luccas,-0.2,-1.3,,1.0,1.0,4.0,1.0,,1.0,,,,,,,,,,,,,,
535,Fortaleza,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_AhzCnT2.png,True,,34,Calebe,Calebe Gonçalves Ferreira da Silva,23,356,4,2.44,calebe,5.81,109461,6,Calebe,-0.16,0.5,1.0,2.0,10.0,10.0,10.0,10.0,43.0,1.0,,3.0,,,,,,,,,,,
536,Santos,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_eb1ett7.png,True,,34,M. Leonardo,Marcos Leonardo Santos Almeida,26,277,5,6.71,marcos-leonardo,12.31,109497,7,Marcos Leonardo,0.27,2.1,2.0,3.0,4.0,33.0,16.0,35.0,54.0,1.0,12.0,17.0,,,,,,1.0,,,,,
537,Santos,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_KiHaTyd.png,True,,34,Joaquim,Joaquim Henrique Pereira Silva,27,277,3,4.62,joaquim,9.44,109563,7,Joaquim,-0.94,6.0,2.0,4.0,47.0,21.0,7.0,11.0,16.0,,1.0,,,,,7.0,1.0,1.0,,,,,
538,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_eSiqEBR.png,True,,34,Martinelli,Matheus Martinelli Lima,24,266,4,1.59,martinelli,4.56,109573,7,Martinelli,0.3,1.8,1.0,2.0,20.0,36.0,3.0,5.0,19.0,,1.0,1.0,,,,,,,1.0,,,,
539,Goiás,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_Kdrpiw9.png,False,,34,G. Novaes,Gabriel Novaes Fernandes,3,290,5,0.23,gabriel-novaes,2.57,109639,6,Gabriel Novaes,0.0,0.0,,,,3.0,1.0,,1.0,,,1.0,,,,,,,,,,,
540,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8tyq2bR.png,True,,34,Hugo,Hugo Gonçalves Ferreira Neto,18,263,2,5.7,hugo,6.68,109668,2,Hugo,-1.01,1.7,2.0,1.0,39.0,26.0,1.0,3.0,12.0,,,,,,,9.0,,,,,,,
541,Botafogo,https://s.sde.globo.com/media/person_role/2023/04/04/photo_FORMATO.png,False,,34,Segovinha,Matías Emanuel Segovia Torales,20,263,4,2.08,segovinha,4.22,110055,6,Segovinha,0.0,0.0,1.0,2.0,22.0,4.0,4.0,3.0,13.0,,,,,,,,,,,,,,
542,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_yvoo9wb.png,False,,34,G. Pereira,Gabriel Roberto Pereira,0,293,1,0.0,gabriel-pereira,1.0,110251,6,Gabriel Pereira,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
543,Palmeiras,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,True,,34,A. Ferreira,Abel Fernando Moreira Ferreira,34,275,6,6.3,abel-ferreira,15.83,110506,7,Abel Ferreira,1.77,11.51,,,,,,,,,,,,,,,,,,,,18.0,
544,Grêmio,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_XvOUlVF.png,True,,34,L. Besozzi,Lucas Agustín Besozzi,12,284,5,2.21,lucas-besozzi,5.01,110512,7,Lucas Besozzi,0.64,4.3,1.0,1.0,5.0,4.0,5.0,1.0,6.0,,1.0,,,,,,,,,,,,
545,Bragantino,https://s.sde.globo.com/media/person_role/2022/11/02/photo_FORMATO.png,False,,34,Caetano,Gabriel Caetano Godoy de Andrade,0,280,4,0.0,caetano,1.0,110587,6,Caetano,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
546,Santos,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_rM1hgKg.png,False,,34,P. Mazoti,Paulo Mazoti Azevedo,0,277,1,0.0,paulo-mazoti,1.0,110602,6,Paulo Mazoti,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
547,Palmeiras,https://s.sde.globo.com/media/person_role/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg,False,,34,Mateus,Mateus Oliveira Mendes,0,275,1,0.0,mateus,1.0,110624,6,Mateus,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
548,Goiás,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_xcsqOAQ.png,False,,34,L. Filipe,Luiz Filipe dos Reis Silva,0,290,5,0.0,luiz-filipe,2.0,110632,6,Luiz Filipe,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
549,Fortaleza,https://s.sde.globo.com/media/person_role/2023/08/01/photo_FORMATO_LFqKqA7.png,True,,34,Machuca,Imanol Machuca,13,356,5,2.62,machuca,4.3,110667,2,Machuca,-0.67,-1.9,,4.0,12.0,9.0,5.0,3.0,4.0,,2.0,1.0,,,,,,,,,,,
550,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,True,,34,Esquivel,Lucas Ángel Esquivel,17,293,2,3.41,esquivel,4.27,110668,7,Esquivel,0.11,1.3,1.0,3.0,25.0,19.0,3.0,2.0,25.0,,,,,,,3.0,1.0,,,,,,
551,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_4TEihe1.png,False,,34,Mycael,Mycael Pontes Moreira,0,293,1,0.0,mycael,3.0,110698,6,Mycael,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
552,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_6zge4A7.png,False,,34,P. Rangel,Pedro Felipe de Faria Rangel,2,266,1,0.0,pedro-rangel,1.87,110708,6,Pedro Rangel,0.0,0.0,,1.0,,,,,,,,,,5.0,5.0,,,,,,,,
553,Bragantino,https://s.sde.globo.com/media/person_role/2022/05/05/495e0cd517eacede744f14fefa06d6d5_FORMATO.png,True,,34,A. Hurtado,José Andrés Hurtado Cheme,19,280,2,3.66,andres-hurtado,4.99,110715,6,Andrés Hurtado,-1.13,0.0,,3.0,21.0,14.0,1.0,5.0,3.0,,,2.0,,,,9.0,,,,,,,
554,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_JV4BtfR.png,True,,34,Rubens,Rubens Antônio Dias,20,282,2,5.33,rubens,10.83,110727,7,Rubens,0.29,2.3,1.0,4.0,55.0,32.0,4.0,4.0,14.0,,,4.0,,,,7.0,,,,,,,
555,Fluminense,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_ZAgi9kx.png,True,,34,J. Kennedy,John Kennedy Batista de Souza,22,266,5,3.55,john-kennedy,9.38,110759,6,John Kennedy,0.24,2.0,,9.0,12.0,21.0,12.0,14.0,23.0,3.0,4.0,8.0,,,,,,2.0,,,,,
556,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_iT5hY8V.png,True,,34,Biel,Gabriel Teixeira Aragão,19,265,5,4.97,biel,8.52,110760,7,Biel,1.37,8.3,1.0,4.0,13.0,18.0,6.0,15.0,42.0,1.0,5.0,1.0,,,,,,,,,,,
557,Coritiba,https://s.sde.globo.com/media/person_role/2023/09/14/photo_FORMATO_WKiGPtW.png,False,,34,Marcão,Marco Antônio Amorim de Oliveira Montes,0,294,1,0.0,marcao,2.0,110775,6,Marcão,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
558,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_QTGO9rI.png,False,,34,Orellano,Luca Nicolás Orellano,18,267,4,2.54,orellano,4.63,110776,6,Orellano,0.0,0.0,1.0,3.0,13.0,9.0,4.0,9.0,22.0,,1.0,,,,,,,,,,,,
