,atletas.media_num,atletas.slug,atletas.jogos_num,atletas.apelido,atletas.foto,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.preco_num,atletas.status_id,atletas.variacao_num,atletas.pontos_num,atletas.nome,atletas.clube_id,atletas.apelido_abreviado,atletas.posicao_id,atletas.clube.id.full.name,atletas.rodada_id,DS,FC,FS,CA,FD,FF,G,PS,SG,I,V,A,FT,CV,DE,GS,DP,PC,PP,GC
189,2.9,marlon,5,Marlon,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_9jhAK26.png,2.56,86864,5.21,7,0.0,0.0,Marlon Matheus Lopes do Nascimento,327,Marlon,2,América-MG,8,7.0,4.0,11.0,1.0,,1.0,,,,,,1.0,,,,,,,,1.0
190,5.3,eduardo-bauermann,3,Eduardo Bauermann,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_GWoHgvv.png,4.06,86970,8.08,6,0.0,0.0,Eduardo Gabriel dos Santos Bauermann,277,E. Bauermann,3,Santos,8,2.0,3.0,,,1.0,4.0,1.0,,1.0,,,,,1.0,,,,,,
191,3.44,leo-jardim,8,Léo Jardim,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_2NC7Cvz.png,2.15,87008,10.53,7,0.57,3.5,Leonardo César Jardim,267,L. Jardim,1,Vasco,8,,,1.0,1.0,,,,,,,,,,,41.0,13.0,,,,
192,1.72,nathan,6,Nathan,https://s.sde.globo.com/media/person_role/2023/04/12/photo_FORMATO_H5UIx66.png,1.66,87009,4.9,6,0.0,0.0,Nathan Allan de Souza,284,Nathan,4,Grêmio,8,6.0,7.0,2.0,1.0,3.0,2.0,,,,,,,,,,,,,,
193,4.22,matheus-peixoto,8,Matheus Peixoto,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_FC0h7Wp.png,2.79,87098,8.01,7,0.52,4.6,Matheus Vieira Campos Peixoto,290,M. Peixoto,5,Goiás,8,8.0,7.0,11.0,2.0,4.0,7.0,1.0,,,6.0,,1.0,,,,,,,,
194,4.4,pedro-henrique,6,Pedro Henrique,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Pmz9ta0.png,2.55,87225,9.78,7,0.09,4.2,Pedro Henrique Ribeiro Gonçalves,293,P. Henrique,3,Athlético-PR,8,6.0,5.0,4.0,2.0,1.0,2.0,1.0,,2.0,1.0,,,,,,,,,,
195,0.0,guilherme-arana,0,Guilherme Arana,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,18.16,87228,13.0,6,0.0,0.0,Guilherme Antonio Arana Lopes,282,G. Arana,2,Atlético-MG,8,,,,,,,,,,,,,,,,,,,,
196,3.03,carlos-de-pena,8,Carlos de Pena,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8NTSnKt.png,0.95,87242,7.73,6,-0.01,1.4,Carlos María de Pena Bonino,285,C. Pena,4,Internacional,8,9.0,5.0,3.0,1.0,2.0,5.0,1.0,,,,,,,,,,,,,
197,3.93,soteldo,3,Soteldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xCE9nv8.png,1.1,87258,7.57,6,-1.69,1.7,Yeferson Julio Soteldo Martínez,277,Soteldo,5,Santos,8,2.0,2.0,12.0,,1.0,1.0,,,,,,1.0,,1.0,,,,,,
198,3.8,kannemann,6,Kannemann,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_q2fTOjY.png,3.03,87342,8.12,7,0.0,0.0,Walter Kannemann,284,Kannemann,3,Grêmio,8,13.0,12.0,6.0,5.0,,1.0,,,2.0,,,1.0,,1.0,,,,,,
199,4.06,messias,8,Messias,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_XWlumea.png,1.82,87402,7.34,7,-0.34,2.9,Messias Rodrigues da Silva Júnior,277,Messias,3,Santos,8,10.0,5.0,3.0,,,2.0,,,4.0,1.0,,,,,,,,1.0,,
200,7.19,thaciano,7,Thaciano,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_dQGg2S1.png,2.55,87470,11.83,7,-0.17,4.1,Thaciano Mickael da Silva,265,Thaciano,4,Bahia,8,13.0,12.0,9.0,,4.0,10.0,1.0,,,,,2.0,1.0,,,,,,,
201,3.39,vitor-bueno,7,Vitor Bueno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_Vn5DBCR.png,2.38,87552,6.88,3,0.19,3.9,Vitor Frezarin Bueno,293,V. Bueno,4,Athlético-PR,8,5.0,4.0,8.0,3.0,4.0,4.0,,,,1.0,,2.0,,,,,,,,
202,3.83,mateus-pasinato,3,Mateus Pasinato,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_1bOXVa7.png,0.68,87603,2.69,7,-0.23,1.0,Mateus Pasinato,327,M. Pasinato,1,América-MG,8,,,1.0,,,,,,,,,,,,16.0,5.0,,,,
203,1.39,neto-moura,7,Neto Moura,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_MSIx6c6.png,2.69,87742,3.39,7,0.91,4.5,Antônio Francisco Moura Neto,283,N. Moura,4,Cruzeiro,8,7.0,6.0,,,,4.0,,,,1.0,,,,,,,,,,
204,2.18,yago-felipe,6,Yago Felipe,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO.png,2.3,87747,5.25,6,0.0,0.0,Yago Felipe da Costa Rocha,265,Y. Felipe,4,Bahia,8,12.0,13.0,4.0,1.0,,2.0,,,,,,,,,,,,,,
205,3.32,philipe-sampaio,4,Philipe Sampaio,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_E29teNI.png,2.93,87808,4.16,6,0.32,4.9,Philipe Sampaio Azevedo,263,P. Sampaio,3,Botafogo,8,2.0,1.0,1.0,,,1.0,,,2.0,1.0,,,,,,,,,,
206,3.48,mauricio-lemos,5,Mauricio Lemos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,2.22,87853,9.68,6,0.0,0.0,Paolo Mauricio Lemos Merladett,282,M. Lemos,3,Atlético-MG,8,6.0,8.0,5.0,3.0,2.0,1.0,1.0,,1.0,1.0,,,,1.0,,,,,,
207,3.93,arrascaeta,3,Arrascaeta,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_CaSgg7s.png,6.8,87863,13.46,2,0.0,0.0,Giorgian Daniel de Arrascaeta Benedetti,262,Arrascaeta,4,Flamengo,8,4.0,3.0,3.0,1.0,2.0,5.0,,1.0,,,,,,,,,,,,
208,0.9,balbuena,1,Balbuena,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_a0U2siY.png,5.71,87887,4.33,6,0.0,0.0,Fabián Cornelio Balbuena González,264,Balbuena,3,Corinthians,8,1.0,1.0,,,,,,,,,,,,,,,,,,
209,1.53,alan-empereur,6,Alan Empereur,https://s.sde.globo.com/media/person_role/2022/07/20/5db43ec8756f6951151160f78ec748cb_FORMATO.png,-0.62,88033,3.45,7,-1.17,-1.3,Alan Pereira Empereur,1371,A. Empereur,3,Cuiabá,8,3.0,3.0,3.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,
210,7.2,luis-castro,8,Luís Castro,https://s.sde.globo.com/media/person_role/2022/02/21/3d4eb55c672851b1407085b09c4dfbb4_FORMATO.png,4.87,88037,13.16,7,0.3,8.15,Luís Manuel Ribeiro de Castro,263,L. Castro,6,Botafogo,8,,,,,,,,,,,7.0,,,,,,,,,
211,0.0,jorge,0,Jorge,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_Rnoad6D.png,5.38,88065,4.0,5,0.0,0.0,Jorge Marco de Oliveira Moraes,266,Jorge,2,Fluminense,8,,,,,,,,,,,,,,,,,,,,
212,0.0,ivan,0,Ivan,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_qStnmUz.png,6.8,88136,5.0,6,0.0,0.0,Ivan Quaresma da Silva,267,Ivan,1,Vasco,8,,,,,,,,,,,,,,,,,,,,
213,0.63,angel-romero,3,Ángel Romero,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_CufTSrv.png,0.96,88323,2.97,6,0.0,0.0,Ángel Rodrigo Romero Villamayor,264,Ã. Romero,5,Corinthians,8,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
214,0.0,gabriel-dias,0,Gabriel Dias,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_SmDR7cT.png,3.96,88368,3.0,5,0.0,0.0,Gabriel Dias de Oliveira,267,G. Dias,2,Vasco,8,,,,,,,,,,,,,,,,,,,,
215,6.13,ayrton-lucas,8,Ayrton Lucas,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_P9K1v1H.png,5.33,88393,15.58,7,0.75,9.0,Ayrton Lucas Dantas de Medeiros,262,A. Lucas,2,Flamengo,8,10.0,14.0,12.0,2.0,3.0,2.0,2.0,1.0,3.0,,,,,,,,,,,
216,4.12,aderlan,6,Aderlan,https://s.sde.globo.com/media/person_role/2022/05/05/e0f91d593be16e959e72ad0d5fc131a0_FORMATO.png,3.77,88423,8.53,6,0.0,0.0,Aderlan de Lima Silva,280,Aderlan,2,Bragantino,8,14.0,9.0,4.0,,,2.0,,,1.0,,,1.0,,1.0,,,,,,
217,1.3,lucas-crispim,2,Lucas Crispim,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_EvxhSX5.png,1.86,88597,4.19,6,0.0,0.0,Lucas de Figueiredo Crispim,356,L. Crispim,4,Fortaleza,8,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
218,3.38,marcelino-moreno,4,Marcelino Moreno,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_S4cMFFx.png,2.18,88857,4.12,6,0.0,0.0,Damián Marcelino Moreno,294,M. Moreno,4,Coritiba,8,1.0,1.0,8.0,1.0,,2.0,1.0,,,,,,,,,,,,,
219,3.5,luan-polli,1,Luan Polli,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_gZl1v6O.png,4.18,88916,3.54,6,0.0,0.0,Luan Polli Gomes,294,L. Polli,1,Coritiba,8,,,1.0,,,,,,,,,,,,5.0,2.0,,,,
220,-0.19,iago-maidana,7,Iago Maidana,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_FORMATO.png,-0.65,89226,1.49,3,-0.33,-1.3,Iago Justen Maidana Martins,327,I. Maidana,3,América-MG,8,1.0,5.0,1.0,3.0,,2.0,,,,1.0,,,,,,,,,,
221,5.03,gerson,4,Gerson,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_UpueHtq.png,3.46,89256,10.08,7,1.0,5.8,Gerson Santos da Silva,262,Gerson,4,Flamengo,8,3.0,12.0,13.0,1.0,,1.0,1.0,1.0,,2.0,,1.0,,,,,,,,
222,6.67,joao-pedro,3,João Pedro,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ux7O1sm.png,0.15,89273,11.2,2,-2.99,0.0,João Pedro Maturano dos Santos,284,J. Pedro,2,Grêmio,8,5.0,,2.0,,,,1.0,,1.0,,,,,,,,,,,
223,5.18,william,8,William,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_mkEok8F.png,1.16,89275,8.93,2,0.13,1.7,Willian de Asevedo Furtado,283,William,2,Cruzeiro,8,16.0,12.0,11.0,2.0,,3.0,,,3.0,,,1.0,,,,,,,,
224,0.0,igor-rabello,0,Igor Rabello,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,6.8,89493,5.0,6,0.0,0.0,Igor Rabello da Costa,282,I. Rabello,3,Atlético-MG,8,,,,,,,,,,,,,,,,,,,,
225,2.94,thiago-maia,7,Thiago Maia,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_yDq9MVW.png,1.46,89637,6.89,7,-0.7,2.3,Thiago Maia Alencar,262,T. Maia,4,Flamengo,8,19.0,5.0,1.0,2.0,,1.0,,,,,,,,,,,,,,
226,1.6,iury-castilho,5,Iury Castilho,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_WoJbpFR.png,0.69,89695,2.95,6,-0.13,1.0,Iury Lirio Freitas de Castilho,1371,I. Castilho,5,Cuiabá,8,2.0,4.0,6.0,,2.0,2.0,,,,2.0,,,,,,,,,,
227,6.26,calleri,7,Calleri,https://s.sde.globo.com/media/person_role/2022/03/01/3abaa943f1546750dd057d6cb3559ce5_FORMATO.png,1.23,89840,14.78,7,-1.76,1.8,Jonathan Calleri,276,Calleri,5,São Paulo,8,2.0,20.0,21.0,1.0,3.0,7.0,3.0,,,3.0,,1.0,,,,,,,,
228,5.79,cristaldo,7,Cristaldo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Sywtl9T.png,2.96,89846,10.36,7,0.0,0.0,Franco Cristaldo,284,Cristaldo,4,Grêmio,8,13.0,2.0,12.0,,4.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,
229,3.45,dodi,7,Dodi,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_a0W192c.png,5.45,89883,5.76,7,1.62,9.3,Douglas Moreira Fagundes,277,Dodi,4,Santos,8,20.0,13.0,16.0,4.0,,,,,,,,,,,,,,,,
230,9.09,roger-guedes,8,Róger Guedes,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_39SGFR6.png,11.28,89898,19.4,7,2.85,19.3,Róger Krug Guedes,264,R. Guedes,5,Corinthians,8,4.0,7.0,24.0,2.0,6.0,16.0,5.0,,,,,,,,,,,,,
231,3.48,everton-galdino,8,Everton Galdino,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TtRmr2d.png,2.96,89918,6.16,6,0.9,4.9,Everton Galdino Moreira,284,E. Galdino,5,Grêmio,8,4.0,4.0,3.0,1.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,
232,12.9,mendoza,3,Mendoza,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_fdX9HMF.png,1.04,90031,15.1,6,0.0,0.0,John Stiven Mendoza Valencia,277,Mendoza,5,Santos,8,5.0,2.0,9.0,,1.0,1.0,2.0,1.0,,2.0,,2.0,,,,,,,,
233,7.61,bruno-pacheco,7,Bruno Pacheco,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_PYjs4Li.png,10.77,90061,12.41,7,2.5,18.5,Bruno de Jesus Pacheco,356,B. Pacheco,2,Fortaleza,8,12.0,14.0,7.0,1.0,2.0,4.0,,,4.0,,,3.0,,,,,,,,
234,4.67,rai-ramos,3,Raí Ramos,https://s.sde.globo.com/media/person_role/2023/04/15/photo_FORMATO_p3UWrBW.png,0.49,90232,6.03,6,0.0,0.0,Raí dos Reis Ramos,276,R. Ramos,2,São Paulo,8,3.0,3.0,1.0,2.0,1.0,2.0,,,2.0,,,,,,,,,,,
235,1.15,bruno-henrique,4,Bruno Henrique,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_PsLr2Kh.png,2.42,90285,5.72,6,0.0,0.0,Bruno Henrique Pinto,262,B. Henrique,5,Flamengo,8,3.0,5.0,2.0,,,2.0,,,,1.0,,,,,,,,,,
236,0.0,jailson,0,Jailson,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_borikKg.png,8.22,90290,6.0,6,0.0,0.0,Jaílson Marques Siqueira,275,Jailson,4,Palmeiras,8,,,,,,,,,,,,,,,,,,,,
237,0.0,pedro-rocha,0,Pedro Rocha,https://s.sde.globo.com/media/person_role/2022/09/28/photo_FORMATO_wjBokpm.png,6.8,90302,5.0,5,0.0,0.0,Pedro Rocha Neves,356,P. Rocha,5,Fortaleza,8,,,,,,,,,,,,,,,,,,,,
238,4.35,david,2,David,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_zc5jjjt.png,4.97,90309,4.61,6,0.61,8.5,David Correa da Fonseca,276,David,5,São Paulo,8,,1.0,2.0,,,,1.0,,,,,,,,,,,,,
239,3.6,rezende,6,Rezende,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_ZCpbjlh.png,3.69,90449,6.9,7,0.66,6.2,Júlio César Rezende de Miranda,265,Rezende,4,Bahia,8,16.0,6.0,8.0,,,4.0,,,,,,,,1.0,,,,,,
240,0.88,diego-goncalves,6,Diego Gonçalves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_eh2bZ7u.png,0.39,90540,1.89,6,-0.04,0.5,Diego Gonçalves,290,D. Gonçalves,5,Goiás,8,,4.0,5.0,,2.0,2.0,,,,,,,,,,,,,,
241,0.0,mateus-claus,0,Mateus Claus,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_UPFwDzZ.png,3.96,90590,3.0,6,0.0,0.0,Mateus Eduardo Claus,265,M. Claus,1,Bahia,8,,,,,,,,,,,,,,,,,,,,
242,4.12,fabricio-bruno,8,Fabrício Bruno,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_zrQ4flU.png,1.14,90768,9.3,7,-0.81,1.7,Fabrício Bruno Soares de Faria,262,F. Bruno,3,Flamengo,8,10.0,4.0,6.0,2.0,1.0,,,,3.0,,,1.0,,,,,,,,
243,4.74,everaldo,7,Everaldo,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_FORMATO.png,0.46,91151,8.76,7,-0.41,0.5,Everaldo Silva do Nascimento,327,Everaldo,5,América-MG,8,8.0,3.0,14.0,3.0,2.0,3.0,1.0,,,3.0,,1.0,1.0,,,,,,,
244,1.95,pk,6,PK,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_kfJYHxI.png,0.06,91190,4.01,6,-0.76,-0.1,Ítaro Patric Cardoso Calmon,1371,PK,2,Cuiabá,8,9.0,9.0,2.0,1.0,,2.0,,,1.0,,,,,1.0,,,,,,
245,0.8,eder,5,Éder,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_FORMATO.png,0.72,91203,2.66,6,0.0,0.0,Éder Ferreira Graminho,327,Éder,3,América-MG,8,8.0,11.0,2.0,4.0,,1.0,,,,1.0,,,,,,,,,,
246,0.4,carballo,2,Carballo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_NYg6Ymv.png,1.85,91254,3.95,7,0.0,0.0,Felipe Ignacio Carballo Ares,284,Carballo,4,Grêmio,8,1.0,3.0,1.0,,,,,,,,,,,,,,,,,
247,5.37,lucas-perri,8,Lucas Perri,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_83wBpb6.png,3.6,91260,10.09,7,0.41,6.0,Lucas Estella Perri,263,L. Perri,1,Botafogo,8,,,,,,,,,4.0,,,,,,29.0,6.0,,,,
248,1.52,erick-pulgar,5,Erick Pulgar,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_xuM4Nls.png,1.94,91473,3.46,7,0.6,3.2,Erick Antonio Pulgar Farfán,262,E. Pulgar,4,Flamengo,8,9.0,10.0,2.0,1.0,,,,,,2.0,,,,,,,,,,
249,5.05,arboleda,4,Arboleda,https://s.sde.globo.com/media/person_role/2022/03/01/a2548066433583acdc68badc1f1e35bf_FORMATO.png,3.32,91573,9.06,7,0.0,0.0,Robert Abel Arboleda Escobar,276,Arboleda,3,São Paulo,8,7.0,,2.0,,,1.0,,,2.0,,,,,,,,,,,
250,1.25,rony,6,Rony,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_eJOedW8.png,1.48,91607,8.5,7,0.18,2.4,Ronielson da Silva Barbosa,275,Rony,5,Palmeiras,8,1.0,4.0,7.0,,2.0,3.0,,,,8.0,,,,,,,,,,
251,3.15,adryelson,8,Adryelson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3WVFnva.png,3.28,91664,5.65,7,0.2,5.5,Adryelson Shawann Lima Silva,263,Adryelson,3,Botafogo,8,4.0,3.0,3.0,1.0,,1.0,,,4.0,,,,,,,,,,,
252,-0.57,matheus-jussa,3,Matheus Jussa,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_vMaiFUT.png,-0.14,91689,1.73,6,-0.2,-0.4,Matheus Isaías dos Santos,283,M. Jussa,4,Cruzeiro,8,1.0,3.0,,2.0,,,,,,,,,,,,,,,,
253,11.09,marlon,8,Marlon,https://s.sde.globo.com/media/person_role/2023/03/13/photo_220x220_vrVAWB7.png,10.45,91706,18.38,7,2.57,17.8,Marlon Rodrigues Xavier,283,Marlon,2,Cruzeiro,8,43.0,7.0,6.0,1.0,1.0,,2.0,,3.0,,,1.0,,,,,,,,
254,6.4,nino,8,Nino,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_U5c1E7V.png,1.69,91708,13.48,7,0.22,2.6,Marcílio Florêncio Mota Filho,266,Nino,3,Fluminense,8,5.0,8.0,12.0,1.0,1.0,3.0,2.0,,4.0,,,,1.0,,,,,,,
255,0.0,matheus-alves,0,Matheus Alves,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_voSytVs.png,2.54,91712,2.0,6,0.0,0.0,Matheus Alves da Silva Cardoso,290,M. Alves,1,Goiás,8,,,,,,,,,,,,,,,,,,,,
256,0.0,felipe,0,Felipe,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_ITYlLkP.png,5.38,91733,4.0,6,0.0,0.0,Luiz Antonio Ferreira Rodrigues,290,Felipe,4,Goiás,8,,,,,,,,,,,,,,,,,,,,
257,3.53,david-duarte,6,David Duarte,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_0ibQkD2.png,1.12,91772,4.94,7,-0.39,1.7,David de Duarte Macedo,265,D. Duarte,3,Bahia,8,4.0,3.0,3.0,1.0,,1.0,1.0,,1.0,,,,1.0,,,,,,,
258,1.33,ze-ivaldo,4,Zé Ivaldo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ZOxQ99E.png,1.29,91866,3.97,6,0.0,0.0,José Ivaldo Almeida Silva,293,Z. Ivaldo,3,Athlético-PR,8,,4.0,3.0,,,,,,1.0,,,,,,,,,,,
259,6.25,pavon,8,Pavón,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_U1jXQaU.png,7.41,91908,9.7,3,2.5,12.7,Cristian David Pavón,282,Pavón,5,Atlético-MG,8,12.0,6.0,6.0,3.0,2.0,5.0,2.0,,,,,3.0,,,,,,,,
260,6.14,odair-hellmann,8,Odair Hellmann,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_TpUTE4E.png,2.95,92273,10.44,7,0.0,4.83,Odair Hellmann,277,O. Hellmann,6,Santos,8,,,,,,,,,,,3.0,,,,,,,,,
261,1.4,bruno-viana,7,Bruno Viana,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_kVhXG72.png,-0.11,92291,2.73,7,-0.05,-0.4,Bruno Viana Willemen da Silva,294,B. Viana,3,Coritiba,8,11.0,9.0,1.0,2.0,,1.0,,,,,,,,,,,,,,
262,0.0,raul,0,Raul,https://s.sde.globo.com/media/person_role/2022/05/05/278a2f0c3cd97ace8138ffbe2f23d81d_FORMATO.png,6.8,92496,5.0,5,0.0,0.0,Raul Lô Gonçalves,280,Raul,4,Bragantino,8,,,,,,,,,,,,,,,,,,,,
263,2.39,deyverson,8,Deyverson,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,0.83,92708,4.82,7,-1.07,1.2,Deyverson Brum Silva Acosta,1371,Deyverson,5,Cuiabá,8,1.0,7.0,10.0,2.0,1.0,7.0,1.0,,,8.0,,,1.0,,,,,,,
264,7.35,bruno-rodrigues,8,Bruno Rodrigues,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,6.23,92811,13.41,7,1.43,10.5,Bruno Rafael Rodrigues do Nascimento,283,B. Rodrigues,5,Cruzeiro,8,8.0,9.0,12.0,,9.0,12.0,2.0,1.0,,5.0,,2.0,1.0,,,,,,1.0,
265,0.2,junior-moraes,1,Júnior Moraes,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_ocUzKxZ.png,2.59,93014,2.06,6,0.0,0.0,Aluísio Chaves Ribeiro Moraes Júnior,264,J. Moraes,5,Corinthians,8,,1.0,1.0,,,,,,,,,,,,,,,,,
266,4.05,mateus-vital,6,Mateus Vital,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,0.6,93108,6.5,6,-1.04,0.8,Mateus da Silva Vital Assumpção,283,M. Vital,4,Cruzeiro,8,6.0,3.0,7.0,,4.0,6.0,,,,1.0,,1.0,,,,,,,,
267,1.15,chancellor,4,Chancellor,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ntiY1fN.png,1.79,93166,3.28,6,0.0,0.0,Jhon Carlos Chancellor Cedeño,294,Chancellor,3,Coritiba,8,4.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,
268,0.0,rafael-ramos,0,Rafael Ramos,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,5.38,93236,4.0,6,0.0,0.0,Rafael António Figueiredo Ramos,264,R. Ramos,2,Corinthians,8,,,,,,,,,,,,,,,,,,,,
269,0.0,joel-carli,0,Joel Carli,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_bm3BBvm.png,3.96,93414,3.0,6,0.0,0.0,Mauro Joel Carli,263,J. Carli,3,Botafogo,8,,,,,,,,,,,,,,,,,,,,
270,5.0,wanderson,7,Wanderson,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,5.32,93478,12.42,7,1.44,9.0,Wanderson Maciel Sousa Campos,285,Wanderson,5,Internacional,8,7.0,3.0,9.0,,1.0,1.0,2.0,,,,,1.0,,,,,,,,
271,4.48,benitez,4,Benítez,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wkFNeGE.png,4.21,93550,7.45,6,0.0,0.0,Martín Nicolás Benítez,327,Benítez,4,América-MG,8,4.0,5.0,14.0,,2.0,3.0,,,,2.0,,,1.0,,,,,,,
272,6.2,gabriel-inocencio,7,Gabriel Inocêncio,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,6.92,93702,8.29,6,1.1,11.8,Gabriel de Souza Inocêncio,277,G. Inocêncio,2,Santos,8,19.0,9.0,3.0,1.0,1.0,2.0,,,4.0,,,,,,,,,,,
273,1.05,paulo-henrique,2,Paulo Henrique,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,1.3,93716,3.0,6,0.24,2.1,Paulo Henrique de Oliveira Alves,267,P. Henrique,2,Vasco,8,2.0,1.0,,,,,,,,,,,,,,,,,,
274,0.7,andrey,3,Andrey,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qIjSxtN.png,0.96,93787,3.75,6,0.0,0.0,Andrey Ramos do Nascimento,294,Andrey,4,Coritiba,8,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,1.0,,
275,1.64,marlon-freitas,7,Marlon Freitas,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,1.09,93790,4.48,2,0.24,1.7,Marlon Rodrigues Freitas,263,M. Freitas,4,Botafogo,8,5.0,2.0,1.0,,2.0,4.0,,,,,,,,,,,,,,
276,0.6,daniel,2,Daniel,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_suhRZdC.png,0.91,93791,2.94,6,0.0,0.0,Daniel Sampaio Simões,265,Daniel,4,Bahia,8,1.0,,,,,,,,,,,,,,,,,,,
