,atletas.clube_id,atletas.preco_num,atletas.status_id,atletas.atleta_id,atletas.media_num,atletas.clube.id.full.name,atletas.pontos_num,atletas.nome,atletas.apelido,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.foto,atletas.rodada_id,atletas.jogos_num,atletas.variacao_num,atletas.posicao_id,atletas.slug,DS,FC,FS,PC,SG,CA,DE,GS,CV,DP,GC,FD,FF,G,I,A,PP,PS,FT,V,PI
79,284,2.97,6,70221,1.86,Grêmio,0.0,Bruno Uvini,Bruno Uvini,B. Uvini,-0.17,False,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_Lz9yPNA.png,21,13,0.0,3,bruno-uvini,5.0,9.0,6.0,1.0,1.0,4.0,,,,,,3.0,4.0,1.0,,,,,1.0,,
80,263,11.5,7,70316,8.35,Botafogo,16.5,Diego da Silva Costa,Diego Costa,D. Costa,9.1,True,https://s.sde.globo.com/media/person_role/2023/08/12/photo_220x220_RCzvL0a.png,21,2,4.14,5,diego-costa,2.0,4.0,1.0,,,1.0,,,,,,,,2.0,,,,,,,
81,280,11.09,6,70360,5.21,Bragantino,0.0,Eduardo Colcenti Antunes,Eduardo Sasha,E. Sasha,1.96,False,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_c4X4NEA.png,21,18,0.0,5,eduardo-sasha,8.0,14.0,26.0,,,2.0,,,,,,5.0,10.0,6.0,6.0,2.0,,,2.0,,
82,294,4.47,2,70449,2.44,Coritiba,0.0,Gabriel Vasconcelos Ferreira - Vasconcellos,Gabriel,Gabriel,0.43,True,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ovYbvXA.png,21,19,0.23,1,gabriel,,,1.0,,3.0,3.0,68.0,39.0,,,,,,,,1.0,,,,,
83,1371,6.58,3,70666,2.96,Cuiabá,-0.5,Marllon Gonçalves Jerônimo Borges,Marllon,Marllon,0.07,True,https://s.sde.globo.com/media/person_role/2022/02/23/8d45db89a011dd77410922983889ff15_FORMATO.png,21,19,-0.08,3,marllon,17.0,14.0,10.0,1.0,5.0,6.0,,,,,,,5.0,1.0,1.0,1.0,,,,,
84,285,8.38,7,70788,2.95,Internacional,-0.5,Enner Remberto Valencia Lastra,Enner Valencia,E. Valencia,0.05,True,https://s.sde.globo.com/media/person_role/2023/06/12/photo_FORMATO_M7ylRRT.png,21,7,-0.79,5,enner-valencia,3.0,7.0,13.0,,,1.0,,,,,,2.0,5.0,,8.0,1.0,,,1.0,,
85,262,12.02,7,70800,5.56,Flamengo,5.17,Jorge Sampaoli,Jorge Sampaoli,J. Sampaoli,4.43,True,https://s.sde.globo.com/media/person_role/2023/04/17/photo_FORMATO_Fp5qEri.png,21,20,-0.1,6,jorge-sampaoli,,,,,,,,,,,,,,,,,,,,9.0,
86,266,6.51,7,70916,2.58,Fluminense,0.0,Diogo Barbosa Mendanha,Diogo Barbosa,D. Barbosa,1.23,False,https://s.sde.globo.com/media/person_role/2023/06/23/photo_FORMATO.png,21,10,0.0,2,diogo-barbosa,9.0,4.0,13.0,,2.0,1.0,,,,,,,1.0,,1.0,,,,,,
87,285,8.28,6,70944,3.88,Internacional,6.2,Bruno Henrique Corsini,Bruno Henrique,B. Henrique,5.15,True,https://s.sde.globo.com/media/person_role/2023/07/19/photo_FORMATO_oLjIZUt.png,21,5,0.48,4,bruno-henrique,5.0,10.0,6.0,,,2.0,,,,,,3.0,1.0,1.0,,,,,1.0,,
88,267,13.0,2,70984,0.0,Vasco,0.0,Florent Dimitri Payet,Payet,Payet,11.77,False,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_p9gc9dj.png,21,0,0.0,4,payet,,,,,,,,,,,,,,,,,,,,,
89,265,2.19,7,70986,0.91,Bahia,3.8,Leonardo Cittadini,Léo Cittadini,L. Cittadini,3.26,True,https://s.sde.globo.com/media/person_role/2023/07/28/photo_FORMATO_SboFC8B.png,21,8,0.49,4,leo-cittadini,4.0,9.0,6.0,,,1.0,,,,,,2.0,1.0,,,,,,,,
90,267,4.96,6,71227,3.37,Vasco,-0.3,Maicon Pereira Roque,Maicon,Maicon,0.16,True,https://s.sde.globo.com/media/person_role/2023/06/28/photo_FORMATO.png,21,4,-0.82,3,maicon,2.0,2.0,1.0,,2.0,,,,,,,1.0,,,,,,,,,
91,356,10.86,6,71571,5.25,Fortaleza,0.0,Fernando Miguel Kaufmann,Fernando Miguel,F. Miguel,5.74,False,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_qLr4Pp0.png,21,4,0.0,1,fernando-miguel,,,,,1.0,,20.0,4.0,,,,,,,,,,,,,
92,275,9.85,7,71631,3.87,Palmeiras,7.0,Weverton Pereira da Silva,Weverton,Weverton,5.78,True,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_PN9nfV7.png,21,19,0.06,1,weverton,,,3.0,,6.0,2.0,60.0,16.0,,,,,,,,,,,,,
93,275,9.36,7,71684,3.66,Palmeiras,5.3,Gustavo Raúl Gómez Portillo,Gustavo Gómez,G. Gómez,4.48,True,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_WsvPa3o.png,21,19,-0.42,3,gustavo-gomez,25.0,22.0,15.0,,5.0,6.0,,,,,,3.0,4.0,1.0,3.0,1.0,,,,,
94,356,6.66,6,71844,3.41,Fortaleza,0.9,Thiago Galhardo do Nascimento Rocha,Thiago Galhardo,T. Galhardo,1.13,True,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_LaKDS7J.png,21,17,-1.43,5,thiago-galhardo,11.0,9.0,13.0,,,4.0,,,,,,8.0,15.0,3.0,7.0,,,,,,
95,263,6.41,6,71898,6.08,Botafogo,10.6,Gabriel Appelt Pires,Gabriel Pires,G. Pires,8.44,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wzlbP45.png,21,4,0.8,4,gabriel-pires,15.0,7.0,2.0,,,,,,,,,,3.0,,,1.0,,,,,
96,284,4.81,6,72134,1.7,Grêmio,0.0,Juan Manuel Iturbe Arévalos,Iturbe,Iturbe,2.15,False,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_jd2MPl6.png,21,1,0.0,5,iturbe,1.0,,1.0,,,,,,,,,,,,,,,,,,
97,327,6.03,7,72142,4.82,América-MG,3.8,Danilo Fernando Avelar,Danilo Avelar,D. Avelar,3.34,True,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_TwK8xQJ.png,21,13,0.48,3,danilo-avelar,17.0,25.0,8.0,1.0,1.0,2.0,,1.0,,,,6.0,7.0,3.0,1.0,1.0,,,1.0,,
98,282,6.55,7,72294,3.38,Atlético-MG,5.0,Everson Felipe Marques Pires,Everson,Everson,4.25,True,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_XhJDp6n.png,21,20,0.52,1,everson,,,5.0,,7.0,3.0,51.0,18.0,,,,,,,,,,,,,
99,276,6.0,6,72372,0.0,São Paulo,0.0,Felipe Alves Raymundo,Felipe Alves,F. Alves,2.03,False,https://s.sde.globo.com/media/person_role/2022/08/16/19b70a0ace7230f7a5033ad9270abf7e_FORMATO.png,21,0,0.0,1,felipe-alves,,,,,,,,,,,,,,,,,,,,,
100,266,14.14,7,72391,5.3,Fluminense,4.25,Fernando Diniz Silva,Fernando Diniz,F. Diniz,3.74,True,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,21,21,-0.33,6,fernando-diniz,,,,,,,,,,,,,,,,,,,,10.0,
101,285,5.56,5,72497,2.65,Internacional,0.0,Gustavo Campanharo,Gustavo Campanharo,G. Campanharo,3.46,False,https://s.sde.globo.com/media/person_role/2023/04/02/photo_FORMATO_Fbab3V0.png,21,11,0.0,4,gustavo-campanharo,27.0,19.0,8.0,,,5.0,,,,,,3.0,,,,,,,,,
102,290,5.16,7,72532,3.72,Goiás,5.5,Magno José da Silva,Maguinho,Maguinho,4.64,True,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_r03QzyK.png,21,19,0.66,2,maguinho,27.0,44.0,19.0,,5.0,5.0,,,1.0,,,,10.0,2.0,,,,1.0,,,
103,327,6.54,7,72580,1.72,América-MG,9.0,Matheus Fernando Cavichioli,Matheus Cavichioli,M. Cavichioli,7.22,True,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_FORMATO.png,21,10,1.64,1,matheus-cavichioli,,1.0,1.0,,,,33.0,24.0,1.0,2.0,1.0,,,,,,,,,,
104,285,6.05,6,72583,2.77,Internacional,0.4,Pedro Henrique Konzen Medina da Silva,Pedro Henrique,P. Henrique,0.73,True,https://s.sde.globo.com/media/person_role/2022/04/12/5422d339b6546dc0505e80e10b027269_FORMATO.png,21,16,-0.43,5,pedro-henrique,15.0,31.0,14.0,,,1.0,,,,,,5.0,14.0,1.0,15.0,1.0,,1.0,,,
105,356,4.92,6,72595,6.0,Fortaleza,0.0,Maurício Kozlinski,Maurício Kozlinski,M. Kozlinski,1.91,False,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_mZtm5zI.png,21,1,0.0,1,mauricio-kozlinski,,,,,1.0,,1.0,,,,,,,,,,,,,,
106,265,6.33,7,72605,3.85,Bahia,2.4,Vitor Hugo Franchescoli de Souza,Vitor Hugo,V. Hugo,2.26,True,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,21,15,-1.99,3,vitor-hugo,22.0,13.0,10.0,1.0,4.0,2.0,,,,,,1.0,5.0,1.0,,,,,,,
107,1371,3.99,6,72762,2.29,Cuiabá,0.0,Pablo Daniel Ceppelini Gatto,Ceppelini,Ceppelini,0.69,False,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_l5sEyLV.png,21,17,0.0,4,ceppelini,9.0,12.0,13.0,,,3.0,,,,,,7.0,6.0,,1.0,3.0,,,,,
108,285,6.03,6,72772,2.88,Internacional,1.2,Luiz Adriano de Souza da Silva,Luiz Adriano,L. Adriano,1.35,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SJwFoxe.png,21,19,-0.62,5,luiz-adriano,9.0,8.0,16.0,,,,,,,,,5.0,7.0,2.0,3.0,1.0,,,2.0,,
109,293,5.89,7,72775,3.11,Athlético-PR,0.0,Fernando Luiz Rosa,Fernandinho,Fernandinho,3.48,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_X6EpiKc.png,21,10,0.0,4,fernandinho,12.0,17.0,11.0,1.0,,5.0,,,,,,1.0,4.0,1.0,1.0,2.0,,,,,
110,285,5.34,7,72951,3.43,Internacional,0.0,Gabriel Iván Mercado,Mercado,Mercado,1.08,False,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_rOFNbA7.png,21,12,0.0,3,mercado,21.0,21.0,6.0,,5.0,6.0,,,1.0,,,2.0,1.0,,,,,,,,
111,327,4.57,7,73318,1.53,América-MG,0.0,Daniel Fortunato Borges,Daniel Borges,D. Borges,0.38,True,https://s.sde.globo.com/media/person_role/2023/07/06/photo_FORMATO_9c2ocup.png,21,7,0.21,2,daniel-borges,10.0,10.0,3.0,,,1.0,,,1.0,,,1.0,,,,,,,1.0,,
112,266,10.45,7,73384,4.57,Fluminense,0.0,Samuel Xavier Brito,Samuel Xavier,S. Xavier,3.41,False,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_GJkHCf2.png,21,16,0.0,2,samuel-xavier,18.0,12.0,17.0,,5.0,5.0,,,,,,2.0,8.0,1.0,4.0,2.0,,,,,
113,285,3.14,6,73479,2.23,Internacional,0.0,Jean Dias da Costa,Jean Dias,J. Dias,0.77,False,https://s.sde.globo.com/media/person_role/2023/04/10/photo_FORMATO_UU1DWbN.png,21,10,0.0,5,jean-dias,2.0,5.0,12.0,,,1.0,,,,,,1.0,3.0,1.0,1.0,1.0,,,,,1.0
114,284,5.65,7,73620,1.86,Grêmio,0.0,Bruno Fabiano Alves,Bruno Alves,B. Alves,1.12,False,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_QXt8Pw7.png,21,18,0.0,3,bruno-alves,13.0,14.0,11.0,,3.0,2.0,,,,,,1.0,3.0,,2.0,,,,,,
115,277,8.73,7,73766,3.75,Santos,2.42,Diego Vicente Aguirre Camblor,Diego Aguirre,D. Aguirre,2.29,True,https://s.sde.globo.com/media/person_role/2021/06/22/8dda652710652f38baa7da9b6edf0c9e_220x220.png,21,3,-0.65,6,diego-aguirre,,,,,,,,,,,,,,,,,,,,1.0,
116,290,6.62,7,73781,4.51,Goiás,14.7,Guilherme Costa Marques,Guilherme Marques,G. Marques,11.61,True,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_8U4l1F1.png,21,15,2.42,5,guilherme-marques,18.0,22.0,11.0,,,2.0,,,1.0,,,5.0,9.0,3.0,2.0,3.0,,,,,
117,262,3.97,6,73800,0.0,Flamengo,0.0,Rodrigo Caio Coquette Russo,Rodrigo Caio,R. Caio,1.81,False,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_8nCiWcT.png,21,1,0.0,3,rodrigo-caio,,,,,,,,,,,,,,,,,,,,,
118,327,7.85,5,73850,4.57,América-MG,0.0,Aloísio dos Santos Gonçalves,Aloísio,Aloísio,0.27,False,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_0mypCN5.png,21,12,0.0,5,aloisio,2.0,18.0,8.0,,,3.0,,,,,,7.0,10.0,3.0,6.0,1.0,,,4.0,,
119,293,6.0,6,73962,0.0,Athlético-PR,0.0,Bruno da Silva Peres,Bruno Peres,B. Peres,0.37,False,https://s.sde.globo.com/media/person_role/2023/08/25/photo_220x220.png,21,0,0.0,2,bruno-peres,,,,,,,,,,,,,,,,,,,,,
120,277,3.03,5,73974,1.24,Santos,0.0,Alison Lopes Ferreira,Alison,Alison,0.98,False,https://s.sde.globo.com/media/person_role/2021/05/04/83ae4938b05e0e1d67ad49af17785e89_FORMATO.png,21,5,0.0,4,alison,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,
121,263,8.0,6,74061,0.0,Botafogo,0.0,Roberto Junior Fernández Torres,Gatito Fernández,G. Fernández,2.24,False,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_zKZCWAI.png,21,0,0.0,1,gatito-fernandez,,,,,,,,,,,,,,,,,,,,,
122,277,5.67,7,74187,1.8,Santos,1.8,Tomás Eduardo Rincón Hernández,Rincón,Rincón,1.79,True,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_Obk9GWx.png,21,2,-0.22,4,rincon,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,
123,293,5.88,7,78077,2.77,Athlético-PR,0.7,Madson Ferreira dos Santos,Madson,Madson,0.96,True,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_UA5MZDv.png,21,16,0.05,2,madson,5.0,15.0,11.0,,4.0,3.0,,,,,,1.0,2.0,1.0,3.0,2.0,,,,,
124,265,7.78,6,78117,2.33,Bahia,2.0,Everaldo Stum,Everaldo,Everaldo,1.94,True,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_8pHdjST.png,21,18,0.25,5,everaldo,6.0,14.0,13.0,,,4.0,,,,,,7.0,6.0,3.0,6.0,,,,,,
125,285,10.34,7,78445,4.84,Internacional,7.4,Renê Rodrigues Martins,Renê,Renê,6.1,True,https://s.sde.globo.com/media/person_role/2022/04/12/89131124e240b53f50f1fe351ceb880d_FORMATO.png,21,18,1.17,2,rene,35.0,13.0,25.0,,7.0,2.0,,,,,,1.0,3.0,,1.0,,,,,,
126,1371,6.36,7,78580,2.78,Cuiabá,0.8,Jonathan Renato Barbosa,Jonathan Cafu,J. Cafu,1.04,True,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_7bHRcHm.png,21,18,0.16,5,jonathan-cafu,22.0,23.0,27.0,,,3.0,,,,,,3.0,6.0,,4.0,2.0,,2.0,,,
127,285,4.17,6,78605,0.6,Internacional,0.6,Gabriel Girotto Franco,Gabriel,Gabriel,0.83,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_GUlE7bV.png,21,5,-0.1,4,gabriel,4.0,6.0,2.0,,,1.0,,,,,,,,,,,,,,,
128,283,5.62,5,78715,3.8,Cruzeiro,0.0,Ramiro Moschen Benetti,Ramiro,Ramiro,1.66,False,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_Yl1MU4D.png,21,6,0.0,4,ramiro,9.0,8.0,,,,3.0,,,,,,1.0,4.0,1.0,,1.0,,,,,
129,284,6.58,7,78850,3.5,Grêmio,0.0,Reinaldo Manoel da Silva,Reinaldo,Reinaldo,-1.18,False,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_YOXKUlg.png,21,13,0.0,2,reinaldo,8.0,22.0,11.0,,2.0,7.0,,,1.0,,,5.0,4.0,1.0,2.0,4.0,,,,,
130,266,1.67,6,78855,0.54,Fluminense,0.5,Thiago dos Santos,Thiago Santos,T. Santos,0.76,True,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_xMjWx6h.png,21,9,-0.27,4,thiago-santos,5.0,8.0,4.0,,,2.0,,,,,,1.0,,,,,,,,,
131,263,10.92,7,79113,5.94,Botafogo,5.5,Víctor Leandro Cuesta,Víctor Cuesta,V. Cuesta,4.69,True,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_iLUMfpx.png,21,19,0.13,3,victor-cuesta,25.0,14.0,10.0,,13.0,6.0,,,,,,2.0,6.0,1.0,1.0,1.0,,,1.0,,
132,356,4.34,6,79188,1.91,Fortaleza,0.0,Silvio Ezequiel Romero,Silvio Romero,S. Romero,0.4,True,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_So2bREb.png,21,14,-0.11,5,silvio-romero,1.0,7.0,4.0,,,2.0,,,,,,2.0,2.0,2.0,4.0,1.0,,,1.0,,
133,1371,1.38,6,79268,0.65,Cuiabá,-1.1,Filipe Augusto Carvalho Souza,Filipe Augusto,F. Augusto,-0.45,True,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_S95pz8G.png,21,13,-0.21,4,filipe-augusto,11.0,14.0,9.0,,,2.0,,,1.0,,,,,,,,,,,,
134,327,1.6,7,79334,0.82,América-MG,-0.3,Ricardo César Dantas da Silva,Ricardo Silva,R. Silva,0.14,True,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_FORMATO.png,21,6,-0.41,3,ricardo-silva,5.0,7.0,4.0,,,1.0,,,,,,,,,,,,,,,
135,266,15.32,7,79631,5.07,Fluminense,0.0,Germán Ezequiel Cano,Cano,Cano,9.28,False,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_CKcA05y.png,21,19,0.0,5,cano,13.0,18.0,7.0,,,4.0,,,,,,14.0,16.0,7.0,8.0,,1.0,,2.0,,
136,283,4.51,7,79701,2.73,Cruzeiro,1.6,Lucas Silva Borges,Lucas Silva,L. Silva,1.62,True,https://s.sde.globo.com/media/person_role/2023/07/10/photo_FORMATO_YrS5yhK.png,21,9,-0.28,4,lucas-silva,12.0,11.0,12.0,,,1.0,,,,,,1.0,3.0,,1.0,1.0,,,,,
137,356,7.51,7,80196,2.49,Fortaleza,1.1,Glaybson Yago Souza Lisboa,Yago Pikachu,Y. Pikachu,1.27,True,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_jUc4EZ2.png,21,21,0.1,4,yago-pikachu,8.0,6.0,17.0,,,2.0,,,,,,7.0,6.0,3.0,3.0,1.0,1.0,,,,
138,276,11.37,6,80287,4.62,São Paulo,2.5,Luciano da Rocha Neves,Luciano,Luciano,2.38,True,https://s.sde.globo.com/media/person_role/2022/03/01/aeb1926a6ddb270206f4ceffcf701d4b_FORMATO.png,21,18,-0.01,5,luciano,9.0,14.0,28.0,,,4.0,,,,,,10.0,14.0,4.0,5.0,2.0,1.0,,2.0,,
139,265,9.59,7,80313,6.48,Bahia,5.8,Gilberto Moraes Júnior,Gilberto,Gilberto,4.93,True,https://s.sde.globo.com/media/person_role/2023/07/18/photo_FORMATO_2XeJymB.png,21,6,-0.88,2,gilberto,10.0,3.0,8.0,,3.0,1.0,,,,,,2.0,3.0,,,1.0,,,,,
140,266,5.27,3,80538,1.34,Fluminense,2.3,Marlon Santos da Silva Barbosa,Marlon,Marlon,2.14,True,https://s.sde.globo.com/media/person_role/2023/07/12/photo_220x220.png,21,5,0.32,3,marlon,4.0,6.0,1.0,,1.0,3.0,,,,,,1.0,,,,,,,,,
141,277,7.63,7,80583,3.58,Santos,4.2,Lucas Rafael Araújo Lima,Lucas Lima,L. Lima,3.65,True,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_l0JerUa.png,21,20,0.14,4,lucas-lima,30.0,34.0,33.0,,,3.0,,,,,,2.0,3.0,1.0,4.0,4.0,,,,,
142,275,7.6,3,80692,4.07,Palmeiras,4.2,Luan Garcia Teixeira,Luan,Luan,3.62,True,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_cnIvHfj.png,21,14,-0.92,3,luan,12.0,18.0,10.0,1.0,5.0,3.0,,,,,,2.0,5.0,1.0,3.0,1.0,,,1.0,,
143,284,6.19,6,80853,6.2,Grêmio,6.2,Pedro Tonon Geromel,Pedro Geromel,P. Geromel,5.08,True,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_2mIyND1.png,21,1,-0.81,3,pedro-geromel,1.0,,,,1.0,,,,,,,,,,,,,,,,
144,267,8.1,7,81091,3.8,Vasco,0.0,Jair Rodrigues Júnior,Jair,Jair,1.14,False,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,21,15,0.0,4,jair,24.0,24.0,39.0,,,5.0,,,,,,2.0,2.0,2.0,,,,1.0,,,
145,265,3.48,6,81121,1.52,Bahia,0.0,Lucas Andrés Mugni,Lucas Mugni,L. Mugni,4.14,False,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_t30cY72.png,21,5,0.0,4,lucas-mugni,5.0,3.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,
146,275,9.16,7,81150,5.26,Palmeiras,7.6,Mayke Rocha de Oliveira,Mayke,Mayke,6.24,True,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_VrbLrFd.png,21,18,0.53,2,mayke,33.0,18.0,7.0,,6.0,3.0,,,,,,1.0,1.0,1.0,1.0,4.0,,,,,
147,285,5.72,6,81551,3.2,Internacional,4.2,Hugo Mallo,Mallo,Mallo,3.59,True,https://s.sde.globo.com/media/person_role/2023/08/14/photo_220x220_q74YevE.png,21,2,0.59,2,mallo,1.0,3.0,1.0,,1.0,1.0,,,,,,,2.0,,,,,,,,
148,327,6.0,6,81682,0.0,América-MG,0.0,Juan Ramón Cazares Sevillano,Cazares,Cazares,0.37,False,https://s.sde.globo.com/media/person_role/2023/08/22/photo_220x220.png,21,0,0.0,4,cazares,,,,,,,,,,,,,,,,,,,,,
149,267,3.02,6,81798,0.3,Vasco,0.0,Rosicley Pereira da Silva,Rossi,Rossi,1.76,False,https://s.sde.globo.com/media/person_role/2023/08/09/photo_FORMATO_prVmVxp.png,21,1,0.0,5,rossi,1.0,3.0,,,,,,,,,,,,,,,,,,,
150,276,5.38,2,81845,2.42,São Paulo,0.0,Alisson Euler de Freitas Castro,Alisson,Alisson,1.38,False,https://s.sde.globo.com/media/person_role/2022/03/01/14ebdbca4e280cd9dfdb9b7e2148afe0_FORMATO.png,21,19,0.0,4,alisson,20.0,21.0,13.0,,,2.0,,,,,,1.0,10.0,,1.0,3.0,,,,,
151,356,7.48,7,81881,4.72,Fortaleza,0.0,João Ricardo Riedi,João Ricardo,J. Ricardo,0.47,True,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_KgJZuxA.png,21,16,-1.21,1,joao-ricardo,,,5.0,,7.0,2.0,49.0,16.0,,1.0,,,,,,,,,,,
152,290,3.13,7,81952,2.12,Goiás,1.3,Willian Osmar de Oliveira Silva,Willian Oliveira,W. Oliveira,1.41,True,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_9raWzET.png,21,17,-0.01,4,willian-oliveira,24.0,22.0,20.0,,,4.0,,,,,,2.0,3.0,,,,,,1.0,,
153,290,2.74,6,81966,0.33,Goiás,-0.3,Raphael Gregório Guzzo,Raphael Guzzo,R. Guzzo,0.15,True,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_fajmeHY.png,21,3,-0.14,4,raphael-guzzo,1.0,3.0,1.0,,,1.0,,,,,,1.0,,,,,,,,,
154,327,6.4,7,82381,2.72,América-MG,4.4,Adilson dos Anjos Oliveira,Juninho,Juninho,3.77,True,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ek7YW7J.png,21,19,0.37,4,juninho,18.0,17.0,19.0,,,4.0,,,,,,3.0,5.0,2.0,1.0,1.0,,1.0,,,
155,290,7.31,7,82453,3.79,Goiás,5.0,Tadeu Antônio Ferreira,Tadeu,Tadeu,4.26,True,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jSvkpAL.png,21,18,0.37,1,tadeu,,,4.0,,5.0,,62.0,21.0,,,,,,,,,,,,,
156,275,10.48,7,82455,4.92,Palmeiras,0.0,José Rafael Vivian,Zé Rafael,Z. Rafael,3.48,False,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_XlK02hD.png,21,16,0.0,4,ze-rafael,48.0,35.0,37.0,,,6.0,,,,,,5.0,4.0,,1.0,2.0,,,,,
157,282,3.62,7,82463,1.85,Atlético-MG,-0.5,Otávio Henrique Passos Santos,Otávio,Otávio,0.02,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,21,11,-0.4,4,otavio,22.0,20.0,6.0,,,5.0,,,,,,1.0,1.0,,,,,,,,
158,262,5.7,5,82627,2.22,Flamengo,3.4,Luiz de Araújo Guimarães Neto,Luiz Araújo,L. Araújo,2.99,True,https://s.sde.globo.com/media/person_role/2023/07/03/photo_FORMATO.png,21,7,-0.22,5,luiz-araujo,3.0,5.0,8.0,,,,,,1.0,,,4.0,2.0,,,1.0,,1.0,,,
159,356,9.78,7,82628,5.71,Fortaleza,0.0,Guilherme de Jesus da Silva,Tinga,Tinga,4.93,False,https://s.sde.globo.com/media/person_role/2022/05/12/98abba841d176135f9ec02a557177a7f_FORMATO.png,21,14,0.0,2,tinga,27.0,10.0,4.0,,7.0,,,,,,,3.0,3.0,1.0,3.0,,,,,,
160,290,2.34,6,82730,0.0,Goiás,0.0,Marcelo Rangel da Rosa,Marcelo Rangel,M. Rangel,-3.2,False,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_jsdA8Zf.png,21,3,0.0,1,marcelo-rangel,,,,,,,8.0,8.0,,,,,,,,,,,,,
161,276,5.24,2,82766,1.7,São Paulo,0.5,Wellington Soares da Silva,Wellington Rato,W. Rato,0.79,True,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_bPEXkEO.png,21,18,-0.05,4,wellington-rato,11.0,8.0,8.0,,,3.0,,,,,,3.0,7.0,,5.0,2.0,,,,,
162,262,12.57,7,83257,4.87,Flamengo,0.7,Gabriel Barbosa Almeida,Gabriel,Gabriel,1.01,True,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_mbchRWW.png,21,16,-1.76,5,gabriel,5.0,5.0,12.0,,,6.0,,,,,,12.0,16.0,5.0,7.0,1.0,1.0,,2.0,,
