,atletas.apelido,atletas.variacao_num,atletas.nome,atletas.apelido_abreviado,atletas.minimo_para_valorizar,atletas.status_id,atletas.slug,atletas.jogos_num,atletas.rodada_id,atletas.media_num,atletas.foto,atletas.clube_id,atletas.pontos_num,atletas.preco_num,atletas.clube.id.full.name,atletas.posicao_id,atletas.atleta_id,A,CA,DS,FC,FD,FF,FS,FT,G,I,CV,SG,V,PS,DE,GS,DP,PP,PC,GC
263,Deyverson,0.09,Deyverson Brum Silva Acosta,Deyverson,,3,deyverson,10,10,3.92,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_AvLd8xm.png,1371,8.7,6.91,Cuiabá,5,92708,,3.0,1.0,10.0,3.0,9.0,14.0,1.0,3.0,8.0,,,,,,,,,,
264,Bruno Rodrigues,1.95,Bruno Rafael Rodrigues do Nascimento,B. Rodrigues,,7,bruno-rodrigues,10,10,7.44,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_xfgmkoy.png,283,13.2,14.12,Cruzeiro,5,92811,2.0,,10.0,11.0,10.0,15.0,17.0,1.0,3.0,8.0,,,,1.0,,,,1.0,,
265,Mateus Vital,-0.23,Mateus da Silva Vital Assumpção,M. Vital,,7,mateus-vital,8,10,3.62,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_CifS8My.png,283,1.7,6.54,Cruzeiro,4,93108,1.0,,6.0,4.0,6.0,6.0,12.0,,,1.0,,,,,,,,,,
266,Chancellor,0.0,Jhon Carlos Chancellor Cedeño,Chancellor,,6,chancellor,4,10,1.15,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_ntiY1fN.png,294,0.0,3.28,Coritiba,3,93166,,,4.0,2.0,,,1.0,,,1.0,,,,,,,,,,
267,Rafael Ramos,0.0,Rafael António Figueiredo Ramos,R. Ramos,,6,rafael-ramos,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_Tdjz7Nn.png,264,0.0,4.0,Corinthians,2,93236,,,,,,,,,,,,,,,,,,,,
268,Joel Carli,0.0,Mauro Joel Carli,J. Carli,,6,joel-carli,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_bm3BBvm.png,263,0.0,3.0,Botafogo,3,93414,,,,,,,,,,,,,,,,,,,,
269,Wanderson,1.28,Wanderson Maciel Sousa Campos,Wanderson,,7,wanderson,9,10,4.89,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_TAoUoam.png,285,8.5,12.27,Internacional,5,93478,1.0,,7.0,3.0,1.0,1.0,11.0,,3.0,,,,,,,,,,,
270,Benítez,0.0,Martín Nicolás Benítez,Benítez,,6,benitez,4,10,4.48,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_wkFNeGE.png,327,0.0,7.45,América-MG,4,93550,,,4.0,5.0,2.0,3.0,14.0,1.0,,2.0,,,,,,,,,,
271,Gabriel Inocêncio,0.67,Gabriel de Souza Inocêncio,G. Inocêncio,,6,gabriel-inocencio,9,10,5.67,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FQGuEEf.png,277,5.7,7.65,Santos,2,93702,,1.0,21.0,16.0,2.0,3.0,4.0,,,1.0,,5.0,,,,,,,,
272,Paulo Henrique,0.0,Paulo Henrique de Oliveira Alves,P. Henrique,,6,paulo-henrique,2,10,1.05,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_65yTkUA.png,267,0.0,3.0,Vasco,2,93716,,,2.0,1.0,,,,,,,,,,,,,,,,
273,Andrey,0.64,Andrey Ramos do Nascimento,Andrey,,6,andrey,5,10,0.74,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qIjSxtN.png,294,2.9,3.35,Coritiba,4,93787,,1.0,3.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,1.0,
274,Marlon Freitas,-0.37,Marlon Rodrigues Freitas,M. Freitas,,7,marlon-freitas,9,10,1.62,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_vbqyTPv.png,263,0.5,4.28,Botafogo,4,93790,,,6.0,5.0,3.0,6.0,1.0,,,,,,,,,,,,,
275,Daniel,-0.35,Daniel Sampaio Simões,Daniel,,6,daniel,3,10,0.57,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_suhRZdC.png,265,0.5,2.59,Bahia,4,93791,,,1.0,,,,1.0,,,,,,,,,,,,,
276,Marcinho,0.04,Márcio Almeida de Oliveira,Marcinho,,7,marcinho,7,10,0.65,https://s.sde.globo.com/media/person_role/2023/04/06/photo_FORMATO_awVXJNb.png,327,0.8,2.62,América-MG,2,93797,,4.0,8.0,10.0,1.0,1.0,,,,,,,,,,,,,,
277,Keiller,0.0,Keiller da Silva Nunes,Keiller,,6,keiller,6,10,2.08,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_3ZKNMQH.png,285,0.0,5.08,Internacional,1,93834,,,,,,,1.0,,,,,,,,16.0,11.0,1.0,,,
278,Cleiton,0.46,Cleiton Schwengber,Cleiton,,3,cleiton,6,10,3.28,https://s.sde.globo.com/media/person_role/2022/05/05/ec4a7cb649121dc08c2869bdcf6ef984_FORMATO.png,280,3.0,4.72,Bragantino,1,93882,,3.0,,1.0,,,,,,,1.0,2.0,,,19.0,6.0,,,,
279,Matheusinho,0.0,Matheus Leonardo Sales Cardoso,Matheusinho,,6,matheusinho,3,10,2.97,https://s.sde.globo.com/media/person_role/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_FORMATO.png,327,0.0,4.84,América-MG,4,93886,,,2.0,1.0,3.0,1.0,5.0,,,1.0,,,,,,,,,,
280,Breno Lopes,0.88,Breno Henrique Vasconcelos Lopes,B. Lopes,,6,breno-lopes,6,10,1.13,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_r2x2UOS.png,275,5.5,3.19,Palmeiras,5,93988,1.0,,,,,,4.0,,,2.0,,,,,,,,,,
281,John Victor,-1.03,John Victor Maciel Furtado,J. Victor,,7,john-victor,4,10,5.5,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_u4LssT8.png,285,2.0,6.28,Internacional,1,94044,,,,,,,,,,,,2.0,,,14.0,2.0,,,,
282,Matheus Fernandes,0.0,Matheus Fernandes Siqueira,M. Fernandes,,7,matheus-fernandes,9,10,5.76,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_ozKQngu.png,280,0.0,12.29,Bragantino,4,94067,1.0,3.0,31.0,16.0,3.0,3.0,7.0,,1.0,,,,,,,,,,,
283,Maycon,-0.16,Maycon de Andrade Barberan,Maycon,,7,maycon,8,10,1.71,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_R7Bbn2S.png,264,0.4,3.84,Corinthians,4,94154,,1.0,11.0,7.0,1.0,2.0,2.0,,,2.0,,,,,,,,,,
284,Guilherme,0.0,Guilherme Augusto Vieira dos Santos,Guilherme,,6,guilherme,7,10,3.73,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_DlyxisL.png,356,0.0,6.35,Fortaleza,5,94207,1.0,1.0,5.0,4.0,6.0,2.0,11.0,1.0,,,,,,,,,,,,
285,Dadá Belmonte,0.0,Adaílson Freire Pereira da Silva,D. Belmonte,,6,dada-belmonte,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_qwUFc0E.png,327,0.0,7.0,América-MG,4,94263,,,,,,,,,,,,,,,,,,,,
286,Raphael Veiga,-0.97,Raphael Cavalcante Veiga,R. Veiga,,7,raphael-veiga,7,10,9.13,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_l1kSIXt.png,275,1.4,18.11,Palmeiras,4,94509,2.0,3.0,7.0,11.0,6.0,7.0,14.0,,4.0,,,,,,,,,,,
287,Oliveira,-0.53,Lucas da Cruz Oliveira,Oliveira,,6,oliveira,8,10,3.25,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_wQCfXVb.png,283,1.2,7.8,Cruzeiro,3,94514,,2.0,7.0,4.0,,1.0,10.0,,1.0,,1.0,2.0,,,,,,,,
288,Pedro,0.08,Pedro Guilherme Abreu dos Santos,Pedro,,6,pedro,8,10,5.32,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_BmbzG97.png,262,8.7,13.52,Flamengo,5,94583,,,4.0,4.0,3.0,2.0,2.0,,4.0,2.0,,,,1.0,,,,,,
289,Jhegson Méndez,0.0,Jhegson Sebastián Méndez Carabalí,J. Méndez,,6,jhegson-mendez,2,10,1.85,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,276,0.0,4.95,São Paulo,4,94786,,1.0,4.0,2.0,,,1.0,,,,,,,,,,,,,
290,Battaglia,-0.05,Rodrigo Andrés Battaglia,Battaglia,,7,battaglia,8,10,1.39,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,282,0.6,4.45,Atlético-MG,4,94845,,1.0,8.0,14.0,1.0,2.0,8.0,,,1.0,,,,,,,,,,
291,Lucas Fernandes,-0.02,Lucas Fernandes da Silva,L. Fernandes,,7,lucas-fernandes,8,10,0.99,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_qLLBtiS.png,263,1.2,2.88,Botafogo,4,94931,,1.0,2.0,13.0,3.0,6.0,4.0,,,,,,,,,,,,,
292,Juninho Capixaba,0.26,Luis Antônio da Rocha Júnior,J. Capixaba,,7,juninho-capixaba,9,10,5.49,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_VYzv5cy.png,280,2.4,8.62,Bragantino,2,94968,1.0,3.0,18.0,17.0,1.0,3.0,7.0,1.0,2.0,2.0,,1.0,,,,,,,,
293,Nicolas,0.0,Nicolas Vichiatto da Silva,Nicolas,,6,nicolas,2,10,-0.3,https://s.sde.globo.com/media/person_role/2023/03/10/photo_FORMATO_tTV7wrP.png,327,0.0,3.02,América-MG,2,95127,,,,2.0,,,,,,,,,,,,,,,,
294,Orejuela,0.0,Luis Manuel Orejuela García,Orejuela,,6,orejuela,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_ReeiLCz.png,276,0.0,4.0,São Paulo,2,95352,,,,,,,,,,,,,,,,,,,,
295,Igor Vinícius,0.0,Igor Vinícius de Souza,I. Vinícius,,5,igor-vinicius,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/03/01/1896fe9a90e6307ac1586be9aafcb04e_FORMATO.png,276,0.0,6.0,São Paulo,2,95466,,,,,,,,,,,,,,,,,,,,
296,Raniele,0.0,Raniele Almeida Melo,Raniele,,7,raniele,9,10,4.64,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_j6biYTV.png,1371,0.0,11.82,Cuiabá,4,95556,,3.0,20.0,7.0,3.0,6.0,13.0,,1.0,,,,,,,,,,,
297,Marcelo Benevenuto,0.0,Marcelo da Conceição Benevenuto Malaquias,M. Benevenuto,,5,marcelo-benevenuto,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_kkUky0K.png,356,0.0,7.0,Fortaleza,3,95638,,,,,,,,,,,,,,,,,,,,
298,Lucas Kal,-0.2,Lucas Kal Schenfeld Progioli,L. Kal,,6,lucas-kal,7,10,0.75,https://s.sde.globo.com/media/person_role/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_FORMATO.png,327,-0.6,2.4,América-MG,4,95662,,2.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,
299,Nathan Silva,0.0,Nathanael Ananias da Silva,N. Silva,,6,nathan-silva,4,10,4.05,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wWDrucr.png,282,0.0,5.08,Atlético-MG,3,95794,,1.0,1.0,5.0,1.0,1.0,1.0,,,,,3.0,,,,,,,,
300,Artur,-1.11,Artur Victor Guimarães,Artur,,7,artur,10,10,6.91,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_G1nE6cb.png,275,2.0,11.33,Palmeiras,5,95799,1.0,1.0,10.0,7.0,4.0,7.0,14.0,2.0,4.0,2.0,,,,,,,,,,
301,Machado,-0.04,Luiz Filipe da Rosa Machado - Felipe,Machado,,2,machado,10,10,3.76,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_a0C7bdd.png,283,1.8,6.23,Cruzeiro,4,96089,3.0,,11.0,9.0,6.0,3.0,5.0,,,,,,,,,,,,,
302,Lima,0.54,Vinicius Moreira de Lima,Lima,,7,lima,10,10,7.04,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_bCG6s7k.png,266,7.9,12.81,Fluminense,4,96340,1.0,1.0,15.0,12.0,6.0,6.0,26.0,1.0,3.0,1.0,,,,,,,,,,
303,Allan,0.0,Allan Rodrigues de Souza,Allan,,6,allan,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_AuDILu6.png,282,0.0,9.0,Atlético-MG,4,96652,,,,,,,,,,,,,,,,,,,,
304,Bustos,0.06,Fabricio Tomás Bustos Sein,Bustos,,7,bustos,6,10,2.97,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_8fg8wbo.png,285,1.0,5.95,Internacional,2,96678,,,6.0,2.0,2.0,1.0,6.0,,,,,1.0,,,,,,,,
305,Saravia,0.0,Renzo Saravia,Saravia,,6,saravia,6,10,4.07,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9Q6Ch0T.png,282,0.0,7.52,Atlético-MG,2,96725,,3.0,11.0,10.0,1.0,,12.0,,,,,2.0,,,,,,,,
306,Atuesta,0.0,Eduard Andrés Atuesta Velasco,Atuesta,,5,atuesta,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_haNtwOK.png,275,0.0,5.0,Palmeiras,4,96754,,,,,,,,,,,,,,,,,,,,
307,Dudu,0.0,Luís Eduardo Marques dos Santos,Dudu,,6,dudu,1,10,8.3,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_G2DFY9I.png,356,0.0,6.04,Fortaleza,2,97133,,,3.0,1.0,,,,,,,,1.0,,,,,,,,
308,Villasanti,1.81,Mathías Adalberto Villasanti Rolón,Villasanti,,7,villasanti,7,10,4.65,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_K2Ovl0l.png,284,10.8,6.53,Grêmio,4,97145,,2.0,15.0,16.0,4.0,2.0,8.0,1.0,1.0,,,,,,,,,,,
309,Alesson,1.81,Alesson dos Santos Batista,Alesson,,6,alesson,7,10,2.47,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_onOMJJv.png,290,9.3,4.24,Goiás,5,97321,,1.0,6.0,3.0,1.0,2.0,3.0,,1.0,3.0,,,,,,,,,,
310,Gustavo Mosquito,0.0,Gustavo Henric da Silva,G. Mosquito,,5,gustavo-mosquito,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_odfm6XT.png,264,0.0,5.0,Corinthians,5,97450,,,,,,,,,,,,,,,,,,,,
311,Jori,0.0,Joriwinnyson Santos dos Anjos Rodrigues,Jori,,6,jori,0,10,0.0,https://s.sde.globo.com/media/person_role/2021/06/04/4b0b72b2d30e52cae1f658dbea101b5c_FORMATO.png,327,0.0,3.0,América-MG,1,97453,,,,,,,,,,,,,,,,,,,,
312,Marçal,0.0,Fernando Marçal de Oliveira,Marçal,,5,marcal,5,10,6.6,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_lpafgKV.png,263,0.0,10.84,Botafogo,2,97468,,3.0,15.0,8.0,,3.0,6.0,,,,,3.0,,,,,,,,
313,Murilo,0.0,Murilo Cerqueira Paim,Murilo,,5,murilo,3,10,3.77,https://s.sde.globo.com/media/person_role/2023/03/15/photo_FORMATO_gy90S45.png,275,0.0,11.05,Palmeiras,3,97653,,1.0,4.0,5.0,,,2.0,,1.0,,,,,,,,,,,
314,Reynaldo,0.0,Reynaldo César Moraes,Reynaldo,,6,reynaldo,1,10,5.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_9F3djKI.png,283,0.0,4.34,Cruzeiro,3,97768,,,,,,,,,,,,1.0,,,,,,,,
315,Léo Ortiz,0.0,Leonardo Rech Ortiz,L. Ortiz,,5,leo-ortiz,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/460445523b5ae74d45009ede8f2a5e89_FORMATO.png,280,0.0,9.0,Bragantino,3,97867,,,,,,,,,,,,,,,,,,,,
316,Matheus Bahia,0.0,Matheus Bahia Santos,M. Bahia,,5,matheus-bahia,3,10,2.13,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_qXFqFQp.png,265,0.0,3.92,Bahia,2,97899,,1.0,2.0,5.0,,,3.0,,,,,1.0,,,,,,,,
317,Vitão,-0.32,Vitor Eduardo da Silva Matos,Vitão,,6,vitao,8,10,1.65,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_SngcHBI.png,285,-0.3,4.35,Internacional,3,97900,,1.0,7.0,3.0,1.0,,1.0,,,,,1.0,,,,,,,,
318,Marcos Vinícius,0.0,Marcos Vinícius da Silva Santos,M. Vinícius,,6,marcos-vinicius,3,10,0.23,https://s.sde.globo.com/media/person_role/2023/04/20/photo_220x220_ZD0eKFv.png,294,0.0,1.12,Coritiba,2,97969,,1.0,2.0,2.0,,,2.0,,,1.0,,,,,,,,,1.0,
319,Jhonata Varela,0.0,Jhonata Varela da Silva,J. Varela,,5,jhonata-varela,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_v7Qo23i.png,284,0.0,3.0,Grêmio,4,97993,,,,,,,,,,,,,,,,,,,,
320,Erick,0.08,Erick Luis Conrado de Carvalho,Erick,,3,erick,9,10,4.0,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_dIxm87A.png,293,2.6,6.27,Athlético-PR,4,98022,1.0,3.0,12.0,15.0,5.0,4.0,8.0,1.0,1.0,1.0,,,,,,,,,,
321,Alemão,0.0,Alexandre Zurawski,Alemão,,6,alemao,6,10,1.9,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Ymwr1lY.png,285,0.0,6.64,Internacional,5,98219,,2.0,5.0,7.0,2.0,4.0,8.0,,,1.0,,,,,,,,,,
322,Pedro Raul,-1.13,Pedro Raul Garay da Silva,P. Raul,,6,pedro-raul,9,10,3.44,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_IDn4App.png,267,-0.1,6.14,Vasco,5,98225,,3.0,2.0,9.0,6.0,6.0,8.0,1.0,2.0,8.0,,,,,,,,,,
323,Kanu,-0.68,Victor Hugo Soares dos Santos,Kanu,,7,kanu,8,10,2.1,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_BiEGphf.png,265,1.1,4.38,Bahia,3,98484,,2.0,9.0,9.0,1.0,,5.0,,,,1.0,2.0,,,,,,,,
324,Vinícius Barreta,0.0,Vinícius Teodoro Barreta Melo,V. Barreta,,6,vinicius-barreta,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_MHv5nkR.png,1371,0.0,1.0,Cuiabá,1,98496,,,,,,,,,,,,,,,,,,,,
325,Di Placido,1.5,Leonel Di Placido,D. Placido,,2,di-placido,10,10,6.4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_5kmPtuv.png,263,9.8,10.05,Botafogo,2,98605,2.0,2.0,25.0,7.0,1.0,,4.0,,,1.0,,5.0,,,,,,,,
326,Kuscevic,0.0,Benjamín Kuščević Jaramillo,Kuscevic,,6,kuscevic,5,10,1.08,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_qacVCwx.png,294,0.0,3.12,Coritiba,3,98619,,3.0,6.0,8.0,,2.0,4.0,,,,,,,,,,,,,
327,Pedrinho,0.0,Pedro Victor Delmino da Silva,Pedrinho,,5,pedrinho,1,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_QTjI0Vv.png,282,0.0,5.16,Atlético-MG,4,98706,,,,,,,,,,,,,,,,,,,,
328,Carabajal,0.0,Horacio Gabriel Carabajal,Carabajal,,6,carabajal,2,10,3.7,https://s.sde.globo.com/media/person_role/2023/04/20/photo_FORMATO.png,267,0.0,4.36,Vasco,4,98723,1.0,,1.0,3.0,,2.0,1.0,,,,,,,,,,,,,
329,Cuello,-0.86,Tomás Esteban Cuello,Cuello,,7,cuello,5,10,2.74,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_xAXl7On.png,293,0.0,3.34,Athlético-PR,5,98909,,,6.0,7.0,4.0,1.0,6.0,,,,,,,,,,,,,
330,Gabriel,-0.03,Gabriel Neves Perdomo,Gabriel,,7,gabriel,9,10,1.3,https://s.sde.globo.com/media/person_role/2022/03/01/adf4c737eb27b74c772b8985d18c9044_FORMATO.png,276,2.1,3.4,São Paulo,4,98976,,2.0,12.0,4.0,,,1.0,,,,,,,,,,,,,
331,Lucas Braga,0.0,Lucas Braga Ribeiro,L. Braga,,6,lucas-braga,4,10,1.55,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_jbahd9z.png,277,0.0,3.64,Santos,5,99119,,1.0,4.0,4.0,,1.0,6.0,,,2.0,,,,,,,,,,
332,Puma Rodríguez,-0.17,José Luis Rodríguez Bebanz,P. Rodríguez,,7,puma-rodriguez,9,10,3.96,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_I6z9QfY.png,267,2.5,6.64,Vasco,2,99213,,1.0,21.0,9.0,5.0,6.0,7.0,,,2.0,,,,,,,,,,
333,Rodrigo Fernández,-0.34,Rodrigo Fernández Cedrés,R. Fernández,,6,rodrigo-fernandez,9,10,2.02,https://s.sde.globo.com/media/person_role/2022/03/29/6fdde8730fb97a5d12a85b4ebd9d4e93_FORMATO.png,277,0.0,4.35,Santos,4,99214,,4.0,17.0,18.0,1.0,5.0,4.0,,,,,,,,,,,,,
334,Pochettino,0.23,Tomás Pochettino,Pochettino,,7,pochettino,10,10,2.96,https://s.sde.globo.com/media/person_role/2023/05/06/photo_FORMATO_zjxThmw.png,356,3.4,6.34,Fortaleza,4,99267,,,7.0,3.0,4.0,6.0,9.0,,1.0,,,,,,,,,,,
335,Morelli,-0.33,Everton Morelli Casimiro,Morelli,,7,morelli,6,10,3.97,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_fZnSxrr.png,290,3.9,5.59,Goiás,4,99412,,,12.0,6.0,1.0,4.0,14.0,,,2.0,,,,,,,,,,
336,Baralhas,0.0,Gabriel Baralhas dos Santos,Baralhas,,2,baralhas,5,10,2.72,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_MqX5wf1.png,285,0.0,5.11,Internacional,4,99440,,,9.0,5.0,1.0,2.0,3.0,,,,,,,,,,,,,
337,Arias,0.37,Jhon Adolfo Arias Andrade,Arias,,7,arias,9,10,3.95,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_8Xam8ML.png,266,7.1,9.84,Fluminense,4,99815,2.0,1.0,15.0,15.0,2.0,2.0,19.0,,,5.0,,,,,,,,,,
338,Paulinho,1.7,Paulo Henrique Sampaio Filho,Paulinho,,7,paulinho,9,10,6.13,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6AtAEsy.png,282,12.8,11.77,Atlético-MG,5,99818,,,13.0,3.0,9.0,5.0,4.0,,3.0,3.0,,,,,,,,,,
339,Alan Franco,0.0,Alan Javier Franco,A. Franco,,6,alan-franco,4,10,1.6,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_Nls7aQV.png,276,0.0,3.9,São Paulo,3,99889,,2.0,4.0,4.0,,1.0,,,,,,1.0,,,,,,,1.0,
340,Jhonny Lucas,0.0,Jhonny Lucas Flora Barboza,J. Lucas,,6,jhonny-lucas,2,10,-0.4,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_KkK6lCf.png,290,0.0,0.66,Goiás,4,99994,,1.0,,2.0,,1.0,,,,,,,,,,,,,,
341,Zaracho,1.04,Federico Matías Javier Zaracho,Zaracho,,7,zaracho,9,10,3.18,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,282,6.9,7.23,Atlético-MG,4,100079,,3.0,21.0,16.0,1.0,2.0,11.0,1.0,,1.0,,,,,,,,,,
342,Igor Gomes,0.99,Igor Silveira Gomes,I. Gomes,,6,igor-gomes,5,10,2.96,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,282,8.4,6.0,Atlético-MG,4,100084,1.0,1.0,8.0,5.0,,1.0,4.0,,,1.0,,,,,,,,,,
343,Luis Segovia,0.0,Luis Geovanny Segovia Vega,L. Segovia,,6,luis-segovia,2,10,-0.4,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_N5TAr8X.png,263,0.0,2.04,Botafogo,3,100453,,1.0,,1.0,,,1.0,,,,,,,,,,,,,
344,Yuri Alberto,0.1,Yuri Alberto Monteiro da Silva,Y. Alberto,,2,yuri-alberto,10,10,2.72,https://s.sde.globo.com/media/person_role/2023/03/02/photo_FORMATO_QVzSGOZ.png,264,3.3,8.73,Corinthians,5,100652,1.0,,3.0,15.0,4.0,6.0,12.0,,1.0,6.0,,,,,,,,,,
345,Liziero,-0.85,Igor Matheus Liziero Pereira,Liziero,,7,liziero,8,10,2.21,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_NUUHkjY.png,294,0.0,4.0,Coritiba,4,100761,,1.0,16.0,10.0,,,5.0,,,,,,,,,,,,,
346,Brenno,0.0,Brenno Oliveira Fraga Costa,Brenno,,6,brenno,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,284,0.0,6.0,Grêmio,1,100830,,,,,,,,,,,,,,,,,,,,
347,Lucas Esteves,0.0,Lucas Esteves de Souza,L. Esteves,,6,lucas-esteves,0,10,0.0,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_Ob9K3n3.png,356,0.0,3.0,Fortaleza,2,100846,,,,,,,,,,,,,,,,,,,,
348,Luan Cândido,0.0,Luan Cândido de Almeida,L. Cândido,,6,luan-candido,0,10,0.0,https://s.sde.globo.com/media/person_role/2022/05/05/a09132195a9936adeadb1a61d65dad2e_FORMATO.png,280,0.0,10.0,Bragantino,2,100848,,,,,,,,,,,,,,,,,,,,
349,Ronald Lopes,-0.09,Ronald dos Santos Lopes,R. Lopes,,6,ronald-lopes,9,10,2.68,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_NG6iAvU.png,1371,0.0,4.36,Cuiabá,4,100969,,2.0,10.0,5.0,1.0,3.0,8.0,,1.0,,,,,,,,,,,
350,Júnior Santos,-0.07,José Antonio dos Santos Júnior,J. Santos,,7,junior-santos,10,10,4.02,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_20JkUu3.png,263,0.5,7.15,Botafogo,5,101002,,,10.0,16.0,4.0,8.0,10.0,,2.0,2.0,,,,1.0,,,,,,
351,Diego,0.0,Jackson Diego Ibrahim Fagundes,Diego,,7,diego,9,10,3.66,https://s.sde.globo.com/media/person_role/2023/03/11/photo_FORMATO_50P80kB.png,290,0.0,6.23,Goiás,4,101027,1.0,2.0,13.0,7.0,,5.0,25.0,,,1.0,,,,,,,,,,
352,Vitor Jacaré,0.0,Francisco Vítor Silva Costa,V. Jacaré,,5,vitor-jacare,7,10,6.0,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_GdFbYPn.png,265,0.0,11.67,Bahia,5,101201,,3.0,21.0,15.0,2.0,8.0,9.0,1.0,1.0,,,,,,,,,,,
