"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","CV","FC","FD","FF","FS","I","PE","RB","SG","FT","A","G","PP","DD","GS","GC","DP"
"417","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/22/e7d5b223d7908854c81e04f0e7e0fcc0_FORMATO.png",79578,24,"CRU","ata","Contundido",0,7.43,0,3.75,15,"Cruzeiro",2,NA,32,4,6,25,13,10,12,NA,NA,NA,6,1,NA,NA,NA,NA
"418","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",74060,24,"CHA","mei","Nulo",0,7.73,-0.35,1.82,20,"Chapecoense",3,NA,17,10,4,8,1,34,10,NA,2,1,2,NA,NA,NA,NA,NA
"419","Guilherme Costa Machado Silveira","Guilherme Costa","https://s.glbimg.com/es/sde/f/2017/04/06/ea33443d8c666f61b78424b726238c89_FORMATO.png",74081,24,"VAS","mei","Dúvida",0,5.04,0,2.54,7,"Vasco",1,NA,4,NA,1,7,NA,7,1,NA,NA,2,1,NA,NA,NA,NA,NA
"420","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2017/04/24/60830998fb2fc54f511a8d2b5c3a6f25_FORMATO.png",73991,24,"COR","zag","Provável",1.3,4.67,-0.2,2.6,10,"Coritiba",NA,NA,10,2,1,1,1,21,18,2,NA,NA,NA,NA,NA,NA,1,NA
"421","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,24,"CRU","mei","Suspenso",-5.5,4.08,-1.41,1.46,14,"Cruzeiro",3,1,23,1,4,11,NA,34,20,NA,NA,2,NA,NA,NA,NA,NA,NA
"422","Joeliton Lima Santos","Mansur","https://s.glbimg.com/es/sde/f/2016/07/05/885bc2c7afe242e7ce810bccdccd27cc_FORMATO.png",79553,24,"ATL","lat","Nulo",0,5,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2017/04/17/f87ed5808d28ef2d0446cae72617f143_FORMATO.png",74061,24,"BOT","gol","Provável",3.8,20.54,-1.03,6.27,17,"Botafogo",1,NA,NA,NA,NA,3,NA,14,NA,8,NA,NA,NA,NA,28,17,NA,3
"424","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png",69012,24,"ATL","gol","Nulo",0,5.43,0,3.35,2,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,2,NA,NA
"425","Michael Antonio Arroyo Mina","Arroyo","https://s.glbimg.com/es/sde/f/2017/07/24/c4c6af5bdd03f02c1d29ada3f5d33e39_FORMATO.png",74134,24,"GRE","ata","Dúvida",2.1,4.07,0.31,0.7,3,"Grêmio",NA,NA,1,3,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,24,"PAL","lat","Nulo",0,4.32,0,1.14,5,"Palmeiras",NA,NA,3,1,2,1,NA,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"427","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,24,"PAL","zag","Nulo",0,3.05,0,0.92,4,"Palmeiras",1,NA,2,1,1,4,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","Alejandro Abraham Guerra Morales","Alejandro Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,24,"PAL","mei","Nulo",0,13.48,0,5.22,15,"Palmeiras",3,NA,23,8,8,26,3,55,19,NA,NA,3,5,NA,NA,NA,NA,NA
"429","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,24,"CHA","mei","Nulo",0,2.45,0,1.37,7,"Chapecoense",NA,NA,2,2,1,4,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2017/08/16/aec506211b5663eb0569825b5aee6db6_FORMATO.jpeg",75295,24,"FLA","ata","Nulo",11,13.13,2.12,4.73,16,"Flamengo",3,NA,57,13,19,42,11,39,13,NA,NA,2,6,NA,NA,NA,NA,NA
"431","José Élber Pimentel da Silva","Élber","https://s.glbimg.com/es/sde/f/2016/04/29/26c6c8beefa35a5684da137e0e90f6dc_FORMATO.png",74140,24,"CRU","mei","Nulo",0,4.99,0,2.78,13,"Cruzeiro",NA,NA,3,6,8,21,2,23,7,NA,1,NA,1,NA,NA,NA,NA,NA
"432","Matheus Mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",80124,24,"ATL","zag","Nulo",0,1.6,0,0.16,5,"Atlético-MG",2,NA,10,NA,2,2,NA,9,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"433","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,24,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"434","Edigar Junio Teixeira Lima ","Edigar Junio","https://s.glbimg.com/es/sde/f/2017/07/28/8fb3bca6fb3b7df0b863748403f1b763_FORMATO.png",74271,24,"BAH","ata","Dúvida",2.3,8.77,0.17,2.58,12,"Bahia",NA,NA,15,7,3,18,1,24,5,NA,1,NA,2,NA,NA,NA,NA,NA
"435","Luiz Otávio da Silva Santos","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2017/04/25/239f4dc20386b0bc2988aa004f7c02b7_FORMATO.png",86863,24,"CHA","zag","Nulo",0,6.4,0,2.38,10,"Chapecoense",2,1,13,3,4,NA,NA,22,10,2,NA,1,1,NA,NA,NA,NA,NA
"436","Jorge de Moura Xavier","Jorginho","https://s.glbimg.com/es/sde/f/2017/04/28/24064c0ab4f724a2a4252d37f02b7223_FORMATO.png",77544,24,"ATL","mei","Nulo",-0.5,5.38,-0.4,1.92,22,"Atlético-GO",1,1,34,3,7,49,4,76,25,NA,NA,NA,2,NA,NA,NA,NA,NA
"437","Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2017/04/28/c86a46095a1f0ab0e29d11fbbb7e80a1_FORMATO.png",77529,24,"AVA","lat","Provável",6.9,9.5,0.12,3.72,23,"Avaí",1,1,31,4,8,21,2,101,32,10,NA,3,NA,NA,NA,NA,NA,NA
"438","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2017/05/02/30bd8e94c27dbf6a20661d6027251a81_FORMATO.png",77500,24,"PON","zag","Nulo",0,6,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2017/07/25/0ff5aea8f677cff80e0a7a93745453e5_FORMATO.png",80188,24,"FLU","ata","Nulo",0.7,2.66,-0.13,0.71,11,"Fluminense",3,NA,3,1,2,8,3,9,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"440","Brenner Marlos Varanda de Oliveira","Brenner","https://s.glbimg.com/es/sde/f/2017/07/21/eba301f5c887ff5cf7a3f94b5f6eb918_FORMATO.png",80080,24,"BOT","ata","Nulo",-0.5,4.94,-1.47,2.63,6,"Botafogo",NA,NA,7,1,2,5,1,5,2,NA,NA,1,1,NA,NA,NA,NA,NA
"441","Nadson da Silva Almeida","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,24,"CHA","mei","Contundido",0,0.76,0,-0.07,3,"Chapecoense",NA,NA,1,NA,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",80129,24,"PON","mei","Provável",0,3.91,0,1.54,14,"Ponte Preta",2,NA,15,1,3,16,NA,23,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Lucas Fonseca da Silva","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2017/07/28/2ee15f7fbeefac55e5b773d1cd8ffa0a_FORMATO.png",80189,24,"BAH","zag","Provável",1.1,5.52,-0.17,2.93,19,"Bahia",2,1,7,1,1,23,NA,36,18,6,NA,1,NA,NA,NA,NA,NA,NA
"444","Thomás Jaguaribe Bedinelli","Thomás","https://s.glbimg.com/es/sde/f/2017/06/13/bac4f7b0e6270fedb590658d950365b2_FORMATO.png",77551,24,"SPO","mei","Nulo",0,6.71,0,2.8,8,"Sport",1,NA,10,1,2,15,1,11,9,NA,NA,NA,1,NA,NA,NA,NA,NA
"445","Glaybson Yago Souza Lisboa","Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",80196,24,"VAS","lat","Dúvida",0,9.73,0,4.3,13,"Vasco",NA,NA,9,4,4,13,1,29,9,4,NA,1,2,NA,NA,NA,NA,NA
"446","Rodrigo da Rosa Milanez","Rodrigo Milanez","https://s.glbimg.com/es/sde/f/2017/08/22/68eb2d451977c45881e0bf3f6820894c_FORMATO.png",77555,24,"ATL","zag","Nulo",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Bruno Brígido de Oliveira","Bruno Brígido","https://s.glbimg.com/es/sde/f/2017/04/24/9375fdbbdc6ab66a27f8b4860036ebc1_FORMATO.png",77556,24,"COR","gol","Nulo",0,3.48,0,-2,1,"Coritiba",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/07/11/6b5408cf6a95787a4a68b548a6d31752_FORMATO.png",80313,24,"VAS","lat","Contundido",1,11.09,-0.5,4.34,20,"Vasco",6,NA,28,2,7,28,2,91,54,4,1,1,NA,NA,NA,NA,NA,NA
"449","Jonathan Copete Valencia","Copete","https://s.glbimg.com/es/sde/f/2017/05/02/38284b2eba393aa675069aff35def330_FORMATO.png",77959,24,"SAN","ata","Provável",0,6.29,0,3.06,18,"Santos",3,NA,24,7,13,21,8,61,14,NA,NA,1,5,NA,NA,NA,NA,NA
"450","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,24,"CRU","lat","Nulo",3.9,5.79,0.78,2.46,12,"Cruzeiro",4,NA,21,1,3,12,NA,27,13,4,NA,1,NA,NA,NA,NA,NA,NA
"451","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,24,"ATL","zag","Nulo",0,2.69,0,-1.2,1,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,24,"CRU","mei","Contundido",0,5.29,0,1.69,13,"Cruzeiro",4,NA,16,NA,8,23,NA,55,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,24,"COR","gol","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Eugenio Esteban Mena Reveco","Mena","https://s.glbimg.com/es/sde/f/2017/08/30/e9a35f97b25633d955a04d16691d85de_FORMATO.png",77967,24,"SPO","lat","Provável",-1.1,5.21,-0.94,5.13,12,"Sport",4,1,23,1,1,12,3,30,24,4,NA,4,1,NA,NA,NA,NA,NA
"455","Gustavo Henrique Vernes","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2017/05/02/ebaacf4dc046774b9b9f3003c35ba254_FORMATO.png",78248,24,"SAN","zag","Contundido",0,6,0,5.7,2,"Santos",NA,NA,4,2,1,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"456","Madson Ferreira dos Santos","Madson","https://s.glbimg.com/es/sde/f/2017/04/06/e6c07b2728a78e64ae8c1ed0d4ce9d6a_FORMATO.png",78077,24,"VAS","lat","Provável",2.2,3.66,-0.29,2.61,7,"Vasco",1,NA,7,NA,2,13,1,18,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"457","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,24,"CHA","ata","Provável",13,12.93,2.02,4.99,22,"Chapecoense",4,NA,38,13,17,48,5,51,22,NA,1,5,5,NA,NA,NA,NA,NA
"458","César Bernardo Dutra","César","https://s.glbimg.com/es/sde/f/2017/04/24/8a28cbc657b6535a81d1cbad583afa48_FORMATO.png",78086,24,"FLA","gol","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","Douglas Ricardo Grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2017/04/24/ef04c0af64af6a9173d17eb922ff55e4_FORMATO.png",78407,24,"CHA","zag","Suspenso",1.9,6.32,0.49,1.19,14,"Chapecoense",6,NA,34,NA,1,3,3,23,14,4,NA,NA,1,NA,NA,NA,NA,NA
"460","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2017/04/24/d4c75e365c9c04af042bf7ff378d60c7_FORMATO.png",85586,24,"COR","mei","Dúvida",0,7.16,0,3.11,18,"Coritiba",4,NA,35,NA,8,18,NA,49,48,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Leonardo Pinheiro da Conceição","Léo","https://s.glbimg.com/es/sde/f/2017/07/25/a991dde92eec83e89482b3d11115669f_FORMATO.png",85626,24,"FLU","lat","Dúvida",0,3.37,0,1.15,16,"Fluminense",2,NA,30,2,1,7,3,36,12,2,NA,1,1,NA,NA,NA,NA,NA
"462","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2017/05/02/5c01ab099352ecad2baaa0a00f978720_FORMATO.png",85591,24,"PON","lat","Nulo",0,4,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2017/05/02/f85d6ca954388c9c5635f0e28f95b5cf_FORMATO.png",85425,24,"SAN","gol","Nulo",0,2.97,0,10.7,1,"Santos",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"464","Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2017/08/22/99c083a6ab42125b85a679e552eea687_FORMATO.jpeg",78445,24,"FLA","lat","Dúvida",0,6.88,0,3.71,10,"Flamengo",NA,NA,13,NA,1,9,NA,24,18,3,NA,NA,NA,NA,NA,NA,NA,NA
"465","Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2017/08/22/283b47a1bbb66d81e0b2118ce53853f1_FORMATO.jpeg",78478,24,"FLA","mei","Nulo",2.9,9.36,0.24,3.78,18,"Flamengo",1,NA,18,3,2,14,1,49,36,NA,1,2,1,NA,NA,NA,NA,NA
"466","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2017/04/24/5b71e14cce546da5e531c172e54e0ce2_FORMATO.png",85629,24,"COR","mei","Nulo",0,6,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,24,"PAL","mei","Nulo",0,3.59,0,3.47,3,"Palmeiras",NA,NA,2,1,NA,1,NA,5,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"468","Andrew Erik Feitosa","Morato","https://s.glbimg.com/es/sde/f/2017/04/28/773338b7d4efec23c8bd970486c9ff68_FORMATO.png",86227,24,"SAO","ata","Contundido",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_FORMATO.png",86143,24,"ATL","zag","Provável",0.2,5.84,0.01,3.97,14,"Atlético-PR",1,NA,11,6,1,3,2,18,9,6,NA,NA,2,NA,NA,NA,NA,NA
"470","Miguel Angel Borja Hernandez","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,24,"PAL","ata","Nulo",0,14.86,-0.37,2.25,14,"Palmeiras",3,NA,16,6,14,12,3,19,4,NA,NA,NA,3,NA,NA,NA,NA,NA
"471","Arnaldo Manoel de Almeida","Arnaldo","https://s.glbimg.com/es/sde/f/2017/05/19/ff6d87578b92fff5c4d0ff68a60fc859_FORMATO.png",78497,24,"BOT","lat","Provável",0,9.76,0,4.92,17,"Botafogo",2,NA,24,2,NA,27,NA,46,34,7,NA,1,NA,NA,NA,NA,NA,NA
"472","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2017/04/18/9a9a735957f9522e9ffcf1664bd29a44_FORMATO.png",86410,24,"BOT","lat","Provável",8.5,13.21,0.47,4.8,19,"Botafogo",4,NA,19,NA,5,18,NA,43,33,9,NA,NA,1,NA,NA,NA,NA,NA
"473","Douglas Alan Schuck Friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2017/04/25/f36c749de572dbbaf8a43b8b71309942_FORMATO.png",78584,24,"AVA","gol","Provável",4.2,10.03,-1.07,9.45,15,"Avaí",2,NA,1,NA,NA,5,NA,1,NA,9,NA,NA,NA,NA,40,14,NA,1
"474","Marcos de Paula Dutra","Marcos","https://s.glbimg.com/es/sde/f/2017/04/27/f3d654b20ab83c212a2a18dab411b2e0_FORMATO.png",78495,24,"ATL","gol","Provável",0.7,1.36,-0.04,4.73,3,"Atlético-GO",1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,5,2,NA,NA
"475","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/19/a258f3bd57275dfde4062d53fea35126_FORMATO.png",78605,24,"COR","mei","Provável",0,7.87,0,2.76,21,"Corinthians",3,1,28,4,1,22,NA,46,43,NA,NA,NA,1,NA,NA,NA,NA,NA
"476","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,24,"PAL","ata","Nulo",0,6.23,-1.37,2.56,20,"Palmeiras",2,NA,18,5,7,15,4,40,15,NA,1,NA,4,NA,NA,NA,NA,NA
"477","Jean Mota Oliveira de Sousa","Jean Mota","https://s.glbimg.com/es/sde/f/2017/05/02/6f250e3510eb4a5cf33223d20befd72c_FORMATO.png",78548,24,"SAN","mei","Provável",2.1,5.28,0.31,3.17,19,"Santos",1,NA,7,4,7,21,NA,55,31,NA,NA,2,NA,NA,NA,NA,NA,NA
"478","Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,24,"CHA","gol","Provável",4.7,5.22,0.11,1.28,23,"Chapecoense",1,NA,NA,NA,NA,9,NA,21,NA,6,NA,NA,NA,NA,25,36,NA,NA
"479","Bryan Silva Garcia","Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",78632,24,"CRU","lat","Provável",0,3.28,0,1.32,4,"Cruzeiro",1,NA,4,1,1,5,NA,11,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"480","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2017/05/19/68d8c5dda3ea6323520ddfd58086f176_FORMATO.png",86411,24,"ATL","lat","Nulo",0,3.43,0,2.22,11,"Atlético-GO",NA,NA,14,5,4,7,6,30,13,2,NA,NA,NA,NA,NA,NA,NA,NA
"481","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2017/04/24/842ad25f4c670bababfa051fb5fb8ca6_FORMATO.png",86859,24,"VIT","mei","Nulo",0,4,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2017/04/23/01565939c1e8813f9c1cc7cf9faeb903_FORMATO.png",78715,24,"GRE","mei","Dúvida",-0.8,14.82,-0.57,3.57,17,"Grêmio",4,NA,34,7,12,27,3,70,19,NA,NA,3,4,NA,NA,NA,NA,NA
"483","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,24,"PAL","mei","Provável",3.7,6.94,0.76,1.14,20,"Palmeiras",4,1,33,4,6,19,1,46,23,NA,NA,2,NA,NA,NA,NA,NA,NA
"484","Richard Cândido Coelho","Richard","https://s.glbimg.com/es/sde/f/2017/08/19/525a2fd7bb807a508e3f99a5d1285034_FORMATO.png",86711,24,"FLU","mei","Nulo",5.4,2.33,1.33,5.4,1,"Fluminense",NA,NA,2,NA,NA,1,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Jonathan Francisco Lemos","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/27/f0005dbb8cf4d46b99cf08acf8949256_FORMATO.png",86713,24,"ATL","lat","Provável",4.5,2.85,0.25,2.12,11,"Atlético-GO",1,NA,6,2,3,3,NA,20,11,2,NA,NA,NA,NA,NA,NA,NA,NA
"486","Iury Lirio Freitas de Castilho","Iury","https://s.glbimg.com/es/sde/f/2017/04/28/0bdfd4fa134d2a07bf26cd328dcd9cf7_FORMATO.png",89695,24,"AVA","ata","Nulo",0,1.68,0,0.5,1,"Avaí",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2017/08/30/61e2143d4bf6e2d3ed0ce11f995be203_FORMATO.png",86519,24,"SPO","mei","Contundido",0,4.41,0,1.63,18,"Sport",2,NA,27,13,7,24,2,102,18,NA,NA,2,1,NA,NA,NA,NA,NA
"488","Rodrigo Vasconcelos Oliveira","Rodrigo","https://s.glbimg.com/es/sde/f/2017/05/01/6d2201a3689f5a71696f8b8eacbd9646_FORMATO.png",86935,24,"SPO","mei","Nulo",0,3.85,0,2,6,"Sport",1,NA,8,NA,NA,4,NA,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Edson Carlos Santos Lima Junior","Capa","https://s.glbimg.com/es/sde/f/2017/04/28/4a0d17271060eaf419c78016735076ee_FORMATO.png",86874,24,"AVA","lat","Provável",8.4,12.95,0.96,4.67,23,"Avaí",5,NA,42,2,10,65,4,124,51,10,NA,1,NA,NA,NA,NA,1,NA
"490","Caio César da Silva Silveira","Caio César","https://s.glbimg.com/es/sde/f/2017/04/28/c9789925a7e321c7432e9e22a2b5a2c9_FORMATO.png",86974,24,"AVA","mei","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Leonardo Gomes da Conceição Silva","Leonardo","https://s.glbimg.com/es/sde/f/2017/04/23/0cd6a2a3718c7c36858e7d11ad867645_FORMATO.png",86973,24,"GRE","lat","Dúvida",0,2.79,0,3.95,4,"Grêmio",NA,NA,6,NA,NA,1,NA,12,7,2,NA,NA,NA,NA,NA,NA,NA,NA
"492","Eduardo Gabriel dos Santos Bauermann","Eduardo Bauermann","https://s.glbimg.com/es/sde/f/2017/05/25/590ba3c156c116d43014e1e9b5d4e74f_FORMATO.png",86970,24,"ATL","zag","Nulo",-0.3,2.47,-0.72,1.58,8,"Atlético-GO",NA,NA,4,NA,1,5,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"493","Lucas Gonçalves Reis Santos","Lucas Rex","https://s.glbimg.com/es/sde/f/2017/08/18/9e40a3e5256626c0192b3adef4243677_FORMATO.jpeg",86745,24,"GRE","zag","Nulo",0,2,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,24,"BOT","zag","Nulo",0,0.78,0,1.14,5,"Botafogo",2,1,10,NA,1,4,NA,16,4,3,NA,NA,NA,NA,NA,NA,NA,NA
"495","Cicero Clebson Alves Santana","Cícero","https://s.glbimg.com/es/sde/f/2017/05/04/4ce602dbb0545123e778ce27a88ca159_FORMATO.png",87158,24,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,24,"SAN","lat","Provável",0,10.65,0,4.45,8,"Santos",NA,NA,5,2,3,6,NA,20,5,5,1,NA,NA,NA,NA,NA,NA,NA
"497","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2017/04/23/f8b4218756c0dc59793c36159228a00f_FORMATO.png",86757,24,"GRE","ata","Provável",3.2,10.28,0.51,4.15,20,"Grêmio",1,NA,10,11,11,11,1,20,11,NA,1,2,5,NA,NA,NA,NA,NA
"498","Luiz Humberto da Silva Silva","Beto da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/0cfa7b8af32ec84883ccf9a0d610b0d0_FORMATO.png",87028,24,"GRE","ata","Nulo",0,2.75,0,0.45,2,"Grêmio",NA,NA,2,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
