"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","CV","FC","FD","FF","FS","I","PE","RB","SG","FT","A","G","PP","DD","GS","GC","DP"
"499","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2017/04/23/56c2f46953852255c8d3c1a685ecd757_FORMATO.png",87008,24,"GRE","gol","Nulo",0,4.77,0,2.18,5,"Grêmio",NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,5,7,NA,NA
"500","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2017/04/20/3b8a82a4adde6089a76eea746b858971_FORMATO.png",87225,24,"COR","zag","Nulo",0,9.12,0,4.9,14,"Corinthians",NA,NA,5,2,3,8,NA,18,15,7,NA,NA,1,NA,NA,NA,NA,NA
"501","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2017/04/23/eff5699ee67d7b1a4f3c4cf923789370_FORMATO.png",86764,24,"ATL","lat","Nulo",4.2,13.66,0.4,5.68,21,"Atlético-PR",1,NA,22,5,4,35,10,70,24,8,NA,4,4,NA,NA,NA,NA,NA
"502","Matheus Vieira Campos Peixoto","Matheus Peixoto","https://s.glbimg.com/es/sde/f/2017/02/21/9a6be83af417e88aab380c4245ab7655_FORMATO.png",87098,24,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/458569d2d0c260a004befc5988da9350_FORMATO.png",86759,24,"GRE","ata","Nulo",0,20.87,0,7.37,15,"Grêmio",1,NA,17,15,14,36,3,75,21,NA,NA,6,5,1,NA,NA,NA,NA
"504","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,24,"ATL","gol","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Eduardo Augusto Baptista Miguel","Eduardo Baptista","https://s.glbimg.com/es/sde/f/2017/09/21/c6a1b3f0f45e2d4b713c17d8fb179f4e_FORMATO.png",87211,24,"PON","tec","Provável",0,9.82,0,2.81,9,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png",86766,24,"ATL","mei","Dúvida",1.4,4.32,0.38,1.01,19,"Atlético-PR",4,NA,25,4,NA,14,1,36,16,NA,NA,1,1,NA,NA,NA,NA,NA
"507","Luiz Eduardo Fleuri Pacheco","Dudu",NA,89919,24,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2017/04/06/b362899a01b537ee09468f95d34f40f7_FORMATO.png",86797,24,"CRU","ata","Nulo",8,3.02,-1.21,3.54,10,"Cruzeiro",2,NA,6,NA,3,13,1,7,9,NA,NA,1,2,NA,NA,NA,NA,NA
"509","Gabriel Costa França","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/03/2f4037ee6c2ce20e96ff5cb1f6db210f_FORMATO.png",87393,24,"ATL","zag","Provável",1.1,8.71,-0.41,3.47,14,"Atlético-MG",1,NA,19,2,6,11,1,27,17,4,NA,NA,1,NA,NA,NA,NA,NA
"510","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2017/04/23/a4d7cefcde751da5dcf52b042baafbb5_FORMATO.png",87228,24,"COR","lat","Provável",4.5,10.27,0.87,4.66,20,"Corinthians",3,NA,13,2,3,25,4,67,9,14,NA,2,2,NA,NA,NA,NA,NA
"511","Jordi Almeida","Jordi","https://s.glbimg.com/es/sde/f/2017/04/17/8a166ba697085a60b3f3b7d74a9c6114_FORMATO.png",86776,24,"VAS","gol","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Caíque Silva Sá","Caíque Sá","https://s.glbimg.com/es/sde/f/2017/05/28/8c084fed591a67a554da06e53f403549_FORMATO.png",87437,24,"VIT","lat","Contundido",-1.3,2.6,-1.11,3.46,10,"Vitória",1,NA,25,1,3,14,2,41,19,4,NA,NA,NA,NA,NA,NA,NA,NA
"513","Henrique Gelain Custódio","Henrique Gelain","https://s.glbimg.com/es/sde/f/2017/04/24/048b1eb6ff970a66fa5eb5087290c03b_FORMATO.png",86783,24,"COR","lat","Contundido",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Matheus Reis de Lima","Matheus Reis","https://s.glbimg.com/es/sde/f/2017/07/28/c0ea66c25e44744e6dca2de152c06395_FORMATO.png",87486,24,"BAH","lat","Nulo",0,5.29,0,2.2,17,"Bahia",4,NA,25,1,1,22,NA,51,15,6,NA,1,NA,NA,NA,NA,NA,NA
"515","Julio Buffarini","Buffarini","https://s.glbimg.com/es/sde/f/2016/08/18/4be0e28d27402ead434d4b7dae9ea797_FORMATO.png",87350,24,"SAO","lat","Nulo",0,7.28,0,2.67,7,"São Paulo",NA,NA,10,NA,2,6,NA,20,9,1,NA,1,NA,NA,NA,NA,NA,NA
"516","Walter Kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2017/04/23/42279ad5c60655b3336944e26189eda5_FORMATO.png",87342,24,"GRE","zag","Nulo",0,9.47,0,2.69,15,"Grêmio",5,NA,21,NA,2,9,2,32,16,7,1,NA,NA,NA,NA,NA,NA,NA
"517","Vitor Frezarin Bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png",87552,24,"SAN","mei","Contundido",0,9.29,0,1.51,8,"Santos",2,NA,6,1,4,12,NA,20,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Luís Vinícius da Silva Matos","Vinicius","https://s.glbimg.com/es/sde/f/2017/02/20/d2acf5df4ac30ffcbc7bd264583d6467_FORMATO.png",86861,24,"VIT","zag","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Rodrigo de Souza Prado","Rodrigão","https://s.glbimg.com/es/sde/f/2017/04/25/3901e3335987512552a1dcdc23413368_FORMATO.png",87398,24,"ATL","zag","Nulo",0,2.97,0,2.8,3,"Atlético-MG",NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"520","Santiago Tréllez Vivero","Tréllez","https://s.glbimg.com/es/sde/f/2017/08/30/598c84f830fc79d588e9be7667c7c973_FORMATO.png",87679,24,"VIT","ata","Provável",8.2,4.72,1.33,2.74,10,"Vitória",1,NA,29,5,5,8,4,24,3,NA,1,NA,4,NA,NA,NA,NA,NA
"521","Leonardo Araújo dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2017/04/24/6b4eee4e3d34200c6f23e434a79f4af3_FORMATO.png",87743,24,"COR","ata","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"522","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2017/05/19/78c75bce6fe9af97abe3a17761c64821_FORMATO.png",89930,24,"ATL","mei","Provável",6.7,6.78,1.02,2.94,23,"Atlético-GO",5,NA,22,8,15,14,1,84,32,NA,1,3,2,NA,NA,NA,NA,NA
"523","Emilio Enrique Zeballos Gutiérrez","Zeballos","https://s.glbimg.com/es/sde/f/2017/04/25/002d92dbfd9e5915f565d1ba437c95d5_FORMATO.png",87859,24,"CHA","lat","Contundido",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Yago Felipe da Costa Rocha","Yago","https://s.glbimg.com/es/sde/f/2017/06/22/23cefb71d6b2d4a53d900e9e4e2abfee_FORMATO.png",87747,24,"VIT","mei","Provável",3.7,2.64,0.57,1.68,15,"Vitória",3,1,21,5,6,29,1,33,15,NA,NA,NA,1,NA,NA,NA,NA,NA
"525","Felipe Gedoz da Conceição","Felipe Gedoz ","https://s.glbimg.com/es/sde/f/2017/04/23/b22d35fda6b1ebe5b12170bfaf1dced7_FORMATO.png",87864,24,"ATL","mei","Provável",8.1,8.68,-0.34,3.07,6,"Atlético-PR",1,NA,8,2,3,7,1,13,1,NA,1,NA,2,NA,NA,NA,NA,NA
"526","Giorgian Daniel de Arrascaeta Benedetti","Arrascaeta","https://s.glbimg.com/es/sde/f/2017/04/05/c7a931941057f3ba5a13209ed19a41f1_FORMATO.png",87863,24,"CRU","mei","Provável",0.7,7.64,-0.52,2.83,7,"Cruzeiro",NA,NA,5,8,5,14,NA,27,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Jefferson Gabriel Orejuela Izquierdo","Orejuela","https://s.glbimg.com/es/sde/f/2017/07/25/8654cd4e835c77cc1301a2b0c7faa426_FORMATO.png",87874,24,"FLU","mei","Provável",0,8.3,0,1.21,18,"Fluminense",2,1,22,NA,NA,23,NA,35,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Bruno de Jesus Pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2017/04/27/fcbcf7704c49830f8c99c33ecbadb435_FORMATO.png",90061,24,"ATL","lat","Provável",6.7,8.96,1.3,3.1,22,"Atlético-GO",4,NA,28,2,3,50,NA,54,22,3,NA,5,NA,NA,NA,NA,NA,NA
"529","Júnior Nazareno Sornoza Moreira","Sornoza","https://s.glbimg.com/es/sde/f/2017/07/25/622af95364dd391adb267d847b26b76d_FORMATO.png",87877,24,"FLU","mei","Nulo",0,12.72,0,3.17,3,"Fluminense",1,NA,1,1,1,2,NA,7,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"530","John Stiven Mendoza Valencia","Mendoza","https://s.glbimg.com/es/sde/f/2017/07/28/3526a1e303bf419c36b347c3684a027f_FORMATO.png",90031,24,"BAH","ata","Provável",3.1,5.14,-0.22,4.4,19,"Bahia",NA,NA,19,9,18,24,1,48,22,NA,NA,1,4,NA,NA,NA,NA,NA
"531","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2017/02/18/1797455db8d122f09c954f551c9c8350_FORMATO.png",89976,24,"VIT","lat","Provável",0,11.19,0,3.12,12,"Vitória",5,NA,19,1,1,9,2,25,26,3,NA,NA,NA,NA,NA,NA,NA,NA
"532","Fernando Alexander Guerrero Vásquez","Fernando Guerrero","https://s.glbimg.com/es/sde/f/2017/08/17/e1574093b8b1ab5f5337d0aefef4d120_FORMATO.png",87872,24,"CHA","mei","Contundido",0,2.89,0,-1.5,2,"Chapecoense",1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Bruno Henrique Pinto","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png",90285,24,"SAN","ata","Provável",0,14.19,0,5.25,18,"Santos",3,1,44,10,9,51,5,58,16,NA,1,7,5,NA,NA,NA,NA,NA
"534","Fabián Cornelio Balbuena González","Balbuena","https://s.glbimg.com/es/sde/f/2017/04/19/104f0248fd96daefe11d16e064dd8ce9_FORMATO.png",87887,24,"COR","zag","Provável",6.9,11.77,0.65,6.39,19,"Corinthians",3,NA,8,1,5,14,3,40,26,12,NA,1,3,NA,NA,NA,NA,NA
"535","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2017/04/23/bbc1e20f5a841fe3d2fc8cbf1553e368_FORMATO.png",90290,24,"GRE","mei","Dúvida",0,3.25,0,0.73,10,"Grêmio",1,NA,5,NA,NA,5,NA,8,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"536","Teodoro Junio Barbosa de Araújo","Araújo","https://s.glbimg.com/es/sde/f/2016/04/30/8da3cdd181e04b0c114f91c721ad89b1_FORMATO.png",90334,24,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Luiz Fernando Ferreira Maximiliano","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/07/25/b1dafe35e50cc680c9452d9dafbc9522_FORMATO.png",90366,24,"FLU","mei","Contundido",0,1.94,0,1.1,2,"Fluminense",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Geremias Ribeiro Júnior","Júnior","https://s.glbimg.com/es/sde/f/2017/06/09/2e36d120085f3fb7908f2921ee4c592e_FORMATO.png",87946,24,"VIT","ata","Nulo",0,1.04,0,0.84,5,"Vitória",NA,NA,1,NA,1,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2017/04/24/9a0112f0276ff9f2806956277d2eb848_FORMATO.png",90309,24,"VIT","ata","Nulo",0,4.34,0,2.06,22,"Vitória",4,NA,23,7,17,12,10,56,11,NA,2,4,2,NA,NA,NA,NA,NA
"540","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,24,"BOT","mei","Nulo",0,2.8,0,-0.4,6,"Botafogo",1,NA,1,NA,1,3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","Gustavo Henrique Furtado Scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2017/07/25/d139933474f638abe42c53dcd21a981b_FORMATO.png",87999,24,"FLU","mei","Provável",7.6,13.21,1.31,4.17,22,"Fluminense",NA,NA,17,22,19,35,1,125,21,NA,2,7,1,NA,NA,NA,NA,NA
"542","Jefferson Vasconcelos Braz da Silva ","Jefferson Nem","https://s.glbimg.com/es/sde/f/2017/07/05/e19ea6817dece25a3dba36acabd4ea9f_FORMATO.png",90455,24,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Moisés Roberto Barbosa","Moisés","https://s.glbimg.com/es/sde/f/2017/04/20/341682456801d7e2449a82062f6ef9be_FORMATO.png",90444,24,"COR","lat","Nulo",0,3.02,0,3.57,3,"Corinthians",NA,NA,4,NA,1,NA,NA,5,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"544","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2017/04/23/ad145ff7dd594174acc3863cb2569b83_FORMATO.png",90532,24,"GRE","mei","Nulo",4.4,9.51,-0.05,4.34,18,"Grêmio",3,NA,13,2,1,39,NA,42,43,NA,NA,NA,1,NA,NA,NA,NA,NA
"545","Warian dos Santos Souza","Warian Santos ","https://s.glbimg.com/es/sde/f/2017/04/20/1a20f671d81a1495fe94257a7faedb29_FORMATO.png",88030,24,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"546","Raul José Cardoso","Raul","https://s.glbimg.com/es/sde/f/2016/04/30/20baeb0768cee2ef5e7e760abad4ddfa_FORMATO.png",90531,24,"GRE","lat","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2017/08/22/5218f0e7d3620fdf31c4115509777d95_FORMATO.png",90566,24,"COR","mei","Nulo",-0.6,1.11,-0.96,-0.2,7,"Coritiba",1,NA,5,3,NA,5,2,21,2,NA,NA,1,NA,1,NA,NA,NA,NA
"548","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2017/04/05/144a762b27b789eee8fd1c1a682c0512_FORMATO.png",90535,24,"CRU","mei","Nulo",0,3.3,0,4.2,1,"Cruzeiro",NA,NA,NA,NA,1,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Sergio Antonio Soler de Oliveira Junior","Serginho","https://s.glbimg.com/es/sde/f/2017/02/19/6aca0b072c6eeca65b6dc51c30de4a50_FORMATO.png",88002,24,"SAN","mei","Nulo",2.6,1.85,0.27,1.3,2,"Santos",NA,NA,1,NA,NA,1,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"550","Ramon Menezes Roma","Ramon","https://s.glbimg.com/es/sde/f/2016/05/01/bf444d7eaf1a2853f33faef276c4a9a0_FORMATO.png",88087,24,"VIT","zag","Provável",0.5,4.35,-1.07,2.31,11,"Vitória",3,NA,19,1,2,14,NA,18,7,5,NA,NA,NA,NA,NA,NA,NA,NA
"551","Daniel Guedes da Silva","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2017/05/02/700b428f14849c2f8f5eb9286d7adf03_FORMATO.png",88225,24,"SAN","lat","Provável",-1.4,3.51,-1.2,3.76,8,"Santos",2,2,17,1,1,8,NA,16,11,4,NA,1,1,NA,NA,NA,NA,NA
"552","Jefferson de Sousa Ferreira","Jefferson","https://s.glbimg.com/es/sde/f/2017/09/10/890a3dbeb4400e8e9910aca9b225fc13_FORMATO.jpeg",90586,24,"SPO","zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Ivan Quaresma da Silva","Ivan","https://s.glbimg.com/es/sde/f/2017/05/02/8546a4c5536f1d3e6ebc74e89daef4c3_FORMATO.png",88136,24,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Rodrigo Gomes dos Santos","Rodrigão","https://s.glbimg.com/es/sde/f/2017/07/07/cb596c22b44400d38cf56cab0476618c_FORMATO.png",90651,24,"BAH","ata","Dúvida",0.4,5.39,0.24,3.68,12,"Bahia",1,NA,16,9,10,9,10,28,3,NA,NA,2,4,NA,NA,NA,NA,NA
"555","Jair Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2017/04/23/2fb7d8d8b307b409308c2dfefeace799_FORMATO.png",92180,24,"BOT","tec","Provável",7.35,12.59,0.16,4.36,24,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Iago Ângelo Dias","Iago","https://s.glbimg.com/es/sde/f/2017/04/24/6d1258d426eef6b245dc52182b65814b_FORMATO.png",88417,24,"COR","ata","Dúvida",-1,3.81,-0.1,-0.04,11,"Coritiba",NA,NA,5,1,2,4,3,14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Ángel Rodrigo Romero Villamayor","Ángel Romero","https://s.glbimg.com/es/sde/f/2017/04/19/bb57c60e890655dd351f891eb27fdb2c_FORMATO.png",88323,24,"COR","ata","Provável",4.2,12.33,0.84,4.13,18,"Corinthians",7,NA,21,8,6,56,12,69,35,NA,NA,2,2,NA,NA,NA,NA,NA
"558","Jean Patrick Reis","Jean Patrick","https://s.glbimg.com/es/sde/f/2017/07/04/96daa554c0f24c012a1cb27045d67975_FORMATO.png",88379,24,"PON","lat","Nulo",0,2.86,0,2.57,3,"Ponte Preta",NA,NA,5,NA,NA,2,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"559","Luiz Fernando Moraes dos Santos","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/04/27/50e52c4a6961abbf9a5a1232332cdfd3_FORMATO.png",90715,24,"ATL","mei","Provável",16.7,5.73,2.24,1.87,20,"Atlético-GO",3,NA,19,5,4,20,7,36,10,NA,1,1,3,NA,NA,NA,NA,NA
"560","Gustavo Cascardo de Assis","Cascardo","https://s.glbimg.com/es/sde/f/2017/04/23/772a99574fe81da3c28fa586c83c7c91_FORMATO.png",90587,24,"ATL","lat","Nulo",0,3.17,0,2.65,9,"Atlético-PR",NA,NA,7,1,NA,13,1,22,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"561","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2017/04/24/a585ecd4b08d42c62414a32c9103edc3_FORMATO.png",90634,24,"CHA","mei","Provável",3.3,2.95,0.42,1.46,10,"Chapecoense",3,NA,21,1,3,6,NA,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Yuri Oliveira Lima","Yuri","https://s.glbimg.com/es/sde/f/2016/07/05/6918c687f15258af809e99a14e04318e_FORMATO.png",90569,24,"SAN","mei","Nulo",0,0.79,0,-0.67,9,"Santos",3,NA,14,1,NA,4,NA,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Elias Martello Curzel","Elias","https://s.glbimg.com/es/sde/f/2017/04/24/d39a7668ae872daf6e04f923e0d16a54_FORMATO.png",90843,24,"CHA","gol","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Wallace Ribeiro Barato","Wallace","https://s.glbimg.com/es/sde/f/2017/02/20/aa36264462b556b6c72220d5db2ba3f1_FORMATO.png",90892,24,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","João Vitor Pereira de Alcantara","João Vitor ","https://s.glbimg.com/es/sde/f/2017/04/27/5e240c8d3c51257cd78fe820f6453aa5_FORMATO.png",88539,24,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Vinicius Rodolfo de Souza Oliveira","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,24,"BOT","ata","Nulo",0,1.91,0,3.45,2,"Botafogo",NA,NA,2,NA,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"567","Lucas de Figueiredo Crispim","Lucas Crispim","https://s.glbimg.com/es/sde/f/2016/05/01/f060208d1a949d93507611b7e4fbd24b_FORMATO.png",88597,24,"SAN","mei","Nulo",0,2.29,0,-0.3,1,"Santos",NA,NA,1,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2017/04/24/c4a8873e3ad989db3e40b7149ed51789_FORMATO.png",90768,24,"CHA","zag","Provável",6.4,4.25,1.12,1.88,11,"Chapecoense",5,NA,16,1,NA,8,NA,15,9,3,NA,NA,1,NA,NA,NA,NA,NA
"569","Lucas Fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2017/07/26/1701b04d674659c12ac0715a0b58adbd_FORMATO.png",90899,24,"ATL","ata","Nulo",0,4.25,0,1.76,9,"Atlético-PR",NA,NA,8,3,2,14,2,14,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Igor Ribeiro de Jesus","Igor","https://s.glbimg.com/es/sde/f/2017/08/30/e792b551e6a9ca62b2bb2b2d25533d6b_FORMATO.png",88667,24,"SPO","zag","Nulo",0,5.8,0,6.2,1,"Sport",NA,NA,2,NA,NA,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Bruno Jacinto da Silva","Bruno Paulista","https://s.glbimg.com/es/sde/f/2017/07/08/baeb57a463f93f78065135fdc122eded_FORMATO.png",88933,24,"VAS","mei","Nulo",0,5.69,0,1.87,8,"Vasco",4,NA,9,4,7,14,NA,18,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"572","Walter Luiz Silva de Araujo","Luizão","https://s.glbimg.com/es/sde/f/2017/06/22/5b6da4a5651cbd0822f33cea7f49be63_FORMATO.png",86724,24,"COR","zag","Nulo",0,0.81,0,-0.27,6,"Coritiba",4,NA,9,1,1,4,1,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"573","Romulo dos Santos de Souza","Romulo","https://s.glbimg.com/es/sde/f/2017/04/28/039439859f768160af8a4dc5be23db1b_FORMATO.png",89696,24,"AVA","ata","Suspenso",-3.3,7.93,-0.37,1.52,22,"Avaí",3,NA,29,8,11,29,5,51,15,NA,NA,NA,2,NA,NA,NA,NA,NA
"574","Jean Carlos de Souza Irmer","Jean","https://s.glbimg.com/es/sde/f/2017/04/06/d3926623525ad9fc2a3896099f523066_FORMATO.png",89150,24,"VAS","mei","Provável",10.9,12.05,1.4,4.5,22,"Vasco",6,NA,41,5,9,31,NA,46,62,NA,NA,1,1,NA,NA,NA,NA,NA
"575","Esteban Andrés Pavez Suazo","Pavez","https://s.glbimg.com/es/sde/f/2017/07/25/36e2606ea7c16d592e3d39df8f817fae_FORMATO.png",90959,24,"ATL","mei","Provável",2.6,4.76,0.43,2.46,8,"Atlético-PR",1,NA,10,3,3,2,NA,22,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Jean Paulo Fernandes Filho","Jean","https://s.glbimg.com/es/sde/f/2017/07/28/d36fdad47b0813c57a2b46c71ec4af32_FORMATO.png",90933,24,"BAH","gol","Provável",7.6,12.64,0.69,4.18,24,"Bahia",2,NA,1,NA,NA,2,NA,21,NA,7,NA,NA,NA,NA,44,32,NA,1
"577","Alison Vicente da Silva","Alison","https://s.glbimg.com/es/sde/f/2017/02/14/cd74f75d4225633af1942d07603f11cf_FORMATO.png",91003,24,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"578","Ânderson Balbino Assis","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,24,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"579","Maurício Andreazzi Pereira","Andreazzi","https://s.glbimg.com/es/sde/f/2017/04/24/2e3edae4ff2b6836e1ea7f55380193fa_FORMATO.png",89253,24,"BOT","mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"580","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2017/05/01/44325047a16fc8c2d5d2dbee3907eb6a_FORMATO.png",91001,24,"SPO","lat","Nulo",0,0.76,0,-0.33,3,"Sport",NA,NA,9,1,NA,2,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
