"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","PE","RB","SG","G","CV","I","PP","DD","GS","DP","GC"
"295","Joeliton Lima Santos","Mansur","https://s.glbimg.com/es/sde/f/2016/07/05/885bc2c7afe242e7ce810bccdccd27cc_FORMATO.png",79553,30,"ATL","lat","Nulo",0,5,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2017/04/24/3fb41a018fb2c9084cb4800fba9b6607_FORMATO.png",79066,30,"FLA","gol","Nulo",0,5.11,0,3.58,6,"Flamengo",NA,NA,1,NA,NA,3,NA,5,NA,3,NA,NA,NA,NA,5,4,NA,NA
"297","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,30,"CHA","zag","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2017/04/24/5b71e14cce546da5e531c172e54e0ce2_FORMATO.png",85629,30,"COR","mei","Nulo",0,6,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,30,"CRU","mei","Nulo",0,4.81,0,1.34,15,"Cruzeiro",2,3,23,1,4,12,NA,35,20,NA,NA,1,1,NA,NA,NA,NA,NA
"300","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,30,"PAL","mei","Nulo",0,3.59,0,3.47,3,"Palmeiras",NA,NA,2,1,NA,1,NA,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"301","João Paulo Silva Martins","João Paulo","https://s.glbimg.com/es/sde/f/2017/05/02/f85d6ca954388c9c5635f0e28f95b5cf_FORMATO.png",85425,30,"SAN","gol","Nulo",0,2.97,0,10.7,1,"Santos",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,NA,NA,NA
"302","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2017/05/02/5c01ab099352ecad2baaa0a00f978720_FORMATO.png",85591,30,"PON","lat","Contundido",0,4,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/4b0d7dac70db84093f533231220f3287_FORMATO.png",68987,30,"PON","mei","Contundido",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/22/e7d5b223d7908854c81e04f0e7e0fcc0_FORMATO.png",79578,30,"CRU","ata","Contundido",0,7.43,0,3.75,15,"Cruzeiro",NA,2,32,4,6,25,NA,10,12,NA,6,NA,13,1,NA,NA,NA,NA
"305","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/458569d2d0c260a004befc5988da9350_FORMATO.png",86759,30,"GRE","ata","Provável",-1.6,19.21,-0.65,6.51,17,"Grêmio",6,2,19,15,16,39,NA,84,23,NA,5,NA,4,1,NA,NA,NA,NA
"306","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,30,"PAL","zag","Nulo",0,3.05,0,0.92,4,"Palmeiras",NA,1,2,1,1,4,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,30,"ATL","gol","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2017/05/02/d7292ead1ddbe03d301309fe8a47b770_FORMATO.png",69010,30,"PON","gol","Nulo",0,5.22,0,7,1,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA
"309","Andrew Erik Feitosa","Morato","https://s.glbimg.com/es/sde/f/2017/04/28/773338b7d4efec23c8bd970486c9ff68_FORMATO.png",86227,30,"SAO","ata","Contundido",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2017/04/23/eff5699ee67d7b1a4f3c4cf923789370_FORMATO.png",86764,30,"ATL","lat","Nulo",0.5,12.79,-0.18,4.75,27,"Atlético-PR",4,2,27,6,5,46,NA,80,30,8,4,NA,12,NA,NA,NA,NA,NA
"311","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png",69012,30,"ATL","gol","Nulo",0,5.43,0,3.35,2,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,2,2,NA,NA
"312","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2017/04/18/9a9a735957f9522e9ffcf1664bd29a44_FORMATO.png",86410,30,"BOT","lat","Provável",9,13.38,1.34,4.55,25,"Botafogo",NA,4,24,2,7,26,NA,51,45,9,1,NA,1,NA,NA,NA,NA,NA
"313","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2017/04/23/c091af2e156b654e15abd7e687d0aeb2_FORMATO.png",86766,30,"ATL","mei","Nulo",-0.3,4.01,-0.26,0.96,24,"Atlético-PR",1,5,28,4,2,14,NA,45,21,NA,1,NA,1,NA,NA,NA,NA,NA
"314","Jordi Almeida","Jordi","https://s.glbimg.com/es/sde/f/2017/04/17/8a166ba697085a60b3f3b7d74a9c6114_FORMATO.png",86776,30,"VAS","gol","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2017/05/19/68d8c5dda3ea6323520ddfd58086f176_FORMATO.png",86411,30,"ATL","lat","Nulo",0,3.74,0,2.18,12,"Atlético-GO",NA,NA,14,5,4,7,NA,30,14,2,NA,NA,6,NA,NA,NA,NA,NA
"316","Henrique Gelain Custódio","Henrique Gelain","https://s.glbimg.com/es/sde/f/2017/04/24/048b1eb6ff970a66fa5eb5087290c03b_FORMATO.png",86783,30,"COR","lat","Contundido",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2017/04/23/cfc485340a51d2cf63f5fd033c85b2f1_FORMATO.png",69282,30,"GRE","ata","Nulo",0,8.19,0,2.57,15,"Grêmio",1,4,18,5,3,17,NA,26,9,NA,4,NA,9,NA,NA,NA,NA,NA
"318","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2017/04/06/b362899a01b537ee09468f95d34f40f7_FORMATO.png",86797,30,"CRU","ata","Contundido",0,2.4,0,3.53,11,"Cruzeiro",1,2,6,NA,3,13,NA,7,11,NA,2,NA,1,NA,NA,NA,NA,NA
"319","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,30,"CRU","zag","Provável",3.6,8.28,0.75,3.23,4,"Cruzeiro",NA,NA,NA,NA,NA,3,NA,5,2,2,NA,NA,1,NA,NA,NA,NA,NA
"320","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,30,"CHA","mei","Nulo",0,2.45,0,1.37,7,"Chapecoense",NA,NA,2,2,1,4,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,30,"PAL","ata","Provável",6.6,8.06,-1.56,4.02,23,"Palmeiras",4,2,23,6,8,22,1,50,23,NA,5,NA,4,NA,NA,NA,NA,NA
"322","Ivan Quaresma da Silva","Ivan","https://s.glbimg.com/es/sde/f/2017/05/02/8546a4c5536f1d3e6ebc74e89daef4c3_FORMATO.png",88136,30,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,30,"PAL","lat","Nulo",0,4.32,0,1.14,5,"Palmeiras",NA,NA,3,1,2,1,NA,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"324","Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,30,"CHA","gol","Provável",8.4,6.03,2.14,1.55,29,"Chapecoense",NA,1,NA,NA,NA,12,NA,30,NA,8,NA,NA,NA,NA,29,42,1,NA
"325","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2017/04/24/842ad25f4c670bababfa051fb5fb8ca6_FORMATO.png",86859,30,"VIT","mei","Nulo",0,4,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,30,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA
"327","Paulo Sérgio de Oliveira","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/07/b665d8639383dbe3e6bc9401b9dadddb_FORMATO.png",69016,30,"ATL","mei","Provável",4.2,7.46,0.99,4.36,17,"Atlético-GO",1,3,35,4,13,33,2,52,33,NA,2,NA,1,NA,NA,NA,NA,NA
"328","Luís Vinícius da Silva Matos","Vinicius","https://s.glbimg.com/es/sde/f/2017/02/20/d2acf5df4ac30ffcbc7bd264583d6467_FORMATO.png",86861,30,"VIT","zag","Nulo",0,2,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Everton Felipe de Oliveira Silva","Everton Felipe","https://s.glbimg.com/es/sde/f/2017/08/30/61e2143d4bf6e2d3ed0ce11f995be203_FORMATO.png",86519,30,"SPO","mei","Contundido",0,4.41,0,1.63,18,"Sport",2,2,27,13,7,24,NA,102,18,NA,1,NA,2,NA,NA,NA,NA,NA
"330","Paulo Roberto da Silva","Paulo Roberto","https://s.glbimg.com/es/sde/f/2017/04/20/ab90dca3a15edcb4ef4af21626e0d3a9_FORMATO.png",69047,30,"COR","mei","Nulo",0,3.53,0,2.32,5,"Corinthians",2,NA,3,1,NA,3,NA,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2017/04/23/7fa8d8853f5f9b5502dcde923aababee_FORMATO.png",69018,30,"ATL","mei","Nulo",0,5.04,0,0.48,5,"Atlético-PR",NA,2,3,NA,NA,5,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Luiz Otávio da Silva Santos","Luiz Otávio ","https://s.glbimg.com/es/sde/f/2017/04/25/239f4dc20386b0bc2988aa004f7c02b7_FORMATO.png",86863,30,"CHA","zag","Nulo",0,6.4,0,2.38,10,"Chapecoense",1,2,13,3,4,NA,NA,22,10,2,1,1,NA,NA,NA,NA,NA,NA
"333","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,30,"PAL","mei","Provável",1.6,6.78,0.2,1.48,26,"Palmeiras",2,4,43,6,6,28,NA,66,35,NA,NA,1,1,NA,NA,NA,NA,NA
"334","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2017/04/23/3edce5d707460f97a267436370d60be7_FORMATO.png",69138,30,"ATL","ata","Nulo",0,2.07,0,-1.22,16,"Atlético-PR",NA,4,31,2,8,15,NA,52,5,NA,NA,NA,8,NA,NA,NA,NA,NA
"335","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,30,"SAN","gol","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2017/05/17/6b570687f8d47a6998a08f7f27fdd4ac_FORMATO.png",69177,30,"COR","lat","Provável",2.8,5.6,-0.83,2.77,16,"Coritiba",1,6,29,1,1,25,NA,59,32,3,NA,NA,NA,NA,NA,NA,NA,NA
"337","Jonathan Francisco Lemos","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/27/f0005dbb8cf4d46b99cf08acf8949256_FORMATO.png",86713,30,"ATL","lat","Provável",4.1,3.1,0.43,2.25,17,"Atlético-GO",NA,2,14,3,4,6,NA,41,26,3,NA,NA,1,NA,NA,NA,NA,1
"338","Richard Cândido Coelho","Richard","https://s.glbimg.com/es/sde/f/2017/08/19/525a2fd7bb807a508e3f99a5d1285034_FORMATO.png",86711,30,"FLU","mei","Provável",0.5,3.23,-0.63,4.23,6,"Fluminense",NA,NA,7,NA,2,6,NA,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Rodrigo Vasconcelos Oliveira","Rodrigo","https://s.glbimg.com/es/sde/f/2017/05/01/6d2201a3689f5a71696f8b8eacbd9646_FORMATO.png",86935,30,"SPO","mei","Dúvida",0,3.33,-0.13,1.52,8,"Sport",NA,1,8,NA,NA,5,NA,10,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Edson Carlos Santos Lima Junior","Capa","https://s.glbimg.com/es/sde/f/2017/04/28/4a0d17271060eaf419c78016735076ee_FORMATO.png",86874,30,"AVA","lat","Nulo",0,11.49,0,4.37,27,"Avaí",1,5,45,2,10,78,NA,140,57,10,NA,NA,4,NA,NA,NA,NA,1
"341","Pablo Nascimento Castro","Pablo","https://s.glbimg.com/es/sde/f/2017/04/20/c99a3be1e61944db1aad05f99ed5b954_FORMATO.png",69165,30,"COR","zag","Nulo",0,11.4,0,4.67,18,"Corinthians",NA,2,11,2,10,8,NA,23,19,11,NA,NA,NA,NA,NA,NA,NA,NA
"342","Lucas Gonçalves Reis Santos","Lucas Rex","https://s.glbimg.com/es/sde/f/2017/08/18/9e40a3e5256626c0192b3adef4243677_FORMATO.jpeg",86745,30,"GRE","zag","Nulo",0,2,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Walter Luiz Silva de Araujo","Luizão","https://s.glbimg.com/es/sde/f/2017/06/22/5b6da4a5651cbd0822f33cea7f49be63_FORMATO.png",86724,30,"COR","zag","Nulo",0,0.79,0,-0.52,7,"Coritiba",NA,5,9,1,1,4,NA,8,3,1,NA,NA,1,NA,NA,NA,NA,NA
"344","Martín Andrés Silva","Martín Silva","https://s.glbimg.com/es/sde/f/2017/04/06/5380df54d3b16b7d46117c5173040d3d_FORMATO.png",69249,30,"VAS","gol","Provável",-1.5,7.14,-2.46,2.48,30,"Vasco",NA,2,NA,NA,NA,5,NA,20,NA,8,NA,NA,NA,NA,40,39,NA,NA
"345","Eduardo Gabriel dos Santos Bauermann","Eduardo Bauermann","https://s.glbimg.com/es/sde/f/2017/05/25/590ba3c156c116d43014e1e9b5d4e74f_FORMATO.png",86970,30,"ATL","zag","Nulo",0,2.28,0,1.4,11,"Atlético-GO",NA,NA,7,NA,1,6,NA,9,5,2,NA,NA,1,NA,NA,NA,NA,NA
"346","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2017/04/23/f8b4218756c0dc59793c36159228a00f_FORMATO.png",86757,30,"GRE","ata","Provável",5.1,10.74,0.76,4.02,26,"Grêmio",2,1,13,17,16,23,1,29,17,NA,5,NA,1,NA,NA,NA,NA,NA
"347","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,30,"BOT","zag","Nulo",0,0.78,0,1.14,5,"Botafogo",NA,2,10,NA,1,4,NA,16,4,3,NA,1,NA,NA,NA,NA,NA,NA
"348","Caio César da Silva Silveira","Caio César","https://s.glbimg.com/es/sde/f/2017/04/28/c9789925a7e321c7432e9e22a2b5a2c9_FORMATO.png",86974,30,"AVA","mei","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Reinaldo Rueda Rivera","Reinaldo Rueda","https://s.glbimg.com/es/sde/f/2017/08/15/f70ca24058c7afc7bcf48280e01aa139_FORMATO.png",69486,30,"FLA","tec","Provável",2.61,12.68,-0.48,4.6,10,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,30,"SAN","lat","Dúvida",0,10.39,0,4.19,15,"Santos",NA,3,12,1,2,12,NA,50,15,8,2,NA,NA,NA,NA,NA,NA,NA
"351","Romulo Borges Monteiro","Romulo","https://s.glbimg.com/es/sde/f/2017/04/24/b61c326027e887dd7e7893e82ca94121_FORMATO.png",70009,30,"FLA","mei","Dúvida",0,5.08,0,0.57,8,"Flamengo",NA,1,9,3,NA,2,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2017/04/23/56c2f46953852255c8d3c1a685ecd757_FORMATO.png",87008,30,"GRE","gol","Nulo",0,4.77,0,2.18,5,"Grêmio",NA,NA,NA,NA,NA,1,NA,2,NA,2,NA,NA,NA,NA,5,7,NA,NA
"353","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2017/04/24/fbeeb71f969362dfd7489a955a0a5b00_FORMATO.png",70132,30,"COR","mei","Provável",3.8,5.49,0.72,2.22,21,"Coritiba",NA,3,34,4,8,11,1,48,39,NA,NA,NA,2,NA,NA,NA,NA,NA
"354","Luiz Humberto da Silva Silva","Beto da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/0cfa7b8af32ec84883ccf9a0d610b0d0_FORMATO.png",87028,30,"GRE","ata","Nulo",1.2,3.14,0.27,1.14,7,"Grêmio",NA,1,5,NA,NA,4,NA,2,3,NA,1,NA,4,NA,NA,NA,NA,NA
"355","Leonardo Gomes da Conceição Silva","Leonardo","https://s.glbimg.com/es/sde/f/2017/04/23/0cd6a2a3718c7c36858e7d11ad867645_FORMATO.png",86973,30,"GRE","lat","Nulo",0,2.79,0,3.95,4,"Grêmio",NA,NA,6,NA,NA,1,NA,12,7,2,NA,NA,NA,NA,NA,NA,NA,NA
"356","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2017/04/23/f0381b648963d11c0a911835d6b060da_FORMATO.png",69705,30,"ATL","mei","Provável",0.9,8.2,0.58,2.13,26,"Atlético-PR",2,2,25,15,11,40,1,93,22,NA,2,1,3,1,NA,NA,NA,NA
"357","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2017/04/24/219907d77bba093529105f5b79abce53_FORMATO.png",70173,30,"FLA","mei","Contundido",0,4.25,0,0.94,5,"Flamengo",NA,NA,5,1,1,9,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Eduardo Augusto Baptista Miguel","Eduardo Baptista","https://s.glbimg.com/es/sde/f/2017/09/21/c6a1b3f0f45e2d4b713c17d8fb179f4e_FORMATO.png",87211,30,"PON","tec","Provável",1.13,8.81,0.06,2.51,14,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Cicero Clebson Alves Santana","Cícero","https://s.glbimg.com/es/sde/f/2017/05/04/4ce602dbb0545123e778ce27a88ca159_FORMATO.png",87158,30,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2017/04/20/3b8a82a4adde6089a76eea746b858971_FORMATO.png",87225,30,"COR","zag","Nulo",3.1,9.04,-0.45,4.59,18,"Corinthians",NA,NA,8,2,4,11,NA,24,21,8,1,NA,NA,NA,NA,NA,NA,NA
"361","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2017/04/24/80440f6618b79e66630f3d1bd8709562_FORMATO.png",70058,30,"COR","mei","Provável",0,3.89,0,0.98,17,"Coritiba",2,3,21,6,6,14,1,45,10,NA,NA,NA,2,NA,NA,NA,NA,NA
"362","Matheus Vieira Campos Peixoto","Matheus Peixoto","https://s.glbimg.com/es/sde/f/2017/02/21/9a6be83af417e88aab380c4245ab7655_FORMATO.png",87098,30,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,30,"SAN","lat","Dúvida",8.5,11.62,1.43,4.41,14,"Santos",1,2,9,2,3,14,1,38,13,8,NA,NA,NA,NA,NA,NA,NA,NA
"364","Fillipe Soutto Mayor Nogueira Ferreira","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2017/06/05/17f3216f11db1702707de11a5f0b6854_FORMATO.png",70581,30,"VIT","mei","Nulo",0,3.91,0,2.35,12,"Vitória",2,1,13,2,2,6,NA,23,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Fellipe Ramos Ignez Bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2017/04/19/2333e7afbab5775fa04708f8532bdf88_FORMATO.png",70116,30,"COR","mei","Nulo",0,3.07,0,0.5,4,"Corinthians",NA,NA,1,1,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Walter Kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2017/04/23/42279ad5c60655b3336944e26189eda5_FORMATO.png",87342,30,"GRE","zag","Nulo",0,10.9,0,3.18,19,"Grêmio",NA,7,27,NA,3,13,1,39,26,9,NA,NA,3,NA,NA,NA,NA,NA
"367","Fábio Luiz Carille de Araújo","Fábio Carille","https://s.glbimg.com/es/sde/f/2017/04/22/b5151c5cf6b267103af7605949496c18_FORMATO.png",70696,30,"COR","tec","Provável",2.36,11.72,-0.32,4.22,29,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2017/08/18/0b1e935b70a3d6471d8aa121da9f7140_FORMATO.png",70742,30,"CHA","mei","Contundido",0,6.21,0,1.98,18,"Chapecoense",2,NA,28,3,11,25,2,46,14,NA,NA,NA,1,NA,NA,NA,NA,NA
"369","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2017/04/23/a4d7cefcde751da5dcf52b042baafbb5_FORMATO.png",87228,30,"COR","lat","Provável",5.5,10.3,-0.04,3.99,26,"Corinthians",3,4,18,2,4,30,NA,88,14,15,2,NA,4,NA,NA,NA,NA,NA
"370","Gabriel Costa França","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/03/2f4037ee6c2ce20e96ff5cb1f6db210f_FORMATO.png",87393,30,"ATL","zag","Provável",1.1,8.89,0.2,3.4,20,"Atlético-MG",NA,2,24,2,6,17,NA,36,25,6,1,NA,1,NA,NA,NA,NA,NA
"371","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png",70666,30,"PON","zag","Nulo",0,11.3,0,4.02,26,"Ponte Preta",NA,4,16,2,3,29,1,42,39,9,NA,NA,1,NA,NA,NA,NA,NA
"372","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2017/04/22/9ee14b744ca9f1e250cc299b955bc6e9_FORMATO.png",70916,30,"CRU","lat","Provável",6.9,13.23,1,4.38,25,"Cruzeiro",3,4,26,4,4,30,1,91,44,10,NA,NA,2,NA,NA,NA,NA,1
"373","Rodrigo de Souza Prado","Rodrigão","https://s.glbimg.com/es/sde/f/2017/04/25/3901e3335987512552a1dcdc23413368_FORMATO.png",87398,30,"ATL","zag","Nulo",0,2.97,0,2.8,3,"Atlético-MG",NA,NA,2,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"374","Brenner Marlos Varanda de Oliveira","Brenner","https://s.glbimg.com/es/sde/f/2017/07/21/eba301f5c887ff5cf7a3f94b5f6eb918_FORMATO.png",80080,30,"BOT","ata","Provável",9.3,7.95,1.54,4.67,11,"Botafogo",1,NA,15,1,7,12,NA,10,5,NA,5,NA,7,NA,NA,NA,NA,NA
"375","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/09/04/f252554797209a70ab4bd0e0cf7e8692_FORMATO.jpeg",70944,30,"PAL","mei","Suspenso",-0.1,9.28,-0.03,3.89,13,"Palmeiras",1,3,32,2,8,13,NA,28,27,NA,2,NA,NA,NA,NA,NA,NA,NA
"376","Jackson de Souza","Jackson","https://s.glbimg.com/es/sde/f/2017/07/28/de12cacc448f4add788473ff0d4009bf_FORMATO.png",70934,30,"BAH","zag","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
