"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","FC","FD","FF","FS","FT","G","I","PE","RB","PP","SG","DD","GS","DP","GC"
"507","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2017/04/23/56c2f46953852255c8d3c1a685ecd757_FORMATO.png",87008,23,"GRE","gol","Nulo",0,4.77,0,2.18,5,"Grêmio",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,2,5,7,NA,NA
"508","Luiz Humberto da Silva Silva","Beto da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/0cfa7b8af32ec84883ccf9a0d610b0d0_FORMATO.png",87028,23,"GRE","ata","Nulo",0,2.75,0,0.45,2,"Grêmio",NA,NA,NA,2,NA,NA,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA
"509","João Vitor Pereira de Alcantara","João Vitor ","https://s.glbimg.com/es/sde/f/2017/04/27/5e240c8d3c51257cd78fe820f6453aa5_FORMATO.png",88539,23,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Leandro Alves de Carvalho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,23,"BOT","mei","Contundido",2.2,3.07,-0.18,3.02,6,"Botafogo",NA,1,NA,5,1,NA,6,NA,1,NA,10,8,NA,NA,NA,NA,NA,NA
"511","Matheus Vieira Campos Peixoto","Matheus Peixoto","https://s.glbimg.com/es/sde/f/2017/02/21/9a6be83af417e88aab380c4245ab7655_FORMATO.png",87098,23,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Wanderson de Jesus Martins","Caju","https://s.glbimg.com/es/sde/f/2016/05/01/54af0c3c3d1522543c64c18ca5a50a22_FORMATO.png",89342,23,"SAN","lat","Nulo",0,3.83,0,3.3,1,"Santos",NA,NA,NA,1,NA,NA,1,NA,NA,NA,6,3,NA,NA,NA,NA,NA,NA
"513","Lucas de Figueiredo Crispim","Lucas Crispim","https://s.glbimg.com/es/sde/f/2016/05/01/f060208d1a949d93507611b7e4fbd24b_FORMATO.png",88597,23,"SAN","mei","Nulo",0,2.29,0,-0.3,1,"Santos",NA,NA,NA,1,NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"514","Cicero Clebson Alves Santana","Cícero","https://s.glbimg.com/es/sde/f/2017/05/04/4ce602dbb0545123e778ce27a88ca159_FORMATO.png",87158,23,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Vinicius Rodolfo de Souza Oliveira","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,23,"BOT","ata","Nulo",0,1.91,0,3.45,2,"Botafogo",NA,NA,NA,2,NA,NA,1,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"516","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,23,"SAN","lat","Nulo",3.6,10.65,0.04,4.45,8,"Santos",NA,NA,NA,5,2,3,6,1,NA,NA,20,5,NA,5,NA,NA,NA,NA
"517","Waltenecir da Silva Ramos Júnior","Júnior Ramos","https://s.glbimg.com/es/sde/f/2017/02/21/f383d4a15e59c944585c2931a507d422_FORMATO.png",95054,23,"BAH","mei","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Luis Guilherme Castro de Melo","Luis Guilherme","https://s.glbimg.com/es/sde/f/2017/04/25/f29f6e2b42f604bc517f157512d669f6_FORMATO.png",95023,23,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Thalis Henrique Cantanhede","Thalis ","https://s.glbimg.com/es/sde/f/2017/04/03/a4b96c74f796865cee82e21548874cc4_FORMATO.png",95022,23,"ATL","mei","Nulo",0,0.81,0,0.2,1,"Atlético-MG",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"520","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2017/04/20/3b8a82a4adde6089a76eea746b858971_FORMATO.png",87225,23,"COR","zag","Nulo",0,9.12,0,4.9,14,"Corinthians",NA,NA,NA,5,2,3,8,NA,1,NA,18,15,NA,7,NA,NA,NA,NA
"521","Igor Ribeiro de Jesus","Igor","https://s.glbimg.com/es/sde/f/2017/08/30/e792b551e6a9ca62b2bb2b2d25533d6b_FORMATO.png",88667,23,"SPO","zag","Nulo",0,5.8,0,6.2,1,"Sport",NA,NA,NA,2,NA,NA,2,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA
"522","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2017/04/23/f49ad5df5316c41a536cbc083724ee17_FORMATO.png",89190,23,"CRU","ata","Nulo",0,4,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Jean Carlos de Souza Irmer","Jean","https://s.glbimg.com/es/sde/f/2017/04/06/d3926623525ad9fc2a3896099f523066_FORMATO.png",89150,23,"VAS","mei","Provável",0,10.65,0,4.2,21,"Vasco",1,6,NA,41,5,9,29,NA,1,NA,45,56,NA,NA,NA,NA,NA,NA
"524","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2017/04/23/a4d7cefcde751da5dcf52b042baafbb5_FORMATO.png",87228,23,"COR","lat","Provável",0,9.4,0,4.67,19,"Corinthians",2,3,NA,12,2,2,24,NA,2,4,63,9,NA,13,NA,NA,NA,NA
"525","Gabriel Costa França","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/03/2f4037ee6c2ce20e96ff5cb1f6db210f_FORMATO.png",87393,23,"ATL","zag","Provável",3.5,9.12,0.3,3.65,13,"Atlético-MG",NA,1,NA,18,1,5,10,NA,1,1,25,17,NA,4,NA,NA,NA,NA
"526","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,23,"CRU","mei","Contundido",0,5.29,0,1.69,13,"Cruzeiro",NA,4,NA,16,NA,8,23,NA,NA,NA,55,22,NA,NA,NA,NA,NA,NA
"527","Julio Buffarini","Buffarini","https://s.glbimg.com/es/sde/f/2016/08/18/4be0e28d27402ead434d4b7dae9ea797_FORMATO.png",87350,23,"SAO","lat","Nulo",3.1,7.28,-0.18,2.67,7,"São Paulo",1,NA,NA,10,NA,2,6,NA,NA,NA,20,9,NA,1,NA,NA,NA,NA
"528","Victor Luiz Prestes Filho","Vitinho","https://s.glbimg.com/es/sde/f/2016/07/13/fec7b396e3ea32757d4728bef42864b5_FORMATO.png",95260,23,"CRU","lat","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","Bruno Jacinto da Silva","Bruno Paulista","https://s.glbimg.com/es/sde/f/2017/07/08/baeb57a463f93f78065135fdc122eded_FORMATO.png",88933,23,"VAS","mei","Nulo",0.4,5.69,0.07,1.87,8,"Vasco",NA,4,NA,9,4,7,14,NA,NA,NA,18,10,NA,NA,NA,NA,NA,NA
"530","Onitlasi Júnior de Moraes Rodrigues","Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/f4c96c6b48180d485af9f86fa6068922_FORMATO.png",95058,23,"FLA","lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","Caíque Silva Sá","Caíque Sá","https://s.glbimg.com/es/sde/f/2017/05/28/8c084fed591a67a554da06e53f403549_FORMATO.png",87437,23,"VIT","lat","Provável",5.5,3.71,0.19,3.99,9,"Vitória",NA,1,NA,23,1,3,14,NA,NA,2,40,19,NA,4,NA,NA,NA,NA
"532","Wildson Silva de Melo","Índio","https://s.glbimg.com/es/sde/f/2017/05/11/4fd214518b14eb3d936a1bb566f6945f_FORMATO.png",95180,23,"SPO","ata","Nulo",0,2.26,0,3.7,1,"Sport",NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"533","Nicolas Vichiatto da Silva","Nicolas","https://s.glbimg.com/es/sde/f/2017/04/23/056a95089efcf92df7bb3f732a875306_FORMATO.png",95127,23,"ATL","lat","Nulo",0,3.55,0,0.76,5,"Atlético-PR",NA,1,NA,5,NA,NA,NA,NA,NA,NA,17,2,NA,2,NA,NA,NA,NA
"534","Walter Kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2017/04/23/42279ad5c60655b3336944e26189eda5_FORMATO.png",87342,23,"GRE","zag","Provável",2.6,9.47,-0.47,2.69,15,"Grêmio",NA,5,NA,21,NA,2,9,1,NA,2,32,16,NA,7,NA,NA,NA,NA
"535","Gustavo Costa da Silva Machado","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2017/05/11/fc43f1baa7f4e4d8e73b07ba4f24137e_FORMATO.png",95798,23,"BOT","mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","Rodrigo de Souza Prado","Rodrigão","https://s.glbimg.com/es/sde/f/2017/04/25/3901e3335987512552a1dcdc23413368_FORMATO.png",87398,23,"ATL","zag","Nulo",0,2.97,0,2.8,3,"Atlético-MG",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA
"537","Matheus Reis de Lima","Matheus Reis","https://s.glbimg.com/es/sde/f/2017/07/28/c0ea66c25e44744e6dca2de152c06395_FORMATO.png",87486,23,"BAH","lat","Nulo",0,5.29,0,2.2,17,"Bahia",1,4,NA,25,1,1,22,NA,NA,NA,51,15,NA,6,NA,NA,NA,NA
"538","Lucas Henrique dos Santos","Luquinhas","https://s.glbimg.com/es/sde/f/2017/07/25/62b49e3ba4744a1658b2d570e24c046c_FORMATO.png",95263,23,"FLU","mei","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Ânderson Balbino Assis","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,23,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Santiago Tréllez Vivero","Tréllez","https://s.glbimg.com/es/sde/f/2017/08/30/598c84f830fc79d588e9be7667c7c973_FORMATO.png",87679,23,"VIT","ata","Nulo",2.6,3.39,0.33,2.13,9,"Vitória",NA,1,NA,26,4,5,6,1,3,4,23,3,NA,NA,NA,NA,NA,NA
"541","Vitor Frezarin Bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png",87552,23,"SAN","mei","Contundido",0,9.29,0,1.51,8,"Santos",NA,2,NA,6,1,4,12,NA,NA,NA,20,9,NA,NA,NA,NA,NA,NA
"542","Gustavo Marcelo Cardoso Soares","Índio","https://s.glbimg.com/es/sde/f/2017/04/24/f40e8a88ce85dc28ee0a123c0052d946_FORMATO.png",95315,23,"COR","ata","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Bruno Cesar Xavier Sislo","Bruno Xavier","https://s.glbimg.com/es/sde/f/2017/09/12/af20dea8b6143f0705dd30ad937ed4c1_FORMATO.png",95288,23,"SPO","mei","Nulo",-1.1,0.79,-0.21,-1.1,1,"Sport",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"544","Yago Felipe da Costa Rocha","Yago","https://s.glbimg.com/es/sde/f/2017/06/22/23cefb71d6b2d4a53d900e9e4e2abfee_FORMATO.png",87747,23,"VIT","mei","Provável",0,2.07,0,1.54,14,"Vitória",NA,3,1,20,4,4,27,NA,1,1,30,14,NA,NA,NA,NA,NA,NA
"545","João Pedro Maturano dos Santos","João Pedro ","https://s.glbimg.com/es/sde/f/2017/04/24/c6945a1446c818fed3c475afef47a6a8_FORMATO.png",89273,23,"CHA","lat","Contundido",0,5.87,0,2.3,1,"Chapecoense",NA,NA,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"546","Leonardo Araújo dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2017/04/24/6b4eee4e3d34200c6f23e434a79f4af3_FORMATO.png",87743,23,"COR","ata","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Maurício Andreazzi Pereira","Andreazzi","https://s.glbimg.com/es/sde/f/2017/04/24/2e3edae4ff2b6836e1ea7f55380193fa_FORMATO.png",89253,23,"BOT","mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Matheus de Sales Cabral","Matheus Sales","https://s.glbimg.com/es/sde/f/2017/07/28/3f6f5e42ab4526ee91e011dab0d45545_FORMATO.png",89285,23,"BAH","mei","Nulo",0,4.86,0,2.25,8,"Bahia",1,3,NA,12,1,2,10,NA,NA,1,19,14,NA,NA,NA,NA,NA,NA
"549","Marcio Antonio de Sousa Júnior","Marcinho","https://s.glbimg.com/es/sde/f/2017/05/25/27b1b870560cc8ddfeb933e48b232bb5_FORMATO.png",95332,23,"SAO","ata","Nulo",-0.6,3.94,0.04,1.3,21,"São Paulo",2,3,NA,26,7,11,22,NA,2,1,73,10,NA,NA,NA,NA,NA,NA
"550","Giorgian Daniel de Arrascaeta Benedetti","Arrascaeta","https://s.glbimg.com/es/sde/f/2017/04/05/c7a931941057f3ba5a13209ed19a41f1_FORMATO.png",87863,23,"CRU","mei","Nulo",3.8,8.16,0.33,3.18,6,"Cruzeiro",NA,NA,NA,5,8,5,12,NA,NA,NA,26,7,NA,NA,NA,NA,NA,NA
"551","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2017/05/19/78c75bce6fe9af97abe3a17761c64821_FORMATO.png",89930,23,"ATL","mei","Provável",1.1,5.76,0.23,2.77,22,"Atlético-GO",2,5,NA,20,8,13,13,1,2,1,81,31,NA,NA,NA,NA,NA,NA
"552","Luiz Felipe Schwartz Dal Piva ","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/04/24/7363784a4f9cfb861280071ced864b12_FORMATO.png",95483,23,"CHA","gol","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Matheus Sousa de Jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2017/07/24/650f2b1055213cf87ff282bf2f4a271b_FORMATO.png",95335,23,"SAN","mei","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Emilio Enrique Zeballos Gutiérrez","Zeballos","https://s.glbimg.com/es/sde/f/2017/04/25/002d92dbfd9e5915f565d1ba437c95d5_FORMATO.png",87859,23,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","Carlos Eugenio Júnior Tavares dos Santos","Júnior Tavares","https://s.glbimg.com/es/sde/f/2017/02/09/25d0a51f886e8f5b2db83e4bea6a4e20_FORMATO.png",89343,23,"SAO","lat","Provável",0,12.18,0,4.29,15,"São Paulo",4,2,NA,17,1,6,31,NA,NA,NA,54,19,NA,4,NA,NA,NA,NA
"556","Luiz Eduardo Fleuri Pacheco","Dudu",NA,89919,23,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Diney Silva Da Costa","Dedé",NA,95438,23,"ATL","zag","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Fernando Alexander Guerrero Vásquez","Fernando Guerrero","https://s.glbimg.com/es/sde/f/2017/08/17/e1574093b8b1ab5f5337d0aefef4d120_FORMATO.png",87872,23,"CHA","mei","Contundido",0,2.89,0,-1.5,2,"Chapecoense",NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Felipe Gedoz da Conceição","Felipe Gedoz ","https://s.glbimg.com/es/sde/f/2017/04/23/b22d35fda6b1ebe5b12170bfaf1dced7_FORMATO.png",87864,23,"ATL","mei","Provável",11.6,9.02,1.8,2.06,5,"Atlético-PR",NA,1,NA,7,2,1,4,1,1,NA,7,1,NA,NA,NA,NA,NA,NA
"560","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2017/04/18/8fb7b68bea9068528d9381cfe5c0b32a_FORMATO.png",89492,23,"BOT","gol","Nulo",0,1.18,0,-2,1,"Botafogo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Róger Krug Guedes","Róger Guedes","https://s.glbimg.com/es/sde/f/2017/04/18/8320b12c035d14425a7a1685c28eea51_FORMATO.png",89898,23,"PAL","ata","Nulo",0,6.61,0,2.25,20,"Palmeiras",3,2,NA,32,4,8,26,1,4,6,57,7,NA,NA,NA,NA,NA,NA
"562","Nickson Gabriel Reis Silva","Nickson","https://s.glbimg.com/es/sde/f/2017/04/22/fe8ee314651bfce7367d25049b99720f_FORMATO.png",89676,23,"CRU","ata","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","John Stiven Mendoza Valencia","Mendoza","https://s.glbimg.com/es/sde/f/2017/07/28/3526a1e303bf419c36b347c3684a027f_FORMATO.png",90031,23,"BAH","ata","Provável",4.9,5.36,0.98,4.47,18,"Bahia",1,NA,NA,18,8,17,23,NA,4,1,47,21,NA,NA,NA,NA,NA,NA
"564","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2017/02/18/1797455db8d122f09c954f551c9c8350_FORMATO.png",89976,23,"VIT","lat","Nulo",0,11.19,0,3.12,12,"Vitória",NA,5,NA,19,1,1,9,NA,NA,2,25,26,NA,3,NA,NA,NA,NA
"565","Igor Rabello da Costa","Igor Rabello","https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_FORMATO.png",89493,23,"BOT","zag","Nulo",11.5,12.07,2.04,3.6,18,"Botafogo",NA,4,NA,16,3,4,11,1,NA,1,28,27,NA,7,NA,NA,NA,1
"566","James Dean Araújo de Lima","James Dean","https://s.glbimg.com/es/sde/f/2017/05/01/c92d594519fdaaff86e13dce57f1b587_FORMATO.png",89694,23,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"567","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2017/04/03/f7ef2c1763cfea19e19b624be9bd9f68_FORMATO.png",89693,23,"ATL","lat","Nulo",0,2.69,0,3.17,3,"Atlético-MG",NA,1,NA,4,NA,NA,7,NA,NA,NA,6,4,NA,1,NA,NA,NA,NA
"568","Iury Lirio Freitas de Castilho","Iury","https://s.glbimg.com/es/sde/f/2017/04/28/0bdfd4fa134d2a07bf26cd328dcd9cf7_FORMATO.png",89695,23,"AVA","ata","Nulo",0,1.68,0,0.5,1,"Avaí",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"569","Edilson Borba de Aquino","Orinho","https://s.glbimg.com/es/sde/f/2017/08/22/ed31aa68443f0c457c2a938720aa909d_FORMATO.png",95542,23,"SAN","lat","Dúvida",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Romulo dos Santos de Souza","Romulo","https://s.glbimg.com/es/sde/f/2017/04/28/039439859f768160af8a4dc5be23db1b_FORMATO.png",89696,23,"AVA","ata","Nulo",-2.1,8.3,-0.47,1.75,21,"Avaí",NA,2,NA,27,8,11,29,NA,2,5,50,15,NA,NA,NA,NA,NA,NA
"571","Fabrício Silva Costa","Fabrício","https://s.glbimg.com/es/sde/f/2017/02/14/d7be73cf3ee15933e6b1c7812db4ab8c_FORMATO.png",95539,23,"SPO","mei","Nulo",0,1.37,0,0.39,7,"Sport",1,1,NA,2,2,2,3,NA,NA,1,18,1,NA,NA,NA,NA,NA,NA
"572","Gustavo Henrique Ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2017/07/28/f9a5ac323f358bb4e2d5bbc354956624_FORMATO.png",89815,23,"BAH","mei","Nulo",0,5.11,0,1.05,11,"Bahia",NA,1,NA,8,2,3,6,1,1,NA,15,2,NA,NA,NA,NA,NA,NA
"573","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2017/04/23/bbc1e20f5a841fe3d2fc8cbf1553e368_FORMATO.png",90290,23,"GRE","mei","Dúvida",0,3.25,0,0.73,10,"Grêmio",1,1,NA,5,NA,NA,5,NA,NA,NA,8,4,NA,NA,NA,NA,NA,NA
"574","José Ivaldo Almeida Silva","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2017/04/23/fbf5dd33aaec3e3709c4449e36790a17_FORMATO.png",91866,23,"ATL","zag","Nulo",0,1.97,0,2.86,5,"Atlético-PR",NA,2,NA,5,1,NA,NA,NA,NA,NA,7,7,NA,2,NA,NA,NA,NA
"575","Bruno de Jesus Pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2017/04/27/fcbcf7704c49830f8c99c33ecbadb435_FORMATO.png",90061,23,"ATL","lat","Provável",-0.9,7.66,-1.72,2.93,21,"Atlético-GO",4,4,NA,28,2,3,47,NA,NA,NA,49,21,NA,3,NA,NA,NA,NA
"576","Pedro Henrique Alves de Almeida","Pedro","https://s.glbimg.com/es/sde/f/2017/08/22/62e2c2d281705d4a088eef5df2d3143d_FORMATO.png",95550,23,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"577","Marcelo da Conceição Benevenuto Malaquias","Marcelo","https://s.glbimg.com/es/sde/f/2017/04/18/bcd7b8ce7931a3995c1ac8aaacd657b5_FORMATO.png",95638,23,"BOT","zag","Provável",6.4,5.26,1.21,3.66,10,"Botafogo",NA,1,NA,7,1,3,2,NA,NA,NA,19,11,NA,5,NA,NA,NA,NA
"578","Bruno Henrique Pinto","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png",90285,23,"SAN","ata","Nulo",9.3,14.19,0.12,5.25,18,"Santos",7,3,1,44,10,9,51,1,5,5,58,16,NA,NA,NA,NA,NA,NA
"579","Sander Henrique Bortolotto","Sander","https://s.glbimg.com/es/sde/f/2017/08/30/201f5b3a9c114f0f04655f7ebab2b54e_FORMATO.png",95843,23,"SPO","lat","Provável",0,9.26,0,5.68,13,"Sport",1,1,NA,28,1,1,13,NA,NA,NA,43,35,NA,6,NA,NA,NA,NA
"580","Moisés Roberto Barbosa","Moisés","https://s.glbimg.com/es/sde/f/2017/04/20/341682456801d7e2449a82062f6ef9be_FORMATO.png",90444,23,"COR","lat","Nulo",0,3.02,0,3.57,3,"Corinthians",1,NA,NA,4,NA,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA
"581","Everson Bispo Pereira","Everson","https://s.glbimg.com/es/sde/f/2017/07/04/87c22a7d1e8a2451375d85c6c9d68df9_FORMATO.png",91929,23,"BAH","zag","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"582","Alexis Nahuel Messidoro","Messidoro","https://s.glbimg.com/es/sde/f/2017/09/12/326864703d9b3350751776de5d7e2428_FORMATO.png",95562,23,"CRU","mei","Nulo",0,3.2,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","Renan Gorne Silva","Renan Gorne","https://s.glbimg.com/es/sde/f/2017/04/18/93446ecc92fba9fefb3b8e5fd410ff12_FORMATO.png",95543,23,"BOT","ata","Nulo",0,0.76,0,-3.5,1,"Botafogo",NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2017/04/24/9a0112f0276ff9f2806956277d2eb848_FORMATO.png",90309,23,"VIT","ata","Provável",-0.9,4.34,-0.15,2.06,22,"Vitória",4,4,NA,23,7,17,12,2,2,10,56,11,NA,NA,NA,NA,NA,NA
"585","Lucas Marques de Oliveira","Lucas Marques","https://s.glbimg.com/es/sde/f/2017/04/24/4c115f9e09a83e602fdd887b5915ae16_FORMATO.png",91973,23,"CHA","mei","Nulo",0,3.8,0,3.76,9,"Chapecoense",1,2,NA,17,1,4,6,1,2,NA,29,14,NA,NA,NA,NA,NA,NA
"586","Yan Medeiros Sasse","Yan","https://s.glbimg.com/es/sde/f/2017/04/24/2f02afc14f51ead3d8362b52708edf53_FORMATO.png",96055,23,"COR","mei","Nulo",0,0.79,0,-0.85,2,"Coritiba",NA,1,NA,NA,NA,1,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"587","Jefferson Vasconcelos Braz da Silva ","Jefferson Nem","https://s.glbimg.com/es/sde/f/2017/07/05/e19ea6817dece25a3dba36acabd4ea9f_FORMATO.png",90455,23,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"588","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2017/04/23/ad145ff7dd594174acc3863cb2569b83_FORMATO.png",90532,23,"GRE","mei","Dúvida",5.1,9.56,0.71,4.34,17,"Grêmio",NA,3,NA,12,1,NA,37,NA,1,NA,38,41,NA,NA,NA,NA,NA,NA
