"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FS","PE","RB","FD","FF","I","SG","A","DD","GS","G","PP","FT","DP","CV","GC"
"72","Leonardo da Silva Moura","Léo Moura","https://s.glbimg.com/es/sde/f/2017/04/23/7277c35fed3ff5f997fbf230b96586e4_FORMATO.png",37701,9,"GRE","lat","Contundido",0,11.81,0,6.02,4,"Grêmio",NA,2,6,11,5,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Cícero Santos","Cícero","https://s.glbimg.com/es/sde/f/2017/02/18/6e1bc225f8c1e82f9bea52b09540dd3a_FORMATO.png",37688,9,"SAO","mei","Provável",-0.5,4.87,-0.27,-0.85,8,"São Paulo",2,11,7,12,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,9,"COR","zag","Contundido",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/02/21/1667c807177ee329a96aa2102be09777_FORMATO.png",50645,9,"BAH","lat","Provável",4.4,5.88,0.52,2.69,9,"Bahia",1,14,8,50,14,NA,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"76","Marcelo Grohe","Marcelo Grohe","https://s.glbimg.com/es/sde/f/2017/04/23/33e584cd67faa2ac529fcd131c75ed09_FORMATO.png",37770,9,"GRE","gol","Provável",5,8.94,1.35,1.71,8,"Grêmio",1,NA,NA,1,NA,NA,NA,NA,6,NA,1,6,NA,NA,NA,NA,1,NA
"77","Edimo Ferreira Campos","Edinho","https://s.glbimg.com/es/sde/f/2017/04/24/134bd2592921a7ea460e78f357f4d99a_FORMATO.png",37792,9,"COR","mei","Nulo",0,4.51,0,-0.3,1,"Coritiba",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Rafael Augusto Sobis do Nascimento","Rafael Sobis","https://s.glbimg.com/es/sde/f/2016/07/06/9f448978203e98dc8d4f57f547ed8a44_FORMATO.png",37798,9,"CRU","ata","Provável",-1.1,10.53,-2.19,4.53,3,"Cruzeiro",1,4,2,4,NA,2,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"79","Wagner Ferreira dos Santos","Wagner","https://s.glbimg.com/es/sde/f/2017/04/06/359066aa5d28530d44010771094091ab_FORMATO.png",37674,9,"VAS","mei","Nulo",0,5.49,0,-0.8,1,"Vasco",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/a9d9178f59821bfca73d485e636ad040_FORMATO.png",50856,9,"FLU","zag","Provável",6.2,9.32,0.78,1.56,8,"Fluminense",2,10,13,18,7,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"81","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,9,"SAO","gol","Contundido",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Maicosuel Reginaldo de Matos","Maicosuel","https://s.glbimg.com/es/sde/f/2017/06/07/709c0e1e568158958ad56b554eba55d3_FORMATO.png",37851,9,"SAO","mei","Nulo",0,6.88,0,2.3,5,"São Paulo",NA,1,7,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2016/10/24/daecab9e41dda92b025a194ccf942d0e_FORMATO.png",63128,9,"SAO","zag","Nulo",0,3.28,0,0.9,1,"São Paulo",NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Roger de Oliveira Bernardo","Roger Bernardo","https://s.glbimg.com/es/sde/f/2017/06/22/c2345aa6df43625e0d6ec0ff375de539_FORMATO.png",37934,9,"ATL","mei","Provável",3.3,6.93,-0.07,3.3,1,"Atlético-MG",NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,9,"CHA","lat","Provável",0.9,6.83,-0.39,2.2,9,"Chapecoense",2,18,11,18,9,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,9,"BOT","zag","Nulo",0,6,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Luis Fabiano Clemente","Luis Fabiano","https://s.glbimg.com/es/sde/f/2017/04/17/37ff07beed4a39ead1876fadd586d068_FORMATO.png",37919,9,"VAS","ata","Provável",6.8,15.16,0.98,8.03,7,"Vasco",2,11,11,8,2,4,11,5,NA,2,NA,NA,5,NA,NA,NA,NA,NA
"88","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,9,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Juan Maldonado Jaimez Júnior","Juan","https://s.glbimg.com/es/sde/f/2017/06/07/4171a633f759e859ac04b9293992adf3_FORMATO.png",37705,9,"AVA","mei","Provável",1.2,4.81,-0.22,2,6,"Avaí",2,11,13,21,5,2,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"90","Mário Lúcio Duarte Costa","Aranha","https://s.glbimg.com/es/sde/f/2017/05/02/803e0f7a5e12a827547f82d97fb403f0_FORMATO.png",37984,9,"PON","gol","Provável",8.5,12.36,-0.17,4.76,9,"Ponte Preta",NA,NA,2,4,NA,NA,NA,NA,4,NA,15,11,NA,NA,NA,NA,NA,NA
"91","Anderson Pedro Nunes da Silva Campos","Anderson","https://s.glbimg.com/es/sde/f/2017/02/21/25b8eacc6ff420ba06c12861299fc24b_FORMATO.png",38001,9,"BAH","gol","Nulo",0,0.77,0,-2,1,"Bahia",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Renato Adriano Jacó de Morais","Renato Cajá","https://s.glbimg.com/es/sde/f/2017/05/02/c6dd544b90a2c4194626f51e05b53b4e_FORMATO.png",51319,9,"PON","mei","Provável",-0.7,7.25,-0.46,2.4,5,"Ponte Preta",NA,4,3,17,3,1,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"93","Gustavo Franchin Schiavolin","Gustavo","https://s.glbimg.com/es/sde/f/2017/04/28/1a067ab1f5585036fbe91443094ed603_FORMATO.png",37840,9,"AVA","zag","Provável",0,4.14,-0.39,-0.6,3,"Avaí",1,2,2,4,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Wendel Geraldo Maurício e Silva","Wendel","https://s.glbimg.com/es/sde/f/2017/05/02/4a4ad263fb8caeebedbea1c1bab7d397_FORMATO.png",38021,9,"PON","mei","Nulo",0,4.3,0,1.13,7,"Ponte Preta",1,5,8,3,2,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"95","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,9,"SAN","mei","Nulo",0,4.97,0,1.03,3,"Santos",1,2,3,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Severino dos Ramos Durval da Silva","Durval","https://s.glbimg.com/es/sde/f/2017/05/01/510c7156c6f1b989be6cdcdfb393eb82_FORMATO.png",38100,9,"SPO","zag","Provável",-1,5.94,-1.69,3.38,8,"Sport",NA,5,4,9,9,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"97","Jefferson de Oliveira Galvão","Jefferson","https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_FORMATO.png",38109,9,"BOT","gol","Contundido",0,9,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Danilo Gabriel de Andrade","Danilo","https://s.glbimg.com/es/sde/f/2017/04/19/b627c9025ae6426b1e4397a1e4806a3e_FORMATO.png",38067,9,"COR","mei","Contundido",0,5,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","João Alves de Assis Silva","Jô","https://s.glbimg.com/es/sde/f/2017/04/23/013b2879d66c81bb0e92137fdfe045a8_FORMATO.png",38138,9,"COR","ata","Provável",6.9,12.92,1.23,4.95,9,"Corinthians",NA,17,13,19,1,4,3,11,NA,2,NA,NA,5,NA,NA,NA,NA,NA
"100","Diego Alfredo Lugano Moreno","Lugano","https://s.glbimg.com/es/sde/f/2016/05/01/08944541062646b222c15154448a4d88_FORMATO.png",38062,9,"SAO","zag","Provável",2.3,4.27,-0.35,2.25,2,"São Paulo",1,5,2,6,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2017/04/20/196790f232d428bcd861ad55c55dd8cc_FORMATO.png",51413,9,"COR","gol","Nulo",0,6,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Fernando Buttenbender Prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,9,"PAL","gol","Provável",8,16.96,0.36,6.14,9,"Palmeiras",NA,NA,1,4,NA,NA,NA,NA,3,NA,19,8,NA,NA,NA,NA,NA,NA
"103","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2017/04/28/050f2523a89b53c80e67a8b25d407fea_FORMATO.png",51415,9,"ATL","zag","Provável",1.4,7.33,-0.66,2.99,9,"Atlético-GO",NA,15,17,19,14,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Marcos Vicente dos Santos","Marquinhos","https://s.glbimg.com/es/sde/f/2017/04/28/16b2b3c31dc9b2e904ab87a434b26f8b_FORMATO.png",38150,9,"AVA","mei","Provável",2.5,2.81,0.49,-0.09,8,"Avaí",NA,3,9,33,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"105","Artur Guilherme Moraes Gusmão","Artur Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/5e85a2f95507d900cd0da5a482163c0d_FORMATO.png",38156,9,"CHA","gol","Nulo",0,6,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/02/20/2a67dc4c7c97236fb27abf4dbe5a39fc_FORMATO.png",51792,9,"VIT","zag","Provável",0.8,7.63,-1.99,4.92,4,"Vitória",1,5,2,14,5,NA,2,1,1,1,NA,NA,1,NA,NA,NA,NA,NA
"107","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2017/04/23/d52f6bea6aa2f1491f7bd22855a3e821_FORMATO.png",51705,9,"GRE","zag","Nulo",0,5.11,0,-0.3,1,"Grêmio",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Éverton Augusto de Barros Ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2017/06/06/48433233628904b29b6ff9d418e57dc3_FORMATO.png",51772,9,"FLA","mei","Provável",0,15,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/04/24/854cf1c9afe220c9f2a2751a12f2e7dd_FORMATO.png",52253,9,"FLA","zag","Dúvida",1.4,10.31,-0.27,4.08,9,"Flamengo",1,5,8,15,10,1,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"110","Maicon Thiago Pereira de Souza","Maicon","https://s.glbimg.com/es/sde/f/2017/04/23/2d7990dd22103819070a18092e4a35b7_FORMATO.png",38196,9,"GRE","mei","Nulo",-0.3,7.99,-0.25,0.8,6,"Grêmio",NA,3,5,10,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2017/04/03/444816970098790387faf6c2c5c0444f_FORMATO.png",52950,9,"ATL","gol","Dúvida",-1.8,9.79,-0.33,3.6,9,"Atlético-MG",1,1,NA,7,NA,NA,NA,NA,2,NA,14,11,NA,NA,NA,1,NA,NA
"112","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,9,"BOT","lat","Nulo",0,9.09,0,3.99,7,"Botafogo",1,3,13,7,5,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA
"113","Leandro Salino do Carmo","Leandro Salino","https://s.glbimg.com/es/sde/f/2017/02/20/88732a4309dfb2ee375054e5e944d3cf_FORMATO.png",51905,9,"VIT","lat","Provável",1.9,6.5,-0.5,4.02,6,"Vitória",1,15,16,21,15,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Luiz Guilherme da Conceição Silva","Muriqui","https://s.glbimg.com/es/sde/f/2017/04/06/321312e4d04c0676ddf6e5e30503e413_FORMATO.png",38225,9,"VAS","ata","Nulo",0,3.56,0,0.45,2,"Vasco",NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Frederico Chaves Guedes","Fred","https://s.glbimg.com/es/sde/f/2017/04/03/3c0b9d4407aa9d0eadfb90461cc048e1_FORMATO.png",38162,9,"ATL","ata","Nulo",3.9,15.8,-0.76,3.6,7,"Atlético-MG",1,14,18,15,1,2,5,4,NA,1,NA,NA,2,NA,1,NA,NA,NA
"116","Fábio Santos Romeu","Fábio Santos","https://s.glbimg.com/es/sde/f/2017/04/03/513ae4d7abe5f2024ee9a5cfa9c87bd4_FORMATO.png",38229,9,"ATL","lat","Nulo",0.5,1.81,0.05,0.91,8,"Atlético-MG",3,11,13,30,6,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Lins Lima de Britto","Lins","https://s.glbimg.com/es/sde/f/2017/05/02/152a2c73a115dd6eaae434c953a9c05b_FORMATO.png",53669,9,"PON","ata","Nulo",-0.5,4,-0.05,1.17,7,"Ponte Preta",NA,10,6,15,4,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"118","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2017/04/25/19e52a7282097054fc255711621c8e29_FORMATO.png",54797,9,"CHA","ata","Nulo",0,3.43,-0.32,0.07,6,"Chapecoense",NA,3,2,5,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Robson de Souza","Robinho","https://s.glbimg.com/es/sde/f/2017/04/03/d0fe78529c78b3decfed9ab7ea31e79b_FORMATO.png",38246,9,"ATL","ata","Nulo",1.1,14.1,-0.6,2.99,8,"Atlético-MG",1,7,10,27,11,1,4,6,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"120","Ferdinando Pereira Leda","Ferdinando","https://s.glbimg.com/es/sde/f/2017/04/28/451b8463a985e60f7a6e4d877e47d26e_FORMATO.png",53731,9,"AVA","mei","Nulo",0,5,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Edinaldo Batista Libânio","Grafite","https://s.glbimg.com/es/sde/f/2017/04/23/4fec179a98d9e087859253a2bbf830e4_FORMATO.png",38230,9,"ATL","ata","Provável",-1,6.81,-0.05,0.26,7,"Atlético-PR",1,7,4,15,1,4,3,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"122","Thiago Neves Augusto","Thiago Neves","https://s.glbimg.com/es/sde/f/2017/02/19/6bb6e70216d205ad23e44268eba27692_FORMATO.png",38277,9,"CRU","mei","Provável",0,18.28,0,5.32,6,"Cruzeiro",1,4,8,27,4,9,6,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"123","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,9,"BOT","lat","Contundido",0,8,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,9,"PAL","mei","Contundido",0,10,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Thiago Carleto Alves","Thiago Carleto","https://s.glbimg.com/es/sde/f/2017/05/15/e78cf3d6b6820ad71b0335abf0a64a0b_FORMATO.png",51700,9,"COR","lat","Nulo",0,4.73,0,7,1,"Coritiba",NA,1,2,4,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Wellington Pereira do Nascimento","Wellington Paulista","https://s.glbimg.com/es/sde/f/2017/04/25/063a393c23a936c42fa8d9c6ee455747_FORMATO.png",38279,9,"CHA","ata","Provável",-1,10.42,-0.64,3.44,9,"Chapecoense",2,10,12,18,2,6,5,2,NA,NA,NA,NA,3,NA,1,NA,NA,NA
"127","Roger Rodrigues da Silva","Roger","https://s.glbimg.com/es/sde/f/2017/04/18/6814b99b2a5d61f8e272030ee2784ca0_FORMATO.png",38287,9,"BOT","ata","Provável",12.4,10.19,1.8,5.05,8,"Botafogo",1,8,9,25,6,4,6,12,NA,1,NA,NA,4,NA,NA,NA,NA,NA
"128","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2017/04/03/9fbc7e32d0d9db7b948212b98c23212a_FORMATO.png",54395,9,"ATL","mei","Nulo",-1.2,11.85,-0.54,1.85,8,"Atlético-MG",1,9,7,24,9,2,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"129","Jadson Rodrigues da Silva","Jadson","https://s.glbimg.com/es/sde/f/2017/04/23/74a0bb24699753dd991412e8c67a1623_FORMATO.png",38315,9,"COR","mei","Provável",-2.9,8.56,-1.92,1.05,8,"Corinthians",NA,7,2,43,3,3,6,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"130","Fábio Ferreira da Silva","Fábio Ferreira","https://s.glbimg.com/es/sde/f/2017/05/02/dfab84ee22e942e61a82ff8910b56353_FORMATO.png",38425,9,"PON","zag","Nulo",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Diego Cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2016/04/29/218be31082641b6814a593a00e28a095_FORMATO.png",38431,9,"FLU","gol","Nulo",0,3.91,0,-1,3,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,NA,NA,NA,NA,NA,NA
"132","Vinícius Pacheco dos Santos","Vinícius Pacheco","https://s.glbimg.com/es/sde/f/2017/04/28/c75c0312049c7182d2608025b1772f10_FORMATO.png",38400,9,"AVA","mei","Nulo",0,2.8,0,-0.15,2,"Avaí",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Thiago Heleno Henrique Ferreira","Thiago Heleno","https://s.glbimg.com/es/sde/f/2017/04/23/1f11c20ef0f3dc5415e347a5080e0877_FORMATO.png",38394,9,"ATL","zag","Provável",3.8,8.85,0.57,3.61,7,"Atlético-PR",2,8,5,16,7,NA,1,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"134","Rafael da Silva Francisco","Rafinha","https://s.glbimg.com/es/sde/f/2017/04/22/b38b67b4598e604b5f9219b7e65d47d7_FORMATO.png",38421,9,"CRU","mei","Nulo",0.7,5.96,-0.76,1.41,7,"Cruzeiro",NA,8,14,19,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Márcio Rodrigues Araújo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2017/04/24/034006de65f23dc6ad944d4cbe1fd5d4_FORMATO.png",38311,9,"FLA","mei","Provável",4,7.88,0.42,2.05,9,"Flamengo",1,11,15,19,13,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2016/07/30/7905e0520c53cd23701cb3eddd0d3d19_FORMATO.png",50407,9,"FLU","mei","Nulo",0,3.2,-0.46,-0.27,3,"Fluminense",1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Lucas Pierre Santos Oliveira","Pierre","https://s.glbimg.com/es/sde/f/2016/04/29/ec27531ace1e093fa1db50938eb9132b_FORMATO.png",38440,9,"FLU","mei","Contundido",0,3.54,0,0,1,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/05/18/3541bd5abdd15872a87ca7a41c8b2948_FORMATO.png",50408,9,"VAS","zag","Provável",-1.2,2.77,-1.1,0.91,8,"Vasco",1,8,4,13,5,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Eder Luis de Oliveira","Eder Luis","https://s.glbimg.com/es/sde/f/2017/04/27/a624683a1be2238af9bf43179557bd20_FORMATO.png",38508,9,"VAS","ata","Nulo",0,3,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Edílson Mendes Guimarães","Edílson","https://s.glbimg.com/es/sde/f/2017/04/23/01562d5599dfea4ea49171288751df8a_FORMATO.png",38523,9,"GRE","lat","Provável",2,10.77,-0.09,4.38,6,"Grêmio",2,9,4,13,5,NA,1,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"141","Cleiton Ribeiro Xavier","Cleiton Xavier","https://s.glbimg.com/es/sde/f/2017/02/18/12b5f4babe911d2c08e5e106d926ef3d_FORMATO.png",38530,9,"VIT","mei","Nulo",0,7.06,0,2.15,8,"Vitória",NA,9,5,16,5,2,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"142","Felipe Melo de Carvalho","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,9,"PAL","mei","Contundido",0,8.67,0,1.75,4,"Palmeiras",2,8,5,6,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","André Luiz Tavares","Andrezinho","https://s.glbimg.com/es/sde/f/2017/04/27/6dc513717c37f2d182e388d21a117216_FORMATO.png",38768,9,"VAS","mei","Nulo",0,5.59,0,0.9,2,"Vasco",NA,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Maicon Douglas Sisenando","Maicon","https://s.glbimg.com/es/sde/f/2017/05/31/ef02f85ca8a5590abd7f361e7b0dd858_FORMATO.png",38748,9,"AVA","lat","Provável",-6,4.72,-3.28,-6,1,"Avaí",NA,1,2,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"145","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2017/04/23/fa6eb12f4d4fee6467bb3bb75ccc55ce_FORMATO.png",38738,9,"GRE","mei","Contundido",0,14,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Diego Ribas da Cunha","Diego","https://s.glbimg.com/es/sde/f/2017/04/24/98708ecaf48555700b1ca390667c77fb_FORMATO.png",38909,9,"FLA","mei","Provável",20.6,22.83,2.96,7.53,6,"Flamengo",NA,7,17,25,6,1,5,2,NA,2,NA,NA,3,NA,NA,NA,NA,NA
"147","Matheus Ferraz Pereira","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/ee9c9754f977b8bf74b59867238b6618_FORMATO.png",38632,9,"SPO","zag","Nulo",0,5.46,0,2.67,3,"Sport",1,7,1,6,3,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"148","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2017/04/24/0dc186897635dc55867be6cf89a3666a_FORMATO.png",38852,9,"COR","mei","Contundido",0,4.88,0,-0.1,1,"Coritiba",NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,9,"SAN","ata","Nulo",0,11.4,0,1.25,4,"Santos",1,7,5,4,NA,2,6,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"150","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/04/24/f51b755cd38a02f41c96c2cc347998eb_FORMATO.png",50348,9,"FLA","mei","Nulo",0,8.35,0,-0.95,2,"Flamengo",1,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Onitlasi Júnior de Moraes Rodrigues","Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/f4c96c6b48180d485af9f86fa6068922_FORMATO.png",95058,9,"FLA","lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Yago César da Silva","Yago","https://s.glbimg.com/es/sde/f/2017/04/23/4c090a0a625b4d824e5a755f4a428f46_FORMATO.png",95126,9,"ATL","ata","Nulo",0,1.31,0,-0.9,1,"Atlético-PR",NA,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Alexandro Silva de Souza","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/06/28/2b7b2415b00931bc7ebe03b683cd03be_FORMATO.jpeg",38928,9,"BOT","mei","Provável",-2.5,3.34,-0.54,-0.14,5,"Botafogo",1,4,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
