atletas.nome,atletas.atleta_id,atletas.apelido,atletas.foto,atletas.rodada_id,atletas.clube_id,atletas.posicao_id,atletas.clube.id.full.name,atletas.status_id,atletas.pontos_num,atletas.preco_num,atletas.variacao_num,atletas.media_num,atletas.jogos_num,athletes.atletas.scout,PE,SG,FC,FS,I,RB,FD,A,G,FF,DD,CA,GS,FT,CV,PP,DP,GC,home_score,away_score,goals_dif,casa,opponent
Yerry Fernando Mina González,85241,Yerry Mina,https://s.glbimg.com/es/sde/f/2017/04/18/5d127fbc9c3d26f69de26952da18b809_FORMATO.png,3,PAL,zag,Palmeiras,Provável,2.9,15.27,-2.13,4.75,2,0.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Fora,São Paulo
Miguel Angel Borja Hernandez,86120,Borja,https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png,3,PAL,ata,Palmeiras,Nulo,0.4,20.24,-2.47,8.25,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Fora,São Paulo
Vinícius Pacheco dos Santos,38400,Vinícius Pacheco,https://s.glbimg.com/es/sde/f/2017/04/28/c75c0312049c7182d2608025b1772f10_FORMATO.png,3,AVA,mei,Avaí,Nulo,0.0,3.89,0.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Fora,Chapecoense
Sérgio Dutra Júnior,68784,Júnior Dutra,https://s.glbimg.com/es/sde/f/2017/04/25/448f2fd931dfdfe48b3cb84ea4f0665a_FORMATO.png,3,AVA,ata,Avaí,Provável,0.5,5.6,-1.05,1.45,2,0.0,5.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Fora,Chapecoense
Tagueu Tadjo Diederrick Joel,82787,Joel,https://s.glbimg.com/es/sde/f/2017/04/17/e9a3cbbad82993967304791ab74bdd91_FORMATO.png,3,BOT,ata,Avaí,Nulo,0.4,2.03,-0.59,0.05,2,0.0,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,Fora,Chapecoense
Thiago Neves Augusto,38277,Thiago Neves,https://s.glbimg.com/es/sde/f/2017/02/19/6bb6e70216d205ad23e44268eba27692_FORMATO.png,3,CRU,mei,Cruzeiro,Provável,8.4,17.81,-2.19,8.4,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Santos
John Lennon Silva Santos,73869,Lennon,https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png,3,CRU,lat,Cruzeiro,Nulo,0.0,6.15,0.0,4.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Santos
Lucas Silva Borges,79701,Lucas Silva,https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png,3,CRU,mei,Cruzeiro,Nulo,0.0,6.65,0.0,1.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Santos
Luis Alberto Caicedo Medina,87833,Luis Caicedo,https://s.glbimg.com/es/sde/f/2017/02/19/0fe56c228b48f83796fc15772646cd33_FORMATO.png,3,CRU,zag,Cruzeiro,Dúvida,4.7,6.1,0.1,4.7,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Santos
Anderson Luís de Abreu Oliveira,38852,Anderson,https://s.glbimg.com/es/sde/f/2017/04/24/0dc186897635dc55867be6cf89a3666a_FORMATO.png,3,COR,mei,Coritiba,Contundido,0.0,4.88,0.0,-0.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Vitória
Tiago Real do Prado,70058,Tiago Real,https://s.glbimg.com/es/sde/f/2017/04/24/80440f6618b79e66630f3d1bd8709562_FORMATO.png,3,COR,mei,Coritiba,Nulo,2.2,5.23,-0.77,2.2,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Vitória
Alan Santos da Silva,70132,Alan Santos,https://s.glbimg.com/es/sde/f/2017/04/24/fbeeb71f969362dfd7489a955a0a5b00_FORMATO.png,3,COR,mei,Coritiba,Provável,3.5,5.08,0.34,2.6,2,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Vitória
Rildo de Andrade Felicissimo,73635,Rildo,https://s.glbimg.com/es/sde/f/2017/04/24/e5f2da8b1a9007eed27b4e7ae55d64c2_FORMATO.png,3,COR,ata,Coritiba,Nulo,9.0,7.59,1.59,9.0,1,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Vitória
Walisson Moreira Farias Maia,73991,Walisson Maia,https://s.glbimg.com/es/sde/f/2017/04/24/60830998fb2fc54f511a8d2b5c3a6f25_FORMATO.png,3,COR,zag,Coritiba,Contundido,0.0,4.67,0.0,0.65,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Vitória
Marcelo Grohe,37770,Marcelo Grohe,https://s.glbimg.com/es/sde/f/2017/04/23/33e584cd67faa2ac529fcd131c75ed09_FORMATO.png,3,GRE,gol,Grêmio,Provável,0.0,10.0,0.0,2.35,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,1.0,Fora,Sport
Marcelo Oliveira Ferreira,50328,Marcelo Oliveira,https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png,3,GRE,lat,Grêmio,Contundido,0.0,9.97,0.0,5.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,Fora,Sport
Bruno Rodrigo Fenelon Palomo,51705,Bruno Rodrigo,https://s.glbimg.com/es/sde/f/2017/04/23/d52f6bea6aa2f1491f7bd22855a3e821_FORMATO.png,3,GRE,zag,Grêmio,Nulo,-0.3,5.11,-1.89,-0.3,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,Fora,Sport
Luiz Fernando Pereira da Silva,68758,Fernandinho,https://s.glbimg.com/es/sde/f/2017/04/23/7bc968863bb32cf46c3aa7067b5514f8_FORMATO.png,3,GRE,ata,Grêmio,Nulo,21.1,11.8,5.8,21.1,1,0.0,2.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,Fora,Sport
Gastón Nicolás Fernández,69160,Gastón Fernández,https://s.glbimg.com/es/sde/f/2017/04/23/a007d48b7e937967df107f0fd412e09a_FORMATO.png,3,GRE,mei,Grêmio,Nulo,0.0,5.8,0.0,0.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,Fora,Sport
Matheus Simonete Bressanelli,72491,Bressan,https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png,3,GRE,zag,Grêmio,Nulo,-1.4,2.49,-1.51,-1.4,1,0.0,6.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,Fora,Sport
Everton Sousa Soares,86757,Everton,https://s.glbimg.com/es/sde/f/2017/04/23/f8b4218756c0dc59793c36159228a00f_FORMATO.png,3,GRE,ata,Grêmio,Nulo,7.8,7.18,1.18,7.8,1,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,Fora,Sport
Luiz Humberto da Silva Silva,87028,Beto da Silva,https://s.glbimg.com/es/sde/f/2017/04/23/0cfa7b8af32ec84883ccf9a0d610b0d0_FORMATO.png,3,GRE,ata,Grêmio,Nulo,2.2,3.74,-0.26,2.2,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,Fora,Sport
Nicolas Morês da Cruz,89341,Nicolas Careca,https://s.glbimg.com/es/sde/f/2017/05/25/78e3fa64e4bf629019d9d07d738f97a2_FORMATO.png,3,GRE,ata,Grêmio,Nulo,-0.5,0.74,-0.26,-0.5,1,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,Fora,Sport
Jaílson Marques Siqueira,90290,Jailson,https://s.glbimg.com/es/sde/f/2017/04/23/bbc1e20f5a841fe3d2fc8cbf1553e368_FORMATO.png,3,GRE,mei,Grêmio,Nulo,6.4,4.96,1.86,2.13,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,Fora,Sport
Eduardo Gabriel Aquino Cossa,91201,Pepê,https://s.glbimg.com/es/sde/f/2017/05/28/c8e5c688d849a84450294cc94abf84e3_FORMATO.png,3,GRE,ata,Grêmio,Nulo,0.5,0.97,-0.03,0.5,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,Fora,Sport
Kaio Silva Mendes,92574,Kaio,https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png,3,GRE,mei,Grêmio,Nulo,2.8,3.95,-0.05,2.8,1,0.0,2.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,Fora,Sport
Luiz Filipe da Rosa Machado,96089,Machado,https://s.glbimg.com/es/sde/f/2017/04/23/067af9a9fbef9be7febed7aa5e13f102_FORMATO.png,3,GRE,mei,Grêmio,Nulo,9.7,4.11,3.11,9.7,1,0.0,4.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,Fora,Sport
Conrado Buchanelli Holz,99625,Conrado,0,3,GRE,mei,Grêmio,Nulo,1.5,2.16,0.16,1.5,1,0.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,Fora,Sport
Fernando Galhardo Borges,72150,Fernandinho,https://s.glbimg.com/es/sde/f/2017/05/15/0d7fcc5d70203442a40e54487804a4f8_FORMATO.png,3,PON,lat,Ponte Preta,Nulo,0.0,5.66,0.0,5.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,Fora,Atlético-MG
Marinaldo dos Santos Oliveira,78897,Naldo,https://s.glbimg.com/es/sde/f/2017/05/02/466546b7c0d2a31683ba60341c08ef34_FORMATO.png,3,PON,mei,Ponte Preta,Provável,3.2,6.81,0.87,4.8,2,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,Fora,Atlético-MG
Leonardo Artur de Melo,82644,Léo Artur,https://s.glbimg.com/es/sde/f/2017/05/17/c881bfd0aef6dfdf5a235115b617387f_FORMATO.png,3,PON,mei,Ponte Preta,Nulo,-1.2,1.82,-1.18,-1.2,1,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,Fora,Atlético-MG
Claudio Luiz Rodrigues Parise Leonel,92630,Claudinho,https://s.glbimg.com/es/sde/f/2017/05/25/0e3709e021e17d4870a7160deeec712d_FORMATO.png,3,PON,ata,Ponte Preta,Nulo,0.4,0.88,-0.12,0.4,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,Fora,Atlético-MG
Pablo Nascimento Castro,69165,Pablo,https://s.glbimg.com/es/sde/f/2017/04/20/c99a3be1e61944db1aad05f99ed5b954_FORMATO.png,3,COR,zag,Corinthians,Provável,6.1,10.15,-0.39,3.5,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-GO
Clayton Silveira da Silva,81770,Clayton,https://s.glbimg.com/es/sde/f/2017/04/23/162d940eadf1a0f6216f20a351c326da_FORMATO.png,3,COR,ata,Corinthians,Nulo,-0.8,6.42,-2.58,-0.8,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-GO
Clayson Henrique da Silva Vieira,83817,Clayson,https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png,3,COR,ata,Corinthians,Nulo,4.9,19.37,0.2,11.0,2,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-GO
Colin Kazim-Richards,91519,Kazim,https://s.glbimg.com/es/sde/f/2017/04/23/ad1f8add949fbe2020567092e6cb1ac9_FORMATO.png,3,COR,ata,Corinthians,Nulo,-0.5,2.62,-1.27,-0.5,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-GO
Leonardo Rodrigues Lima,92191,Léo Jabá,https://s.glbimg.com/es/sde/f/2017/04/23/058bb73bb130e252611095356510dc58_FORMATO.png,3,COR,ata,Corinthians,Nulo,0.0,3.68,0.0,1.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,Fora,Atlético-GO
Federico Mancuello,71066,Mancuello,https://s.glbimg.com/es/sde/f/2017/04/24/8f9b227031fc772ea2210db5d441a2e5_FORMATO.png,3,FLA,mei,Flamengo,Provável,9.3,8.44,1.44,9.3,1,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Fora,Atlético-PR
Gustavo Leonardo Cuellar Gallego,71709,Cuéllar,https://s.glbimg.com/es/sde/f/2017/04/24/ec9b77bc929663a07ce6d4b21c78ed8e_FORMATO.png,3,FLA,mei,Flamengo,Provável,-0.5,3.55,-1.45,-0.5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Fora,Atlético-PR
José Paolo Guerrero Gonzales,75295,Paolo Guerrero,https://s.glbimg.com/es/sde/f/2017/04/24/9f5565190d6c37e9959d0747a4ef6ea0_FORMATO.png,3,FLA,ata,Flamengo,Provável,2.4,9.81,-2.43,0.85,2,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Fora,Atlético-PR
Renê Rodrigues Martins,78445,Renê,https://s.glbimg.com/es/sde/f/2017/04/24/bff75e6319bfeb83e043d1949b127c6e_FORMATO.png,3,FLA,lat,Flamengo,Provável,3.6,5.65,0.2,2.65,2,0.0,5.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Fora,Atlético-PR
Orlando Enrique Berrío Meléndez,85300,Berrío ,https://s.glbimg.com/es/sde/f/2017/04/24/7b390ea7b4f8d9ae25e9e72d40cf4d97_FORMATO.png,3,FLA,ata,Flamengo,Nulo,0.0,4.95,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Fora,Atlético-PR
Lucas Tolentino Coelho de Lima,94930,Lucas Paquetá,https://s.glbimg.com/es/sde/f/2017/04/24/cacc5206bdff6d3f34559bc4e2781d51_FORMATO.png,3,FLA,mei,Flamengo,Nulo,-0.8,1.96,-1.04,-0.8,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Fora,Atlético-PR
Marco Antonio de Mattos Filho,50407,Marquinho,https://s.glbimg.com/es/sde/f/2016/07/30/7905e0520c53cd23701cb3eddd0d3d19_FORMATO.png,3,FLU,mei,Fluminense,Nulo,-2.5,3.6,-2.4,-2.5,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,Fora,Vasco
Renato de Araújo Chaves Júnior,68827,Renato Chaves,https://s.glbimg.com/es/sde/f/2016/04/29/1ea275be2b3908677e2dc5d61a3c2995_FORMATO.png,3,FLU,zag,Fluminense,Nulo,0.0,3.32,0.0,-1.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,Fora,Vasco
Wellington Alves da Silva,68895,Wellington Silva,https://s.glbimg.com/es/sde/f/2017/01/13/890838d7b4008a35572bcd44dfafc6e0_FORMATO.png,3,FLU,ata,Fluminense,Nulo,0.0,10.89,0.0,2.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,Fora,Vasco
Renê dos Santos Júnior,73281,Renê Júnior,https://s.glbimg.com/es/sde/f/2017/02/21/d2e83c4ccb4fc13a49eef483160b96a4_FORMATO.png,3,BAH,mei,Bahia,Provável,2.2,5.23,-0.77,2.2,1,0.0,4.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Botafogo
Lucas Fonseca da Silva,80189,Lucas Fonseca,https://s.glbimg.com/es/sde/f/2017/02/21/c4e0a739ae5673d20c609ad14289c7e9_FORMATO.png,3,BAH,zag,Bahia,Provável,0.2,2.12,-0.85,-0.3,2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Botafogo
Régis Augusto Salmazzo,82647,Régis,https://s.glbimg.com/es/sde/f/2017/02/21/9d27cbd1feb4ee89f8c73795d7d480ff_FORMATO.png,3,BAH,mei,Bahia,Provável,0.5,18.33,-1.12,9.5,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Botafogo
Matheus Reis de Lima,87486,Matheus Reis,https://s.glbimg.com/es/sde/f/2017/02/21/1ec4894c6713d50f53837e0e84429f88_FORMATO.png,3,BAH,lat,Bahia,Nulo,-1.9,2.28,-1.75,-1.1,2,0.0,3.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Botafogo
João Paulo Queiroz Moraes,91972,João Paulo,https://s.glbimg.com/es/sde/f/2017/02/21/50d51a803a4e921b5b978262371212c1_FORMATO.png,3,BAH,ata,Bahia,Nulo,0.9,2.55,-0.45,0.9,1,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Fora,Botafogo
Juan Silveira dos Santos,36540,Juan,https://s.glbimg.com/es/sde/f/2017/04/24/b3a0848ae3a447c87cf7c807185b37a6_FORMATO.png,4,FLA,zag,Flamengo,Provável,7.5,6.11,1.11,7.5,1,0.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,Botafogo
Márcio Rodrigues Araújo,38311,Márcio Araújo,https://s.glbimg.com/es/sde/f/2017/04/24/034006de65f23dc6ad944d4cbe1fd5d4_FORMATO.png,4,FLA,mei,Flamengo,Provável,2.8,8.24,0.39,2.52,4,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,Botafogo
Diego Ribas da Cunha,38909,Diego,https://s.glbimg.com/es/sde/f/2017/04/24/98708ecaf48555700b1ca390667c77fb_FORMATO.png,4,FLA,mei,Flamengo,Dúvida,1.2,19.46,-5.54,1.2,1,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,Botafogo
Everton Cardoso da Silva,50301,Everton,https://s.glbimg.com/es/sde/f/2017/04/24/baf540d146fb96f0159339aad269538d_FORMATO.png,4,FLA,mei,Flamengo,Provável,2.8,15.11,-1.08,6.9,3,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,Botafogo
Réver Humberto Alves Araújo,52253,Réver,https://s.glbimg.com/es/sde/f/2017/04/24/854cf1c9afe220c9f2a2751a12f2e7dd_FORMATO.png,4,FLA,zag,Flamengo,Provável,5.5,9.92,0.9,3.38,4,0.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,Botafogo
Marcos Rogério Ricci Lopes,62086,Pará,https://s.glbimg.com/es/sde/f/2017/04/24/44fa9261c93718d8ee74e043fad7adbb_FORMATO.png,4,FLA,lat,Flamengo,Provável,4.0,9.5,0.44,3.15,4,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,Botafogo
Leandro Damião da Silva dos Santos,68953,Leandro Damião,https://s.glbimg.com/es/sde/f/2017/04/24/521c73a5e5228e27e72fe902667a99d3_FORMATO.png,4,FLA,ata,Flamengo,Provável,0.0,9.26,-1.54,5.65,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,Botafogo
Ederson Honorato Campos,70173,Ederson,https://s.glbimg.com/es/sde/f/2017/04/24/219907d77bba093529105f5b79abce53_FORMATO.png,4,FLA,mei,Flamengo,Provável,-1.0,4.68,-1.08,1.83,3,0.0,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,Botafogo
Federico Mancuello,71066,Mancuello,https://s.glbimg.com/es/sde/f/2017/04/24/8f9b227031fc772ea2210db5d441a2e5_FORMATO.png,4,FLA,mei,Flamengo,Nulo,0.0,8.44,0.0,9.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,Botafogo
Gustavo Leonardo Cuellar Gallego,71709,Cuéllar,https://s.glbimg.com/es/sde/f/2017/04/24/ec9b77bc929663a07ce6d4b21c78ed8e_FORMATO.png,4,FLA,mei,Flamengo,Dúvida,-3.6,2.27,-1.28,-2.05,2,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,Botafogo
Rafael Vaz dos Santos,73421,Rafael Vaz,https://s.glbimg.com/es/sde/f/2017/04/24/8665d503716b53b97bdd0f56d8ef0f39_FORMATO.png,4,FLA,zag,Flamengo,Nulo,0.0,6.94,0.0,2.33,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,Botafogo
Gabriel Santana Pinto,73515,Gabriel,https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png,4,FLA,ata,Flamengo,Contundido,0.0,3.51,0.0,-2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,Botafogo
Rodinei Marcelo de Almeida,73992,Rodinei,https://s.glbimg.com/es/sde/f/2017/04/24/43537a69f2836d2da77aebc068eacd46_FORMATO.png,4,FLA,lat,Flamengo,Nulo,0.0,9.21,0.0,6.5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Casa,Botafogo
