"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","PE","RB","SG","I","CV","DD","GS","G","PP","DP","GC"
"649","Igor Ribeiro de Jesus","Igor","https://s.glbimg.com/es/sde/f/2017/08/30/e792b551e6a9ca62b2bb2b2d25533d6b_FORMATO.png",88667,27,"SPO","zag","Nulo",0,5.8,0,6.2,1,"Sport",NA,NA,2,NA,NA,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Lucas de Figueiredo Crispim","Lucas Crispim","https://s.glbimg.com/es/sde/f/2016/05/01/f060208d1a949d93507611b7e4fbd24b_FORMATO.png",88597,27,"SAN","mei","Nulo",0,2.29,0,-0.3,1,"Santos",NA,NA,1,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"651","Bruno Jacinto da Silva","Bruno Paulista","https://s.glbimg.com/es/sde/f/2017/07/08/baeb57a463f93f78065135fdc122eded_FORMATO.png",88933,27,"VAS","mei","Nulo",0,5.41,0,1.63,9,"Vasco",NA,5,9,4,7,14,NA,18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Vinicius Rodolfo de Souza Oliveira","Vinícius Tanque","https://s.glbimg.com/es/sde/f/2017/04/18/d77f484c8720a893fbf5031c19fd6349_FORMATO.png",88651,27,"BOT","ata","Nulo",8.5,3.39,1.48,5.13,3,"Botafogo",NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"653","Jean Carlos de Souza Irmer","Jean","https://s.glbimg.com/es/sde/f/2017/04/06/d3926623525ad9fc2a3896099f523066_FORMATO.png",89150,27,"VAS","mei","Provável",0.6,10.3,0.27,3.88,25,"Vasco",1,8,47,5,10,35,NA,55,65,NA,NA,NA,NA,NA,1,NA,NA,NA
"654","Ânderson Balbino Assis","Balbino","https://s.glbimg.com/es/sde/f/2016/04/30/aa305ef16d18275ce438c74c73d54e15_FORMATO.png",89227,27,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Emilio Enrique Zeballos Gutiérrez","Zeballos","https://s.glbimg.com/es/sde/f/2017/04/25/002d92dbfd9e5915f565d1ba437c95d5_FORMATO.png",87859,27,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Ivan Quaresma da Silva","Ivan","https://s.glbimg.com/es/sde/f/2017/05/02/8546a4c5536f1d3e6ebc74e89daef4c3_FORMATO.png",88136,27,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Judivan Flor da Silva","Judivan ","https://s.glbimg.com/es/sde/f/2017/04/23/f49ad5df5316c41a536cbc083724ee17_FORMATO.png",89190,27,"CRU","ata","Nulo",0,4,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Matheus de Sales Cabral","Matheus Sales","https://s.glbimg.com/es/sde/f/2017/07/28/3f6f5e42ab4526ee91e011dab0d45545_FORMATO.png",89285,27,"BAH","mei","Nulo",0,3.65,0,2.19,9,"Bahia",1,3,12,1,2,10,NA,19,15,NA,1,NA,NA,NA,NA,NA,NA,NA
"659","João Pedro Maturano dos Santos","João Pedro ","https://s.glbimg.com/es/sde/f/2017/04/24/c6945a1446c818fed3c475afef47a6a8_FORMATO.png",89273,27,"CHA","lat","Contundido",0,5.87,0,2.3,1,"Chapecoense",NA,NA,NA,NA,1,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","João Vitor Pereira de Alcantara","João Vitor ","https://s.glbimg.com/es/sde/f/2017/04/27/5e240c8d3c51257cd78fe820f6453aa5_FORMATO.png",88539,27,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Wanderson de Jesus Martins","Caju","https://s.glbimg.com/es/sde/f/2016/05/01/54af0c3c3d1522543c64c18ca5a50a22_FORMATO.png",89342,27,"SAN","lat","Nulo",0,3.83,0,3.3,1,"Santos",NA,NA,1,NA,NA,1,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2017/04/18/8fb7b68bea9068528d9381cfe5c0b32a_FORMATO.png",89492,27,"BOT","gol","Nulo",0,1.18,0,-2,1,"Botafogo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Carlos Eugenio Júnior Tavares dos Santos","Júnior Tavares","https://s.glbimg.com/es/sde/f/2017/02/09/25d0a51f886e8f5b2db83e4bea6a4e20_FORMATO.png",89343,27,"SAO","lat","Provável",3.5,12.01,0.47,4.06,18,"São Paulo",4,3,17,2,6,37,NA,60,24,4,NA,NA,NA,NA,NA,NA,NA,NA
"664","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2017/04/03/f7ef2c1763cfea19e19b624be9bd9f68_FORMATO.png",89693,27,"ATL","lat","Nulo",0,2.69,0,3.17,3,"Atlético-MG",NA,1,4,NA,NA,7,NA,6,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"665","Warian dos Santos Souza","Warian Santos ","https://s.glbimg.com/es/sde/f/2017/04/20/1a20f671d81a1495fe94257a7faedb29_FORMATO.png",88030,27,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Igor Rabello da Costa","Igor Rabello","https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_FORMATO.png",89493,27,"BOT","zag","Provável",-1.3,9.95,-0.52,3.06,21,"Botafogo",NA,4,20,3,4,12,1,34,29,7,2,NA,NA,NA,NA,NA,NA,1
"667","Maurício Andreazzi Pereira","Andreazzi","https://s.glbimg.com/es/sde/f/2017/04/24/2e3edae4ff2b6836e1ea7f55380193fa_FORMATO.png",89253,27,"BOT","mei","Nulo",0,2,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Gustavo Henrique Ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2017/07/28/f9a5ac323f358bb4e2d5bbc354956624_FORMATO.png",89815,27,"BAH","mei","Nulo",0,5.11,0,1.05,11,"Bahia",NA,1,8,2,3,6,1,15,2,NA,NA,NA,NA,NA,1,NA,NA,NA
"669","Leonardo Pisculichi","Pisculichi","https://s.glbimg.com/es/sde/f/2017/02/18/c8a64d1e825d4a06c352c94d5499c77d_FORMATO.png",89871,27,"VIT","mei","Nulo",0,4.13,0,-0.55,2,"Vitória",NA,NA,1,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2017/05/19/78c75bce6fe9af97abe3a17761c64821_FORMATO.png",89930,27,"ATL","mei","Dúvida",0,6.37,0,2.93,25,"Atlético-GO",3,6,26,11,16,17,2,87,33,NA,1,NA,NA,NA,2,NA,NA,NA
"671","Bruno de Jesus Pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2017/04/27/fcbcf7704c49830f8c99c33ecbadb435_FORMATO.png",90061,27,"ATL","lat","Provável",3.3,8.85,-1.11,3.41,25,"Atlético-GO",5,5,31,2,3,57,NA,60,30,4,NA,NA,NA,NA,NA,NA,NA,NA
"672","John Stiven Mendoza Valencia","Mendoza","https://s.glbimg.com/es/sde/f/2017/07/28/3526a1e303bf419c36b347c3684a027f_FORMATO.png",90031,27,"BAH","ata","Nulo",9,6.49,0.31,4.54,22,"Bahia",2,2,21,11,20,28,1,57,28,NA,1,NA,NA,NA,4,NA,NA,NA
"673","Róger Krug Guedes","Róger Guedes","https://s.glbimg.com/es/sde/f/2017/04/18/8320b12c035d14425a7a1685c28eea51_FORMATO.png",89898,27,"PAL","ata","Nulo",-0.5,6.29,-0.24,1.98,23,"Palmeiras",3,2,34,6,8,27,1,60,7,NA,6,NA,NA,NA,4,NA,NA,NA
"674","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2017/02/18/1797455db8d122f09c954f551c9c8350_FORMATO.png",89976,27,"VIT","lat","Nulo",0,10.22,0,2.88,14,"Vitória",NA,5,21,1,1,10,NA,31,29,3,2,NA,NA,NA,NA,NA,NA,NA
"675","Bruno Henrique Pinto","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png",90285,27,"SAN","ata","Dúvida",9,14.8,0.79,5.86,21,"Santos",9,4,49,13,13,59,1,64,21,NA,8,1,NA,NA,6,NA,NA,NA
"676","Romulo dos Santos de Souza","Romulo","https://s.glbimg.com/es/sde/f/2017/04/28/039439859f768160af8a4dc5be23db1b_FORMATO.png",89696,27,"AVA","ata","Provável",-0.6,8.2,0.27,1.43,23,"Avaí",NA,3,32,8,12,30,NA,52,15,NA,5,NA,NA,NA,2,NA,NA,NA
"677","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2017/04/23/bbc1e20f5a841fe3d2fc8cbf1553e368_FORMATO.png",90290,27,"GRE","mei","Provável",2.3,3.89,0.38,0.81,12,"Grêmio",1,1,8,NA,1,7,NA,12,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Luiz Fernando Ferreira Maximiliano","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/07/25/b1dafe35e50cc680c9452d9dafbc9522_FORMATO.png",90366,27,"FLU","mei","Contundido",0,1.94,0,1.1,2,"Fluminense",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2017/04/24/9a0112f0276ff9f2806956277d2eb848_FORMATO.png",90309,27,"VIT","ata","Provável",1.3,4.98,-1.62,2.36,25,"Vitória",4,5,28,8,17,14,2,64,18,NA,13,NA,NA,NA,3,NA,NA,NA
"680","Nickson Gabriel Reis Silva","Nickson","https://s.glbimg.com/es/sde/f/2017/04/22/fe8ee314651bfce7367d25049b99720f_FORMATO.png",89676,27,"CRU","ata","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Arthur Henrique Ramos de Oliveira Melo","Arthur","https://s.glbimg.com/es/sde/f/2017/04/23/ad145ff7dd594174acc3863cb2569b83_FORMATO.png",90532,27,"GRE","mei","Provável",4.4,9.57,0.7,3.97,21,"Grêmio",NA,3,16,2,2,46,NA,56,47,NA,NA,NA,NA,NA,1,NA,NA,NA
"682","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,27,"BOT","mei","Nulo",0,2.8,0,-0.4,6,"Botafogo",NA,1,1,NA,1,3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Moisés Roberto Barbosa","Moisés","https://s.glbimg.com/es/sde/f/2017/04/20/341682456801d7e2449a82062f6ef9be_FORMATO.png",90444,27,"COR","lat","Nulo",0,3.02,0,3.57,3,"Corinthians",1,NA,4,NA,1,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Teodoro Junio Barbosa de Araújo","Araújo","https://s.glbimg.com/es/sde/f/2016/04/30/8da3cdd181e04b0c114f91c721ad89b1_FORMATO.png",90334,27,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2017/08/22/5218f0e7d3620fdf31c4115509777d95_FORMATO.png",90566,27,"COR","mei","Nulo",0,1.13,0,-0.21,8,"Coritiba",1,1,5,3,NA,5,NA,22,2,NA,2,NA,NA,NA,NA,1,NA,NA
"686","Alex Sandro dos Santos Apolinario","Alex","https://s.glbimg.com/es/sde/f/2017/04/05/144a762b27b789eee8fd1c1a682c0512_FORMATO.png",90535,27,"CRU","mei","Nulo",0,3.3,0,4.2,1,"Cruzeiro",NA,NA,NA,NA,1,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Yuri Oliveira Lima","Yuri","https://s.glbimg.com/es/sde/f/2016/07/05/6918c687f15258af809e99a14e04318e_FORMATO.png",90569,27,"SAN","mei","Nulo",0,0.79,0,-0.67,9,"Santos",NA,3,14,1,NA,4,NA,21,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Luiz Eduardo Fleuri Pacheco","Dudu",NA,89919,27,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Jefferson Vasconcelos Braz da Silva ","Jefferson Nem","https://s.glbimg.com/es/sde/f/2017/07/05/e19ea6817dece25a3dba36acabd4ea9f_FORMATO.png",90455,27,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Gustavo Cascardo de Assis","Cascardo","https://s.glbimg.com/es/sde/f/2017/04/23/772a99574fe81da3c28fa586c83c7c91_FORMATO.png",90587,27,"ATL","lat","Nulo",0,3.17,0,2.65,9,"Atlético-PR",NA,NA,7,1,NA,13,NA,22,7,3,1,NA,NA,NA,NA,NA,NA,NA
"691","Rodrigo Gomes dos Santos","Rodrigão","https://s.glbimg.com/es/sde/f/2017/07/07/cb596c22b44400d38cf56cab0476618c_FORMATO.png",90651,27,"BAH","ata","Provável",0,5.58,-0.37,3.63,15,"Bahia",2,1,19,11,12,12,NA,30,3,NA,11,NA,NA,NA,5,NA,NA,NA
"692","Raul José Cardoso","Raul","https://s.glbimg.com/es/sde/f/2016/04/30/20baeb0768cee2ef5e7e760abad4ddfa_FORMATO.png",90531,27,"GRE","lat","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Luiz Fernando Moraes dos Santos","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/04/27/50e52c4a6961abbf9a5a1232332cdfd3_FORMATO.png",90715,27,"ATL","mei","Provável",5.9,4.67,-0.27,2.52,23,"Atlético-GO",1,5,25,6,5,24,1,42,11,NA,7,NA,NA,NA,6,NA,NA,NA
"694","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2017/04/24/a585ecd4b08d42c62414a32c9103edc3_FORMATO.png",90634,27,"CHA","mei","Provável",4.4,3.12,0.99,1.2,13,"Chapecoense",NA,4,32,1,4,8,NA,19,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2017/04/24/c4a8873e3ad989db3e40b7149ed51789_FORMATO.png",90768,27,"CHA","zag","Provável",0.8,3.73,-0.05,2.37,14,"Chapecoense",NA,5,18,1,NA,11,NA,20,14,4,NA,NA,NA,NA,1,NA,NA,NA
"696","James Dean Araújo de Lima","James Dean","https://s.glbimg.com/es/sde/f/2017/05/01/c92d594519fdaaff86e13dce57f1b587_FORMATO.png",89694,27,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Jefferson de Sousa Ferreira","Jefferson","https://s.glbimg.com/es/sde/f/2017/09/10/890a3dbeb4400e8e9910aca9b225fc13_FORMATO.jpeg",90586,27,"SPO","zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Marco Antônio Rosa Furtado Júnior","Marco Antônio","https://s.glbimg.com/es/sde/f/2017/02/21/a2be72d3733854b4e00000008373cbbd_FORMATO.png",94975,27,"BAH","mei","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Lucas Estella Perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2016/05/01/33edb005bdd244f616d094e71ba6c3a8_FORMATO.png",91260,27,"SAO","gol","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Esteban Andrés Pavez Suazo","Pavez","https://s.glbimg.com/es/sde/f/2017/07/25/36e2606ea7c16d592e3d39df8f817fae_FORMATO.png",90959,27,"ATL","mei","Provável",4.9,5.72,0.27,2.91,11,"Atlético-PR",NA,1,12,3,4,2,NA,31,25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Flávio Medeiros da Silva","Flávio","https://s.glbimg.com/es/sde/f/2017/06/22/45969ac005e05819eea2e0fdcb62de43_FORMATO.png",91102,27,"VIT","mei","Nulo",0,2.12,0,0,1,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Lucas Fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2017/07/26/1701b04d674659c12ac0715a0b58adbd_FORMATO.png",90899,27,"ATL","ata","Dúvida",0,3.79,0,1.47,11,"Atlético-PR",NA,NA,11,3,4,17,NA,23,9,NA,2,NA,NA,NA,NA,NA,NA,NA
"703","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2017/05/01/44325047a16fc8c2d5d2dbee3907eb6a_FORMATO.png",91001,27,"SPO","lat","Nulo",0,0.76,0,-0.33,3,"Sport",NA,NA,9,1,NA,2,NA,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Jean Paulo Fernandes Filho","Jean","https://s.glbimg.com/es/sde/f/2017/07/28/d36fdad47b0813c57a2b46c71ec4af32_FORMATO.png",90933,27,"BAH","gol","Provável",-1.3,11.45,-0.43,4.09,27,"Bahia",NA,2,1,NA,NA,2,NA,24,NA,8,NA,NA,48,35,NA,NA,1,NA
"705","Ronaldo de Oliveira Strada","Ronaldo","https://s.glbimg.com/es/sde/f/2017/02/20/e49415180708c87913cabd48be5dd49f_FORMATO.png",91101,27,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Alison Vicente da Silva","Alison","https://s.glbimg.com/es/sde/f/2017/02/14/cd74f75d4225633af1942d07603f11cf_FORMATO.png",91003,27,"SPO","ata","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Gustavo Blanco Petersen Macedo","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2017/07/04/bdab16330aca79897bf4fa25fd8d7eaf_FORMATO.jpeg",91191,27,"ATL","mei","Contundido",0,2.37,0,2.17,3,"Atlético-MG",NA,NA,4,NA,NA,1,NA,4,6,NA,2,NA,NA,NA,NA,NA,NA,NA
"708","Jesiel Cardoso Miranda","Jesiel","https://s.glbimg.com/es/sde/f/2017/04/03/b00e4e82879a8aa6d2193c3ed0abd49b_FORMATO.png",91156,27,"ATL","zag","Nulo",0,3.21,0,4.3,1,"Atlético-MG",NA,NA,NA,1,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Elias Martello Curzel","Elias","https://s.glbimg.com/es/sde/f/2017/04/24/d39a7668ae872daf6e04f923e0d16a54_FORMATO.png",90843,27,"CHA","gol","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Thiago Rodrigues da Silva","Thiago","https://s.glbimg.com/es/sde/f/2017/04/24/cbff6dc155e200c1acd0f26dfbad6fae_FORMATO.png",91194,27,"FLA","gol","Contundido",0,4.24,0,3.59,11,"Flamengo",1,NA,NA,NA,NA,1,NA,3,NA,4,NA,NA,11,9,NA,NA,NA,NA
"711","Eduardo Gabriel Aquino Cossa","Pepê","https://s.glbimg.com/es/sde/f/2017/06/07/bd6f96fc4d6fbe29bd108c344db1e415_FORMATO.jpeg",91201,27,"GRE","ata","Nulo",0,0.97,0,0.5,1,"Grêmio",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Éder Ferreira Graminho","Éder ","https://s.glbimg.com/es/sde/f/2017/07/28/ce25d0402feb8a3d6bf8b0c89a10060d_FORMATO.png",91203,27,"BAH","zag","Nulo",0,0.81,0,-0.15,7,"Bahia",NA,3,10,1,3,3,NA,5,2,2,1,NA,NA,NA,NA,NA,NA,1
"713","Lucas Tolentino Coelho de Lima","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2017/08/22/b377d3036c1d03d40bafc65a9773ddc4_FORMATO.jpeg",94930,27,"FLA","mei","Nulo",-3.7,1.77,-0.88,2.56,8,"Flamengo",1,1,10,2,12,12,1,11,4,NA,2,NA,NA,NA,NA,NA,NA,NA
"714","Matheus Gonçalves Savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2017/08/22/7da12c5b73385d17f5dae83cb6a45e75_FORMATO.jpeg",91264,27,"FLA","mei","Nulo",0,10.1,0,3.6,7,"Flamengo",NA,NA,1,3,5,NA,NA,12,9,NA,1,NA,NA,NA,1,NA,NA,NA
"715","Bruno Bispo dos Anjos","Bruno Bispo","https://s.glbimg.com/es/sde/f/2017/05/28/af8ee442a870d4c045d8eebdb02ccf1a_FORMATO.png",91359,27,"VIT","zag","Nulo",0,1.99,0,2.2,1,"Vitória",NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Wallace Ribeiro Barato","Wallace","https://s.glbimg.com/es/sde/f/2017/02/20/aa36264462b556b6c72220d5db2ba3f1_FORMATO.png",90892,27,"VIT","gol","Nulo",0,1,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","João Paulo Sanches","João Paulo Sanches","https://s.glbimg.com/es/sde/f/2017/06/07/c28815f50806965fcba9772e65d9695e_FORMATO.png",91318,27,"ATL","tec","Provável",3.23,6.64,-0.36,4.04,13,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Robert Abel Arboleda Escobar","Arboleda","https://s.glbimg.com/es/sde/f/2017/06/27/feb4b502524252fc410bb11eeffc69b7_FORMATO.png",91573,27,"SAO","zag","Provável",0,8.66,0,2.78,14,"São Paulo",1,4,18,1,6,11,NA,34,15,2,2,NA,NA,NA,2,NA,NA,NA
"719","Breno Evangelista Cantão de Oliveira","Breno","https://s.glbimg.com/es/sde/f/2017/04/23/eddc26f069abf5b4dd09b9c3888d5cba_FORMATO.png",91842,27,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Leonardo Felipe Valencia Rossel","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2017/08/07/5da8e09b912f3d4e02c70571d9de8988_FORMATO.png",91508,27,"BOT","mei","Dúvida",0,2.81,0,-1.71,7,"Botafogo",NA,4,7,4,4,10,NA,30,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"721","Warleson Stellion Lisboa Oliveira","Warleson","https://s.glbimg.com/es/sde/f/2017/04/23/d3b26dce5bc760f7a52d0556eb36b781_FORMATO.png",91204,27,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Eduardo Jacinto de Biasi","Eduardo","https://s.glbimg.com/es/sde/f/2015/04/08/2ebaa66ec9d9d1de9a011dac27436a6d_FORMATO.jpeg",91688,27,"CRU","mei","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2017/04/23/ad1f8add949fbe2020567092e6cb1ac9_FORMATO.png",91519,27,"COR","ata","Nulo",0,1.83,0.07,0.03,10,"Corinthians",NA,NA,10,3,4,4,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"724","Cleiton Schwengber","Cleiton","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_FORMATO.png",93882,27,"ATL","gol","Nulo",0,1.85,0,4.9,1,"Atlético-MG",NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"725","Rodrigo de Oliveira Ramos","Rodrigo Ramos","https://s.glbimg.com/es/sde/f/2015/10/30/790da0b7e69393ed9c4a542a2536232c_FORMATO.png",91388,27,"COR","lat","Nulo",0,2.89,0,-0.63,3,"Coritiba",NA,NA,6,1,NA,1,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Lucas Luiz Scalon","Scalon","https://s.glbimg.com/es/sde/f/2017/04/25/1c61a24805cfe9ae71c648216cd5b9cd_FORMATO.png",94003,27,"CHA","zag","Nulo",0,2,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Raianderson da Costa Morais","Careca","https://s.glbimg.com/es/sde/f/2017/08/31/2e4b69da4eddc15bda1f67645090e038_FORMATO.jpeg",91634,27,"CRU","mei","Nulo",0,2,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Marlon Rodrigues Xavier","Marlon","https://s.glbimg.com/es/sde/f/2017/07/25/ee065470bf0b5a13c2bd5b1ee638967a_FORMATO.png",91706,27,"FLU","lat","Provável",1.4,4.12,0.29,1.06,5,"Fluminense",1,2,5,2,2,NA,NA,17,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2017/04/23/cf2fd75fe95a351dd06a29fbc12519b7_FORMATO.png",91714,27,"COR","mei","Nulo",0,2.72,0,1.9,1,"Corinthians",NA,1,1,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","John Victor Maciel Furtado","John Victor","https://s.glbimg.com/es/sde/f/2017/05/02/0eab88c901790607c556e504aa31b200_FORMATO.png",94044,27,"SAN","gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
