"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","FT","G","PE","RB","I","SG","CV","DD","GS","PP","DP","GC"
"25","Nilmar Honorato da Silva","Nilmar","https://s.glbimg.com/es/sde/f/2017/07/28/a4a818526c2d0d556772bdd6a7049ca4_FORMATO.png",37653,29,"SAN","ata","Contundido",0,6.08,0,-0.55,2,"Santos",NA,NA,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Alecsandro Barbosa Felisbino","Alecsandro","https://s.glbimg.com/es/sde/f/2017/05/25/b470b28b3b68d95eff43163148c236f8_FORMATO.png",37673,29,"COR","ata","Contundido",0,1.79,0,-0.19,15,"Coritiba",NA,6,24,3,2,19,NA,1,24,7,4,NA,NA,NA,NA,1,NA,NA
"27","Eduardo Luís Abonizio de Souza","Edu Dracena","https://s.glbimg.com/es/sde/f/2017/04/18/68cf33625460a96d2a432f93ecc21db5_FORMATO.png",37657,29,"PAL","zag","Provável",6.7,9.73,0.39,3.44,18,"Palmeiras",NA,4,19,2,8,23,NA,NA,9,17,2,7,NA,NA,NA,NA,NA,NA
"28","Henrique Pacheco de Lima","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/3ee91a269e77c0defb08f1fee38c0aff_FORMATO.png",37694,29,"CRU","mei","Provável",-1.7,4.12,-1.29,1.44,19,"Cruzeiro",NA,4,19,3,4,30,NA,NA,45,25,NA,NA,1,NA,NA,NA,NA,NA
"29","Juan Maldonado Jaimez Júnior","Juan","https://s.glbimg.com/es/sde/f/2017/06/07/4171a633f759e859ac04b9293992adf3_FORMATO.png",37705,29,"AVA","mei","Nulo",0,4.83,0,1.55,20,"Avaí",2,5,28,4,9,29,1,1,63,20,3,NA,1,NA,NA,NA,NA,NA
"30","Leonardo da Silva Moura","Léo Moura","https://s.glbimg.com/es/sde/f/2017/04/23/7277c35fed3ff5f997fbf230b96586e4_FORMATO.png",37701,29,"GRE","lat","Provável",0,10.11,0,3.49,11,"Grêmio",NA,NA,6,1,3,12,NA,NA,46,8,5,7,NA,NA,NA,NA,NA,NA
"31","Jonathan Cícero Moreira","Jonathan","https://s.glbimg.com/es/sde/f/2017/04/23/2e9071da78a7b84be87644f435c375ea_FORMATO.png",37662,29,"ATL","lat","Provável",2.2,8.17,0.4,3.44,21,"Atlético-PR",2,3,14,2,2,20,NA,2,60,23,NA,5,NA,NA,NA,NA,NA,NA
"32","Edimo Ferreira Campos","Edinho","https://s.glbimg.com/es/sde/f/2017/04/24/134bd2592921a7ea460e78f357f4d99a_FORMATO.png",37792,29,"COR","mei","Nulo",-0.5,3.25,-0.47,-0.22,6,"Coritiba",NA,1,6,NA,NA,3,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"33","Rafael Augusto Sobis do Nascimento","Rafael Sobis","https://s.glbimg.com/es/sde/f/2016/07/06/9f448978203e98dc8d4f57f547ed8a44_FORMATO.png",37798,29,"CRU","ata","Provável",-0.3,9.5,-1.93,2.12,19,"Cruzeiro",1,4,20,9,14,15,NA,4,39,7,1,NA,1,NA,NA,NA,NA,NA
"34","Marcelo Grohe","Marcelo Grohe","https://s.glbimg.com/es/sde/f/2017/04/23/33e584cd67faa2ac529fcd131c75ed09_FORMATO.png",37770,29,"GRE","gol","Nulo",5,8.55,-0.38,2.31,20,"Grêmio",NA,1,NA,NA,NA,NA,NA,NA,6,NA,NA,10,1,11,14,NA,NA,NA
"35","Cícero Santos","Cícero","https://s.glbimg.com/es/sde/f/2017/09/29/4651e65d3130540afa2b4cb4c1cb5ef4_FORMATO.png",37688,29,"GRE","mei","Nulo",0,4.28,0,-0.81,10,"Grêmio",NA,2,18,NA,3,7,NA,NA,16,3,2,NA,NA,NA,NA,NA,NA,NA
"36","Wagner Ferreira dos Santos","Wagner","https://s.glbimg.com/es/sde/f/2017/04/06/359066aa5d28530d44010771094091ab_FORMATO.png",37674,29,"VAS","mei","Nulo",0,4.92,0,2.01,15,"Vasco",NA,2,17,1,1,17,1,2,36,15,3,NA,NA,NA,NA,NA,NA,NA
"37","Marcos Arouca da Silva","Arouca","https://s.glbimg.com/es/sde/f/2017/04/18/a79e46999e573a44398324ab951f4c7a_FORMATO.png",37718,29,"PAL","mei","Nulo",1.2,4.95,-1.05,1.2,1,"Palmeiras",NA,NA,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"38","Gustavo Franchin Schiavolin","Gustavo","https://s.glbimg.com/es/sde/f/2017/04/28/1a067ab1f5585036fbe91443094ed603_FORMATO.png",37840,29,"AVA","zag","Nulo",0,4.14,0,-0.6,3,"Avaí",NA,1,2,NA,1,2,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,NA
"39","Raphael Cavalcante Veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2017/04/18/7f93c8857d2480594a996b33e07528f7_FORMATO.png",94509,29,"PAL","mei","Nulo",0,3.54,0,0.39,11,"Palmeiras",1,3,8,1,4,10,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"40","Luis Fabiano Clemente","Luis Fabiano","https://s.glbimg.com/es/sde/f/2017/04/17/37ff07beed4a39ead1876fadd586d068_FORMATO.png",37919,29,"VAS","ata","Contundido",0,11.82,0,5.19,11,"Vasco",2,5,22,6,17,22,NA,5,15,4,6,NA,NA,NA,NA,NA,NA,NA
"41","Maicosuel Reginaldo de Matos","Maicosuel","https://s.glbimg.com/es/sde/f/2017/06/07/709c0e1e568158958ad56b554eba55d3_FORMATO.png",37851,29,"SAO","mei","Nulo",8.1,7.18,0.32,3.15,9,"São Paulo",1,1,2,3,2,10,NA,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA
"42","Diego Alfredo Lugano Moreno","Lugano","https://s.glbimg.com/es/sde/f/2016/05/01/08944541062646b222c15154448a4d88_FORMATO.png",38062,29,"SAO","zag","Contundido",0,3.05,0,0.25,7,"São Paulo",NA,5,11,1,3,2,NA,NA,12,4,NA,2,NA,NA,NA,NA,NA,NA
"43","Wendel Geraldo Maurício e Silva","Wendel","https://s.glbimg.com/es/sde/f/2017/05/02/4a4ad263fb8caeebedbea1c1bab7d397_FORMATO.png",38021,29,"PON","mei","Nulo",0,4.8,0,1.57,14,"Ponte Preta",2,4,12,NA,6,16,NA,NA,9,10,1,NA,NA,NA,NA,NA,NA,NA
"44","Anderson Pedro Nunes da Silva Campos","Anderson","https://s.glbimg.com/es/sde/f/2017/07/28/d35983b3ffefac867b94f43910498177_FORMATO.png",38001,29,"BAH","gol","Nulo",0,0.79,0,-2,2,"Bahia",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Mário Lúcio Duarte Costa","Aranha","https://s.glbimg.com/es/sde/f/2017/05/02/803e0f7a5e12a827547f82d97fb403f0_FORMATO.png",37984,29,"PON","gol","Provável",2,11.57,-1,3.7,26,"Ponte Preta",NA,2,NA,NA,NA,3,NA,NA,10,1,NA,10,NA,40,35,NA,NA,NA
"46","Jefferson de Oliveira Galvão","Jefferson","https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_FORMATO.png",38109,29,"BOT","gol","Nulo",0,9.57,0,7.78,6,"Botafogo",NA,2,NA,NA,NA,1,NA,NA,6,NA,NA,2,NA,15,5,NA,1,NA
"47","Severino dos Ramos Durval da Silva","Durval","https://s.glbimg.com/es/sde/f/2017/08/30/f01a7a8db062d1a1317322f7ca87a782_FORMATO.png",38100,29,"SPO","zag","Provável",2.5,6.55,-0.82,3.24,16,"Sport",1,1,14,4,NA,11,NA,NA,24,20,1,4,NA,NA,NA,NA,NA,NA
"48","Marcos Vicente dos Santos","Marquinhos","https://s.glbimg.com/es/sde/f/2017/04/28/16b2b3c31dc9b2e904ab87a434b26f8b_FORMATO.png",38150,29,"AVA","mei","Dúvida",9.9,4.13,1.77,0.92,14,"Avaí",NA,1,6,8,4,12,NA,2,50,3,NA,NA,1,NA,NA,NA,NA,NA
"49","Fernando Buttenbender Prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,29,"PAL","gol","Provável",5.5,15.4,-0.27,4.61,25,"Palmeiras",NA,2,NA,NA,NA,6,NA,NA,9,1,NA,7,NA,43,27,NA,1,NA
"50","Frederico Chaves Guedes","Fred","https://s.glbimg.com/es/sde/f/2017/04/03/3c0b9d4407aa9d0eadfb90461cc048e1_FORMATO.png",38162,29,"ATL","ata","Provável",5.2,14.43,0.18,2.74,21,"Atlético-MG",2,5,41,7,11,42,1,7,44,5,11,NA,NA,NA,NA,2,NA,NA
"51","Artur Guilherme Moraes Gusmão","Artur Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/5e85a2f95507d900cd0da5a482163c0d_FORMATO.png",38156,29,"CHA","gol","Nulo",0,6,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Danilo Gabriel de Andrade","Danilo","https://s.glbimg.com/es/sde/f/2017/04/19/b627c9025ae6426b1e4397a1e4806a3e_FORMATO.png",38067,29,"COR","mei","Nulo",0,5,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Marcelo Mendonça de Mattos Terra","Marcelo Mattos","https://s.glbimg.com/es/sde/f/2017/04/24/9a29fddd4a0809d8eddbb3392169730b_FORMATO.png",37645,29,"VAS","mei","Contundido",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Maicon Thiago Pereira de Souza","Maicon","https://s.glbimg.com/es/sde/f/2017/04/23/2d7990dd22103819070a18092e4a35b7_FORMATO.png",38196,29,"GRE","mei","Contundido",0,7.26,0,1,11,"Grêmio",NA,3,11,1,3,10,NA,NA,20,12,NA,NA,NA,NA,NA,NA,NA,NA
"55","Fábio Santos Romeu","Fábio Santos","https://s.glbimg.com/es/sde/f/2017/04/03/513ae4d7abe5f2024ee9a5cfa9c87bd4_FORMATO.png",38229,29,"ATL","lat","Provável",8.7,5.51,0.74,3.49,25,"Atlético-MG",1,7,33,2,5,47,NA,4,89,29,2,6,NA,NA,NA,NA,NA,NA
"56","José Rafael Vivian","Zé Rafael ","https://s.glbimg.com/es/sde/f/2017/07/28/ec8b41ce26f473fab0f1e1de432cc88f_FORMATO.png",82455,29,"BAH","mei","Provável",4.3,20.36,0.35,6.6,28,"Bahia",4,4,52,22,14,94,NA,3,63,70,8,NA,NA,NA,NA,NA,NA,NA
"57","Robson de Souza","Robinho","https://s.glbimg.com/es/sde/f/2017/04/03/d0fe78529c78b3decfed9ab7ea31e79b_FORMATO.png",38246,29,"ATL","ata","Provável",3.4,12.24,0.3,1.93,22,"Atlético-MG",3,6,17,5,8,19,NA,3,51,18,16,NA,NA,NA,NA,1,NA,NA
"58","Jadson Rodrigues da Silva","Jadson","https://s.glbimg.com/es/sde/f/2017/04/23/74a0bb24699753dd991412e8c67a1623_FORMATO.png",38315,29,"COR","mei","Provável",-0.6,8.17,-0.31,1.31,23,"Corinthians",2,2,16,4,13,15,NA,4,114,9,3,NA,NA,NA,NA,NA,NA,NA
"59","Thiago Neves Augusto","Thiago Neves","https://s.glbimg.com/es/sde/f/2017/02/19/6bb6e70216d205ad23e44268eba27692_FORMATO.png",38277,29,"CRU","mei","Provável",1,16.55,-0.82,4.86,24,"Cruzeiro",4,3,28,31,13,40,2,6,94,21,5,NA,NA,NA,NA,1,NA,NA
"60","Márcio Rodrigues Araújo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2017/08/16/497b309e783e3279452314847976a12a_FORMATO.jpeg",38311,29,"FLA","mei","Nulo",0,8.06,0,2.9,24,"Flamengo",1,5,31,1,6,33,NA,NA,45,48,NA,NA,NA,NA,NA,NA,NA,NA
"61","Fábio Ferreira da Silva","Fábio Ferreira","https://s.glbimg.com/es/sde/f/2017/05/02/dfab84ee22e942e61a82ff8910b56353_FORMATO.png",38425,29,"PON","zag","Nulo",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Rafael da Silva Francisco","Rafinha","https://s.glbimg.com/es/sde/f/2017/04/22/b38b67b4598e604b5f9219b7e65d47d7_FORMATO.png",38421,29,"CRU","mei","Provável",0.6,6.43,-0.49,3.07,19,"Cruzeiro",NA,1,25,5,5,42,1,3,58,20,1,NA,NA,NA,NA,NA,NA,NA
"63","Wellington Pereira do Nascimento","Wellington Paulista","https://s.glbimg.com/es/sde/f/2017/04/25/063a393c23a936c42fa8d9c6ee455747_FORMATO.png",38279,29,"CHA","ata","Provável",10.9,10.91,1.46,2.36,24,"Chapecoense",1,5,31,19,20,28,2,4,55,7,8,NA,NA,NA,NA,NA,NA,NA
"64","Roger Rodrigues da Silva","Roger","https://s.glbimg.com/es/sde/f/2017/04/18/6814b99b2a5d61f8e272030ee2784ca0_FORMATO.png",38287,29,"BOT","ata","Contundido",0,10.31,0,5.06,20,"Botafogo",2,3,21,11,19,22,NA,10,44,11,19,NA,NA,NA,NA,1,NA,NA
"65","Lucas Pierre Santos Oliveira","Pierre","https://s.glbimg.com/es/sde/f/2017/07/25/2b0656054e6766c7389fc96b6a00cbde_FORMATO.png",38440,29,"FLU","mei","Contundido",0,3.54,0,0,1,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Thiago Heleno Henrique Ferreira","Thiago Heleno","https://s.glbimg.com/es/sde/f/2017/04/23/1f11c20ef0f3dc5415e347a5080e0877_FORMATO.png",38394,29,"ATL","zag","Provável",-0.6,7.89,-0.09,2.91,20,"Atlético-PR",NA,6,21,2,6,10,NA,3,38,16,1,6,NA,NA,NA,NA,NA,NA
"67","Diego Cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2017/07/25/e9e063853438a8237b3f988c83e35607_FORMATO.png",38431,29,"FLU","gol","Provável",-2,3.39,-1.17,2.3,7,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,10,9,NA,NA,NA
"68","Eder Luis de Oliveira","Eder Luis","https://s.glbimg.com/es/sde/f/2017/04/27/a624683a1be2238af9bf43179557bd20_FORMATO.png",38508,29,"VAS","ata","Nulo",0,2.02,0,-0.15,2,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Edílson Mendes Guimarães","Edílson","https://s.glbimg.com/es/sde/f/2017/04/23/01562d5599dfea4ea49171288751df8a_FORMATO.png",38523,29,"GRE","lat","Nulo",12.9,11.31,1.26,3.07,18,"Grêmio",NA,4,30,6,10,13,1,1,54,22,1,7,1,NA,NA,1,NA,NA
"70","Cleiton Ribeiro Xavier","Cleiton Xavier","https://s.glbimg.com/es/sde/f/2017/02/18/12b5f4babe911d2c08e5e106d926ef3d_FORMATO.png",38530,29,"VIT","mei","Nulo",0,4.98,0,1.63,16,"Vitória",3,4,20,6,10,8,1,NA,49,14,1,NA,NA,NA,NA,NA,NA,NA
"71","Roger de Oliveira Bernardo","Roger Bernardo","https://s.glbimg.com/es/sde/f/2017/06/22/c2345aa6df43625e0d6ec0ff375de539_FORMATO.png",37934,29,"ATL","mei","Provável",1.6,5.26,0.34,1.66,8,"Atlético-MG",NA,2,16,NA,NA,12,NA,NA,19,15,1,NA,NA,NA,NA,NA,NA,NA
"72","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2017/04/20/196790f232d428bcd861ad55c55dd8cc_FORMATO.png",51413,29,"COR","gol","Nulo",0,6,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Danilo Verón Bairros","Danilinho","https://s.glbimg.com/es/sde/f/2017/07/18/67111050a2c2d4213b8625c1326c1fe3_FORMATO.png",38617,29,"VIT","ata","Nulo",-0.6,3.38,-0.1,0.92,7,"Vitória",NA,NA,3,NA,NA,NA,NA,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA
"74","Diego Alves Carreira","Diego Alves","https://s.glbimg.com/es/sde/f/2017/07/27/01f4269046199527133f29de2df7001b_FORMATO.png",38509,29,"FLA","gol","Provável",4,9.59,-0.98,3.41,12,"Flamengo",NA,NA,NA,NA,NA,3,NA,NA,8,NA,NA,3,NA,16,14,NA,1,NA
"75","Jonas Jessué da Silva Júnior","Jonas","https://s.glbimg.com/es/sde/f/2017/04/17/da28ba844b13dd322862abfcda7e77b7_FORMATO.png",39152,29,"BOT","lat","Nulo",0,6,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Anderson Hernanes de Carvalho Andrade Lima","Hernanes","https://s.glbimg.com/es/sde/f/2017/08/24/906d163cca64b5b702fc394e60588644_FORMATO.png",38648,29,"SAO","mei","Provável",6.2,18.45,0.14,7.88,13,"São Paulo",1,2,11,11,10,37,NA,7,58,19,1,NA,NA,NA,NA,NA,NA,NA
"77","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2017/04/24/0dc186897635dc55867be6cf89a3666a_FORMATO.png",38852,29,"COR","mei","Nulo",0,3.25,0,0.06,11,"Coritiba",NA,2,10,3,1,12,NA,NA,27,8,1,NA,1,NA,NA,NA,NA,NA
"78","Felipe Melo de Carvalho","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,29,"PAL","mei","Nulo",0,7.15,-0.71,1.95,7,"Palmeiras",NA,2,11,1,2,10,NA,NA,10,11,NA,NA,NA,NA,NA,NA,NA,NA
"79","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2017/04/23/fa6eb12f4d4fee6467bb3bb75ccc55ce_FORMATO.png",38738,29,"GRE","mei","Contundido",0,14,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","João Alves de Assis Silva","Jô","https://s.glbimg.com/es/sde/f/2017/04/23/013b2879d66c81bb0e92137fdfe045a8_FORMATO.png",38138,29,"COR","ata","Provável",-0.6,11.93,-0.09,4.06,26,"Corinthians",2,3,47,17,17,28,NA,13,56,8,30,NA,NA,NA,NA,1,NA,NA
"81","Anderson Luiz de Carvalho","Nenê","https://s.glbimg.com/es/sde/f/2017/04/24/45951f5edf6777703717a335e5bffc58_FORMATO.png",38913,29,"VAS","mei","Provável",-0.9,12.11,-1.36,3.3,22,"Vasco",3,5,25,13,16,55,NA,4,100,16,2,NA,NA,NA,NA,NA,NA,NA
"82","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2017/05/02/ce9c1e5d21a2efec50dbdc2870d5a8c9_FORMATO.png",38908,29,"SAN","mei","Nulo",0,6.27,0,1.62,14,"Santos",NA,NA,10,1,1,15,NA,NA,29,16,NA,NA,NA,NA,NA,NA,NA,NA
"83","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,29,"SAN","ata","Provável",8.5,11.36,0.64,3.56,15,"Santos",NA,1,21,11,13,14,1,5,19,3,8,NA,NA,NA,NA,NA,NA,NA
"84","Alexandro Silva de Souza","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/06/28/2b7b2415b00931bc7ebe03b683cd03be_FORMATO.jpeg",38928,29,"BOT","mei","Nulo",0,3.64,0,0.78,11,"Botafogo",NA,3,12,1,NA,10,NA,NA,19,12,NA,NA,NA,NA,NA,NA,NA,NA
"85","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/05/16/3246550328efb6a72fe4e85ea0bbff11_FORMATO.png",38957,29,"CRU","ata","Nulo",0.2,3.78,0.08,1.21,14,"Cruzeiro",NA,NA,6,2,7,11,NA,1,22,4,1,NA,NA,NA,NA,NA,NA,NA
"86","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2017/07/26/03f653f62309ac6ad508e084fbc4c7e5_FORMATO.png",39850,29,"VIT","tec","Provável",4.52,9.53,0.14,3.64,24,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Diego Ribas da Cunha","Diego","https://s.glbimg.com/es/sde/f/2017/08/16/3ba372d90926f839c71eb2bf7160fc95_FORMATO.jpeg",38909,29,"FLA","mei","Provável",17.1,21.34,1.09,5.59,21,"Flamengo",2,4,30,12,12,71,NA,8,88,26,8,NA,NA,NA,NA,1,NA,NA
"88","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",80129,29,"PON","mei","Dúvida",0.1,3.97,-0.42,1.53,17,"Ponte Preta",NA,2,17,1,3,19,NA,NA,27,20,NA,NA,NA,NA,NA,NA,NA,NA
"89","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2017/08/30/c7dca7402951841de5cd3c5a531e0cee_FORMATO.png",41218,29,"SPO","gol","Provável",0.7,5.72,-0.1,2.87,25,"Sport",NA,NA,NA,NA,NA,1,NA,NA,8,2,NA,7,NA,33,32,NA,NA,NA
"90","Paulo César Carpegiani","Carpegiani","https://s.glbimg.com/es/sde/f/2017/10/05/dd2f6056891fcc3e7ed2cfc01432a003_FORMATO.png",39355,29,"BAH","tec","Provável",3.21,10.55,-0.34,5.02,3,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Vanderlei Luxemburgo da Silva","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2017/05/31/d059e86ab694b638ba5a43c3b0b0444f_FORMATO.png",41327,29,"SPO","tec","Provável",4.5,9.25,0.04,4.33,25,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","José Renato da Silva Júnior","Renato","https://s.glbimg.com/es/sde/f/2017/07/25/51728a46f746d0ab5fe9985a3f913559_FORMATO.png",39572,29,"FLU","lat","Nulo",0,4.32,0,1.58,9,"Fluminense",NA,2,12,1,9,7,NA,NA,17,5,NA,2,NA,NA,NA,NA,NA,NA
"93","Levir Culpi","Levir Culpi","https://s.glbimg.com/es/sde/f/2017/06/14/136e0a7f3e7fc28586ac419c9c08efd2_FORMATO.png",40025,29,"SAN","tec","Provável",2.25,11.05,-0.36,4.2,23,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2017/07/10/44451249912d8a454f2c40009fb27f1b_FORMATO.png",40990,29,"SAO","tec","Provável",2.9,9.84,-0.35,3.3,21,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Maicon Douglas Sisenando","Maicon","https://s.glbimg.com/es/sde/f/2017/05/31/ef02f85ca8a5590abd7f361e7b0dd858_FORMATO.png",38748,29,"AVA","lat","Nulo",0,5.29,0,-0.5,2,"Avaí",NA,NA,1,NA,1,2,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,1
"96","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",42116,29,"PAL","ata","Contundido",4.6,8.5,-0.41,4.64,22,"Palmeiras",4,4,29,9,11,32,1,7,38,21,7,NA,1,NA,NA,1,NA,NA
"97","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2017/08/30/ca1ccec3b2b10a0ecede58b69bb07f1a_FORMATO.png",42222,29,"SPO","ata","Provável",0,4.66,0.13,2,22,"Sport",1,2,11,6,5,25,NA,3,61,13,2,NA,NA,NA,NA,NA,NA,NA
"98","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2017/05/02/c182483a84aebf5ed52ddb9d82da6407_FORMATO.png",42213,29,"PON","mei","Provável",0,7.1,0,1.86,13,"Ponte Preta",NA,3,35,NA,1,15,NA,NA,37,33,1,NA,1,NA,NA,NA,NA,NA
"99","Renato Portaluppi","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2016/10/20/11389b106c935a0e20c5b557a4161683_FORMATO.png",41929,29,"GRE","tec","Provável",5.64,15.7,0.09,4.29,28,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Felipe Augusto Santana","Felipe Santana","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_FORMATO.png",42140,29,"ATL","zag","Provável",-0.8,7.86,-0.53,4.09,12,"Atlético-MG",1,NA,10,2,2,9,NA,1,16,14,2,3,NA,NA,NA,NA,NA,NA
"101","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,29,"CHA","mei","Provável",6,5.03,0.03,6,1,"Chapecoense",NA,NA,1,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA
"102","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2017/04/19/aaa96b0be41ff91da112273cc059467e_FORMATO.png",42234,29,"COR","gol","Provável",8.5,14.19,1.53,5.47,28,"Corinthians",NA,2,NA,NA,NA,8,NA,NA,8,NA,NA,15,NA,34,18,NA,2,NA
"103","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2017/08/04/af2a8afc274774bf29c72ad4817f021e_FORMATO.png",49674,29,"ATL","lat","Dúvida",1.1,4.8,0.48,2.79,11,"Atlético-PR",NA,4,17,1,3,7,1,NA,42,21,2,3,NA,NA,NA,NA,NA,NA
"104","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,29,"SAO","lat","Contundido",0,4.28,0,0.31,9,"São Paulo",NA,2,16,NA,1,10,NA,NA,37,6,NA,2,NA,NA,NA,NA,NA,NA
"105","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2017/04/18/594aacef190963b0476d2c76f4f48f57_FORMATO.png",42145,29,"PAL","lat","Provável",12.7,10.1,1.4,6.19,17,"Palmeiras",1,3,16,4,2,23,NA,1,76,43,2,8,NA,NA,NA,NA,NA,NA
"106","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/28/0dde0e778cab6579a9bf8d745efc2bf0_FORMATO.png",50294,29,"ATL","mei","Provável",12.8,11.3,1.95,4.18,15,"Atlético-PR",5,3,28,5,7,18,NA,4,65,16,2,NA,NA,NA,NA,NA,NA,NA
