"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FD","FF","FS","PE","RB","SG","I","G","CV","PP","DD","GS","FT","DP"
"627","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,8,"SAN","ata","Nulo",0,11.4,0,1.25,4,"Santos",NA,1,7,2,6,5,4,NA,NA,1,NA,NA,NA,NA,NA,1,NA
"628","David Correa da Fonseca","David","https://s.glbimg.com/es/sde/f/2017/04/24/9a0112f0276ff9f2806956277d2eb848_FORMATO.png",90309,8,"VIT","ata","Provável",2.8,3.66,-0.55,1.43,8,"Vitória",2,2,8,3,6,5,23,3,NA,4,NA,NA,NA,NA,NA,1,NA
"629","Jonas Gomes de Sousa","Jonas","https://s.glbimg.com/es/sde/f/2017/04/24/d4c75e365c9c04af042bf7ff378d60c7_FORMATO.png",85586,8,"COR","mei","Provável",11.9,8.52,1.76,2.96,7,"Coritiba",NA,2,12,NA,5,4,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Anderson Luiz de Carvalho","Nenê","https://s.glbimg.com/es/sde/f/2017/04/24/45951f5edf6777703717a335e5bffc58_FORMATO.png",38913,8,"VAS","mei","Provável",7.3,14.41,0.22,4.19,7,"Vasco",3,2,5,1,6,16,32,6,NA,2,1,NA,NA,NA,NA,NA,NA
"631","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2017/05/16/3246550328efb6a72fe4e85ea0bbff11_FORMATO.png",38957,8,"CRU","ata","Nulo",0,4.37,0,1.84,5,"Cruzeiro",NA,NA,1,2,5,6,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Jonas Jessué da Silva Júnior","Jonas","https://s.glbimg.com/es/sde/f/2017/04/17/da28ba844b13dd322862abfcda7e77b7_FORMATO.png",39152,8,"BOT","lat","Contundido",0,6,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Artur Sérgio Batista de Souza","Artur","https://s.glbimg.com/es/sde/f/2017/05/02/5c01ab099352ecad2baaa0a00f978720_FORMATO.png",85591,8,"PON","lat","Nulo",0,4,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Leonardo Pinheiro da Conceição","Léo","https://s.glbimg.com/es/sde/f/2017/01/13/cc39276a755987fc3b57896f3b160fa6_FORMATO.png",85626,8,"FLU","lat","Nulo",0.5,3.38,0.08,0.37,7,"Fluminense",1,1,11,1,NA,4,18,5,NA,2,NA,NA,NA,NA,NA,NA,NA
"635","José Renato da Silva Júnior","Renato","https://s.glbimg.com/es/sde/f/2017/01/13/7ab26ced537354a115324343754e8570_FORMATO.png",39572,8,"FLU","lat","Contundido",0,3.41,0,1,3,"Fluminense",NA,1,2,1,4,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2017/04/24/07606c5e9762a644cb0fd98ccc70fb84_FORMATO.png",39850,8,"CHA","tec","Provável",1.58,8.51,-0.31,3.28,8,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Levir Culpi","Levir Culpi","https://s.glbimg.com/es/sde/f/2017/06/14/136e0a7f3e7fc28586ac419c9c08efd2_FORMATO.png",40025,8,"SAN","tec","Provável",4.32,9.41,-0.01,5.88,2,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Abel Carlos da Silva Braga","Abel Braga","https://s.glbimg.com/es/sde/f/2017/05/31/4e771d1c183057eb5fe8015ff7755b0c_FORMATO.png",40006,8,"FLU","tec","Provável",3.45,11.6,0.28,2.95,7,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Hyoran Kaue Dalmoro","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,8,"PAL","mei","Nulo",0,2.64,0,1.35,2,"Palmeiras",NA,NA,2,1,NA,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Daniel Correa Freitas","Daniel","https://s.glbimg.com/es/sde/f/2017/04/24/5b71e14cce546da5e531c172e54e0ce2_FORMATO.png",85629,8,"COR","mei","Contundido",0,6,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2017/04/24/c96c8c2ada9b85eb506293c4caec64db_FORMATO.png",40179,8,"COR","ata","Provável",0,10.49,0,1.84,7,"Coritiba",1,1,21,9,6,17,23,3,NA,5,1,1,NA,NA,NA,NA,NA
"642","Orlando Enrique Berrío Meléndez","Berrío ","https://s.glbimg.com/es/sde/f/2017/04/24/7b390ea7b4f8d9ae25e9e72d40cf4d97_FORMATO.png",85300,8,"FLA","ata","Nulo",-3.1,3.09,-1.86,-1.55,2,"Flamengo",NA,1,1,NA,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Flávio Medeiros da Silva","Flávio","https://s.glbimg.com/es/sde/f/2016/05/01/593d8fa3c0ada5c40f4e24749bd871d9_FORMATO.png",91102,8,"VIT","mei","Nulo",0,2.12,0,0,1,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Wanderson Ferreira de Oliveira","Valdívia","https://s.glbimg.com/es/sde/f/2017/05/31/6bc774b62632d57e756a9e0533fcfd85_FORMATO.png",85423,8,"ATL","mei","Nulo",0,7.75,0,1.83,4,"Atlético-MG",NA,NA,5,3,2,6,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Eduardo Gabriel dos Santos Bauermann","Eduardo Gabriel","https://s.glbimg.com/es/sde/f/2017/05/25/590ba3c156c116d43014e1e9b5d4e74f_FORMATO.png",86970,8,"ATL","zag","Provável",1.2,2.49,0.26,1.9,4,"Atlético-GO",NA,NA,1,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"646","Wanderson Santos Pereira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/23/3914af8715466d38cf77d94b2c5c5685_FORMATO.png",86143,8,"ATL","zag","Provável",5.5,4.94,0.23,6.2,2,"Atlético-PR",NA,NA,NA,NA,NA,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"647","Uilson Pedruzzi de Oliveira","Uilson","https://s.glbimg.com/es/sde/f/2017/04/03/f77329e6065eec16e496b8b12ad6384a_FORMATO.png",85418,8,"ATL","gol","Nulo",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Miguel Angel Borja Hernandez","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,8,"PAL","ata","Provável",0,19.54,0,5.83,3,"Palmeiras",NA,NA,2,1,3,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA
"649","Rodrigo Vasconcelos Oliveira","Rodrigo","https://s.glbimg.com/es/sde/f/2017/05/01/6d2201a3689f5a71696f8b8eacbd9646_FORMATO.png",86935,8,"SPO","mei","Nulo",0,4.1,0,-0.2,1,"Sport",NA,1,3,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,8,"BOT","zag","Nulo",0,0.71,0,-5.6,1,"Botafogo",NA,1,4,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Victor Luis Chuab Zamblauskas","Victor Luis","https://s.glbimg.com/es/sde/f/2017/04/18/9a9a735957f9522e9ffcf1664bd29a44_FORMATO.png",86410,8,"BOT","lat","Provável",6.8,12.38,0.69,5.98,6,"Botafogo",NA,NA,7,NA,1,6,10,11,4,NA,NA,NA,NA,NA,NA,NA,NA
"652","Andrew Erik Feitosa","Morato","https://s.glbimg.com/es/sde/f/2017/04/28/773338b7d4efec23c8bd970486c9ff68_FORMATO.png",86227,8,"SAO","ata","Contundido",0,3,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Leonardo Gomes da Conceição Silva","Léo Gomes","https://s.glbimg.com/es/sde/f/2017/04/23/0cd6a2a3718c7c36858e7d11ad867645_FORMATO.png",86973,8,"GRE","lat","Nulo",0,2,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Caio César da Silva Silveira","Caio César","https://s.glbimg.com/es/sde/f/2017/04/28/c9789925a7e321c7432e9e22a2b5a2c9_FORMATO.png",86974,8,"AVA","mei","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Luiz Fernando Ferreira Maximiliano","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2017/01/13/f36825a666df708c5cbbef38a333e8d7_FORMATO.png",90366,8,"FLU","mei","Contundido",0,1.94,0,1.1,2,"Fluminense",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Luiz Humberto da Silva Silva","Beto da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/0cfa7b8af32ec84883ccf9a0d610b0d0_FORMATO.png",87028,8,"GRE","ata","Nulo",0,3.74,0,2.2,1,"Grêmio",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2017/04/23/56c2f46953852255c8d3c1a685ecd757_FORMATO.png",87008,8,"GRE","gol","Nulo",0,3.51,0,3.1,2,"Grêmio",NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,3,4,NA,NA
"658","Breno Gonçalves Lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2017/05/19/68d8c5dda3ea6323520ddfd58086f176_FORMATO.png",86411,8,"ATL","lat","Provável",3.6,3.83,0.54,2.75,4,"Atlético-GO",NA,NA,6,3,3,2,12,5,1,4,NA,NA,NA,NA,NA,NA,NA
"659","Matheus Vieira Campos Peixoto","Matheus Peixoto","https://s.glbimg.com/es/sde/f/2017/02/21/9a6be83af417e88aab380c4245ab7655_FORMATO.png",87098,8,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Walterson Silva","Walterson","https://s.glbimg.com/es/sde/f/2017/04/27/97d6aedd55de114d9c932ce2e9901989_FORMATO.png",86323,8,"ATL","ata","Nulo",0,2.07,0,0.22,4,"Atlético-GO",NA,NA,5,1,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Cicero Clebson Alves Santana","Cícero","https://s.glbimg.com/es/sde/f/2017/05/04/4ce602dbb0545123e778ce27a88ca159_FORMATO.png",87158,8,"ATL","mei","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Marcos da Silva França","Keno","https://s.glbimg.com/es/sde/f/2017/04/18/ab0e22f1ff91a12ce2e88a367450bf03_FORMATO.png",86485,8,"PAL","ata","Provável",8.4,7,1.87,2.34,8,"Palmeiras",NA,1,9,1,1,5,20,5,NA,2,2,NA,NA,NA,NA,1,NA
"663","Jonathan da Silveira Fernandes Reis","Fernandes","https://s.glbimg.com/es/sde/f/2016/05/20/02861c5449623b3038673b374f31d53e_FORMATO.png",90399,8,"BOT","mei","Nulo",0,3.72,0,-0.3,1,"Botafogo",NA,NA,NA,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Moisés Roberto Barbosa","Moisés","https://s.glbimg.com/es/sde/f/2017/04/20/341682456801d7e2449a82062f6ef9be_FORMATO.png",90444,8,"COR","lat","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Crysan da Cruz Queiroz Barcelos","Crysan","https://s.glbimg.com/es/sde/f/2017/04/23/87fd6024ba3c767f9cb8d72cf3452c08_FORMATO.png",90406,8,"ATL","ata","Nulo",0,4,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Jandrei Chitolina Carniel","Jandrei","https://s.glbimg.com/es/sde/f/2017/05/04/e34c217d3230604bddf15c133fde3fd2_FORMATO.png",86508,8,"CHA","gol","Provável",-1.6,4.39,-0.63,0.79,8,"Chapecoense",NA,NA,NA,NA,NA,4,9,NA,3,NA,NA,NA,NA,6,13,NA,NA
