"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","G","PE","RB","SG","DD","DP","GS","A","FT","I","CV","PP","GC"
"280","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,34,"CRU","lat","Contundido",4.8,6.27,0.55,2.76,21,"Cruzeiro",5,32,2,3,19,NA,46,29,6,NA,NA,NA,1,NA,NA,NA,NA,NA
"281","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,34,"CRU","mei","Nulo",0,5.29,0,1.69,13,"Cruzeiro",4,16,NA,8,23,NA,55,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","José Marcos Costa Martins","Marquinho","https://s.glbimg.com/es/sde/f/2017/07/05/cd8999b74581b3b3784402a115de312f_FORMATO.png",98765,34,"ATL","mei","Contundido",0,1.38,0,-0.8,1,"Atlético-MG",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Flávio Augusto De Castro","Flávio","https://s.glbimg.com/es/sde/f/2017/05/04/19c748c11cefe0c492c56193adca9ab0_FORMATO.png",98774,34,"ATL","ata","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/07/11/6b5408cf6a95787a4a68b548a6d31752_FORMATO.png",80313,34,"VAS","lat","Nulo",4.4,11.18,0.01,4.35,23,"Vasco",6,29,2,10,30,NA,100,59,5,NA,NA,NA,1,1,2,NA,NA,NA
"285","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2017/07/28/848d6125a9c369432280eafad030d57a_FORMATO.png",80370,34,"BAH","mei","Contundido",0,15.07,0,5.38,17,"Bahia",3,29,3,12,22,1,29,51,NA,NA,NA,NA,2,NA,3,1,NA,NA
"286","Marcelo dos Santos Rosa","Marcelo","https://s.glbimg.com/es/sde/f/2017/04/27/104329d7a936e544604f9da1cd61995f_FORMATO.png",98874,34,"ATL","ata","Nulo",0,2,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Wanderson Carvalho de Oliveira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/27/a7b0a15537c943f557f8fb73d8a9171b_FORMATO.png",80373,34,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Jean Pyerre Casagrande Silveira Correa","Jean Pyerre","https://s.glbimg.com/es/sde/f/2017/05/04/80cc9cc69c9d3444383c8a203334be97_FORMATO.jpeg",98832,34,"GRE","mei","Nulo",0,1,0,0.27,4,"Grêmio",NA,1,1,1,1,NA,6,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"289","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,34,"CHA","ata","Provável",15.1,13.51,1.64,4.95,31,"Chapecoense",5,52,17,26,64,7,70,35,NA,NA,NA,NA,6,1,11,NA,NA,NA
"290","Fernando Buttenbender Prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,34,"PAL","gol","Provável",4.4,14.78,1.04,3.99,30,"Palmeiras",2,NA,NA,NA,8,NA,13,1,8,49,1,36,NA,NA,NA,NA,NA,NA
"291","Derlan de Oliveira Bento","Derlan","https://s.glbimg.com/es/sde/f/2017/04/20/a61babc61e943eed73835c0eb0233767_FORMATO.png",98945,34,"FLU","zag","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Pedro Henryque Pereira dos Santos","Pedro Henryque",NA,99255,34,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",80537,34,"FLU","ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Alexander Baumjohann","Baumjohann","https://s.glbimg.com/es/sde/f/2017/07/05/edd3698b18e3e992ba2ea5c7f544ff56_FORMATO.png",71389,34,"COR","mei","Contundido",0,4.71,0,2.1,2,"Coritiba",NA,3,NA,NA,2,NA,5,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"295","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2017/04/03/a0b75e2777a8e1b1844e5f2ff9caa182_FORMATO.png",81223,34,"ATL","zag","Nulo",0,3.98,0,0.15,2,"Atlético-MG",1,3,NA,NA,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,34,"SPO","zag","Provável",0,4.73,0,3.07,18,"Sport",6,24,3,5,9,NA,26,33,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2017/08/25/b1bd13510c1d64d8d7f7058a48c1acdb_FORMATO.png",81770,34,"ATL","ata","Contundido",0,5.89,0,1.47,10,"Atlético-MG",NA,8,NA,1,2,2,12,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"298","Alesandro dos Santos Pereira","Alesandro",NA,99256,34,"SPO","zag","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Wellington Simião","Wellington Simião","https://s.glbimg.com/es/sde/f/2017/05/17/952fdde5f058594fa74d531f91c1abf3_FORMATO.png",81903,34,"AVA","mei","Provável",6.3,3.67,0.7,1.37,28,"Avaí",3,25,4,10,32,2,43,15,NA,NA,NA,NA,NA,1,3,NA,NA,NA
"300","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2017/04/03/6ccb564ce56c9f6aad79040ab5f8f570_FORMATO.png",81682,34,"ATL","mei","Contundido",0,7.88,0,2.75,28,"Atlético-MG",1,23,17,26,13,3,89,9,NA,NA,NA,NA,8,NA,1,NA,1,NA
"301","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_FORMATO.png",81898,34,"CHA","ata","Nulo",0,2.99,0,1.23,7,"Chapecoense",2,5,NA,4,1,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"302","Andrés Lorenzo Ríos","Andrés Ríos","https://s.glbimg.com/es/sde/f/2017/07/11/a3b10554f6896bd025dfd3eaf5f9ce80_FORMATO.png",81684,34,"VAS","ata","Provável",3.4,4.47,0.85,2.8,13,"Vasco",2,28,5,8,19,2,25,14,NA,NA,NA,NA,1,1,3,1,NA,NA
"303","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/07/25/74fe5365c7b46c57003665b15a0d770a_FORMATO.png",81905,34,"FLU","ata","Provável",0,22.01,0,5.67,26,"Fluminense",6,68,14,14,55,17,66,9,NA,NA,NA,NA,3,NA,9,NA,NA,NA
"304","José Rafael Vivian","Zé Rafael ","https://s.glbimg.com/es/sde/f/2017/07/28/ec8b41ce26f473fab0f1e1de432cc88f_FORMATO.png",82455,34,"BAH","mei","Provável",3,20.1,0.06,6.47,33,"Bahia",5,64,24,16,108,3,73,85,NA,NA,NA,NA,5,NA,10,NA,NA,NA
"305","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2017/08/24/9ea34016bae7f001bbb849c8d907c1f4_FORMATO.png",82411,34,"SAO","mei","Nulo",0,11.08,0,4.51,25,"São Paulo",3,19,8,12,43,3,104,38,NA,NA,NA,NA,7,1,5,NA,1,NA
"306","Rodrygo Silva de Goes","Rodrygo","https://s.glbimg.com/es/sde/f/2017/11/01/b8128d3d5db5325dc238cadc67c28342_FORMATO.png",100651,34,"SAN","ata","Nulo",0,0.79,0,0,1,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Alisson Euler de Freitas Castro","Alisson","https://s.glbimg.com/es/sde/f/2017/04/22/b5d1b28ec393ae2be2fba2b5dffe9ce9_FORMATO.png",81845,34,"CRU","mei","Nulo",1.7,12.73,-0.53,4.17,23,"Cruzeiro",1,26,11,12,43,1,58,27,NA,NA,NA,NA,5,3,4,NA,NA,NA
"308","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png",82469,34,"ATL","ata","Dúvida",0,2.87,0,1.78,21,"Atlético-PR",NA,15,10,9,14,2,34,7,NA,NA,NA,NA,1,NA,3,NA,NA,NA
"309","Yuri Alberto Monteiro da Silva","Yuri Alberto","https://s.glbimg.com/es/sde/f/2017/11/01/608ab50db3905056d250d24179175192_FORMATO.png",100652,34,"SAN","ata","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Marcos Vicente dos Santos","Marquinhos","https://s.glbimg.com/es/sde/f/2017/04/28/16b2b3c31dc9b2e904ab87a434b26f8b_FORMATO.png",38150,34,"AVA","mei","Provável",-1.8,2.37,-1.85,0.99,19,"Avaí",1,8,8,4,19,3,65,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"311","Artur Guilherme Moraes Gusmão","Artur Moraes","https://s.glbimg.com/es/sde/f/2017/04/24/5e85a2f95507d900cd0da5a482163c0d_FORMATO.png",38156,34,"CHA","gol","Nulo",0,6,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Frederico Chaves Guedes","Fred","https://s.glbimg.com/es/sde/f/2017/04/03/3c0b9d4407aa9d0eadfb90461cc048e1_FORMATO.png",38162,34,"ATL","ata","Provável",0,15.13,0,3.16,25,"Atlético-MG",6,48,9,13,53,9,53,6,NA,NA,NA,NA,3,1,15,NA,2,NA
"313","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2017/04/23/3edce5d707460f97a267436370d60be7_FORMATO.png",69138,34,"ATL","ata","Dúvida",4.6,2.75,0.78,-0.8,19,"Atlético-PR",4,33,2,9,16,NA,55,5,NA,NA,NA,NA,1,NA,8,NA,NA,NA
"314","Maicon Thiago Pereira de Souza","Maicon","https://s.glbimg.com/es/sde/f/2017/04/23/2d7990dd22103819070a18092e4a35b7_FORMATO.png",38196,34,"GRE","mei","Contundido",0,7.26,0,1,11,"Grêmio",3,11,1,3,10,NA,20,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Diogo Augusto Pereira Neto","Diogo","https://s.glbimg.com/es/sde/f/2017/11/06/1d89d400b7e976284cfd6dbcae84c68e_FORMATO.png",100683,34,"FLU","lat","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Fernando dos Santos Pedro","Fernando","https://s.glbimg.com/es/sde/f/2017/11/07/d081ce975ed7d292f4afc59f1469d857_FORMATO.png",100695,34,"PAL","ata","Nulo",0,0.79,0,-0.8,1,"Palmeiras",NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2017/05/17/6b570687f8d47a6998a08f7f27fdd4ac_FORMATO.png",69177,34,"COR","lat","Provável",2.2,5.38,0.42,2.32,20,"Coritiba",8,36,1,3,29,NA,72,35,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"318","Pablo Nascimento Castro","Pablo","https://s.glbimg.com/es/sde/f/2017/04/20/c99a3be1e61944db1aad05f99ed5b954_FORMATO.png",69165,34,"COR","zag","Provável",10.7,12.3,0.62,4.65,22,"Corinthians",2,14,3,13,9,NA,25,23,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Fábio Santos Romeu","Fábio Santos","https://s.glbimg.com/es/sde/f/2017/04/03/513ae4d7abe5f2024ee9a5cfa9c87bd4_FORMATO.png",38229,34,"ATL","lat","Provável",2.1,4.85,-1.21,3.63,30,"Atlético-MG",8,37,3,5,52,5,102,34,7,NA,NA,NA,2,NA,3,NA,NA,NA
"320","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2017/04/23/cfc485340a51d2cf63f5fd033c85b2f1_FORMATO.png",69282,34,"GRE","ata","Provável",4,9.09,0.9,2.66,16,"Grêmio",4,20,6,4,17,4,32,12,NA,NA,NA,NA,1,NA,9,NA,NA,NA
"321","Martín Andrés Silva","Martín Silva","https://s.glbimg.com/es/sde/f/2017/04/06/5380df54d3b16b7d46117c5173040d3d_FORMATO.png",69249,34,"VAS","gol","Nulo",0,7.87,0,2.73,32,"Vasco",3,NA,NA,NA,6,NA,22,NA,9,44,NA,40,NA,NA,NA,NA,NA,NA
"322","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,34,"SAN","lat","Provável",-0.2,8.89,0.02,3.31,19,"Santos",3,17,1,3,12,2,61,18,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2017/04/23/f0381b648963d11c0a911835d6b060da_FORMATO.png",69705,34,"ATL","mei","Contundido",0,7.36,0,1.96,28,"Atlético-PR",2,26,17,11,44,2,100,23,NA,NA,NA,NA,2,1,3,1,2,NA
"324","Romulo Borges Monteiro","Romulo","https://s.glbimg.com/es/sde/f/2017/04/24/b61c326027e887dd7e7893e82ca94121_FORMATO.png",70009,34,"FLA","mei","Nulo",0,5.08,0,0.57,8,"Flamengo",1,9,3,NA,2,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2017/04/24/80440f6618b79e66630f3d1bd8709562_FORMATO.png",70058,34,"COR","mei","Provável",-1.2,4.16,0.07,1.29,21,"Coritiba",4,27,6,8,22,1,54,13,NA,NA,NA,NA,2,1,3,NA,NA,NA
"326","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2017/04/24/fbeeb71f969362dfd7489a955a0a5b00_FORMATO.png",70132,34,"COR","mei","Provável",0.8,5.31,-0.55,2.65,25,"Coritiba",3,44,4,11,12,1,58,43,NA,NA,NA,NA,2,1,2,NA,NA,NA
"327","Fellipe Ramos Ignez Bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2017/04/19/2333e7afbab5775fa04708f8532bdf88_FORMATO.png",70116,34,"COR","mei","Nulo",0,2.97,0,0.18,5,"Corinthians",NA,3,1,1,1,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Reinaldo Rueda Rivera","Reinaldo Rueda","https://s.glbimg.com/es/sde/f/2017/08/15/f70ca24058c7afc7bcf48280e01aa139_FORMATO.png",69486,34,"FLA","tec","Provável",1.79,12.68,-1.12,4.53,14,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Fillipe Soutto Mayor Nogueira Ferreira","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2017/06/05/17f3216f11db1702707de11a5f0b6854_FORMATO.png",70581,34,"VIT","mei","Nulo",-3.4,3.15,-0.96,2.04,15,"Vitória",1,17,2,3,6,NA,28,22,NA,NA,NA,NA,2,NA,NA,1,NA,NA
"330","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png",70666,34,"PON","zag","Nulo",0,11.3,0,4.02,26,"Ponte Preta",4,16,2,3,29,NA,42,39,9,NA,NA,NA,NA,1,1,NA,NA,NA
"331","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2017/04/25/6b33818b6514572559c1fef9b6ca9686_FORMATO.png",70222,34,"SAO","gol","Provável",4,6.6,1.24,4.15,14,"São Paulo",2,NA,NA,NA,3,NA,15,NA,3,28,NA,18,NA,NA,NA,NA,NA,NA
"332","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2017/04/24/219907d77bba093529105f5b79abce53_FORMATO.png",70173,34,"FLA","mei","Contundido",0,4.25,0,0.94,5,"Flamengo",NA,5,1,1,9,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Fábio Luiz Carille de Araújo","Fábio Carille","https://s.glbimg.com/es/sde/f/2017/04/22/b5151c5cf6b267103af7605949496c18_FORMATO.png",70696,34,"COR","tec","Provável",5.12,12.13,-0.09,4.18,33,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2017/04/22/9ee14b744ca9f1e250cc299b955bc6e9_FORMATO.png",70916,34,"CRU","lat","Provável",10.6,13.83,1.57,4.43,29,"Cruzeiro",4,28,4,4,34,1,100,49,11,NA,NA,NA,3,1,3,NA,NA,1
"335","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2017/08/18/0b1e935b70a3d6471d8aa121da9f7140_FORMATO.png",70742,34,"CHA","mei","Contundido",0,6.21,0,1.98,18,"Chapecoense",NA,28,3,11,25,NA,46,14,NA,NA,NA,NA,2,2,1,NA,NA,NA
"336","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2017/05/02/6694b4703f10f789b166d7ca4f6f764e_FORMATO.png",70986,34,"SAN","mei","Nulo",0,2.97,0,1.32,7,"Santos",NA,5,1,1,5,NA,9,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2017/08/16/d34af685ab224e16398ce841287757c3_FORMATO.jpeg",71066,34,"FLA","mei","Nulo",0,6.28,0,2.15,7,"Flamengo",2,5,2,4,3,1,8,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"338","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2017/08/17/2b6d0dac55444a427650e123ca955344_FORMATO.png",71116,34,"CHA","lat","Nulo",0,4.12,0,3.43,3,"Chapecoense",1,3,NA,NA,3,NA,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2017/08/02/b370bcdca91adb4e0f9cfe1f7ce54837_FORMATO.png",71043,34,"ATL","gol","Nulo",0,3,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2017/06/01/a4f3ac6a4a79eebb1b9a2ec9388773ad_FORMATO.png",71162,34,"BAH","mei","Nulo",-0.1,6.06,-0.22,1.37,25,"Bahia",4,19,8,11,12,3,51,10,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"341","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/09/04/f252554797209a70ab4bd0e0cf7e8692_FORMATO.jpeg",70944,34,"PAL","mei","Nulo",0,9.84,0,3.81,15,"Palmeiras",4,33,2,9,18,2,31,31,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"342","Jackson de Souza","Jackson","https://s.glbimg.com/es/sde/f/2017/07/28/de12cacc448f4add788473ff0d4009bf_FORMATO.png",70934,34,"BAH","zag","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Diego Barbosa Tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2017/05/17/c261da9d51b45bfbc208b291429eb1f8_FORMATO.png",83869,34,"AVA","lat","Nulo",0,5.83,0,2.63,13,"Avaí",1,10,NA,4,13,NA,15,7,5,NA,NA,NA,NA,NA,1,NA,NA,NA
"344","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2017/04/24/6c15e084bbf28f0ec13f00762f49aa9d_FORMATO.png",71549,34,"VAS","ata","Contundido",0,5.03,0,1.72,5,"Vasco",NA,3,3,NA,8,NA,9,4,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"345","Luis Oscar González","Lucho González","https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_FORMATO.png",71479,34,"ATL","mei","Provável",6.2,6.5,-0.01,1.38,22,"Atlético-PR",7,33,6,8,14,2,66,28,NA,NA,NA,NA,1,NA,3,1,NA,NA
"346","Andrés Ramiro Escobar Díaz","Manga Escobar","https://s.glbimg.com/es/sde/f/2017/04/24/1ce4d6d602b56cabd2d5b1522af42b71_FORMATO.png",71704,34,"VAS","ata","Nulo",0,4.43,0,1.93,14,"Vasco",NA,6,3,3,10,2,12,2,NA,NA,NA,NA,1,NA,2,NA,NA,NA
"347","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/f2550afa5db7011619ab01d7d1032823_FORMATO.png",71572,34,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2017/08/16/47b4cc4af08862b4cf6685d475edd618_FORMATO.jpeg",71709,34,"FLA","mei","Provável",1.5,5.59,-1.08,4.4,21,"Flamengo",3,18,3,1,14,NA,34,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2017/04/23/2773ed93eeec40a1be23186dae64fad2_FORMATO.png",71631,34,"ATL","gol","Provável",3.5,5.21,0.4,3.02,31,"Atlético-PR",1,NA,NA,NA,5,NA,26,1,9,42,NA,36,NA,NA,NA,NA,NA,NA
"350","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2017/02/20/5af7107ad71c63b6f670fd21749fc679_FORMATO.png",71571,34,"VIT","gol","Provável",6.7,11.09,0.34,3.59,25,"Vitória",2,NA,NA,NA,4,NA,21,NA,7,42,1,35,NA,NA,NA,NA,NA,NA
"351","Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2017/04/23/d503f996169e9aafe30487a9921bed97_FORMATO.png",71818,34,"GRE","gol","Nulo",0,4,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2017/08/30/4df3a999db97ae40b152429edc607db4_FORMATO.png",71724,34,"SPO","gol","Nulo",0,4.57,0,6.05,4,"Sport",NA,NA,NA,NA,NA,NA,6,NA,2,8,NA,4,NA,NA,NA,NA,NA,NA
"353","Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2017/05/02/be1eeef6004ddca4490debdfc7a8f6ef_FORMATO.png",71719,34,"PON","mei","Provável",0,4.9,-0.36,1.15,24,"Ponte Preta",5,46,2,6,19,1,58,33,NA,NA,NA,NA,1,NA,3,1,NA,NA
"354","Michel Ferreira dos Santos","Michel ","https://s.glbimg.com/es/sde/f/2017/04/23/555af733f4228e215781ed3d2cd99c56_FORMATO.png",71920,34,"GRE","mei","Dúvida",0,9.76,0,5.16,21,"Grêmio",7,48,3,14,25,5,61,59,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"355","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/07/28/82f8d8d7313084b0b7cfc91245954a24_FORMATO.png",71892,34,"BAH","lat","Nulo",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Paulo Roberto Valoura Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/07/28/46e83a5bd2ed557124edf9a1e69b6d0c_FORMATO.png",71937,34,"BAH","mei","Provável",11.8,12.12,0.66,3.6,26,"Bahia",2,44,14,19,17,2,96,44,NA,NA,NA,NA,3,2,NA,NA,NA,NA
"357","Diego da Silva Rosa","Diego Rosa","https://s.glbimg.com/es/sde/f/2017/06/21/113421cfc95b13d42d7a61ddfd0b906c_FORMATO.png",71927,34,"ATL","mei","Provável",16.3,9.74,1.93,2.9,20,"Atlético-GO",2,17,8,3,13,4,18,12,NA,NA,NA,NA,2,NA,6,NA,NA,NA
"358","Elano Blumer","Elano","https://s.glbimg.com/es/sde/f/2017/06/06/ba8d77c52b311fb7f02d09cbf0a70839_FORMATO.png",99669,34,"SAN","tec","Provável",0.75,8.55,-0.45,4.01,5,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Jadson Ailton Oliveira Da Silva Vale","Jadson","https://s.glbimg.com/es/sde/f/2017/06/07/2e7afba6e715b27222707a3f207ad556_FORMATO.jpeg",99629,34,"GRE","ata","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Arthur Henrique Vieira Araujo","Arthur","https://s.glbimg.com/es/sde/f/2017/06/07/41375a4dab9feeadba77a4537ccb2623_FORMATO.png",99670,34,"CRU","zag","Nulo",0,1.39,0,3.2,1,"Cruzeiro",NA,1,NA,1,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Alan Henrique Costa","Alan Costa","https://s.glbimg.com/es/sde/f/2017/05/28/e1ec05f6af0ed5e2047bfa90f97426f7_FORMATO.png",82613,34,"VIT","zag","Nulo",0,8.16,0,2.91,7,"Vitória",NA,4,NA,2,3,NA,12,8,1,NA,NA,NA,1,NA,1,NA,NA,NA
"362","Igor Cássio Vieira dos Santos","Igor Cássio",NA,99661,34,"BOT","ata","Contundido",0,1,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
