"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","FC","FS","PE","RB","CA","FD","FF","I","CV","SG","FT","G","PP","A","DD","GS","DP","GC"
"73","Vanderlei Luxemburgo da Silva","Vanderlei Luxemburgo","https://s.glbimg.com/es/sde/f/2017/05/31/d059e86ab694b638ba5a43c3b0b0444f_FORMATO.png",41327,12,"SPO","tec","Provável",7.06,7.94,0.63,4.52,9,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2017/07/10/44451249912d8a454f2c40009fb27f1b_FORMATO.png",40990,12,"SAO","tec","Provável",0,10.11,0,2.08,4,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,12,"SAN","ata","Contundido",0,11.4,0,1.25,4,"Santos",7,5,4,NA,1,2,6,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"76","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2016/05/01/92fb599635a635bc3681d6d69f04489c_FORMATO.png",41218,12,"SPO","gol","Provável",12.8,7.6,1.48,4.43,12,"Sport",NA,NA,5,1,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,20,16,NA,NA
"77","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2017/04/24/c96c8c2ada9b85eb506293c4caec64db_FORMATO.png",40179,12,"COR","ata","Provável",1.9,11.76,-2.2,3.53,9,"Coritiba",25,26,29,4,1,10,6,6,1,NA,NA,3,NA,1,NA,NA,NA,NA
"78","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2017/05/02/c182483a84aebf5ed52ddb9d82da6407_FORMATO.png",42213,12,"PON","mei","Provável",2.3,8.54,0.43,2.4,6,"Ponte Preta",11,7,21,16,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Renato Portaluppi","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2016/10/20/11389b106c935a0e20c5b557a4161683_FORMATO.png",41929,12,"GRE","tec","Provável",2.35,15.48,0.39,4.96,12,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2017/04/18/8ce197bf5176cc970a5782466268bd80_FORMATO.png",42116,12,"PAL","ata","Provável",5.6,6.56,1.04,1.85,11,"Palmeiras",20,16,16,8,4,4,3,4,NA,NA,NA,2,1,1,NA,NA,NA,NA
"81","Felipe Augusto Santana","Felipe Santana","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_FORMATO.png",42140,12,"ATL","zag","Contundido",0,9.11,0,3.69,8,"Atlético-MG",7,6,14,9,NA,NA,2,1,NA,1,NA,1,NA,1,NA,NA,NA,NA
"82","Alexandre Tadeu Gallo","Alexandre Gallo","https://s.glbimg.com/es/sde/f/2017/06/06/ee2b94270801b97042a4a5bdae50276b_FORMATO.png",41363,12,"VIT","tec","Provável",3.19,7.87,0.12,3.4,8,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,12,"CHA","mei","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2017/04/18/594aacef190963b0476d2c76f4f48f57_FORMATO.png",42145,12,"PAL","lat","Dúvida",5.6,7.61,0.23,5.48,6,"Palmeiras",6,10,28,14,NA,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"85","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,12,"SAN","ata","Provável",7,5.86,1.69,2.54,10,"Santos",9,4,32,1,NA,5,6,5,NA,NA,NA,3,NA,1,NA,NA,NA,NA
"86","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2017/04/19/e126b3b0182f6b12d3cc13d20f515810_FORMATO.png",42500,12,"COR","lat","Provável",0,11.91,0,5.42,8,"Corinthians",9,11,40,12,3,NA,NA,NA,NA,7,NA,NA,NA,1,NA,NA,NA,NA
"87","Felipe Garcia dos Prazeres","Felipe Garcia","https://s.glbimg.com/es/sde/f/2017/04/27/986affeeae68d3af059f6c98de882ddb_FORMATO.png",42330,12,"ATL","gol","Provável",-1.3,7.67,-0.07,3.5,11,"Atlético-GO",NA,1,7,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,23,16,NA,NA
"88","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,12,"SAO","lat","Nulo",0,5.63,0,1.07,4,"São Paulo",3,5,16,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"89","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2017/05/06/c9fe7a8f540f56c7325c5e78f3097d32_FORMATO.png",42222,12,"SPO","ata","Provável",2.5,5.72,0.3,3.23,12,"Sport",8,18,37,8,2,4,4,1,NA,NA,NA,3,NA,1,NA,NA,NA,NA
"90","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2017/02/19/24191456ff9447eb594b23afd68b389a_FORMATO.png",49674,12,"CRU","lat","Nulo",0,5,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2016/04/29/88d18a6c7e76b53f49c068867e67a91b_FORMATO.png",49673,12,"FLU","gol","Provável",4,5.23,1.19,1.22,8,"Fluminense",NA,5,6,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,10,13,NA,NA
"92","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2017/06/20/fa889cb0da25023565bc57fe3fa29fde_FORMATO.png",42501,12,"FLA","zag","Contundido",4.5,8.7,0.29,4.88,4,"Flamengo",4,NA,4,4,NA,NA,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"93","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2017/04/24/baf540d146fb96f0159339aad269538d_FORMATO.png",50301,12,"FLA","mei","Provável",10.8,15.67,1.81,4.72,10,"Flamengo",15,20,34,17,4,6,5,3,NA,NA,NA,2,NA,2,NA,NA,NA,NA
"94","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2017/04/24/5b2f43325fb756c251e30f1bd567af5b_FORMATO.png",50284,12,"COR","gol","Provável",3,13.84,0.19,6.07,12,"Coritiba",NA,3,9,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,25,13,NA,NA
"95","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png",50317,12,"SAN","zag","Provável",-2.8,10.11,-0.95,3.75,10,"Santos",8,4,28,9,4,1,3,1,NA,6,NA,1,NA,NA,NA,NA,NA,NA
"96","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/28/0dde0e778cab6579a9bf8d745efc2bf0_FORMATO.png",50294,12,"ATL","mei","Nulo",0,10.33,0,2.37,3,"Atlético-PR",1,4,8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"97","Adilson Warken","Adilson","https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_FORMATO.png",50307,12,"ATL","mei","Dúvida",0.7,4.54,-0.04,0.62,5,"Atlético-MG",9,1,7,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",50324,12,"CRU","mei","Contundido",8.1,7.51,1.06,3.31,8,"Cruzeiro",13,7,15,15,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"99","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/04/24/f51b755cd38a02f41c96c2cc347998eb_FORMATO.png",50348,12,"FLA","mei","Nulo",0,8.35,0,-0.95,2,"Flamengo",1,1,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,12,"GRE","lat","Nulo",0,7.9,0,2.15,2,"Grêmio",3,4,3,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"101","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2017/07/04/d229ec4b1feb142b05c30428863af3b1_FORMATO.png",50369,12,"VIT","mei","Provável",8.2,4.18,1.37,5.2,2,"Vitória",4,4,5,5,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2017/04/19/aaa96b0be41ff91da112273cc059467e_FORMATO.png",42234,12,"COR","gol","Provável",15,14.5,2.22,6.62,12,"Corinthians",NA,2,5,NA,1,NA,NA,NA,NA,9,NA,NA,NA,NA,11,5,2,NA
"103","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/01/13/c82e7265df8e1826bec18601456898a5_FORMATO.png",50362,12,"FLU","lat","Provável",4,2.45,1.31,-0.06,10,"Fluminense",24,7,28,10,1,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,12,"SPO","ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Ricardo Martins de Araújo","Kadu","https://s.glbimg.com/es/sde/f/2017/05/02/414d5dd199f668338406b95b0d982b31_FORMATO.png",50427,12,"PON","zag","Provável",0,12.25,0,5.8,5,"Ponte Preta",9,5,5,14,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"106","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2017/07/11/e970a2c4345e6e515eef8ee166c54f05_FORMATO.png",50408,12,"VAS","zag","Contundido",0,2.95,0,1.04,10,"Vasco",9,6,22,6,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"107","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2016/07/30/7905e0520c53cd23701cb3eddd0d3d19_FORMATO.png",50407,12,"FLU","mei","Contundido",0,2.98,0,-0.4,4,"Fluminense",2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2016/05/01/df95d867f8ae0ddd0e0485b9b344e610_FORMATO.png",50421,12,"SAO","mei","Nulo",0,3.86,-0.53,1.5,3,"São Paulo",2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/a9d9178f59821bfca73d485e636ad040_FORMATO.png",50856,12,"FLU","zag","Provável",1.1,8.27,0.16,1.21,11,"Fluminense",14,16,25,8,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"110","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2017/02/21/1667c807177ee329a96aa2102be09777_FORMATO.png",50645,12,"BAH","lat","Provável",1.6,6.16,-1.32,3.11,12,"Bahia",18,10,65,22,1,NA,2,2,NA,4,NA,NA,NA,1,NA,NA,NA,NA
"111","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,12,"COR","zag","Nulo",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,12,"SAO","gol","Contundido",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2017/04/24/287a66acd6363a7d660701c832982d75_FORMATO.png",51042,12,"CHA","lat","Provável",1,6.75,-0.18,2.03,11,"Chapecoense",21,16,20,11,3,2,3,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"114","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,12,"BOT","zag","Provável",6.5,6.08,0.08,6.5,1,"Botafogo",2,4,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2017/05/02/7c58801a7248a49556b48b3d0b29ca4d_FORMATO.png",51318,12,"SAN","mei","Provável",-0.8,4.29,-0.68,0.57,4,"Santos",3,3,5,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,12,"CRU","zag","Provável",2,8.77,0.3,2.39,11,"Cruzeiro",10,10,29,8,3,1,2,NA,NA,4,NA,NA,NA,1,NA,NA,NA,NA
"117","Thiago Carleto Alves","Thiago Carleto","https://s.glbimg.com/es/sde/f/2017/05/15/e78cf3d6b6820ad71b0335abf0a64a0b_FORMATO.png",51700,12,"COR","lat","Provável",0,4.73,0,7,1,"Coritiba",1,2,4,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"118","Éverton Augusto de Barros Ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2017/06/24/7deee286983361a4845652b6c39be834_FORMATO.png",51772,12,"FLA","mei","Provável",6.1,13.2,0.64,4.43,3,"Flamengo",6,3,11,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
"119","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2017/04/28/050f2523a89b53c80e67a8b25d407fea_FORMATO.png",51415,12,"ATL","zag","Provável",10.5,9.09,1.84,3.2,12,"Atlético-GO",19,23,26,16,NA,NA,5,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA
"120","Walter Leandro Capeloza Artune","Walter","https://s.glbimg.com/es/sde/f/2017/04/20/196790f232d428bcd861ad55c55dd8cc_FORMATO.png",51413,12,"COR","gol","Nulo",0,6,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2017/04/23/d52f6bea6aa2f1491f7bd22855a3e821_FORMATO.png",51705,12,"GRE","zag","Nulo",0,5.11,0,-0.3,1,"Grêmio",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2017/04/17/41717887cc5c81bcd28ad1df6829c7e6_FORMATO.png",52674,12,"BOT","lat","Nulo",0,9.1,0,3.87,8,"Botafogo",4,16,10,7,1,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"123","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2017/02/20/2a67dc4c7c97236fb27abf4dbe5a39fc_FORMATO.png",51792,12,"VIT","zag","Provável",4.3,8.55,-0.19,4.41,7,"Vitória",5,4,23,9,2,1,5,1,NA,2,NA,1,NA,1,NA,NA,NA,NA
"124","Leandro Salino do Carmo","Leandro Salino","https://s.glbimg.com/es/sde/f/2017/02/20/88732a4309dfb2ee375054e5e944d3cf_FORMATO.png",51905,12,"VIT","lat","Nulo",0,6.5,0,4.02,6,"Vitória",15,16,21,15,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"125","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2017/04/24/854cf1c9afe220c9f2a2751a12f2e7dd_FORMATO.png",52253,12,"FLA","zag","Provável",0,11.83,0,4.61,10,"Flamengo",5,8,15,12,1,2,1,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA
"126","Lins Lima de Britto","Lins","https://s.glbimg.com/es/sde/f/2017/05/02/152a2c73a115dd6eaae434c953a9c05b_FORMATO.png",53669,12,"PON","ata","Nulo",-0.6,3.56,0.15,0.45,10,"Ponte Preta",16,9,22,4,NA,2,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"127","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2017/04/03/444816970098790387faf6c2c5c0444f_FORMATO.png",52950,12,"ATL","gol","Provável",8,11.53,1.03,4.01,11,"Atlético-MG",1,NA,8,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,17,13,2,NA
"128","Cássio Luís Rissardo","Xuxa","https://s.glbimg.com/es/sde/f/2017/04/25/f61368b41b39832165af38d0ac96fda8_FORMATO.png",55594,12,"PON","mei","Nulo",0,2.44,0,0.55,2,"Ponte Preta",NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Túlio Vinícius Fróes de Melo","Túlio de Melo","https://s.glbimg.com/es/sde/f/2017/04/25/19e52a7282097054fc255711621c8e29_FORMATO.png",54797,12,"CHA","ata","Contundido",0,3.38,0,0.06,7,"Chapecoense",3,2,5,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2017/04/03/9fbc7e32d0d9db7b948212b98c23212a_FORMATO.png",54395,12,"ATL","mei","Provável",1.6,11.93,-0.12,1.85,10,"Atlético-MG",14,8,31,13,1,3,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"131","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,12,"BOT","lat","Nulo",0,8,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Ferdinando Pereira Leda","Ferdinando","https://s.glbimg.com/es/sde/f/2017/04/28/451b8463a985e60f7a6e4d877e47d26e_FORMATO.png",53731,12,"AVA","mei","Nulo",0,5,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/24/bd4f8a7faf06636fd48dc601b16ea0af_FORMATO.png",56102,12,"COR","mei","Nulo",0,7,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Vinícius Soares Eutropio","Vinícius Eutrópio","https://s.glbimg.com/es/sde/f/2017/07/06/3996acd85ff4513f367921f36749d2af_FORMATO.png",60780,12,"CHA","tec","Provável",2,7.88,-0.94,2,1,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Rafael de Souza Pereira","Rafael Carioca","https://s.glbimg.com/es/sde/f/2017/04/03/902e1c13569f1c4cc9f929691cc6d625_FORMATO.png",60784,12,"ATL","mei","Provável",3.6,6.37,0.76,1.41,11,"Atlético-MG",12,16,19,16,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2017/05/03/cc800ad5ce3aeb287358e50e4352911b_FORMATO.png",60788,12,"SPO","ata","Nulo",0,5.05,0,3.03,3,"Sport",2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"137","Willians dos Santos Santana","Willians","https://s.glbimg.com/es/sde/f/2017/06/07/e24d137ff5aa2e79299e85cf581744a1_FORMATO.png",60787,12,"AVA","ata","Nulo",8.1,4.79,1.56,1.35,7,"Avaí",14,6,9,6,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"138","Bruno Vieira Gallo","Bruno Gallo","https://s.glbimg.com/es/sde/f/2017/04/06/68766fe1a4a33ee25c95b972979bf44c_FORMATO.png",60802,12,"VAS","mei","Nulo",0,1.7,0,-0.6,1,"Vasco",1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2017/04/05/526dd85f05139f739aca91b753b00ec9_FORMATO.png",60819,12,"CRU","zag","Contundido",0,8.86,0,3.43,3,"Cruzeiro",1,2,12,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"140","Jael Ferreira Vieira","Jael","https://s.glbimg.com/es/sde/f/2017/04/23/585f69babcaf14c7eaf22537e3c5338c_FORMATO.png",60859,12,"GRE","ata","Contundido",0,5,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/02/21/ab314baef088bf498a196e5fd2e6176b_FORMATO.png",72386,12,"BAH","ata","Contundido",0,10,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Julio Daniel dos Santos Rodríguez","Julio dos Santos","https://s.glbimg.com/es/sde/f/2017/04/17/649e4e7bd437c7088ca460c013ae1718_FORMATO.png",60853,12,"VAS","mei","Nulo",0,5,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/08/18/6af48de27fa231f0a84e3301c9451cb9_FORMATO.png",61188,12,"SAO","ata","Nulo",0,4.2,0,1.58,5,"São Paulo",4,1,3,1,1,2,3,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"144","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2017/04/23/7bc968863bb32cf46c3aa7067b5514f8_FORMATO.png",68758,12,"GRE","ata","Nulo",3.6,10.49,0.56,5.3,8,"Grêmio",8,22,13,6,1,5,3,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"145","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2017/04/20/ff3f0ec8867916a05745cdee54815442_FORMATO.png",61033,12,"COR","mei","Provável",5.8,15.07,0.21,4.09,9,"Corinthians",15,18,32,10,2,6,5,1,NA,NA,NA,1,NA,3,NA,NA,NA,NA
"146","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2017/05/02/bd59d7bbf1fff0ce2e2dd4b489c5c99a_FORMATO.png",61149,12,"PON","ata","Provável",-0.5,20.41,-1.56,7.88,12,"Ponte Preta",13,40,32,13,1,8,10,4,NA,NA,NA,7,1,1,NA,NA,NA,NA
"147","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2017/04/03/ed8cd5220fe7c5ba0069143fad70f518_FORMATO.png",61211,12,"ATL","lat","Contundido",0,4.46,0,-0.7,1,"Atlético-MG",NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2017/04/24/44fa9261c93718d8ee74e043fad7adbb_FORMATO.png",62086,12,"FLA","lat","Nulo",0,8.93,0,2.67,8,"Flamengo",12,5,18,3,NA,NA,1,1,NA,4,NA,NA,NA,1,NA,NA,NA,NA
"149","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,12,"BOT","mei","Contundido",0,5.63,0,1.17,3,"Botafogo",3,4,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2017/04/25/0991c88dd099660fdb7cfc88a4bedab1_FORMATO.png",62024,12,"SAO","lat","Nulo",0,5,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Fernando Camilo Farias","Camilo","https://s.glbimg.com/es/sde/f/2016/06/28/8a03ee3ad9899f775f55818fc2c7e956_FORMATO.jpeg",62009,12,"BOT","mei","Nulo",0.6,9.11,0.23,0.9,6,"Botafogo",3,6,11,1,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,12,"PAL","lat","Contundido",0,15.59,0,3.97,6,"Palmeiras",3,6,19,5,NA,2,5,1,NA,2,NA,1,1,NA,NA,NA,NA,NA
"153","Maikon Fernando Souza Leite","Maikon Leite","https://s.glbimg.com/es/sde/f/2017/02/18/d1beebf2d6769d1d954a6d387ae17218_FORMATO.png",62069,12,"BAH","ata","Contundido",0,2.15,0,-0.5,2,"Bahia",2,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,12,"CRU","mei","Nulo",0,8.73,0,2.13,6,"Cruzeiro",5,4,39,8,2,3,7,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
