"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","FS","PE","CA","FC","FD","FF","G","I","RB","A","FT","SG","DD","DP","GS","PP","CV","GC"
"268","Victor Lindenberg Vieira","Victor Lindenberg","https://s.glbimg.com/es/sde/f/2017/07/15/66e600863d0ea2f49a7e1022ebde68c8_FORMATO.png",96524,19,"BOT","lat","Nulo",0,0.78,0,0,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Andrés Ramiro Escobar Díaz","Manga Escobar","https://s.glbimg.com/es/sde/f/2017/04/24/1ce4d6d602b56cabd2d5b1522af42b71_FORMATO.png",71704,19,"VAS","ata","Nulo",0.9,4.53,0.06,1.83,10,"Vasco",8,11,NA,5,2,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"270","Vitor da Silva Vieira","Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/55f029a24ac57ff25bbf6a3568dca322_FORMATO.png",96804,19,"AVA","ata","Nulo",0,2,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2017/04/24/8665d503716b53b97bdd0f56d8ef0f39_FORMATO.png",73421,19,"FLA","zag","Nulo",0,8.14,0,3.56,10,"Flamengo",4,33,NA,4,4,4,NA,NA,11,NA,NA,4,NA,NA,NA,NA,NA,NA
"272","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/02f546c1013f3369de8475d0bf247287_FORMATO.png",73384,19,"SPO","lat","Suspenso",-3,3.68,-0.94,3.38,16,"Sport",21,63,3,16,4,1,NA,1,22,NA,NA,7,NA,NA,NA,NA,NA,NA
"273","Éderson Alves Ribeiro Silva","Éderson","https://s.glbimg.com/es/sde/f/2017/05/26/1055c168d6c49467f567c27a6e48707a_FORMATO.png",73446,19,"ATL","ata","Nulo",1.7,4.08,-0.49,2.23,10,"Atlético-PR",5,15,NA,4,7,6,1,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"274","Carlos Moisés de Lima","Carlinhos","https://s.glbimg.com/es/sde/f/2017/05/03/ff14836ef129f0c93960c6c4c985b87d_FORMATO.png",96831,19,"COR","ata","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/07/28/82f8d8d7313084b0b7cfc91245954a24_FORMATO.png",71892,19,"BAH","lat","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Moisés Ribeiro Santos","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,19,"CHA","mei","Nulo",0,3.13,0,0.52,6,"Chapecoense",5,7,2,5,NA,1,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2017/07/27/674c08b12227dcc659885899cb5ee647_FORMATO.png",73513,19,"PON","ata","Provável",3.5,2.29,0.47,0.53,6,"Ponte Preta",7,11,NA,2,NA,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2017/04/01/f5509c6e7e2831171a293b2e8b83e1bc_FORMATO.png",72007,19,"VIT","mei","Provável",0,5.3,0,3.39,16,"Vitória",7,22,3,25,1,8,3,1,27,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png",73515,19,"FLA","ata","Nulo",0,3.51,0,-2,1,"Flamengo",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Douglas Moreira Pires","Douglas Pires","https://s.glbimg.com/es/sde/f/2017/02/21/9cdc2aa37a7bf02a1d821f703b2ca8dd_FORMATO.png",73517,19,"BAH","gol","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Paulo Roberto Valoura Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/07/28/46e83a5bd2ed557124edf9a1e69b6d0c_FORMATO.png",71937,19,"BAH","mei","Nulo",0.8,10.66,-0.38,3.42,16,"Bahia",10,55,1,29,11,12,2,NA,20,2,1,NA,NA,NA,NA,NA,NA,NA
"282","Leonardo Thomas Lopes","Léo Lopes","https://s.glbimg.com/es/sde/f/2017/05/02/d9e1a4dd290f2c2c5f9e7014577f5c7c_FORMATO.png",96965,19,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Michel Ferreira dos Santos","Michel ","https://s.glbimg.com/es/sde/f/2017/04/23/555af733f4228e215781ed3d2cd99c56_FORMATO.png",71920,19,"GRE","mei","Nulo",0,10.45,0,5.33,14,"Grêmio",16,39,4,36,2,8,4,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Rodrigo Figueiredo de Carvalho","Rodrigo Figueiredo","https://s.glbimg.com/es/sde/f/2017/04/20/bef317b8404e13356cc3277dae40f4c9_FORMATO.png",96832,19,"COR","mei","Nulo",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Diego da Silva Rosa","Diego Rosa","https://s.glbimg.com/es/sde/f/2017/06/21/113421cfc95b13d42d7a61ddfd0b906c_FORMATO.png",71927,19,"ATL","mei","Provável",0.9,7.27,-0.03,2.35,11,"Atlético-GO",6,7,1,9,4,1,1,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"286","Emerson Aparecido Leite de Souza Junior","Emerson","https://s.glbimg.com/es/sde/f/2017/05/02/9ee22fc39f2ebcb3732b978222f0f862_FORMATO.png",96870,19,"PON","lat","Nulo",0,1,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,19,"BOT","zag","Nulo",5,3.3,0.3,5,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"288","Fernando Galhardo Borges","Fernandinho","https://s.glbimg.com/es/sde/f/2017/05/15/0d7fcc5d70203442a40e54487804a4f8_FORMATO.png",72150,19,"PON","lat","Nulo",0,5.26,0,2.43,4,"Ponte Preta",NA,9,1,3,NA,NA,NA,2,2,NA,1,2,NA,NA,NA,NA,NA,NA
"289","Bruno Cortês Barbosa","Bruno Cortez","https://s.glbimg.com/es/sde/f/2017/04/23/6917817dc16511add10913a87474f1f7_FORMATO.png",72079,19,"GRE","lat","Nulo",0,10.95,0,3.8,16,"Grêmio",12,33,3,24,NA,NA,1,2,21,NA,NA,8,NA,NA,NA,NA,NA,NA
"290","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,19,"BOT","mei","Nulo",0,1.74,0,1.27,16,"Botafogo",24,62,5,34,5,5,NA,1,16,3,1,NA,NA,NA,NA,NA,NA,NA
"291","Arthur Gomes Lourenço","Arthur Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/0dce55b5ca74aab8f37b77c936bdc107_FORMATO.png",96966,19,"SAN","ata","Nulo",0,1.84,0,0.86,5,"Santos",6,3,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Renan Silva Bragança","Dida","https://s.glbimg.com/es/sde/f/2017/04/23/9d628fcefea9ddda4e74ff681f296aeb_FORMATO.png",97138,19,"GRE","gol","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,19,"PAL","gol","Contundido",0,7.45,0,5.73,4,"Palmeiras",1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,6,1,3,NA,NA,NA
"294","Airton Tirabassi","Airton ","https://s.glbimg.com/es/sde/f/2017/05/25/444e9d8df7c89d942e244f428e32811c_FORMATO.png",72297,19,"AVA","zag","Nulo",0,2.11,0,3.4,2,"Avaí",NA,5,NA,3,NA,2,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"295","Cléber Janderson Pereira Reis","Cléber","https://s.glbimg.com/es/sde/f/2017/05/02/b5c06e4d4ec940dea4ec97f888628b3b_FORMATO.png",72376,19,"SAN","zag","Nulo",0,6.49,0,4.5,1,"Santos",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"296","Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/07/28/10783cbce0071ae8567021c6e9290249_FORMATO.png",72386,19,"BAH","ata","Contundido",0,10,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Carlos Vitor da Silva Nascimento","Santarém","https://s.glbimg.com/es/sde/f/2017/05/02/fc55f1db6d41a43491dfc0c217da1c4e_FORMATO.png",97228,19,"AVA","ata","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_FORMATO.png",72362,19,"BOT","mei","Nulo",-0.6,9.8,0.07,3.9,15,"Botafogo",13,43,2,15,3,2,2,NA,30,1,NA,NA,NA,NA,NA,NA,NA,NA
"299","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",72491,19,"GRE","zag","Provável",4.4,2.77,-0.03,1.65,4,"Grêmio",4,14,2,5,NA,1,NA,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA
"300","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2017/02/18/25a86aa5d44e9bdbf64ffd3c0f0a0c25_FORMATO.png",72490,19,"VIT","zag","Contundido",0,3.95,0,1.85,11,"Vitória",2,30,3,11,3,5,1,NA,12,NA,NA,1,NA,NA,NA,NA,NA,NA
"301","Mauricio Kozlinski","Mauricio Kozlinski","https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png",72595,19,"AVA","gol","Nulo",0,8.1,0,3.1,9,"Avaí",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,NA,13,NA,NA,NA
"302","Guilherme Mantuan","Mantuan","https://s.glbimg.com/es/sde/f/2017/04/23/afd8c7419f77473d128737eb2622b796_FORMATO.png",97315,19,"COR","mei","Contundido",0,1,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","William Augusto Alves Conserva","William Alves","https://s.glbimg.com/es/sde/f/2017/08/08/eb4348a74110c5ac475fc0be6f1b2cd3_FORMATO.png",79032,19,"ATL","zag","Provável",0,2,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Gabriel Vinícius de Oliveira Furtado","Gabriel Furtado","https://s.glbimg.com/es/sde/f/2017/06/23/b6f602ff015eb0fd2e4305c2b8361284_FORMATO.jpeg",97322,19,"PAL","mei","Nulo",0,0.79,0,-1.75,2,"Palmeiras",1,4,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Romercio Pereira da Conceição","Romercio","https://s.glbimg.com/es/sde/f/2017/05/02/f6d968415133af30b7f7594ff3946c27_FORMATO.png",97443,19,"COR","zag","Nulo",0,1.63,0,0.2,1,"Coritiba",NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Daniel dos Santos Penha","Daniel","https://s.glbimg.com/es/sde/f/2017/05/04/6d566daae907e707a8bfbd7975033f26_FORMATO.png",97349,19,"ATL","mei","Nulo",0,1,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","Damián Ariel Escudero","Escudero","https://s.glbimg.com/es/sde/f/2017/04/17/1351c50b833e0374eb58e4fde52d7646_FORMATO.png",72745,19,"VAS","mei","Nulo",0,3.75,0,1,5,"Vasco",3,11,1,4,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"308","Eduardo Henrique da Silva","Eduardo Henrique","https://s.glbimg.com/es/sde/f/2017/05/10/45db49dd3d8dceb223dc6d2afdf72801_FORMATO.png",78994,19,"ATL","mei","Dúvida",0.4,2.96,-3.41,3.1,8,"Atlético-PR",8,18,1,15,2,1,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Jayme de Almeida Filho","Jayme de Almeida","https://s.glbimg.com/es/sde/f/2017/08/07/cae103f68866c147d8941336c92b8ef8_FORMATO.png",79019,19,"FLA","tec","Provável",0,11.73,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/05/02/3b3fe001039a93d9ea75e58f817381cf_FORMATO.png",79035,19,"SAN","zag","Contundido",0,5,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Antonio Thomaz Santos de Barros","Thomaz","https://s.glbimg.com/es/sde/f/2017/04/28/df8a959dc2f3885176d2c02e5d69a246_FORMATO.png",79041,19,"SAO","mei","Nulo",0,5.16,0,2.94,8,"São Paulo",7,5,1,9,1,2,1,2,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"312","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2017/07/28/9fb65a9e8f5831d924c08c76337f8967_FORMATO.png",79042,19,"BAH","zag","Provável",-3.6,8.53,-0.91,2.15,18,"Bahia",21,39,4,27,1,NA,1,6,15,NA,NA,6,NA,NA,NA,NA,NA,NA
"313","Ricardo César Dantas da Silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2017/04/27/e409f5c1c4551cf8457b204abc422a73_FORMATO.png",79334,19,"ATL","zag","Nulo",0,2.94,0,0.28,4,"Atlético-GO",1,11,1,8,NA,2,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2017/04/24/3fb41a018fb2c9084cb4800fba9b6607_FORMATO.png",79066,19,"FLA","gol","Nulo",0,4.22,0,2.7,5,"Flamengo",3,5,NA,1,NA,NA,NA,NA,NA,NA,NA,2,4,NA,4,NA,NA,NA
"315","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,19,"CRU","mei","Suspenso",0.1,4.75,-0.78,0.99,10,"Cruzeiro",10,27,3,19,1,3,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,NA
"316","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2017/04/23/e94d073bb6cefa100cd1ed8d0f8a6291_FORMATO.png",83048,19,"GRE","zag","Nulo",0,5.79,0,2.6,9,"Grêmio",7,13,1,6,1,1,1,NA,6,NA,NA,3,NA,NA,NA,NA,NA,1
"317","Jucimar Lima Pacheco","Abuda","https://s.glbimg.com/es/sde/f/2017/04/27/2e749e5bfdd8d0bbc67e5441e8c73ff6_FORMATO.png",79193,19,"ATL","mei","Nulo",0,5.39,0,3.3,1,"Atlético-GO",1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/22/e7d5b223d7908854c81e04f0e7e0fcc0_FORMATO.png",79578,19,"CRU","ata","Provável",-2.6,6.13,-1.47,2.26,11,"Cruzeiro",16,9,2,26,3,4,3,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,19,"CHA","mei","Nulo",0,2.45,0,1.37,7,"Chapecoense",4,3,NA,2,2,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,19,"PAL","lat","Nulo",-0.9,4.32,-0.77,1.14,5,"Palmeiras",1,8,NA,3,1,2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"321","Brenner Marlos Varanda de Oliveira","Brenner","https://s.glbimg.com/es/sde/f/2017/07/21/eba301f5c887ff5cf7a3f94b5f6eb918_FORMATO.png",80080,19,"BOT","ata","Provável",-0.6,3.46,-0.37,0.03,3,"Botafogo",2,3,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Milton Mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2017/04/26/7b563b4abe14ffb25496b6fcd414bd88_FORMATO.png",86486,19,"VAS","tec","Provável",3.46,9.3,0.28,3.39,19,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2017/04/24/edb424e5188bff2f84c0a261b041b848_FORMATO.png",72603,19,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,19,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"325","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",80129,19,"PON","mei","Provável",0,4.41,0,1.55,12,"Ponte Preta",12,20,2,12,1,3,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Nadson da Silva Almeida","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,19,"CHA","mei","Nulo",0,0.76,0,-0.07,3,"Chapecoense",1,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Lázaro Luan Scapolan","Luan","https://s.glbimg.com/es/sde/f/2017/04/28/ec0b73e82977113f481334a7e16633d8_FORMATO.png",72565,19,"AVA","mei","Provável",0,5.62,0,1.92,11,"Avaí",27,17,6,29,1,1,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2017/07/25/0ff5aea8f677cff80e0a7a93745453e5_FORMATO.png",80188,19,"FLU","ata","Nulo",0,2.55,0,0.34,8,"Fluminense",5,9,3,3,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Thalisson Kelven da Silva","Thalisson Kelven","https://s.glbimg.com/es/sde/f/2017/07/26/312052227f7941f0d73d82bbd771691b_FORMATO.png",97448,19,"COR","zag","Nulo",0,0.99,0,-0.4,2,"Coritiba",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Matheus Mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",80124,19,"ATL","zag","Nulo",1,1.6,0.35,0.16,5,"Atlético-MG",2,9,2,10,NA,2,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"331","Vitor Carvalho Vieira","Vitor Carvalho","https://s.glbimg.com/es/sde/f/2017/07/26/11d5415c167784febf6f5693e3f9c281_FORMATO.png",97449,19,"COR","mei","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Matheus Felipe Camargo Iacovelli","Matheus Iacovelli","https://s.glbimg.com/es/sde/f/2017/05/22/c2879f5baa16034be213aa66cf2bdf37_FORMATO.png",97445,19,"PAL","ata","Nulo",0,1.68,0,0.5,1,"Palmeiras",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Lucas Fonseca da Silva","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2017/07/28/2ee15f7fbeefac55e5b773d1cd8ffa0a_FORMATO.png",80189,19,"BAH","zag","Suspenso",1.1,5.47,-0.21,3.22,15,"Bahia",17,25,1,6,1,1,NA,NA,15,1,NA,5,NA,NA,NA,NA,1,NA
"334","Julio Cezar Rusch","Julio Rusch","https://s.glbimg.com/es/sde/f/2017/04/24/77d4f9edf4076b00161ea3393eb6f3bd_FORMATO.png",97444,19,"COR","mei","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/07/11/6b5408cf6a95787a4a68b548a6d31752_FORMATO.png",80313,19,"VAS","lat","Provável",6.9,12.22,1.02,5.11,16,"Vasco",24,78,5,24,1,7,NA,2,51,1,1,3,NA,NA,NA,NA,NA,NA
"336","Marcos Vinícius Silva Rocha Calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2017/07/25/54939a99bf411f3ea45f4906ef2d269d_FORMATO.png",97452,19,"FLU","ata","Contundido",0,5.76,0.31,3.87,11,"Fluminense",14,22,4,20,2,3,NA,3,28,2,NA,NA,NA,NA,NA,NA,NA,NA
"337","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,19,"ATL","zag","Nulo",0,2.69,0,-1.2,1,"Atlético-PR",NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Glaybson Yago Souza Lisboa","Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",80196,19,"VAS","lat","Nulo",0,9.41,0,4.2,12,"Vasco",12,29,NA,9,4,4,2,1,9,1,NA,3,NA,NA,NA,NA,NA,NA
"339","Yilmar Alexis Filigrana Possu","Filigrana","https://s.glbimg.com/es/sde/f/2017/04/24/d66e3a470b0bbecb49de52697e75cb7b_FORMATO.png",97502,19,"COR","ata","Nulo",-0.3,1.73,-1.65,1.42,5,"Coritiba",1,1,1,5,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,19,"COR","gol","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,19,"CHA","ata","Nulo",5.1,11.82,-0.39,5.58,18,"Chapecoense",43,41,3,31,13,16,4,5,18,5,1,NA,NA,NA,NA,NA,NA,NA
"342","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,19,"CRU","lat","Provável",0,4.91,0,2.35,7,"Cruzeiro",6,13,3,14,1,1,NA,NA,11,NA,NA,2,NA,NA,NA,NA,NA,NA
"343","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,19,"CRU","mei","Contundido",0,5.29,0,1.69,13,"Cruzeiro",23,55,4,16,NA,8,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",80537,19,"FLU","ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Wanderson Carvalho de Oliveira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/27/a7b0a15537c943f557f8fb73d8a9171b_FORMATO.png",80373,19,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Shaylon Kallyson Cardoso","Shaylon","https://s.glbimg.com/es/sde/f/2017/02/09/81337ea0dca634d71b1201853010e1dd_FORMATO.png",97520,19,"SAO","mei","Nulo",0,2.36,0,3.6,2,"São Paulo",NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2017/05/02/acb1d4777b6e76d3ca67054da81d0c42_FORMATO.png",80583,19,"SAN","mei","Provável",0,3.65,0,1.87,12,"Santos",28,50,6,23,7,4,NA,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA
"348","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2017/04/23/e509769d9e394ef42a8681bfdacc8283_FORMATO.png",80853,19,"GRE","zag","Nulo",0,13.74,0,6.74,13,"Grêmio",8,31,3,8,3,3,NA,NA,31,2,NA,7,NA,NA,NA,NA,NA,NA
"349","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2017/07/28/848d6125a9c369432280eafad030d57a_FORMATO.png",80370,19,"BAH","mei","Provável",7.4,13.95,0.3,4.44,7,"Bahia",9,15,NA,3,1,6,1,2,12,1,NA,NA,NA,NA,NA,NA,1,NA
