"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","G","I","PE","PP","RB","CA","SG","DD","GS","FT","CV","DP","GC"
"294","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2016/06/28/e51699e690f5560939a50fdbb0077328_FORMATO.jpeg",78839,13,"SAN","gol","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/05/02/3b3fe001039a93d9ea75e58f817381cf_FORMATO.png",79035,13,"SAN","zag","Contundido",0,5,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Éverton Augusto de Barros Ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2017/06/24/7deee286983361a4845652b6c39be834_FORMATO.png",51772,13,"FLA","mei","Provável",0.2,12.11,-1.09,3.37,4,"Flamengo",3,6,2,NA,6,NA,NA,22,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"297","Eduardo Henrique da Silva","Eduardo Henrique","https://s.glbimg.com/es/sde/f/2017/05/10/45db49dd3d8dceb223dc6d2afdf72801_FORMATO.png",78994,13,"ATL","mei","Provável",4,2.78,0.93,0.93,3,"Atlético-PR",NA,4,1,1,3,NA,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"298","Moisés Ribeiro Santos","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,13,"CHA","mei","Nulo",0,3.14,0,0,1,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Dorival Guidoni Júnior","Doriva","https://s.glbimg.com/es/sde/f/2017/06/28/755b1c3ab8ca17635d7bf6eee5e6ba74_FORMATO.png",79343,13,"ATL","tec","Provável",2.25,6.11,0,2.15,8,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Roger Machado Marques","Roger Machado ","https://s.glbimg.com/es/sde/f/2017/04/28/4f5e786d736c65d7652d3dda5d40a131_FORMATO.png",79437,13,"ATL","tec","Provável",1.84,10.71,-0.17,2.94,13,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,13,"PAL","zag","Nulo",0,2.66,0,-0.37,3,"Palmeiras",NA,2,NA,NA,4,NA,NA,6,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"302","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2017/04/24/3fb41a018fb2c9084cb4800fba9b6607_FORMATO.png",79066,13,"FLA","gol","Nulo",0,4.22,0,2.7,5,"Flamengo",NA,1,NA,NA,3,NA,NA,5,NA,NA,NA,2,4,4,NA,NA,NA,NA
"303","Jucimar Lima Pacheco","Abuda","https://s.glbimg.com/es/sde/f/2017/04/27/2e749e5bfdd8d0bbc67e5441e8c73ff6_FORMATO.png",79193,13,"ATL","mei","Nulo",0,5.39,0,3.3,1,"Atlético-GO",NA,NA,NA,NA,1,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"304","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,13,"CRU","mei","Provável",2.2,5.13,0.45,0.44,5,"Cruzeiro",NA,6,1,1,5,NA,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"305","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,13,"SAN","lat","Contundido",0,11.45,0,2.45,2,"Santos",NA,2,NA,1,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"306","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,13,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"307","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,13,"CHA","mei","Contundido",0,2.45,0,1.37,7,"Chapecoense",NA,2,2,1,4,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"308","Matheus Mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",80124,13,"ATL","zag","Nulo",0,1.4,0,1,2,"Atlético-MG",NA,7,NA,NA,NA,NA,NA,3,NA,2,1,1,NA,NA,NA,NA,NA,NA
"309","Ricardo César Dantas da Silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2017/04/27/e409f5c1c4551cf8457b204abc422a73_FORMATO.png",79334,13,"ATL","zag","Nulo",0,2.94,0,0.28,4,"Atlético-GO",NA,8,NA,2,1,NA,NA,11,NA,5,1,NA,NA,NA,NA,NA,NA,NA
"310","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,13,"PAL","lat","Nulo",0,5.09,0,1.65,4,"Palmeiras",NA,3,1,2,1,NA,NA,5,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"311","Nadson da Silva Almeida","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,13,"CHA","mei","Contundido",0,0.76,0,-0.07,3,"Chapecoense",NA,1,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2017/04/23/91e18bf15401259ce1466dbccb56d6ae_FORMATO.png",80281,13,"ATL","zag","Provável",0,2.69,0,-1.2,1,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Lucas Fonseca da Silva","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2017/02/21/c4e0a739ae5673d20c609ad14289c7e9_FORMATO.png",80189,13,"BAH","zag","Provável",13.3,6.99,2.65,3.61,9,"Bahia",1,5,1,NA,12,NA,NA,12,NA,8,1,4,NA,NA,NA,1,NA,NA
"314","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2016/04/29/05a4d91c1c469c1d8f7bc682c5eb8e11_FORMATO.png",80188,13,"FLU","ata","Nulo",0,2.42,0,0.47,7,"Fluminense",NA,3,1,1,5,1,2,7,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"315","Antonio Thomaz Santos de Barros","Thomaz","https://s.glbimg.com/es/sde/f/2017/04/28/df8a959dc2f3885176d2c02e5d69a246_FORMATO.png",79041,13,"SAO","mei","Nulo",0,5.16,0,2.94,8,"São Paulo",1,9,1,2,7,1,2,5,NA,8,1,NA,NA,NA,NA,NA,NA,NA
"316","Glaybson Yago Souza Lisboa","Yago Pikachu","https://s.glbimg.com/es/sde/f/2017/04/24/3021726139e41d1a3fe9ada22058c738_FORMATO.png",80196,13,"VAS","lat","Provável",2.6,9.46,0.49,4.01,10,"Vasco",1,8,3,1,11,2,1,25,NA,7,NA,2,NA,NA,NA,NA,NA,NA
"317","Gilberto Moraes Júnior","Gilberto ","https://s.glbimg.com/es/sde/f/2017/07/11/6b5408cf6a95787a4a68b548a6d31752_FORMATO.png",80313,13,"VAS","lat","Provável",0,11.52,0,4.73,12,"Vasco",1,17,1,4,16,NA,1,60,NA,35,3,2,NA,NA,1,NA,NA,NA
"318","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2017/02/21/dd2cb4f245812fd67912e347aba3c101_FORMATO.png",79042,13,"BAH","zag","Suspenso",1.9,9.75,0.15,2.39,13,"Bahia",NA,19,1,NA,15,1,5,31,NA,10,3,5,NA,NA,NA,NA,NA,NA
"319","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/22/e7d5b223d7908854c81e04f0e7e0fcc0_FORMATO.png",79578,13,"CRU","ata","Nulo",2.9,6.53,0.21,1.1,5,"Cruzeiro",NA,6,2,NA,4,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"320","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2017/04/22/6b0dea43cdbaa38c369c09b3e7b75700_FORMATO.png",80363,13,"CRU","mei","Provável",0,6.33,0,2.32,10,"Cruzeiro",NA,10,NA,7,21,NA,NA,39,NA,18,3,NA,NA,NA,NA,NA,NA,NA
"321","Henrique Silva Milagres","Henrique","https://s.glbimg.com/es/sde/f/2017/04/24/98783f94705be5ed728032062068f73c_FORMATO.png",84893,13,"VAS","lat","Nulo",0,8.17,0,3.61,12,"Vasco",2,16,2,1,18,NA,2,32,NA,19,1,2,NA,NA,NA,NA,NA,NA
"322","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,13,"COR","gol","Nulo",0,3,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2017/05/04/c43b96f2a0e0c8a8006defaedc1db2ee_FORMATO.png",80537,13,"FLU","ata","Nulo",0,2,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Vitor Prada Macaneiro","Vitor Prada","https://s.glbimg.com/es/sde/f/2015/07/22/038dbc80052b6760a2b49d76733db416_FORMATO.jpeg",81094,13,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Ezequiel Jacinto de Biasi","Ezequiel ","https://s.glbimg.com/es/sde/f/2017/04/23/059f269b9ef5b88550eb9899af203b7b_FORMATO.png",80318,13,"CRU","lat","Nulo",0,5.86,0,3.08,6,"Cruzeiro",NA,14,1,1,6,NA,NA,13,NA,11,2,2,NA,NA,NA,NA,NA,NA
"326","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,13,"CHA","ata","Suspenso",0,10.84,-0.55,5.8,13,"Chapecoense",3,20,7,13,28,4,4,31,NA,13,3,NA,NA,NA,1,NA,NA,NA
"327","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2017/02/18/786ddd89646415ee6d7df1c5e319039b_FORMATO.png",80370,13,"BAH","mei","Suspenso",0,14.09,0,3.7,5,"Bahia",1,1,1,4,5,1,1,11,NA,5,NA,NA,NA,NA,NA,1,NA,NA
"328","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2017/05/02/acb1d4777b6e76d3ca67054da81d0c42_FORMATO.png",80583,13,"SAN","mei","Provável",0,2.79,0,0.75,7,"Santos",1,13,2,3,13,NA,NA,27,NA,6,3,NA,NA,NA,NA,NA,NA,NA
"329","Wanderson Carvalho de Oliveira","Wanderson","https://s.glbimg.com/es/sde/f/2017/04/27/a7b0a15537c943f557f8fb73d8a9171b_FORMATO.png",80373,13,"ATL","lat","Nulo",0,4,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Mayke Rocha de Oliveira","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,13,"PAL","lat","Nulo",0,5.91,0,2.63,9,"Palmeiras",NA,13,NA,1,6,NA,3,18,NA,12,1,3,NA,NA,NA,NA,NA,NA
"331","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2017/04/23/e509769d9e394ef42a8681bfdacc8283_FORMATO.png",80853,13,"GRE","zag","Provável",8.7,14.58,1.01,7.5,10,"Grêmio",1,7,3,3,7,NA,NA,23,NA,24,2,7,NA,NA,NA,NA,NA,NA
"332","Luan Garcia Teixeira","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,13,"PAL","zag","Nulo",0,6.82,0,4.16,5,"Palmeiras",NA,3,NA,2,1,NA,NA,5,NA,7,NA,2,NA,NA,NA,NA,NA,NA
"333","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2017/04/25/744a27f04385f2906d5982a7dad3445b_FORMATO.png",80944,13,"ATL","mei","Provável",0.1,6.52,-1.15,1.93,7,"Atlético-MG",NA,5,2,2,6,2,3,21,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"334","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2017/04/03/a0b75e2777a8e1b1844e5f2ff9caa182_FORMATO.png",81223,13,"ATL","zag","Contundido",0,3.98,0,0.15,2,"Atlético-MG",NA,3,NA,NA,NA,NA,NA,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"335","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,13,"SPO","zag","Provável",0,5.41,0,8.3,2,"Sport",NA,2,NA,1,2,NA,NA,3,NA,4,NA,2,NA,NA,NA,NA,NA,NA
"336","Alisson Euler de Freitas Castro","Alisson","https://s.glbimg.com/es/sde/f/2017/04/22/b5d1b28ec393ae2be2fba2b5dffe9ce9_FORMATO.png",81845,13,"CRU","mei","Provável",6.8,14.91,0.63,5.45,12,"Cruzeiro",5,18,4,6,23,1,1,40,NA,16,NA,NA,NA,NA,2,NA,NA,NA
"337","Andrés Lorenzo Ríos","Andrés Ríos","https://s.glbimg.com/es/sde/f/2017/07/11/a3b10554f6896bd025dfd3eaf5f9ce80_FORMATO.png",81684,13,"VAS","ata","Nulo",0,4,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2017/04/24/2df720f6ce87010f359f6d0c3df824db_FORMATO.png",81905,13,"FLU","ata","Provável",0,23.53,0,8.29,10,"Fluminense",2,23,6,8,21,9,1,28,NA,3,3,NA,NA,NA,NA,NA,NA,NA
"339","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2017/04/23/162d940eadf1a0f6216f20a351c326da_FORMATO.png",81770,13,"COR","ata","Nulo",0,7.66,0,4.8,3,"Corinthians",NA,2,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2017/04/25/f608122b61891f2ab13ba0015367cfb5_FORMATO.png",81898,13,"CHA","ata","Contundido",0,2.99,0,1.23,7,"Chapecoense",1,5,NA,4,1,1,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"341","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2017/04/23/21b6dbe5807688ac8d5a82327a8cc1a4_FORMATO.png",82469,13,"ATL","ata","Nulo",0,2.76,0,1.23,11,"Atlético-PR",1,7,5,2,7,NA,2,18,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"342","Wellington Simião","Wellington Simião","https://s.glbimg.com/es/sde/f/2017/05/17/952fdde5f058594fa74d531f91c1abf3_FORMATO.png",81903,13,"AVA","mei","Provável",-0.7,1.98,-1.04,0.72,10,"Avaí",NA,11,NA,4,11,1,2,19,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"343","Thallyson Augusto Tavares Dias","Thallyson","https://s.glbimg.com/es/sde/f/2017/06/07/cd71ce4201f13139db63ac6e182e85a7_FORMATO.png",81219,13,"VIT","lat","Nulo",0,1.25,0,1.44,5,"Vitória",NA,4,NA,1,2,NA,NA,20,NA,5,NA,1,NA,NA,NA,NA,NA,NA
"344","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2016/06/28/a68882f174b592bf4e78dbc9818a4465_FORMATO.jpeg",82411,13,"SAO","mei","Provável",4,9.83,0.73,2.25,8,"São Paulo",NA,7,3,3,12,NA,2,34,NA,13,2,NA,NA,NA,1,NA,NA,NA
"345","Reginaldo Manoel da Silva Júnior","Reginaldo","https://s.glbimg.com/es/sde/f/2017/01/13/8392420b99c9b1c5f98f6e0db532ccdc_FORMATO.png",82515,13,"FLU","zag","Provável",4.9,5.48,0.09,4.45,9,"Fluminense",NA,12,NA,1,7,NA,NA,30,NA,27,NA,1,NA,NA,NA,NA,NA,NA
"346","José Rafael Vivian","Zé Rafael ","https://s.glbimg.com/es/sde/f/2017/02/21/0e763915801510944041d2bdecb212dc_FORMATO.png",82455,13,"BAH","mei","Suspenso",-1.5,18.93,-1.62,6.23,13,"Bahia",3,27,12,10,33,1,2,32,NA,31,3,NA,NA,NA,NA,NA,NA,NA
"347","Otávio Henrique Passos Santos","Otávio ","https://s.glbimg.com/es/sde/f/2017/04/23/b5d6c9e20119fa12bc0e60e77640bc0a_FORMATO.png",82463,13,"ATL","mei","Provável",0.2,9.63,-0.33,3.5,10,"Atlético-PR",1,10,2,3,6,NA,NA,24,NA,23,2,NA,NA,NA,NA,NA,NA,NA
"348","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2017/04/25/59ac946a38de5a26b19ffc56c68885dc_FORMATO.png",82567,13,"CHA","mei","Nulo",0,2.32,0,3.1,1,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"349","André Andrade de Castro","André Castro","https://s.glbimg.com/es/sde/f/2017/05/11/9b573723fd4d39c5179b8dfc70e31b3f_FORMATO.png",82754,13,"ATL","mei","Provável",-1.2,1.17,-0.34,0.48,10,"Atlético-GO",NA,15,1,1,5,NA,1,20,NA,11,2,NA,NA,NA,NA,NA,NA,NA
"350","Toshiya Tojo","Toshi","https://s.glbimg.com/es/sde/f/2017/04/28/5e3d92955c32b6c74898e471661e6390_FORMATO.png",82791,13,"AVA","ata","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Rafael Thyere Albuquerque Marques","Rafael Thyere","https://s.glbimg.com/es/sde/f/2017/04/23/e94d073bb6cefa100cd1ed8d0f8a6291_FORMATO.png",83048,13,"GRE","zag","Provável",5,6.5,0.94,3.41,7,"Grêmio",NA,5,1,1,2,1,NA,9,NA,2,NA,3,NA,NA,NA,NA,NA,NA
"352","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2017/04/03/6ccb564ce56c9f6aad79040ab5f8f570_FORMATO.png",81682,13,"ATL","mei","Provável",2.3,9.06,0.35,4.87,9,"Atlético-MG",4,9,9,7,5,2,1,29,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"353","Matheus Galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2017/04/24/d7ff115c90d6778d22e113333700259c_FORMATO.png",82634,13,"COR","mei","Provável",2,7.96,-0.49,3.67,12,"Coritiba",1,27,10,5,23,1,NA,51,NA,24,3,NA,NA,NA,NA,NA,NA,NA
"354","Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2017/06/22/5c80b78fe327f41b3b8afc79d10defed_FORMATO.png",82787,13,"AVA","ata","Provável",0,2.68,0,2.51,7,"Avaí",NA,10,2,3,7,2,2,6,NA,4,NA,NA,NA,NA,NA,1,NA,NA
"355","Alan Henrique Costa","Alan Costa","https://s.glbimg.com/es/sde/f/2017/05/28/e1ec05f6af0ed5e2047bfa90f97426f7_FORMATO.png",82613,13,"VIT","zag","Provável",0,7.75,0,2.16,5,"Vitória",NA,3,NA,1,3,NA,1,4,NA,4,NA,1,NA,NA,NA,NA,NA,NA
"356","Rómulo Otero Vásquez","Otero","https://s.glbimg.com/es/sde/f/2017/04/03/9fe40eece7847c6e2d8feca1248f43a9_FORMATO.png",83004,13,"ATL","mei","Nulo",0,6.65,0,1.59,8,"Atlético-MG",NA,4,2,6,11,NA,NA,5,NA,5,2,NA,NA,NA,NA,NA,NA,NA
"357","Yuri Lima Lara","Yuri","https://s.glbimg.com/es/sde/f/2017/02/21/fb41de8e36f93cc383e07d8120865724_FORMATO.png",83263,13,"BAH","mei","Nulo",0,2,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Régis Augusto Salmazzo","Régis","https://s.glbimg.com/es/sde/f/2017/02/21/9d27cbd1feb4ee89f8c73795d7d480ff_FORMATO.png",82647,13,"BAH","mei","Provável",8.8,17.19,0.39,6.33,6,"Bahia",2,1,3,2,4,2,1,12,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"359","Leonardo Artur de Melo","Léo Artur","https://s.glbimg.com/es/sde/f/2017/06/22/815076c3546beb2abb2496060f51deeb_FORMATO.png",82644,13,"PON","mei","Nulo",0,2.04,0,0.31,8,"Ponte Preta",1,10,3,4,4,NA,2,20,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"360","Matheus Antunes Ribeiro","Matheus Ribeiro","https://s.glbimg.com/es/sde/f/2017/05/02/3592f0162c6d3041f5e47fca40d7d1a3_FORMATO.png",82943,13,"SAN","lat","Nulo",0,5.69,0,5.75,2,"Santos",NA,1,NA,1,1,NA,NA,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA
"361","Thiago Martins Bueno","Thiago Martins","https://s.glbimg.com/es/sde/f/2017/04/18/b86553b5909b0a40f413b27a550ececd_FORMATO.png",83615,13,"PAL","zag","Contundido",0,5,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Fagner Ironi Daponte","Fagner Alemão","https://s.glbimg.com/es/sde/f/2017/04/28/d93e226df0beb6346213a1a809c8f7fc_FORMATO.png",83522,13,"AVA","lat","Provável",0.4,8.65,-1.42,4.18,10,"Avaí",NA,5,1,3,5,NA,4,32,NA,19,1,4,NA,NA,NA,NA,NA,NA
"363","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2017/05/19/d5efc40b12f0c9d9a37828480a468f75_FORMATO.png",83786,13,"SPO","zag","Contundido",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2017/06/22/68ef88732dd29a754b0a2fb92136a10c_FORMATO.png",83772,13,"VIT","ata","Nulo",0.1,4.7,-0.26,1.4,9,"Vitória",1,10,1,3,7,1,NA,17,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"365","Antônio Filipe Gonzaga de Aquino","Feijão","https://s.glbimg.com/es/sde/f/2017/02/21/1838c850cdc3128d9f6db4d6c5738379_FORMATO.png",84313,13,"BAH","mei","Nulo",-2,1.52,-0.54,-0.63,3,"Bahia",NA,2,NA,NA,NA,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"366","Diego Barbosa Tavares","Diego Tavares","https://s.glbimg.com/es/sde/f/2017/05/17/c261da9d51b45bfbc208b291429eb1f8_FORMATO.png",83869,13,"AVA","lat","Nulo",0,7.58,0,3.33,9,"Avaí",NA,8,NA,4,12,NA,1,15,NA,6,NA,4,NA,NA,NA,NA,NA,NA
"367","Gilvan Souza Correa","Gilvan","https://s.glbimg.com/es/sde/f/2017/07/11/242ee27f81f7b4203378be30565a326c_FORMATO.png",82773,13,"ATL","zag","Provável",-3.9,0.79,-2.21,-3.9,1,"Atlético-GO",NA,2,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"368","Andrei Girotto","Andrei Girotto","https://s.glbimg.com/es/sde/f/2017/04/24/75c120b3c827f138e9e79637c43a710f_FORMATO.png",83683,13,"CHA","mei","Provável",3.5,5.91,0.7,2.91,12,"Chapecoense",2,30,3,10,13,1,1,21,NA,19,5,NA,NA,NA,NA,NA,NA,NA
"369","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2017/05/18/5ec8e0ccfc4a2b49432bdbb44001e999_FORMATO.png",83817,13,"COR","ata","Nulo",0,15.81,0,3.45,9,"Corinthians",1,6,2,2,3,2,2,14,NA,9,1,NA,NA,NA,NA,NA,NA,NA
"370","Patrick Bezerra do Nascimento","Patrick","https://s.glbimg.com/es/sde/f/2017/06/07/0219a437ca7aaad582008a68c498172f_FORMATO.png",83433,13,"SPO","mei","Provável",-1.5,8.32,-1,4.55,9,"Sport",NA,15,1,2,11,NA,NA,28,NA,30,1,NA,NA,NA,NA,NA,NA,NA
"371","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2017/02/18/b7a330e0d5bd3f0a08e5a533efd8db02_FORMATO.png",84585,13,"BAH","mei","Nulo",0,10.28,0,2.92,10,"Bahia",4,7,1,NA,14,NA,3,33,NA,13,3,NA,NA,NA,NA,NA,NA,NA
"372","Judson Silva Tavares","Judson","https://s.glbimg.com/es/sde/f/2017/04/28/5423c8443b5f4d0ce027e1d31b9aa3ff_FORMATO.png",84691,13,"AVA","mei","Suspenso",-0.8,3.89,-0.24,1.08,12,"Avaí",1,25,2,5,8,NA,NA,29,NA,15,3,NA,NA,NA,NA,NA,NA,NA
"373","Matheus Reis de Lima","Matheus Reis","https://s.glbimg.com/es/sde/f/2017/02/21/1ec4894c6713d50f53837e0e84429f88_FORMATO.png",87486,13,"BAH","lat","Provável",4.6,5.12,0.63,2.28,10,"Bahia",NA,13,NA,1,16,NA,NA,31,NA,7,1,4,NA,NA,NA,NA,NA,NA
"374","Lucas Cavalcante Silva Afonso","Lucão","https://s.glbimg.com/es/sde/f/2016/05/01/48f192fdba1691586d6a2bfd42288481_FORMATO.png",84554,13,"SAO","zag","Nulo",0,5.25,0,3.38,6,"São Paulo",NA,6,1,2,5,NA,NA,17,NA,5,NA,3,NA,NA,NA,NA,NA,NA
"375","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2017/04/22/b6fe7636fd7cb1575efdcbdfbd2dbd54_FORMATO.png",84558,13,"CRU","mei","Provável",10.7,9.43,1.21,4.46,12,"Cruzeiro",2,10,NA,5,11,1,NA,31,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
