"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","FC","FF","FS","FT","I","PE","RB","SG","FD","DD","DP","G","GS","GC","CV","PP"
"79","Ramon de Morais Motta ","Ramon","https://s.glbimg.com/es/sde/f/2017/07/27/0d5457a07c57dd1908db4421fa48b276_FORMATO.png",68896,33,"VAS","lat","Contundido",0,11.58,0,6.38,17,"Vasco",2,1,19,6,47,NA,NA,61,35,6,3,NA,NA,1,NA,NA,NA,NA
"80","Leonardo Fabiano da Silva e Silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2017/04/03/d52533a1acf6457724394d769b43771f_FORMATO.png",68925,33,"ATL","zag","Suspenso",-2.2,7.96,-1.37,1.9,17,"Atlético-MG",NA,6,24,4,25,1,1,29,14,4,3,NA,NA,NA,NA,NA,NA,NA
"81","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2017/07/25/4407e04c0f422d9c7c06af9bc6c97fff_FORMATO.png",68887,33,"FLU","zag","Contundido",0,5.56,0,1,5,"Fluminense",NA,1,4,1,4,NA,1,11,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"82","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2017/04/18/054a14cdfbb6abbdb2c8a8a75f0a9ee1_FORMATO.png",68901,33,"BOT","ata","Provável",0.2,7.51,-1.57,3.37,28,"Botafogo",9,5,44,14,33,NA,7,106,35,NA,15,NA,NA,2,NA,NA,NA,NA
"83","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,33,"PAL","ata","Provável",9.7,17.75,0.96,5.41,21,"Palmeiras",3,5,19,7,86,NA,7,82,19,NA,10,NA,NA,7,NA,NA,NA,NA
"84","Diego Souza de Andrade","Diego Souza","https://s.glbimg.com/es/sde/f/2017/08/30/0bede49c732eaf2c30db3293389d7ddd_FORMATO.png",68911,33,"SPO","mei","Nulo",0,14.94,0,4.29,22,"Sport",3,8,33,16,52,3,2,91,8,NA,11,NA,NA,10,NA,NA,1,2
"85","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2017/04/24/25d378570c1b3cbfb2f85427750a6b8c_FORMATO.png",68930,33,"VIT","ata","Nulo",0,8.04,0,2.01,12,"Vitória",NA,1,17,5,21,NA,6,20,3,NA,4,NA,NA,3,NA,NA,NA,1
"86","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,33,"CRU","gol","Nulo",0,9.32,0,2.77,3,"Cruzeiro",NA,NA,NA,NA,1,NA,NA,4,NA,1,NA,4,NA,NA,4,NA,NA,NA
"87","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2017/06/06/b2cdf84621178662c029bae611378399_FORMATO.png",68910,33,"SPO","mei","Provável",0,5.39,0,3.51,15,"Sport",NA,3,27,6,7,NA,NA,32,46,NA,1,NA,NA,NA,NA,NA,1,NA
"88","Rodrigo Júnior Paula Silva","Digão","https://s.glbimg.com/es/sde/f/2017/08/10/45b089a35e467b5f5cc0a9d46a380b7a_FORMATO.png",68886,33,"CRU","zag","Nulo",0,5.1,0,2.6,6,"Cruzeiro",1,NA,3,1,2,NA,NA,5,7,1,NA,NA,NA,NA,NA,NA,1,NA
"89","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,33,"SAO","gol","Nulo",0,8.9,0,2.06,20,"São Paulo",NA,2,1,NA,1,NA,NA,15,NA,5,NA,27,NA,NA,28,NA,NA,NA
"90","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/07/14/dc2cc428ed447e7b65ffc2a9b54c02e8_FORMATO.png",73721,33,"BOT","mei","Provável",8.8,7.23,0.52,3.47,18,"Botafogo",1,3,22,8,25,1,NA,42,12,NA,5,NA,NA,5,NA,NA,NA,NA
"91","Gustavo dos Santos","Gustavo Santos","https://s.glbimg.com/es/sde/f/2017/04/28/66d8349d86cb0a157df269d3cbb425b6_FORMATO.png",68986,33,"AVA","lat","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Giovanni Augusto Oliveira Cardoso","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2017/04/19/c4d5da0001a31ba757c52ea56bf8cb21_FORMATO.png",68938,33,"COR","mei","Nulo",9.7,6.28,1.56,1.82,9,"Corinthians",1,1,2,1,2,NA,1,11,5,NA,NA,NA,NA,1,NA,NA,NA,NA
"93","Ronaldo Luiz Alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2017/08/30/2f2abedd21538d0c8abafce309debab1_FORMATO.png",68950,33,"SPO","zag","Provável",0,7.43,0,3.44,23,"Sport",1,5,24,4,39,NA,3,57,23,8,5,NA,NA,1,NA,NA,NA,NA
"94","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/9326bc84d0f7eff7d097d6e60ee392c0_FORMATO.png",68954,33,"COR","mei","Contundido",0,9.02,0,2.65,21,"Corinthians",4,4,13,5,26,2,1,40,10,NA,6,NA,NA,2,NA,NA,NA,NA
"95","Wallace Reis da Silva","Wallace Reis ","https://s.glbimg.com/es/sde/f/2017/07/13/cfd4ab0585b820c82ceaede6f0779b5a_FORMATO.png",68958,33,"VIT","zag","Provável",13.4,11.23,1.86,4.9,18,"Vitória",1,4,23,2,26,1,NA,33,31,4,6,NA,NA,2,NA,NA,NA,NA
"96","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2017/04/03/54ca82f676684e32e2092814be84c655_FORMATO.png",68979,33,"ATL","gol","Contundido",0,4.47,0,-1.3,1,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA
"97","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,33,"CHA","zag","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2017/05/02/d7292ead1ddbe03d301309fe8a47b770_FORMATO.png",69010,33,"PON","gol","Nulo",0,5.22,0,7,1,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA
"99","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2017/08/18/0b1e935b70a3d6471d8aa121da9f7140_FORMATO.png",70742,33,"CHA","mei","Contundido",0,6.21,0,1.98,18,"Chapecoense",2,NA,28,11,25,2,1,46,14,NA,3,NA,NA,NA,NA,NA,NA,NA
"100","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/4b0d7dac70db84093f533231220f3287_FORMATO.png",68987,33,"PON","mei","Contundido",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png",69012,33,"ATL","gol","Nulo",0,5.43,0,3.35,2,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,2,NA,NA,2,NA,NA,NA
"102","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,33,"SAN","gol","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,33,"CRU","zag","Provável",-1.6,7.53,-1.26,3.09,7,"Cruzeiro",NA,1,1,1,6,NA,1,12,5,3,1,NA,NA,NA,NA,NA,NA,NA
"104","Paulo Roberto da Silva","Paulo Roberto","https://s.glbimg.com/es/sde/f/2017/04/20/ab90dca3a15edcb4ef4af21626e0d3a9_FORMATO.png",69047,33,"COR","mei","Nulo",0,2.8,-0.73,1.93,6,"Corinthians",2,NA,3,NA,3,NA,NA,15,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"105","Paulo Sérgio de Oliveira","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/07/b665d8639383dbe3e6bc9401b9dadddb_FORMATO.png",69016,33,"ATL","mei","Provável",-2.2,6.58,-0.4,4.09,20,"Atlético-GO",1,5,41,14,40,3,1,63,39,NA,4,NA,NA,2,NA,NA,NA,NA
"106","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2017/04/23/3edce5d707460f97a267436370d60be7_FORMATO.png",69138,33,"ATL","ata","Nulo",0,1.97,0.04,-1.1,18,"Atlético-PR",NA,4,31,8,15,NA,8,53,5,NA,2,NA,NA,NA,NA,NA,NA,NA
"107","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2017/05/17/6b570687f8d47a6998a08f7f27fdd4ac_FORMATO.png",69177,33,"COR","lat","Provável",-0.7,4.96,-0.8,2.33,19,"Coritiba",1,8,35,3,27,NA,NA,72,34,4,1,NA,NA,NA,NA,NA,NA,NA
"108","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2017/04/23/7fa8d8853f5f9b5502dcde923aababee_FORMATO.png",69018,33,"ATL","mei","Nulo",0,5.04,0,0.48,5,"Atlético-PR",NA,2,3,NA,5,1,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Romulo Borges Monteiro","Romulo","https://s.glbimg.com/es/sde/f/2017/04/24/b61c326027e887dd7e7893e82ca94121_FORMATO.png",70009,33,"FLA","mei","Nulo",0,5.08,0,0.57,8,"Flamengo",NA,1,9,NA,2,NA,NA,5,5,NA,3,NA,NA,NA,NA,NA,NA,NA
"110","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2017/04/23/cfc485340a51d2cf63f5fd033c85b2f1_FORMATO.png",69282,33,"GRE","ata","Contundido",0,8.19,0,2.57,15,"Grêmio",1,4,18,3,17,NA,9,26,9,NA,5,NA,NA,4,NA,NA,NA,NA
"111","Martín Andrés Silva","Martín Silva","https://s.glbimg.com/es/sde/f/2017/04/06/5380df54d3b16b7d46117c5173040d3d_FORMATO.png",69249,33,"VAS","gol","Nulo",0,7.87,0,2.73,32,"Vasco",NA,3,NA,NA,6,NA,NA,22,NA,9,NA,44,NA,NA,40,NA,NA,NA
"112","Pablo Nascimento Castro","Pablo","https://s.glbimg.com/es/sde/f/2017/04/20/c99a3be1e61944db1aad05f99ed5b954_FORMATO.png",69165,33,"COR","zag","Provável",7.2,11.68,1.32,4.36,21,"Corinthians",NA,2,13,11,9,NA,NA,24,20,12,3,NA,NA,NA,NA,NA,NA,NA
"113","Thiago Ribeiro Cardoso","Thiago Ribeiro","https://s.glbimg.com/es/sde/f/2017/02/19/4ec7b72d420d51f876c9ea73eab212cf_FORMATO.png",68929,33,"SAN","ata","Nulo",0,4.7,0,0.16,10,"Santos",NA,1,11,4,6,NA,4,26,6,NA,3,NA,NA,NA,NA,NA,NA,NA
"114","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,33,"CHA","mei","Nulo",0,2.45,0,1.37,7,"Chapecoense",NA,NA,2,1,4,NA,NA,3,4,NA,2,NA,NA,NA,NA,NA,NA,NA
"115","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2017/04/24/fbeeb71f969362dfd7489a955a0a5b00_FORMATO.png",70132,33,"COR","mei","Provável",4,5.86,-1.6,2.73,24,"Coritiba",2,3,44,9,12,1,2,56,43,NA,4,NA,NA,1,NA,NA,NA,NA
"116","Reinaldo Rueda Rivera","Reinaldo Rueda","https://s.glbimg.com/es/sde/f/2017/08/15/f70ca24058c7afc7bcf48280e01aa139_FORMATO.png",69486,33,"FLA","tec","Provável",8.08,13.8,1.07,4.74,13,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2017/04/24/219907d77bba093529105f5b79abce53_FORMATO.png",70173,33,"FLA","mei","Contundido",0,4.25,0,0.94,5,"Flamengo",NA,NA,5,1,9,NA,NA,8,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"118","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,33,"SAN","lat","Provável",-1.2,8.87,-0.82,3.5,18,"Santos",NA,3,17,2,12,NA,NA,58,18,8,1,NA,NA,2,NA,NA,NA,NA
"119","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2017/04/25/6b33818b6514572559c1fef9b6ca9686_FORMATO.png",70222,33,"SAO","gol","Provável",-4,5.36,-1.5,4.16,13,"São Paulo",NA,2,NA,NA,3,NA,NA,15,NA,3,NA,26,NA,NA,17,NA,NA,NA
"120","Fellipe Ramos Ignez Bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2017/04/19/2333e7afbab5775fa04708f8532bdf88_FORMATO.png",70116,33,"COR","mei","Nulo",0,2.97,0,0.18,5,"Corinthians",NA,NA,3,1,1,NA,NA,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"121","Jackson de Souza","Jackson","https://s.glbimg.com/es/sde/f/2017/07/28/de12cacc448f4add788473ff0d4009bf_FORMATO.png",70934,33,"BAH","zag","Contundido",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/09/04/f252554797209a70ab4bd0e0cf7e8692_FORMATO.jpeg",70944,33,"PAL","mei","Provável",3.8,9.84,0.22,3.81,15,"Palmeiras",1,4,33,9,18,NA,NA,31,31,NA,2,NA,NA,2,NA,NA,NA,NA
"123","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png",70666,33,"PON","zag","Nulo",0,11.3,0,4.02,26,"Ponte Preta",NA,4,16,3,29,1,1,42,39,9,2,NA,NA,NA,NA,NA,NA,NA
"124","Fillipe Soutto Mayor Nogueira Ferreira","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2017/06/05/17f3216f11db1702707de11a5f0b6854_FORMATO.png",70581,33,"VIT","mei","Provável",2,4.11,-0.24,2.43,14,"Vitória",2,1,14,3,6,NA,NA,27,20,NA,2,NA,NA,NA,NA,NA,NA,NA
"125","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2017/08/02/b370bcdca91adb4e0f9cfe1f7ce54837_FORMATO.png",71043,33,"ATL","gol","Nulo",0,3,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2017/06/01/a4f3ac6a4a79eebb1b9a2ec9388773ad_FORMATO.png",71162,33,"BAH","mei","Nulo",0,6.28,0,1.43,24,"Bahia",1,4,19,11,11,NA,1,49,10,NA,8,NA,NA,3,NA,NA,NA,NA
"127","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2017/04/22/9ee14b744ca9f1e250cc299b955bc6e9_FORMATO.png",70916,33,"CRU","lat","Provável",0.8,12.26,-0.95,4.21,28,"Cruzeiro",3,4,27,4,34,1,3,99,47,11,4,NA,NA,NA,NA,1,NA,NA
"128","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2017/04/24/80440f6618b79e66630f3d1bd8709562_FORMATO.png",70058,33,"COR","mei","Provável",-2.2,4.09,-2.07,1.41,20,"Coritiba",2,4,25,7,21,1,2,51,13,NA,6,NA,NA,1,NA,NA,NA,NA
"129","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2017/05/02/6694b4703f10f789b166d7ca4f6f764e_FORMATO.png",70986,33,"SAN","mei","Nulo",0,2.97,0,1.32,7,"Santos",NA,NA,5,1,5,NA,NA,9,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"130","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2017/08/17/2b6d0dac55444a427650e123ca955344_FORMATO.png",71116,33,"CHA","lat","Nulo",0,4.12,0,3.43,3,"Chapecoense",NA,1,3,NA,3,NA,NA,4,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"131","Alexander Baumjohann","Baumjohann","https://s.glbimg.com/es/sde/f/2017/07/05/edd3698b18e3e992ba2ea5c7f544ff56_FORMATO.png",71389,33,"COR","mei","Contundido",0,4.71,0,2.1,2,"Coritiba",1,NA,3,NA,2,NA,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Fábio Luiz Carille de Araújo","Fábio Carille","https://s.glbimg.com/es/sde/f/2017/04/22/b5151c5cf6b267103af7605949496c18_FORMATO.png",70696,33,"COR","tec","Provável",5.41,12.22,0.41,4.15,32,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Luis Oscar González","Lucho González","https://s.glbimg.com/es/sde/f/2017/04/23/3b471798626f6a04ef3427efb99d1c23_FORMATO.png",71479,33,"ATL","mei","Provável",6.6,6.51,0.53,1.15,21,"Atlético-PR",1,7,31,8,14,NA,3,64,24,NA,5,NA,NA,2,NA,NA,1,NA
"134","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2017/08/16/d34af685ab224e16398ce841287757c3_FORMATO.jpeg",71066,33,"FLA","mei","Nulo",0,6.28,0,2.15,7,"Flamengo",NA,2,5,4,3,NA,1,8,6,NA,2,NA,NA,1,NA,NA,NA,NA
"135","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2017/04/24/6c15e084bbf28f0ec13f00762f49aa9d_FORMATO.png",71549,33,"VAS","ata","Contundido",0,5.03,0,1.72,5,"Vasco",NA,NA,3,NA,8,NA,2,9,4,NA,3,NA,NA,NA,NA,NA,NA,NA
"136","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,33,"SAO","zag","Provável",-0.3,9.14,-1.17,2.95,28,"São Paulo",NA,8,19,9,16,1,2,47,43,6,2,NA,NA,NA,NA,NA,NA,NA
"137","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/f2550afa5db7011619ab01d7d1032823_FORMATO.png",71572,33,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2017/05/02/be1eeef6004ddca4490debdfc7a8f6ef_FORMATO.png",71719,33,"PON","mei","Provável",1.9,5.26,0.32,1.2,23,"Ponte Preta",1,5,44,6,19,NA,3,50,31,NA,2,NA,NA,1,NA,NA,1,NA
"139","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2017/08/16/47b4cc4af08862b4cf6685d475edd618_FORMATO.jpeg",71709,33,"FLA","mei","Provável",8.2,6.67,-0.34,4.55,20,"Flamengo",NA,3,18,NA,14,NA,NA,31,62,NA,3,NA,NA,NA,NA,NA,NA,NA
"140","Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2017/04/23/d503f996169e9aafe30487a9921bed97_FORMATO.png",71818,33,"GRE","gol","Nulo",0,4,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Andrés Ramiro Escobar Díaz","Manga Escobar","https://s.glbimg.com/es/sde/f/2017/04/24/1ce4d6d602b56cabd2d5b1522af42b71_FORMATO.png",71704,33,"VAS","ata","Nulo",0,4.43,0,1.93,14,"Vasco",1,NA,6,3,10,NA,2,12,2,NA,3,NA,NA,2,NA,NA,NA,NA
"142","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2017/08/30/4df3a999db97ae40b152429edc607db4_FORMATO.png",71724,33,"SPO","gol","Nulo",0,4.57,0,6.05,4,"Sport",NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,8,NA,NA,4,NA,NA,NA
"143","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2017/04/23/2773ed93eeec40a1be23186dae64fad2_FORMATO.png",71631,33,"ATL","gol","Provável",1,4.81,0.01,3,30,"Atlético-PR",NA,1,NA,NA,5,NA,NA,21,1,8,NA,42,NA,NA,36,NA,NA,NA
"144","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2017/04/01/f5509c6e7e2831171a293b2e8b83e1bc_FORMATO.png",72007,33,"VIT","mei","Suspenso",-3.3,4.85,-1.33,3.01,29,"Vitória",NA,6,56,14,15,1,1,54,59,NA,4,NA,NA,3,NA,NA,1,NA
"145","Michel Ferreira dos Santos","Michel ","https://s.glbimg.com/es/sde/f/2017/04/23/555af733f4228e215781ed3d2cd99c56_FORMATO.png",71920,33,"GRE","mei","Provável",3.9,9.76,-0.45,5.16,21,"Grêmio",NA,7,48,14,25,NA,2,61,59,NA,3,NA,NA,5,NA,NA,NA,NA
"146","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/07/28/82f8d8d7313084b0b7cfc91245954a24_FORMATO.png",71892,33,"BAH","lat","Nulo",0,7,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Bruno Cortês Barbosa","Bruno Cortez","https://s.glbimg.com/es/sde/f/2017/04/23/6917817dc16511add10913a87474f1f7_FORMATO.png",72079,33,"GRE","lat","Nulo",0,10.96,0,3.84,22,"Grêmio",NA,3,29,NA,21,NA,3,43,27,11,NA,NA,NA,1,NA,NA,NA,NA
"148","Fernando Galhardo Borges","Fernandinho","https://s.glbimg.com/es/sde/f/2017/05/15/0d7fcc5d70203442a40e54487804a4f8_FORMATO.png",72150,33,"PON","lat","Nulo",0,5.26,0,2.43,4,"Ponte Preta",NA,1,3,NA,NA,1,2,9,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"149","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2017/02/20/5af7107ad71c63b6f670fd21749fc679_FORMATO.png",71571,33,"VIT","gol","Provável",4.5,10.75,1.12,3.46,24,"Vitória",NA,2,NA,NA,4,NA,NA,20,NA,7,NA,39,1,NA,34,NA,NA,NA
"150","Diego da Silva Rosa","Diego Rosa","https://s.glbimg.com/es/sde/f/2017/06/21/113421cfc95b13d42d7a61ddfd0b906c_FORMATO.png",71927,33,"ATL","mei","Provável",5.4,7.81,1.01,2.2,19,"Atlético-GO",2,2,13,3,13,NA,5,16,10,NA,8,NA,NA,2,NA,NA,NA,NA
"151","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,33,"BOT","zag","Nulo",0,3.3,0,5,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"152","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,33,"BOT","mei","Provável",-0.3,3.38,-0.27,2.65,26,"Botafogo",4,7,48,9,54,1,1,100,38,NA,8,NA,NA,1,NA,NA,NA,NA
"153","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_FORMATO.png",72362,33,"BOT","mei","Provável",1.2,9.88,0.34,3.41,25,"Botafogo",1,3,32,7,25,1,NA,80,46,NA,3,NA,NA,3,NA,NA,NA,NA
"154","Paulo Roberto Valoura Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/07/28/46e83a5bd2ed557124edf9a1e69b6d0c_FORMATO.png",71937,33,"BAH","mei","Provável",8.2,11.46,0.81,3.27,25,"Bahia",2,2,43,19,17,2,NA,92,39,NA,14,NA,NA,2,NA,NA,NA,NA
"155","Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/07/28/10783cbce0071ae8567021c6e9290249_FORMATO.png",72386,33,"BAH","ata","Nulo",0,7.83,0,1,3,"Bahia",NA,NA,3,1,6,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Airton Tirabassi","Airton ","https://s.glbimg.com/es/sde/f/2017/05/25/444e9d8df7c89d942e244f428e32811c_FORMATO.png",72297,33,"AVA","zag","Nulo",0,1.6,0,2.74,5,"Avaí",NA,NA,5,2,1,NA,NA,6,3,2,1,NA,NA,NA,NA,NA,NA,NA
"157","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,33,"PAL","gol","Nulo",0,7.45,0,5.73,4,"Palmeiras",NA,3,NA,NA,1,NA,NA,2,NA,2,NA,6,1,NA,3,NA,NA,NA
"158","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2017/08/22/3d68a6ab1db666a905e96248e4bcd4d9_FORMATO.jpeg",73992,33,"FLA","lat","Nulo",5,9.7,0.27,4.33,16,"Flamengo",3,2,22,3,11,NA,1,30,13,7,3,NA,NA,2,NA,NA,1,NA
"159","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",72491,33,"GRE","zag","Provável",2.7,2.5,0.89,1.24,11,"Grêmio",NA,5,11,1,6,NA,3,28,9,4,NA,NA,NA,NA,NA,NA,NA,NA
"160","Cléber Janderson Pereira Reis","Cléber Reis","https://s.glbimg.com/es/sde/f/2017/08/22/c38b2f1c3e2258a438ef5b0dfc958e01_FORMATO.png",72376,33,"COR","zag","Provável",2.6,6.13,-0.65,3.23,11,"Coritiba",NA,2,10,1,3,NA,1,17,17,3,2,NA,NA,1,NA,1,NA,NA
