"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FF","FS","G","I","PE","RB","FD","A","FT","SG","CV","PP","DD","GS","GC","DP"
"652","Rafael Vinicius Carvalho Longuine","Rafael Longuine","https://s.glbimg.com/es/sde/f/2017/08/22/5218f0e7d3620fdf31c4115509777d95_FORMATO.png",90566,28,"COR","mei","Nulo",0,1.13,0,-0.21,8,"Coritiba",1,5,NA,5,NA,2,22,2,3,1,NA,NA,NA,1,NA,NA,NA,NA
"653","Gustavo Blanco Petersen Macedo","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2017/07/04/bdab16330aca79897bf4fa25fd8d7eaf_FORMATO.jpeg",91191,28,"ATL","mei","Contundido",0,2.37,0,2.17,3,"Atlético-MG",NA,4,NA,1,NA,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Rodrigo Gomes dos Santos","Rodrigão","https://s.glbimg.com/es/sde/f/2017/07/07/cb596c22b44400d38cf56cab0476618c_FORMATO.png",90651,28,"BAH","ata","Provável",-2,5.13,-0.45,3.28,16,"Bahia",1,19,12,12,5,12,35,3,11,2,NA,NA,NA,NA,NA,NA,NA,NA
"655","Leonan José Valandro Gomes","Leonan","https://s.glbimg.com/es/sde/f/2017/04/03/f7ef2c1763cfea19e19b624be9bd9f68_FORMATO.png",89693,28,"ATL","lat","Nulo",0,2.69,0,3.17,3,"Atlético-MG",1,4,NA,7,NA,NA,6,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"656","Igor Rabello da Costa","Igor Rabello","https://s.glbimg.com/es/sde/f/2016/05/20/45658f95ac34e82da4d58cf9c77f2587_FORMATO.png",89493,28,"BOT","zag","Provável",3.6,10.65,0.7,3.08,22,"Botafogo",4,21,5,12,NA,2,34,31,3,NA,1,7,NA,NA,NA,NA,1,NA
"657","Bruno Jacinto da Silva","Bruno Paulista","https://s.glbimg.com/es/sde/f/2017/07/08/baeb57a463f93f78065135fdc122eded_FORMATO.png",88933,28,"VAS","mei","Dúvida",0,5.41,0,1.63,9,"Vasco",5,9,7,14,NA,NA,18,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Romulo dos Santos de Souza","Romulo","https://s.glbimg.com/es/sde/f/2017/04/28/039439859f768160af8a4dc5be23db1b_FORMATO.png",89696,28,"AVA","ata","Provável",-0.3,8.11,-0.09,1.36,24,"Avaí",3,32,12,30,2,5,53,15,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Éder Ferreira Graminho","Éder ","https://s.glbimg.com/es/sde/f/2017/07/28/ce25d0402feb8a3d6bf8b0c89a10060d_FORMATO.png",91203,28,"BAH","zag","Nulo",0,0.81,0,-0.15,7,"Bahia",3,10,3,3,NA,1,5,2,1,NA,NA,2,NA,NA,NA,NA,1,NA
"660","Lucas Estella Perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2016/05/01/33edb005bdd244f616d094e71ba6c3a8_FORMATO.png",91260,28,"SAO","gol","Nulo",0,2,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Flávio Medeiros da Silva","Flávio","https://s.glbimg.com/es/sde/f/2017/06/22/45969ac005e05819eea2e0fdcb62de43_FORMATO.png",91102,28,"VIT","mei","Nulo",0,2.12,0,0,1,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Eduardo Gabriel Aquino Cossa","Pepê","https://s.glbimg.com/es/sde/f/2017/06/07/bd6f96fc4d6fbe29bd108c344db1e415_FORMATO.jpeg",91201,28,"GRE","ata","Nulo",0,0.97,0,0.5,1,"Grêmio",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Gustavo Henrique Ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2017/07/28/f9a5ac323f358bb4e2d5bbc354956624_FORMATO.png",89815,28,"BAH","mei","Nulo",0,5.11,0,1.05,11,"Bahia",1,8,3,6,1,NA,15,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"664","Leonardo Pisculichi","Pisculichi","https://s.glbimg.com/es/sde/f/2017/02/18/c8a64d1e825d4a06c352c94d5499c77d_FORMATO.png",89871,28,"VIT","mei","Nulo",0,4.13,0,-0.55,2,"Vitória",NA,1,1,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Róger Krug Guedes","Róger Guedes","https://s.glbimg.com/es/sde/f/2017/04/18/8320b12c035d14425a7a1685c28eea51_FORMATO.png",89898,28,"PAL","ata","Nulo",0,6.29,0,1.98,23,"Palmeiras",2,34,8,27,4,6,60,7,6,3,1,NA,NA,NA,NA,NA,NA,NA
"666","Warleson Stellion Lisboa Oliveira","Warleson","https://s.glbimg.com/es/sde/f/2017/04/23/d3b26dce5bc760f7a52d0556eb36b781_FORMATO.png",91204,28,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Leandro Alves de Carvalho","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/20/5f4b91fa5fbbd56dc1f2fe3f094cbb22_FORMATO.png",89885,28,"BOT","mei","Contundido",0,3.07,0,3.02,6,"Botafogo",1,5,NA,6,1,NA,10,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Matheus Gonçalves Savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2017/08/22/7da12c5b73385d17f5dae83cb6a45e75_FORMATO.jpeg",91264,28,"FLA","mei","Nulo",0,10.1,0,3.6,7,"Flamengo",NA,1,5,NA,1,1,12,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","João Paulo Sanches","João Paulo Sanches","https://s.glbimg.com/es/sde/f/2017/06/07/c28815f50806965fcba9772e65d9695e_FORMATO.png",91318,28,"ATL","tec","Provável",1.77,6.37,-0.27,3.88,14,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Luiz Eduardo Fleuri Pacheco","Dudu",NA,89919,28,"GRE","mei","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2017/04/24/a585ecd4b08d42c62414a32c9103edc3_FORMATO.png",90634,28,"CHA","mei","Nulo",4.6,3.24,0.12,1.44,14,"Chapecoense",4,35,4,10,NA,NA,19,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,28,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Raianderson da Costa Morais","Careca","https://s.glbimg.com/es/sde/f/2017/08/31/2e4b69da4eddc15bda1f67645090e038_FORMATO.jpeg",91634,28,"CRU","mei","Nulo",0,2,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2017/04/23/ad1f8add949fbe2020567092e6cb1ac9_FORMATO.png",91519,28,"COR","ata","Nulo",0,1.83,0,0.03,10,"Corinthians",NA,10,4,4,NA,2,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Bruno Bispo dos Anjos","Bruno Bispo","https://s.glbimg.com/es/sde/f/2017/05/28/af8ee442a870d4c045d8eebdb02ccf1a_FORMATO.png",91359,28,"VIT","zag","Nulo",0,1.99,0,2.2,1,"Vitória",NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Gerferson Cerqueira Teles","Geferson","https://s.glbimg.com/es/sde/f/2017/02/18/1797455db8d122f09c954f551c9c8350_FORMATO.png",89976,28,"VIT","lat","Nulo",0,10.22,0,2.88,14,"Vitória",5,21,1,10,NA,2,31,29,1,NA,NA,3,NA,NA,NA,NA,NA,NA
"677","Douglas Augusto Soares Gomes","Douglas","https://s.glbimg.com/es/sde/f/2017/07/25/5f38b5914e4d18ddac95fe844a6090fc_FORMATO.png",92497,28,"FLU","mei","Provável",0,3.67,0,1.3,6,"Fluminense",3,12,1,4,NA,NA,20,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Marlon Rodrigues Xavier","Marlon","https://s.glbimg.com/es/sde/f/2017/07/25/ee065470bf0b5a13c2bd5b1ee638967a_FORMATO.png",91706,28,"FLU","lat","Provável",9.8,5.75,1.63,2.52,6,"Fluminense",2,5,2,NA,NA,NA,18,8,2,1,NA,1,NA,NA,NA,NA,NA,NA
"679","John Stiven Mendoza Valencia","Mendoza","https://s.glbimg.com/es/sde/f/2017/07/28/3526a1e303bf419c36b347c3684a027f_FORMATO.png",90031,28,"BAH","ata","Nulo",0,6.49,0,4.54,22,"Bahia",2,21,20,28,4,1,57,28,11,2,1,NA,NA,NA,NA,NA,NA,NA
"680","Bruno de Jesus Pacheco","Bruno Pacheco","https://s.glbimg.com/es/sde/f/2017/04/27/fcbcf7704c49830f8c99c33ecbadb435_FORMATO.png",90061,28,"ATL","lat","Provável",4.8,9.08,0.23,3.46,26,"Atlético-GO",5,32,3,58,NA,NA,61,33,2,5,NA,4,NA,NA,NA,NA,NA,NA
"681","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2017/04/23/cf2fd75fe95a351dd06a29fbc12519b7_FORMATO.png",91714,28,"COR","mei","Nulo",0,2.72,0,1.9,1,"Corinthians",1,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Caíque França Godoy","Caíque França","https://s.glbimg.com/es/sde/f/2017/04/19/02fc5dc63c312d6868d30a24d373ba30_FORMATO.png",91808,28,"COR","gol","Nulo",0,2,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Leonardo Felipe Valencia Rossel","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2017/08/07/5da8e09b912f3d4e02c70571d9de8988_FORMATO.png",91508,28,"BOT","mei","Contundido",0,2.81,0,-1.71,7,"Botafogo",4,7,4,10,NA,NA,30,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"684","Andrigo Oliveira de Araujo","Andrigo","https://s.glbimg.com/es/sde/f/2017/05/19/78c75bce6fe9af97abe3a17761c64821_FORMATO.png",89930,28,"ATL","mei","Provável",2.6,6.25,-0.12,2.92,26,"Atlético-GO",6,27,16,19,2,1,89,34,12,3,2,NA,NA,NA,NA,NA,NA,NA
"685","Ygor Nogueira de Paula","Nogueira","https://s.glbimg.com/es/sde/f/2017/07/25/2a4e33bf350856d717b1e30a45f433b7_FORMATO.png",91815,28,"FLU","zag","Nulo",5,2.72,0.14,1.3,10,"Fluminense",3,7,NA,7,NA,NA,9,6,3,NA,1,1,NA,NA,NA,NA,NA,NA
"686","Jaílson Marques Siqueira","Jailson","https://s.glbimg.com/es/sde/f/2017/04/23/bbc1e20f5a841fe3d2fc8cbf1553e368_FORMATO.png",90290,28,"GRE","mei","Provável",0,3.48,-0.41,0.75,13,"Grêmio",1,13,1,8,NA,1,15,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"687","Robert Abel Arboleda Escobar","Arboleda","https://s.glbimg.com/es/sde/f/2017/06/27/feb4b502524252fc410bb11eeffc69b7_FORMATO.png",91573,28,"SAO","zag","Provável",2.9,8.39,-0.27,2.79,15,"São Paulo",4,19,7,12,2,2,38,17,1,1,NA,2,NA,NA,NA,NA,NA,NA
"688","Bruno Henrique Pinto","Bruno Henrique","https://s.glbimg.com/es/sde/f/2017/02/19/6fc23a37c23198ad6b9da39da99ad82b_FORMATO.png",90285,28,"SAN","ata","Nulo",0,14.8,0,5.86,21,"Santos",4,49,13,59,6,8,64,21,13,9,1,NA,1,NA,NA,NA,NA,NA
"689","Everson Bispo Pereira","Everson","https://s.glbimg.com/es/sde/f/2017/07/04/87c22a7d1e8a2451375d85c6c9d68df9_FORMATO.png",91929,28,"BAH","zag","Nulo",0,1.76,0,0.8,1,"Bahia",NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Breno Evangelista Cantão de Oliveira","Breno","https://s.glbimg.com/es/sde/f/2017/04/23/eddc26f069abf5b4dd09b9c3888d5cba_FORMATO.png",91842,28,"ATL","lat","Nulo",0,1,0,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Adniellyson da Silva Oliveira","Silva","https://s.glbimg.com/es/sde/f/2017/04/27/44c5ab48a8a0e8c7c33de52bdb5af46b_FORMATO.png",91917,28,"ATL","mei","Nulo",0,2.11,0,0.8,10,"Atlético-GO",2,22,1,8,NA,NA,7,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","José Ivaldo Almeida Silva","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2017/04/23/fbf5dd33aaec3e3709c4449e36790a17_FORMATO.png",91866,28,"ATL","zag","Nulo",0,1.97,0,2.86,5,"Atlético-PR",2,5,NA,NA,NA,NA,7,7,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"693","João Paulo Queiroz Moraes","João Paulo","https://s.glbimg.com/es/sde/f/2017/07/28/baf6b3a2aba751886b94cf3505101d09_FORMATO.png",91972,28,"BAH","ata","Nulo",0,3.35,0,2.55,9,"Bahia",1,4,5,12,2,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Paulo César Carpegiani","Carpegiani","https://s.glbimg.com/es/sde/f/2017/10/05/dd2f6056891fcc3e7ed2cfc01432a003_FORMATO.png",39355,28,"BAH","tec","Provável",7.26,10.89,1.57,5.92,2,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Gabriel Félix dos Santos","Gabriel Félix","https://s.glbimg.com/es/sde/f/2017/04/06/54685bfd304a178fd3107aaf6fb0db2f_FORMATO.png",92057,28,"VAS","gol","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Lucas Marques de Oliveira","Lucas Marques","https://s.glbimg.com/es/sde/f/2017/04/24/4c115f9e09a83e602fdd887b5915ae16_FORMATO.png",91973,28,"CHA","mei","Nulo",1.4,2.94,-0.7,3.58,12,"Chapecoense",3,18,5,6,3,NA,36,17,1,1,1,NA,NA,NA,NA,NA,NA,NA
"697","Eduardo Jacinto de Biasi","Eduardo","https://s.glbimg.com/es/sde/f/2015/04/08/2ebaa66ec9d9d1de9a011dac27436a6d_FORMATO.jpeg",91688,28,"CRU","mei","Nulo",0,1,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Wallace Lucas Aires da Silva","Wallace","https://s.glbimg.com/es/sde/f/2016/05/01/ed088654406f3682c5c4ea8dbaae2b52_FORMATO.png",92078,28,"SPO","ata","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Kaio Silva Mendes","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,28,"GRE","mei","Nulo",0,4.29,0,2.98,4,"Grêmio",1,7,1,15,NA,NA,10,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Lucas Lovat","Lucas Lovat","https://s.glbimg.com/es/sde/f/2017/05/17/fc2567ecebd5db9e5f21e72ef3cbd9e5_FORMATO.png",92501,28,"AVA","lat","Nulo",0,3,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Jair Ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2017/04/23/2fb7d8d8b307b409308c2dfefeace799_FORMATO.png",92180,28,"BOT","tec","Provável",1.11,11.73,-0.57,4.22,28,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Denilson dos Santos de Souza","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,28,"GRE","zag","Nulo",0,1,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Mário Sérgio Pereira Junior","Mário","https://s.glbimg.com/es/sde/f/2017/02/21/1242841d640e4683a423b3f381264bd0_FORMATO.png",92084,28,"BAH","ata","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Deyverson Brum Silva Acosta","Deyverson","https://s.glbimg.com/es/sde/f/2017/09/04/03b2e1a6f53171bc2a6aea4cea393821_FORMATO.jpeg",92708,28,"PAL","ata","Nulo",0,7.7,0,3.83,12,"Palmeiras",1,31,5,40,3,2,36,9,6,2,NA,NA,NA,1,NA,NA,NA,NA
"705","Ravanelli Ferreira dos Santos","Ravanelli","https://s.glbimg.com/es/sde/f/2017/05/02/8f0af7ca793a5e7d64717b42fa7dc181_FORMATO.png",92193,28,"PON","mei","Nulo",0,8.16,0,2.37,3,"Ponte Preta",NA,1,1,7,NA,1,15,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"706","Ronaldo da Silva Souza","Ronaldo","https://s.glbimg.com/es/sde/f/2017/09/07/4f170a7b0fd01d4280fd63a544dde01f_FORMATO.png",92981,28,"ATL","mei","Provável",0.4,3.27,-0.02,5.03,6,"Atlético-GO",1,13,2,4,1,NA,11,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","José Carlos Ferreira Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/09/04/19704caddfab14aadf71ca75df321f57_FORMATO.jpeg",92182,28,"PAL","zag","Provável",-1.4,8.24,-0.17,2.62,17,"Palmeiras",4,21,2,8,NA,NA,37,21,3,2,NA,4,NA,NA,NA,NA,NA,NA
"708","Caíque Luiz Santos da Purificação","Caíque","https://s.glbimg.com/es/sde/f/2017/05/28/bd5b4ba3004a61c7aee152418fb5f62f_FORMATO.png",92207,28,"VIT","gol","Provável",-1.6,3.79,-0.66,1.55,6,"Vitória",2,2,NA,1,NA,NA,4,NA,NA,1,NA,NA,NA,NA,10,10,NA,NA
"709","Yan Matheus Santos Souza","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,28,"PAL","mei","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Rodrigo Nascimento França ","Rodrigo Becão","https://s.glbimg.com/es/sde/f/2017/07/28/c0a3691e5410ad12c87b07891777aba3_FORMATO.png",93369,28,"BAH","zag","Nulo",0,3.41,0,2.46,8,"Bahia",1,6,2,6,NA,NA,9,10,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"711","Evander da Silva Ferreira","Evander","https://s.glbimg.com/es/sde/f/2017/04/06/2df6998f5d8a75cf5337b55ad525fd7d_FORMATO.png",93788,28,"VAS","mei","Nulo",0,1.26,0,0.07,4,"Vasco",1,3,2,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Matheus Phillipe Coutinho Gomes","Matheus Phillipe","https://s.glbimg.com/es/sde/f/2017/07/25/77a976e134e8bdb2f89d8c6960e4a2e6_FORMATO.png",92438,28,"FLU","gol","Nulo",0,1,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Andrey Ramos do Nascimento","Andrey","https://s.glbimg.com/es/sde/f/2017/04/06/f30ccd95961eb8e4131995d63a8fcc34_FORMATO.png",93787,28,"VAS","mei","Dúvida",0,1.43,0,2.38,4,"Vasco",1,1,6,5,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Aderllan Leandro de Jesus Santos","Aderllan Santos","https://s.glbimg.com/es/sde/f/2017/07/20/7efccafc0e0c165bd5e9036a50890fbc_FORMATO.png",93296,28,"SAO","zag","Nulo",0,6,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Alan Cardoso de Andrade","Alan Cardoso","https://s.glbimg.com/es/sde/f/2017/05/24/7fd89a2cf130263868b36903498c1059_FORMATO.png",93785,28,"VAS","lat","Nulo",0,1.21,0,-1.3,1,"Vasco",1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2017/08/30/7adc9adf83ac7be0281deb37aa202be1_FORMATO.png",93746,28,"SPO","ata","Dúvida",1.2,3.95,-1.19,3,15,"Sport",3,12,6,20,2,1,26,10,3,3,NA,NA,NA,NA,NA,NA,NA,NA
"717","Lucas Veríssimo da Silva","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2017/05/02/0198bbb1258bc8a618b6ef67781a60a6_FORMATO.png",93368,28,"SAN","zag","Provável",5.1,8.41,0.1,4.32,25,"Santos",6,18,5,14,NA,1,38,29,6,NA,NA,15,NA,NA,NA,NA,NA,NA
"718","Diego Gomes dos Santos","Diego Gomes","https://s.glbimg.com/es/sde/f/2017/05/02/c6169204fbfca94a9affdd9de721a72c_FORMATO.png",94045,28,"SAN","mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Augusto de Souza Silva","Augusto","https://s.glbimg.com/es/sde/f/2017/04/18/4e94d8b6d0b298c84f952ecfac2c11eb_FORMATO.png",93378,28,"PAL","zag","Nulo",0,1,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Mauro Joel Carli","Joel Carli","https://s.glbimg.com/es/sde/f/2016/05/20/6a298f9b1dd5a88146f9f926e4b91a1b_FORMATO.png",93414,28,"BOT","zag","Suspenso",-4.1,7.72,-1.83,1.81,19,"Botafogo",9,29,4,11,1,1,46,17,1,2,NA,5,NA,NA,NA,NA,NA,NA
"721","Márcio Almeida de Oliveira","Marcinho","https://s.glbimg.com/es/sde/f/2017/04/18/82f4f9a2d122680dcc40e55727214711_FORMATO.png",93797,28,"BOT","lat","Contundido",0,3,0,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Alison Henrique Mira","Alison","https://s.glbimg.com/es/sde/f/2017/09/07/33d26342eeaa5a54210dda2ffe6ccb05_FORMATO.png",93806,28,"ATL","ata","Nulo",0,1.87,0,0.9,2,"Atlético-GO",NA,2,1,4,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Marlon Rodrigues Freitas","Marlon Freitas","https://s.glbimg.com/es/sde/f/2017/07/25/5f543b587dc26c78db561254c104e7c5_FORMATO.png",93790,28,"FLU","mei","Nulo",0,2.31,0,0.65,11,"Fluminense",5,18,3,9,NA,1,25,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Matheus dos Santos Batista","Batista","https://s.glbimg.com/es/sde/f/2017/08/15/76bdfe4e053884bad9ca5860489d4d69_FORMATO.png",92504,28,"GRE","ata","Nulo",0,2.24,0,1.4,1,"Grêmio",NA,1,1,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Lucas Oliveira de França","Lucas França","https://s.glbimg.com/es/sde/f/2017/04/22/c63baf2496083057957e4f2bd2ac3847_FORMATO.png",93869,28,"CRU","gol","Nulo",0,3,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Rafaelson Bezerra Fernandes","Rafaelson","https://s.glbimg.com/es/sde/f/2017/08/30/61a6ee575777488ca45219d75596aab6_FORMATO.png",92614,28,"VIT","ata","Nulo",0,1.54,0,-0.43,4,"Vitória",1,10,3,2,NA,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Guilherme Henrique Silva Nogueira","Guilherme",NA,93490,28,"PON","gol","Nulo",0,2,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Caio Monteiro Costa","Caio Monteiro","https://s.glbimg.com/es/sde/f/2017/04/06/1be1912d42afdf3054cbab8eb7709907_FORMATO.png",93789,28,"VAS","ata","Nulo",-2.3,1.41,-1.12,1.97,3,"Vasco",1,2,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Peterson Silvino da Cruz","Peu","https://s.glbimg.com/es/sde/f/2017/07/25/a5c72908fbb4a7ab1dd71e0511ddb5ee_FORMATO.png",93739,28,"FLU","ata","Nulo",0,1.16,0,0.94,8,"Fluminense",NA,3,1,3,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Cleiton Schwengber","Cleiton","https://s.glbimg.com/es/sde/f/2017/04/03/ef54b93128f4d412c55c7cd27c83323b_FORMATO.png",93882,28,"ATL","gol","Nulo",0,1.85,0,4.9,1,"Atlético-MG",NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"731","Igor Henrique Martins Machado","Igor","https://s.glbimg.com/es/sde/f/2017/04/27/1869f3cf1e00c12ad0d7b7f267efd47e_FORMATO.png",93551,28,"ATL","mei","Contundido",0,4.11,0,2.07,19,"Atlético-GO",8,59,10,29,1,3,46,34,8,1,NA,NA,NA,NA,NA,NA,NA,NA
"732","Claudio Luiz Rodrigues Parise Leonel","Claudinho","https://s.glbimg.com/es/sde/f/2017/06/01/7214c13dbff3a0e34d7a62814d535aa2_FORMATO.png",92630,28,"PON","ata","Nulo",0,0.79,0,-0.13,11,"Ponte Preta",1,12,6,6,NA,2,17,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Matheus Fernandes Siqueira","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2017/04/18/f7747c09eac1f0aee06f02c37fa257b6_FORMATO.png",94067,28,"BOT","mei","Dúvida",0,4.92,0,3.8,17,"Botafogo",3,21,7,17,NA,NA,33,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
