"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","FC","FD","FF","FS","G","I","PE","RB","CA","SG","FT","DD","GS","DP","PP","CV","GC"
"80","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2017/04/24/dc3d5fdf33d1716e51abe9c2aad2d182_FORMATO.png",62130,17,"COR","lat","Provável",3.7,7.39,0.39,2.15,15,"Coritiba",NA,19,5,1,31,NA,1,49,17,4,4,NA,NA,NA,NA,NA,1,NA
"81","João Paulo Purcino de Almeida","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/28/61a2cc88c95e6ada6bf3c127a23ec96f_FORMATO.png",62997,17,"AVA","lat","Nulo",0,4.18,0,2.85,2,"Avaí",NA,NA,NA,NA,1,NA,NA,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"82","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2017/04/24/5d30208b79a04fd4710a6c79831dae42_FORMATO.png",62974,17,"COR","zag","Nulo",0,8.58,0,3.48,11,"Coritiba",NA,7,1,5,4,NA,NA,28,11,NA,5,NA,NA,NA,NA,NA,NA,NA
"83","Marcelo de Oliveira Santos","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2017/07/25/b2b0680473841905e6c9f7656eb437cd_FORMATO.png",62136,17,"COR","tec","Provável",2.95,7.85,-0.49,2.95,1,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2017/04/24/80440f6618b79e66630f3d1bd8709562_FORMATO.png",70058,17,"COR","mei","Provável",0.5,4.63,-0.32,1.3,11,"Coritiba",2,13,5,2,6,NA,2,30,7,2,NA,1,NA,NA,NA,NA,NA,NA
"85","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2017/04/24/15cf98a07f1ca5efaa16bc8321c04658_FORMATO.png",63058,17,"VIT","mei","Nulo",0,9.33,0,3.11,10,"Vitória",NA,16,NA,3,8,NA,NA,28,27,4,NA,1,NA,NA,NA,NA,NA,NA
"86","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2017/04/03/043d9369ddb104e41861bbe7b79afb5d_FORMATO.png",63013,17,"ATL","lat","Provável",12.3,11.61,0.78,5.22,6,"Atlético-MG",2,18,1,3,7,NA,NA,33,18,1,1,NA,NA,NA,NA,NA,NA,NA
"87","Alan Luciano Ruschel","Alan Ruschel","https://s.glbimg.com/es/sde/f/2017/04/24/5445b9aabe74f7acf2c52104cb6270ff_FORMATO.png",63110,17,"CHA","lat","Nulo",0,3,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Douglas Silva Bacelar","Douglas","https://s.glbimg.com/es/sde/f/2016/10/24/daecab9e41dda92b025a194ccf942d0e_FORMATO.png",63128,17,"SAO","zag","Nulo",0,3.28,0,0.9,1,"São Paulo",NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Evanildo Borges Barbosa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2017/07/26/43754eee0bc4ee98fdd66a4652ea2561_FORMATO.png",63119,17,"VIT","lat","Provável",6.5,6.92,1.92,6.5,1,"Vitória",NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"90","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2017/04/03/5472237b431bf42b1ce79273d48c8e2f_FORMATO.png",63219,17,"ATL","ata","Nulo",0.2,5.85,-0.19,1.47,6,"Atlético-MG",NA,3,3,2,4,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2017/04/18/a2b616905dc5f0c3eddcfafd4814e2d9_FORMATO.png",63158,17,"PAL","mei","Nulo",0,10,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Pablo Estifer Armero","Armero","https://s.glbimg.com/es/sde/f/2017/07/28/174c9c4ccac7c3d5f921b513c86a5351_FORMATO.png",68693,17,"BAH","lat","Contundido",0,0.91,0,-1.6,4,"Bahia",NA,11,2,1,NA,NA,2,19,3,1,1,NA,NA,NA,NA,NA,1,NA
"93","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2017/03/12/15292d87c87458b6575b789d1e0b3a77_FORMATO.png",68690,17,"SPO","ata","Provável",0,10.57,0,5.75,15,"Sport",1,34,5,13,30,8,10,37,14,3,NA,1,NA,NA,NA,NA,NA,NA
"94","Jucilei da Silva","Jucilei","https://s.glbimg.com/es/sde/f/2017/04/25/a6c1399add6e3c7d17ad9a708974cd21_FORMATO.png",63422,17,"SAO","mei","Provável",-0.3,13.65,-0.35,4.77,17,"São Paulo",NA,27,1,6,36,1,NA,49,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2017/07/11/97a55ad8b4015035dbde2063c6776c8a_FORMATO.png",63172,17,"VAS","zag","Contundido",0,4.38,0,1.07,14,"Vasco",1,26,1,6,8,NA,2,30,10,4,3,NA,NA,NA,NA,NA,NA,NA
"96","Everton Heleno dos Santos","Everton Heleno","https://s.glbimg.com/es/sde/f/2017/07/05/70b5e143bc2cffe533cf069fe115e647_FORMATO.png",68749,17,"ATL","mei","Nulo",0,1.97,0,0.1,2,"Atlético-GO",NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,17,"BOT","mei","Provável",0,11.81,0,5.45,13,"Botafogo",2,24,3,9,24,4,NA,48,27,6,NA,NA,NA,NA,NA,NA,NA,NA
"98","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2017/04/23/7bc968863bb32cf46c3aa7067b5514f8_FORMATO.png",68758,17,"GRE","ata","Dúvida",10.4,12.34,1,5.94,13,"Grêmio",1,12,9,4,32,5,NA,21,11,1,NA,NA,NA,NA,NA,NA,NA,NA
"99","Márcio Passos de Albuquerque","Emerson Sheik","https://s.glbimg.com/es/sde/f/2017/07/28/153fc3c95a0dd7ad22df8e87436bdf36_FORMATO.png",68744,17,"PON","ata","Provável",0,6.73,0,2.18,10,"Ponte Preta",1,17,3,5,33,2,NA,28,4,6,NA,NA,NA,NA,NA,NA,NA,NA
"100","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2017/04/24/6cdeb7e2779c671c69473bc599c9eab2_FORMATO.png",68725,17,"CHA","lat","Nulo",0,5.47,0,2.4,5,"Chapecoense",1,4,3,3,5,NA,NA,11,1,1,1,NA,NA,NA,NA,NA,NA,NA
"101","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,17,"SAN","mei","Contundido",0,1.51,0,0.6,5,"Santos",NA,3,1,1,6,1,1,18,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"102","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2017/04/24/95e996eaef78ad7ac0e285e3d6d057e0_FORMATO.png",68773,17,"COR","ata","Suspenso",2.1,14.46,-1.28,4.25,17,"Coritiba",1,22,11,14,32,5,14,43,16,3,NA,1,NA,NA,NA,1,NA,NA
"103","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2017/04/19/9bf8902250718281651dc2ae9999d574_FORMATO.png",68770,17,"COR","mei","Nulo",0,3.73,-0.35,0.65,11,"Corinthians",NA,2,NA,1,2,NA,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Sérgio Dutra Júnior","Júnior Dutra","https://s.glbimg.com/es/sde/f/2017/04/25/448f2fd931dfdfe48b3cb84ea4f0665a_FORMATO.png",68784,17,"AVA","ata","Provável",0.1,7.25,-1.34,4.68,11,"Avaí",1,12,5,11,16,3,2,28,6,NA,NA,2,NA,NA,NA,NA,NA,NA
"105","Rafael de Carvalho Santos","Rafael Santos","https://s.glbimg.com/es/sde/f/2017/07/04/d4c3bb98996ada75c9612e2a44894691_FORMATO.png",68822,17,"BAH","gol","Nulo",0,3,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2017/04/24/f3039b70ee89382f40b6b09074e46900_FORMATO.png",68807,17,"COR","ata","Nulo",0,10.19,0,2.99,10,"Coritiba",2,7,1,8,12,1,4,17,7,1,NA,NA,NA,NA,NA,NA,NA,NA
"107","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2017/05/02/d14ab91bfca642dc286aec9f19adea15_FORMATO.png",68808,17,"PON","lat","Nulo",0,20.92,0,5.25,13,"Ponte Preta",2,16,5,4,26,1,3,64,26,3,4,NA,NA,NA,NA,NA,NA,NA
"108","André Luiz Barretto Silva Lima","André Lima","https://s.glbimg.com/es/sde/f/2017/05/28/8c9906d1639eafeb5779494c61890457_FORMATO.png",68893,17,"VIT","ata","Nulo",0,7.07,0,2.92,9,"Vitória",2,15,2,5,9,2,4,17,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"109","Paulo Victor Mileo Vidotti","Paulo Victor","https://s.glbimg.com/es/sde/f/2017/07/19/429e3fc1b0f671fe9b25019c5f735f67_FORMATO.png",68873,17,"GRE","gol","Nulo",0,5,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Renato de Araújo Chaves Júnior","Renato Chaves","https://s.glbimg.com/es/sde/f/2017/07/25/f6a981f0f20a4b82ddc029c4cb983564_FORMATO.png",68827,17,"FLU","zag","Nulo",0,3.32,0,-1.3,1,"Fluminense",NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2017/07/25/4407e04c0f422d9c7c06af9bc6c97fff_FORMATO.png",68887,17,"FLU","zag","Contundido",0,7,0,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Ramon de Morais Motta ","Ramon","https://s.glbimg.com/es/sde/f/2017/07/27/0d5457a07c57dd1908db4421fa48b276_FORMATO.png",68896,17,"VAS","lat","Dúvida",2.2,7.35,-0.52,4.62,5,"Vasco",1,7,NA,2,15,NA,NA,14,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"113","Rodrigo Júnior Paula Silva","Digão","https://s.glbimg.com/es/sde/f/2017/07/20/060a33a5eed30bf74ad45b854beccf5a_FORMATO.png",68886,17,"CRU","zag","Nulo",0,6,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2016/05/01/c410c14470ebc6e02ab963212b89a17a_FORMATO.png",68834,17,"SPO","mei","Provável",0,11.24,0,4.7,14,"Sport",2,22,4,11,17,1,1,48,35,3,NA,NA,NA,NA,NA,NA,NA,NA
"115","Klever Rodrigo Gomes Rufino","Klever","https://s.glbimg.com/es/sde/f/2017/04/27/76d01b3a27b9f9546d7f9647da5829db_FORMATO.png",68884,17,"ATL","gol","Contundido",0,0.83,0,-3.1,3,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,9,NA,NA,NA,NA
"116","Wellington Alves da Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2017/01/13/890838d7b4008a35572bcd44dfafc6e0_FORMATO.png",68895,17,"FLU","ata","Provável",0,9.16,0,3.16,5,"Fluminense",1,3,NA,2,8,1,4,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2017/06/06/b2cdf84621178662c029bae611378399_FORMATO.png",68910,17,"SPO","mei","Nulo",0,6.5,0,3.55,4,"Sport",NA,12,NA,2,4,NA,NA,10,14,2,NA,NA,NA,NA,NA,NA,NA,NA
"118","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2017/04/18/054a14cdfbb6abbdb2c8a8a75f0a9ee1_FORMATO.png",68901,17,"BOT","ata","Provável",6.9,7.3,1.59,2.26,16,"Botafogo",3,24,9,7,21,1,4,73,18,3,NA,NA,NA,NA,NA,NA,NA,NA
"119","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,17,"CRU","gol","Nulo",0,10,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Diego Souza de Andrade","Diego Souza","https://s.glbimg.com/es/sde/f/2016/05/01/4ca75c7b4c6ef9d48c9ffe43f89b8f78_FORMATO.png",68911,17,"SPO","mei","Provável",0,17.27,0,5.97,10,"Sport",1,19,3,8,30,6,1,43,5,3,NA,1,NA,NA,NA,NA,NA,NA
"121","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2017/04/24/25d378570c1b3cbfb2f85427750a6b8c_FORMATO.png",68930,17,"VIT","ata","Contundido",0,9.53,0,2.77,8,"Vitória",NA,13,4,3,17,3,6,16,2,1,NA,NA,NA,NA,NA,1,NA,NA
"122","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,17,"SAO","gol","Provável",-6,8.54,-2.44,2.79,17,"São Paulo",NA,NA,NA,NA,1,NA,NA,13,NA,1,5,NA,24,22,NA,NA,NA,NA
"123","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2017/04/18/5268d6ef98c67a25b1dabf90d489a37f_FORMATO.png",68920,17,"PAL","ata","Provável",9.7,17.41,1.27,4.32,9,"Palmeiras",NA,8,1,2,40,3,4,36,9,3,NA,NA,NA,NA,NA,NA,NA,NA
"124","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2017/04/03/54ca82f676684e32e2092814be84c655_FORMATO.png",68979,17,"ATL","gol","Nulo",0,4.47,0,-1.3,1,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA
"125","Giovanni Augusto Oliveira Cardoso","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2017/04/19/c4d5da0001a31ba757c52ea56bf8cb21_FORMATO.png",68938,17,"COR","mei","Dúvida",1.8,5.4,-0.63,1.78,4,"Corinthians",1,NA,NA,1,NA,NA,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Thiago Ribeiro Cardoso","Thiago Ribeiro","https://s.glbimg.com/es/sde/f/2017/02/19/4ec7b72d420d51f876c9ea73eab212cf_FORMATO.png",68929,17,"SAN","ata","Nulo",-2,4.68,-0.64,0.08,6,"Santos",NA,9,2,2,5,NA,4,18,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"127","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2017/04/23/9326bc84d0f7eff7d097d6e60ee392c0_FORMATO.png",68954,17,"COR","mei","Dúvida",0,8.74,-0.08,3.1,12,"Corinthians",3,9,4,3,17,2,1,31,7,3,NA,NA,NA,NA,NA,NA,NA,NA
"128","Leonardo Fabiano da Silva e Silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2017/04/03/d52533a1acf6457724394d769b43771f_FORMATO.png",68925,17,"ATL","zag","Provável",5.6,9.23,0.3,0.8,5,"Atlético-MG",NA,8,NA,NA,7,NA,NA,11,4,2,1,NA,NA,NA,NA,NA,NA,NA
"129","Wallace Reis da Silva","Wallace Reis ","https://s.glbimg.com/es/sde/f/2017/07/13/cfd4ab0585b820c82ceaede6f0779b5a_FORMATO.png",68958,17,"VIT","zag","Provável",3.4,7.08,0.27,4.13,3,"Vitória",NA,4,NA,NA,7,NA,NA,7,5,2,1,1,NA,NA,NA,NA,NA,NA
"130","Ronaldo Luiz Alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2016/07/08/b5631b95dc105cd68b154bfaa21ecf74_FORMATO.png",68950,17,"SPO","zag","Provável",9.4,9.26,1.06,4.34,13,"Sport",1,16,4,2,23,1,1,30,10,4,7,NA,NA,NA,NA,NA,NA,NA
"131","Gustavo dos Santos","Gustavo Santos","https://s.glbimg.com/es/sde/f/2017/04/28/66d8349d86cb0a157df269d3cbb425b6_FORMATO.png",68986,17,"AVA","lat","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2017/05/02/4b0d7dac70db84093f533231220f3287_FORMATO.png",68987,17,"PON","mei","Contundido",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Régis Ribeiro de Souza","Régis Souza","https://s.glbimg.com/es/sde/f/2017/07/28/6164ae5446267020a36aa57bc7f2d37d_FORMATO.png",68995,17,"BAH","lat","Nulo",-0.3,1.74,-0.41,-0.22,4,"Bahia",NA,1,NA,NA,4,NA,NA,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"134","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2017/05/02/d7292ead1ddbe03d301309fe8a47b770_FORMATO.png",69010,17,"PON","gol","Nulo",0,5,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,17,"CHA","zag","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Paulo Sérgio de Oliveira","Paulinho","https://s.glbimg.com/es/sde/f/2017/07/07/b665d8639383dbe3e6bc9401b9dadddb_FORMATO.png",69016,17,"ATL","mei","Provável",7.3,5.64,-0.59,4.74,5,"Atlético-GO",NA,10,2,4,10,1,NA,14,8,1,NA,1,NA,NA,NA,NA,NA,NA
"137","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2017/04/23/27e1cdc40e6cfe45b59a89f20a9a2b4f_FORMATO.png",69012,17,"ATL","gol","Nulo",0,5.43,0,3.35,2,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,2,2,NA,NA,NA,NA
"138"," Eduardo José Diniz Costa","Eduardo","https://s.glbimg.com/es/sde/f/2017/04/27/2d3afcc034a28fc71b3d6ce56582b860_FORMATO.png",69036,17,"ATL","lat","Nulo",0,0.79,0,-0.66,7,"Atlético-GO",NA,9,NA,NA,3,NA,1,14,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"139","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2017/04/24/ec9b77bc929663a07ce6d4b21c78ed8e_FORMATO.png",71709,17,"FLA","mei","Provável",3.9,4.69,-0.2,2.67,11,"Flamengo",NA,12,2,NA,4,NA,NA,18,24,2,NA,NA,NA,NA,NA,NA,NA,NA
"140","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,17,"CRU","zag","Provável",5.2,8.77,-1.23,5.2,1,"Cruzeiro",NA,NA,NA,NA,2,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"141","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2017/04/23/7fa8d8853f5f9b5502dcde923aababee_FORMATO.png",69018,17,"ATL","mei","Nulo",0,5.04,0,0.48,5,"Atlético-PR",NA,3,NA,NA,5,NA,NA,5,2,2,NA,1,NA,NA,NA,NA,NA,NA
"142","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,17,"SAN","gol","Contundido",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Gastón Nicolás Fernández","Gastón Fernández","https://s.glbimg.com/es/sde/f/2017/04/23/a007d48b7e937967df107f0fd412e09a_FORMATO.png",69160,17,"GRE","mei","Nulo",0,4.82,0,1.47,4,"Grêmio",1,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Martín Andrés Silva","Martín Silva","https://s.glbimg.com/es/sde/f/2017/04/06/5380df54d3b16b7d46117c5173040d3d_FORMATO.png",69249,17,"VAS","gol","Provável",-2,5.98,-0.65,1.01,17,"Vasco",NA,NA,NA,NA,2,NA,NA,13,NA,2,3,NA,21,27,NA,NA,NA,NA
"145","Paulo Roberto da Silva","Paulo Roberto","https://s.glbimg.com/es/sde/f/2017/04/20/ab90dca3a15edcb4ef4af21626e0d3a9_FORMATO.png",69047,17,"COR","mei","Nulo",0,3.53,0,2.32,5,"Corinthians",2,3,1,NA,3,NA,NA,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2017/04/24/219907d77bba093529105f5b79abce53_FORMATO.png",70173,17,"FLA","mei","Contundido",0,4.25,0,0.94,5,"Flamengo",NA,5,1,1,9,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2017/05/17/6b570687f8d47a6998a08f7f27fdd4ac_FORMATO.png",69177,17,"COR","lat","Provável",2.5,4.72,0.05,1.12,5,"Coritiba",NA,14,NA,NA,7,NA,NA,13,10,2,NA,NA,NA,NA,NA,NA,NA,NA
"148","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2017/04/23/f0381b648963d11c0a911835d6b060da_FORMATO.png",69705,17,"ATL","mei","Provável",7.3,9.65,1.19,3.09,15,"Atlético-PR",2,18,12,5,29,1,1,46,13,2,NA,1,NA,NA,NA,NA,NA,NA
"149","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2017/04/23/3edce5d707460f97a267436370d60be7_FORMATO.png",69138,17,"ATL","ata","Provável",-3,1.99,-0.82,-1.54,10,"Atlético-PR",NA,17,2,6,12,NA,8,35,2,4,NA,NA,NA,NA,NA,NA,NA,NA
"150","Pablo Nascimento Castro","Pablo","https://s.glbimg.com/es/sde/f/2017/04/20/c99a3be1e61944db1aad05f99ed5b954_FORMATO.png",69165,17,"COR","zag","Contundido",0,11.84,0,4.65,13,"Corinthians",NA,9,2,6,5,NA,NA,17,9,2,10,NA,NA,NA,NA,NA,NA,NA
"151","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2017/04/23/cfc485340a51d2cf63f5fd033c85b2f1_FORMATO.png",69282,17,"GRE","ata","Nulo",0,9.41,0,3.88,10,"Grêmio",1,15,5,2,13,4,6,16,6,3,NA,NA,NA,NA,NA,NA,NA,NA
"152","Romulo Borges Monteiro","Romulo","https://s.glbimg.com/es/sde/f/2017/04/24/b61c326027e887dd7e7893e82ca94121_FORMATO.png",70009,17,"FLA","mei","Nulo",0,6.06,0,0.6,3,"Flamengo",NA,5,1,NA,1,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"153","Fillipe Soutto Mayor Nogueira Ferreira","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2017/06/05/17f3216f11db1702707de11a5f0b6854_FORMATO.png",70581,17,"VIT","mei","Nulo",0,3.61,0,2.3,2,"Vitória",NA,NA,NA,NA,1,NA,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Fellipe Ramos Ignez Bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2017/04/19/2333e7afbab5775fa04708f8532bdf88_FORMATO.png",70116,17,"COR","mei","Nulo",0,4.25,0,1.4,1,"Corinthians",NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Mário Rogério Reis Micale ","Rogério Micale","https://s.glbimg.com/es/sde/f/2017/07/24/00470c79ffe3386dcbeb9796e90dfb87_FORMATO.png",70526,17,"ATL","tec","Provável",5.69,9.37,0.72,5.69,1,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Guilherme Ferreira Pinto","Negueba","https://s.glbimg.com/es/sde/f/2017/06/07/fe68884503980ded30df6a7cb9cdd77b_FORMATO.jpeg",70929,17,"PON","ata","Nulo",0,4.01,0,0.6,4,"Ponte Preta",NA,4,NA,NA,4,NA,NA,8,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"157","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2017/04/24/fbeeb71f969362dfd7489a955a0a5b00_FORMATO.png",70132,17,"COR","mei","Nulo",0,4.34,0,1.63,9,"Coritiba",NA,10,2,1,3,NA,1,25,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"158","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,17,"SAN","lat","Provável",0.9,9.09,-0.67,3.58,10,"Santos",NA,8,NA,1,9,2,NA,31,7,2,4,NA,NA,NA,NA,NA,NA,NA
"159","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png",70666,17,"PON","zag","Provável",0,12.22,0,4.54,16,"Ponte Preta",NA,6,1,3,18,NA,NA,28,22,2,7,1,NA,NA,NA,NA,NA,NA
"160","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2017/06/01/bba975f9c1f34505f37eedc4d7693aad_FORMATO.png",62128,17,"ATL","ata","Provável",0,8.1,0,1.55,11,"Atlético-GO",NA,15,9,7,27,1,4,38,3,3,NA,1,NA,NA,NA,NA,NA,NA
"161","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2017/04/25/6b33818b6514572559c1fef9b6ca9686_FORMATO.png",70222,17,"SAO","gol","Nulo",0,6.25,0,-2,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
