"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FD","FF","FS","PE","RB","SG","DD","GS","G","I","A","PP","CV","FT","GC","DP"
"285","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,20,"BOT","mei","Nulo",0,1.74,0,1.27,16,"Botafogo",5,34,5,5,24,62,16,NA,NA,NA,NA,1,3,NA,NA,1,NA,NA
"286","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",72491,20,"GRE","zag","Provável",1.4,2.36,-0.41,1.6,5,"Grêmio",2,5,NA,1,4,15,4,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"287","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2017/02/18/25a86aa5d44e9bdbf64ffd3c0f0a0c25_FORMATO.png",72490,20,"VIT","zag","Nulo",0,3.95,0,1.85,11,"Vitória",3,11,3,5,2,30,12,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"288","Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/07/28/10783cbce0071ae8567021c6e9290249_FORMATO.png",72386,20,"BAH","ata","Contundido",0,10,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Lázaro Luan Scapolan","Luan","https://s.glbimg.com/es/sde/f/2017/04/28/ec0b73e82977113f481334a7e16633d8_FORMATO.png",72565,20,"AVA","mei","Dúvida",0.5,5.36,-0.26,1.8,12,"Avaí",6,29,1,1,28,17,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Damián Ariel Escudero","Escudero","https://s.glbimg.com/es/sde/f/2017/04/17/1351c50b833e0374eb58e4fde52d7646_FORMATO.png",72745,20,"VAS","mei","Nulo",0,3.75,0,1,5,"Vasco",1,4,NA,1,3,11,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"291","Diego da Silva Rosa","Diego Rosa","https://s.glbimg.com/es/sde/f/2017/06/21/113421cfc95b13d42d7a61ddfd0b906c_FORMATO.png",71927,20,"ATL","mei","Provável",4.1,7.87,0.6,2.5,12,"Atlético-GO",1,10,5,2,9,8,7,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA
"292","Eduardo Alves da Silva","Eduardo da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/c47c6340a7d40ff5085ba517e5dc117d_FORMATO.png",72893,20,"ATL","ata","Nulo",0,5.87,0,1.4,5,"Atlético-PR",NA,6,4,1,1,5,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"293","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2017/04/24/edb424e5188bff2f84c0a261b041b848_FORMATO.png",72603,20,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Guilherme Costa Machado Silveira","Guilherme Costa","https://s.glbimg.com/es/sde/f/2017/04/06/ea33443d8c666f61b78424b726238c89_FORMATO.png",74081,20,"VAS","mei","Nulo",0,5.21,0,2.95,6,"Vasco",1,4,NA,NA,7,5,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA
"295","Getterson Alves dos Santos","Getterson","https://s.glbimg.com/es/sde/f/2017/05/12/c2b9040eda92184c6453ef41ede377fd_FORMATO.png",73340,20,"COR","ata","Nulo",0,0.78,0,-0.27,3,"Coritiba",1,4,NA,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Leandro Marcos Pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2017/02/22/377457c54b890731e2cfdb9013dc7397_FORMATO.png",78968,20,"SPO","ata","Contundido",0,5.86,0,2.3,2,"Sport",NA,NA,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Sherman Andrés Cárdenas Estupiñan","Cárdenas","https://s.glbimg.com/es/sde/f/2017/04/01/7b7ff2b832507542b6305c0425ffc2b7_FORMATO.png",72871,20,"VIT","mei","Nulo",0,6,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Rafael Martins Claro","Rafael Martins","https://s.glbimg.com/es/sde/f/2017/04/24/0e99993b292bb541251f236f7827aeec_FORMATO.png",73336,20,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Mauricio Kozlinski","Mauricio Kozlinski","https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png",72595,20,"AVA","gol","Nulo",0,8.1,0,3.1,9,"Avaí",NA,NA,NA,NA,NA,4,NA,2,15,13,NA,NA,NA,NA,NA,NA,NA,NA
"300","Vladimir Javier Hernández Rivero","Vladimir Hernández","https://s.glbimg.com/es/sde/f/2017/02/19/f61c5d8d4580566cb1fa08020d2709ca_FORMATO.png",72879,20,"SAN","ata","Nulo",-2,7.75,-0.99,1.63,12,"Santos",1,5,3,4,17,19,5,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"301","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2017/07/28/d023203cea9f86b7e0c359ac86f97d9e_FORMATO.png",73281,20,"BAH","mei","Provável",7,11.87,1.31,6.25,16,"Bahia",3,31,7,16,36,46,48,NA,NA,NA,3,3,NA,NA,1,NA,NA,NA
"302","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/24/60215745abe8839e6e6df43fbe447e2c_FORMATO.png",73515,20,"FLA","ata","Nulo",0,3.51,0,-2,1,"Flamengo",1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2017/04/24/8665d503716b53b97bdd0f56d8ef0f39_FORMATO.png",73421,20,"FLA","zag","Provável",0,8.14,0,3.56,10,"Flamengo",NA,4,4,4,4,33,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/02f546c1013f3369de8475d0bf247287_FORMATO.png",73384,20,"SPO","lat","Provável",0,3.68,0,3.38,16,"Sport",3,16,4,1,21,63,22,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"305","Éderson Alves Ribeiro Silva","Éderson","https://s.glbimg.com/es/sde/f/2017/05/26/1055c168d6c49467f567c27a6e48707a_FORMATO.png",73446,20,"ATL","ata","Nulo",0,4.08,0,2.23,10,"Atlético-PR",NA,4,7,6,5,15,3,NA,NA,NA,1,6,1,NA,NA,NA,NA,NA
"306","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2017/07/27/674c08b12227dcc659885899cb5ee647_FORMATO.png",73513,20,"PON","ata","Nulo",0.9,1.93,-0.36,0.58,7,"Ponte Preta",NA,3,NA,4,7,12,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"307","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2017/04/24/e5f2da8b1a9007eed27b4e7ae55d64c2_FORMATO.png",73635,20,"COR","ata","Nulo",-0.2,8.5,-1.47,4.34,18,"Coritiba",3,18,4,5,60,43,17,NA,NA,NA,4,5,2,NA,NA,NA,NA,NA
"308","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2017/07/14/dc2cc428ed447e7b65ffc2a9b54c02e8_FORMATO.png",73721,20,"BOT","mei","Provável",0,5.41,0,3.37,7,"Botafogo",NA,10,3,2,7,13,3,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA
"309","Douglas Moreira Pires","Douglas Pires","https://s.glbimg.com/es/sde/f/2017/02/21/9cdc2aa37a7bf02a1d821f703b2ca8dd_FORMATO.png",73517,20,"BAH","gol","Nulo",0,4,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/08/31/6340e77cb18143e838ae03747e59b459_FORMATO.png",73540,20,"SPO","ata","Nulo",0,6.21,0,2.23,11,"Sport",NA,5,5,3,22,31,3,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"311","Wellington Silva Sanches Aguiar","Wellington Nem","https://s.glbimg.com/es/sde/f/2017/02/18/a23f9ff565dd24baa68eeca4461e1b86_FORMATO.png",73619,20,"SAO","ata","Contundido",0,7.13,0,1.52,10,"São Paulo",2,10,1,2,20,9,5,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA
"312","Geuvânio Santos Silva","Geuvânio","https://s.glbimg.com/es/sde/f/2017/08/19/6ed768c25192e0409297a3bc10cc1eca_FORMATO.png",73896,20,"FLA","ata","Provável",-0.6,8.89,-0.79,1.9,6,"Flamengo",1,4,3,1,10,10,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"313","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,20,"SAO","zag","Provável",1.8,9.14,-0.38,2.58,15,"São Paulo",6,11,1,3,10,30,23,3,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"314","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,20,"SAN","mei","Provável",3.4,4.89,-0.45,3.04,11,"Santos",1,9,NA,NA,11,14,18,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"315","John Lennon Silva Santos","Lennon","https://s.glbimg.com/es/sde/f/2017/05/03/d072e8eaeab8333c007a7cfb0af5aef4_FORMATO.png",73869,20,"CRU","lat","Nulo",0,4.03,0,0.53,3,"Cruzeiro",1,4,NA,NA,1,11,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Jomar Herculano Lourenço","Jomar","https://s.glbimg.com/es/sde/f/2017/04/24/75a0f0b187c040aec0d014550c2e765e_FORMATO.png",73876,20,"VAS","zag","Nulo",0,1.5,0,0,5,"Vasco",2,7,NA,NA,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Henrique Silva Milagres","Henrique","https://s.glbimg.com/es/sde/f/2017/04/24/98783f94705be5ed728032062068f73c_FORMATO.png",84893,20,"VAS","lat","Nulo",0,8.37,0,3.35,15,"Vasco",1,19,3,1,23,38,20,3,NA,NA,NA,2,2,NA,NA,NA,NA,NA
"318","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2017/02/18/2291ee0103b8af06799aee5ab657b149_FORMATO.png",73649,20,"SAO","ata","Nulo",-4.4,13.84,-1.01,3.56,20,"São Paulo",2,28,18,30,24,61,10,NA,NA,NA,5,4,2,1,1,NA,NA,NA
"319","Cléber Janderson Pereira Reis","Cléber","https://s.glbimg.com/es/sde/f/2017/05/02/b5c06e4d4ec940dea4ec97f888628b3b_FORMATO.png",72376,20,"SAN","zag","Nulo",0,6.49,0,4.5,1,"Santos",NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2017/04/24/43537a69f2836d2da77aebc068eacd46_FORMATO.png",73992,20,"FLA","lat","Nulo",0,9.05,0,4.19,10,"Flamengo",2,17,2,2,8,25,10,4,NA,NA,1,1,3,NA,1,NA,NA,NA
"321","José Élber Pimentel da Silva","Élber","https://s.glbimg.com/es/sde/f/2016/04/29/26c6c8beefa35a5684da137e0e90f6dc_FORMATO.png",74140,20,"CRU","mei","Provável",0,6.01,0,2.95,11,"Cruzeiro",NA,3,6,7,21,23,5,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA
"322","Michael Antonio Arroyo Mina","Arroyo","https://s.glbimg.com/es/sde/f/2017/07/24/c4c6af5bdd03f02c1d29ada3f5d33e39_FORMATO.png",74134,20,"GRE","ata","Contundido",0,4.43,0,-0.5,1,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"323","René Ferreira dos Santos","René","https://s.glbimg.com/es/sde/f/2017/02/20/7d48128069f52815dcd4acb921336cab_FORMATO.png",73978,20,"VIT","zag","Nulo",0,3.27,0,1.97,10,"Vitória",3,16,1,1,7,17,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2017/04/24/470fd6292588f4385e9c32a3aeef091c_FORMATO.png",74060,20,"CHA","mei","Provável",0,8.38,0,1.9,17,"Chapecoense",3,16,10,2,7,32,8,NA,NA,NA,2,1,1,NA,NA,2,NA,NA
"325","Alejandro Abraham Guerra Morales","Alejandro Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,20,"PAL","mei","Provável",11.8,14.96,0.78,5.83,12,"Palmeiras",3,21,7,7,20,44,14,NA,NA,NA,5,2,3,NA,NA,NA,NA,NA
"326","José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2017/08/16/aec506211b5663eb0569825b5aee6db6_FORMATO.jpeg",75295,20,"FLA","ata","Contundido",0,11.48,0,4.66,13,"Flamengo",3,49,10,14,32,28,11,NA,NA,NA,5,10,2,NA,NA,NA,NA,NA
"327","Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2017/04/28/c86a46095a1f0ab0e29d11fbbb7e80a1_FORMATO.png",77529,20,"AVA","lat","Provável",7.2,9.06,0.28,3.32,19,"Avaí",1,27,4,7,18,86,25,8,NA,NA,NA,2,2,NA,1,NA,NA,NA
"328","Héctor Canteros","Canteros","https://s.glbimg.com/es/sde/f/2017/08/11/08fd8180ae6b730ea9e18f418e5bbda5_FORMATO.png",73918,20,"CHA","mei","Nulo",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2017/05/02/30bd8e94c27dbf6a20661d6027251a81_FORMATO.png",77500,20,"PON","zag","Nulo",0,6,0,0,0,"Ponte Preta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Edigar Junio Teixeira Lima ","Edigar Junio","https://s.glbimg.com/es/sde/f/2017/07/28/8fb3bca6fb3b7df0b863748403f1b763_FORMATO.png",74271,20,"BAH","ata","Contundido",0,9.52,0,2.75,10,"Bahia",NA,14,5,2,16,19,4,NA,NA,NA,2,1,NA,NA,NA,1,NA,NA
"331","Jorge de Moura Xavier","Jorginho","https://s.glbimg.com/es/sde/f/2017/04/28/24064c0ab4f724a2a4252d37f02b7223_FORMATO.png",77544,20,"ATL","mei","Provável",8.6,6.6,1.57,1.78,18,"Atlético-GO",1,29,1,5,41,63,19,NA,NA,NA,2,2,NA,NA,1,NA,NA,NA
"332","Bruno Brígido de Oliveira","Bruno Brígido","https://s.glbimg.com/es/sde/f/2017/04/24/9375fdbbdc6ab66a27f8b4860036ebc1_FORMATO.png",77556,20,"COR","gol","Nulo",0,3.48,0,-2,1,"Coritiba",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Douglas Ricardo Grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2017/04/24/ef04c0af64af6a9173d17eb922ff55e4_FORMATO.png",78407,20,"CHA","zag","Provável",0,5.92,0,1.19,10,"Chapecoense",3,21,NA,1,1,17,9,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"334","Madson Ferreira dos Santos","Madson","https://s.glbimg.com/es/sde/f/2017/04/06/e6c07b2728a78e64ae8c1ed0d4ce9d6a_FORMATO.png",78077,20,"VAS","lat","Nulo",0,3.34,0,2.12,4,"Vasco",NA,1,NA,1,7,12,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2017/04/24/bff75e6319bfeb83e043d1949b127c6e_FORMATO.png",78445,20,"FLA","lat","Provável",-1.1,5.93,-1.27,3.57,9,"Flamengo",NA,13,NA,1,9,24,18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Jonathan Copete Valencia","Copete","https://s.glbimg.com/es/sde/f/2017/05/02/38284b2eba393aa675069aff35def330_FORMATO.png",77959,20,"SAN","ata","Provável",0,6.43,0,2.82,15,"Santos",3,23,4,11,21,53,10,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA
"337","Thomás Jaguaribe Bedinelli","Thomás","https://s.glbimg.com/es/sde/f/2017/06/13/bac4f7b0e6270fedb590658d950365b2_FORMATO.png",77551,20,"SPO","mei","Nulo",0,6.71,0,2.8,8,"Sport",1,10,1,2,15,11,9,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"338","Eugenio Esteban Mena Reveco","Mena","https://s.glbimg.com/es/sde/f/2017/05/01/b7a4044c003473042da5143f01b9924e_FORMATO.png",77967,20,"SPO","lat","Provável",8.9,6.78,1.66,6.44,9,"Sport",3,19,1,1,9,22,19,4,NA,NA,1,3,4,NA,1,NA,NA,NA
"339","Miller Alejandro Bolaños Reasco","Miller Bolaños","https://s.glbimg.com/es/sde/f/2016/05/10/e06dcc7c5fd2af9342d95cf318b5f431_FORMATO.png",78371,20,"GRE","ata","Nulo",0,10.62,0,-0.3,2,"Grêmio",NA,2,NA,NA,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2017/04/24/afcab1eabef219480495acfdf11be8c3_FORMATO.png",78478,20,"FLA","mei","Nulo",6.2,9.42,0.49,3.31,14,"Flamengo",1,16,3,1,13,42,29,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA
"341","Marcos de Paula Dutra","Marcos","https://s.glbimg.com/es/sde/f/2017/04/27/f3d654b20ab83c212a2a18dab411b2e0_FORMATO.png",78495,20,"ATL","gol","Nulo",0,1,0,0,0,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Gustavo Henrique Vernes","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2017/05/02/ebaacf4dc046774b9b9f3003c35ba254_FORMATO.png",78248,20,"SAN","zag","Nulo",5.2,5.7,-0.3,5.2,1,"Santos",NA,4,2,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Douglas Alan Schuck Friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2017/04/25/f36c749de572dbbaf8a43b8b71309942_FORMATO.png",78584,20,"AVA","gol","Provável",8.5,9.72,0.36,9.55,11,"Avaí",2,1,NA,NA,3,NA,NA,7,30,12,NA,NA,NA,NA,NA,NA,NA,1
"344","César Bernardo Dutra","César","https://s.glbimg.com/es/sde/f/2017/04/24/8a28cbc657b6535a81d1cbad583afa48_FORMATO.png",78086,20,"FLA","gol","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2017/07/28/9fb65a9e8f5831d924c08c76337f8967_FORMATO.png",79042,20,"BAH","zag","Dúvida",4,9.78,1.25,2.25,19,"Bahia",4,28,2,NA,21,39,15,6,NA,NA,1,6,NA,NA,NA,1,NA,NA
"346","Arnaldo Manoel de Almeida","Arnaldo","https://s.glbimg.com/es/sde/f/2017/05/19/ff6d87578b92fff5c4d0ff68a60fc859_FORMATO.png",78497,20,"BOT","lat","Provável",10.5,10.15,1.25,4.76,14,"Botafogo",2,19,2,NA,19,41,27,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"347","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2016/06/28/e51699e690f5560939a50fdbb0077328_FORMATO.jpeg",78839,20,"SAN","gol","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2017/04/25/e786acca731a4a88d0504f8b3802f4d8_FORMATO.png",78850,20,"CHA","lat","Provável",0,12.62,0,3.97,16,"Chapecoense",3,19,3,4,13,76,27,3,NA,NA,3,1,1,NA,NA,NA,NA,NA
"349","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2017/04/23/01565939c1e8813f9c1cc7cf9faeb903_FORMATO.png",78715,20,"GRE","mei","Nulo",0,15.73,0,3.98,15,"Grêmio",4,32,7,9,26,64,18,NA,NA,NA,4,2,3,NA,NA,NA,NA,NA
"350","Bryan Silva Garcia","Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",78632,20,"CRU","lat","Nulo",-2.3,3.28,-1.69,1.32,4,"Cruzeiro",1,4,1,1,5,11,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/19/a258f3bd57275dfde4062d53fea35126_FORMATO.png",78605,20,"COR","mei","Provável",0,8.66,0,2.71,18,"Corinthians",2,25,3,NA,18,36,36,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"352","Petros Mateus dos Santos Araújo","Petros","https://s.glbimg.com/es/sde/f/2017/07/26/76e3ac62bea2e73cc7ef41c4584caa71_FORMATO.png",78891,20,"SAO","mei","Provável",5.4,10,0.46,3.09,10,"São Paulo",2,21,NA,2,19,19,21,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"353","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2017/04/03/bd1a20fcc43bf36e13dd321aa526e278_FORMATO.png",84926,20,"ATL","mei","Provável",1.9,2.03,0.53,1.09,12,"Atlético-MG",4,16,4,3,6,28,12,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"354","William Augusto Alves Conserva","William Alves","https://s.glbimg.com/es/sde/f/2017/08/08/eb4348a74110c5ac475fc0be6f1b2cd3_FORMATO.png",79032,20,"ATL","zag","Provável",4.2,2.76,0.76,4.2,1,"Atlético-GO",NA,2,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Pedro Henrique de Castro Silva","Pedro Castro","https://s.glbimg.com/es/sde/f/2017/06/09/95ff53b7b15a7d6719bae7807804fc39_FORMATO.png",78840,20,"AVA","mei","Dúvida",-1.1,1.97,-0.93,1.21,15,"Avaí",2,14,2,7,24,32,9,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"356","Jean Mota Oliveira de Sousa","Jean Mota","https://s.glbimg.com/es/sde/f/2017/05/02/6f250e3510eb4a5cf33223d20befd72c_FORMATO.png",78548,20,"SAN","mei","Nulo",-0.6,4.97,-1.4,3.23,18,"Santos",1,7,4,5,20,50,30,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"357","Thiago dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,20,"PAL","mei","Provável",4.9,6.1,0.49,2.92,11,"Palmeiras",4,36,NA,1,18,24,33,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"358","Marcos Antônio Almeida Silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2017/04/27/1fdbc57e3b15e752149d530d7425e5d3_FORMATO.png",78856,20,"ATL","mei","Nulo",0,7.32,-1.08,3.39,15,"Atlético-GO",5,27,NA,4,11,29,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Marinaldo dos Santos Oliveira","Naldo","https://s.glbimg.com/es/sde/f/2017/05/02/466546b7c0d2a31683ba60341c08ef34_FORMATO.png",78897,20,"PON","mei","Provável",6.6,8.04,1.18,3.96,11,"Ponte Preta",2,18,1,2,8,26,30,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA
"360","Moisés Ribeiro Santos","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,20,"CHA","mei","Provável",0,3.13,0,0.52,6,"Chapecoense",2,5,NA,1,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/05/02/3b3fe001039a93d9ea75e58f817381cf_FORMATO.png",79035,20,"SAN","zag","Contundido",0,5,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Eduardo Henrique da Silva","Eduardo Henrique","https://s.glbimg.com/es/sde/f/2017/05/10/45db49dd3d8dceb223dc6d2afdf72801_FORMATO.png",78994,20,"ATL","mei","Nulo",0,2.96,0,3.1,8,"Atlético-PR",1,15,2,1,8,18,10,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"363","Antonio Thomaz Santos de Barros","Thomaz","https://s.glbimg.com/es/sde/f/2017/04/28/df8a959dc2f3885176d2c02e5d69a246_FORMATO.png",79041,20,"SAO","mei","Nulo",0,5.16,0,2.94,8,"São Paulo",1,9,1,2,7,5,8,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA
"364","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2017/04/24/3fb41a018fb2c9084cb4800fba9b6607_FORMATO.png",79066,20,"FLA","gol","Nulo",0,4.22,0,2.7,5,"Flamengo",NA,1,NA,NA,3,5,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA
"365","Ricardo César Dantas da Silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2017/04/27/e409f5c1c4551cf8457b204abc422a73_FORMATO.png",79334,20,"ATL","zag","Nulo",0,2.94,0,0.28,4,"Atlético-GO",1,8,NA,2,1,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Jucimar Lima Pacheco","Abuda","https://s.glbimg.com/es/sde/f/2017/04/27/2e749e5bfdd8d0bbc67e5441e8c73ff6_FORMATO.png",79193,20,"ATL","mei","Nulo",0,5.39,0,3.3,1,"Atlético-GO",NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,20,"CRU","mei","Nulo",0,4.75,0,0.99,10,"Cruzeiro",3,19,1,3,10,27,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
