"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","FC","FF","FS","I","PE","RB","CV","SG","DD","GS","A","FD","G","PP","FT","DP","GC"
"283","Fillipe Soutto Mayor Nogueira Ferreira","Fillipe Soutto","https://s.glbimg.com/es/sde/f/2017/06/05/17f3216f11db1702707de11a5f0b6854_FORMATO.png",70581,11,"VIT","mei","Contundido",0,4,0,3.1,1,"Vitória",NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,11,"BOT","mei","Provável",0.2,2.06,-0.53,1.18,10,"Botafogo",3,21,5,14,1,40,9,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA
"285","Douglas Alan Schuck Friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2017/04/25/f36c749de572dbbaf8a43b8b71309942_FORMATO.png",78584,11,"AVA","gol","Provável",14,7.4,0.25,16.25,2,"Avaí",1,NA,NA,1,NA,NA,NA,NA,2,8,NA,NA,NA,NA,NA,NA,NA,NA
"286","Marllon Gonçalves Jerônimo Borges","Marllon","https://s.glbimg.com/es/sde/f/2017/05/02/40266a7126e1fd808b4350f90516f3f5_FORMATO.png",70666,11,"PON","zag","Provável",7,12.07,0.62,4.6,11,"Ponte Preta",2,6,3,15,NA,20,15,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA
"287","Paulo Luiz Beraldo Santos","Paulinho","https://s.glbimg.com/es/sde/f/2017/04/24/c8f73d0634bf7a30846535c217610b26_FORMATO.png",78578,11,"VIT","ata","Nulo",0,3.94,0,0.21,7,"Vitória",3,6,5,3,1,22,3,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA
"288","Airton Tirabassi","Airton ","https://s.glbimg.com/es/sde/f/2017/05/25/444e9d8df7c89d942e244f428e32811c_FORMATO.png",72297,11,"AVA","zag","Nulo",0,2.11,0,3.4,2,"Avaí",NA,3,2,NA,NA,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,11,"PAL","gol","Nulo",0,8,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,11,"PAL","mei","Provável",0,6.85,0,1.35,10,"Palmeiras",1,20,3,10,1,26,11,1,NA,NA,NA,2,3,NA,NA,NA,NA,NA
"291","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2017/04/18/57ab5f981f4355a82d3d2f15ed01eb8e_FORMATO.png",72362,11,"BOT","mei","Provável",0,10.26,0,3.82,8,"Botafogo",1,5,2,7,NA,21,15,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA
"292","Antonio Thomaz Santos de Barros","Thomaz","https://s.glbimg.com/es/sde/f/2017/04/28/df8a959dc2f3885176d2c02e5d69a246_FORMATO.png",79041,11,"SAO","mei","Nulo",0,5.16,0,2.94,8,"São Paulo",1,9,2,7,2,5,8,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA
"293","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2016/06/28/e51699e690f5560939a50fdbb0077328_FORMATO.jpeg",78839,11,"SAN","gol","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Cléber Janderson Pereira Reis","Cléber","https://s.glbimg.com/es/sde/f/2017/05/02/b5c06e4d4ec940dea4ec97f888628b3b_FORMATO.png",72376,11,"SAN","zag","Contundido",0,6.49,0,4.5,1,"Santos",NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2017/04/19/a258f3bd57275dfde4062d53fea35126_FORMATO.png",78605,11,"COR","mei","Provável",0.6,7.34,0.18,2.32,10,"Corinthians",2,16,NA,8,NA,17,19,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"296","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2017/04/23/01565939c1e8813f9c1cc7cf9faeb903_FORMATO.png",78715,11,"GRE","mei","Provável",0,16.76,0,5.29,8,"Grêmio",3,15,8,12,1,30,11,NA,NA,NA,NA,2,1,3,NA,NA,NA,NA
"297","Hernane Vidal Souza","Hernane","https://s.glbimg.com/es/sde/f/2017/02/21/ab314baef088bf498a196e5fd2e6176b_FORMATO.png",72386,11,"BAH","ata","Contundido",0,10,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2017/02/18/25a86aa5d44e9bdbf64ffd3c0f0a0c25_FORMATO.png",72490,11,"VIT","zag","Nulo",0,5.5,0,2.53,9,"Vitória",2,8,5,2,NA,28,11,NA,1,NA,NA,NA,3,1,NA,NA,NA,NA
"299","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2016/05/01/df95d867f8ae0ddd0e0485b9b344e610_FORMATO.png",50421,11,"SAO","mei","Nulo",3.3,4.39,0.29,2.25,2,"São Paulo",NA,2,NA,2,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2017/04/18/594aacef190963b0476d2c76f4f48f57_FORMATO.png",42145,11,"PAL","lat","Provável",6,7.38,0.01,5.46,5,"Palmeiras",NA,6,NA,6,1,23,11,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"301","Bryan Silva Garcia","Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",78632,11,"CRU","lat","Nulo",0,3.93,0,0.3,1,"Cruzeiro",NA,2,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Felipe Augusto Santana","Felipe Santana","https://s.glbimg.com/es/sde/f/2017/02/19/6ca71225c6186e7ca8dfcf1ac0111b14_FORMATO.png",42140,11,"ATL","zag","Contundido",0,9.11,0,3.69,8,"Atlético-MG",NA,7,2,6,1,14,9,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA
"303","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2017/04/23/06d46a41c53307f20ca424fbe4e9bf64_FORMATO.png",72491,11,"GRE","zag","Nulo",-1.8,1.72,-0.77,-1.6,2,"Grêmio",2,4,NA,3,1,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Lázaro Luan Scapolan","Luan","https://s.glbimg.com/es/sde/f/2017/04/28/ec0b73e82977113f481334a7e16633d8_FORMATO.png",72565,11,"AVA","mei","Provável",2.6,6.34,0.45,2.24,10,"Avaí",5,27,1,27,NA,17,21,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"305","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2017/05/02/c182483a84aebf5ed52ddb9d82da6407_FORMATO.png",42213,11,"PON","mei","Provável",-0.4,8.11,-0.27,2.42,5,"Ponte Preta",2,9,NA,6,NA,15,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Mauricio Kozlinski","Mauricio Kozlinski","https://s.glbimg.com/es/sde/f/2017/04/28/9ab574fbf640f6bd28542bd1d9305d6f_FORMATO.png",72595,11,"AVA","gol","Nulo",0,8.1,0,3.1,9,"Avaí",NA,NA,NA,NA,NA,4,NA,NA,2,15,13,NA,NA,NA,NA,NA,NA,NA
"307","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2017/05/06/c9fe7a8f540f56c7325c5e78f3097d32_FORMATO.png",42222,11,"SPO","ata","Provável",1.2,5.42,-1.05,3.3,11,"Sport",2,8,4,18,1,34,6,NA,NA,NA,NA,1,4,3,NA,NA,NA,NA
"308","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2017/05/08/d967be031145a156a67e168aaeecb1fa_FORMATO.png",42232,11,"CHA","mei","Contundido",0,5,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2017/04/19/aaa96b0be41ff91da112273cc059467e_FORMATO.png",42234,11,"COR","gol","Provável",5.5,12.28,-1.31,5.86,11,"Corinthians",1,NA,NA,2,NA,5,NA,NA,8,10,5,NA,NA,NA,NA,NA,1,NA
"310","Felipe Garcia dos Prazeres","Felipe Garcia","https://s.glbimg.com/es/sde/f/2017/04/27/986affeeae68d3af059f6c98de882ddb_FORMATO.png",42330,11,"ATL","gol","Provável",-2,7.74,-0.71,3.98,10,"Atlético-GO",1,NA,NA,1,NA,6,NA,NA,1,22,14,NA,NA,NA,NA,NA,NA,NA
"311","Damián Ariel Escudero","Escudero","https://s.glbimg.com/es/sde/f/2017/04/17/1351c50b833e0374eb58e4fde52d7646_FORMATO.png",72745,11,"VAS","mei","Nulo",0,3.89,0,0,1,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Vladimir Javier Hernández Rivero","Vladimir Hernández","https://s.glbimg.com/es/sde/f/2017/02/19/f61c5d8d4580566cb1fa08020d2709ca_FORMATO.png",72879,11,"SAN","ata","Nulo",8.2,10.24,1.49,2.36,9,"Santos",1,5,3,17,2,8,5,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
"313","Sherman Andrés Cárdenas Estupiñan","Cárdenas","https://s.glbimg.com/es/sde/f/2017/04/01/7b7ff2b832507542b6305c0425ffc2b7_FORMATO.png",72871,11,"VIT","mei","Nulo",0,6,0,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2017/04/24/edb424e5188bff2f84c0a261b041b848_FORMATO.png",72603,11,"COR","gol","Nulo",0,2,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Eduardo Alves da Silva","Eduardo da Silva","https://s.glbimg.com/es/sde/f/2017/04/23/c47c6340a7d40ff5085ba517e5dc117d_FORMATO.png",72893,11,"ATL","ata","Nulo",0,7.19,0,2.1,2,"Atlético-PR",NA,2,1,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2017/04/25/e786acca731a4a88d0504f8b3802f4d8_FORMATO.png",78850,11,"CHA","lat","Provável",8.5,13.29,1.3,4.32,11,"Chapecoense",1,11,4,8,NA,51,15,NA,3,NA,NA,1,2,2,NA,NA,NA,NA
"317","Petros Mateus dos Santos Araújo","Petros","https://s.glbimg.com/es/sde/f/2017/06/28/8996a98a38601839090a38638e52bc30_FORMATO.png",78891,11,"SAO","mei","Provável",2.9,8.38,-0.62,2.9,1,"São Paulo",NA,3,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Moisés Ribeiro Santos","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,11,"CHA","mei","Nulo",0,4,0,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Thiago dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2017/04/18/2d51cc56ccd1291d116060e00ca663b6_FORMATO.png",78855,11,"PAL","mei","Provável",0,6.1,0,3.28,6,"Palmeiras",2,18,1,10,1,16,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,11,"SAN","lat","Provável",0,9.6,0,4.23,8,"Santos",2,6,1,8,NA,28,5,NA,4,NA,NA,NA,NA,2,NA,NA,NA,NA
"321","Marinaldo dos Santos Oliveira","Naldo","https://s.glbimg.com/es/sde/f/2017/05/02/466546b7c0d2a31683ba60341c08ef34_FORMATO.png",78897,11,"PON","mei","Nulo",1.5,6.96,-0.63,4.4,5,"Ponte Preta",1,10,1,5,NA,12,12,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"322","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2017/02/21/dd2cb4f245812fd67912e347aba3c101_FORMATO.png",79042,11,"BAH","zag","Provável",2.4,9.92,0.31,2.59,11,"Bahia",2,16,NA,11,5,28,10,NA,4,NA,NA,NA,1,1,NA,NA,NA,NA
"323","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2017/05/02/3b3fe001039a93d9ea75e58f817381cf_FORMATO.png",79035,11,"SAN","zag","Contundido",0,5,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Leandro Marcos Pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2017/02/22/377457c54b890731e2cfdb9013dc7397_FORMATO.png",78968,11,"SPO","ata","Nulo",0,5.86,0,2.3,2,"Sport",NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"325","Marcos Antônio Almeida Silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2017/04/27/1fdbc57e3b15e752149d530d7425e5d3_FORMATO.png",78856,11,"ATL","mei","Provável",4.7,7.68,-0.25,3.27,10,"Atlético-GO",5,18,3,7,NA,22,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Alexi Stival","Cuca","https://s.glbimg.com/es/sde/f/2016/05/01/ffe92c9e05e8100cdb59ce176a5352f5_FORMATO.png",42411,11,"PAL","tec","Provável",3.86,13.66,0.21,3.84,11,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Eduardo Henrique da Silva","Eduardo Henrique","https://s.glbimg.com/es/sde/f/2017/05/10/45db49dd3d8dceb223dc6d2afdf72801_FORMATO.png",78994,11,"ATL","mei","Nulo",0,2.62,0,-0.3,1,"Atlético-PR",NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","Jucimar Lima Pacheco","Abuda","https://s.glbimg.com/es/sde/f/2017/04/27/2e749e5bfdd8d0bbc67e5441e8c73ff6_FORMATO.png",79193,11,"ATL","mei","Nulo",3.3,5.39,-0.61,3.3,1,"Atlético-GO",NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,11,"COR","zag","Nulo",0,4,0,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2017/04/24/3fb41a018fb2c9084cb4800fba9b6607_FORMATO.png",79066,11,"FLA","gol","Nulo",0,4.22,0,2.7,5,"Flamengo",NA,1,NA,3,NA,5,NA,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA
"331","Ricardo César Dantas da Silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2017/04/27/e409f5c1c4551cf8457b204abc422a73_FORMATO.png",79334,11,"ATL","zag","Nulo",0,2.94,0,0.28,4,"Atlético-GO",1,8,2,1,NA,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,11,"SAO","lat","Provável",0,5.63,0,1.07,4,"São Paulo",1,3,NA,5,NA,16,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","Ricardo Martins de Araújo","Kadu","https://s.glbimg.com/es/sde/f/2017/05/02/414d5dd199f668338406b95b0d982b31_FORMATO.png",50427,11,"PON","zag","Nulo",6.7,12.25,0.4,5.8,5,"Ponte Preta",1,9,1,5,NA,5,14,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2016/04/29/88d18a6c7e76b53f49c068867e67a91b_FORMATO.png",49673,11,"FLU","gol","Provável",-2.8,4.04,-0.83,0.82,7,"Fluminense",NA,NA,NA,5,NA,6,NA,NA,1,8,12,NA,NA,NA,NA,NA,NA,NA
"335","Luiz Rhodolfo Dini Gaioto","Rhodolfo","https://s.glbimg.com/es/sde/f/2017/06/20/fa889cb0da25023565bc57fe3fa29fde_FORMATO.png",42501,11,"FLA","zag","Provável",4.6,8.41,-0.27,5,3,"Flamengo",NA,4,2,NA,NA,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2017/04/19/e126b3b0182f6b12d3cc13d20f515810_FORMATO.png",42500,11,"COR","lat","Suspenso",1.3,11.91,-1.55,5.42,8,"Corinthians",3,9,NA,11,NA,40,12,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA
"337","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2017/02/19/24191456ff9447eb594b23afd68b389a_FORMATO.png",49674,11,"CRU","lat","Nulo",0,5,0,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Roger Machado Marques","Roger Machado ","https://s.glbimg.com/es/sde/f/2017/04/28/4f5e786d736c65d7652d3dda5d40a131_FORMATO.png",79437,11,"ATL","tec","Provável",4.15,11.04,0.24,3.06,11,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Dorival Guidoni Júnior","Doriva","https://s.glbimg.com/es/sde/f/2017/06/28/755b1c3ab8ca17635d7bf6eee5e6ba74_FORMATO.png",79343,11,"ATL","tec","Provável",1.04,5.73,-0.14,2.03,6,"Atlético-GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2017/04/28/0dde0e778cab6579a9bf8d745efc2bf0_FORMATO.png",50294,11,"ATL","mei","Contundido",0,10.33,0,2.37,3,"Atlético-PR",NA,1,NA,4,NA,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"341","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2017/04/24/5b2f43325fb756c251e30f1bd567af5b_FORMATO.png",50284,11,"COR","gol","Provável",2,13.65,-1.25,6.35,11,"Coritiba",NA,NA,NA,3,NA,9,NA,NA,5,22,10,NA,NA,NA,NA,NA,NA,NA
"342","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2017/04/24/baf540d146fb96f0159339aad269538d_FORMATO.png",50301,11,"FLA","mei","Provável",2,13.86,-0.64,4.04,9,"Flamengo",4,13,4,16,3,32,16,NA,NA,NA,NA,2,6,1,NA,NA,NA,NA
"343","Adilson Warken","Adilson","https://s.glbimg.com/es/sde/f/2017/04/03/8a5b4672974501d33850ca575e0f117c_FORMATO.png",50307,11,"ATL","mei","Provável",0.9,4.58,-0.6,0.6,4,"Atlético-MG",NA,7,1,1,NA,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,11,"GRE","lat","Nulo",-0.8,7.9,-2.07,2.15,2,"Grêmio",1,3,NA,4,NA,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Lucas Silva Borges","Lucas Silva","https://s.glbimg.com/es/sde/f/2017/04/06/f4598cc08e1804689d22d338ac6f7d9b_FORMATO.png",79701,11,"CRU","mei","Nulo",0,4.96,0,0.17,3,"Cruzeiro",NA,4,NA,4,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2017/02/05/3d3e3081a494b80799d348813e420860_FORMATO.png",50324,11,"CRU","mei","Provável",0,6.45,0,2.62,7,"Cruzeiro",1,10,2,6,NA,13,14,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"347","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2017/05/02/7e17e0feab3ee583c5049f63df2c2771_FORMATO.png",50317,11,"SAN","zag","Provável",1.6,11.06,-0.77,4.48,9,"Santos",3,7,3,4,1,27,9,NA,6,NA,NA,NA,1,1,NA,NA,NA,NA
"348","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2017/01/13/c82e7265df8e1826bec18601456898a5_FORMATO.png",50362,11,"FLU","lat","Provável",-3.4,1.14,-0.26,-0.51,9,"Fluminense",1,23,4,7,3,26,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Darío Leonardo Conca","Conca","https://s.glbimg.com/es/sde/f/2017/04/24/f51b755cd38a02f41c96c2cc347998eb_FORMATO.png",50348,11,"FLA","mei","Nulo",0,8.35,0,-0.95,2,"Flamengo",1,1,NA,1,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"350","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2017/06/22/e7d5b223d7908854c81e04f0e7e0fcc0_FORMATO.png",79578,11,"CRU","ata","Nulo",1.7,6.23,0.29,0.2,3,"Cruzeiro",NA,4,NA,3,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Vitor Prada Macaneiro","Vitor Prada","https://s.glbimg.com/es/sde/f/2015/07/22/038dbc80052b6760a2b49d76733db416_FORMATO.jpeg",81094,11,"AVA","gol","Nulo",0,1,0,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2017/07/04/d229ec4b1feb142b05c30428863af3b1_FORMATO.png",50369,11,"VIT","mei","Provável",2.2,2.81,-0.19,2.2,1,"Vitória",NA,1,2,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Antônio Carlos Cunha Capocasali Júnior","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2017/04/18/5b3fcb4c6c1625d8e38d933619f9e42a_FORMATO.png",79702,11,"PAL","zag","Nulo",0,2.66,0,-0.37,3,"Palmeiras",1,2,NA,4,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2017/04/25/cf7dd5cb7c3b2349fc0a5145f894f495_FORMATO.png",79892,11,"CHA","mei","Contundido",0,2.45,0,1.37,7,"Chapecoense",NA,2,1,4,NA,3,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"355","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,11,"SPO","zag","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Paulo Henrique Carneiro Filho","Paulo Henrique","https://s.glbimg.com/es/sde/f/2017/02/14/f3e039a98588fd2760ea1b06034d2567_FORMATO.png",50398,11,"SPO","ata","Nulo",0,3,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Kayke Moreno de Andrade Rodrigues","Kayke","https://s.glbimg.com/es/sde/f/2017/05/02/175b6e25643dfdf97032cd564bc4e5c4_FORMATO.png",50402,11,"SAN","ata","Provável",-1.9,4.17,-0.48,2.04,9,"Santos",NA,8,4,4,5,29,1,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA
"358","Marco Antonio de Mattos Filho","Marquinho","https://s.glbimg.com/es/sde/f/2016/07/30/7905e0520c53cd23701cb3eddd0d3d19_FORMATO.png",50407,11,"FLU","mei","Contundido",0,2.98,0,-0.4,4,"Fluminense",1,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2017/04/18/ccce9b9aad578e5dc82e1d75b816fa25_FORMATO.png",79887,11,"PAL","lat","Nulo",0,5.09,0,1.65,4,"Palmeiras",NA,3,2,1,NA,5,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"360","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,11,"BOT","gol","Nulo",0,3.32,0,1,1,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"361","Nadson da Silva Almeida","Nadson","https://s.glbimg.com/es/sde/f/2017/04/25/9c0263cf980f89da4cca8b6bc120585f_FORMATO.png",80140,11,"CHA","mei","Contundido",0,0.76,0,-0.07,3,"Chapecoense",NA,1,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2017/05/02/e17a729351ce9e086c7f6fdaf907c355_FORMATO.png",80129,11,"PON","mei","Provável",-1.3,3.44,-0.24,0.65,7,"Ponte Preta",1,6,2,6,NA,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","Matheus Mancini","Matheus Mancini","https://s.glbimg.com/es/sde/f/2017/05/19/5bca9708b9e4c88d08f62e3935fe8cb4_FORMATO.png",80124,11,"ATL","zag","Provável",0,2.47,0,4.2,1,"Atlético-MG",NA,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2016/04/29/05a4d91c1c469c1d8f7bc682c5eb8e11_FORMATO.png",80188,11,"FLU","ata","Dúvida",6,3.82,0.8,0.95,6,"Fluminense",2,2,1,3,2,4,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
