,atletas.apelido_abreviado,atletas.preco_num,atletas.atleta_id,atletas.clube_id,atletas.nome,atletas.status_id,atletas.entrou_em_campo,atletas.apelido,atletas.foto,atletas.media_num,atletas.slug,atletas.posicao_id,atletas.rodada_id,atletas.pontos_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.variacao_num,CA,DS,FC,FD,FF,FS,G,I,SG,A,DE,GS,PS,FT,V,CV,DP,PC,PP,GC
589,Lezcano,4.31,123788,266,Rubén Darío Lezcano Portillo,6,False,Lezcano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.87,lezcano,4,34,0.0,FLU,4,0.0,,1.0,,,,4.0,,,,,,,,,,,,,,
590,Enzo,5.0,124077,284,Enzo Henrique dos Santos,6,False,Enzo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,enzo,2,34,0.0,GRE,0,0.0,,,,,,,,,,,,,,,,,,,,
591,H. Mosquera,3.22,124239,280,Henry David Mosquera Sánchez,5,False,Henry Mosquera,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.65,henry-mosquera,5,34,0.0,RBB,17,0.0,,10.0,13.0,9.0,3.0,8.0,,3.0,,,,,,,,,,,,
592,Isaac,1.1,124247,282,Isaac Aguiar Tomich,6,False,Isaac,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.5,isaac,5,34,0.0,CAM,1,0.0,,,,,,1.0,,,,,,,,,,,,,,
593,Kauan,1.0,124264,285,Kauan Jesus Santos Oliveira,6,False,Kauan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,kauan,1,34,0.0,INT,0,0.0,,,,,,,,,,,,,,,,,,,,
594,Allex,1.0,124270,285,Allex Rodrigues Pereira da Silva,6,False,Allex,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,allex,4,34,0.0,INT,0,0.0,,,,,,,,,,,,,,,,,,,,
595,G. Prado,4.12,124271,285,Gustavo Prado Alves,6,False,Gustavo Prado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.31,gustavo-prado,4,34,0.0,INT,16,0.0,2.0,7.0,6.0,8.0,8.0,13.0,1.0,2.0,,,,,,,,,,,,
596,R. Mathias,6.11,124280,285,Ricardo Mathias da Silva,6,True,Ricardo Mathias,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.81,ricardo-mathias,5,34,9.2,INT,18,1.26,1.0,4.0,16.0,8.0,5.0,10.0,4.0,2.0,,,,,,1.0,,,,,,1.0
597,L. Aragão,6.88,124369,283,Leonardo de Aragão Carvalho,6,False,Léo Aragão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6.73,leo-aragao,1,34,0.0,CRU,3,0.0,1.0,,,,,1.0,,,2.0,,9.0,1.0,,,,,,,,
598,M. Ponte,6.71,124481,263,Mateo Ponte Costa,6,False,Mateo Ponte,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.05,mateo-ponte,2,34,0.0,BOT,16,0.0,2.0,10.0,11.0,,6.0,3.0,1.0,2.0,5.0,,,,,,,,,,,
599,Giay,9.14,124526,275,Agustín Giay,6,False,Giay,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,5.15,giay,2,34,0.0,PAL,24,0.0,1.0,41.0,30.0,,4.0,28.0,,1.0,11.0,,,,,,,,,,,
600,I. Román,4.14,124661,282,Ivan Ramiro Román Hurtado,6,False,Iván Román,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3.28,ivan-roman,3,34,0.0,CAM,10,0.0,3.0,11.0,7.0,1.0,1.0,9.0,,1.0,3.0,,,,,,,,,,,
601,F. Negrucci,2.1,124674,276,Felipe Negrucci Berdague,6,False,Felipe Negrucci,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.8,felipe-negrucci,4,34,0.0,SAO,3,0.0,,1.0,3.0,,1.0,2.0,,,,,,,,,,,,,,
602,Leandro,2.0,124701,276,Leandro Mathias Silva Bueno,6,False,Leandro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,leandro,1,34,0.0,SAO,0,0.0,,,,,,,,,,,,,,,,,,,,
603,N. Fernandes,5.19,124757,263,Nathan Ribeiro Fernandes,5,False,Nathan Fernandes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3.14,nathan-fernandes,5,34,0.0,BOT,9,0.0,,3.0,3.0,3.0,1.0,5.0,1.0,2.0,,2.0,,,,,,,,,,
604,J. Jesus,4.52,124912,283,Jonathan de Jesus Alves,6,False,Jonathan Jesus,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.71,jonathan-jesus,3,34,0.0,CRU,12,0.0,1.0,13.0,14.0,,,3.0,,1.0,4.0,,,,,,,1.0,,,,
605,Viery,2.86,125467,284,Viery Fernandes Santos Lopes,6,False,Viery,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.35,viery,3,34,0.0,GRE,2,0.0,,,1.0,,,,,,1.0,,,,,,,,,,,
606,Alisson,4.0,125469,282,Alisson Santana Lopes da Fonseca,6,False,Alisson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,alisson,4,34,0.0,CAM,0,0.0,,,,,,,,,,,,,,,,,,,,
607,J. Pedro,5.5,125488,264,João Pedro de Sousa Rodrigues,6,True,João Pedro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,4.18,joao-pedro,3,34,-0.6,COR,13,-0.66,4.0,15.0,17.0,2.0,2.0,4.0,,,6.0,1.0,,,,,,,,,,
608,Marcelinho,2.0,126120,280,Marcelo Braz da Silva,6,False,Marcelinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,marcelinho,4,34,0.0,RBB,0,0.0,,,,,,,,,,,,,,,,,,,,
609,Paulinho,3.95,126182,267,Paulo Lucas Santos de Paula,6,False,Paulinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.53,paulinho,4,34,0.0,VAS,8,0.0,1.0,4.0,11.0,,,5.0,,,,,,,,,,,,,,
610,Barreal,10.36,126471,277,Álvaro Martín Barreal,7,True,Barreal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,5.89,barreal,4,34,5.1,SAN,29,0.58,2.0,48.0,25.0,10.0,16.0,19.0,8.0,5.0,,1.0,,,,2.0,,,,,,
611,Bahia,2.65,127242,264,Luiz Gustavo Lemos Carvalho,6,False,Bahia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.9,bahia,4,34,0.0,COR,2,0.0,,3.0,,,1.0,1.0,,,,,,,,,,,,,,
612,J. Fidélis,7.17,127932,266,Julio Cesar Lima Fidelis,6,False,Julio Fidélis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7.6,julio-fidelis,2,34,0.0,FLU,3,0.0,,5.0,2.0,,3.0,7.0,,,1.0,1.0,,,,,,,,,,
613,R. Lucas,2.0,128590,262,Rayan Lucas Marques de Souza,6,False,Rayan Lucas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,rayan-lucas,4,34,0.0,FLA,0,0.0,,,,,,,,,,,,,,,,,,,,
614,F. Cardoso,2.21,129317,287,Felipe Cardoso,6,False,Felipe Cardoso,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.97,felipe-cardoso,4,34,0.0,VIT,3,0.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
615,R. Pablo,0.84,129663,265,Ruan Pablo Barbosa Sousa,6,False,Ruan Pablo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.13,ruan-pablo,5,34,0.0,BAH,3,0.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,
616,Pablo,1.0,129665,267,Pablo de Paula Cardoso,6,False,Pablo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,pablo,1,34,0.0,VAS,0,0.0,,,,,,,,,,,,,,,,,,,,
617,JP,2.0,129666,267,João Pedro Murilo de Paula Morais,6,False,JP,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,jp,4,34,0.0,VAS,0,0.0,,,,,,,,,,,,,,,,,,,,
618,C. Loor,2.0,129930,263,Cristhian Joel Loor Santamaría - Christian,6,False,Cristhian Loor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,cristhian-loor,1,34,0.0,BOT,0,0.0,,,,,,,,,,,,,,,,,,,,
619,B. Xavier,1.0,129948,262,Bruno Fernandes Xavier,6,False,Bruno Xavier,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,bruno-xavier,4,34,0.0,FLA,0,0.0,,,,,,,,,,,,,,,,,,,,
620,Noriega,3.98,130048,284,Erick Carlos Noriega Loret de Mola,6,False,Noriega,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.75,noriega,4,34,0.0,GRE,12,0.0,2.0,13.0,13.0,,6.0,9.0,,,,,,,,,,,,2.0,,
621,L. Nannetti,1.0,130189,262,Leonardo Nannetti Lopes,6,False,Léo Nannetti,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,leo-nannetti,1,34,0.0,FLA,0,0.0,,,,,,,,,,,,,,,,,,,,
622,Carbone,2.0,130190,262,João Victor Schlickmann Carbone,6,False,Carbone,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,carbone,2,34,0.0,FLA,0,0.0,,,,,,,,,,,,,,,,,,,,
623,Euder,1.0,130252,267,Euder Galdino da Silva,6,False,Euder,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,euder,4,34,0.0,VAS,0,0.0,,,,,,,,,,,,,,,,,,,,
624,Leandrinho,1.83,130254,267,Leandro Viana da Silva Gama,6,True,Leandrinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,leandrinho,2,34,0.0,VAS,1,-0.17,,,,,,,,,,,,,,,,,,,,
625,G. Estrella,3.0,130255,267,Guilherme Estrella de Paiva,6,False,Guilherme Estrella,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,guilherme-estrella,4,34,0.0,VAS,0,0.0,,,,,,,,,,,,,,,,,,,,
626,L. Zuccarello,1.9,130279,267,Lukas Rocha Zuccarello,6,False,Lukas Zuccarello,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.6,lukas-zuccarello,4,34,0.0,VAS,2,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,
627,P. Gabriel,1.0,130280,267,Phillipe Gabriel Pires de Oliveira,6,False,Phillipe Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,phillipe-gabriel,1,34,0.0,VAS,0,0.0,,,,,,,,,,,,,,,,,,,,
628,Rhyan,1.0,130305,263,Rhyan Luca Carvalho de Arruda,6,False,Rhyan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,rhyan,1,34,0.0,BOT,0,0.0,,,,,,,,,,,,,,,,,,,,
629,R. Pinna,1.0,130316,286,Rafael Oliveira Pinna,6,False,Rafael Pinna,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,rafael-pinna,5,34,0.0,JUV,0,0.0,,,,,,,,,,,,,,,,,,,,
630,Maykon,5.8,130319,287,Maykon Kesley de Jesus Ramalho,6,False,Maykon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.25,maykon,2,34,0.0,VIT,9,0.0,1.0,11.0,16.0,1.0,3.0,8.0,,,4.0,,,,,,,,,,,
631,G. Gomes,2.0,130382,262,Guilherme Henrique Bernardineli Gomes,6,False,Guilherme Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,guilherme-gomes,4,34,0.0,FLA,0,0.0,,,,,,,,,,,,,,,,,,,,
632,Maceió,2.81,130386,2305,Everton Leandro de Oliveira Santos,6,False,Maceió,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.78,maceio,5,34,0.0,MIR,6,0.0,1.0,1.0,2.0,1.0,4.0,3.0,,1.0,,,,,,,,,,1.0,,
633,L. Gustavo,1.8,130393,265,Luiz Gustavo Marinho Ribeiro dos Santos,6,False,Luiz Gustavo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.56,luiz-gustavo,3,34,0.0,BAH,5,0.0,3.0,4.0,4.0,,,2.0,,,1.0,,,,,,,,,,,
634,Marlon,1.11,130507,286,Marlon Santos Teodoro,6,False,Marlon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.5,marlon,5,34,0.0,JUV,1,0.0,,,1.0,,1.0,,,,,,,,,,,,,,,
635,R. Fillipi,0.92,130608,275,Riquelme Fillipi Marinho de Souza,6,False,Riquelme Fillipi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,riquelme-fillipi,5,34,0.0,PAL,1,0.0,,,,,,,,,,,,,,,,,,,,
636,Luighi,2.95,130612,275,Luighi Hanri Sousa Santos,6,False,Luighi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.05,luighi,5,34,0.0,PAL,6,0.0,,4.0,5.0,,,4.0,,2.0,,,,,,,,,,,,
637,Edenílson,1.0,130620,287,Edenílson Santos Nascimento Filho,6,False,Edenílson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,edenilson,4,34,0.0,VIT,0,0.0,,,,,,,,,,,,,,,,,,,,
638,Bernal,3.51,130650,266,Facundo Bernal Cruz,6,True,Bernal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.82,bernal,4,34,0.0,FLU,18,0.12,6.0,21.0,15.0,4.0,5.0,12.0,,,,,,,,,,,,,,1.0
639,Boateng,1.0,130711,280,Stanley Boateng Osei,6,False,Boateng,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,boateng,3,34,0.0,RBB,0,0.0,,,,,,,,,,,,,,,,,,,,
640,Souza,7.56,130811,277,João Victor de Souza Menezes,7,True,Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.34,souza,2,34,3.1,SAN,19,0.14,3.0,28.0,15.0,4.0,9.0,16.0,1.0,1.0,2.0,2.0,,,1.0,,,,,1.0,,
641,Andrei,1.0,130869,287,Andrei Gabriel dos Santos Ferreira,6,False,Andrei,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,andrei,3,34,0.0,VIT,0,0.0,,,,,,,,,,,,,,,,,,,,
642,Riquelme,2.62,130889,284,Riquelme Freitas dos Santos,5,False,Riquelme,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.86,riquelme,4,34,0.0,GRE,9,0.0,,6.0,2.0,1.0,2.0,11.0,,,,,,,,,,,,,,
643,F. Preis,1.0,131116,276,Felipe Gabriel Preis,6,False,Felipe Preis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,felipe-preis,1,34,0.0,SAO,0,0.0,,,,,,,,,,,,,,,,,,,,
644,Jardiel,0.84,131455,284,Jardiel Maciel Libertino da Silva,6,False,Jardiel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.17,jardiel,5,34,0.0,GRE,3,0.0,,,,,,1.0,,,,,,,,,,,,,,
645,Hyan,1.19,131515,277,Hyan Carvalho Machado Silva,6,False,Hyan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.7,hyan,4,34,0.0,SAN,2,0.0,,1.0,2.0,,,1.0,,,,,,,,,,,,,,
646,J. Chermont,6.05,131516,277,João Pedro Chermont Crema,6,False,JP Chermont,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.28,jp-chermont,2,34,0.0,SAN,5,0.0,3.0,14.0,9.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,,
647,A. Silva,6.73,131617,276,André Oliveira e Silva,5,False,André Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.32,andre-silva,5,34,0.0,SAO,19,0.0,5.0,11.0,20.0,5.0,10.0,20.0,5.0,5.0,,2.0,,,,1.0,,,,,,
648,F. Longo,2.97,131753,264,Felipe Longo Fernandes da Silva,7,True,Felipe Longo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.82,felipe-longo,1,34,0.3,COR,5,-0.36,,,,,,1.0,,,1.0,,12.0,7.0,,,,,,,,
649,Isac,1.0,131762,276,Isac Silvestre da Silva,6,False,Isac,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,isac,3,34,0.0,SAO,0,0.0,,,,,,,,,,,,,,,,,,,,
650,Kevyn,1.0,131765,280,Kevyn Henrique Monteiro de Souza,6,False,Kevyn,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,kevyn,3,34,0.0,RBB,0,0.0,,,,,,,,,,,,,,,,,,,,
651,Serna,8.25,132071,266,Kevin Steven Serna Jaramillo,7,True,Serna,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4.75,serna,5,34,12.2,FLU,28,1.2,3.0,29.0,17.0,11.0,7.0,29.0,6.0,4.0,,3.0,,,1.0,,,,,,,
652,Arroyo,6.25,132264,283,Keny Alexander Arroyo Alvarado,7,False,Arroyo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4.24,arroyo,5,34,0.0,CRU,9,0.0,3.0,6.0,5.0,8.0,5.0,14.0,1.0,,,1.0,,,,,,,,,,
653,Jemmes,5.63,132553,2305,Jemmes Bruno Ribeiro da Silva,7,True,Jemmes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.42,jemmes,3,34,2.0,MIR,32,0.09,2.0,58.0,31.0,1.0,9.0,9.0,1.0,1.0,9.0,,,,,,,,,,,
654,D. Barbosa,1.0,132560,287,Davi Barbosa da Silva Novaes,6,False,Davi Barbosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,davi-barbosa,1,34,0.0,VIT,0,0.0,,,,,,,,,,,,,,,,,,,,
655,Vinicinho,5.82,132580,280,Vinicius Mendonça Pereira,6,False,Vinicinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,3.01,vinicinho,5,34,0.0,RBB,21,0.0,2.0,20.0,16.0,6.0,6.0,35.0,,4.0,,2.0,,,1.0,,,,,,,
656,G. Negão,3.61,133543,264,Guilherme William Silva Inácio,6,True,Gui Negão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.57,gui-negao,5,34,1.7,COR,19,0.18,3.0,11.0,26.0,1.0,2.0,23.0,3.0,3.0,,1.0,,,,,,,,,,
657,Igão,2.0,133623,276,Igor Odoni Gomes,6,False,Igão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,igao,3,34,0.0,SAO,0,0.0,,,,,,,,,,,,,,,,,,,,
658,Alysson,5.83,133669,284,Alysson Edward Franco da Rocha dos Santos,7,True,Alysson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.67,alysson,5,34,0.4,GRE,25,-0.51,4.0,42.0,22.0,9.0,11.0,46.0,1.0,3.0,,2.0,,,1.0,1.0,,,,,,
659,G. Reis,1.0,133671,280,Gustavo Reis de Alcântara,6,False,Gustavo Reis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,gustavo-reis,1,34,0.0,RBB,0,0.0,,,,,,,,,,,,,,,,,,,,
660,M. Xavier,1.0,133673,277,Mateus Xavier de Sousa,6,False,Mateus Xavier,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.5,mateus-xavier,4,34,0.0,SAN,3,0.0,,1.0,,,,,,,,,,,,,,,,,,
661,Benedetti,2.61,133679,275,Luiz Gustavo Roncholeta Benedetti,6,False,Benedetti,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.6,benedetti,3,34,0.0,PAL,2,0.0,,2.0,2.0,,1.0,,,,,,,,,,,,,,,
662,W. Davi,2.0,133696,266,Wallace Davi Nunes da Silva Dias,6,False,Wallace Davi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0.0,wallace-davi,4,34,0.0,FLU,0,0.0,,,,,,,,,,,,,,,,,,,,
663,Y. Noal,1.14,134246,285,Yago Eduardo Noal Lopes,6,False,Yago Noal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.6,yago-noal,4,34,0.0,INT,2,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,
664,Larson,1.0,136156,275,Larson Torna Ferreira dos Santos,6,False,Larson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,larson,4,34,0.0,PAL,0,0.0,,,,,,,,,,,,,,,,,,,,
665,L. Otávio,2.85,136306,285,Luis Otávio Costa de Aquino,3,True,Luis Otávio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.82,luis-otavio,4,34,2.2,INT,18,0.43,3.0,18.0,7.0,2.0,2.0,14.0,,1.0,,,,,,,,,,,,
666,Sanabria,4.39,136955,265,Mateo Naín Sanabria Doracio,5,False,Sanabria,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1.6,sanabria,5,34,0.0,BAH,8,0.0,,3.0,5.0,2.0,2.0,18.0,,2.0,,,,,,,,1.0,,,,
667,Micael,1.0,137375,292,Micael de Barros Viturino,6,False,Micael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,micael,5,34,0.0,SPT,0,0.0,,,,,,,,,,,,,,,,,,,,
668,K. Kenji,1.09,137542,283,Kaique Kenji Takamura Correa,6,False,Kaique Kenji,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.5,kaique-kenji,5,34,0.0,CRU,2,0.0,,,,,,2.0,,,,,,,,,,,,,,
669,C. Sampaio,4.07,137618,285,Clayton Sampaio Pereira,6,False,Clayton Sampaio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.59,clayton-sampaio,3,34,0.0,INT,10,0.0,2.0,9.0,13.0,2.0,3.0,1.0,,,2.0,,,,,1.0,,,,,,
