,atletas.rodada_id,atletas.jogos_num,atletas.atleta_id,atletas.entrou_em_campo,atletas.nome,atletas.status_id,atletas.preco_num,atletas.slug,atletas.media_num,atletas.clube_id,atletas.pontos_num,atletas.apelido_abreviado,atletas.variacao_num,atletas.posicao_id,atletas.clube.id.full.name,atletas.foto,atletas.apelido,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,DE,GS,FT,CV,V,DP,PP,PC,GC
609,36,9,126182,True,Paulo Lucas Santos de Paula,6,3.98,paulinho,0.53,267,0.5,Paulinho,0.03,4,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Paulinho,,1.0,4.0,11.0,,,6.0,,,,,,,,,,,,,
610,36,31,126471,True,Álvaro Martín Barreal,7,10.04,barreal,6.02,277,2.8,Barreal,-1.43,4,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Barreal,1.0,2.0,52.0,25.0,10.0,17.0,21.0,9.0,5.0,,,,,2.0,,,,,,
611,36,2,127242,False,Luiz Gustavo Lemos Carvalho,6,2.65,bahia,2.9,264,0.0,Bahia,0.0,4,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Bahia,,,3.0,,,1.0,1.0,,,,,,,,,,,,,
612,36,3,127932,False,Julio Cesar Lima Fidelis,6,7.17,julio-fidelis,7.6,266,0.0,J. Fidélis,0.0,2,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Julio Fidélis,1.0,,5.0,2.0,,3.0,7.0,,,,1.0,,,,,,,,,
613,36,0,128590,False,Rayan Lucas Marques de Souza,6,2.0,rayan-lucas,0.0,262,0.0,R. Lucas,0.0,4,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Rayan Lucas,,,,,,,,,,,,,,,,,,,,
614,36,3,129317,False,Felipe Cardoso,6,2.21,felipe-cardoso,0.97,287,0.0,F. Cardoso,0.0,4,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Felipe Cardoso,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
615,36,3,129663,False,Ruan Pablo Barbosa Sousa,6,0.84,ruan-pablo,0.13,265,0.0,R. Pablo,0.0,5,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Ruan Pablo,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,
616,36,0,129665,False,Pablo de Paula Cardoso,6,1.0,pablo,0.0,267,0.0,Pablo,0.0,1,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Pablo,,,,,,,,,,,,,,,,,,,,
617,36,0,129666,False,João Pedro Murilo de Paula Morais,6,2.0,jp,0.0,267,0.0,JP,0.0,4,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,JP,,,,,,,,,,,,,,,,,,,,
618,36,0,129930,False,Cristhian Joel Loor Santamaría - Christian,6,2.0,cristhian-loor,0.0,263,0.0,C. Loor,0.0,1,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Cristhian Loor,,,,,,,,,,,,,,,,,,,,
619,36,0,129948,False,Bruno Fernandes Xavier,6,1.0,bruno-xavier,0.0,262,0.0,B. Xavier,0.0,4,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Bruno Xavier,,,,,,,,,,,,,,,,,,,,
620,36,13,130048,False,Erick Carlos Noriega Loret de Mola,5,3.74,noriega,1.52,284,0.0,Noriega,0.0,4,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Noriega,,3.0,13.0,14.0,,6.0,9.0,,,,,,,,,,,,2.0,
621,36,0,130189,False,Leonardo Nannetti Lopes,6,1.0,leo-nannetti,0.0,262,0.0,L. Nannetti,0.0,1,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Léo Nannetti,,,,,,,,,,,,,,,,,,,,
622,36,0,130190,False,João Victor Schlickmann Carbone,6,2.0,carbone,0.0,262,0.0,Carbone,0.0,2,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Carbone,,,,,,,,,,,,,,,,,,,,
623,36,0,130252,False,Euder Galdino da Silva,6,1.0,euder,0.0,267,0.0,Euder,0.0,4,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Euder,,,,,,,,,,,,,,,,,,,,
624,36,1,130254,False,Leandro Viana da Silva Gama,6,1.83,leandrinho,0.0,267,0.0,Leandrinho,0.0,2,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Leandrinho,,,,,,,,,,,,,,,,,,,,
625,36,0,130255,False,Guilherme Estrella de Paiva,6,3.0,guilherme-estrella,0.0,267,0.0,G. Estrella,0.0,4,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Guilherme Estrella,,,,,,,,,,,,,,,,,,,,
626,36,2,130279,False,Lukas Rocha Zuccarello,6,1.9,lukas-zuccarello,0.6,267,0.0,L. Zuccarello,0.0,4,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Lukas Zuccarello,,,1.0,1.0,,,,,,,,,,,,,,,,
627,36,0,130280,False,Phillipe Gabriel Pires de Oliveira,6,1.0,phillipe-gabriel,0.0,267,0.0,P. Gabriel,0.0,1,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Phillipe Gabriel,,,,,,,,,,,,,,,,,,,,
628,36,0,130305,False,Rhyan Luca Carvalho de Arruda,6,1.0,rhyan,0.0,263,0.0,Rhyan,0.0,1,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Rhyan,,,,,,,,,,,,,,,,,,,,
629,36,0,130316,False,Rafael Oliveira Pinna,6,1.0,rafael-pinna,0.0,286,0.0,R. Pinna,0.0,5,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Rafael Pinna,,,,,,,,,,,,,,,,,,,,
630,36,9,130319,False,Maykon Kesley de Jesus Ramalho,6,5.8,maykon,4.25,287,0.0,Maykon,0.0,2,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Maykon,,1.0,11.0,16.0,1.0,3.0,8.0,,,,4.0,,,,,,,,,
631,36,0,130382,False,Guilherme Henrique Bernardineli Gomes,6,2.0,guilherme-gomes,0.0,262,0.0,G. Gomes,0.0,4,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Guilherme Gomes,,,,,,,,,,,,,,,,,,,,
632,36,6,130386,False,Everton Leandro de Oliveira Santos,6,2.81,maceio,0.78,2305,0.0,Maceió,0.0,5,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Maceió,,1.0,1.0,2.0,1.0,4.0,3.0,,1.0,,,,,,,,,,1.0,
633,36,5,130393,False,Luiz Gustavo Marinho Ribeiro dos Santos,6,1.8,luiz-gustavo,1.56,265,0.0,L. Gustavo,0.0,3,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Luiz Gustavo,,3.0,4.0,4.0,,,2.0,,,,1.0,,,,,,,,,
634,36,0,130438,False,Diego Esser Pereira,6,1.0,diego,0.0,285,0.0,Diego,0.0,1,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Diego,,,,,,,,,,,,,,,,,,,,
635,36,1,130507,False,Marlon Santos Teodoro,6,1.11,marlon,0.5,286,0.0,Marlon,0.0,5,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Marlon,,,,1.0,,1.0,,,,,,,,,,,,,,
636,36,1,130608,False,Riquelme Fillipi Marinho de Souza,6,0.92,riquelme-fillipi,0.0,275,0.0,R. Fillipi,0.0,5,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Riquelme Fillipi,,,,,,,,,,,,,,,,,,,,
637,36,6,130612,False,Luighi Hanri Sousa Santos,6,2.95,luighi,1.05,275,0.0,Luighi,0.0,5,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Luighi,,,4.0,5.0,,,4.0,,2.0,,,,,,,,,,,
638,36,0,130620,False,Edenílson Santos Nascimento Filho,6,1.0,edenilson,0.0,287,0.0,Edenílson,0.0,4,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Edenílson,,,,,,,,,,,,,,,,,,,,
639,36,19,130650,False,Facundo Bernal Cruz,6,3.47,bernal,1.73,266,0.0,Bernal,0.0,4,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Bernal,,7.0,22.0,16.0,4.0,5.0,12.0,,,,,,,,,,,,,1.0
640,36,0,130711,False,Stanley Boateng Osei,6,1.0,boateng,0.0,280,0.0,Boateng,0.0,3,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Boateng,,,,,,,,,,,,,,,,,,,,
641,36,21,130811,True,João Victor de Souza Menezes,7,8.36,souza,4.39,277,9.9,Souza,1.39,2,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Souza,2.0,3.0,30.0,17.0,5.0,9.0,18.0,1.0,1.0,1.0,3.0,,,,,,,,1.0,
642,36,0,130869,False,Andrei Gabriel dos Santos Ferreira,6,1.0,andrei,0.0,287,0.0,Andrei,0.0,3,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Andrei,,,,,,,,,,,,,,,,,,,,
643,36,9,130889,False,Riquelme Freitas dos Santos,5,2.62,riquelme,1.86,284,0.0,Riquelme,0.0,4,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Riquelme,,,6.0,2.0,1.0,2.0,11.0,,,,,,,,,,,,,
644,36,0,131116,False,Felipe Gabriel Preis,6,1.0,felipe-preis,0.0,276,0.0,F. Preis,0.0,1,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Felipe Preis,,,,,,,,,,,,,,,,,,,,
645,36,3,131455,False,Jardiel Maciel Libertino da Silva,6,0.84,jardiel,0.17,284,0.0,Jardiel,0.0,5,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Jardiel,,,,,,,1.0,,,,,,,,,,,,,
646,36,2,131515,False,Hyan Carvalho Machado Silva,6,1.19,hyan,0.7,277,0.0,Hyan,0.0,4,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Hyan,,,1.0,2.0,,,1.0,,,,,,,,,,,,,
647,36,5,131516,False,João Pedro Chermont Crema,6,6.05,jp-chermont,4.28,277,0.0,J. Chermont,0.0,2,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,JP Chermont,,3.0,14.0,9.0,,1.0,1.0,,2.0,,1.0,,,,,,,,,
648,36,19,131617,False,André Oliveira e Silva,5,6.73,andre-silva,4.32,276,0.0,A. Silva,0.0,5,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,André Silva,2.0,5.0,11.0,20.0,5.0,10.0,20.0,5.0,5.0,,,,,1.0,,,,,,
649,36,6,131753,False,Felipe Longo Fernandes da Silva,6,3.24,felipe-longo,2.72,264,0.0,F. Longo,0.0,1,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Felipe Longo,,,,,,,1.0,,,,1.0,16.0,10.0,,,,,,,
650,36,0,131762,False,Isac Silvestre da Silva,6,1.0,isac,0.0,276,0.0,Isac,0.0,3,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Isac,,,,,,,,,,,,,,,,,,,,
651,36,0,131763,False,Yuri Silva Leles de Souza,6,1.0,yuri-leles,0.0,280,0.0,Y. Leles,0.0,4,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Yuri Leles,,,,,,,,,,,,,,,,,,,,
652,36,0,131765,False,Kevyn Henrique Monteiro de Souza,6,1.0,kevyn,0.0,280,0.0,Kevyn,0.0,3,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Kevyn,,,,,,,,,,,,,,,,,,,,
653,36,30,132071,True,Kevin Steven Serna Jaramillo,7,9.74,serna,5.28,266,21.9,Serna,2.63,5,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Serna,5.0,3.0,32.0,18.0,13.0,8.0,29.0,7.0,4.0,1.0,,,,,,,,,,
654,36,11,132264,True,Keny Alexander Arroyo Alvarado,7,6.96,arroyo,4.93,283,2.5,Arroyo,-1.47,5,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Arroyo,1.0,4.0,9.0,6.0,9.0,7.0,18.0,2.0,,,,,,,,,,,,
655,36,33,132553,False,Jemmes Bruno Ribeiro da Silva,3,6.43,jemmes,4.52,2305,0.0,Jemmes,0.0,3,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Jemmes,,3.0,60.0,32.0,1.0,9.0,11.0,1.0,1.0,,10.0,,,,,,,,,
656,36,0,132560,False,Davi Barbosa da Silva Novaes,6,1.0,davi-barbosa,0.0,287,0.0,D. Barbosa,0.0,1,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Davi Barbosa,,,,,,,,,,,,,,,,,,,,
657,36,21,132580,False,Vinicius Mendonça Pereira,6,5.82,vinicinho,3.01,280,0.0,Vinicinho,0.0,5,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Vinicinho,2.0,2.0,20.0,16.0,6.0,6.0,35.0,,4.0,1.0,,,,,,,,,,
658,36,21,133543,True,Guilherme William Silva Inácio,6,3.42,gui-negao,2.38,264,1.2,G. Negão,0.1,5,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Gui Negão,1.0,3.0,12.0,27.0,1.0,2.0,23.0,3.0,3.0,,,,,,,,,,,
659,36,0,133623,False,Igor Odoni Gomes,6,2.0,igao,0.0,276,0.0,Igão,0.0,3,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Igão,,,,,,,,,,,,,,,,,,,,
660,36,26,133669,False,Alysson Edward Franco da Rocha dos Santos,6,5.83,alysson,4.53,284,0.0,Alysson,0.0,5,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Alysson,2.0,4.0,42.0,22.0,9.0,11.0,48.0,1.0,3.0,1.0,,,,1.0,,,,,,
661,36,0,133671,False,Gustavo Reis de Alcântara,6,1.0,gustavo-reis,0.0,280,0.0,G. Reis,0.0,1,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Gustavo Reis,,,,,,,,,,,,,,,,,,,,
662,36,3,133673,False,Mateus Xavier de Sousa,6,1.0,mateus-xavier,0.5,277,0.0,M. Xavier,0.0,4,SAN,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Mateus Xavier,,,1.0,,,,,,,,,,,,,,,,,
663,36,2,133679,False,Luiz Gustavo Roncholeta Benedetti,6,2.61,benedetti,1.6,275,0.0,Benedetti,0.0,3,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Benedetti,,,2.0,2.0,,1.0,,,,,,,,,,,,,,
664,36,0,133696,False,Wallace Davi Nunes da Silva Dias,6,2.0,wallace-davi,0.0,266,0.0,W. Davi,0.0,4,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Wallace Davi,,,,,,,,,,,,,,,,,,,,
665,36,2,134246,False,Yago Eduardo Noal Lopes,6,1.14,yago-noal,0.6,285,0.0,Y. Noal,0.0,4,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Yago Noal,,,1.0,1.0,,,,,,,,,,,,,,,,
666,36,0,136156,False,Larson Torna Ferreira dos Santos,6,1.0,larson,0.0,275,0.0,Larson,0.0,4,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Larson,,,,,,,,,,,,,,,,,,,,
667,36,19,136306,True,Luis Otávio Costa de Aquino,6,2.5,luis-otavio,1.72,285,0.0,L. Otávio,-0.35,4,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Luis Otávio,,3.0,18.0,7.0,2.0,2.0,14.0,,1.0,,,,,,,,,,,
668,36,8,136955,False,Mateo Naín Sanabria Doracio,5,4.39,sanabria,1.6,265,0.0,Sanabria,0.0,5,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Sanabria,,,3.0,5.0,2.0,2.0,18.0,,2.0,,,,,,1.0,,,,,
669,36,0,137375,False,Micael de Barros Viturino,6,1.0,micael,0.0,292,0.0,Micael,0.0,5,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Micael,,,,,,,,,,,,,,,,,,,,
670,36,2,137542,False,Kaique Kenji Takamura Correa,6,1.09,kaique-kenji,0.5,283,0.0,K. Kenji,0.0,5,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Kaique Kenji,,,,,,,2.0,,,,,,,,,,,,,
671,36,10,137618,False,Clayton Sampaio Pereira,6,4.07,clayton-sampaio,2.59,285,0.0,C. Sampaio,0.0,3,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Clayton Sampaio,,2.0,9.0,13.0,2.0,3.0,1.0,,,,2.0,,,1.0,,,,,,
672,36,2,138021,False,Sergio Stevan Palacios Zapata,6,1.7,palacios,1.3,280,0.0,Palacios,0.0,3,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Palacios,,2.0,,3.0,,,1.0,,,,1.0,,,,,,,,,
673,36,0,139001,False,Vitor dos Santos Figueiredo,6,2.0,figueiredo,0.0,275,0.0,Figueiredo,0.0,4,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Figueiredo,,,,,,,,,,,,,,,,,,,,
674,36,34,139076,False,Filipe Luís Kasmirski,6,13.05,filipe-luis,6.85,262,0.0,F. Luís,0.0,6,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Filipe Luís,,,,,,,,,,,,,,,,21.0,,,,
675,36,0,139200,False,Pedro Kauã Rodrigues Machado,6,1.0,pedro-kaua,0.0,285,0.0,P. Kauã,0.0,3,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Pedro Kauã,,,,,,,,,,,,,,,,,,,,
676,36,7,139345,False,Kauã Prates de Almeida,6,4.63,kaua-prates,3.67,283,0.0,K. Prates,0.0,2,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Kauã Prates,,1.0,5.0,4.0,,,1.0,,1.0,,4.0,,,,,,,,,
677,36,0,139455,False,Caio da Silva Maia,5,2.0,caio-maia,0.0,282,0.0,C. Maia,0.0,5,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Caio Maia,,,,,,,,,,,,,,,,,,,,
678,36,7,140364,False,João Marcelo Soares de Freitas,6,3.46,joao-marcelo,1.51,282,0.0,J. Marcelo,0.0,5,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,João Marcelo,1.0,,1.0,3.0,3.0,2.0,,,2.0,,,,,,,,,,,
679,36,5,140484,False,Riquelme Felipe Silva de Almeida,6,3.43,riquelme-felipe,1.0,266,0.0,R. Felipe,0.0,5,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Riquelme Felipe,,,2.0,1.0,,1.0,3.0,,,,,,,,,,,,,
680,36,2,140492,False,João Victor de Souza Cunha,6,3.51,joao-victor,2.95,262,0.0,J. Victor,0.0,3,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,João Victor,,,1.0,2.0,,,,,,,1.0,,,,,,,,,
681,36,0,140494,False,João Victor Alves Ferreira,6,1.0,joao-alves,0.0,262,0.0,J. Alves,0.0,4,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,João Alves,,,,,,,,,,,,,,,,,,,,
682,36,7,140542,False,Ryan Francisco Rodrigues dos Santos Silva,5,3.62,ryan-francisco,2.69,276,0.0,R. Francisco,0.0,5,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Ryan Francisco,,,,4.0,,2.0,5.0,2.0,1.0,,,,,,,,,,,
683,36,0,140726,False,David Martins Almeida de Lira,6,1.0,david-martins,0.0,265,0.0,D. Martins,0.0,4,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,David Martins,,,,,,,,,,,,,,,,,,,,
684,36,6,140906,False,Davi Gomes de Alvarenga,6,2.64,davi-gomes,2.23,280,0.0,D. Gomes,0.0,5,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Davi Gomes,,,1.0,3.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,
685,36,0,140908,False,Bruno Oliveira Bertinato,6,2.0,bruno-bertinato,0.0,2305,0.0,B. Bertinato,0.0,1,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Bruno Bertinato,,,,,,,,,,,,,,,,,,,,
686,36,0,141038,False,Gustavo Henrique Felix da Silva,6,1.0,gustavo-felix,0.0,266,0.0,G. Felix,0.0,1,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Gustavo Felix,,,,,,,,,,,,,,,,,,,,
687,36,0,141039,False,Kaio Borges Correa,6,1.0,kaio-borges,0.0,266,0.0,K. Borges,0.0,2,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Kaio Borges,,,,,,,,,,,,,,,,,,,,
688,36,2,141040,False,Davi Duarte Schuindt,6,1.24,davi-schuindt,0.7,266,0.0,D. Schuindt,0.0,3,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Davi Schuindt,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
689,36,0,141084,False,Kauã Oliveira Branco,6,1.0,kaua-branco,0.0,263,0.0,K. Branco,0.0,3,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Kauã Branco,,,,,,,,,,,,,,,,,,,,
690,36,0,141125,False,Robert Pinto Alves Assunção,6,1.0,robert,0.0,282,0.0,Robert,0.0,1,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Robert,,,,,,,,,,,,,,,,,,,,
