,atletas.apelido,atletas.apelido_abreviado,atletas.entrou_em_campo,atletas.slug,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.variacao_num,atletas.media_num,atletas.status_id,atletas.jogos_num,atletas.pontos_num,atletas.nome,atletas.clube.id.full.name,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.foto,A,CA,DS,FC,FD,FF,FS,I,G,FT,DE,GS,V,CV,PS,SG,DP,PC,PP,GC
465,Bernabéi,Bernabéi,True,bernabei,285,14.13,9,-0.26,6.93,7,7,3.5,Alexandro Ezequiel Bernabéi,INT,110426,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.0,1.0,19.0,12.0,2.0,4.0,8.0,,,,,,,,,1.0,,,,
466,Abel Ferreira,A. Ferreira,True,abel-ferreira,275,12.82,9,-0.15,7.14,7,9,6.6,Abel Fernando Moreira Ferreira,PAL,110506,,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,,,,,,,,,,,,7.0,,,,,,,
467,Aguirre,Aguirre,True,aguirre,285,7.97,9,-0.1,5.6,7,8,4.7,Braian Aguirre Nahuel,INT,110510,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,18.0,8.0,,3.0,,2.0,1.0,,,,,,,2.0,,,,
468,Mateus,Mateus,False,mateus,275,2.0,9,0.0,0.0,6,0,0.0,Mateus Oliveira Mendes,PAL,110624,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,,,,,,,,,,,,,,,,,,,
469,Luiz Filipe,L. Filipe,False,luiz-filipe,2305,2.24,9,0.0,-0.6,6,1,0.0,Luiz Filipe dos Reis Silva,MIR,110632,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,,,2.0,,,,,,,,,,,,,,,,
470,Andrés Hurtado,A. Hurtado,True,andres-hurtado,280,6.95,9,-0.27,5.18,2,8,2.7,José Andrés Hurtado Cheme,RBB,110715,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,1.0,14.0,13.0,1.0,4.0,2.0,,,,,,,,,4.0,,,,
471,Rubens,Rubens,True,rubens,282,8.38,9,-0.35,6.37,7,9,4.9,Rubens Antônio Dias,CAM,110727,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,1.0,28.0,12.0,3.0,6.0,7.0,,1.0,,,,,,,,,,,
472,Renato Paiva,R. Paiva,True,renato-paiva,263,9.36,9,-0.63,6.07,6,9,5.65,Renato Manuel Alves Paiva,BOT,110818,,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,,,,,,,,,,,3.0,,,,,,,
473,Guilherme Lopes,G. Lopes,False,guilherme-lopes,280,5.65,9,0.0,8.2,5,1,0.0,Guilherme Lopes de Almeida,RBB,110909,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,2.0,1.0,,,1.0,,,,,,,,,1.0,,,,
474,Rômulo,Rômulo,True,romulo,354,3.1,9,-0.04,0.42,6,6,0.9,Rômulo Azevedo Simão,CEA,111166,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,1.0,6.0,2.0,,1.0,1.0,,,,,,,,,,,,
475,Gustavo Martins,G. Martins,False,gustavo-martins,284,5.0,9,0.0,0.0,5,0,0.0,Gustavo Martins de Souza Santos,GRE,111309,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,,,,,,,,,,,,,,,,,,
476,Kelvi Gomes,K. Gomes,False,kelvi-gomes,286,3.0,9,0.0,0.0,6,0,0.0,Kelvi Chiesa Gomes,JUV,111332,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,,,,,,,,,,,,,,,,,,
477,Luis Mandaca,L. Mandaca,True,luis-mandaca,286,6.81,9,1.14,4.41,6,8,7.1,Luis Gustavo da Silva Machado Duarte,JUV,111407,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,14.0,13.0,,4.0,14.0,,1.0,,,,,,,,,,,
478,Renzo,Renzo,False,renzo,292,3.0,9,0.0,0.0,6,0,0.0,Renzo Azevedo Pimentel de Moura,SPT,111465,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
479,Victor Gabriel,V. Gabriel,False,victor-gabriel,285,10.73,9,0.0,9.47,7,3,0.0,Victor Gabriel da Conceição Ribeiro,INT,111466,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,8.0,3.0,,1.0,1.0,,2.0,,,,,,,,,,,
480,António Oliveira,A. Oliveira,True,antonio-oliveira,292,6.94,9,-0.29,2.59,7,2,1.95,António José Cardoso de Oliveira,SPT,111578,,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,,,,,,,,,,,,,,,,,,,
481,Gabriel Átila,G. Átila,False,gabriel-atila,282,1.0,9,0.0,0.0,6,0,0.0,Gabriel Átila Cardoso da Silva,CAM,111582,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,,,,,,,,,,,,,,,,,,,
482,Micael,Micael,False,micael,275,4.91,9,0.0,3.24,6,5,0.0,Micael dos Santos Silva,PAL,111594,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,1.0,2.0,6.0,,,2.0,,,,,,,,,3.0,,,,
483,Adson,Adson,True,adson,267,3.27,9,0.11,0.57,6,6,1.2,Adson Ferreira Soares,VAS,111682,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,,,2.0,,2.0,,,,,,,,,,,,,
484,Anthoni,Anthoni,True,anthoni,285,4.18,9,0.26,2.09,7,9,0.3,Anthoni Spier Souza,INT,111683,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,,,,,,,2.0,,,,16.0,13.0,,,,2.0,,,,
485,Matheus Cunha,M. Cunha,False,matheus-cunha,262,5.0,9,0.0,0.0,6,0,0.0,Matheus Cunha Queiroz,FLA,111690,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
486,Fabinho,Fabinho,False,fabinho,280,2.41,9,0.0,1.27,6,6,0.0,Fábio Silva de Freitas,RBB,111760,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,
487,Kayky,Kayky,False,kayky,265,3.59,9,0.0,2.68,6,4,0.0,Kayky da Silva Chagas,BAH,111829,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,,,1.0,,1.0,,,,1.0,,,,,,,,,,,
488,Matheus Martins,M. Martins,False,matheus-martins,263,5.73,9,0.0,3.02,5,5,0.0,Matheus Martins Silva dos Santos,BOT,111831,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,1.0,5.0,5.0,4.0,1.0,9.0,,,,,,,,,,,,,
489,João Victor,J. Victor,False,joao-victor,354,0.87,9,0.0,0.0,6,1,0.0,João Victor Vieira Ferreira Sousa,CEA,112060,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
490,Gabriel Grando,G. Grando,False,gabriel-grando,284,3.83,9,0.0,-3.0,6,0,0.0,Gabriel Hamester Grando,GRE,112616,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,,,,,,,,,,,,1.0,,,,,,
491,Kaiki Bruno,K. Bruno,True,kaiki-bruno,283,9.37,9,0.58,6.47,7,9,9.7,Kaiki Bruno da Silva,CRU,112709,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1.0,1.0,19.0,17.0,1.0,2.0,16.0,,,,,,,,,4.0,,,,
492,Aníbal Moreno,A. Moreno,False,anibal-moreno,275,4.88,9,0.0,1.94,6,7,0.0,Aníbal Ismael Moreno,PAL,112869,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,,8.0,4.0,1.0,2.0,,,,,,,,,,,,,,
493,Lucas Barbosa,L. Barbosa,True,lucas-barbosa,280,8.14,9,0.51,4.41,7,9,6.6,Lucas Henrique Barbosa,RBB,112886,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2.0,1.0,15.0,18.0,6.0,6.0,4.0,4.0,,,,,,,,,,,,
494,Sforza,Sforza,False,sforza,267,5.1,9,0.0,1.7,6,1,0.0,Juan Sebastián Sforza,VAS,112906,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,1.0,1.0,,,1.0,,,,,,,,,,,,,
495,Freytes,Freytes,True,freytes,266,3.54,9,-0.33,2.13,7,9,0.0,Juan Pablo Freytes,FLU,113034,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,1.0,4.0,3.0,2.0,1.0,4.0,1.0,,,,,,,,2.0,,,,
496,Kervin Andrade,K. Andrade,True,kervin-andrade,356,3.89,9,-1.1,2.4,6,5,0.0,Kervin Mario Andrade Navarro,FOR,113073,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,
497,Mancuso,Mancuso,True,mancuso,356,7.5,9,-0.54,4.25,7,6,2.3,Eros Nazareno Mancuso,FOR,113078,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,,1.0,7.0,2.0,,4.0,7.0,1.0,,,,,,,,2.0,,,,
498,Flaco López,F. López,True,flaco-lopez,275,9.32,9,-0.75,5.73,6,8,3.4,José Manuel Alberto López,PAL,113103,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,1.0,11.0,14.0,2.0,10.0,15.0,4.0,2.0,,,,,,1.0,,,,,
499,Nathan Mendes,N. Mendes,False,nathan-mendes,280,4.0,9,0.0,0.0,6,0,0.0,Nathan Gabriel de Souza Mendes,RBB,113157,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,,,,,,,,,,,,,,,,,,
500,Marquinhos,Marquinhos,False,marquinhos,283,4.17,9,0.0,0.28,6,4,0.0,Marcus Vinícius Oliveira Alencar,CRU,113158,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,,1.0,3.0,,,1.0,,,,,,,,,,,,,
501,Pablo Maia,P. Maia,True,pablo-maia,276,7.0,9,-0.76,1.05,7,2,0.4,Pablo Gonçalves Maia Fortunato,SAO,113359,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,1.0,2.0,3.0,,,2.0,,,,,,,,,,,,,
502,Cristian Olivera,C. Olivera,False,cristian-olivera,284,10.53,9,0.0,8.1,6,5,0.0,Cristian Gonzalo Olivera Ibarra,GRE,113397,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,1.0,13.0,10.0,2.0,2.0,10.0,,2.0,,,,,,,,,,,
503,Lenny Lobato,L. Lobato,False,lenny-lobato,292,2.6,9,0.0,0.73,6,7,0.0,Lenny Ivo Lobato Romanelli,SPT,113462,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,,1.0,3.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,
504,Du Queiroz,D. Queiroz,True,du-queiroz,292,2.62,9,-0.66,1.51,6,9,0.0,Eduardo Santos Queiroz,SPT,113687,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,,,9.0,11.0,1.0,4.0,,,,,,,,,,,,1.0,,
505,Diógenes,Diógenes,False,diogenes,277,2.0,9,0.0,0.0,6,0,0.0,Diógenes Vinícius da Silva,SAN,113690,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,,,,,,,,,,,,,,,,,,,
506,Douglas Mendes,D. Mendes,False,douglas-mendes,280,4.0,9,0.0,0.0,6,0,0.0,Douglas Mendes Moreira,RBB,114311,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,,,,,,,,,,,,,,,,,,,
507,Gamarra,Gamarra,False,gamarra,283,4.83,9,0.0,2.35,6,2,0.0,Mateo Gamarra González,CRU,114334,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,,4.0,1.0,,,,,,,,,,,,,,1.0,,
508,Cleiton,Cleiton,False,cleiton,262,3.0,9,0.0,0.0,6,0,0.0,Cleiton Santana dos Santos,FLA,114790,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
509,Vitor Roque,V. Roque,False,vitor-roque,275,11.65,9,0.0,5.09,7,8,0.0,Vitor Hugo Roque Ferreira,PAL,114802,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,1.0,10.0,6.0,3.0,2.0,15.0,1.0,2.0,,,,,,,,,,,
510,Miguelito,Miguelito,False,miguelito,277,3.0,9,0.0,0.0,6,0,0.0,Miguel Àngel Terceros,SAN,115025,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,,,,,,,,,,,,,,,,,,,
511,Lucas Freitas,L. Freitas,False,lucas-freitas,267,4.09,9,0.0,2.08,5,5,0.0,Lucas de Freitas Molarinho Chagas,VAS,115141,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,,,2.0,4.0,,2.0,4.0,,,,,,,,,1.0,,,,
512,Wesley,Wesley,True,wesley,262,12.57,9,1.86,7.55,3,8,12.2,Wesley Vinícius França Lima,FLA,115239,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1.0,3.0,17.0,13.0,,3.0,19.0,1.0,,,,,,,,5.0,,,,
513,Naves,Naves,False,naves,275,3.19,9,0.0,-1.0,6,1,0.0,Kaiky Marques Naves,PAL,115246,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,,,,,,,,,,,,,,,,,,1.0,,
514,Jhon Jhon,J. Jhon,True,jhon-jhon,280,6.99,9,-0.26,4.1,7,9,1.5,Jhonatan dos Santos Rosa,RBB,115248,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.0,1.0,7.0,3.0,2.0,5.0,12.0,,1.0,1.0,,,,,,,,,,
515,Rômulo,Rômulo,False,romulo,282,4.46,9,0.0,3.55,6,2,0.0,Rômulo Helberte Pereira Junior,CAM,115268,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,,2.0,3.0,,,,,,,,,,,,1.0,,,,
516,Rwan Cruz,R. Cruz,True,rwan-cruz,263,3.72,9,0.22,1.33,6,3,2.7,Rwan Philipe Rodrigues de Souza Cruz,BOT,115404,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,,,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,
517,Marcos Victor,M. Victor,False,marcos-victor,354,3.0,9,0.0,0.0,6,0,0.0,Marcos Victor Ferreira da Silva,CEA,115537,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
518,Rodriguinho,Rodriguinho,False,rodriguinho,283,3.12,9,0.0,-0.6,6,1,0.0,Rodrigo Henrique Santos de Souza,CRU,115563,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,,,2.0,,,,,,,,,,,,,,,,
519,Emerson Galego,E. Galego,False,emerson-galego,286,3.01,9,0.0,1.25,6,2,0.0,Emerson Mendes de Carvalho,JUV,115586,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,1.0,,,,2.0,,,,,,,,,,,,,
520,Marcos Paulo,M. Paulo,True,marcos-paulo,286,4.19,9,0.31,3.83,6,4,4.2,Marcos Paulo Lima Batista Silva,JUV,115594,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,8.0,2.0,2.0,,3.0,,,,,,,,,,,,,
521,Gabriel Delfim,G. Delfim,False,gabriel-delfim,282,2.0,9,0.0,0.0,6,0,0.0,Gabriel Delfim Ferreira,CAM,115674,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,,,,,,,,,,,,,,,,,,,,
522,Evertton Araújo,E. Araújo,True,evertton-araujo,262,4.47,9,0.32,2.6,7,3,3.9,Everton Gustavo Fernandes Araújo,FLA,115914,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,3.0,2.0,2.0,,3.0,,,,,,,,,,,,,
523,Lelê,Lelê,True,lele,354,3.08,9,-0.47,1.22,6,5,0.5,Leanderson da Silva Genésio,CEA,115915,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,,,,2.0,3.0,2.0,3.0,,,,,,,,,,,,,
524,Matheus Gonçalves,M. Gonçalves,True,matheus-goncalves,262,4.43,9,-0.01,2.23,6,3,2.0,Matheus Gonçalves Martins,FLA,116012,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,3.0,,1.0,,2.0,,,,,,,,,,,,,
525,Petterson,Petterson,False,petterson,286,2.46,9,0.0,1.95,6,2,0.0,Petterson Novaes Reis,JUV,116025,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,1.0,,,3.0,,,,,,,,,,,,,,
526,Cuiabano,Cuiabano,True,cuiabano,263,9.82,9,-0.56,6.06,6,9,8.1,Luís Eduardo Soares da Silva,BOT,116065,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1.0,2.0,9.0,10.0,1.0,3.0,9.0,1.0,1.0,,,,,,,5.0,,,,
527,Gustavo Lacerda,G. Lacerda,False,gustavo-lacerda,2305,2.0,9,0.0,0.0,6,0,0.0,Gustavo Henrique Lacerda Ferreira,MIR,116104,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
528,Hércules,Hércules,True,hercules,266,8.09,9,2.73,3.56,6,7,15.3,Hércules Pereira do Nascimento,FLU,116447,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,1.0,9.0,9.0,1.0,3.0,1.0,,1.0,1.0,,,,,,,,,,
529,Jamerson,Jamerson,True,jamerson,287,7.0,9,-0.27,4.97,7,9,3.1,Jamerson Santos de Jesus,VIT,116461,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.0,,15.0,5.0,5.0,6.0,6.0,1.0,,,,,,,,,,,,
530,Gabriel Souza,G. Souza,False,gabriel-souza,286,2.0,9,0.0,0.0,6,0,0.0,Gabriel Souza dos Santos,JUV,117044,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,,,,,,,,,,,,,,,,,,
531,Gabriel Knesowitsch,G. Knesowitsch,False,gabriel-knesowitsch,2305,2.0,9,0.0,0.0,6,0,0.0,Gabriel Knesowitsch,MIR,117061,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
532,Thiago Borbas,T. Borbas,True,thiago-borbas,280,1.34,9,-0.28,-0.43,6,4,-0.3,Thiago Nicolás Borbas Silva,RBB,117314,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,,1.0,,4.0,,,1.0,,,,,,,,,,,,,
533,Cipriano,Cipriano,False,cipriano,286,4.0,9,0.0,0.0,5,0,0.0,João Luiz da Silva Cipriano,JUV,117336,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,,,,,,,,,,,,,,,,,,,,
534,Otávio,Otávio,False,otavio,283,1.0,9,0.0,0.0,6,0,0.0,Otávio Eleodoro Rezende Costa,CRU,117404,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,,,,,,,,,,,,,,,,,,,,
535,Léo Maná,L. Maná,False,leo-mana,264,3.01,9,0.0,1.3,6,2,0.0,Leonardo Mana Hernandes,COR,117459,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,,2.0,1.0,,,,1.0,,,,,,,,,,,,
536,Garro,Garro,False,garro,264,23.0,9,0.0,0.0,6,0,0.0,Rodrigo Garro,COR,117632,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
537,Young,Young,False,young,276,2.0,9,0.0,0.0,5,0,0.0,Young Navarro Moraes,SAO,117818,,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,,,,,,,,,,,,,,,,,,,
538,Giovane,Giovane,False,giovane,264,4.0,9,0.0,0.0,6,0,0.0,Giovane Santana do Nascimento,COR,117849,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,,,,,,,,,,,,,,,,,,,,
539,Breno Bidon,B. Bidon,True,breno-bidon,264,8.29,9,0.53,4.14,6,8,5.2,Breno de Souza Bidon,COR,117910,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.0,2.0,14.0,18.0,2.0,2.0,21.0,,,,,,,,,,,,,
540,Lavega,Lavega,False,lavega,266,3.45,9,0.0,0.5,6,1,0.0,Joaquín Lavega Colzada,FLU,117930,,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,,,,,,,1.0,,,,,,,,,,,,,
541,Iago,Iago,False,iago,262,2.0,9,0.0,0.0,6,0,0.0,Iago Teodoro da Silva Nogueira,FLA,118090,,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,,,,,,,,,,,,,,,,,,,,
542,Ronald,Ronald,True,ronald,284,2.38,9,-0.29,0.0,6,2,0.0,Ronald Cardoso Falkoski,GRE,118238,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,,,,,,,,,,,,,,,,,,,,
543,Rodriguinho,Rodriguinho,False,rodriguinho,276,1.47,9,0.0,-0.77,6,3,0.0,Rodrigo Huendra Almeida Mendonça,SAO,118563,,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,,2.0,,1.0,,,,,,,,,,,,,,,,
544,Kevyson,Kevyson,False,kevyson,277,1.98,9,0.0,0.5,6,1,0.0,Kevyson Costa e Silva,SAN,118701,,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,,,,,,,1.0,,,,,,,,,,,,,
