,atletas.clube.id.full.name,atletas.pontos_num,atletas.nome,atletas.status_id,atletas.jogos_num,atletas.atleta_id,atletas.apelido_abreviado,atletas.apelido,atletas.variacao_num,atletas.posicao_id,atletas.slug,atletas.minimo_para_valorizar,atletas.clube_id,atletas.rodada_id,atletas.foto,atletas.preco_num,atletas.media_num,atletas.entrou_em_campo,CA,FC,FF,G,I,DS,FS,FD,DE,GS,A,FT,CV,PS,DP,SG,V,PC,PP,GC
230,CEA,0.0,Keiller da Silva Nunes,6,0,93834,Keiller,Keiller,0.0,1,keiller,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.0,0.0,False,,,,,,,,,,,,,,,,,,,,
231,JUV,2.6,Marcos Venicius Santos Miranda - Vinícius,6,5,93879,Marcão,Marcão,-0.24,1,marcao,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6.97,5.9,True,,,,,,,,,25.0,8.0,,,,,,1.0,,,,
232,RBB,7.6,Cleiton Schwengber,7,9,93882,Cleiton,Cleiton,0.97,1,cleiton,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,8.47,5.52,True,1.0,,,,,,2.0,,29.0,8.0,,,,,,4.0,,,,
233,FOR,0.2,Breno Henrique Vasconcelos Lopes,7,4,93988,B. Lopes,Breno Lopes,-0.76,5,breno-lopes,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,7.04,4.32,True,,3.0,2.0,1.0,1.0,2.0,9.0,1.0,,,,,,,,,,,,
234,BOT,0.0,John Victor Maciel Furtado,6,9,94044,John,John,0.0,1,john,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,11.86,6.0,False,2.0,1.0,,,,1.0,2.0,,26.0,5.0,,,,,,5.0,,,,
235,RBB,1.5,Matheus Fernandes Siqueira,6,6,94067,M. Fernandes,Matheus Fernandes,-0.06,4,matheus-fernandes,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5.01,2.4,True,1.0,7.0,,,,11.0,2.0,,,,,,,,,,,,,
236,COR,0.0,Maycon de Andrade Barberan,6,8,94154,Maycon,Maycon,0.0,4,maycon,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.94,1.42,False,,3.0,1.0,,,7.0,2.0,,,,,,,,,,,,,
237,SAN,0.0,Diego Cristiano Evaristo,6,6,94156,D. Pituca,Diego Pituca,0.0,4,diego-pituca,,277,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.51,1.75,False,2.0,2.0,2.0,1.0,,1.0,4.0,,,,,,,,,,,,,
238,SAN,9.2,Guilherme Augusto Vieira dos Santos,7,7,94207,Guilherme,Guilherme,1.22,5,guilherme,,277,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,9.9,7.13,True,,3.0,9.0,1.0,2.0,16.0,14.0,4.0,,,,,,,,,,,,
239,JUV,0.0,Matheus Barcelos da Silva,6,4,94444,M. Babi,Matheus Babi,0.0,5,matheus-babi,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.11,2.42,False,,2.0,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,
240,PAL,2.0,Raphael Cavalcante Veiga,6,4,94509,R. Veiga,Raphael Veiga,-1.25,4,raphael-veiga,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,14.68,2.82,True,,3.0,1.0,,,3.0,7.0,2.0,,,,,,1.0,,,,,,
241,VAS,0.0,Lucas da Cruz Oliveira,6,0,94514,L. Oliveira,Lucas Oliveira,0.0,3,lucas-oliveira,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4.0,0.0,False,,,,,,,,,,,,,,,,,,,,
242,FLA,0.0,Pedro Guilherme Abreu dos Santos,6,7,94583,Pedro,Pedro,-0.92,5,pedro,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,16.89,6.92,True,,1.0,1.0,4.0,1.0,1.0,7.0,5.0,,,1.0,1.0,,1.0,,,,,1.0,
243,RBB,10.0,Luis Antônio da Rocha Júnior,7,10,94968,J. Capixaba,Juninho Capixaba,1.25,2,juninho-capixaba,,280,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,12.51,8.82,True,1.0,12.0,7.0,1.0,1.0,26.0,21.0,4.0,,,,,,,,5.0,,,,
244,CEA,0.0,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,6,3,95127,Nicolas,Nicolas,0.0,2,nicolas,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,6.34,4.6,False,,,1.0,,,2.0,,,,,,,,,,2.0,,,,
245,JUV,2.2,Gabriel Pereira Taliari,6,8,95131,G. Taliari,Gabriel Taliari,-0.17,5,gabriel-taliari,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,8.66,5.15,True,,12.0,5.0,2.0,3.0,5.0,12.0,3.0,,,1.0,1.0,,,,,,,,
246,VIT,0.0,Bruno César Xavier Sislo,6,0,95288,B. Xavier,Bruno Xavier,0.0,4,bruno-xavier,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.0,0.0,False,,,,,,,,,,,,,,,,,,,,
247,JUV,0.0,Daniel Eduardo Giraldo Cárdenas,6,7,95354,Giraldo,Giraldo,0.0,4,giraldo,,286,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.09,0.54,False,2.0,11.0,2.0,,,4.0,3.0,,,,,,,,,,,,,
248,SPT,0.0,Christian Hernando Rivera Cuéllar,6,8,95357,Rivera,Rivera,0.0,4,rivera,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4.44,3.2,False,4.0,18.0,,,,20.0,10.0,,,,,,,,,,,,,
249,BOT,0.0,Gregore de Magalhães da Silva,6,8,95464,Gregore,Gregore,0.0,4,gregore,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6.83,3.39,False,3.0,34.0,2.0,,,23.0,6.0,1.0,,,,,,,,,,,,
250,SAO,0.0,Igor Vinícius de Souza,5,3,95466,I. Vinícius,Igor Vinícius,0.0,2,igor-vinicius,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7.88,3.9,False,1.0,2.0,2.0,,,3.0,2.0,1.0,,,,,,,,1.0,,,,
251,COR,-0.6,Raniele Almeida Melo,7,9,95556,Raniele,Raniele,-0.29,4,raniele,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.2,2.81,True,2.0,10.0,2.0,,,13.0,16.0,1.0,,,,,,,,,,,,
252,BOT,0.0,Artur Victor Guimarães,6,8,95799,Artur,Artur,0.0,5,artur,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,10.71,5.28,False,1.0,7.0,5.0,1.0,1.0,5.0,11.0,2.0,,,3.0,1.0,,,,,,,,
253,VAS,0.0,Daniel Cerântula Fuzato,6,0,95936,D. Fuzato,Daniel Fuzato,0.0,1,daniel-fuzato,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,3.0,0.0,False,,,,,,,,,,,,,,,,,,,,
254,FLU,2.5,Vinicius Moreira de Lima,7,7,96340,Lima,Lima,0.39,4,lima,,266,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5.59,2.52,True,1.0,5.0,4.0,1.0,,1.0,10.0,2.0,,,,,,,,,,,,
255,COR,0.0,Charles Rigon Mattos,6,3,96342,Charles,Charles,-0.33,4,charles,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.53,0.07,True,1.0,1.0,,,,1.0,,,,,,,,,,,,,,
256,CRU,0.0,Matheus Fellipe Costa Pereira,3,8,96610,M. Pereira,Matheus Pereira,0.0,4,matheus-pereira,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,15.31,8.65,False,3.0,11.0,6.0,2.0,2.0,18.0,29.0,7.0,,,1.0,,,,,,,,,
257,FLA,0.0,Allan Rodrigues de Souza,5,5,96652,Allan,Allan,0.0,4,allan,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1.72,-0.24,False,,4.0,,,,,,,,,,,,,,,,,,
258,CAM,0.0,Renzo Saravia,6,4,96725,Saravia,Saravia,0.0,2,saravia,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5.65,3.15,False,,5.0,2.0,,,1.0,2.0,,,,,,,,,2.0,,,,
259,VIT,0.0,Carlos Moisés de Lima,6,2,96831,Carlinhos,Carlinhos,0.0,5,carlinhos,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5.29,3.35,False,1.0,6.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
260,GRE,4.9,Mathías Adalberto Villasanti Rolón,7,8,97145,Villasanti,Villasanti,0.65,4,villasanti,,284,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,10.31,4.03,True,4.0,17.0,1.0,,,25.0,6.0,,,,,,,,,,,,,
261,SPT,0.5,Dalbert Henrique Chagas Estevão,6,4,97173,Dalbert,Dalbert,-0.04,2,dalbert,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1.43,-0.55,True,2.0,5.0,1.0,,,,1.0,,,,,,,,,,,,,
262,BAH,1.55,Rogério Mücke Ceni,7,10,97341,R. Ceni,Rogério Ceni,-0.75,6,rogerio-ceni,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,8.29,5.03,True,,,,,,,,,,,,,,,,,4.0,,,
263,VIT,-0.6,Gustavo Henric da Silva,7,8,97450,G. Mosquito,Gustavo Mosquito,-0.62,5,gustavo-mosquito,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,4.59,2.53,True,,9.0,3.0,,2.0,1.0,3.0,4.0,,,2.0,1.0,,,,,,,,
264,MIR,6.8,João Victor Carroll Santana,7,10,97460,J. Victor,João Victor,1.13,3,joao-victor,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.99,1.68,True,2.0,9.0,3.0,,1.0,7.0,5.0,1.0,,,,,,,,1.0,,,,
265,BOT,0.0,Fernando Marçal de Oliveira,6,2,97468,Marçal,Marçal,0.0,2,marcal,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6.8,4.6,False,2.0,1.0,,,,,1.0,,,,,,,,,2.0,,,,
266,COR,6.2,Félix Eduardo Torres Caicedo,6,6,97642,F. Torres,Félix Torres,0.13,3,felix-torres,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7.59,4.63,True,1.0,11.0,2.0,,,10.0,1.0,,,,,,,,,3.0,,,,
267,SPT,0.0,Thiago Couto Wenceslau,6,0,97645,T. Couto,Thiago Couto,0.0,1,thiago-couto,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.0,0.0,False,,,,,,,,,,,,,,,,,,,,
268,PAL,-1.4,Murilo Cerqueira Paim,7,4,97653,Murilo,Murilo,-2.24,3,murilo,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,7.72,2.82,True,3.0,8.0,,1.0,,2.0,1.0,1.0,,,,,,,,1.0,,1.0,,
269,VIT,2.6,Erick de Arruda Serafim,6,9,97810,Erick,Erick,-0.37,5,erick,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5.82,3.47,True,1.0,6.0,6.0,,,3.0,20.0,4.0,,,2.0,,,,,,,,,
270,FLA,5.0,Leonardo Rech Ortiz,7,9,97867,L. Ortiz,Léo Ortiz,-0.02,3,leo-ortiz,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6.64,4.88,True,1.0,8.0,2.0,,,7.0,2.0,1.0,,,,1.0,,,,6.0,,,,
271,BAH,0.0,Iago Amaral Borduchi,6,5,97868,Iago,Iago,-0.92,2,iago,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.39,2.66,True,,2.0,1.0,,1.0,4.0,2.0,1.0,,,,,,,,1.0,,,,
272,CEA,0.0,Matheus Bahia Santos,6,6,97899,M. Bahia,Matheus Bahia,0.0,2,matheus-bahia,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,10.16,8.78,False,1.0,5.0,1.0,,,16.0,6.0,2.0,,,1.0,,,,,4.0,,,,
273,INT,0.0,Vitor Eduardo da Silva Matos,6,8,97900,Vitão,Vitão,0.0,3,vitao,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,8.14,3.46,False,2.0,6.0,,,,11.0,,,,,1.0,,,,,2.0,,,,
274,BAH,0.0,Erick Luis Conrado de Carvalho,6,8,98022,Erick,Erick,0.0,4,erick,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,8.32,3.53,False,3.0,12.0,2.0,1.0,2.0,14.0,3.0,,,,,1.0,,,,,,,,
275,CEA,0.0,Pedro Raul Garay da Silva,6,8,98225,P. Raul,Pedro Raul,0.0,5,pedro-raul,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,7.94,4.07,False,2.0,18.0,9.0,2.0,9.0,3.0,13.0,3.0,,,,1.0,,,,,,,,
276,BOT,0.0,Bartolomeu Jacinto Quissanga,5,0,98280,Bastos,Bastos,0.0,3,bastos,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,11.0,0.0,False,,,,,,,,,,,,,,,,,,,,
277,VIT,0.0,Valdemir de Oliveira Soares,5,0,98306,V. Soares,Val Soares,0.0,4,val-soares,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.0,0.0,False,,,,,,,,,,,,,,,,,,,,
278,MIR,3.0,Luiz Henrique Soares Firmino,7,6,98384,Negueba,Negueba,0.32,5,negueba,,2305,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,3.63,2.3,True,1.0,5.0,4.0,,1.0,4.0,12.0,1.0,,,,,,,,,,,,
279,BAH,0.0,Victor Hugo Soares dos Santos,5,2,98484,Kanu,Kanu,0.0,3,kanu,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.58,2.85,False,,1.0,,,,4.0,,,,,,,,,,,,,,
280,BAH,0.0,Jean Lucas de Souza Oliveira,3,8,98517,J. Lucas,Jean Lucas,0.0,4,jean-lucas,,265,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.17,1.66,False,1.0,6.0,5.0,,1.0,7.0,7.0,1.0,,,,,1.0,,,,,,,
281,SPT,0.0,Leonel Di Placido,6,0,98605,D. Placido,Di Placido,0.0,2,di-placido,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4.0,0.0,False,,,,,,,,,,,,,,,,,,,,
282,FOR,1.2,Benjamín Kuščević Jaramillo,7,9,98619,Kuscevic,Kuscevic,-0.05,3,kuscevic,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6.37,3.74,True,,11.0,,,,11.0,1.0,,,,,,,,,4.0,,,,
283,BOT,0.0,Jefferson David Savarino Quintero,5,6,98672,Savarino,Savarino,0.0,4,savarino,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,11.64,6.17,False,1.0,2.0,7.0,2.0,,3.0,3.0,5.0,,,1.0,,,,,,,,,
284,COR,0.0,Fabrizio Germán Angileri - Fabricio,6,6,98720,Angileri,Angileri,0.0,2,angileri,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.01,2.38,False,1.0,5.0,1.0,,,7.0,1.0,,,,,,,,,1.0,,,,
285,SPT,2.3,Christian Jonatan Ortíz - Cristian,6,5,98738,T. Ortíz,Titi Ortíz,0.03,4,titi-ortiz,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5.26,1.84,True,,4.0,2.0,,1.0,2.0,1.0,2.0,,,,1.0,,,,,,,,
286,CAM,0.0,Tomás Esteban Cuello,5,8,98909,Cuello,Cuello,0.0,5,cuello,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7.74,3.93,False,3.0,10.0,9.0,1.0,,5.0,15.0,6.0,,,,,,,,,,,,
287,FLA,0.0,Matías Nicolás Viña Susperreguy,5,0,98974,Viña,Viña,0.0,2,vina,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,8.0,0.0,False,,,,,,,,,,,,,,,,,,,,
288,INT,0.0,Agustín Maximiliano Rogel Paita,6,5,98975,Rogel,Rogel,0.0,3,rogel,,285,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5.65,3.18,False,,7.0,,,,5.0,1.0,,,,,,,,,2.0,,,,
289,CEA,0.0,João Paulo Ferreira Lourenço,6,6,99032,Lourenço,Lourenço,0.0,4,lourenco,,354,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.98,1.62,False,,7.0,2.0,,,5.0,3.0,1.0,,,,,,,,,,,,
290,VIT,1.0,Lucas Braga Ribeiro,6,4,99119,L. Braga,Lucas Braga,-0.37,5,lucas-braga,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5.89,2.57,True,1.0,4.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
291,VAS,-2.8,Pablo Vegetti,7,8,99198,Vegetti,Vegetti,-3.34,5,vegetti,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,15.04,7.81,True,1.0,12.0,7.0,6.0,2.0,3.0,6.0,1.0,,,1.0,1.0,,,,,,,,1.0
292,VAS,0.0,José Luis Rodríguez Bebanz,6,3,99213,P. Rodríguez,Puma Rodríguez,0.0,2,puma-rodriguez,,267,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4.4,1.3,False,,4.0,2.0,,,2.0,1.0,,,,,,,,,,,,,
293,FLA,0.0,Diego Nicolás de la Cruz Arcosa,5,7,99228,D. Cruz,De la Cruz,0.0,4,de-la-cruz,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,8.85,2.77,False,3.0,10.0,,,,9.0,19.0,2.0,,,,,,,,,,,,
294,SPT,1.5,Francisco Alves da Silva Neto - Melo,7,10,99253,Chico,Chico,-0.25,3,chico,,292,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5.93,3.58,True,1.0,4.0,5.0,,,15.0,5.0,,,,,,,,,2.0,,1.0,,
295,FOR,3.6,Tomás Pochettino,6,4,99267,Pochettino,Pochettino,-0.8,4,pochettino,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,13.15,8.63,True,,1.0,5.0,1.0,,8.0,2.0,4.0,,,1.0,,,,,,,,,
296,BOT,0.0,Alexander Nahuel Barboza Ullúa,6,5,99274,A. Barboza,Alexander Barboza,0.0,3,alexander-barboza,,263,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,10.64,6.08,False,3.0,9.0,2.0,,,13.0,,,,,,,,,,3.0,,,,
297,CRU,0.0,Juan Ignacio Dinenno de Cara,6,1,99316,Dinenno,Dinenno,0.0,5,dinenno,,283,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6.45,0.5,False,,,,,,,1.0,,,,,,,,,,,,,
298,SAO,1.7,Luis Francisco Zubeldía,7,9,99366,L. Zubeldía,Luis Zubeldía,-0.65,6,luis-zubeldia,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7.84,4.48,True,,,,,,,,,,,,,,,,,2.0,,,
299,FLA,0.0,Michael Richard Delgado de Oliveira,6,9,99392,Michael,Michael,-0.21,5,michael,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6.6,3.21,True,,1.0,3.0,,1.0,6.0,1.0,2.0,,,3.0,,,,,,,,,
300,VIT,2.4,Gabriel Baralhas dos Santos,7,8,99440,Baralhas,Baralhas,0.32,4,baralhas,,287,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5.12,1.79,True,2.0,11.0,3.0,,,9.0,5.0,1.0,,,,,,,,,,,,
301,FLA,14.6,Agustín Daniel Rossi,7,10,99552,Rossi,Rossi,1.5,1,rossi,,262,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,11.24,7.49,True,1.0,,,,,,2.0,,23.0,4.0,,,,,2.0,7.0,,,,
302,FLU,3.1,Jhon Adolfo Arias Andrade,7,10,99815,Arias,Arias,-0.2,4,arias,,266,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,13.53,5.91,True,1.0,14.0,5.0,1.0,,10.0,29.0,4.0,,,3.0,1.0,,,,,,,,
303,PAL,0.0,Paulo Henrique Sampaio Filho,6,6,99818,Paulinho,Paulinho,-0.53,5,paulinho,,275,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,5.34,1.2,True,,1.0,3.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,,
304,SAO,1.2,Alan Javier Franco,7,7,99889,A. Franco,Alan Franco,0.09,3,alan-franco,,276,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6.09,2.13,True,1.0,5.0,,,1.0,4.0,3.0,,,,,,,,,2.0,,,,
305,CAM,1.3,Igor Silveira Gomes,6,8,100084,I. Gomes,Igor Gomes,-0.12,4,igor-gomes,,282,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5.38,2.87,True,,4.0,3.0,2.0,,2.0,3.0,1.0,,,,,,,,,,,,
306,FOR,-2.4,Pedro Augusto Borges da Costa,6,1,100085,P. Augusto,Pedro Augusto,-1.21,4,pedro-augusto,,356,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.79,-2.4,True,,3.0,,,,1.0,,,,,,,1.0,,,,,,,
307,COR,0.2,Yuri Alberto Monteiro da Silva,6,10,100652,Y. Alberto,Yuri Alberto,-1.71,5,yuri-alberto,,264,10,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,12.03,6.11,True,2.0,11.0,13.0,5.0,2.0,1.0,10.0,4.0,,,1.0,,,,,,,,,
