,atletas.apelido,atletas.rodada_id,atletas.variacao_num,atletas.nome,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.clube_id,atletas.media_num,atletas.pontos_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.preco_num,atletas.atleta_id,atletas.slug,atletas.apelido_abreviado,atletas.status_id,atletas.foto,atletas.entrou_em_campo,CA,DS,FC,FF,FS,SG,DE,DP,GS,FD,G,I,A,V,CV,FT,PP,PS,PC,GC
239,Matheus Babi,5,0.0,Matheus Barcelos da Silva,,5,286,3.23,0.0,JUV,3,4.5,94444,matheus-babi,M. Babi,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,,1.0,2.0,,2.0,,,,,,1.0,2.0,,,,,,,,
240,Raphael Veiga,5,0.0,Raphael Cavalcante Veiga,,4,275,4.15,0.0,PAL,2,17.12,94509,raphael-veiga,R. Veiga,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,,2.0,3.0,1.0,4.0,,,,,2.0,,,,,,,,1.0,,
241,Lucas Oliveira,5,0.0,Lucas da Cruz Oliveira,,3,267,0.0,0.0,VAS,0,4.0,94514,lucas-oliveira,L. Oliveira,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
242,Pedro,5,-1.48,Pedro Guilherme Abreu dos Santos,,5,262,9.3,3.9,FLA,2,20.46,94583,pedro,Pedro,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,,1.0,,,1.0,,,,,3.0,2.0,,,,,,1.0,1.0,,
243,Juninho Capixaba,5,-0.14,Luis Antônio da Rocha Júnior,,2,280,11.48,10.0,RBB,5,12.51,94968,juninho-capixaba,J. Capixaba,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,1.0,18.0,7.0,4.0,10.0,3.0,,,,2.0,1.0,1.0,,,,,,,,
244,Nicolas,5,0.0,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,,2,354,6.5,0.0,CEA,1,5.66,95127,nicolas,Nicolas,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,,1.0,,,,1.0,,,,,,,,,,,,,,
245,Gabriel Taliari,5,1.44,Gabriel Pereira Taliari,,5,286,8.27,7.8,JUV,4,10.44,95131,gabriel-taliari,G. Taliari,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,,2.0,6.0,2.0,6.0,,,,,3.0,2.0,3.0,1.0,,,1.0,,,,
246,Bruno Xavier,5,0.0,Bruno César Xavier Sislo,,4,287,0.0,0.0,VIT,0,4.0,95288,bruno-xavier,B. Xavier,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
247,Giraldo,5,0.09,Daniel Eduardo Giraldo Cárdenas,,4,286,0.92,1.8,JUV,4,3.07,95354,giraldo,Giraldo,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,1.0,3.0,7.0,1.0,3.0,,,,,,,,,,,,,,,
248,Rivera,5,0.01,Christian Hernando Rivera Cuéllar,,4,292,3.82,3.2,SPT,5,5.1,95357,rivera,Rivera,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,3.0,15.0,13.0,,7.0,,,,,,,,,,,,,,,
249,Gregore,5,-0.11,Gregore de Magalhães da Silva,,4,263,2.9,3.5,BOT,5,6.76,95464,gregore,Gregore,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,2.0,12.0,20.0,1.0,5.0,,,,,1.0,,,,,,,,,,
250,Igor Vinícius,5,-0.74,Igor Vinícius de Souza,,2,276,3.35,0.0,SAO,2,7.33,95466,igor-vinicius,I. Vinícius,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,
251,Raniele,5,-0.69,Raniele Almeida Melo,,4,264,3.62,2.5,COR,4,5.99,95556,raniele,Raniele,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,1.0,8.0,5.0,,10.0,,,,,,,,,,,,,,,
252,Artur,5,-0.01,Artur Victor Guimarães,,5,263,4.96,5.7,BOT,5,9.71,95799,artur,Artur,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,1.0,5.0,3.0,2.0,7.0,,,,,1.0,,1.0,2.0,,,1.0,,,,
253,Daniel Fuzato,5,0.0,Daniel Cerântula Fuzato,,1,267,0.0,0.0,VAS,0,3.0,95936,daniel-fuzato,D. Fuzato,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
254,Lima,5,0.0,Vinicius Moreira de Lima,,4,266,3.87,0.0,FLU,4,6.16,96340,lima,Lima,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,,1.0,1.0,2.0,7.0,,,,,1.0,1.0,,,,,,,,,
255,Charles,5,0.0,Charles Rigon Mattos,,4,264,1.5,0.0,COR,1,4.61,96342,charles,Charles,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,,1.0,,,,,,,,,,,,,,,,,,
256,Matheus Pereira,5,0.27,Matheus Fellipe Costa Pereira,,4,283,5.28,8.6,CRU,4,15.05,96610,matheus-pereira,M. Pereira,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,2.0,9.0,5.0,2.0,17.0,,,,,1.0,,2.0,,,,,,,,
257,Allan,5,-0.28,Allan Rodrigues de Souza,,4,262,-0.2,0.0,FLA,3,2.56,96652,allan,Allan,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,,,2.0,,,,,,,,,,,,,,,,,
258,Saravia,5,0.74,Renzo Saravia,,2,282,4.2,5.0,CAM,3,6.68,96725,saravia,Saravia,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,,1.0,5.0,2.0,2.0,2.0,,,,,,,,,,,,,,
259,Carlinhos,5,0.0,Carlos Moisés de Lima,,5,287,0.0,0.0,VIT,0,4.0,96831,carlinhos,Carlinhos,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
260,Villasanti,5,0.55,Mathías Adalberto Villasanti Rolón,,4,284,5.6,8.6,GRE,5,11.83,97145,villasanti,Villasanti,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,2.0,21.0,11.0,1.0,2.0,,,,,,,,,,,,,,,
261,Dalbert,5,0.0,Dalbert Henrique Chagas Estevão,,2,292,0.0,0.0,SPT,0,3.0,97173,dalbert,Dalbert,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
262,Rogério Ceni,5,0.8,Rogério Mücke Ceni,,6,265,4.92,7.41,BAH,5,8.61,97341,rogerio-ceni,R. Ceni,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,,,,,,,,,,,,,,1.0,,,,,,
263,Gustavo Mosquito,5,-0.2,Gustavo Henric da Silva,,5,287,2.42,0.9,VIT,4,4.88,97450,gustavo-mosquito,G. Mosquito,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,,1.0,5.0,1.0,1.0,,,,,3.0,,2.0,1.0,,,,,,,
264,João Victor,5,-0.02,João Victor Carroll Santana,,3,2305,0.74,0.8,MIR,5,1.7,97460,joao-victor,J. Victor,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,1.0,2.0,4.0,1.0,2.0,,,,,1.0,,1.0,,,,,,,,
265,Marçal,5,0.0,Fernando Marçal de Oliveira,,2,263,0.0,0.0,BOT,0,5.0,97468,marcal,Marçal,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
266,Félix Torres,5,-0.12,Félix Eduardo Torres Caicedo,,3,264,4.83,2.3,COR,3,7.15,97642,felix-torres,F. Torres,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,1.0,7.0,7.0,2.0,1.0,1.0,,,,,,,,,,,,,,
267,Thiago Couto,5,0.0,Thiago Couto Wenceslau,,1,292,0.0,0.0,SPT,0,3.0,97645,thiago-couto,T. Couto,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
268,Murilo,5,0.0,Murilo Cerqueira Paim,,3,275,1.15,0.0,PAL,2,7.71,97653,murilo,Murilo,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,2.0,,4.0,,1.0,1.0,,,,,,,,,,,,,,
269,Erick,5,-0.22,Erick de Arruda Serafim,,5,287,4.36,2.8,VIT,5,6.11,97810,erick,Erick,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,,3.0,1.0,2.0,12.0,,,,,,,,2.0,,,,,,,
270,Léo Ortiz,5,0.28,Leonardo Rech Ortiz,,3,262,3.08,5.2,FLA,4,5.18,97867,leo-ortiz,L. Ortiz,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,1.0,3.0,4.0,,,2.0,,,,,,,,,,,,,,
271,Iago,5,1.58,Iago Amaral Borduchi,,2,265,2.53,7.4,BAH,3,5.15,97868,iago,Iago,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,,,1.0,1.0,2.0,1.0,,,,1.0,,1.0,,,,,,,,
272,Matheus Bahia,5,0.0,Matheus Bahia Santos,,2,354,4.4,0.0,CEA,2,5.87,97899,matheus-bahia,M. Bahia,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,1.0,3.0,3.0,,,1.0,,,,1.0,,,,,,,,,,
273,Vitão,5,-0.93,Vitor Eduardo da Silva Matos,,3,285,4.12,-1.3,INT,5,8.03,97900,vitao,Vitão,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,2.0,9.0,3.0,,,2.0,,,,,,,,,,,,,,
274,Erick,5,-0.54,Erick Luis Conrado de Carvalho,,4,265,4.5,0.8,BAH,5,8.84,98022,erick,Erick,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,2.0,9.0,10.0,2.0,3.0,,,,,,1.0,1.0,,,,1.0,,,,
275,Pedro Raul,5,0.7,Pedro Raul Garay da Silva,,5,354,6.95,5.2,CEA,4,10.19,98225,pedro-raul,P. Raul,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,2.0,2.0,8.0,6.0,9.0,,,,,1.0,2.0,3.0,,,,1.0,,,,
276,Bastos,5,0.0,Bartolomeu Jacinto Quissanga,,3,263,0.0,0.0,BOT,0,11.0,98280,bastos,Bastos,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
277,Val Soares,5,0.0,Valdemir de Oliveira Soares,,4,287,0.0,0.0,VIT,0,3.0,98306,val-soares,V. Soares,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
278,Negueba,5,1.46,Luiz Henrique Soares Firmino,,5,2305,2.35,5.8,MIR,2,3.65,98384,negueba,Negueba,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,1.0,2.0,2.0,1.0,5.0,,,,,,,,,,,,,,,
279,Kanu,5,0.0,Victor Hugo Soares dos Santos,,3,265,2.85,0.0,BAH,2,4.58,98484,kanu,Kanu,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,,4.0,1.0,,,,,,,,,,,,,,,,,
280,Jean Lucas,5,0.0,Jean Lucas de Souza Oliveira,,4,265,3.2,0.0,BAH,4,5.91,98517,jean-lucas,J. Lucas,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,1.0,6.0,3.0,4.0,5.0,,,,,,,,,,,,,,,
281,Di Placido,5,0.0,Leonel Di Placido,,2,292,0.0,0.0,SPT,0,4.0,98605,di-placido,D. Placido,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
282,Kuscevic,5,-0.65,Benjamín Kuščević Jaramillo,,3,356,3.14,-0.3,FOR,5,5.7,98619,kuscevic,Kuscevic,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,,5.0,6.0,,,2.0,,,,,,,,,,,,,,
283,Savarino,5,-2.55,Jefferson David Savarino Quintero,,4,263,5.74,1.2,BOT,5,10.6,98672,savarino,Savarino,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,,3.0,2.0,6.0,2.0,,,,,5.0,1.0,,1.0,,,,,,,
284,Angileri,5,-0.56,Fabrizio Germán Angileri - Fabricio,,2,264,2.33,1.2,COR,3,4.72,98720,angileri,Angileri,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
285,Titi Ortíz,5,-0.48,Christian Jonatan Ortíz - Cristian,,4,292,2.95,1.2,SPT,2,6.47,98738,titi-ortiz,T. Ortíz,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,,,1.0,1.0,,,,,,2.0,,,,,,1.0,,,,
286,Cuello,5,1.52,Tomás Esteban Cuello,,5,282,4.34,9.5,CAM,5,8.94,98909,cuello,Cuello,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,2.0,2.0,9.0,7.0,10.0,,,,,4.0,1.0,,,,,,,,,
287,Viña,5,0.0,Matías Nicolás Viña Susperreguy,,2,262,0.0,0.0,FLA,0,8.0,98974,vina,Viña,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
288,Rogel,5,-0.32,Agustín Maximiliano Rogel Paita,,3,285,4.05,1.2,INT,4,6.46,98975,rogel,Rogel,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,,5.0,6.0,,1.0,2.0,,,,,,,,,,,,,,
289,Lourenço,5,0.0,João Paulo Ferreira Lourenço,,4,354,2.27,0.0,CEA,3,4.72,99032,lourenco,Lourenço,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
290,Lucas Braga,5,2.73,Lucas Braga Ribeiro,,5,287,8.5,8.5,VIT,1,7.73,99119,lucas-braga,L. Braga,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,,,,,1.0,,,,,,1.0,,,,,,,,,
291,Vegetti,5,-2.85,Pablo Vegetti,,5,267,9.1,0.7,VAS,4,16.91,99198,vegetti,Vegetti,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,1.0,2.0,6.0,2.0,3.0,,,,,1.0,3.0,1.0,1.0,,,1.0,,,,
292,Puma Rodríguez,5,0.0,José Luis Rodríguez Bebanz,,2,267,2.5,0.0,VAS,1,5.06,99213,puma-rodriguez,P. Rodríguez,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
293,De la Cruz,5,-0.9,Diego Nicolás de la Cruz Arcosa,,4,262,3.1,2.1,FLA,4,10.29,99228,de-la-cruz,D. Cruz,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,2.0,8.0,6.0,,6.0,,,,,1.0,,,,,,,,,,
294,Chico,5,-0.25,Francisco Alves da Silva Neto - Melo,,3,292,4.0,2.3,SPT,5,5.95,99253,chico,Chico,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,1.0,10.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,1.0,
295,Pochettino,5,0.0,Tomás Pochettino,,4,356,0.0,0.0,FOR,1,9.0,99267,pochettino,Pochettino,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
296,Alexander Barboza,5,0.0,Alexander Nahuel Barboza Ullúa,,3,263,5.63,0.0,BOT,4,10.05,99274,alexander-barboza,A. Barboza,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,2.0,10.0,7.0,2.0,,2.0,,,,,,,,,,,,,,
297,Dinenno,5,-0.55,Juan Ignacio Dinenno de Cara,,5,283,0.5,0.5,CRU,1,6.45,99316,dinenno,Dinenno,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,,,,,1.0,,,,,,,,,,,,,,,
298,Luis Zubeldía,5,0.31,Luis Francisco Zubeldía,,6,276,5.32,5.54,SAO,5,8.56,99366,luis-zubeldia,L. Zubeldía,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,,,,,,,,,,,,,,1.0,,,,,,
299,Michael,5,-0.37,Michael Richard Delgado de Oliveira,,5,262,3.58,3.5,FLA,5,7.28,99392,michael,Michael,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,,2.0,1.0,3.0,1.0,,,,,2.0,,1.0,2.0,,,,,,,
300,Baralhas,5,-0.63,Gabriel Baralhas dos Santos,,4,287,2.62,0.0,VIT,4,5.86,99440,baralhas,Baralhas,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,1.0,6.0,5.0,1.0,4.0,,,,,1.0,,,,,,,,,,
301,Rossi,5,0.26,Agustín Daniel Rossi,,1,262,4.42,6.3,FLA,5,7.92,99552,rossi,Rossi,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,,,,,,3.0,7.0,,2.0,,,,,,,,,,,
302,Arias,5,-1.33,Jhon Adolfo Arias Andrade,,4,266,6.42,5.8,FLU,5,14.61,99815,arias,Arias,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,,6.0,5.0,4.0,12.0,,,,,2.0,1.0,,1.0,,,,,,,
303,Paulinho,5,0.0,Paulo Henrique Sampaio Filho,,5,275,0.85,0.0,PAL,2,7.27,99818,paulinho,Paulinho,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,,,,1.0,2.0,,,,,,,1.0,,,,,,,,
304,Alan Franco,5,0.0,Alan Javier Franco,,3,276,3.5,0.0,SAO,4,7.1,99889,alan-franco,A. Franco,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,1.0,3.0,3.0,,3.0,2.0,,,,,,1.0,,,,,,,,
305,Igor Gomes,5,-0.14,Igor Silveira Gomes,,4,282,2.75,1.7,CAM,4,5.55,100084,igor-gomes,I. Gomes,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,,1.0,2.0,2.0,1.0,,,,,,1.0,,,,,,,,,
306,Pedro Augusto,5,0.0,Pedro Augusto Borges da Costa,,4,356,0.0,0.0,FOR,0,3.0,100085,pedro-augusto,P. Augusto,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
307,Yuri Alberto,5,-0.17,Yuri Alberto Monteiro da Silva,,5,264,4.96,5.6,COR,5,12.37,100652,yuri-alberto,Y. Alberto,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,1.0,1.0,5.0,8.0,6.0,,,,,3.0,1.0,2.0,1.0,,,,,,,
308,Fernando,5,0.0,Fernando dos Santos Pedro,,5,280,0.0,0.0,RBB,0,5.0,100695,fernando,Fernando,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
309,Matheus Henrique,5,0.0,Matheus Henrique de Souza,,4,283,1.55,0.0,CRU,2,8.54,100742,matheus-henrique,M. Henrique,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,1.0,2.0,3.0,,4.0,,,,,,,,,,,,,,,
310,Liziero,5,0.0,Igor Matheus Liziero Pereira,,4,276,0.0,0.0,SAO,0,5.0,100761,liziero,Liziero,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
311,Brenno,5,0.0,Brenno Oliveira Fraga Costa,,1,356,-3.0,0.0,FOR,0,3.71,100830,brenno,Brenno,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,,,,,,,,,,,,,,,1.0,,,,,
312,Ruan,5,-0.43,Ruan Tressoldi Netto,,3,276,2.63,0.9,SAO,3,6.05,100842,ruan,Ruan,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,,
313,Lucas Esteves,5,0.0,Lucas Esteves de Souza,,2,284,2.05,0.0,GRE,4,5.64,100846,lucas-esteves,L. Esteves,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,,5.0,4.0,3.0,1.0,,,,,,,,,,,,,,1.0,
314,Luan Cândido,5,0.0,Luan Cândido de Almeida,,2,284,0.0,0.0,GRE,0,7.0,100848,luan-candido,L. Cândido,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,,,,,,,,,,,,,,,,,,,,
315,Vitinho,5,-0.54,Victor Alexander da Silva,,2,263,4.34,1.5,BOT,5,7.89,100898,vitinho,Vitinho,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,,8.0,1.0,,,2.0,,,,,,,,,,,,,,
316,Ronald Lopes,5,0.05,Ronald dos Santos Lopes,,4,287,0.17,1.7,VIT,3,3.35,100969,ronald-lopes,R. Lopes,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,1.0,1.0,3.0,,2.0,,,,,,,1.0,,,,,,,,
317,Nonato,5,-0.5,Gustavo Nonato Santana,,4,266,1.1,0.5,FLU,2,5.33,100987,nonato,Nonato,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,
318,Júnior Santos,5,0.0,José Antonio dos Santos Júnior,,5,282,1.7,0.0,CAM,2,7.98,101002,junior-santos,J. Santos,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,,,,,2.0,,,,,2.0,,,,,,,,,,
