,atletas.slug,atletas.media_num,atletas.entrou_em_campo,atletas.preco_num,atletas.foto,atletas.status_id,atletas.atleta_id,atletas.clube_id,atletas.rodada_id,atletas.apelido,atletas.jogos_num,atletas.nome,atletas.pontos_num,atletas.variacao_num,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.posicao_id,V,A,CA,DS,FC,FD,FF,FS,G,I,PS,SG,FT,CV,DE,DP,GS,PP,PC,GC
577,joao-andrade,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,123001,265,26,João Andrade,0,João Vitor Coni de Andrade,0.0,0.0,BAH,J. Andrade,5,,,,,,,,,,,,,,,,,,,,
578,tiago,2.02,True,3.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,123004,265,26,Tiago,11,Tiago Souza de Jesus Carvalho,4.7,0.79,BAH,Tiago,5,,1.0,1.0,8.0,10.0,,3.0,12.0,,2.0,1.0,,,,,,,,,
579,sidney,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,123005,265,26,Sidney,0,Sidney de Carvalho Duarte,0.0,0.0,BAH,Sidney,4,,,,,,,,,,,,,,,,,,,,
580,vitinho,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,123007,265,26,Vitinho,0,Pedro Victor da Silva Santos,0.0,0.0,BAH,Vitinho,4,,,,,,,,,,,,,,,,,,,,
581,cadu,0.0,False,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,123359,282,26,Cadu,0,Carlos Eduardo Amaral Pereira de Castro,0.0,0.0,CAM,Cadu,5,,,,,,,,,,,,,,,,,,,,
582,cauly,2.03,False,5.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,123360,265,26,Cauly,18,Cauly Oliveira Souza,0.0,0.0,BAH,Cauly,4,,3.0,1.0,4.0,10.0,3.0,6.0,6.0,1.0,,,,,,,,,,,
583,roger,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,123494,265,26,Roger,0,Roger Gabriel Farias de Jesus,0.0,0.0,BAH,Roger,4,,,,,,,,,,,,,,,,,,,,
584,janderson,5.0,False,2.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6,123649,283,26,Janderson,1,José Janderson da Silva Marques,0.0,0.0,CRU,Janderson,3,,,,,,,,,,,,1.0,,,,,,,,
585,ze-guilherme,3.67,True,4.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,7,123717,265,26,Zé Guilherme,3,José Guilherme de Lima Costa,6.0,0.82,BAH,Z. Guilherme,2,,,,1.0,1.0,,1.0,2.0,,,,1.0,1.0,,,,,,,
586,herrera,2.94,True,5.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,6,123738,356,26,Herrera,7,José María Herrera Ares,3.2,0.04,FOR,Herrera,5,,,1.0,7.0,8.0,4.0,9.0,3.0,,,,,,,,,,,,
587,alan-rodriguez,2.66,False,5.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5,123744,285,26,Alan Rodríguez,7,Alan Jesús Rodríguez Guaglianoni,0.0,0.0,INT,A. Rodríguez,4,,,1.0,9.0,5.0,,2.0,6.0,,,,,1.0,,,,,,,
588,lezcano,0.87,False,4.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,123788,266,26,Lezcano,4,Rubén Darío Lezcano Portillo,0.0,0.0,FLU,Lezcano,4,,,,1.0,,,,4.0,,,,,,,,,,,,
589,enzo,0.0,False,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,124077,284,26,Enzo,0,Enzo Henrique dos Santos,0.0,0.0,GRE,Enzo,2,,,,,,,,,,,,,,,,,,,,
590,henry-mosquera,1.82,True,3.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,124239,280,26,Henry Mosquera,15,Henry David Mosquera Sánchez,3.9,0.49,RBB,H. Mosquera,5,,,,10.0,13.0,9.0,2.0,8.0,,2.0,,,,,,,,,,
591,isaac,0.5,False,1.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,124247,282,26,Isaac,1,Isaac Aguiar Tomich,0.0,0.0,CAM,Isaac,5,,,,,,,,1.0,,,,,,,,,,,,
592,kauan,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,124264,285,26,Kauan,0,Kauan Jesus Santos Oliveira,0.0,0.0,INT,Kauan,1,,,,,,,,,,,,,,,,,,,,
593,allex,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,124270,285,26,Allex,0,Allex Rodrigues Pereira da Silva,0.0,0.0,INT,Allex,4,,,,,,,,,,,,,,,,,,,,
594,gustavo-prado,2.61,False,4.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,124271,285,26,Gustavo Prado,13,Gustavo Prado Alves,0.0,0.0,INT,G. Prado,4,,,2.0,7.0,5.0,6.0,8.0,11.0,1.0,1.0,,,,,,,,,,
595,ricardo-mathias,2.77,True,4.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,6,124280,285,26,Ricardo Mathias,14,Ricardo Mathias da Silva,0.0,-0.05,INT,R. Mathias,5,,,1.0,2.0,11.0,4.0,5.0,9.0,3.0,2.0,,,1.0,,,,,,,
596,leo-aragao,6.3,False,4.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6,124369,283,26,Léo Aragão,1,Leonardo de Aragão Carvalho,0.0,0.0,CRU,L. Aragão,1,,,,,,,,,,,,1.0,,,1.0,,,,,
597,mateo-ponte,3.02,True,6.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,124481,263,26,Mateo Ponte,14,Mateo Ponte Costa,1.5,0.1,BOT,M. Ponte,2,,,2.0,7.0,8.0,,3.0,2.0,1.0,2.0,,5.0,,,,,,,,
598,giay,5.5,True,9.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,7,124526,275,26,Giay,20,Agustín Giay,6.4,0.91,PAL,Giay,2,,,1.0,39.0,25.0,,3.0,25.0,,,,9.0,,,,,,,,
599,ivan-roman,3.66,False,4.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7,124661,282,26,Iván Román,5,Ivan Ramiro Román Hurtado,0.0,0.0,CAM,I. Román,3,,,1.0,7.0,4.0,1.0,1.0,6.0,,,,1.0,,,,,,,,
600,felipe-negrucci,0.95,True,2.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,124674,276,26,Felipe Negrucci,2,Felipe Negrucci Berdague,0.2,-0.26,SAO,F. Negrucci,4,,,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,
601,leandro,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,124701,276,26,Leandro,0,Leandro Mathias Silva Bueno,0.0,0.0,SAO,Leandro,1,,,,,,,,,,,,,,,,,,,,
602,nathan-fernandes,3.14,False,5.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5,124757,263,26,Nathan Fernandes,9,Nathan Ribeiro Fernandes,0.0,0.0,BOT,N. Fernandes,5,,2.0,,3.0,3.0,3.0,1.0,5.0,1.0,2.0,,,,,,,,,,
603,jonathan-jesus,3.02,False,4.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6,124912,283,26,Jonathan Jesus,8,Jonathan de Jesus Alves,0.0,0.0,CRU,J. Jesus,3,,,,10.0,11.0,,,1.0,,,,3.0,,1.0,,,,,,
604,viery,2.35,False,2.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,125467,284,26,Viery,2,Viery Fernandes Santos Lopes,0.0,0.0,GRE,Viery,3,,,,,1.0,,,,,,,1.0,,,,,,,,
605,alisson,0.0,False,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,6,125469,282,26,Alisson,0,Alisson Santana Lopes da Fonseca,0.0,0.0,CAM,Alisson,4,,,,,,,,,,,,,,,,,,,,
606,joao-pedro,3.23,False,5.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7,125488,264,26,João Pedro,6,João Pedro de Sousa Rodrigues,0.0,0.0,COR,J. Pedro,3,,1.0,3.0,6.0,8.0,,1.0,,,,,2.0,,,,,,,,
607,marcelinho,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,126120,280,26,Marcelinho,0,Marcelo Braz da Silva,0.0,0.0,RBB,Marcelinho,4,,,,,,,,,,,,,,,,,,,,
608,paulinho,0.53,False,3.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,126182,267,26,Paulinho,8,Paulo Lucas Santos de Paula,0.0,0.0,VAS,Paulinho,4,,,1.0,4.0,11.0,,,5.0,,,,,,,,,,,,
609,derik-lacerda,5.6,False,8.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,7,126216,292,26,Derik Lacerda,10,Derik Gean Severino Lacerda,0.0,0.0,SPT,D. Lacerda,5,,,6.0,10.0,20.0,11.0,8.0,14.0,3.0,5.0,,,1.0,,,,,,,
610,barreal,6.03,True,10.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,7,126471,277,26,Barreal,21,Álvaro Martín Barreal,3.1,-0.82,SAN,Barreal,4,,,1.0,36.0,18.0,7.0,12.0,15.0,6.0,4.0,,,2.0,,,,,,,
611,fernando-seabra,5.29,True,8.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,7,126977,280,26,Fernando Seabra,26,Fernando Seabra,4.09,-0.14,RBB,F. Seabra,6,9.0,,,,,,,,,,,,,,,,,,,
612,bahia,2.9,False,2.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,127242,264,26,Bahia,2,Luiz Gustavo Lemos Carvalho,0.0,0.0,COR,Bahia,4,,,,3.0,,,1.0,1.0,,,,,,,,,,,,
613,julio-fidelis,7.6,False,7.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,127932,266,26,Julio Fidélis,3,Julio Cesar Lima Fidelis,0.0,0.0,FLU,J. Fidélis,2,,1.0,,5.0,2.0,,3.0,7.0,,,,1.0,,,,,,,,
614,rayan-lucas,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,128590,262,26,Rayan Lucas,0,Rayan Lucas Marques de Souza,0.0,0.0,FLA,R. Lucas,4,,,,,,,,,,,,,,,,,,,,
615,felipe-cardoso,0.97,False,2.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,129317,287,26,Felipe Cardoso,3,Felipe Cardoso,0.0,0.0,VIT,F. Cardoso,4,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
616,ruan-pablo,1.2,False,1.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,129663,265,26,Ruan Pablo,1,Ruan Pablo Barbosa Sousa,0.0,0.0,BAH,R. Pablo,5,,,,,,1.0,,,,,,,,,,,,,,
617,pablo,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,129665,267,26,Pablo,0,Pablo de Paula Cardoso,0.0,0.0,VAS,Pablo,1,,,,,,,,,,,,,,,,,,,,
618,jp,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,129666,267,26,JP,0,João Pedro Murilo de Paula Morais,0.0,0.0,VAS,JP,4,,,,,,,,,,,,,,,,,,,,
619,cristhian-loor,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,129930,263,26,Cristhian Loor,0,Cristhian Joel Loor Santamaría - Christian,0.0,0.0,BOT,C. Loor,1,,,,,,,,,,,,,,,,,,,,
620,noriega,1.68,True,4.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7,130048,284,26,Noriega,5,Erick Carlos Noriega Loret de Mola,2.4,-0.12,GRE,Noriega,4,,,,5.0,4.0,,2.0,5.0,,,,,,,,,,,2.0,
621,leo-nannetti,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,130189,262,26,Léo Nannetti,0,Leonardo Nannetti Lopes,0.0,0.0,FLA,L. Nannetti,1,,,,,,,,,,,,,,,,,,,,
622,carbone,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,130190,262,26,Carbone,0,João Victor Schlickmann Carbone,0.0,0.0,FLA,Carbone,2,,,,,,,,,,,,,,,,,,,,
623,euder,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,130252,267,26,Euder,0,Euder Galdino da Silva,0.0,0.0,VAS,Euder,4,,,,,,,,,,,,,,,,,,,,
624,leandrinho,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,130254,267,26,Leandrinho,0,Leandro Viana da Silva Gama,0.0,0.0,VAS,Leandrinho,2,,,,,,,,,,,,,,,,,,,,
625,guilherme-estrella,0.0,False,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,130255,267,26,Guilherme Estrella,0,Guilherme Estrella de Paiva,0.0,0.0,VAS,G. Estrella,4,,,,,,,,,,,,,,,,,,,,
626,lukas-zuccarello,0.6,False,1.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,130279,267,26,Lukas Zuccarello,2,Lukas Rocha Zuccarello,0.0,0.0,VAS,L. Zuccarello,4,,,,1.0,1.0,,,,,,,,,,,,,,,
627,phillipe-gabriel,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6,130280,267,26,Phillipe Gabriel,0,Phillipe Gabriel Pires de Oliveira,0.0,0.0,VAS,P. Gabriel,1,,,,,,,,,,,,,,,,,,,,
628,rhyan,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,130305,263,26,Rhyan,0,Rhyan Luca Carvalho de Arruda,0.0,0.0,BOT,Rhyan,1,,,,,,,,,,,,,,,,,,,,
629,rafael-pinna,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,130316,286,26,Rafael Pinna,0,Rafael Oliveira Pinna,0.0,0.0,JUV,R. Pinna,5,,,,,,,,,,,,,,,,,,,,
630,maykon,3.35,False,4.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,7,130319,287,26,Maykon,7,Maykon Kesley de Jesus Ramalho,0.0,0.0,VIT,Maykon,2,,,1.0,5.0,11.0,1.0,2.0,5.0,,,,3.0,,,,,,,,
631,guilherme-gomes,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6,130382,262,26,Guilherme Gomes,0,Guilherme Henrique Bernardineli Gomes,0.0,0.0,FLA,G. Gomes,4,,,,,,,,,,,,,,,,,,,,
632,maceio,0.84,False,2.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,130386,2305,26,Maceió,5,Everton Leandro de Oliveira Santos,0.0,0.0,MIR,Maceió,5,,,1.0,1.0,2.0,1.0,4.0,2.0,,1.0,,,,,,,,,1.0,
633,luiz-gustavo,1.56,False,1.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,6,130393,265,26,Luiz Gustavo,5,Luiz Gustavo Marinho Ribeiro dos Santos,0.0,0.0,BAH,L. Gustavo,3,,,3.0,4.0,4.0,,,2.0,,,,1.0,,,,,,,,
634,marlon,0.5,False,1.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,130507,286,26,Marlon,1,Marlon Santos Teodoro,0.0,0.0,JUV,Marlon,5,,,,,1.0,,1.0,,,,,,,,,,,,,
635,riquelme-fillipi,0.0,False,0.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,130608,275,26,Riquelme Fillipi,1,Riquelme Fillipi Marinho de Souza,0.0,0.0,PAL,R. Fillipi,5,,,,,,,,,,,,,,,,,,,,
636,luighi,1.05,False,2.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,130612,275,26,Luighi,6,Luighi Hanri Sousa Santos,0.0,0.0,PAL,Luighi,5,,,,4.0,5.0,,,4.0,,2.0,,,,,,,,,,
637,edenilson,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,130620,287,26,Edenílson,0,Edenílson Santos Nascimento Filho,0.0,0.0,VIT,Edenílson,4,,,,,,,,,,,,,,,,,,,,
638,bernal,2.54,False,4.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,130650,266,26,Bernal,13,Facundo Bernal Cruz,0.0,0.0,FLU,Bernal,4,,,5.0,21.0,14.0,4.0,5.0,10.0,,,,,,,,,,,,1.0
639,boateng,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,130711,280,26,Boateng,0,Stanley Boateng Osei,0.0,0.0,RBB,Boateng,3,,,,,,,,,,,,,,,,,,,,
640,souza,4.51,True,7.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,130811,277,26,Souza,13,João Victor de Souza Menezes,1.5,-0.39,SAN,Souza,2,,2.0,2.0,25.0,14.0,,5.0,9.0,,1.0,,2.0,,,,,,,1.0,
641,andrei,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,130869,287,26,Andrei,0,Andrei Gabriel dos Santos Ferreira,0.0,0.0,VIT,Andrei,3,,,,,,,,,,,,,,,,,,,,
642,riquelme,1.86,True,2.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,130889,284,26,Riquelme,9,Riquelme Freitas dos Santos,0.0,-0.22,GRE,Riquelme,4,,,,6.0,2.0,1.0,2.0,11.0,,,,,,,,,,,,
643,jardiel,0.17,False,0.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,131455,284,26,Jardiel,3,Jardiel Maciel Libertino da Silva,0.0,0.0,GRE,Jardiel,5,,,,,,,,1.0,,,,,,,,,,,,
644,hyan,0.7,False,1.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,131515,277,26,Hyan,2,Hyan Carvalho Machado Silva,0.0,0.0,SAN,Hyan,4,,,,1.0,2.0,,,1.0,,,,,,,,,,,,
645,jp-chermont,4.28,False,6.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,131516,277,26,JP Chermont,5,João Pedro Chermont Crema,0.0,0.0,SAN,J. Chermont,2,,,3.0,14.0,9.0,,1.0,1.0,,2.0,,1.0,,,,,,,,
646,andre-silva,4.32,False,6.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5,131617,276,26,André Silva,19,André Oliveira e Silva,0.0,0.0,SAO,A. Silva,5,,2.0,5.0,11.0,20.0,5.0,10.0,20.0,5.0,5.0,,,1.0,,,,,,,
647,felipe-longo,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,131753,264,26,Felipe Longo,0,Felipe Longo Fernandes da Silva,0.0,0.0,COR,F. Longo,1,,,,,,,,,,,,,,,,,,,,
648,isac,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,131762,276,26,Isac,0,Isac Silvestre da Silva,0.0,0.0,SAO,Isac,3,,,,,,,,,,,,,,,,,,,,
649,kevyn,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,131765,280,26,Kevyn,0,Kevyn Henrique Monteiro de Souza,0.0,0.0,RBB,Kevyn,3,,,,,,,,,,,,,,,,,,,,
650,serna,4.1,True,7.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7,132071,266,26,Serna,20,Kevin Steven Serna Jaramillo,9.0,0.76,FLU,Serna,5,,3.0,2.0,18.0,9.0,5.0,5.0,19.0,3.0,2.0,1.0,,,,,,,,,
651,arroyo,0.85,False,5.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,6,132264,283,26,Arroyo,2,Keny Alexander Arroyo Alvarado,0.0,0.0,CRU,Arroyo,5,,,,,,1.0,,1.0,,,,,,,,,,,,
652,jemmes,4.78,True,5.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7,132553,2305,26,Jemmes,24,Jemmes Bruno Ribeiro da Silva,2.8,-0.66,MIR,Jemmes,3,,,2.0,48.0,24.0,1.0,6.0,6.0,1.0,,,7.0,,,,,,,,
653,davi-barbosa,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,132560,287,26,Davi Barbosa,0,Davi Barbosa da Silva Novaes,0.0,0.0,VIT,D. Barbosa,1,,,,,,,,,,,,,,,,,,,,
654,vinicinho,3.0,False,5.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,132580,280,26,Vinicinho,20,Vinicius Mendonça Pereira,0.0,0.0,RBB,Vinicinho,5,,2.0,2.0,19.0,16.0,5.0,6.0,34.0,,4.0,1.0,,,,,,,,,
655,gui-negao,3.95,True,4.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7,133543,264,26,Gui Negão,11,Guilherme William Silva Inácio,8.6,0.46,COR,G. Negão,5,,1.0,3.0,9.0,23.0,,2.0,19.0,3.0,2.0,,,,,,,,,,
656,igao,0.0,False,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,133623,276,26,Igão,0,Igor Odoni Gomes,0.0,0.0,SAO,Igão,3,,,,,,,,,,,,,,,,,,,,
657,alysson,4.52,True,5.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3,133669,284,26,Alysson,19,Alysson Edward Franco da Rocha dos Santos,1.1,-0.34,GRE,Alysson,5,,1.0,2.0,31.0,15.0,5.0,7.0,37.0,1.0,3.0,,,1.0,,,,,,,
658,gustavo-reis,0.0,False,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,133671,280,26,Gustavo Reis,0,Gustavo Reis de Alcântara,0.0,0.0,RBB,G. Reis,1,,,,,,,,,,,,,,,,,,,,
