,atletas.slug,atletas.preco_num,atletas.foto,atletas.clube.id.full.name,atletas.atleta_id,atletas.status_id,atletas.apelido_abreviado,atletas.pontos_num,atletas.apelido,atletas.clube_id,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.rodada_id,atletas.posicao_id,atletas.variacao_num,A,DS,FC,FD,FF,FS,V,I,CA,SG,DE,GS,G,CV,PP,PC,FT,DP,PS,GC
323,guga,7.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,101319,5,Guga,6.0,Guga,266,,True,2,4.25,Cláudio Rodrigues Gomes,2,2,0.65,,5.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
324,danilo-boza,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,101431,6,D. Boza,0.0,Danilo Boza,286,,False,0,0.0,Danilo Boza Júnior,2,3,0.0,,,,,,,,,,,,,,,,,,,,
325,marcelo-pitaluga,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,101478,5,M. Pitaluga,0.0,Marcelo Pitaluga,266,,False,0,0.0,Marcelo de Araújo Pitaluga Filho,2,1,0.0,,,,,,,,,,,,,,,,,,,,
326,pepe,6.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,101573,6,Pepê,0.0,Pepê,287,,False,1,4.7,João Pedro Vilardi Pinto,2,4,0.0,,2.0,1.0,,,4.0,,,,,,,,,,,,,,
327,hugo-souza,12.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,101574,5,H. Souza,0.0,Hugo Souza,264,,False,0,0.0,Hugo de Souza Nogueira,2,1,0.0,,,,,,,,,,,,,,,,,,,,
328,hugo-moura,6.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,101594,7,H. Moura,3.2,Hugo Moura,267,,True,2,3.25,Hugo Moura Arruda da Silva,2,4,-0.04,,3.0,2.0,,2.0,2.0,,,,,,,,,,,,,,
329,ramon,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,101597,6,Ramon,0.0,Ramon,285,,False,0,0.0,Ramon Ramos Lima,2,2,0.0,,,,,,,,,,,,,,,,,,,,
330,peixoto,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,101651,6,Peixoto,0.0,Peixoto,286,,False,0,0.0,Daniel Nascimento Peixoto dos Santos,2,4,0.0,,,,,,,,,,,,,,,,,,,,
331,felipe-jonatan,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,101708,6,F. Jonatan,0.0,Felipe Jonatan,356,,False,0,0.0,Felipe Jonatan Rocha Andrade,2,2,0.0,,,,,,,,,,,,,,,,,,,,
332,matheuzinho,10.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,101727,7,Matheuzinho,8.7,Matheuzinho,264,,True,1,8.7,Matheus França Silva,2,2,1.62,,3.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,
333,claudinho,6.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,101752,6,Claudinho,4.5,Claudinho,287,,True,2,4.1,Claudio Coelho Salvático,2,2,0.28,,5.0,1.0,,,2.0,,,,,,,,,,,,,,
334,jean-david,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,101768,6,J. David,0.0,Jean David,267,,False,0,0.0,Jean David Meneses Villarroel,2,4,0.0,,,,,,,,,,,,,,,,,,,,
335,mayk,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,101820,6,Mayk,0.0,Mayk,284,,False,0,0.0,Mayksilvan da Silva Ferreira,2,2,0.0,,,,,,,,,,,,,,,,,,,,
336,willian-machado,3.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,101908,7,W. Machado,5.0,Willian Machado,354,,True,2,2.5,Willian Estefani Machado,2,3,1.0,,,,,,,,,,1.0,,,,,,,,,,
337,vitinho,6.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,101960,2,Vitinho,1.5,Vitinho,285,,True,2,1.95,Vitor Hugo Naum dos Santos,2,5,-0.55,,2.0,4.0,,2.0,3.0,,,1.0,,,,,,,,,,,
338,britez,7.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,101995,6,Brítez,0.0,Brítez,356,,False,0,0.0,Emanuel Fermín Brítez,2,3,0.0,,,,,,,,,,,,,,,,,,,,
339,piquerez,12.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,102130,7,Piquerez,8.2,Piquerez,275,,True,2,7.0,Joaquín Piquerez Moreira,2,2,0.45,,,2.0,,2.0,,,,,1.0,,,1.0,,,,,,,
340,vitor-eudes,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,102137,6,V. Eudes,0.0,Vitor Eudes,266,,False,0,0.0,Vitor Eudes de Souza Costa,2,1,0.0,,,,,,,,,,,,,,,,,,,,
341,lucas-halter,2.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,102253,7,L. Halter,-0.1,Lucas Halter,287,,True,2,-0.7,Lucas Halter,2,3,-0.4,,,1.0,,,,,1.0,1.0,,,,,,,,,,,
342,rollheiser,9.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,102256,7,Rollheiser,5.0,Rollheiser,277,,True,2,2.5,Benjamín Rollheiser,2,4,-0.02,,3.0,,,,1.0,,,,,,,,,,,,,,
343,caio-paulista,7.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,102318,6,C. Paulista,0.0,Caio Paulista,282,,False,0,0.0,Caio Fernando de Oliveira,2,2,0.0,,,,,,,,,,,,,,,,,,,,
344,caca,5.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,102340,6,Cacá,0.0,Cacá,264,,False,1,0.5,Carlos de Menezes Júnior,2,3,0.0,,,,,,1.0,,,,,,,,,,,,,,
345,mastriani,6.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,102561,6,Mastriani,0.0,Mastriani,263,,True,1,0.0,Gonzalo Mathías Mastriani Borges,2,5,-1.33,,,,,,,,,,,,,,,,,,,,
346,thiaguinho,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,102599,6,Thiaguinho,0.0,Thiaguinho,287,,False,0,0.0,Thiago Beserra dos Santos Conti,2,4,0.0,,,,,,,,,,,,,,,,,,,,
347,luan-vinicius,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,102909,6,L. Vinícius,0.0,Luan Vinícius,276,,False,0,0.0,Luan Vinícius da Silva Santos,2,4,0.0,,,,,,,,,,,,,,,,,,,,
348,canobbio,7.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,102928,7,Canobbio,1.7,Canobbio,266,,True,2,1.85,Agustín Canobbio Graviz,2,5,-0.7,,1.0,3.0,,2.0,3.0,,,,,,,,,,,,,,
349,facundo-torres,10.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,102950,7,F. Torres,4.4,Facundo Torres,275,,True,2,3.05,Facundo Daniel Torres Pérez,2,5,-0.41,,4.0,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,
350,escobar,7.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,102975,7,Escobar,6.4,Escobar,277,,True,2,8.3,Gonzalo Daniel Escobar,2,2,0.59,,10.0,3.0,,,5.0,,,,,,,,,,,,,,
351,laquintana,4.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,103014,7,Laquintana,0.8,Laquintana,280,,True,2,5.45,Ignacio Jesús Laquintana Marsico - Nacho,2,5,-0.68,,1.0,,,2.0,,,2.0,,,,,1.0,,,,,,,
352,gabriel-brazao,3.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,103056,7,G. Brazão,-0.7,Gabriel Brazão,277,,True,2,0.6,Gabriel Nascimento Rezende Brazão - Resende,2,1,-0.88,,,,,,,,,,,4.0,4.0,,,,,,,,
353,eric-ramires,6.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,103295,6,E. Ramires,3.0,Eric Ramires,280,,True,2,5.85,Eric dos Santos Rodrigues,2,4,-0.34,,2.0,1.0,,,2.0,,,,,,,1.0,,,,,,,
354,matheus-alexandre,4.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,103347,6,M. Alexandre,-0.8,Matheus Alexandre,292,,True,2,2.2,Matheus Alexandre Anastácio de Souza,2,2,-1.12,,2.0,2.0,,,,,,2.0,1.0,,,,,,1.0,,,,
355,emmanuel-martinez,7.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,103388,7,E. Martínez,8.2,Emmanuel Martínez,356,,True,2,7.4,Leandro Emmanuel Martínez,2,4,1.2,,5.0,3.0,1.0,,,,,1.0,,,,1.0,,,,,,,
356,kaio-jorge,9.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,103445,6,K. Jorge,0.0,Kaio Jorge,283,,False,1,5.6,Kaio Jorge Pinto Ramos,2,5,0.0,,1.0,,,2.0,5.0,,,,,,,,,,,,,,
357,ignacio,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,103523,6,Ignácio,0.0,Ignácio,266,,False,0,0.0,Ignácio da Silva Oliveira,2,3,0.0,,,,,,,,,,,,,,,,,,,,
358,denis-junior,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,103662,6,D. Júnior,0.0,Dênis Júnior,265,,False,0,0.0,Dênis de Oliveira Aguiar Júnior,2,1,0.0,,,,,,,,,,,,,,,,,,,,
359,gabriel-fuentes,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,FLU,103672,5,G. Fuentes,0.0,Gabriel Fuentes,266,,False,0,0.0,Gabriel Rafael Fuentes Gómez,2,2,0.0,,,,,,,,,,,,,,,,,,,,
360,kaique-rocha,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,103684,6,K. Rocha,0.0,Kaíque Rocha,285,,False,0,0.0,Kaíque Rocha Lima,2,3,0.0,,,,,,,,,,,,,,,,,,,,
361,gabriel-veron,5.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,103764,6,G. Veron,0.0,Gabriel Veron,277,,True,2,1.6,Gabriel Veron Fonseca de Souza,2,5,-0.89,,2.0,1.0,,,1.0,,,,,,,,,,,,,,
362,gabriel-menino,6.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,CAM,103767,7,G. Menino,0.5,Gabriel Menino,282,,True,2,1.5,Gabriel Vinícius Menino,2,4,-0.94,,1.0,,,,3.0,,,,,,,,,,,,,,
363,rafael-guanaes,4.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,104027,7,R. Guanaes,4.58,Rafael Guanaes,2305,,True,2,4.09,Rafael Silva Guanaes,2,6,0.65,,,,,,,,,,,,,,,,,,,,
364,sabino,6.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,104075,6,Sabino,0.0,Sabino,276,,False,1,7.3,José Sabino Chagas Monteiro,2,3,0.0,,,2.0,2.0,,1.0,,,,1.0,,,,,,,,,,
365,bruno-fuchs,5.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,104085,2,B. Fuchs,-0.1,Bruno Fuchs,275,,True,2,3.05,Bruno de Lara Fuchs,2,3,-1.12,,2.0,3.0,,,,,,1.0,1.0,,,,,,,,,,
366,lucas-arcanjo,6.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,104118,7,L. Arcanjo,4.5,Lucas Arcanjo,287,,True,1,4.5,Lucas Willians Assis Arcanjo,2,1,0.61,,,,,,,,,,,5.0,2.0,,,,,,,,
367,fabri,3.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,104134,6,Fabri,1.2,Fabri,287,,True,2,1.1,Fabrício do Rosário dos Santos,2,5,-0.2,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
368,raul,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,104191,6,Raul,0.0,Raul,263,,False,0,0.0,Raul Jonas Steffens,2,1,0.0,,,,,,,,,,,,,,,,,,,,
369,edson-carioca,4.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,104204,6,E. Carioca,0.0,Edson Carioca,2305,,False,1,4.5,Edson Guilherme Mendes dos Santos,2,5,0.0,,2.0,1.0,1.0,2.0,,,,1.0,,,,,,,,,,,
370,joao-victor,5.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,104250,7,J. Victor,-0.3,João Victor,267,,True,2,0.85,João Victor da Silva Marcelino,2,3,-1.01,,2.0,1.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,,1.0
371,adriano-martins,7.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,JUV,104253,7,A. Martins,1.7,Adriano Martins,286,,True,2,5.5,Adriano Martins da Fonseca,2,3,-0.84,,4.0,2.0,,2.0,,,,1.0,1.0,,,,,,,,,,
372,joao-lucas,5.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,104257,6,J. Lucas,0.0,João Lucas,284,,False,1,3.0,João Lucas de Almeida Carvalho,2,2,0.0,,2.0,,,,,,,,,,,,,,,,,,
373,hereda,4.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,SPT,104271,7,Hereda,3.3,Hereda,292,,True,2,5.75,Diogo Hereda da Silva,2,2,0.12,,2.0,,1.0,1.0,3.0,,,,1.0,,,,,,,,,,
374,christian,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,104502,6,Christian,0.0,Christian,283,,False,0,0.0,Christian Roberto Alves Cardoso,2,4,0.0,,,,,,,,,,,,,,,,,,,,
375,camilo,3.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,104519,6,Camilo,0.8,Camilo,284,,True,2,1.7,Camilo Reijers de Oliveira,2,4,-0.41,,2.0,4.0,,2.0,,,,,,,,,,,,,,,
376,igor-jesus,13.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,104528,7,I. Jesus,10.6,Igor Jesus,263,,True,2,8.75,Igor Jesus Maciel da Cruz,2,5,0.91,,1.0,4.0,4.0,3.0,4.0,,,,,,,1.0,,,,,,,
377,fabricio,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,104588,6,Fabrício,0.0,Fabrício,280,,False,0,0.0,Fabrício Oliveira de Souza,2,1,0.0,,,,,,,,,,,,,,,,,,,,
378,matheus-bianqui,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,104640,5,M. Bianqui,0.0,Matheus Bianqui,2305,,False,0,0.0,Matheus Henrique Bianqui,2,4,0.0,,,,,,,,,,,,,,,,,,,,
379,moises,12.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,104666,6,Moisés,8.9,Moisés,356,,True,2,4.5,Moisés Vieira da Veiga,2,5,0.68,1.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,
380,newton,3.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,104693,6,Newton,1.2,Newton,263,,True,2,0.6,Newton Araújo da Costa Júnior,2,4,-0.13,,1.0,1.0,,,,,,,,,,,,,,,,,
381,juan-vojvoda,11.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,104754,7,J. Vojvoda,5.12,Juan Vojvoda,356,,True,2,6.82,Juan Pablo Vojvoda Rizzo,2,6,-0.44,,,,,,,1.0,,,,,,,,,,,,,
382,enzo-diaz,9.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,104758,7,E. Díaz,8.0,Enzo Díaz,276,,True,2,7.85,Enzo Hernán Díaz,2,2,0.84,,4.0,1.0,,,,,,,2.0,,,,,,,,,,
383,leo-godoy,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,SAN,104759,6,L. Godoy,0.0,Leo Godoy,277,,False,0,0.0,Leonardo Ezequiel Godoy,2,2,0.0,,,,,,,,,,,,,,,,,,,,
384,acevedo,4.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,104783,6,Acevedo,0.0,Acevedo,265,,False,1,0.0,Nicolás Brian Acevedo Tabárez,2,4,0.0,,,,,,,,,,,,,,,,,,,,
385,arezo,5.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,104849,7,Arezo,1.7,Arezo,284,,True,2,5.45,Douglas Matías Arezo Martínez,2,5,-0.61,,,1.0,3.0,1.0,,,2.0,1.0,,,,1.0,,,,,,,
386,jorge-meurer,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,104933,6,J. Meurer,0.0,Jorge Meurer,284,,False,0,0.0,Jorge Meurer Bartholdy,2,1,0.0,,,,,,,,,,,,,,,,,,,,
387,wagner-leonardo,7.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,GRE,104994,7,W. Leonardo,-0.3,Wagner Leonardo,284,,True,2,1.3,Wagner Leonardo Calvelo de Souza,2,3,-1.3,,3.0,3.0,,,,,,1.0,,,,,,,,,,,
388,joao-marcelo,7.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,CRU,105047,5,J. Marcelo,0.0,João Marcelo,283,,False,0,0.0,João Marcelo Messias Ferreira,2,3,0.0,,,,,,,,,,,,,,,,,,,,
389,fabricio-daniel,3.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,105171,6,F. Daniel,0.2,Fabrício Daniel,2305,,True,2,-0.05,Fabrício Daniel de Souza,2,5,-0.49,,,2.0,,,1.0,,,,,,,,,,,,,,
390,sant-anna,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,RBB,105213,5,Sant'Anna,0.0,Sant'Anna,280,,False,0,0.0,Ariel Agustín Sant'Anna Quintero,2,2,0.0,,,,,,,,,,,,,,,,,,,,
391,santiago-rodriguez,6.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,BOT,105214,6,S. Rodríguez,3.9,Santiago Rodríguez,263,,True,2,2.35,Santiago Mariano Rodríguez Molina,2,4,0.19,,1.0,,2.0,1.0,,,,,,,,,,,,,,,
392,gaston-avila,7.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,105258,6,G. Ávila,0.0,Gastón Ávila,356,,False,0,0.0,Gastón Luciano Ávila,2,3,0.0,,,,,,,,,,,,,,,,,,,,
393,ferraresi,8.76,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,SAO,105300,7,Ferraresi,10.5,Ferraresi,276,,True,1,10.5,Nahuel Adolfo Ferraresi Hernández,2,3,2.76,,3.0,,,,2.0,,,,1.0,,,,,,,,,,
394,lucas-lima,3.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,CEA,105337,6,L. Lima,0.0,Lucas Lima,354,,False,1,0.5,Lucas Eduardo Lima da Silva,2,4,0.0,,,,,,1.0,,,,,,,,,,,,,,
395,gabriel-xavier,5.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,BAH,105373,5,G. Xavier,0.0,Gabriel Xavier,265,,False,1,-0.1,Gabriel Lheman Xavier - Lhman,2,3,0.0,,1.0,2.0,,,,,,1.0,,,,,,,,,,,
396,matheus-bidu,8.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,105531,7,M. Bidu,7.4,Matheus Bidu,264,,True,1,7.4,Matheus Lima Beltrão Oliveira Valin,2,2,1.49,,2.0,2.0,,,,,,,1.0,,,,,,,,,,
397,davo,4.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,105533,6,Davó,5.8,Davó,2305,,True,2,4.3,Matheus Alvarenga de Oliveira,2,5,1.03,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,
398,lucero,10.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,FOR,105568,7,Lucero,0.0,Lucero,356,,True,2,5.35,Juan Martín Lucero,2,5,-1.96,,2.0,1.0,,,,,,,,,,1.0,,,,,,,
399,lucas-piton,7.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,VAS,105584,7,L. Piton,4.5,Lucas Piton,267,,True,2,1.45,Lucas Piton Crivellaro,2,2,0.17,,2.0,3.0,,1.0,2.0,,,1.0,,,,,,,,,,,
400,roni,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,MIR,105585,5,Roni,0.0,Roni,2305,,False,0,0.0,Roni Medeiros de Moura,2,4,0.0,,,,,,,,,,,,,,,,,,,,
401,mauricio,14.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,PAL,105647,6,Maurício,0.0,Maurício,275,,False,0,0.0,Maurício Magalhães Prado,2,4,0.0,,,,,,,,,,,,,,,,,,,,
402,talles-magno,7.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,COR,105786,6,T. Magno,0.0,Talles Magno,264,,False,1,1.4,Talles Magno Bacelar Martins,2,5,0.0,,,5.0,,,6.0,,1.0,,,,,,,,,,,,
403,wesley,14.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,INT,105811,7,Wesley,13.1,Wesley,285,,True,2,9.05,Wesley Ribeiro Silva,2,5,1.59,1.0,5.0,2.0,2.0,1.0,6.0,,,,,,,,,,,,,,
404,edu,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,VIT,105842,6,Edu,0.0,Edu,287,,False,0,0.0,Lucas Eduardo Ribeiro de Souza,2,3,0.0,,,,,,,,,,,,,,,,,,,,
