,atletas.apelido_abreviado,atletas.preco_num,atletas.status_id,atletas.foto,atletas.apelido,atletas.rodada_id,atletas.posicao_id,atletas.slug,atletas.clube.id.full.name,atletas.variacao_num,atletas.atleta_id,atletas.clube_id,atletas.pontos_num,atletas.media_num,atletas.jogos_num,atletas.entrou_em_campo,atletas.nome,CA,DS,FC,FD,FS,SG,FF,A,G,I,PC,V,FT,DE,DP,GS,CV,PS,PP,GC
562,Cadu,3.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Cadu,20,5,cadu,CAM,0.0,123359,282,0.0,0.0,0,False,Carlos Eduardo Amaral Pereira de Castro,,,,,,,,,,,,,,,,,,,,
563,Cauly,5.58,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Cauly,20,4,cauly,BAH,-0.31,123360,265,-0.3,2.28,15,True,Cauly Oliveira Souza,1.0,3.0,6.0,2.0,6.0,,5.0,3.0,1.0,,,,,,,,,,,
564,Jota,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Jota,20,4,jota,BAH,0.0,123497,265,0.0,0.0,0,False,João Victor Broad Moreira Guimarães,,,,,,,,,,,,,,,,,,,,
565,Janderson,2.82,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Janderson,20,3,janderson,CRU,0.0,123649,283,0.0,5.0,1,False,José Janderson da Silva Marques,,,,,,1.0,,,,,,,,,,,,,,
566,Z. Guilherme,3.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Zé Guilherme,20,2,ze-guilherme,BAH,0.0,123717,265,0.0,0.0,0,False,José Guilherme de Lima Costa,,,,,,,,,,,,,,,,,,,,
567,Herrera,5.52,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,Herrera,20,5,herrera,FOR,0.61,123738,356,6.3,2.84,5,True,José María Herrera Ares,1.0,6.0,7.0,1.0,3.0,,7.0,,,,,,,,,,,,,
568,A. Rodríguez,6.92,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Alan Rodríguez,20,4,alan-rodriguez,INT,0.32,123744,285,4.7,4.33,3,True,Alan Jesús Rodríguez Guaglianoni,,5.0,1.0,,4.0,,1.0,,,,,,1.0,,,,,,,
569,Lezcano,4.63,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Lezcano,20,4,lezcano,FLU,0.0,123788,266,0.0,0.83,3,False,Rubén Darío Lezcano Portillo,,1.0,,,2.0,,,,,,,,,,,,,,,
570,L. Rodríguez,5.36,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Lucho Rodríguez,20,5,lucho-rodriguez,BAH,-0.35,123795,265,0.2,1.69,16,True,Luciano Rodríguez Rosales,1.0,3.0,11.0,5.0,9.0,,11.0,,1.0,2.0,,,,,,,,,,
571,H. Mosquera,3.66,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Henry Mosquera,20,5,henry-mosquera,RBB,0.0,124239,280,0.0,1.89,10,False,Henry David Mosquera Sánchez,,6.0,6.0,6.0,6.0,,2.0,,,1.0,,,,,,,,,,
572,Isaac,1.1,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Isaac,20,5,isaac,CAM,0.0,124247,282,0.0,0.5,1,False,Isaac Aguiar Tomich,,,,,1.0,,,,,,,,,,,,,,,
573,P. Ataíde,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Pedro Ataíde,20,5,pedro-ataide,CAM,0.0,124250,282,0.0,0.0,0,False,Pedro Ataide de Souza Oliveira,,,,,,,,,,,,,,,,,,,,
574,D. Washington,3.81,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Deivid Washington,20,5,deivid-washington,SAN,0.0,124251,277,0.0,1.81,15,False,Deivid Washington de Souza Eugênio,,2.0,6.0,2.0,13.0,,4.0,,1.0,2.0,,,2.0,,,,,,,
575,Kauan,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Kauan,20,1,kauan,INT,0.0,124264,285,0.0,0.0,0,False,Kauan Jesus Santos Oliveira,,,,,,,,,,,,,,,,,,,,
576,G. Prado,4.81,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Gustavo Prado,20,4,gustavo-prado,INT,-0.5,124271,285,2.0,3.16,11,True,Gustavo Prado Alves,1.0,7.0,3.0,6.0,11.0,,7.0,,1.0,1.0,,,,,,,,,,
577,R. Mathias,5.69,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Ricardo Mathias,20,5,ricardo-mathias,INT,-2.29,124280,285,0.0,4.34,8,True,Ricardo Mathias da Silva,,,3.0,2.0,8.0,,3.0,,3.0,2.0,,,1.0,,,,,,,
578,L. Aragão,4.28,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Léo Aragão,20,1,leo-aragao,CRU,0.0,124369,283,0.0,6.3,1,False,Leonardo de Aragão Carvalho,,,,,,1.0,,,,,,,,1.0,,,,,,
579,M. Ponte,6.84,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Mateo Ponte,20,2,mateo-ponte,BOT,-0.61,124481,263,2.3,3.74,11,True,Mateo Ponte Costa,2.0,6.0,7.0,,2.0,5.0,3.0,,1.0,2.0,,,,,,,,,,
580,Giay,9.39,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Giay,20,2,giay,PAL,0.35,124526,275,5.0,6.02,16,True,Agustín Giay,,35.0,17.0,,23.0,7.0,3.0,,,,,,,,,,,,,
581,I. Román,3.41,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Iván Román,20,3,ivan-roman,CAM,1.35,124661,282,5.6,2.37,3,True,Ivan Ramiro Román Hurtado,1.0,3.0,3.0,1.0,5.0,,1.0,,,,,,,,,,,,,
582,F. Negrucci,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Felipe Negrucci,20,4,felipe-negrucci,SAO,0.0,124674,276,0.0,0.0,0,False,Felipe Negrucci Berdague,,,,,,,,,,,,,,,,,,,,
583,Leandro,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Leandro,20,1,leandro,SAO,0.0,124701,276,0.0,0.0,0,False,Leandro Mathias Silva Bueno,,,,,,,,,,,,,,,,,,,,
584,N. Fernandes,5.19,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Nathan Fernandes,20,5,nathan-fernandes,BOT,-0.74,124757,263,2.3,3.14,9,True,Nathan Ribeiro Fernandes,,3.0,3.0,3.0,5.0,,1.0,2.0,1.0,2.0,,,,,,,,,,
585,J. Jesus,4.59,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Jonathan Jesus,20,3,jonathan-jesus,CRU,-0.36,124912,283,2.4,2.94,7,True,Jonathan de Jesus Alves,,7.0,8.0,,1.0,3.0,,,,,,,,,,,1.0,,,
586,Viery,2.86,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Viery,20,3,viery,GRE,0.0,125467,284,0.0,2.35,2,False,Viery Fernandes Santos Lopes,,,1.0,,,1.0,,,,,,,,,,,,,,
587,Alisson,4.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Alisson,20,4,alisson,CAM,0.0,125469,282,0.0,0.0,0,False,Alisson Santana Lopes da Fonseca,,,,,,,,,,,,,,,,,,,,
588,J. Pedro,5.29,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,João Pedro,20,3,joao-pedro,COR,0.0,125488,264,0.0,3.5,4,False,João Pedro de Sousa Rodrigues,3.0,2.0,6.0,,,2.0,1.0,1.0,,,,,,,,,,,,
589,Marcelinho,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Marcelinho,20,4,marcelinho,RBB,0.0,126120,280,0.0,0.0,0,False,Marcelo Braz da Silva,,,,,,,,,,,,,,,,,,,,
590,Paulinho,4.3,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Paulinho,20,4,paulinho,VAS,0.0,126182,267,0.0,0.69,7,False,Paulo Lucas Santos de Paula,1.0,4.0,9.0,,5.0,,,,,,,,,,,,,,,
591,D. Lacerda,8.5,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Derik Lacerda,20,5,derik-lacerda,SPT,0.91,126216,292,8.8,6.25,6,True,Derik Gean Severino Lacerda,3.0,7.0,14.0,5.0,9.0,,6.0,,2.0,1.0,,,1.0,,,,,,,
592,Barreal,10.69,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Barreal,20,4,barreal,SAN,0.04,126471,277,5.3,6.9,16,True,Álvaro Martín Barreal,1.0,32.0,15.0,6.0,14.0,,10.0,,5.0,3.0,,,2.0,,,,,,,
593,F. Seabra,8.67,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Fernando Seabra,20,6,fernando-seabra,RBB,-0.3,126977,280,2.52,5.38,20,True,Fernando Seabra,,,,,,,,,,,,8.0,,,,,,,,
594,Bahia,2.65,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Bahia,20,4,bahia,COR,0.04,127242,264,1.5,2.9,2,True,Luiz Gustavo Lemos Carvalho,,3.0,,,1.0,,1.0,,,,,,,,,,,,,
595,J. Fidélis,5.88,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Julio Fidélis,20,2,julio-fidelis,FLU,0.0,127932,266,0.0,12.8,1,False,Julio Cesar Lima Fidelis,,3.0,1.0,,4.0,,2.0,1.0,,,,,,,,,,,,
596,T. Henrique,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Thiago Henrique,20,4,thiago-henrique,FLU,0.0,128583,266,0.0,0.0,0,False,Thiago Henrique Gonçalves Silva,,,,,,,,,,,,,,,,,,,,
597,R. Lucas,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Rayan Lucas,20,4,rayan-lucas,FLA,0.0,128590,262,0.0,0.0,0,False,Rayan Lucas Marques de Souza,,,,,,,,,,,,,,,,,,,,
598,F. Cardoso,2.21,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Felipe Cardoso,20,4,felipe-cardoso,VIT,0.28,129317,287,2.0,0.97,3,True,Felipe Cardoso,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
599,R. Pablo,1.35,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Ruan Pablo,20,5,ruan-pablo,BAH,0.0,129663,265,0.0,1.2,1,False,Ruan Pablo Barbosa Sousa,,,,1.0,,,,,,,,,,,,,,,,
600,Pablo,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Pablo,20,1,pablo,VAS,0.0,129665,267,0.0,0.0,0,False,Pablo de Paula Cardoso,,,,,,,,,,,,,,,,,,,,
601,JP,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,JP,20,4,jp,VAS,0.0,129666,267,0.0,0.0,0,False,João Pedro Murilo de Paula Morais,,,,,,,,,,,,,,,,,,,,
602,C. Loor,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Cristhian Loor,20,1,cristhian-loor,BOT,0.0,129930,263,0.0,0.0,0,False,Cristhian Joel Loor Santamaría - Christian,,,,,,,,,,,,,,,,,,,,
603,L. Nannetti,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Léo Nannetti,20,1,leo-nannetti,FLA,0.0,130189,262,0.0,0.0,0,False,Leonardo Nannetti Lopes,,,,,,,,,,,,,,,,,,,,
604,Carbone,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Carbone,20,2,carbone,FLA,0.0,130190,262,0.0,0.0,0,False,João Victor Schlickmann Carbone,,,,,,,,,,,,,,,,,,,,
605,G. Estrella,3.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Guilherme Estrella,20,4,guilherme-estrella,VAS,0.0,130255,267,0.0,0.0,0,False,Guilherme Estrella de Paiva,,,,,,,,,,,,,,,,,,,,
606,K. Lindes,1.16,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Kauan Lindes,20,4,kauan-lindes,BOT,0.0,130265,263,0.0,0.7,1,False,Kauan Gabriel Cordeiro Lindes,,,1.0,,2.0,,,,,,,,,,,,,,,
607,L. Zuccarello,1.9,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Lukas Zuccarello,20,4,lukas-zuccarello,VAS,0.0,130279,267,0.0,0.6,2,False,Lukas Rocha Zuccarello,,1.0,1.0,,,,,,,,,,,,,,,,,
608,P. Gabriel,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Phillipe Gabriel,20,1,phillipe-gabriel,VAS,0.0,130280,267,0.0,0.0,0,False,Phillipe Gabriel Pires de Oliveira,,,,,,,,,,,,,,,,,,,,
609,R. Pinna,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Rafael Pinna,20,5,rafael-pinna,JUV,0.0,130316,286,0.0,0.0,0,False,Rafael Oliveira Pinna,,,,,,,,,,,,,,,,,,,,
610,Maykon,4.06,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Maykon,20,2,maykon,VIT,0.0,130319,287,0.0,3.35,7,False,Maykon Kesley de Jesus Ramalho,1.0,5.0,11.0,1.0,5.0,3.0,2.0,,,,,,,,,,,,,
611,G. Gomes,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Guilherme Gomes,20,4,guilherme-gomes,FLA,0.0,130382,262,0.0,0.0,0,False,Guilherme Henrique Bernardineli Gomes,,,,,,,,,,,,,,,,,,,,
612,Maceió,2.65,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Maceió,20,5,maceio,MIR,0.0,130386,2305,0.0,0.84,5,False,Everton Leandro de Oliveira Santos,1.0,1.0,2.0,1.0,2.0,,4.0,,,1.0,1.0,,,,,,,,,
613,L. Gustavo,1.8,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Luiz Gustavo,20,3,luiz-gustavo,VAS,0.0,130393,267,0.0,1.56,5,False,Luiz Gustavo Marinho Ribeiro dos Santos,3.0,4.0,4.0,,2.0,1.0,,,,,,,,,,,,,,
614,Marlon,1.11,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Marlon,20,5,marlon,JUV,0.0,130507,286,0.0,0.5,1,False,Marlon Santos Teodoro,,,1.0,,,,1.0,,,,,,,,,,,,,
615,R. Fillipi,0.92,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Riquelme Fillipi,20,5,riquelme-fillipi,PAL,0.0,130608,275,0.0,0.0,1,False,Riquelme Fillipi Marinho de Souza,,,,,,,,,,,,,,,,,,,,
616,Luighi,2.95,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Luighi,20,5,luighi,PAL,-0.38,130612,275,0.0,1.05,6,True,Luighi Hanri Sousa Santos,,4.0,5.0,,4.0,,,,,2.0,,,,,,,,,,
617,Edenílson,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Edenílson,20,4,edenilson,VIT,0.0,130620,287,0.0,0.0,0,False,Edenílson Santos Nascimento Filho,,,,,,,,,,,,,,,,,,,,
618,Bernal,3.49,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Bernal,20,4,bernal,FLU,0.62,130650,266,2.2,1.37,10,True,Facundo Bernal Cruz,5.0,9.0,8.0,4.0,7.0,,3.0,,,,,,,,,,,,,1.0
619,Boateng,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Boateng,20,3,boateng,RBB,0.0,130711,280,0.0,0.0,0,False,Stanley Boateng Osei,,,,,,,,,,,,,,,,,,,,
620,Souza,8.05,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Souza,20,2,souza,SAN,0.17,130811,277,4.8,5.18,10,True,João Victor de Souza Menezes,1.0,23.0,12.0,,8.0,2.0,5.0,1.0,,1.0,1.0,,,,,,,,,
621,Andrei,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Andrei,20,3,andrei,VIT,0.0,130869,287,0.0,0.0,0,False,Andrei Gabriel dos Santos Ferreira,,,,,,,,,,,,,,,,,,,,
622,Riquelme,3.12,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Riquelme,20,4,riquelme,GRE,0.34,130889,284,3.3,2.17,7,True,Riquelme Freitas dos Santos,,5.0,2.0,1.0,11.0,,2.0,,,,,,,,,,,,,
623,Jardiel,0.97,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Jardiel,20,5,jardiel,GRE,0.0,131455,284,0.0,0.25,2,False,Jardiel Maciel Libertino da Silva,,,,,1.0,,,,,,,,,,,,,,,
624,Hyan,1.09,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Hyan,20,4,hyan,SAN,0.0,131515,277,0.0,0.5,1,False,Hyan Carvalho Machado Silva,,,,,1.0,,,,,,,,,,,,,,,
625,J. Chermont,6.05,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,JP Chermont,20,2,jp-chermont,SAN,0.0,131516,277,0.0,4.28,5,False,João Pedro Chermont Crema,3.0,14.0,9.0,,1.0,1.0,1.0,,,2.0,,,,,,,,,,
626,Henrique,2.82,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Henrique,20,5,henrique,SAO,1.73,131518,276,6.4,3.45,2,True,Henrique Fabiano do Carmo,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,
627,A. Silva,6.64,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,André Silva,20,5,andre-silva,SAO,-0.7,131617,276,0.8,4.4,18,True,André Oliveira e Silva,5.0,9.0,18.0,5.0,19.0,,10.0,2.0,5.0,5.0,,,1.0,,,,,,,
628,F. Longo,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Felipe Longo,20,1,felipe-longo,COR,0.0,131753,264,0.0,0.0,0,False,Felipe Longo Fernandes da Silva,,,,,,,,,,,,,,,,,,,,
629,Serna,7.87,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Serna,20,5,serna,FLU,2.02,132071,266,14.7,4.09,15,True,Kevin Steven Serna Jaramillo,,10.0,6.0,3.0,14.0,,3.0,2.0,3.0,,,,,,,,,1.0,,
630,Jemmes,5.0,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Jemmes,20,3,jemmes,MIR,0.35,132553,2305,4.0,3.89,18,True,Jemmes Bruno Ribeiro da Silva,2.0,29.0,20.0,1.0,6.0,4.0,3.0,,1.0,,,,,,,,,,,
631,D. Barbosa,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Davi Barbosa,20,1,davi-barbosa,VIT,0.0,132560,287,0.0,0.0,0,False,Davi Barbosa da Silva Novaes,,,,,,,,,,,,,,,,,,,,
632,Vinicinho,5.65,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Vinicinho,20,5,vinicinho,RBB,0.0,132580,280,0.0,3.23,18,False,Vinicius Mendonça Pereira,2.0,18.0,14.0,5.0,32.0,,6.0,2.0,,4.0,,,,,,,,1.0,,
633,G. Negão,3.51,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Gui Negão,20,5,gui-negao,COR,1.98,133543,264,9.9,2.2,6,True,Guilherme William Silva Inácio,2.0,3.0,8.0,,9.0,,1.0,,1.0,2.0,,,,,,,,,,
634,Igão,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Igão,20,3,igao,SAO,0.0,133623,276,0.0,0.0,0,False,Igor Odoni Gomes,,,,,,,,,,,,,,,,,,,,
635,Alysson,5.35,7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Alysson,20,5,alysson,GRE,-0.1,133669,284,2.0,4.43,14,True,Alysson Edward Franco da Rocha dos Santos,1.0,23.0,8.0,3.0,29.0,,6.0,1.0,,,,,1.0,,,,,,,
636,G. Reis,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Gustavo Reis,20,1,gustavo-reis,RBB,0.0,133671,280,0.0,0.0,0,False,Gustavo Reis de Alcântara,,,,,,,,,,,,,,,,,,,,
637,M. Xavier,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Mateus Xavier,20,4,mateus-xavier,SAN,0.0,133673,277,0.0,0.5,3,False,Mateus Xavier de Sousa,,1.0,,,,,,,,,,,,,,,,,,
638,Benedetti,2.61,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Benedetti,20,3,benedetti,PAL,0.0,133679,275,0.0,1.6,2,False,Luiz Gustavo Roncholeta Benedetti,,2.0,2.0,,,,1.0,,,,,,,,,,,,,
639,W. Davi,2.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Wallace Davi,20,4,wallace-davi,FLU,0.0,133696,266,0.0,0.0,0,False,Wallace Davi Nunes da Silva Dias,,,,,,,,,,,,,,,,,,,,
640,Y. Noal,1.14,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Yago Noal,20,4,yago-noal,INT,0.0,134246,285,0.0,0.6,2,False,Yago Eduardo Noal Lopes,,1.0,1.0,,,,,,,,,,,,,,,,,
641,L. Otávio,3.02,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Luis Otávio,20,4,luis-otavio,INT,0.0,136306,285,0.0,2.0,9,False,Luis Otávio Costa de Aquino,,10.0,4.0,1.0,6.0,,,,,,,,,,,,,,,
642,Shola,1.0,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Shola,20,5,shola,FLA,0.0,137089,262,0.0,0.0,0,False,Ogundana Shola Elijah,,,,,,,,,,,,,,,,,,,,
