,atletas.apelido,atletas.entrou_em_campo,atletas.rodada_id,atletas.posicao_id,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube_id,atletas.preco_num,atletas.media_num,atletas.foto,atletas.jogos_num,atletas.variacao_num,atletas.nome,atletas.pontos_num,atletas.status_id,atletas.slug,atletas.clube.id.full.name,CA,DS,FC,FF,FS,I,SG,A,FD,G,PS,DE,GS,FT,V,CV,DP,PP,PC,GC
481,Alix Vinicius,True,31,3,A. Vinicius,111246,280,2.1,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5,-0.27,Alix Vinicius de Souza Sampaio,0.2,7,alix-vinicius,RBB,1.0,1.0,5.0,,2.0,,,,,,,,,,,,,,,
482,Gustavo Martins,False,31,3,G. Martins,111309,284,8.2,4.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,12,0.0,Gustavo Martins de Souza Santos,0.0,6,gustavo-martins,GRE,2.0,18.0,15.0,3.0,1.0,1.0,3.0,,5.0,1.0,,,,,,,,,,
483,Luis Mandaca,False,31,4,L. Mandaca,111407,286,6.72,4.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,24,0.0,Luis Gustavo da Silva Machado Duarte,0.0,6,luis-mandaca,JUV,2.0,41.0,40.0,15.0,38.0,2.0,,,8.0,2.0,,,,1.0,,1.0,,,,
484,Renzo,False,31,3,Renzo,111465,292,3.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0.0,Renzo Azevedo Pimentel de Moura,0.0,6,renzo,SPT,,,,,,,,,,,,,,,,,,,,
485,Victor Gabriel,False,31,3,V. Gabriel,111466,285,8.54,4.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,13,0.0,Victor Gabriel da Conceição Ribeiro,0.0,7,victor-gabriel,INT,1.0,21.0,19.0,2.0,4.0,,3.0,,1.0,2.0,,,,,,,,,,
486,Gabriel Átila,False,31,1,G. Átila,111582,282,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,0.0,Gabriel Átila Cardoso da Silva,0.0,6,gabriel-atila,CAM,,,,,,,,,,,,,,,,,,,,
487,Micael,True,31,3,Micael,111594,275,5.86,3.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,12,-0.56,Micael dos Santos Silva,6.5,6,micael,PAL,3.0,14.0,18.0,,2.0,,4.0,1.0,1.0,,,,,1.0,,,,,,
488,Adson,False,31,4,Adson,111682,267,3.01,0.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,9,0.0,Adson Ferreira Soares,0.0,5,adson,VAS,,3.0,1.0,,2.0,,,,2.0,,,,,,,,,,,
489,Anthoni,False,31,1,Anthoni,111683,285,3.72,1.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,17,0.0,Anthoni Spier Souza,0.0,6,anthoni,INT,,,,,2.0,,3.0,,,,,30.0,26.0,,,,,,,
490,Matheus Cunha,False,31,1,M. Cunha,111690,262,5.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0.0,Matheus Cunha Queiroz,0.0,6,matheus-cunha,FLA,,,,,,,,,,,,,,,,,,,,
491,Ryan Guilherme,False,31,4,R. Guilherme,111757,283,4.43,4.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1,0.0,Ryan Guilherme da Silva Pae,0.0,6,ryan-guilherme,CRU,,3.0,,,,,,,,,,,,,,,,,,
492,Fabinho,True,31,4,Fabinho,111760,280,2.68,1.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,24,-0.18,Fábio Silva de Freitas,0.0,7,fabinho,RBB,3.0,20.0,22.0,5.0,12.0,,,1.0,2.0,,,,,,,,,,,
493,Kayky,True,31,5,Kayky,111829,265,3.18,2.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,24,-0.04,Kayky da Silva Chagas,0.0,6,kayky,BAH,2.0,15.0,8.0,2.0,9.0,1.0,,2.0,5.0,1.0,2.0,,,,,,,,,
494,Matheus Martins,False,31,5,M. Martins,111831,263,5.11,2.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,13,0.0,Matheus Martins Silva dos Santos,0.0,5,matheus-martins,BOT,2.0,7.0,8.0,3.0,15.0,,,,8.0,1.0,,,,,,,,,,
495,Jefté,True,31,2,Jefté,111832,275,7.18,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,0.86,Jefté Vital da Silva Dias,7.7,6,jefte,PAL,,3.0,6.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,,
496,Renzo López,True,31,5,R. López,111951,287,4.42,1.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,16,-0.36,Renzo López Patrón,-0.3,6,renzo-lopez,VIT,4.0,7.0,14.0,6.0,12.0,3.0,,,4.0,1.0,1.0,,,1.0,,,,,,
497,Gabriel Grando,False,31,1,G. Grando,112616,284,7.78,5.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5,0.0,Gabriel Hamester Grando,0.0,6,gabriel-grando,GRE,,,,,3.0,,1.0,,,,,22.0,7.0,,,1.0,,,,
498,Kaiki Bruno,True,31,2,K. Bruno,112709,283,11.0,7.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,28,0.4,Kaiki Bruno da Silva,7.1,7,kaiki-bruno,CRU,10.0,76.0,54.0,14.0,29.0,,12.0,4.0,7.0,1.0,,,,,,,,,,
499,Ramón Sosa,True,31,5,R. Sosa,112863,275,5.94,2.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,17,-0.05,Ramón Sosa Acosta,1.0,6,ramon-sosa,PAL,,1.0,5.0,9.0,9.0,3.0,,2.0,3.0,2.0,1.0,,,1.0,,,,,,
500,Aníbal Moreno,True,31,4,A. Moreno,112869,275,4.97,2.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,22,0.06,Aníbal Ismael Moreno,2.6,3,anibal-moreno,PAL,6.0,36.0,16.0,6.0,10.0,,,1.0,4.0,,,,,,,,,,,
501,Lucas Barbosa,True,31,5,L. Barbosa,112886,280,8.29,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,27,-0.21,Lucas Henrique Barbosa,3.9,7,lucas-barbosa,RBB,7.0,55.0,51.0,16.0,31.0,7.0,,3.0,11.0,2.0,,,,2.0,,1.0,,,,
502,Sforza,True,31,4,Sforza,112906,286,3.35,0.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,-0.56,Juan Sebastián Sforza,-0.3,6,sforza,JUV,,4.0,5.0,1.0,1.0,,,,,,,,,,,,,,,
503,Freytes,True,31,3,Freytes,113034,266,4.22,2.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,24,0.3,Juan Pablo Freytes,0.9,7,freytes,FLU,5.0,15.0,16.0,9.0,13.0,1.0,7.0,,4.0,,1.0,,,1.0,,1.0,,,,
504,Mancuso,True,31,2,Mancuso,113078,356,7.96,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,20,-0.97,Eros Nazareno Mancuso,2.9,7,mancuso,FOR,4.0,30.0,19.0,7.0,18.0,2.0,5.0,2.0,6.0,1.0,,,,,,,,,,
505,Flaco López,False,31,5,F. López,113103,275,10.0,6.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,26,0.0,José Manuel Alberto López,0.0,7,flaco-lopez,PAL,4.0,26.0,39.0,31.0,43.0,7.0,,1.0,15.0,10.0,2.0,,,,,,,,,
506,Nathan Mendes,False,31,2,N. Mendes,113157,280,4.23,2.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,16,0.0,Nathan Gabriel de Souza Mendes,0.0,7,nathan-mendes,RBB,3.0,11.0,8.0,1.0,16.0,1.0,2.0,1.0,,,1.0,,,,,,,,,
507,Marquinhos,False,31,5,Marquinhos,113158,283,3.51,1.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,17,0.0,Marcus Vinícius Oliveira Alencar,0.0,5,marquinhos,CRU,1.0,7.0,4.0,8.0,8.0,,,,2.0,,,,,,,,,,,
508,Pablo Maia,True,31,4,P. Maia,113359,276,4.66,2.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,19,-0.24,Pablo Gonçalves Maia Fortunato,1.7,7,pablo-maia,SAO,3.0,18.0,24.0,4.0,17.0,,,,,1.0,,,,1.0,,,,,1.0,
509,Cristian Olivera,True,31,5,C. Olivera,113397,284,8.4,4.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,19,-0.23,Cristian Gonzalo Olivera Ibarra,1.3,6,cristian-olivera,GRE,2.0,24.0,19.0,10.0,25.0,3.0,,,8.0,3.0,,,,,,,,,,
510,Diógenes,False,31,1,Diógenes,113690,277,3.3,3.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1,0.0,Diógenes Vinícius da Silva,0.0,6,diogenes,SAN,,,,,,,,,,,,3.0,,,,,,,,
511,Gamarra,False,31,3,Gamarra,114334,283,4.83,2.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2,0.0,Mateo Gamarra González,0.0,6,gamarra,CRU,,4.0,1.0,,,,,,,,,,,,,,,,1.0,
512,Brahimi,False,31,5,Brahimi,114400,277,4.99,1.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1,0.0,Billal Brahimi - Bilal,0.0,6,brahimi,SAN,,,,,,,,,1.0,,,,,,,,,,,
513,Sinisterra,True,31,5,Sinisterra,114405,283,7.57,3.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5,-0.18,Luis Fernando Sinisterra Lucumí,3.5,6,sinisterra,CRU,,5.0,1.0,,1.0,,,,2.0,1.0,,,,,,,,,,
514,Cleiton,False,31,3,Cleiton,114790,262,5.96,5.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2,0.0,Cleiton Santana dos Santos,0.0,6,cleiton,FLA,,4.0,1.0,,2.0,,1.0,,,,,,,,,,,,,
515,Vitor Roque,True,31,5,V. Roque,114802,275,11.94,7.76,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,28,-0.51,Vitor Hugo Roque Ferreira,0.0,7,vitor-roque,PAL,3.0,26.0,28.0,17.0,68.0,15.0,,3.0,18.0,13.0,,,,1.0,,,,,,
516,Matheus França,True,31,5,M. França,115100,267,5.34,1.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,8,-0.37,Matheus França de Oliveira,0.5,6,matheus-franca,VAS,,4.0,4.0,1.0,3.0,,,,2.0,,,,,,,,,,,
517,Lucas Freitas,False,31,3,L. Freitas,115141,267,3.75,2.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,16,0.0,Lucas de Freitas Molarinho Chagas,0.0,6,lucas-freitas,VAS,2.0,11.0,13.0,3.0,10.0,,2.0,,,1.0,1.0,,,,,,,,1.0,
518,Jhon Jhon,False,31,4,J. Jhon,115248,280,8.03,5.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,27,0.0,Jhonatan dos Santos Rosa,0.0,7,jhon-jhon,RBB,9.0,22.0,30.0,13.0,47.0,2.0,,4.0,10.0,7.0,,,,1.0,,,,,,
519,Marcos Victor,True,31,3,M. Victor,115537,354,6.4,4.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,8,0.53,Marcos Victor Ferreira da Silva,7.7,7,marcos-victor,CEA,,9.0,4.0,1.0,4.0,1.0,4.0,,,,,,,,,,,,,
520,Rodriguinho,False,31,4,Rodriguinho,115563,354,1.42,-0.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5,0.0,Rodrigo Henrique Santos de Souza,0.0,6,rodriguinho,CEA,,,5.0,1.0,1.0,,,,,,,,,,,1.0,,,,
521,Emerson Galego,False,31,5,E. Galego,115586,286,3.01,1.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2,0.0,Emerson Mendes de Carvalho,0.0,6,emerson-galego,JUV,,1.0,,,2.0,,,,,,,,,,,,,,,
522,Marcos Paulo,False,31,2,M. Paulo,115594,286,2.45,1.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,13,0.0,Marcos Paulo Lima Batista Silva,0.0,7,marcos-paulo,JUV,5.0,14.0,20.0,2.0,4.0,,2.0,,2.0,,,,,,,1.0,,,1.0,
523,Gabriel Delfim,False,31,1,G. Delfim,115674,282,2.55,1.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1,0.0,Gabriel Delfim Ferreira,0.0,6,gabriel-delfim,CAM,,,,,,,,,,,,3.0,2.0,,,,,,,
524,Evertton Araújo,True,31,4,E. Araújo,115914,262,3.64,2.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,13,-1.11,Everton Gustavo Fernandes Araújo,-3.3,3,evertton-araujo,FLA,2.0,14.0,15.0,1.0,8.0,,,,4.0,1.0,,,,,,1.0,,,,
525,Victor Hugo,True,31,4,V. Hugo,116034,277,3.54,1.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,7,0.27,Victor Hugo Gomes Silva,2.4,6,victor-hugo,SAN,,4.0,2.0,1.0,2.0,,,,2.0,,,,,,,,,,,
526,Cuiabano,True,31,2,Cuiabano,116065,263,9.8,5.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,21,0.58,Luís Eduardo Soares da Silva,6.2,2,cuiabano,BOT,4.0,21.0,20.0,8.0,14.0,1.0,10.0,2.0,4.0,2.0,,,,1.0,,,,,,
527,Thiago Beltrame,False,31,1,T. Beltrame,116067,284,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,0.0,Thiago Beltrame Stallbaum,0.0,6,thiago-beltrame,GRE,,,,,,,,,,,,,,,,,,,,
528,Hércules,True,31,4,Hércules,116447,266,5.67,3.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,25,-0.59,Hércules Pereira do Nascimento,-0.6,7,hercules,FLU,1.0,28.0,30.0,10.0,11.0,,,,4.0,3.0,,,,1.0,,,,,,
529,Jamerson,False,31,2,Jamerson,116461,287,7.87,5.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,12,0.0,Jamerson Santos de Jesus,0.0,5,jamerson,VIT,,20.0,8.0,6.0,7.0,1.0,2.0,2.0,5.0,,,,,,,,,,,
530,Lucas Gazal,False,31,3,L. Gazal,116589,356,4.94,3.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3,0.0,Lucas Xavier Gazal,0.0,6,lucas-gazal,FOR,2.0,3.0,5.0,3.0,1.0,,1.0,,1.0,,,,,,,,,,,
531,Andrés Gómez,True,31,5,A. Gómez,116706,267,8.01,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,10,-0.07,Carlos Andrés Gómez Hinestroza,5.9,7,andres-gomez,VAS,1.0,5.0,13.0,5.0,8.0,2.0,,4.0,8.0,,,,,,,,,,,
532,Gabriel Knesowitsch,False,31,3,G. Knesowitsch,117061,2305,5.95,4.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4,0.0,Gabriel Knesowitsch,0.0,6,gabriel-knesowitsch,MIR,,3.0,1.0,1.0,3.0,,2.0,,2.0,,,,,,,,,,,
533,Thiago Borbas,False,31,5,T. Borbas,117314,280,2.3,1.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,16,0.0,Thiago Nicolás Borbas Silva,0.0,6,thiago-borbas,RBB,4.0,8.0,15.0,5.0,7.0,,,1.0,3.0,1.0,,,,,,,,,,
534,Robert Renan,True,31,3,R. Renan,117330,267,7.31,4.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,9,0.06,Robert Renan Alves Barbosa,5.9,7,robert-renan,VAS,1.0,11.0,10.0,3.0,2.0,,4.0,,1.0,,,,,,,,,,,
535,Cipriano,False,31,3,Cipriano,117336,286,1.82,-2.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2,0.0,João Luiz da Silva Cipriano,0.0,6,cipriano,JUV,1.0,,2.0,,,,,,,,,,,,,1.0,,,,
536,Renato Marques,True,31,5,R. Marques,117403,2305,3.42,1.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,3,-0.59,Renato Marques de Oliveira Júnior,0.0,7,renato-marques,MIR,,1.0,,2.0,2.0,,,,1.0,,,,,,,,,,,
537,Otávio,False,31,1,Otávio,117404,283,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,0.0,Otávio Eleodoro Rezende Costa,0.0,6,otavio,CRU,,,,,,,,,,,,,,,,,,,,
538,Garro,True,31,4,Garro,117632,264,12.89,3.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,15,0.82,Rodrigo Garro,5.9,7,garro,COR,5.0,7.0,19.0,6.0,41.0,1.0,,3.0,6.0,,,,,2.0,,,,,,
539,Young,False,31,1,Young,117818,276,3.03,2.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2,0.0,Young Navarro Moraes,0.0,6,young,SAO,,,,,,,,,,,,6.0,3.0,,,,,,,
540,Breno Bidon,False,31,4,B. Bidon,117910,264,6.52,3.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,27,0.0,Breno de Souza Bidon,0.0,7,breno-bidon,COR,7.0,41.0,60.0,9.0,72.0,1.0,,1.0,4.0,1.0,1.0,,,1.0,,1.0,,,1.0,
541,Lavega,False,31,5,Lavega,117930,266,3.98,1.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2,0.0,Joaquín Lavega Colzada,0.0,6,lavega,FLU,,,,,4.0,1.0,,,1.0,,,,,,,,,,,
542,Iago,False,31,3,Iago,118090,262,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0.0,Iago Teodoro da Silva Nogueira,0.0,6,iago,FLA,,,,,,,,,,,,,,,,,,,,
543,Rodriguinho,False,31,4,Rodriguinho,118563,276,3.04,2.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,18,0.0,Rodrigo Huendra Almeida Mendonça,0.0,6,rodriguinho,SAO,5.0,15.0,16.0,13.0,4.0,3.0,,1.0,5.0,,,,,1.0,,,,,,
544,Kevyson,False,31,2,Kevyson,118701,292,2.1,1.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,8,0.0,Kevyson Costa e Silva,0.0,6,kevyson,SPT,2.0,4.0,6.0,1.0,2.0,,1.0,,,,,,,,,,,,,
545,Mateus Carvalho,True,31,4,M. Carvalho,118752,267,3.0,0.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,16,-0.13,Mateus Carvalho dos Santos,0.0,6,mateus-carvalho,VAS,1.0,9.0,16.0,3.0,5.0,,,,,,,,,,,,,,,
546,Alexsander,True,31,4,Alexsander,118774,282,7.61,4.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7,0.64,Alexsander Cristhian Gomes da Costa - Christian,5.5,6,alexsander,CAM,3.0,19.0,13.0,1.0,9.0,,,,1.0,,,,,,,,,,,
547,Lautaro Díaz,True,31,5,L. Díaz,118775,277,4.69,3.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,15,-0.33,Lautaro Ariel Díaz,0.6,7,lautaro-diaz,SAN,2.0,10.0,15.0,9.0,7.0,4.0,,1.0,3.0,2.0,,,,1.0,,,,,,
548,Bruninho,False,31,4,Bruninho,121668,356,5.37,9.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1,0.0,Bruno César Pereira Silva,0.0,6,bruninho,FOR,,5.0,,1.0,2.0,,,,,,,,,,,,,,,
549,Paulo Ricardo,False,31,2,P. Ricardo,121766,267,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,0.0,Paulo Ricardo de Souza Babilônia,0.0,5,paulo-ricardo,VAS,,,,,,,,,,,,,,,,,,,,
550,André,True,31,5,André,121792,284,4.98,4.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,18,0.29,André Henrique da Silva Martins,3.0,6,andre,GRE,3.0,12.0,7.0,10.0,11.0,1.0,,2.0,6.0,3.0,,,,2.0,,,,,1.0,
551,Kauê,False,31,1,Kauê,121823,264,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0,0.0,Kauê Vinicius de Souza Camargo,0.0,6,kaue,COR,,,,,,,,,,,,,,,,,,,,
552,Kayke,False,31,5,Kayke,121824,264,1.85,1.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,0.0,Kayke Ferrari Guimarães,0.0,6,kayke,COR,,4.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,
553,Hudson,False,31,4,Hudson,121866,286,0.92,-0.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4,0.0,Hudson Alexandre Batista da Silva,0.0,6,hudson,JUV,2.0,3.0,6.0,,,,,,,,,,,,,1.0,,,,
554,Edison Negueba,False,31,5,E. Negueba,122166,286,3.42,1.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2,0.0,Edison Custódio dos Santos,0.0,6,edison-negueba,JUV,,2.0,,,,,,,,,,,,,,,,,,
555,Ryan,False,31,2,Ryan,122300,265,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,0.0,Ryan Carlos Santos de Sousa,0.0,6,ryan,BAH,,,,,,,,,,,,,,,,,,,,
556,Cristian,True,31,5,Cristian,122302,2305,4.6,3.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,24,-0.18,Cristian Renato Gonçalves Riquelme,0.5,6,cristian,MIR,2.0,8.0,18.0,9.0,10.0,,,2.0,13.0,4.0,,,,,,,,,,
557,Dyogo Alves,False,31,1,D. Alves,122318,262,3.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0.0,Francisco Dyogo Bento Alves,0.0,6,dyogo-alves,FLA,,,,,,,,,,,,,,,,,,,,
558,Daniel Sales,False,31,2,D. Sales,122320,262,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0.0,Daniel dos Santos Sales,0.0,6,daniel-sales,FLA,,,,,,,,,,,,,,,,,,,,
