,atletas.apelido,atletas.entrou_em_campo,atletas.rodada_id,atletas.posicao_id,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube_id,atletas.preco_num,atletas.media_num,atletas.foto,atletas.jogos_num,atletas.variacao_num,atletas.nome,atletas.pontos_num,atletas.status_id,atletas.slug,atletas.clube.id.full.name,CA,DS,FC,FF,FS,I,SG,A,FD,G,PS,DE,GS,FT,V,CV,DP,PP,PC,GC
605,Jonathan Jesus,True,31,3,J. Jesus,124912,283,4.52,2.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,12,-0.52,Jonathan de Jesus Alves,2.2,6,jonathan-jesus,CRU,1.0,13.0,14.0,,3.0,1.0,4.0,,,,,,,,,1.0,,,,
606,Viery,False,31,3,Viery,125467,284,2.86,2.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2,0.0,Viery Fernandes Santos Lopes,0.0,6,viery,GRE,,,1.0,,,,1.0,,,,,,,,,,,,,
607,Alisson,False,31,4,Alisson,125469,282,4.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,0.0,Alisson Santana Lopes da Fonseca,0.0,6,alisson,CAM,,,,,,,,,,,,,,,,,,,,
608,João Pedro,True,31,3,J. Pedro,125488,264,6.73,4.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,11,0.32,João Pedro de Sousa Rodrigues,8.5,6,joao-pedro,COR,4.0,13.0,15.0,2.0,3.0,,6.0,1.0,2.0,,,,,,,,,,,
609,Marcelinho,False,31,4,Marcelinho,126120,280,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,0.0,Marcelo Braz da Silva,0.0,6,marcelinho,RBB,,,,,,,,,,,,,,,,,,,,
610,Paulinho,False,31,4,Paulinho,126182,267,3.95,0.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,8,0.0,Paulo Lucas Santos de Paula,0.0,5,paulinho,VAS,1.0,4.0,11.0,,5.0,,,,,,,,,,,,,,,
611,Derik Lacerda,True,31,5,D. Lacerda,126216,292,8.19,5.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,15,-0.95,Derik Gean Severino Lacerda,2.0,7,derik-lacerda,SPT,7.0,12.0,26.0,15.0,20.0,8.0,,,14.0,5.0,,,,2.0,,,,,,
612,Barreal,True,31,4,Barreal,126471,277,10.0,6.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,26,-1.19,Álvaro Martín Barreal,2.0,7,barreal,SAN,2.0,43.0,21.0,15.0,17.0,4.0,,1.0,8.0,8.0,,,,2.0,,,,,,
613,Bahia,False,31,4,Bahia,127242,264,2.65,2.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2,0.0,Luiz Gustavo Lemos Carvalho,0.0,6,bahia,COR,,3.0,,1.0,1.0,,,,,,,,,,,,,,,
614,Julio Fidélis,False,31,2,J. Fidélis,127932,266,7.17,7.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3,0.0,Julio Cesar Lima Fidelis,0.0,6,julio-fidelis,FLU,,5.0,2.0,3.0,7.0,,1.0,1.0,,,,,,,,,,,,
615,Rayan Lucas,False,31,4,R. Lucas,128590,262,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0.0,Rayan Lucas Marques de Souza,0.0,6,rayan-lucas,FLA,,,,,,,,,,,,,,,,,,,,
616,Felipe Cardoso,False,31,4,F. Cardoso,129317,287,2.21,0.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3,0.0,Felipe Cardoso,0.0,6,felipe-cardoso,VIT,,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
617,Ruan Pablo,False,31,5,R. Pablo,129663,265,0.84,0.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3,0.0,Ruan Pablo Barbosa Sousa,0.0,6,ruan-pablo,BAH,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,
618,Pablo,False,31,1,Pablo,129665,267,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,0.0,Pablo de Paula Cardoso,0.0,6,pablo,VAS,,,,,,,,,,,,,,,,,,,,
619,JP,False,31,4,JP,129666,267,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,0.0,João Pedro Murilo de Paula Morais,0.0,6,jp,VAS,,,,,,,,,,,,,,,,,,,,
620,Cristhian Loor,False,31,1,C. Loor,129930,263,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,0.0,Cristhian Joel Loor Santamaría - Christian,0.0,6,cristhian-loor,BOT,,,,,,,,,,,,,,,,,,,,
621,Noriega,True,31,4,Noriega,130048,284,4.43,1.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,10,0.12,Erick Carlos Noriega Loret de Mola,1.9,7,noriega,GRE,1.0,12.0,9.0,3.0,9.0,,,,,,,,,,,,,,2.0,
622,Léo Nannetti,False,31,1,L. Nannetti,130189,262,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0.0,Leonardo Nannetti Lopes,0.0,6,leo-nannetti,FLA,,,,,,,,,,,,,,,,,,,,
623,Carbone,False,31,2,Carbone,130190,262,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0.0,João Victor Schlickmann Carbone,0.0,6,carbone,FLA,,,,,,,,,,,,,,,,,,,,
624,Euder,False,31,4,Euder,130252,267,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,0.0,Euder Galdino da Silva,0.0,6,euder,VAS,,,,,,,,,,,,,,,,,,,,
625,Leandrinho,False,31,2,Leandrinho,130254,267,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,0.0,Leandro Viana da Silva Gama,0.0,6,leandrinho,VAS,,,,,,,,,,,,,,,,,,,,
626,Guilherme Estrella,False,31,4,G. Estrella,130255,267,3.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,0.0,Guilherme Estrella de Paiva,0.0,6,guilherme-estrella,VAS,,,,,,,,,,,,,,,,,,,,
627,Lukas Zuccarello,False,31,4,L. Zuccarello,130279,267,1.9,0.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2,0.0,Lukas Rocha Zuccarello,0.0,6,lukas-zuccarello,VAS,,1.0,1.0,,,,,,,,,,,,,,,,,
628,Phillipe Gabriel,False,31,1,P. Gabriel,130280,267,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,0.0,Phillipe Gabriel Pires de Oliveira,0.0,6,phillipe-gabriel,VAS,,,,,,,,,,,,,,,,,,,,
629,Rhyan,False,31,1,Rhyan,130305,263,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,0.0,Rhyan Luca Carvalho de Arruda,0.0,6,rhyan,BOT,,,,,,,,,,,,,,,,,,,,
630,Rafael Pinna,False,31,5,R. Pinna,130316,286,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0,0.0,Rafael Oliveira Pinna,0.0,6,rafael-pinna,JUV,,,,,,,,,,,,,,,,,,,,
631,Maykon,False,31,2,Maykon,130319,287,4.92,3.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,8,0.0,Maykon Kesley de Jesus Ramalho,0.0,6,maykon,VIT,1.0,9.0,16.0,3.0,6.0,,3.0,,1.0,,,,,,,,,,,
632,Guilherme Gomes,False,31,4,G. Gomes,130382,262,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0.0,Guilherme Henrique Bernardineli Gomes,0.0,6,guilherme-gomes,FLA,,,,,,,,,,,,,,,,,,,,
633,Maceió,False,31,5,Maceió,130386,2305,2.81,0.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,6,0.0,Everton Leandro de Oliveira Santos,0.0,6,maceio,MIR,1.0,1.0,2.0,4.0,3.0,1.0,,,1.0,,,,,,,,,,1.0,
634,Luiz Gustavo,False,31,3,L. Gustavo,130393,265,1.8,1.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5,0.0,Luiz Gustavo Marinho Ribeiro dos Santos,0.0,6,luiz-gustavo,BAH,3.0,4.0,4.0,,2.0,,1.0,,,,,,,,,,,,,
635,Marlon,False,31,5,Marlon,130507,286,1.11,0.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,1,0.0,Marlon Santos Teodoro,0.0,6,marlon,JUV,,,1.0,1.0,,,,,,,,,,,,,,,,
636,Riquelme Fillipi,False,31,5,R. Fillipi,130608,275,0.92,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1,0.0,Riquelme Fillipi Marinho de Souza,0.0,6,riquelme-fillipi,PAL,,,,,,,,,,,,,,,,,,,,
637,Luighi,False,31,5,Luighi,130612,275,2.95,1.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,6,0.0,Luighi Hanri Sousa Santos,0.0,6,luighi,PAL,,4.0,5.0,,4.0,2.0,,,,,,,,,,,,,,
638,Edenílson,False,31,4,Edenílson,130620,287,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,0.0,Edenílson Santos Nascimento Filho,0.0,6,edenilson,VIT,,,,,,,,,,,,,,,,,,,,
639,Bernal,False,31,4,Bernal,130650,266,3.78,2.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,15,0.0,Facundo Bernal Cruz,0.0,6,bernal,FLU,5.0,21.0,14.0,5.0,11.0,,,,4.0,,,,,,,,,,,1.0
640,Boateng,False,31,3,Boateng,130711,280,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,0.0,Stanley Boateng Osei,0.0,6,boateng,RBB,,,,,,,,,,,,,,,,,,,,
641,Souza,False,31,2,Souza,130811,277,8.38,4.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,16,0.0,João Victor de Souza Menezes,0.0,7,souza,SAN,3.0,25.0,15.0,6.0,11.0,1.0,2.0,2.0,4.0,1.0,1.0,,,,,,,,1.0,
642,Andrei,False,31,3,Andrei,130869,287,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,0.0,Andrei Gabriel dos Santos Ferreira,0.0,6,andrei,VIT,,,,,,,,,,,,,,,,,,,,
643,Riquelme,False,31,4,Riquelme,130889,284,2.62,1.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,9,0.0,Riquelme Freitas dos Santos,0.0,5,riquelme,GRE,,6.0,2.0,2.0,11.0,,,,1.0,,,,,,,,,,,
644,Felipe Preis,False,31,1,F. Preis,131116,276,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,0.0,Felipe Gabriel Preis,0.0,6,felipe-preis,SAO,,,,,,,,,,,,,,,,,,,,
645,Jardiel,False,31,5,Jardiel,131455,284,0.84,0.17,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3,0.0,Jardiel Maciel Libertino da Silva,0.0,6,jardiel,GRE,,,,,1.0,,,,,,,,,,,,,,,
646,Hyan,False,31,4,Hyan,131515,277,1.19,0.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2,0.0,Hyan Carvalho Machado Silva,0.0,6,hyan,SAN,,1.0,2.0,,1.0,,,,,,,,,,,,,,,
647,JP Chermont,False,31,2,J. Chermont,131516,277,6.05,4.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,5,0.0,João Pedro Chermont Crema,0.0,6,jp-chermont,SAN,3.0,14.0,9.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
648,André Silva,False,31,5,A. Silva,131617,276,6.73,4.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,19,0.0,André Oliveira e Silva,0.0,5,andre-silva,SAO,5.0,11.0,20.0,10.0,20.0,5.0,,2.0,5.0,5.0,,,,1.0,,,,,,
649,Felipe Longo,False,31,1,F. Longo,131753,264,3.02,3.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2,0.0,Felipe Longo Fernandes da Silva,0.0,6,felipe-longo,COR,,,,,1.0,,1.0,,,,,4.0,3.0,,,,,,,
650,Isac,False,31,3,Isac,131762,276,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,0.0,Isac Silvestre da Silva,0.0,6,isac,SAO,,,,,,,,,,,,,,,,,,,,
651,Kevyn,False,31,3,Kevyn,131765,280,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,0.0,Kevyn Henrique Monteiro de Souza,0.0,6,kevyn,RBB,,,,,,,,,,,,,,,,,,,,
652,Serna,True,31,5,Serna,132071,266,6.46,4.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,25,-1.14,Kevin Steven Serna Jaramillo,1.2,7,serna,FLU,3.0,25.0,13.0,6.0,26.0,3.0,,3.0,9.0,4.0,1.0,,,,,,,,,
653,Arroyo,True,31,5,Arroyo,132264,283,7.8,4.96,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7,1.42,Keny Alexander Arroyo Alvarado,11.6,6,arroyo,CRU,1.0,5.0,3.0,4.0,9.0,,,1.0,7.0,1.0,,,,,,,,,,
654,Jemmes,True,31,3,Jemmes,132553,2305,6.01,4.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,29,0.28,Jemmes Bruno Ribeiro da Silva,5.2,7,jemmes,MIR,2.0,53.0,29.0,8.0,9.0,1.0,9.0,,1.0,1.0,,,,,,,,,,
655,Davi Barbosa,False,31,1,D. Barbosa,132560,287,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,0.0,Davi Barbosa da Silva Novaes,0.0,6,davi-barbosa,VIT,,,,,,,,,,,,,,,,,,,,
656,Vinicinho,False,31,5,Vinicinho,132580,280,5.82,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,21,0.0,Vinicius Mendonça Pereira,0.0,5,vinicinho,RBB,2.0,20.0,16.0,6.0,35.0,4.0,,2.0,6.0,,1.0,,,,,,,,,
657,Gui Negão,True,31,5,G. Negão,133543,264,3.48,2.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,16,-0.07,Guilherme William Silva Inácio,0.0,6,gui-negao,COR,3.0,11.0,26.0,2.0,21.0,3.0,,1.0,,3.0,,,,,,,,,,
658,Igão,False,31,3,Igão,133623,276,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,0.0,Igor Odoni Gomes,0.0,6,igao,SAO,,,,,,,,,,,,,,,,,,,,
659,Alysson,True,31,5,Alysson,133669,284,6.32,4.76,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,22,-0.95,Alysson Edward Franco da Rocha dos Santos,5.3,7,alysson,GRE,3.0,36.0,17.0,11.0,42.0,3.0,,2.0,6.0,1.0,1.0,,,1.0,,,,,,
660,Gustavo Reis,False,31,1,G. Reis,133671,280,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,0.0,Gustavo Reis de Alcântara,0.0,6,gustavo-reis,RBB,,,,,,,,,,,,,,,,,,,,
661,Mateus Xavier,False,31,4,M. Xavier,133673,277,1.0,0.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3,0.0,Mateus Xavier de Sousa,0.0,6,mateus-xavier,SAN,,1.0,,,,,,,,,,,,,,,,,,
662,Benedetti,False,31,3,Benedetti,133679,275,2.61,1.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2,0.0,Luiz Gustavo Roncholeta Benedetti,0.0,6,benedetti,PAL,,2.0,2.0,1.0,,,,,,,,,,,,,,,,
663,Wallace Davi,False,31,4,W. Davi,133696,266,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,0.0,Wallace Davi Nunes da Silva Dias,0.0,6,wallace-davi,FLU,,,,,,,,,,,,,,,,,,,,
664,Yago Noal,False,31,4,Y. Noal,134246,285,1.14,0.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2,0.0,Yago Eduardo Noal Lopes,0.0,6,yago-noal,INT,,1.0,1.0,,,,,,,,,,,,,,,,,
665,Larson,False,31,4,Larson,136156,275,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0,0.0,Larson Torna Ferreira dos Santos,0.0,6,larson,PAL,,,,,,,,,,,,,,,,,,,,
666,Luis Otávio,False,31,4,L. Otávio,136306,285,2.92,2.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,15,0.0,Luis Otávio Costa de Aquino,0.0,7,luis-otavio,INT,,15.0,5.0,2.0,12.0,1.0,,,2.0,,,,,,,,,,,
667,Sanabria,False,31,5,Sanabria,136955,265,4.39,1.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,8,0.0,Mateo Naín Sanabria Doracio,0.0,5,sanabria,BAH,,3.0,5.0,2.0,18.0,2.0,,,2.0,,,,,,,1.0,,,,
668,Micael,False,31,5,Micael,137375,292,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0,0.0,Micael de Barros Viturino,0.0,6,micael,SPT,,,,,,,,,,,,,,,,,,,,
669,Kaique Kenji,False,31,5,K. Kenji,137542,283,1.09,0.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2,0.0,Kaique Kenji Takamura Correa,0.0,6,kaique-kenji,CRU,,,,,2.0,,,,,,,,,,,,,,,
670,Clayton Sampaio,False,31,3,C. Sampaio,137618,285,4.16,2.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,9,0.0,Clayton Sampaio Pereira,0.0,6,clayton-sampaio,INT,2.0,8.0,10.0,2.0,1.0,,2.0,,2.0,,,,,1.0,,,,,,
671,Palacios,False,31,3,Palacios,138021,280,1.7,1.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2,0.0,Sergio Stevan Palacios Zapata,0.0,6,palacios,RBB,2.0,,3.0,,1.0,,1.0,,,,,,,,,,,,,
672,Figueiredo,False,31,4,Figueiredo,139001,275,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0,0.0,Vitor dos Santos Figueiredo,0.0,5,figueiredo,PAL,,,,,,,,,,,,,,,,,,,,
673,Filipe Luís,True,31,6,F. Luís,139076,262,13.01,7.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,30,1.02,Filipe Luís Kasmirski,9.22,7,filipe-luis,FLA,,,,,,,,,,,,,,,19.0,,,,,
674,Pedro Kauã,False,31,3,P. Kauã,139200,285,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0,0.0,Pedro Kauã Rodrigues Machado,0.0,6,pedro-kaua,INT,,,,,,,,,,,,,,,,,,,,
675,Kauã Prates,False,31,2,K. Prates,139345,283,4.6,3.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5,0.0,Kauã Prates de Almeida,0.0,6,kaua-prates,CRU,1.0,4.0,4.0,,1.0,1.0,3.0,,,,,,,,,,,,,
676,Caio Maia,False,31,5,C. Maia,139455,282,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,0.0,Caio da Silva Maia,0.0,5,caio-maia,CAM,,,,,,,,,,,,,,,,,,,,
677,João Marcelo,False,31,5,J. Marcelo,140364,282,3.46,1.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7,0.0,João Marcelo Soares de Freitas,0.0,6,joao-marcelo,CAM,,1.0,3.0,2.0,,2.0,,1.0,3.0,,,,,,,,,,,
678,Riquelme Felipe,False,31,5,R. Felipe,140484,266,3.43,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5,0.0,Riquelme Felipe Silva de Almeida,0.0,6,riquelme-felipe,FLU,,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
679,João Victor,True,31,3,J. Victor,140492,262,3.63,4.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,1,1.63,João Victor de Souza Cunha,4.7,6,joao-victor,FLA,,,1.0,,,,1.0,,,,,,,,,,,,,
680,João Alves,False,31,4,J. Alves,140494,262,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,0.0,João Victor Alves Ferreira,0.0,6,joao-alves,FLA,,,,,,,,,,,,,,,,,,,,
681,Ryan Francisco,False,31,5,R. Francisco,140542,276,3.62,2.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,0.0,Ryan Francisco Rodrigues dos Santos Silva,0.0,5,ryan-francisco,SAO,,,4.0,2.0,5.0,1.0,,,,2.0,,,,,,,,,,
682,David Martins,False,31,4,D. Martins,140726,265,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,0.0,David Martins Almeida de Lira,0.0,6,david-martins,BAH,,,,,,,,,,,,,,,,,,,,
683,Davi Gomes,False,31,5,D. Gomes,140906,280,2.91,2.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5,0.0,Davi Gomes de Alvarenga,0.0,6,davi-gomes,RBB,,1.0,2.0,2.0,4.0,,,,1.0,1.0,,,,,,,,,,
684,Bruno Bertinato,False,31,1,B. Bertinato,140908,2305,2.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,0.0,Bruno Oliveira Bertinato,0.0,6,bruno-bertinato,MIR,,,,,,,,,,,,,,,,,,,,
685,Kaio Borges,False,31,2,K. Borges,141039,266,1.0,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,0.0,Kaio Borges Correa,0.0,6,kaio-borges,FLU,,,,,,,,,,,,,,,,,,,,
