,atletas.preco_num,atletas.foto,atletas.media_num,atletas.posicao_id,atletas.slug,atletas.atleta_id,atletas.clube_id,atletas.jogos_num,atletas.nome,atletas.entrou_em_campo,atletas.apelido,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.pontos_num,atletas.variacao_num,atletas.rodada_id,atletas.status_id,CA,DS,FC,FD,FF,FS,G,I,SG,A,PS,DE,GS,FT,CV,V,DP,PC,PP,GC
73,5.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.5,4,carrillo,77485,264,18,André Martín Carrillo Díaz,False,Carrillo,Carrillo,COR,0.0,0.0,33,7,3.0,21.0,26.0,1.0,5.0,13.0,1.0,2.0,,1.0,,,,,,,,,,
74,6.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3.38,2,cedric-soares,77656,276,23,Cédric Ricardo Alves Soares,False,Cédric Soares,C. Soares,SAO,0.0,0.0,33,2,1.0,23.0,10.0,,4.0,8.0,,,6.0,2.0,,,,,,,,,,
75,7.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4.16,4,sergio-oliveira,77664,292,14,Sérgio Miguel Relvas de Oliveira,True,Sérgio Oliveira,S. Oliveira,SPT,0.0,-1.11,33,6,5.0,22.0,16.0,6.0,8.0,11.0,1.0,,,1.0,,,,1.0,,,,,,
76,5.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.56,5,romarinho,77738,287,5,Romário Ricardo da Silva,False,Romarinho,Romarinho,VIT,0.0,0.0,33,6,,2.0,,1.0,2.0,4.0,,,,,,,,,,,,,,
77,4.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.25,4,joao-schmidt,77777,277,25,João Felipe Schmidt Urbano,True,João Schmidt,J. Schmidt,SAN,3.2,0.4,33,6,7.0,34.0,38.0,2.0,7.0,12.0,,1.0,,2.0,,,,,,,,,,
78,3.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.56,5,everaldo,78117,266,23,Everaldo Stum,True,Everaldo,Everaldo,FLU,1.1,-0.05,33,2,1.0,3.0,24.0,6.0,11.0,17.0,2.0,1.0,,,,,,1.0,,,,,1.0,
79,7.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,4.06,3,gustavo-henrique,78248,264,19,Gustavo Henrique Vernes,True,Gustavo Henrique,G. Henrique,COR,2.6,0.49,33,7,4.0,18.0,19.0,7.0,5.0,7.0,2.0,,5.0,,,,,1.0,,,,,,
80,7.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.82,5,vitinho,78435,264,8,Victor Vinícius Coelho dos Santos,False,Vitinho,Vitinho,COR,0.0,0.0,33,5,,11.0,4.0,4.0,2.0,8.0,,1.0,,1.0,,,,,,,,,,
81,10.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6.59,2,rene,78445,266,22,Renê Rodrigues Martins,True,Renê,Renê,FLU,11.9,0.69,33,7,1.0,53.0,19.0,,6.0,19.0,1.0,,10.0,,,,,,,,,,,
82,5.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,1.98,4,willian-arao,78478,277,7,Willian Souza Arão da Silva,True,Willian Arão,W. Arão,SAN,2.6,-0.13,33,7,,9.0,7.0,,2.0,4.0,,1.0,,,,,,,,,,1.0,,
83,5.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,2.93,4,gabriel,78605,280,28,Gabriel Girotto Franco,True,Gabriel,Gabriel,RBB,1.9,0.29,33,6,11.0,49.0,41.0,1.0,7.0,27.0,1.0,,,,,,,1.0,,,,,,
84,11.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,7.82,2,reinaldo,78850,2305,29,Reinaldo Manoel da Silva,True,Reinaldo,Reinaldo,MIR,11.4,1.24,33,7,6.0,30.0,20.0,13.0,18.0,23.0,11.0,,8.0,6.0,,,,,,,,2.0,1.0,
85,4.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,-1.0,1,richard,78851,354,0,Richard de Oliveira Costa,False,Richard,Richard,CEA,0.0,0.0,33,6,1.0,,,,,,,,,,,,,,,,,,,
86,6.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3.99,3,thiago-santos,78855,266,8,Thiago dos Santos,False,Thiago Santos,T. Santos,FLU,0.0,0.0,33,6,2.0,6.0,8.0,,1.0,3.0,,,5.0,,,,,,,,,,,
87,2.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,2.12,1,alex-muralha,79066,2305,7,Alex Roberto Santana Rafael,False,Alex Muralha,A. Muralha,MIR,0.0,0.0,33,6,3.0,,,,,1.0,,,,,,21.0,10.0,,,,,,,
88,7.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,4.29,1,bruno-ferreira,79266,354,24,Bruno Ferreira Ventura Diniz - de Lins,True,Bruno Ferreira,B. Ferreira,CEA,10.7,1.14,33,7,2.0,,1.0,,,11.0,,,8.0,,,63.0,22.0,,,,,,,
89,8.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4.49,5,cano,79631,266,20,Germán Ezequiel Cano,False,Cano,Cano,FLU,0.0,0.0,33,6,1.0,4.0,9.0,5.0,20.0,24.0,6.0,5.0,,,,,,2.0,,,,,,
90,4.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.23,4,lucas-silva,79701,283,30,Lucas Silva Borges,False,Lucas Silva,L. Silva,CRU,0.0,0.0,33,7,6.0,24.0,45.0,2.0,11.0,22.0,2.0,,,2.0,,,,1.0,,,,,,
91,5.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.77,1,helton-leite,79973,356,4,Helton Brant Aleixo Leite,False,Helton Leite,H. Leite,FOR,0.0,0.0,33,6,,,,,,1.0,,,,,,12.0,9.0,,,,,,,
92,9.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.05,4,saul,80061,262,13,Saúl Ñíguez Esclapez,True,Saúl,Saúl,FLA,2.4,-0.42,33,7,1.0,28.0,28.0,2.0,9.0,5.0,,,,1.0,,,,1.0,,,,,,
93,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,5,ze-roberto,80076,292,0,José Roberto Assunção de Araújo Filho,False,Zé Roberto,Z. Roberto,SPT,0.0,0.0,33,6,,,,,,,,,,,,,,,,,,,,
94,6.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.15,4,jadson,80129,286,27,Jadson Alves dos Santos,True,Jadson,Jadson,JUV,11.5,1.49,33,2,8.0,42.0,36.0,3.0,7.0,45.0,,2.0,,2.0,,,,,,,,1.0,,
95,5.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.11,4,yago-pikachu,80196,356,25,Glaybson Yago Souza Lisboa,False,Yago Pikachu,Y. Pikachu,FOR,0.0,0.0,33,6,2.0,9.0,10.0,6.0,5.0,17.0,2.0,3.0,,1.0,1.0,,,1.0,,,,,,
96,9.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5.77,5,luciano,80287,276,27,Luciano da Rocha Neves,True,Luciano,Luciano,SAO,3.8,-0.81,33,7,10.0,21.0,25.0,16.0,28.0,37.0,8.0,5.0,,4.0,2.0,,,,,,,,1.0,
97,7.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.34,2,gilberto,80313,265,19,Gilberto Moraes Júnior,False,Gilberto,Gilberto,BAH,0.0,0.0,33,5,5.0,25.0,14.0,2.0,5.0,10.0,1.0,1.0,7.0,,,,,,,,,,,
98,9.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.99,2,wendell,80570,276,15,Wendell Nascimento Borges,False,Wendell,Wendell,SAO,0.0,0.0,33,5,,22.0,12.0,,3.0,16.0,,,6.0,1.0,,,,,,,,,,
99,6.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.8,4,lucas-lima,80583,292,26,Lucas Rafael Araújo Lima,True,Lucas Lima,L. Lima,SPT,2.4,-0.37,33,6,10.0,20.0,28.0,9.0,3.0,40.0,4.0,9.0,,4.0,,,,1.0,,,,,,
100,4.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2.07,4,jair,81091,267,10,Jair Rodrigues Júnior,False,Jair,Jair,VAS,0.0,0.0,33,5,3.0,14.0,12.0,,1.0,11.0,,,,,,,,,,,,,,
101,6.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.29,4,lucas-mugni,81121,354,25,Lucas Andrés Mugni,True,Lucas Mugni,L. Mugni,CEA,3.9,-0.28,33,6,5.0,31.0,30.0,4.0,7.0,11.0,2.0,2.0,,3.0,,,,1.0,,,,,,
102,7.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.19,2,mayke,81150,277,12,Mayke Rocha de Oliveira,False,Mayke,Mayke,SAN,0.0,0.0,33,7,3.0,25.0,18.0,1.0,2.0,7.0,,1.0,3.0,,,,,,,,,,,
103,5.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.58,5,goncalo-paciencia,81401,292,4,Gonçalo Mendes Paciência,False,Gonçalo Paciência,G. Paciência,SPT,0.0,0.0,33,6,,,2.0,,3.0,1.0,,,,,,,,,,,,,,
104,4.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.77,4,alisson,81845,276,26,Alisson Euler de Freitas Castro,True,Alisson,Alisson,SAO,1.5,0.12,33,7,5.0,18.0,18.0,6.0,4.0,29.0,,1.0,,1.0,,,,,,,,,,
105,11.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,5.87,1,joao-ricardo,81881,356,13,João Ricardo Riedi,False,João Ricardo,J. Ricardo,FOR,0.0,0.0,33,5,,,,,,2.0,,,6.0,,,51.0,18.0,,,,,,,1.0
106,4.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.82,4,willian-oliveira,81952,287,16,Willian Osmar de Oliveira Silva,True,Willian Oliveira,W. Oliveira,VIT,3.2,0.2,33,6,5.0,24.0,26.0,1.0,8.0,13.0,1.0,,,,,,,,,,,,,
107,4.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.6,4,chico-kim,82407,2305,11,Francisco Hyun-Sol Kim,False,Chico Kim,C. Kim,MIR,0.0,0.0,33,6,1.0,8.0,6.0,1.0,1.0,11.0,,,,,1.0,,,,,,,,,
108,8.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,4.82,4,ze-rafael,82455,277,22,José Rafael Vivian,True,Zé Rafael,Z. Rafael,SAN,7.1,0.34,33,7,4.0,46.0,34.0,2.0,13.0,47.0,1.0,,,,1.0,,,2.0,,,,,,
109,4.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,1.3,4,otavio,82463,266,6,Otávio Henrique Passos Santos,True,Otávio,Otávio,FLU,0.0,-0.32,33,6,,3.0,5.0,,1.0,8.0,,,,,,,,,,,,,,
110,8.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.55,5,luiz-araujo,82627,262,30,Luiz de Araújo Guimarães Neto,True,Luiz Araújo,L. Araújo,FLA,1.7,-0.05,33,7,2.0,32.0,31.0,10.0,15.0,24.0,6.0,1.0,,2.0,,,,2.0,,,,,,
111,7.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.87,2,tinga,82628,356,11,Guilherme de Jesus da Silva,False,Tinga,Tinga,FOR,0.0,0.0,33,6,1.0,12.0,6.0,,3.0,4.0,1.0,,3.0,,,,,,,,,,,
112,8.37,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5.41,2,marcelo-hermes,82639,286,15,Marcelo Gazella Hermes,True,Marcelo Hermes,M. Hermes,JUV,8.2,-0.16,33,7,2.0,17.0,15.0,6.0,8.0,11.0,1.0,,4.0,3.0,,,,,,,,,,
113,9.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,5.83,2,lucas-ramon,82775,2305,25,Lucas Ramon Batista Silva,True,Lucas Ramon,L. Ramon,MIR,5.2,0.64,33,7,7.0,45.0,25.0,7.0,6.0,36.0,2.0,3.0,6.0,3.0,1.0,,,,,,,,,
114,5.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.28,3,rafael-thyere,83048,292,17,Rafael Thyere de Albuquerque Marques,True,Rafael Thyere,R. Thyere,SPT,0.0,-0.27,33,6,2.0,13.0,9.0,1.0,2.0,6.0,,,3.0,,,,,1.0,,,,,,
115,5.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.18,2,alan-benitez,83251,285,9,Alan Max Benítez Domínguez,False,Alan Benítez,A. Benítez,INT,0.0,0.0,33,6,,5.0,5.0,3.0,,,,,2.0,,,,,,,,,,,
116,6.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,3.19,5,gabriel,83257,283,26,Gabriel Barbosa Almeida,True,Gabriel,Gabriel,CRU,0.0,-0.12,33,7,5.0,5.0,5.0,10.0,11.0,10.0,6.0,9.0,,2.0,,,,1.0,,,,,1.0,
117,9.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.86,3,leo-pereira,83528,262,29,Leonardo Pereira,True,Léo Pereira,L. Pereira,FLA,8.5,0.86,33,7,5.0,19.0,22.0,3.0,8.0,12.0,4.0,,15.0,,,,,1.0,,,,2.0,,
118,3.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.84,3,neris,83786,287,9,Hueglo dos Santos Neris,True,Neris,Neris,VIT,6.5,0.5,33,6,1.0,2.0,11.0,2.0,2.0,4.0,,2.0,3.0,,,,,,1.0,,,,,
119,7.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.71,5,tiquinho-soares,84042,277,25,Francisco das Chagas Soares dos Santos Meireles,False,Tiquinho Soares,T. Soares,SAN,0.0,0.0,33,6,3.0,8.0,28.0,7.0,12.0,35.0,2.0,5.0,,3.0,1.0,,,,,,,,,
120,3.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.8,1,ruan-carneiro,84094,286,3,Eudes Ruan de Souza Carneiro,False,Ruan Carneiro,R. Carneiro,JUV,0.0,0.0,33,6,,,,,,,,,1.0,,,8.0,4.0,,,,,,,
121,4.77,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.2,3,jemerson,84263,284,9,Jemerson de Jesus Nascimento,False,Jemerson,Jemerson,GRE,0.0,0.0,33,6,3.0,11.0,14.0,1.0,1.0,3.0,1.0,,1.0,,,,,1.0,,,,,,
122,4.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1.55,4,fernando-sobral,84428,354,25,Fernando Pereira do Nascimento,False,Fernando Sobral,F. Sobral,CEA,0.0,0.0,33,7,7.0,24.0,31.0,,5.0,14.0,1.0,1.0,,,,,,,,,,,,
123,3.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2.24,5,romarinho,84523,292,20,José Romário Silva de Souza,True,Romarinho,Romarinho,SPT,0.5,-0.22,33,6,,5.0,2.0,2.0,4.0,23.0,2.0,2.0,,1.0,,,,,,,,,,
124,7.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,4.3,4,lucas-romero,84558,283,30,Lucas Daniel Romero,True,Lucas Romero,L. Romero,CRU,0.2,-0.52,33,7,11.0,63.0,34.0,3.0,9.0,45.0,1.0,1.0,,3.0,,,,,,,,,,
125,6.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.36,4,lucas-evangelista,84674,275,19,Lucas Evangelista Santana de Oliveira,False,Lucas Evangelista,L. Evangelista,PAL,0.0,0.0,33,6,2.0,23.0,20.0,4.0,2.0,20.0,2.0,,,1.0,,,,,,,,,,
126,6.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.2,4,jorginho,84735,262,14,Jorge Luiz Frello Filho,False,Jorginho,Jorginho,FLA,0.0,0.0,33,6,5.0,18.0,20.0,1.0,2.0,8.0,1.0,,,,,,,,,,,,,
127,8.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.93,2,varela,84816,262,18,Guillermo Varela Olivera,True,Varela,Varela,FLA,2.2,-0.77,33,6,,10.0,5.0,1.0,1.0,9.0,,2.0,10.0,4.0,,,,,,,,1.0,,
128,5.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,2.74,3,luan-peres,84847,277,22,Luan Peres Petroni,True,Luan Peres,L. Peres,SAN,2.8,0.29,33,7,6.0,27.0,28.0,1.0,2.0,13.0,,1.0,5.0,,,,,,,,,,,
129,4.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.64,4,oscar-romero,85034,285,16,Óscar David Romero Villamayor,True,Óscar Romero,O. Romero,INT,1.2,-0.06,33,6,3.0,9.0,8.0,1.0,5.0,18.0,,,,1.0,,,,,,,,1.0,,
130,12.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.02,5,memphis-depay,85048,264,21,Memphis Depay,True,Memphis Depay,M. Depay,COR,0.9,-0.38,33,7,4.0,8.0,18.0,13.0,15.0,31.0,5.0,2.0,,3.0,,,,3.0,,,,,1.0,
131,6.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.4,1,vinicius-silvestre,85083,356,2,Vinicius Silvestre da Costa,False,Vinicius Silvestre,V. Silvestre,FOR,0.0,0.0,33,6,,,,,,1.0,,,,,,11.0,6.0,,,,,,,
132,5.35,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,3.01,4,danielzinho,85403,2305,30,Daniel de Oliveira Sertanejo,True,Danielzinho,Danielzinho,MIR,3.2,-0.08,33,7,4.0,30.0,32.0,4.0,12.0,62.0,,2.0,,2.0,1.0,,,1.0,,,,,,
133,6.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,-1.0,1,joao-paulo,85425,265,0,João Paulo Silva Martins,False,João Paulo,J. Paulo,BAH,0.0,0.0,33,6,2.0,,,,,,,,,,,,,,,,,,,
134,2.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.15,4,alex-santana,85465,284,10,Alex Paulo Menezes Santana,False,Alex Santana,A. Santana,GRE,0.0,0.0,33,5,5.0,1.0,12.0,,4.0,11.0,,1.0,,,,,,,,,,,,
135,2.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.22,4,ricardo-ryller,85856,287,17,Ricardo Ryller Ribeiro Lino Silva,True,Ricardo Ryller,R. Ryller,VIT,0.0,-0.14,33,6,3.0,15.0,28.0,4.0,2.0,7.0,,1.0,,,,,,,,,,,,
136,4.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.57,5,aylon,85930,354,18,Aylon Darwin Tavella,False,Aylon,Aylon,CEA,0.0,0.0,33,6,4.0,12.0,20.0,4.0,6.0,18.0,2.0,2.0,,,1.0,,,1.0,,,,,,
137,3.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,1.69,4,hyoran,85931,292,9,Hyoran Kaue Dalmoro,False,Hyoran,Hyoran,SPT,0.0,0.0,33,6,2.0,4.0,15.0,2.0,3.0,6.0,,1.0,,1.0,,,,1.0,,,,,,
138,3.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.65,5,bolasie,86292,283,14,Yannick Bolasie,False,Bolasie,Bolasie,CRU,0.0,0.0,33,6,1.0,3.0,10.0,1.0,1.0,3.0,,1.0,,1.0,,,,,,,,,,
139,4.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.68,2,victor-luis,86410,267,4,Victor Luis Chuab Zamblauskas,False,Victor Luis,V. Luis,VAS,0.0,0.0,33,6,,,,1.0,,1.0,,,1.0,,,,,,,,,,,
140,5.65,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.71,5,keno,86485,266,15,Marcos da Silva França,True,Keno,Keno,FLU,0.0,0.0,33,6,1.0,4.0,5.0,2.0,9.0,19.0,1.0,,,2.0,,,,,,,,,,
141,4.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2.2,1,jandrei,86508,286,12,Jandrei Chitolina Carniel,True,Jandrei,Jandrei,JUV,2.9,-0.57,33,7,2.0,,,,,2.0,,,2.0,,,28.0,19.0,,,,,,,
142,2.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.92,4,richardson,86536,354,14,Richardson Fernandes dos Santos,True,Richardson,Richardson,CEA,-0.3,-0.56,33,6,3.0,8.0,11.0,2.0,1.0,8.0,,,,,,,,,,,,,,
143,4.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,1.79,4,tche-tche,86686,267,24,Danilo das Neves Pinheiro,True,Tchê Tchê,T. Tchê,VAS,3.1,0.31,33,7,2.0,11.0,23.0,3.0,5.0,40.0,1.0,1.0,,,,,,,,,,,,
144,4.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,1.86,4,richard,86711,285,5,Richard Cândido Coelho,True,Richard,Richard,INT,4.5,0.58,33,6,,3.0,5.0,,1.0,5.0,,,,,,,,1.0,,,,,,
145,6.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.1,5,everton,86757,262,18,Everton Sousa Soares,True,Everton,Everton,FLA,0.0,-0.39,33,6,,8.0,10.0,4.0,9.0,2.0,1.0,1.0,,1.0,,,,1.0,,,,,,
146,2.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.6,4,matheus-rossetto,86766,356,14,Matheus Rossetto,True,Matheus Rossetto,M. Rossetto,FOR,-1.3,-0.27,33,6,1.0,6.0,4.0,,,3.0,,,,,,,,,,,,,,
147,4.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,3.1,2,reginaldo,86820,286,15,Reginaldo Lopes de Jesus,False,Reginaldo,Reginaldo,JUV,0.0,0.0,33,6,1.0,11.0,6.0,1.0,2.0,10.0,,1.0,3.0,2.0,,,,,,,,,,
148,3.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.89,4,jose-welison,86859,356,9,José Welison da Silva,False,José Welison,J. Welison,FOR,0.0,0.0,33,6,3.0,12.0,7.0,,2.0,5.0,,,,,,,,,,,,,,
