,atletas.posicao_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.foto,atletas.atleta_id,atletas.status_id,atletas.clube_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.pontos_num,atletas.apelido_abreviado,atletas.entrou_em_campo,atletas.apelido,atletas.rodada_id,atletas.preco_num,atletas.slug,atletas.variacao_num,atletas.nome,CA,DS,FC,FS,SG,FD,FF,I,CV,A,FT,G,DE,DP,GS,PS,PC,V,PP,GC
310,1,-3.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,100830,6,356,FOR,0,0.0,Brenno,False,Brenno,11,3.71,brenno,0.0,Brenno Oliveira Fraga Costa,,,,,,,,,1.0,,,,,,,,,,,
311,3,2.75,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,100842,5,276,SAO,4,0.0,Ruan,False,Ruan,11,6.04,ruan,0.0,Ruan Tressoldi Netto,1.0,5.0,5.0,2.0,1.0,,,,,,,,,,,,,,,
312,2,2.05,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,100846,6,284,GRE,4,0.0,L. Esteves,False,Lucas Esteves,11,5.64,lucas-esteves,0.0,Lucas Esteves de Souza,,5.0,4.0,1.0,,,3.0,,,,,,,,,,1.0,,,
313,2,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,100848,6,284,GRE,0,0.0,L. Cândido,False,Luan Cândido,11,7.0,luan-candido,0.0,Luan Cândido de Almeida,,,,,,,,,,,,,,,,,,,,
314,2,6.76,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,100898,6,263,BOT,10,9.1,Vitinho,True,Vitinho,11,10.43,vitinho,0.39,Victor Alexander da Silva,1.0,21.0,10.0,3.0,6.0,,1.0,2.0,,,,1.0,,,,,,,,
315,4,1.01,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,100969,7,287,VIT,9,1.3,R. Lopes,True,Ronald Lopes,11,2.8,ronald-lopes,-0.19,Ronald dos Santos Lopes,2.0,6.0,16.0,6.0,,2.0,2.0,1.0,,,,,,,,,,,,
316,4,2.49,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,100987,6,266,FLU,7,4.4,Nonato,True,Nonato,11,5.33,nonato,0.55,Gustavo Nonato Santana,3.0,11.0,7.0,8.0,,1.0,1.0,,,,,,,,,,,,,
317,5,2.73,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,101002,6,282,CAM,6,1.5,J. Santos,True,Júnior Santos,11,7.16,junior-santos,-0.4,José Antonio dos Santos Júnior,1.0,2.0,1.0,4.0,,2.0,3.0,1.0,,,,1.0,,,,,,,,
318,2,7.09,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,101027,6,354,CEA,9,1.7,Diego,True,Diego,11,9.82,diego,-1.67,Jackson Diego Ibraim Fagundes - Ibrahim,1.0,14.0,4.0,26.0,4.0,1.0,1.0,,,2.0,,,,,,,,,,
319,5,8.35,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,101290,5,276,SAO,7,0.0,Ferreira,False,Ferreira,11,10.53,ferreira,0.0,Aldemir dos Santos Ferreira,2.0,9.0,5.0,17.0,,1.0,6.0,1.0,,2.0,,3.0,,,,,,,,
320,5,1.98,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,101314,2,265,BAH,8,0.5,Ademir,True,Ademir,11,4.22,ademir,-0.32,Ademir da Silva Santos Júnior,2.0,6.0,7.0,15.0,,1.0,3.0,2.0,,,,,,,,,,,,
321,2,5.5,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,101319,6,266,FLU,5,6.5,Guga,True,Guga,11,8.31,guga,-0.54,Cláudio Rodrigues Gomes,1.0,8.0,2.0,5.0,1.0,,2.0,,,,,1.0,,,,,,,,
322,1,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,101478,6,266,FLU,0,0.0,M. Pitaluga,False,Marcelo Pitaluga,11,3.0,marcelo-pitaluga,0.0,Marcelo de Araújo Pitaluga Filho,,,,,,,,,,,,,,,,,,,,
323,4,1.38,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,101573,6,287,VIT,5,0.0,Pepê,False,Pepê,11,4.34,pepe,0.0,João Pedro Vilardi Pinto,1.0,6.0,7.0,8.0,,,,,1.0,,,,,,,,,,,
324,1,3.82,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,101574,7,264,COR,6,7.6,H. Souza,True,Hugo Souza,11,9.08,hugo-souza,0.18,Hugo de Souza Nogueira,1.0,,,,3.0,,,,,,,,13.0,,8.0,,,,,
325,4,3.05,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,101594,6,267,VAS,9,0.0,H. Moura,False,Hugo Moura,11,5.24,hugo-moura,0.0,Hugo Moura Arruda da Silva,2.0,16.0,16.0,7.0,,2.0,3.0,,,1.0,,,,,,,,,,1.0
326,2,4.18,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,101597,6,285,INT,4,5.0,Ramon,True,Ramon,11,6.78,ramon,0.29,Ramon Ramos Lima,1.0,6.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,
327,4,2.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,101651,6,286,JUV,2,4.0,Peixoto,True,Peixoto,11,3.54,peixoto,0.81,Daniel Nascimento Peixoto dos Santos,,2.0,,2.0,,,,,,,,,,,,,,,,
328,2,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,101708,6,356,FOR,0,0.0,F. Jonatan,False,Felipe Jonatan,11,6.0,felipe-jonatan,0.0,Felipe Jonatan Rocha Andrade,,,,,,,,,,,,,,,,,,,,
329,2,6.28,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,101727,7,264,COR,8,8.2,Matheuzinho,True,Matheuzinho,11,10.92,matheuzinho,0.01,Matheus França Silva,4.0,24.0,7.0,5.0,3.0,1.0,2.0,,,,,,,,,,,,,
330,2,1.95,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,101752,7,287,VIT,9,6.7,Claudinho,True,Claudinho,11,5.23,claudinho,0.92,Claudio Coelho Salvático,4.0,10.0,8.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,
331,4,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,101768,6,267,VAS,0,0.0,J. David,False,Jean David,11,3.0,jean-david,0.0,Jean David Meneses Villarroel,,,,,,,,,,,,,,,,,,,,
332,2,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,101820,6,284,GRE,0,0.0,Mayk,False,Mayk,11,2.0,mayk,0.0,Mayksilvan da Silva Ferreira,,,,,,,,,,,,,,,,,,,,
333,3,4.06,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,101908,6,354,CEA,9,4.5,W. Machado,True,Willian Machado,11,5.06,willian-machado,-0.26,Willian Estefani Machado,1.0,7.0,3.0,5.0,4.0,,3.0,,,,1.0,,,,,,,,,
334,5,2.27,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,101960,2,285,INT,8,3.0,Vitinho,True,Vitinho,11,5.23,vitinho,-0.2,Vitor Hugo Naum dos Santos,2.0,11.0,13.0,8.0,,1.0,3.0,1.0,,,,,,,,,,,,
335,3,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,101995,7,356,FOR,0,0.0,Brítez,False,Brítez,11,7.0,britez,0.0,Emanuel Fermín Brítez,,,,,,,,,,,,,,,,,,,,
336,2,5.74,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,102130,6,275,PAL,11,1.1,Piquerez,True,Piquerez,11,11.19,piquerez,-0.2,Joaquín Piquerez Moreira,2.0,11.0,6.0,5.0,5.0,3.0,9.0,,,,,2.0,,,,,,,1.0,
337,1,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,102137,6,266,FLU,0,0.0,V. Eudes,False,Vitor Eudes,11,2.0,vitor-eudes,0.0,Vitor Eudes de Souza Costa,,,,,,,,,,,,,,,,,,,,
338,3,2.5,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,102253,3,287,VIT,11,5.2,L. Halter,True,Lucas Halter,11,4.1,lucas-halter,0.23,Lucas Halter,3.0,8.0,5.0,1.0,1.0,1.0,3.0,1.0,,,1.0,1.0,,,,,,,,
339,4,1.35,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,102256,7,277,SAN,11,2.2,Rollheiser,True,Rollheiser,11,5.93,rollheiser,-0.33,Benjamín Rollheiser,2.0,5.0,11.0,10.0,,,6.0,1.0,,,1.0,,,,,,,,,
340,2,4.4,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,102318,6,282,CAM,4,0.0,C. Paulista,False,Caio Paulista,11,7.63,caio-paulista,0.0,Caio Fernando de Oliveira,1.0,4.0,4.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,
341,3,4.51,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,102340,7,264,COR,7,6.7,Cacá,True,Cacá,11,6.91,caca,0.39,Carlos de Menezes Júnior,1.0,4.0,5.0,7.0,3.0,,2.0,,,,,1.0,,,,,,,,
342,5,0.98,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,102561,6,263,BOT,6,-0.8,Mastriani,True,Mastriani,11,4.29,mastriani,-0.9,Gonzalo Mathías Mastriani Borges,1.0,2.0,4.0,2.0,,1.0,4.0,3.0,,,,,,,,,,,,
343,4,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,102909,6,276,SAO,0,0.0,L. Vinícius,False,Luan Vinícius,11,5.0,luan-vinicius,0.0,Luan Vinícius da Silva Santos,,,,,,,,,,,,,,,,,,,,
344,5,3.76,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,102928,5,266,FLU,8,0.0,Canobbio,False,Canobbio,11,7.81,canobbio,0.0,Agustín Canobbio Graviz,1.0,11.0,10.0,10.0,,2.0,3.0,2.0,,,,1.0,,,,,,,,
345,5,4.53,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,102950,6,275,PAL,9,0.0,F. Torres,False,Facundo Torres,11,10.06,facundo-torres,0.0,Facundo Daniel Torres Pérez,1.0,8.0,5.0,6.0,,3.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,
346,2,7.05,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,102975,7,277,SAN,10,1.9,Escobar,True,Escobar,11,9.68,escobar,0.16,Gonzalo Daniel Escobar,1.0,41.0,17.0,9.0,2.0,1.0,3.0,,1.0,,,,,,,,,,,
347,5,3.69,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,103014,2,280,RBB,7,0.0,Laquintana,False,Laquintana,11,5.69,laquintana,0.0,Ignacio Jesús Laquintana Marsico - Nacho,,5.0,1.0,1.0,,,3.0,3.0,,,,2.0,,,,,,,,
348,1,4.76,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,103056,6,277,SAN,11,2.9,G. Brazão,True,Gabriel Brazão,11,6.23,gabriel-brazao,-1.48,Gabriel Nascimento Rezende Brazão - Resende,,1.0,,2.0,3.0,,,,,,,,36.0,,12.0,,,,,
349,4,3.45,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,103295,7,280,RBB,11,0.0,E. Ramires,True,Eric Ramires,11,5.92,eric-ramires,-0.59,Eric dos Santos Rodrigues,1.0,14.0,10.0,8.0,,2.0,2.0,,,1.0,,1.0,,,,,,,,
350,4,2.85,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,103388,2,356,FOR,8,1.4,E. Martínez,True,Emmanuel Martínez,11,5.64,emmanuel-martinez,-0.19,Leandro Emmanuel Martínez,5.0,7.0,12.0,7.0,,3.0,1.0,,,1.0,,1.0,,,,,,,,
351,5,11.83,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,103445,7,283,CRU,10,19.3,K. Jorge,True,Kaio Jorge,11,16.94,kaio-jorge,1.12,Kaio Jorge Pinto Ramos,2.0,14.0,7.0,16.0,,6.0,12.0,4.0,,2.0,2.0,8.0,,,,1.0,,,1.0,
352,3,3.16,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,103523,6,266,FLU,7,5.0,Ignácio,True,Ignácio,11,6.68,ignacio,0.63,Ignácio da Silva Oliveira,,6.0,7.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,,
353,1,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,103662,6,265,BAH,0,0.0,D. Júnior,False,Dênis Júnior,11,3.0,denis-junior,0.0,Dênis de Oliveira Aguiar Júnior,,,,,,,,,,,,,,,,,,,,
354,2,4.87,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,103672,6,266,FLU,3,0.0,G. Fuentes,False,Gabriel Fuentes,11,8.0,gabriel-fuentes,0.0,Gabriel Rafael Fuentes Gómez,1.0,11.0,3.0,,,,,,,,,,,,,,,,,
355,3,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,103684,6,285,INT,0,0.0,K. Rocha,False,Kaíque Rocha,11,5.0,kaique-rocha,0.0,Kaíque Rocha Lima,,,,,,,,,,,,,,,,,,,,
356,5,1.25,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,103764,6,277,SAN,6,0.0,G. Veron,False,Gabriel Veron,11,3.88,gabriel-veron,0.0,Gabriel Veron Fonseca de Souza,,3.0,1.0,3.0,,1.0,1.0,2.0,,,,,,,,,,,,
357,4,1.68,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,103767,2,282,CAM,7,0.5,G. Menino,True,Gabriel Menino,11,5.05,gabriel-menino,-0.12,Gabriel Vinícius Menino,,1.0,3.0,6.0,,2.0,1.0,,,1.0,,,,,,,,,,
358,6,5.25,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,104027,6,2305,MIR,11,7.26,R. Guanaes,True,Rafael Guanaes,11,6.98,rafael-guanaes,0.04,Rafael Silva Guanaes,,,,,,,,,,,,,,,,,,4.0,,
359,3,2.04,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,104075,7,276,SAO,5,1.0,Sabino,True,Sabino,11,4.79,sabino,-0.59,José Sabino Chagas Monteiro,1.0,1.0,6.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,
360,3,4.82,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,104085,6,275,PAL,8,6.0,B. Fuchs,True,Bruno Fuchs,11,7.64,bruno-fuchs,0.81,Bruno de Lara Fuchs,2.0,9.0,4.0,5.0,5.0,,1.0,,,,,,,,,,,,,
361,1,4.58,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,104118,7,287,VIT,10,9.2,L. Arcanjo,True,Lucas Arcanjo,11,8.39,lucas-arcanjo,1.28,Lucas Willians Assis Arcanjo,1.0,,,1.0,1.0,,,,,,,,41.0,,12.0,,,,,
362,5,2.71,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,104134,6,287,VIT,8,2.1,Fabri,True,Fabri,11,4.34,fabri,0.02,Fabrício do Rosário dos Santos,,7.0,11.0,7.0,,1.0,6.0,,,1.0,,,,,,,,,,
363,1,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,104191,6,263,BOT,0,0.0,Raul,False,Raul,11,2.0,raul,0.0,Raul Jonas Steffens,,,,,,,,,,,,,,,,,,,,
364,5,5.46,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,104204,6,2305,MIR,10,2.0,E. Carioca,True,Edson Carioca,11,7.05,edson-carioca,-0.21,Edson Guilherme Mendes dos Santos,1.0,10.0,10.0,10.0,,4.0,10.0,2.0,,2.0,,2.0,,,,,,,,
365,3,4.11,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,104250,7,267,VAS,10,6.5,J. Victor,True,João Victor,11,6.94,joao-victor,-0.45,João Victor da Silva Marcelino,1.0,12.0,7.0,7.0,2.0,2.0,3.0,,,,1.0,1.0,,,,,,,,1.0
366,3,2.22,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,104253,6,286,JUV,5,0.0,A. Martins,False,Adriano Martins,11,5.51,adriano-martins,0.0,Adriano Martins da Fonseca,1.0,4.0,3.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,
367,2,3.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,104257,5,284,GRE,1,0.0,J. Lucas,False,João Lucas,11,5.14,joao-lucas,0.0,João Lucas de Almeida Carvalho,,2.0,,,,,,,,,,,,,,,,,,
368,2,4.79,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,104271,6,292,SPT,11,-0.6,Hereda,True,Hereda,11,5.91,hereda,-1.24,Diogo Hereda da Silva,1.0,17.0,12.0,18.0,2.0,2.0,7.0,2.0,,1.0,,,,,,,,,,
369,4,3.86,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,104502,3,283,CRU,9,7.9,Christian,True,Christian,11,7.23,christian,1.13,Christian Roberto Alves Cardoso,3.0,12.0,16.0,11.0,,2.0,5.0,3.0,,1.0,,1.0,,,,,,,,
370,4,1.45,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,104519,6,284,GRE,8,0.0,Camilo,False,Camilo,11,3.15,camilo,0.0,Camilo Reijers de Oliveira,,9.0,10.0,1.0,,,2.0,,,,,,,,,,1.0,,,
371,5,7.19,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,104528,6,263,BOT,9,0.0,I. Jesus,False,Igor Jesus,11,12.62,igor-jesus,0.0,Igor Jesus Maciel da Cruz,,1.0,9.0,22.0,,10.0,10.0,1.0,,1.0,2.0,3.0,,,,,,,,
372,1,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,104588,6,280,RBB,0,0.0,Fabrício,False,Fabrício,11,2.0,fabricio,0.0,Fabrício Oliveira de Souza,,,,,,,,,,,,,,,,,,,,
373,4,0.28,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,104640,6,2305,MIR,4,0.0,M. Bianqui,True,Matheus Bianqui,11,3.15,matheus-bianqui,-0.5,Matheus Henrique Bianqui,1.0,2.0,3.0,,,,,,,,,,,,,,,,,
374,5,3.53,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,104666,5,356,FOR,3,0.0,Moisés,False,Moisés,11,11.49,moises,0.0,Moisés Vieira da Veiga,1.0,2.0,1.0,1.0,,1.0,3.0,2.0,,1.0,,,,,,,,,,
375,4,0.07,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,104693,6,263,BOT,3,0.0,Newton,False,Newton,11,2.56,newton,0.0,Newton Araújo da Costa Júnior,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
376,6,5.36,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,104754,7,356,FOR,10,2.83,J. Vojvoda,True,Juan Vojvoda,11,10.23,juan-vojvoda,-0.26,Juan Pablo Vojvoda Rizzo,,,,,,,,,,,,,,,,,,2.0,,
377,2,5.11,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,104758,7,276,SAO,10,4.9,E. Díaz,True,Enzo Díaz,11,8.54,enzo-diaz,-0.02,Enzo Hernán Díaz,3.0,27.0,20.0,8.0,2.0,1.0,3.0,1.0,,1.0,,,,,,,3.0,,,
378,2,4.1,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,104759,7,277,SAN,6,0.0,L. Godoy,False,Leo Godoy,11,6.18,leo-godoy,0.0,Leonardo Ezequiel Godoy,1.0,7.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
379,4,2.47,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,104783,6,265,BAH,7,3.2,Acevedo,True,Acevedo,11,4.67,acevedo,0.03,Nicolás Brian Acevedo Tabárez,1.0,11.0,3.0,3.0,,1.0,,,,,,,,,,,,,,
380,5,3.3,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,104849,6,284,GRE,7,0.0,Arezo,False,Arezo,11,5.8,arezo,0.0,Douglas Matías Arezo Martínez,1.0,2.0,3.0,2.0,,3.0,2.0,2.0,,1.0,1.0,1.0,,,,,,,,
381,1,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,104933,6,284,GRE,0,0.0,J. Meurer,False,Jorge Meurer,11,2.0,jorge-meurer,0.0,Jorge Meurer Bartholdy,,,,,,,,,,,,,,,,,,,,
382,3,3.38,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,104994,7,284,GRE,11,6.4,W. Leonardo,True,Wagner Leonardo,11,7.1,wagner-leonardo,0.24,Wagner Leonardo Calvelo de Souza,2.0,12.0,11.0,2.0,3.0,3.0,,1.0,,1.0,,,,,,,,,,
383,3,0.0,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,105047,5,283,CRU,0,0.0,J. Marcelo,False,João Marcelo,11,7.0,joao-marcelo,0.0,João Marcelo Messias Ferreira,,,,,,,,,,,,,,,,,,,,
384,5,1.03,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,105171,6,2305,MIR,8,0.5,F. Daniel,True,Fabrício Daniel,11,2.93,fabricio-daniel,-0.11,Fabrício Daniel de Souza,,,5.0,5.0,,2.0,6.0,,,,,,,,,,,,,
385,2,4.88,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,105213,5,280,RBB,4,0.0,Sant'Anna,False,Sant'Anna,11,6.78,sant-anna,0.0,Ariel Agustín Sant'Anna Quintero,1.0,7.0,3.0,1.0,1.0,,3.0,,,,1.0,,,,,,,,,
386,4,1.92,,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,105214,6,263,BOT,5,2.4,S. Rodríguez,True,Santiago Rodríguez,11,5.2,santiago-rodriguez,-0.08,Santiago Mariano Rodríguez Molina,,3.0,2.0,1.0,,3.0,2.0,,,,,,,,,,,,,
