,atletas.clube.id.full.name,atletas.foto,atletas.media_num,atletas.nome,atletas.status_id,atletas.jogos_num,atletas.apelido,atletas.slug,atletas.pontos_num,atletas.preco_num,atletas.rodada_id,atletas.atleta_id,atletas.clube_id,atletas.variacao_num,atletas.entrou_em_campo,atletas.apelido_abreviado,atletas.posicao_id,A,CA,DS,FC,FD,FF,FS,G,I,PS,V,SG,FT,CV,DE,DP,GS,PP,PC,GC
255,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.47,Vinícius Moreira de Lima,6,19,Lima,lima,5.5,5.51,27,96340,266,0.39,True,Lima,4,1.0,2.0,5.0,13.0,4.0,7.0,22.0,2.0,1.0,,,,1.0,,,,,,,
256,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1.49,Charles Rigon Mattos,6,11,Charles,charles,0.0,2.96,27,96342,264,0.0,False,Charles,4,,2.0,15.0,17.0,1.0,,2.0,,2.0,,,,,,,,,,1.0,
257,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1.77,Carlos Joaquín Correa,6,11,Joaquín Correa,joaquin-correa,0.0,7.56,27,96353,263,0.0,False,J. Correa,5,,1.0,5.0,5.0,5.0,4.0,11.0,,2.0,,,,,,,,,,,
258,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,7.66,Matheus Fellipe Costa Pereira,7,25,Matheus Pereira,matheus-pereira,11.8,15.4,27,96610,283,0.67,True,M. Pereira,4,7.0,5.0,35.0,28.0,16.0,18.0,77.0,5.0,6.0,,,,2.0,,,,,,,
259,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.56,Allan Rodrigues de Souza,6,13,Allan,allan,0.0,2.22,27,96652,262,0.0,False,Allan,4,,2.0,5.0,19.0,2.0,2.0,7.0,,,,,,,,,,,,,
260,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.97,Emiliano Ariel Rigoni,6,3,Rigoni,rigoni,0.0,5.25,27,96684,276,0.0,False,Rigoni,5,1.0,1.0,,5.0,2.0,1.0,1.0,,3.0,,,,1.0,1.0,,,,,,
261,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3.48,Renzo Saravia,6,8,Saravia,saravia,0.0,6.02,27,96725,282,0.0,False,Saravia,2,,1.0,6.0,11.0,,2.0,3.0,,,,,4.0,,,,,,,,
262,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.9,Cleidson Andrade da Souza Silva,7,6,Camutanga,camutanga,2.5,5.13,27,96793,287,-0.36,True,Camutanga,3,,2.0,5.0,6.0,1.0,2.0,2.0,,1.0,,,2.0,,,,,,,,
263,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1.27,Carlos Moisés de Lima,3,4,Carlinhos,carlinhos,-3.0,4.3,27,96831,287,-0.41,False,Carlinhos,5,,2.0,1.0,8.0,,4.0,,1.0,2.0,,,,,1.0,,,,,,
264,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6.27,Emerson Aparecido Leite de Souza Júnior,6,7,Emerson Royal,emerson-royal,9.0,11.04,27,96870,262,0.95,True,E. Royal,2,,,17.0,8.0,,1.0,14.0,1.0,,,,1.0,,,,,,,,
265,JUV,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,Gastón Guruceaga Fagúndez,6,0,Guruceaga,guruceaga,0.0,4.0,27,96874,286,0.0,False,Guruceaga,1,,,,,,,,,,,,,,,,,,,,
266,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6.17,Carlos Eccehomo Cuesta Figueroa,6,3,Carlos Cuesta,carlos-cuesta,0.0,10.72,27,97095,267,0.0,False,C. Cuesta,3,,1.0,4.0,4.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,
267,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,3.93,Mathías Adalberto Villasanti Rolón,5,15,Villasanti,villasanti,0.0,9.45,27,97145,284,0.0,False,Villasanti,4,,5.0,42.0,24.0,,4.0,10.0,,,,,,,,,,,,,
268,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4.1,Alesson dos Santos Batista,7,13,Alesson,alesson,-0.4,5.88,27,97321,2305,-1.53,True,Alesson,5,3.0,1.0,9.0,15.0,,4.0,8.0,3.0,7.0,,,,,,,,,,,
269,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,5.52,Rogério Mücke Ceni,7,25,Rogério Ceni,rogerio-ceni,5.49,9.23,27,97341,265,0.15,True,R. Ceni,6,,,,,,,,,,,12.0,,,,,,,,,
270,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,3.05,João Victor Carroll Santana,7,21,João Victor,joao-victor,3.8,3.75,27,97460,2305,0.06,True,J. Victor,3,1.0,5.0,17.0,15.0,1.0,4.0,11.0,1.0,1.0,,,5.0,1.0,1.0,,,,,,
271,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6.16,Fernando Marçal de Oliveira,6,9,Marçal,marcal,0.0,9.66,27,97468,263,0.0,False,Marçal,2,,3.0,15.0,13.0,,1.0,4.0,2.0,,,,4.0,,,,,,,,
272,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,1.07,Shaylon Kallyson Cardozo - Cardoso,6,3,Shaylon,shaylon,0.0,5.02,27,97520,2305,0.0,False,Shaylon,4,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
273,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.72,Félix Eduardo Torres Caicedo,6,9,Félix Torres,felix-torres,0.0,6.74,27,97642,264,0.0,False,F. Torres,3,,1.0,14.0,12.0,,2.0,1.0,,,,,3.0,,,,,,,,
274,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,Thiago Couto Wenceslau,6,0,Thiago Couto,thiago-couto,0.0,3.0,27,97645,287,0.0,False,T. Couto,1,,,,,,,,,,,,,,,,,,,,
275,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,3.54,Murilo Cerqueira Paim,7,11,Murilo,murilo,2.7,7.58,27,97653,275,-0.49,True,Murilo,3,,4.0,10.0,15.0,1.0,4.0,2.0,1.0,,,,4.0,,,,,,,1.0,
276,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5.1,Erick de Arruda Serafim,7,21,Erick,erick,12.0,8.22,27,97810,287,1.33,True,Erick,5,4.0,5.0,16.0,17.0,6.0,13.0,52.0,3.0,1.0,,,,2.0,,,,,,,
277,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.91,Leonardo Rech Ortiz,7,24,Léo Ortiz,leo-ortiz,1.2,7.03,27,97867,262,-0.67,True,L. Ortiz,3,2.0,3.0,19.0,17.0,4.0,8.0,4.0,1.0,1.0,,,12.0,2.0,,,,,,,
278,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.01,Iago Amaral Borduchi,6,8,Iago,iago,5.0,5.19,27,97868,265,0.73,True,Iago,2,,,4.0,2.0,1.0,2.0,2.0,,1.0,,,3.0,,,,,,,,
279,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.8,Maílton dos Santos de Sá,6,3,Maílton,mailton,0.0,5.63,27,97898,276,0.0,False,Maílton,2,,,,3.0,,1.0,7.0,,,,,1.0,,,,,,,,
280,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5.34,Matheus Bahia Santos,7,16,Matheus Bahia,matheus-bahia,9.4,9.21,27,97899,354,0.91,True,M. Bahia,2,1.0,3.0,24.0,16.0,2.0,3.0,19.0,,,,,7.0,1.0,,,,,,,
281,INT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.85,Vitor Eduardo da Silva Matos,7,20,Vitão,vitao,8.9,7.71,27,97900,285,1.24,True,Vitão,3,1.0,4.0,18.0,13.0,3.0,4.0,2.0,,,,,5.0,1.0,,,,,,,1.0
282,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.53,Erick Luis Conrado de Carvalho,6,8,Erick,erick,0.0,8.32,27,98022,265,0.0,False,Erick,4,,3.0,14.0,12.0,,2.0,3.0,1.0,2.0,,,,1.0,,,,,,,
283,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.55,Pedro Raul Garay da Silva,7,22,Pedro Raul,pedro-raul,2.2,7.5,27,98225,354,0.04,True,P. Raul,5,,3.0,6.0,39.0,18.0,23.0,33.0,3.0,27.0,,,,2.0,,,,,,,
284,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,Bartolomeu Jacinto Quissanga,5,0,Bastos,bastos,0.0,11.0,27,98280,263,0.0,False,Bastos,3,,,,,,,,,,,,,,,,,,,,
285,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,Valdemir de Oliveira Soares,5,0,Val Soares,val-soares,0.0,3.0,27,98306,287,0.0,False,V. Soares,4,,,,,,,,,,,,,,,,,,,,
286,MIR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,3.78,Luiz Henrique Soares Firmino,7,21,Negueba,negueba,1.0,4.72,27,98384,2305,-0.49,True,Negueba,5,2.0,2.0,13.0,11.0,7.0,8.0,33.0,3.0,3.0,,,,,,,,,,,
287,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,2.85,Victor Hugo Soares dos Santos,6,2,Kanu,kanu,0.0,4.58,27,98484,265,0.0,False,Kanu,3,,,4.0,1.0,,,,,,,,,,,,,,,,
288,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4.11,Jean Lucas de Souza Oliveira,7,22,Jean Lucas,jean-lucas,0.9,6.13,27,98517,265,-0.32,True,J. Lucas,4,1.0,2.0,32.0,28.0,6.0,9.0,21.0,3.0,1.0,,,,1.0,1.0,,,,,1.0,
289,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3.84,Benjamín Kuščević Jaramillo,6,17,Kuscevic,kuscevic,-0.9,6.14,27,98619,356,-1.09,True,Kuscevic,3,,2.0,23.0,15.0,,3.0,4.0,1.0,1.0,,,5.0,,,,,,,,
290,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.05,Jefferson David Savarino Quintero,7,19,Savarino,savarino,3.0,9.24,27,98672,263,0.07,True,Savarino,4,2.0,1.0,7.0,8.0,13.0,13.0,15.0,3.0,5.0,,,,1.0,,,,,,,
291,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2.95,Fabrizio Germán Angileri - Fabricio,7,19,Angileri,angileri,6.5,5.41,27,98720,264,0.72,True,Angileri,2,,3.0,22.0,11.0,1.0,4.0,4.0,,1.0,,,4.0,1.0,,,,,,,
292,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7.21,Samuel Dias Lino,7,10,Samuel Lino,samuel-lino,4.4,14.77,27,98873,262,-0.35,True,S. Lino,5,4.0,,13.0,9.0,4.0,12.0,10.0,2.0,1.0,,,,,,,,,,,
293,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,4.43,Tomás Esteban Cuello,5,15,Cuello,cuello,0.0,8.28,27,98909,282,0.0,False,Cuello,5,1.0,3.0,13.0,17.0,11.0,13.0,27.0,1.0,2.0,,,,3.0,1.0,,,,,1.0,
294,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.57,Matías Nicolás Viña Susperreguy,6,7,Viña,vina,0.0,7.71,27,98974,262,0.0,False,Viña,2,,1.0,4.0,5.0,,,3.0,,,,,4.0,,,,,,,,
295,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,3.1,João Paulo Ferreira Lourenço,7,21,Lourenço,lourenco,-0.4,4.46,27,99032,354,-0.78,True,Lourenço,4,1.0,2.0,24.0,24.0,7.0,5.0,18.0,2.0,,,,,,,,,,1.0,,
296,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.18,Lucas Braga Ribeiro,6,15,Lucas Braga,lucas-braga,0.0,4.89,27,99119,287,0.0,False,L. Braga,5,,1.0,10.0,12.0,2.0,3.0,20.0,1.0,3.0,,,,,,,,,,,
297,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,6.65,Pablo Vegetti,7,22,Vegetti,vegetti,1.0,13.89,27,99198,267,-0.45,True,Vegetti,5,1.0,2.0,11.0,24.0,7.0,24.0,32.0,11.0,5.0,,,,2.0,,,,,,,1.0
298,VAS,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,3.85,José Luis Rodríguez Bebanz,6,15,Puma Rodríguez,puma-rodriguez,-0.3,5.33,27,99213,267,-0.67,True,P. Rodríguez,2,2.0,,11.0,8.0,2.0,7.0,3.0,1.0,,,,2.0,2.0,,,,,,,
299,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.82,Juan Ignacio Ramírez Polero,6,7,Ignacio Ramírez,ignacio-ramirez,0.0,2.32,27,99221,292,0.0,False,I. Ramírez,5,,1.0,1.0,6.0,3.0,3.0,2.0,,,,,,,,,,,,,
300,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,2.3,Diego Nicolás de la Cruz Arcosa,7,14,De la Cruz,de-la-cruz,0.8,7.48,27,99228,262,-0.49,True,D. Cruz,4,,4.0,13.0,14.0,3.0,6.0,25.0,,,,,,,,,,,,,
301,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1.66,Adam Fernando Bareiro Gamarra,6,10,Bareiro,bareiro,8.2,5.18,27,99248,356,1.23,True,Bareiro,5,,2.0,3.0,12.0,5.0,2.0,6.0,1.0,,,,,1.0,,,,,1.0,,
302,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.38,Tomás Pochettino,6,15,Pochettino,pochettino,2.5,10.11,27,99267,356,-0.05,True,Pochettino,4,2.0,1.0,19.0,5.0,9.0,8.0,9.0,1.0,1.0,,,,,,,,,,,
303,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4.87,Alexander Nahuel Barboza Ullúa,7,15,Alexander Barboza,alexander-barboza,1.4,9.36,27,99274,263,-0.67,True,A. Barboza,3,,9.0,32.0,27.0,2.0,5.0,2.0,,1.0,,,7.0,,,,,,,,
304,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,1.56,Juan Ignacio Dinenno de Cara,6,8,Dinenno,dinenno,0.0,4.18,27,99316,276,0.0,False,Dinenno,5,,2.0,1.0,6.0,2.0,3.0,4.0,1.0,,,,,,,,,,,,
305,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5.02,Luis Francisco Zubeldía,7,14,Luis Zubeldía,luis-zubeldia,9.43,9.01,27,99366,266,0.7,True,L. Zubeldía,6,,,,,,,,,,,4.0,,,,,,,,,
306,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.89,Michael Richard Delgado de Oliveira,6,10,Michael,michael,0.0,8.08,27,99392,262,0.0,False,Michael,5,3.0,,7.0,1.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,
307,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,3.64,Gabriel Baralhas dos Santos,7,20,Baralhas,baralhas,1.7,5.92,27,99440,287,-0.26,True,Baralhas,4,1.0,7.0,36.0,30.0,3.0,10.0,16.0,1.0,,,,,1.0,,,,,,1.0,
308,FLA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,6.04,Agustín Daniel Rossi,7,26,Rossi,rossi,2.9,9.5,27,99552,262,-1.22,True,Rossi,1,,1.0,,,,,5.0,,,,,14.0,,,60.0,3.0,13.0,,,
309,PAL,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,1.03,Paulo Henrique Sampaio Filho,5,7,Paulinho,paulinho,0.0,5.0,27,99818,275,0.0,False,Paulinho,5,,,2.0,1.0,1.0,3.0,2.0,,1.0,,,,,,,,,,,
310,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2.51,Alan Javier Franco,6,19,Alan Franco,alan-franco,1.2,5.62,27,99889,276,0.08,True,A. Franco,3,,5.0,16.0,19.0,,1.0,7.0,,1.0,,,6.0,,,,,,,,
311,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.81,Igor Silveira Gomes,7,22,Igor Gomes,igor-gomes,0.0,5.07,27,100084,282,-0.09,True,I. Gomes,4,1.0,2.0,12.0,13.0,2.0,6.0,11.0,4.0,1.0,,,,,,,,,,,
312,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.9,Pedro Augusto Borges da Costa,6,9,Pedro Augusto,pedro-augusto,1.5,1.86,27,100085,292,-0.25,True,P. Augusto,4,,3.0,9.0,9.0,,1.0,5.0,,,,,,,1.0,,,,,,
313,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5.73,Yuri Alberto Monteiro da Silva,7,17,Yuri Alberto,yuri-alberto,15.2,13.13,27,100652,264,0.71,True,Y. Alberto,5,2.0,3.0,1.0,16.0,9.0,22.0,20.0,7.0,4.0,1.0,,,1.0,,,,,1.0,,
314,RBB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,1.55,Fernando dos Santos Pedro,6,6,Fernando,fernando,6.0,4.34,27,100695,280,1.06,True,Fernando,5,,,1.0,,3.0,4.0,2.0,,,,,,,,,,,,,
315,CRU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2.18,Matheus Henrique de Souza,5,13,Matheus Henrique,matheus-henrique,2.0,5.9,27,100742,283,0.05,True,M. Henrique,4,,2.0,16.0,10.0,2.0,2.0,11.0,,,,,,,,,,,,,
316,FOR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,4.37,Brenno Oliveira Fraga Costa,7,3,Brenno,brenno,13.0,6.92,27,100830,356,2.86,True,Brenno,1,,,,,,,2.0,,,,,,,1.0,7.0,1.0,4.0,,,
317,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2.75,Ruan Tressoldi Netto,6,4,Ruan,ruan,0.0,6.04,27,100842,282,0.0,False,Ruan,3,,1.0,5.0,5.0,,,2.0,,,,,1.0,,,,,,,,
318,GRE,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.83,Lucas Esteves Souza,6,6,Lucas Esteves,lucas-esteves,0.0,4.65,27,100846,284,0.0,False,L. Esteves,2,,1.0,7.0,7.0,1.0,3.0,2.0,,,,,,,,,,,,1.0,
319,SPT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5.85,Luan Cândido de Almeida,7,4,Luan Cândido,luan-candido,0.3,9.04,27,100848,292,-2.18,True,L. Cândido,2,,1.0,9.0,7.0,1.0,,,1.0,2.0,,,1.0,,,,,,,1.0,
320,BOT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,5.72,Victor Alexander da Silva,6,24,Vitinho,vitinho,0.5,9.25,27,100898,263,-1.01,True,Vitinho,2,1.0,1.0,42.0,19.0,2.0,6.0,13.0,1.0,3.0,,,11.0,,,,,,,,
321,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.57,Ronald dos Santos Lopes,7,23,Ronald Lopes,ronald-lopes,0.0,3.66,27,100969,287,-0.49,True,R. Lopes,4,2.0,4.0,28.0,27.0,5.0,3.0,22.0,,3.0,,,,,,,,,,,
322,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,2.59,Gustavo Nonato Santana,6,12,Nonato,nonato,0.0,4.95,27,100987,266,0.0,False,Nonato,4,,3.0,13.0,10.0,1.0,3.0,12.0,1.0,,,,,,,,,,,,
323,CAM,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1.97,José Antonio dos Santos Júnior,5,16,Júnior Santos,junior-santos,0.0,5.89,27,101002,282,0.0,False,J. Santos,5,,1.0,4.0,9.0,2.0,5.0,14.0,2.0,3.0,,,,,,,,,,,
324,CEA,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,5.85,Jackson Diego Ibraim Fagundes - Ibrahim,7,23,Diego,diego,10.4,10.57,27,101027,354,0.24,True,Diego,2,2.0,3.0,34.0,20.0,3.0,6.0,52.0,,,,,9.0,1.0,,,,,,,
325,SAO,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4.67,Aldemir dos Santos Ferreira,7,18,Ferreira,ferreira,0.0,9.16,27,101290,276,0.0,False,Ferreira,5,2.0,3.0,12.0,10.0,4.0,9.0,30.0,4.0,2.0,,,,1.0,,,,,,,
326,BAH,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,3.78,Ademir da Silva Santos Júnior,6,19,Ademir,ademir,4.4,5.87,27,101314,265,0.54,True,Ademir,5,1.0,4.0,24.0,16.0,8.0,10.0,29.0,1.0,4.0,,,,,,,,,,,
327,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5.82,Cláudio Rodrigues Gomes,6,14,Guga,guga,0.0,8.48,27,101319,266,0.0,False,Guga,2,1.0,1.0,25.0,6.0,1.0,2.0,12.0,1.0,,,,5.0,,,,,,,,
328,FLU,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,-1.0,Marcelo de Araújo Pitaluga Filho,6,0,Marcelo Pitaluga,marcelo-pitaluga,0.0,2.53,27,101478,266,0.0,False,M. Pitaluga,1,,1.0,,,,,,,,,,,,,,,,,,
329,VIT,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,2.26,João Pedro Vilardi Pinto,6,13,Pepê,pepe,0.0,4.5,27,101573,287,0.0,False,Pepê,4,,3.0,20.0,22.0,1.0,1.0,20.0,,,,,,,1.0,,,,,,
330,COR,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.43,Hugo de Souza Nogueira,3,22,Hugo Souza,hugo-souza,4.0,7.81,27,101574,264,0.06,True,H. Souza,1,,3.0,,,,,1.0,,,,,7.0,,,53.0,,26.0,,,
