,atletas.slug,atletas.preco_num,atletas.foto,atletas.jogos_num,atletas.rodada_id,atletas.pontos_num,atletas.apelido,atletas.entrou_em_campo,atletas.clube_id,atletas.posicao_id,atletas.nome,atletas.clube.id.full.name,atletas.media_num,atletas.apelido_abreviado,atletas.status_id,atletas.atleta_id,atletas.variacao_num,CA,DS,FC,FD,FS,CV,FF,FT,I,PC,G,SG,DE,GS,A,PS,V,DP,GC,PP
305,paulinho,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,7,14,0.0,Paulinho,False,275,5,Paulo Henrique Sampaio Filho,PAL,1.03,Paulinho,5,99818,0.0,,2.0,1.0,1.0,2.0,,3.0,,1.0,,,,,,,,,,,
306,alan-franco,5.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,10,14,0.6,Alan Franco,True,276,3,Alan Javier Franco,SAO,1.82,A. Franco,7,99889,0.16,2.0,8.0,11.0,,3.0,,,,1.0,,,2.0,,,,,,,,
307,igor-gomes,5.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,11,14,0.0,Igor Gomes,False,282,4,Igor Silveira Gomes,CAM,3.03,I. Gomes,6,100084,0.0,,5.0,7.0,2.0,4.0,,3.0,,,,2.0,,,,1.0,,,,,
308,pedro-augusto,1.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,2,14,0.0,Pedro Augusto,False,292,4,Pedro Augusto Borges da Costa,SPT,-1.85,P. Augusto,6,100085,0.0,1.0,1.0,4.0,,,1.0,,,,,,,,,,,,,,
309,yuri-alberto,12.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,10,14,0.0,Yuri Alberto,False,264,5,Yuri Alberto Monteiro da Silva,COR,6.11,Y. Alberto,6,100652,0.0,2.0,1.0,11.0,4.0,10.0,,13.0,,2.0,,5.0,,,,1.0,,,,,
310,fernando,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,14,0.0,Fernando,False,280,5,Fernando dos Santos Pedro,RBB,0.0,Fernando,6,100695,0.0,,,,,,,,,,,,,,,,,,,,
311,matheus-henrique,8.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,2,14,0.0,Matheus Henrique,False,283,4,Matheus Henrique de Souza,CRU,1.55,M. Henrique,6,100742,0.0,1.0,2.0,3.0,,4.0,,,,,,,,,,,,,,,
312,brenno,4.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1,14,0.0,Brenno,False,356,1,Brenno Oliveira Fraga Costa,FOR,0.8,Brenno,5,100830,0.0,,,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,
313,lucas-esteves,5.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,5,14,0.0,Lucas Esteves,False,284,2,Lucas Esteves de Souza,GRE,2.58,L. Esteves,7,100846,0.0,,7.0,4.0,1.0,2.0,,3.0,,,1.0,,,,,,,,,,
314,luan-candido,7.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,14,0.0,Luan Cândido,False,284,2,Luan Cândido de Almeida,GRE,0.0,L. Cândido,6,100848,0.0,,,,,,,,,,,,,,,,,,,,
315,vitinho,11.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,12,14,11.0,Vitinho,True,263,2,Victor Alexander da Silva,BOT,7.18,Vitinho,7,100898,0.81,1.0,25.0,12.0,,6.0,,3.0,,2.0,,1.0,8.0,,,,,,,,
316,ronald-lopes,3.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,12,14,1.2,Ronald Lopes,True,287,4,Ronald dos Santos Lopes,VIT,1.88,R. Lopes,7,100969,-0.34,2.0,13.0,17.0,3.0,10.0,,2.0,,1.0,,,,,,,,,,,
317,nonato,4.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,8,14,0.5,Nonato,True,266,4,Gustavo Nonato Santana,FLU,2.24,Nonato,2,100987,-0.55,3.0,11.0,7.0,1.0,9.0,,1.0,,,,,,,,,,,,,
318,junior-santos,7.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,8,14,0.0,Júnior Santos,False,282,5,José Antonio dos Santos Júnior,CAM,3.36,J. Santos,6,101002,0.0,1.0,3.0,2.0,2.0,5.0,,4.0,,1.0,,2.0,,,,,,,,,
319,diego,10.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,11,14,2.4,Diego,True,354,2,Jackson Diego Ibraim Fagundes - Ibrahim,CEA,7.02,Diego,7,101027,-1.13,2.0,18.0,7.0,1.0,33.0,,2.0,,,,,5.0,,,2.0,,,,,
320,ferreira,9.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,9,14,1.2,Ferreira,True,276,5,Aldemir dos Santos Ferreira,SAO,6.63,Ferreira,6,101290,-0.06,2.0,9.0,5.0,2.0,17.0,,6.0,,1.0,,3.0,,,,2.0,,,,,
321,ademir,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,10,14,0.0,Ademir,False,265,5,Ademir da Silva Santos Júnior,BAH,2.46,Ademir,7,101314,0.0,2.0,9.0,10.0,3.0,19.0,,4.0,,2.0,,,,,,,,,,,
322,guga,8.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5,14,0.0,Guga,False,266,2,Cláudio Rodrigues Gomes,FLU,5.5,Guga,6,101319,0.0,1.0,8.0,2.0,,5.0,,2.0,,,,1.0,1.0,,,,,,,,
323,marcelo-pitaluga,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,14,0.0,Marcelo Pitaluga,False,266,1,Marcelo de Araújo Pitaluga Filho,FLU,0.0,M. Pitaluga,6,101478,0.0,,,,,,,,,,,,,,,,,,,,
324,pepe,4.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,6,14,0.0,Pepê,False,287,4,João Pedro Vilardi Pinto,VIT,1.15,Pepê,3,101573,0.0,1.0,6.0,7.0,,8.0,1.0,,,,,,,,,,,,,,
325,hugo-souza,9.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,9,14,7.6,Hugo Souza,True,264,1,Hugo de Souza Nogueira,COR,4.21,H. Souza,7,101574,0.97,1.0,,,,,,,,,,,4.0,23.0,11.0,,,,,,
326,hugo-moura,5.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,11,14,0.0,Hugo Moura,False,267,4,Hugo Moura Arruda da Silva,VAS,2.65,H. Moura,7,101594,0.0,3.0,18.0,21.0,3.0,7.0,,3.0,,,,,,,,1.0,,,,1.0,
327,ramon,5.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5,14,0.0,Ramon,False,285,2,Ramon Ramos Lima,INT,3.52,Ramon,6,101597,0.0,1.0,7.0,4.0,1.0,3.0,,2.0,,,,,1.0,,,,,,,,
328,peixoto,3.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2,14,0.0,Peixoto,False,286,4,Daniel Nascimento Peixoto dos Santos,JUV,2.0,Peixoto,6,101651,0.0,,2.0,,,2.0,,,,,,,,,,,,,,,
329,felipe-jonatan,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,14,0.0,Felipe Jonatan,False,2305,2,Felipe Jonatan Rocha Andrade,MIR,0.0,F. Jonatan,6,101708,0.0,,,,,,,,,,,,,,,,,,,,
330,matheuzinho,10.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,11,14,8.2,Matheuzinho,True,264,2,Matheus França Silva,COR,5.54,Matheuzinho,3,101727,1.4,6.0,29.0,9.0,1.0,5.0,,3.0,,,,,4.0,,,,,,,,
331,claudinho,5.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,10,14,0.0,Claudinho,False,287,2,Claudio Coelho Salvático,VIT,2.35,Claudinho,6,101752,0.0,4.0,10.0,10.0,1.0,7.0,,1.0,,,,,2.0,,,,,,,,
332,jean-david,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,14,0.0,Jean David,False,267,4,Jean David Meneses Villarroel,VAS,0.0,J. David,6,101768,0.0,,,,,,,,,,,,,,,,,,,,
333,willian-machado,5.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,11,14,2.7,Willian Machado,True,354,3,Willian Estefani Machado,CEA,4.15,W. Machado,7,101908,-0.42,1.0,9.0,3.0,1.0,5.0,,3.0,1.0,,,,5.0,,,,,,,,
334,vitinho,5.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,8,14,0.0,Vitinho,False,285,5,Vitor Hugo Naum dos Santos,INT,2.27,Vitinho,5,101960,0.0,2.0,11.0,13.0,1.0,8.0,,3.0,,1.0,,,,,,,,,,,
335,britez,5.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2,14,0.0,Brítez,False,356,3,Emanuel Fermín Brítez,FOR,-0.25,Brítez,7,101995,0.0,2.0,1.0,5.0,,3.0,,,,,,,,,,,,,,,
336,piquerez,11.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,12,14,3.3,Piquerez,True,275,2,Joaquín Piquerez Moreira,PAL,5.54,Piquerez,7,102130,0.31,2.0,12.0,6.0,3.0,7.0,,10.0,,,,2.0,5.0,,,,,,,,1.0
337,vitor-eudes,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,14,0.0,Vitor Eudes,False,266,1,Vitor Eudes de Souza Costa,FLU,0.0,V. Eudes,6,102137,0.0,,,,,,,,,,,,,,,,,,,,
338,lucas-halter,3.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,12,14,0.0,Lucas Halter,False,287,3,Lucas Halter,VIT,2.39,L. Halter,7,102253,0.0,3.0,9.0,6.0,1.0,1.0,,3.0,1.0,1.0,,1.0,1.0,,,,,,,,
339,rollheiser,6.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,12,14,0.0,Rollheiser,False,277,4,Benjamín Rollheiser,SAN,1.94,Rollheiser,7,102256,0.0,3.0,6.0,13.0,,11.0,,6.0,2.0,1.0,,,,,,1.0,,,,,
340,caio-paulista,7.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5,14,0.0,Caio Paulista,False,282,2,Caio Fernando de Oliveira,CAM,4.5,C. Paulista,6,102318,0.0,1.0,4.0,4.0,1.0,2.0,,2.0,,1.0,,,3.0,,,,,,,,
341,caca,7.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,10,14,8.2,Cacá,True,264,3,Carlos de Menezes Júnior,COR,4.76,Cacá,7,102340,0.21,2.0,7.0,9.0,1.0,8.0,,2.0,,,1.0,2.0,4.0,,,,,,,,
342,mastriani,4.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,14,0.0,Mastriani,False,263,5,Gonzalo Mathías Mastriani Borges,BOT,0.98,Mastriani,6,102561,0.0,1.0,2.0,4.0,1.0,2.0,,4.0,,3.0,,,,,,,,,,,
343,luan-vinicius,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,14,0.0,Luan Vinícius,False,276,4,Luan Vinícius da Silva Santos,SAO,0.0,L. Vinícius,6,102909,0.0,,,,,,,,,,,,,,,,,,,,
344,canobbio,7.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,8,14,0.0,Canobbio,False,266,5,Agustín Canobbio Graviz,FLU,3.76,Canobbio,6,102928,0.0,1.0,11.0,10.0,2.0,10.0,,3.0,,2.0,,1.0,,,,,,,,,
345,facundo-torres,11.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,10,14,9.9,Facundo Torres,True,275,5,Facundo Daniel Torres Pérez,PAL,5.07,F. Torres,7,102950,1.3,1.0,8.0,8.0,3.0,10.0,,2.0,1.0,1.0,,3.0,,,,1.0,,,,,
346,escobar,10.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,12,14,6.7,Escobar,True,277,2,Gonzalo Daniel Escobar,SAN,6.37,Escobar,7,102975,1.12,1.0,42.0,20.0,1.0,10.0,1.0,4.0,,,1.0,,3.0,,,,,,,,
347,laquintana,5.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,7,14,0.0,Laquintana,False,280,5,Ignacio Jesús Laquintana Marsico - Nacho,RBB,3.69,Laquintana,6,103014,0.0,,5.0,1.0,,1.0,,3.0,,3.0,,2.0,,,,,,,,,
348,gabriel-brazao,8.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,13,14,12.0,Gabriel Brazão,True,277,1,Gabriel Nascimento Rezende Brazão - Resende,SAN,5.59,G. Brazão,7,103056,0.94,,1.0,,,3.0,,,,,,,4.0,49.0,14.0,,,,,,
349,eric-ramires,5.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,14,14,0.8,Eric Ramires,True,280,4,Eric dos Santos Rodrigues,RBB,3.14,E. Ramires,7,103295,-0.41,1.0,17.0,11.0,2.0,10.0,,3.0,,,,1.0,,,,1.0,,,,,
350,matheus-alexandre,4.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,5,14,0.0,Matheus Alexandre,False,292,2,Matheus Alexandre Anastácio de Souza,SPT,2.04,M. Alexandre,7,103347,0.0,4.0,7.0,7.0,,2.0,,1.0,,,1.0,,1.0,,,,,,,,
351,emmanuel-martinez,5.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,10,14,0.0,Emmanuel Martínez,False,356,4,Leandro Emmanuel Martínez,FOR,2.48,E. Martínez,6,103388,0.0,5.0,8.0,15.0,3.0,10.0,,1.0,,1.0,,1.0,,,,1.0,,,,,
352,kaio-jorge,16.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,13,14,9.7,Kaio Jorge,True,283,5,Kaio Jorge Pinto Ramos,CRU,12.09,K. Jorge,7,103445,-1.82,2.0,14.0,9.0,8.0,17.0,,14.0,3.0,5.0,,12.0,,,,2.0,1.0,,,,1.0
353,ignacio,6.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7,14,0.0,Ignácio,False,266,3,Ignácio da Silva Oliveira,FLU,3.16,Ignácio,6,103523,0.0,,6.0,7.0,2.0,4.0,,1.0,,,,,2.0,,,,,,,,
354,rafael-bilu,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0,14,0.0,Rafael Bilu,False,286,5,Rafael Bilu Mudesto,JUV,0.0,R. Bilu,6,103576,0.0,,,,,,,,,,,,,,,,,,,,
355,denis-junior,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,14,0.0,Dênis Júnior,False,265,1,Dênis de Oliveira Aguiar Júnior,BAH,0.0,D. Júnior,6,103662,0.0,,,,,,,,,,,,,,,,,,,,
356,gabriel-fuentes,7.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,4,14,0.3,Gabriel Fuentes,True,266,2,Gabriel Rafael Fuentes Gómez,FLU,3.73,G. Fuentes,2,103672,-0.72,1.0,11.0,6.0,1.0,,,,,,,,,,,,,,,,
357,kaique-rocha,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0,14,0.0,Kaíque Rocha,False,285,3,Kaíque Rocha Lima,INT,0.0,K. Rocha,6,103684,0.0,,,,,,,,,,,,,,,,,,,,
358,gabriel-veron,3.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,14,0.0,Gabriel Veron,False,286,5,Gabriel Veron Fonseca de Souza,JUV,1.25,G. Veron,6,103764,0.0,,3.0,1.0,1.0,3.0,,1.0,,2.0,,,,,,,,,,,
359,gabriel-menino,5.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,9,14,0.0,Gabriel Menino,False,282,4,Gabriel Vinícius Menino,CAM,2.38,G. Menino,7,103767,0.0,,7.0,4.0,2.0,8.0,,1.0,,,,,,,,1.0,,,,,
360,hernan-crespo,9.21,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,2,14,6.81,Hernán Crespo,True,276,6,Hernán Jorge Crespo,SAO,4.59,H. Crespo,7,103912,1.09,,,,,,,,,,,,,,,,,,,,
361,rafael-guanaes,6.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,12,14,2.53,Rafael Guanaes,True,2305,6,Rafael Silva Guanaes,MIR,5.02,R. Guanaes,7,104027,-0.52,,,,,,,,,,,,,,,,,4.0,,,
362,sabino,4.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,8,14,0.0,Sabino,True,276,3,José Sabino Chagas Monteiro,SAO,1.49,Sabino,6,104075,-0.35,2.0,3.0,7.0,2.0,5.0,,2.0,,,,,1.0,,,,,,,,
363,bruno-fuchs,7.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,9,14,3.5,Bruno Fuchs,True,275,3,Bruno de Lara Fuchs,PAL,4.67,B. Fuchs,7,104085,-0.21,2.0,11.0,4.0,,6.0,,1.0,,,,,5.0,,,,,,,,
364,lucas-arcanjo,9.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,13,14,14.4,Lucas Arcanjo,True,287,1,Lucas Willians Assis Arcanjo,VIT,5.37,L. Arcanjo,7,104118,2.07,2.0,,,,2.0,,,,,,,3.0,53.0,13.0,,,,,,
365,fabri,4.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,8,14,0.0,Fabri,False,287,5,Fabrício do Rosário dos Santos,VIT,2.71,Fabri,6,104134,0.0,,7.0,11.0,1.0,7.0,,6.0,,,,,,,,1.0,,,,,
366,raul,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,14,0.0,Raul,False,263,1,Raul Jonas Steffens,BOT,0.0,Raul,6,104191,0.0,,,,,,,,,,,,,,,,,,,,
367,edson-carioca,6.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,11,14,-0.6,Edson Carioca,True,2305,5,Edson Guilherme Mendes dos Santos,MIR,4.91,E. Carioca,7,104204,-0.45,1.0,10.0,12.0,4.0,10.0,,10.0,,2.0,,2.0,,,,2.0,,,,,
368,joao-victor,6.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,12,14,0.0,João Victor,False,267,3,João Victor da Silva Marcelino,VAS,3.86,J. Victor,7,104250,0.0,2.0,16.0,8.0,2.0,8.0,,3.0,1.0,,,1.0,2.0,,,,,,,1.0,
369,adriano-martins,5.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5,14,0.0,Adriano Martins,False,286,3,Adriano Martins da Fonseca,JUV,2.22,A. Martins,6,104253,0.0,1.0,4.0,3.0,,1.0,,2.0,,1.0,,,1.0,,,,,,,,
370,joao-lucas,5.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1,14,0.0,João Lucas,False,284,2,João Lucas de Almeida Carvalho,GRE,3.0,J. Lucas,6,104257,0.0,,2.0,,,,,,,,,,,,,,,,,,
371,hereda,5.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,11,14,0.0,Hereda,False,292,2,Diogo Hereda da Silva,SPT,4.79,Hereda,6,104271,0.0,1.0,17.0,12.0,2.0,18.0,,7.0,,2.0,,,2.0,,,1.0,,,,,
372,christian,6.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,11,14,2.4,Christian,True,283,4,Christian Roberto Alves Cardoso,CRU,3.83,Christian,7,104502,-0.32,4.0,13.0,19.0,2.0,15.0,,6.0,,3.0,,1.0,,,,2.0,,,,,
373,camilo,3.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,8,14,0.0,Camilo,False,284,4,Camilo Reijers de Oliveira,GRE,1.45,Camilo,6,104519,0.0,,9.0,10.0,,1.0,,2.0,,,1.0,,,,,,,,,,
374,fabricio,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,14,0.0,Fabrício,False,280,1,Fabrício Oliveira de Souza,RBB,0.0,Fabrício,5,104588,0.0,,,,,,,,,,,,,,,,,,,,
375,matheus-bianqui,3.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,5,14,1.2,Matheus Bianqui,True,2305,4,Matheus Henrique Bianqui,MIR,0.46,M. Bianqui,6,104640,-0.1,1.0,3.0,4.0,,,,,,,,,,,,,,,,,
376,moises,11.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3,14,0.0,Moisés,False,356,5,Moisés Vieira da Veiga,FOR,3.53,Moisés,5,104666,0.0,1.0,2.0,1.0,1.0,1.0,,3.0,,2.0,,,,,,1.0,,,,,
377,newton,2.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3,14,0.0,Newton,False,263,4,Newton Araújo da Costa Júnior,BOT,0.07,Newton,6,104693,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
378,enzo-diaz,8.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,13,14,7.5,Enzo Díaz,True,276,2,Enzo Hernán Díaz,SAO,4.7,E. Díaz,7,104758,1.2,3.0,33.0,27.0,1.0,11.0,,5.0,,1.0,3.0,,2.0,,,1.0,,,,,
379,acevedo,4.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,8,14,0.0,Acevedo,False,265,4,Nicolás Brian Acevedo Tabárez,BAH,2.16,Acevedo,7,104783,0.0,1.0,11.0,3.0,1.0,3.0,,,,,,,,,,,,,,,
380,jorge-meurer,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,14,0.0,Jorge Meurer,False,284,1,Jorge Meurer Bartholdy,GRE,0.0,J. Meurer,6,104933,0.0,,,,,,,,,,,,,,,,,,,,
381,wagner-leonardo,6.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,13,14,0.0,Wagner Leonardo,False,284,3,Wagner Leonardo Calvelo de Souza,GRE,3.05,W. Leonardo,7,104994,0.0,2.0,13.0,12.0,4.0,2.0,,,,1.0,,,3.0,,,1.0,,,,,
382,joao-marcelo,7.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,14,0.0,João Marcelo,False,283,3,João Marcelo Messias Ferreira,CRU,0.0,J. Marcelo,5,105047,0.0,,,,,,,,,,,,,,,,,,,,
