,atletas.apelido_abreviado,atletas.foto,atletas.jogos_num,atletas.apelido,atletas.minimo_para_valorizar,atletas.nome,atletas.atleta_id,atletas.posicao_id,atletas.entrou_em_campo,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.clube.id.full.name,atletas.slug,atletas.variacao_num,CA,DS,FC,FD,FF,FS,SG,DE,DP,GS,G,I,V,A,FT,PS,CV,PC,PP,GC
311,Liziero,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,Liziero,,Igor Matheus Liziero Pereira,100761,4,False,6,0.0,0.0,276,5.0,12,SAO,liziero,0.0,,,,,,,,,,,,,,,,,,,,
312,Brenno,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0,Brenno,,Brenno Oliveira Fraga Costa,100830,1,False,6,0.0,-3.0,356,3.71,12,FOR,brenno,0.0,,,,,,,,,,,,,,,,,1.0,,,
313,Ruan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,4,Ruan,,Ruan Tressoldi Netto,100842,3,False,5,0.0,2.75,276,6.04,12,SAO,ruan,0.0,1.0,5.0,5.0,,,2.0,1.0,,,,,,,,,,,,,
314,L. Esteves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4,Lucas Esteves,,Lucas Esteves de Souza,100846,2,False,6,0.0,2.05,284,5.64,12,GRE,lucas-esteves,0.0,,5.0,4.0,,3.0,1.0,,,,,,,,,,,,1.0,,
315,L. Cândido,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,Luan Cândido,,Luan Cândido de Almeida,100848,2,False,6,0.0,0.0,284,7.0,12,GRE,luan-candido,0.0,,,,,,,,,,,,,,,,,,,,
316,Vitinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,10,Vitinho,,Victor Alexander da Silva,100898,2,False,7,0.0,6.76,263,10.43,12,BOT,vitinho,0.0,1.0,21.0,10.0,,1.0,3.0,6.0,,,,1.0,2.0,,,,,,,,
317,R. Lopes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,10,Ronald Lopes,,Ronald dos Santos Lopes,100969,4,True,7,8.2,1.73,287,4.04,12,VIT,ronald-lopes,1.24,2.0,10.0,16.0,3.0,2.0,8.0,,,,,,1.0,,,,,,,,
318,Nonato,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7,Nonato,,Gustavo Nonato Santana,100987,4,False,7,0.0,2.49,266,5.33,12,FLU,nonato,0.0,3.0,11.0,7.0,1.0,1.0,8.0,,,,,,,,,,,,,,
319,J. Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,7,Júnior Santos,,José Antonio dos Santos Júnior,101002,5,True,2,8.0,3.48,282,8.27,12,CAM,junior-santos,1.11,1.0,2.0,1.0,2.0,3.0,4.0,,,,,2.0,1.0,,,,,,,,
320,Diego,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,9,Diego,,Jackson Diego Ibraim Fagundes - Ibrahim,101027,2,False,7,0.0,7.09,354,9.82,12,CEA,diego,0.0,1.0,14.0,4.0,1.0,1.0,26.0,4.0,,,,,,,2.0,,,,,,
321,Ferreira,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,7,Ferreira,,Aldemir dos Santos Ferreira,101290,5,False,5,0.0,8.35,276,10.53,12,SAO,ferreira,0.0,2.0,9.0,5.0,1.0,6.0,17.0,,,,,3.0,1.0,,2.0,,,,,,
322,Ademir,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,9,Ademir,,Ademir da Silva Santos Júnior,101314,5,True,7,4.0,2.2,265,4.75,12,BAH,ademir,0.53,2.0,8.0,8.0,1.0,4.0,16.0,,,,,,2.0,,,,,,,,
323,Guga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,5,Guga,,Cláudio Rodrigues Gomes,101319,2,False,6,0.0,5.5,266,8.31,12,FLU,guga,0.0,1.0,8.0,2.0,,2.0,5.0,1.0,,,,1.0,,,,,,,,,
324,M. Pitaluga,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,Marcelo Pitaluga,,Marcelo de Araújo Pitaluga Filho,101478,1,False,6,0.0,0.0,266,3.0,12,FLU,marcelo-pitaluga,0.0,,,,,,,,,,,,,,,,,,,,
325,Pepê,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,5,Pepê,,João Pedro Vilardi Pinto,101573,4,False,6,0.0,1.38,287,4.34,12,VIT,pepe,0.0,1.0,6.0,7.0,,,8.0,,,,,,,,,,,1.0,,,
326,H. Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,7,Hugo Souza,,Hugo de Souza Nogueira,101574,1,True,7,5.5,4.06,264,8.92,12,COR,hugo-souza,-0.16,1.0,,,,,,3.0,18.0,,9.0,,,,,,,,,,
327,H. Moura,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,10,Hugo Moura,,Hugo Moura Arruda da Silva,101594,4,True,7,0.8,2.82,267,5.31,12,VAS,hugo-moura,0.07,3.0,17.0,19.0,3.0,3.0,7.0,,,,,,,,1.0,,,,,,1.0
328,Ramon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,5,Ramon,,Ramon Ramos Lima,101597,2,True,7,0.9,3.52,285,5.92,12,INT,ramon,-0.86,1.0,7.0,4.0,1.0,2.0,3.0,1.0,,,,,,,,,,,,,
329,Peixoto,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,2,Peixoto,,Daniel Nascimento Peixoto dos Santos,101651,4,False,6,0.0,2.0,286,3.54,12,JUV,peixoto,0.0,,2.0,,,,2.0,,,,,,,,,,,,,,
330,F. Jonatan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0,Felipe Jonatan,,Felipe Jonatan Rocha Andrade,101708,2,False,6,0.0,0.0,356,6.0,12,FOR,felipe-jonatan,0.0,,,,,,,,,,,,,,,,,,,,
331,Matheuzinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,9,Matheuzinho,,Matheus França Silva,101727,2,True,7,3.8,6.0,264,10.29,12,COR,matheuzinho,-0.63,4.0,26.0,7.0,1.0,3.0,5.0,3.0,,,,,,,,,,,,,
332,Claudinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,10,Claudinho,,Claudio Coelho Salvático,101752,2,True,7,5.9,2.35,287,5.34,12,VIT,claudinho,0.11,4.0,10.0,10.0,1.0,1.0,7.0,2.0,,,,,,,,,,,,,
333,J. David,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,Jean David,,Jean David Meneses Villarroel,101768,4,False,6,0.0,0.0,267,3.0,12,VAS,jean-david,0.0,,,,,,,,,,,,,,,,,,,,
334,Mayk,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,Mayk,,Mayksilvan da Silva Ferreira,101820,2,False,6,0.0,0.0,284,2.0,12,GRE,mayk,0.0,,,,,,,,,,,,,,,,,,,,
335,W. Machado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,9,Willian Machado,,Willian Estefani Machado,101908,3,False,7,0.0,4.06,354,5.06,12,CEA,willian-machado,0.0,1.0,7.0,3.0,,3.0,5.0,4.0,,,,,,,,1.0,,,,,
336,Vitinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,8,Vitinho,,Vitor Hugo Naum dos Santos,101960,5,False,6,0.0,2.27,285,5.23,12,INT,vitinho,0.0,2.0,11.0,13.0,1.0,3.0,8.0,,,,,,1.0,,,,,,,,
337,Brítez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,1,Brítez,,Emanuel Fermín Brítez,101995,3,True,7,0.1,0.1,356,6.35,12,FOR,britez,-0.65,1.0,1.0,3.0,,,1.0,,,,,,,,,,,,,,
338,Piquerez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,11,Piquerez,,Joaquín Piquerez Moreira,102130,2,False,7,0.0,5.74,275,11.19,12,PAL,piquerez,0.0,2.0,11.0,6.0,3.0,9.0,5.0,5.0,,,,2.0,,,,,,,,1.0,
339,V. Eudes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,Vitor Eudes,,Vitor Eudes de Souza Costa,102137,1,False,6,0.0,0.0,266,2.0,12,FLU,vitor-eudes,0.0,,,,,,,,,,,,,,,,,,,,
340,L. Halter,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,11,Lucas Halter,,Lucas Halter,102253,3,False,7,0.0,2.5,287,4.1,12,VIT,lucas-halter,0.0,3.0,8.0,5.0,1.0,3.0,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,
341,Rollheiser,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,12,Rollheiser,,Benjamín Rollheiser,102256,4,True,3,8.4,1.94,277,6.95,12,SAN,rollheiser,1.02,3.0,6.0,13.0,,6.0,11.0,,,,,,1.0,,1.0,2.0,,,,,
342,C. Paulista,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,5,Caio Paulista,,Caio Fernando de Oliveira,102318,2,True,6,4.9,4.5,282,7.42,12,CAM,caio-paulista,-0.21,1.0,4.0,4.0,1.0,2.0,2.0,3.0,,,,,1.0,,,,,,,,
343,Cacá,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,8,Cacá,,Carlos de Menezes Júnior,102340,3,True,7,-1.6,3.75,264,5.56,12,COR,caca,-1.35,2.0,4.0,7.0,,2.0,7.0,3.0,,,,1.0,,,,,,,,,
344,Mastriani,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,6,Mastriani,,Gonzalo Mathías Mastriani Borges,102561,5,False,7,0.0,0.98,263,4.29,12,BOT,mastriani,0.0,1.0,2.0,4.0,1.0,4.0,2.0,,,,,,3.0,,,,,,,,
345,L. Vinícius,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,Luan Vinícius,,Luan Vinícius da Silva Santos,102909,4,False,6,0.0,0.0,276,5.0,12,SAO,luan-vinicius,0.0,,,,,,,,,,,,,,,,,,,,
346,Canobbio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,8,Canobbio,,Agustín Canobbio Graviz,102928,5,False,6,0.0,3.76,266,7.81,12,FLU,canobbio,0.0,1.0,11.0,10.0,2.0,3.0,10.0,,,,,1.0,2.0,,,,,,,,
347,F. Torres,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,9,Facundo Torres,,Facundo Daniel Torres Pérez,102950,5,False,2,0.0,4.53,275,10.06,12,PAL,facundo-torres,0.0,1.0,8.0,5.0,3.0,1.0,6.0,,,,,2.0,1.0,,1.0,1.0,,,,,
348,Escobar,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,11,Escobar,,Gonzalo Daniel Escobar,102975,2,True,7,-0.8,6.34,277,9.04,12,SAN,escobar,-0.64,1.0,41.0,19.0,1.0,4.0,9.0,2.0,,,,,,,,,,1.0,1.0,,
349,Laquintana,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,7,Laquintana,,Ignacio Jesús Laquintana Marsico - Nacho,103014,5,False,6,0.0,3.69,280,5.69,12,RBB,laquintana,0.0,,5.0,1.0,,3.0,1.0,,,,,2.0,3.0,,,,,,,,
350,G. Brazão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,12,Gabriel Brazão,,Gabriel Nascimento Rezende Brazão - Resende,103056,1,True,7,8.4,5.06,277,7.16,12,SAN,gabriel-brazao,0.93,,1.0,,,,2.0,3.0,44.0,,14.0,,,,,,,,,,
351,E. Ramires,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,12,Eric Ramires,,Eric dos Santos Rodrigues,103295,4,True,7,1.5,3.29,280,6.02,12,RBB,eric-ramires,0.1,1.0,15.0,10.0,2.0,2.0,8.0,,,,,1.0,,,1.0,,,,,,
352,M. Alexandre,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4,Matheus Alexandre,,Matheus Alexandre Anastácio de Souza,103347,2,False,6,0.0,1.87,292,4.59,12,SPT,matheus-alexandre,0.0,3.0,5.0,5.0,,,1.0,1.0,,,,,,,,,,,1.0,,
353,E. Martínez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,9,Emmanuel Martínez,,Leandro Emmanuel Martínez,103388,4,True,7,-0.9,2.43,356,5.11,12,FOR,emmanuel-martinez,-0.53,5.0,7.0,15.0,3.0,1.0,7.0,,,,,1.0,,,1.0,,,,,,
354,K. Jorge,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,11,Kaio Jorge,,Kaio Jorge Pinto Ramos,103445,5,True,7,2.9,11.02,283,14.7,12,CRU,kaio-jorge,-2.24,2.0,14.0,7.0,6.0,12.0,16.0,,,,,8.0,5.0,,2.0,3.0,1.0,,,1.0,
355,Ignácio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,7,Ignácio,,Ignácio da Silva Oliveira,103523,3,False,6,0.0,3.16,266,6.68,12,FLU,ignacio,0.0,,6.0,7.0,2.0,1.0,4.0,2.0,,,,,,,,,,,,,
356,D. Júnior,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,Dênis Júnior,,Dênis de Oliveira Aguiar Júnior,103662,1,False,6,0.0,0.0,265,3.0,12,BAH,denis-junior,0.0,,,,,,,,,,,,,,,,,,,,
357,G. Fuentes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3,Gabriel Fuentes,,Gabriel Rafael Fuentes Gómez,103672,2,False,7,0.0,4.87,266,8.0,12,FLU,gabriel-fuentes,0.0,1.0,11.0,3.0,,,,,,,,,,,,,,,,,
358,K. Rocha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0,Kaíque Rocha,,Kaíque Rocha Lima,103684,3,False,6,0.0,0.0,285,5.0,12,INT,kaique-rocha,0.0,,,,,,,,,,,,,,,,,,,,
359,G. Veron,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,Gabriel Veron,,Gabriel Veron Fonseca de Souza,103764,5,False,6,0.0,1.25,277,3.88,12,SAN,gabriel-veron,0.0,,3.0,1.0,1.0,1.0,3.0,,,,,,2.0,,,,,,,,
360,G. Menino,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,8,Gabriel Menino,,Gabriel Vinícius Menino,103767,4,True,7,6.5,2.28,282,6.04,12,CAM,gabriel-menino,0.99,,5.0,3.0,2.0,1.0,7.0,,,,,,,,1.0,,,,,,
361,R. Guanaes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,11,Rafael Guanaes,,Rafael Silva Guanaes,104027,6,False,7,0.0,5.25,2305,6.98,12,MIR,rafael-guanaes,0.0,,,,,,,,,,,,,4.0,,,,,,,
362,Sabino,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,6,Sabino,,José Sabino Chagas Monteiro,104075,3,True,6,0.0,1.7,276,4.41,12,SAO,sabino,-0.38,1.0,1.0,6.0,2.0,2.0,5.0,1.0,,,,,,,,,,,,,
363,B. Fuchs,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,8,Bruno Fuchs,,Bruno de Lara Fuchs,104085,3,False,6,0.0,4.82,275,7.64,12,PAL,bruno-fuchs,0.0,2.0,9.0,4.0,,1.0,5.0,5.0,,,,,,,,,,,,,
364,L. Arcanjo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,11,Lucas Arcanjo,,Lucas Willians Assis Arcanjo,104118,1,True,7,7.6,4.85,287,8.4,12,VIT,lucas-arcanjo,0.01,1.0,,,,,1.0,2.0,43.0,,12.0,,,,,,,,,,
365,Fabri,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,8,Fabri,,Fabrício do Rosário dos Santos,104134,5,False,6,0.0,2.71,287,4.34,12,VIT,fabri,0.0,,7.0,11.0,1.0,6.0,7.0,,,,,,,,1.0,,,,,,
366,Raul,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,Raul,,Raul Jonas Steffens,104191,1,False,6,0.0,0.0,263,2.0,12,BOT,raul,0.0,,,,,,,,,,,,,,,,,,,,
367,E. Carioca,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,10,Edson Carioca,,Edson Guilherme Mendes dos Santos,104204,5,False,7,0.0,5.46,2305,7.05,12,MIR,edson-carioca,0.0,1.0,10.0,10.0,4.0,10.0,10.0,,,,,2.0,2.0,,2.0,,,,,,
368,J. Victor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,11,João Victor,,João Victor da Silva Marcelino,104250,3,True,7,2.0,3.92,267,6.33,12,VAS,joao-victor,-0.61,2.0,14.0,7.0,2.0,3.0,7.0,2.0,,,,1.0,,,,1.0,,,,,1.0
369,A. Martins,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,5,Adriano Martins,,Adriano Martins da Fonseca,104253,3,False,6,0.0,2.22,286,5.51,12,JUV,adriano-martins,0.0,1.0,4.0,3.0,,2.0,1.0,1.0,,,,,1.0,,,,,,,,
370,J. Lucas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1,João Lucas,,João Lucas de Almeida Carvalho,104257,2,False,5,0.0,3.0,284,5.14,12,GRE,joao-lucas,0.0,,2.0,,,,,,,,,,,,,,,,,,
371,Hereda,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,11,Hereda,,Diogo Hereda da Silva,104271,2,False,7,0.0,4.79,292,5.91,12,SPT,hereda,0.0,1.0,17.0,12.0,2.0,7.0,18.0,2.0,,,,,2.0,,1.0,,,,,,
372,Christian,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,9,Christian,,Christian Roberto Alves Cardoso,104502,4,False,6,0.0,3.86,283,7.23,12,CRU,christian,0.0,3.0,12.0,16.0,2.0,5.0,11.0,,,,,1.0,3.0,,1.0,,,,,,
373,Camilo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,8,Camilo,,Camilo Reijers de Oliveira,104519,4,False,6,0.0,1.45,284,3.15,12,GRE,camilo,0.0,,9.0,10.0,,2.0,1.0,,,,,,,,,,,,1.0,,
374,I. Jesus,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,9,Igor Jesus,,Igor Jesus Maciel da Cruz,104528,5,False,6,0.0,7.19,263,12.62,12,BOT,igor-jesus,0.0,,1.0,9.0,10.0,10.0,22.0,,,,,3.0,1.0,,1.0,2.0,,,,,
375,Fabrício,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,Fabrício,,Fabrício Oliveira de Souza,104588,1,False,6,0.0,0.0,280,2.0,12,RBB,fabricio,0.0,,,,,,,,,,,,,,,,,,,,
376,M. Bianqui,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,4,Matheus Bianqui,,Matheus Henrique Bianqui,104640,4,False,6,0.0,0.28,2305,3.15,12,MIR,matheus-bianqui,0.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,
377,Moisés,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,3,Moisés,,Moisés Vieira da Veiga,104666,5,False,5,0.0,3.53,356,11.49,12,FOR,moises,0.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,2.0,,1.0,,,,,,
378,Newton,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,3,Newton,,Newton Araújo da Costa Júnior,104693,4,False,6,0.0,0.07,263,2.56,12,BOT,newton,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
379,J. Vojvoda,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,11,Juan Vojvoda,,Juan Pablo Vojvoda Rizzo,104754,6,True,7,5.09,5.34,356,10.5,12,FOR,juan-vojvoda,0.27,,,,,,,,,,,,,2.0,,,,,,,
380,E. Díaz,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,11,Enzo Díaz,,Enzo Hernán Díaz,104758,2,True,7,2.9,4.91,276,8.23,12,SAO,enzo-diaz,-0.31,3.0,29.0,22.0,1.0,3.0,9.0,2.0,,,,,1.0,,1.0,,,,3.0,,
381,L. Godoy,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,6,Leo Godoy,,Leonardo Ezequiel Godoy,104759,2,False,6,0.0,4.1,277,6.18,12,SAN,leo-godoy,0.0,1.0,7.0,8.0,,,5.0,3.0,,,,,,,,,,,,,
382,Acevedo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,7,Acevedo,,Nicolás Brian Acevedo Tabárez,104783,4,False,6,0.0,2.47,265,4.67,12,BAH,acevedo,0.0,1.0,11.0,3.0,1.0,,3.0,,,,,,,,,,,,,,
383,Arezo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,7,Arezo,,Douglas Matías Arezo Martínez,104849,5,False,6,0.0,3.3,284,5.8,12,GRE,arezo,0.0,1.0,2.0,3.0,3.0,2.0,2.0,,,,,1.0,2.0,,1.0,1.0,,,,,
384,J. Meurer,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0,Jorge Meurer,,Jorge Meurer Bartholdy,104933,1,False,6,0.0,0.0,284,2.0,12,GRE,jorge-meurer,0.0,,,,,,,,,,,,,,,,,,,,
385,W. Leonardo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,12,Wagner Leonardo,,Wagner Leonardo Calvelo de Souza,104994,3,True,7,2.4,3.3,284,6.57,12,GRE,wagner-leonardo,-0.53,2.0,13.0,12.0,4.0,,2.0,3.0,,,,,1.0,,1.0,,,,,,
386,J. Marcelo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,João Marcelo,,João Marcelo Messias Ferreira,105047,3,False,5,0.0,0.0,283,7.0,12,CRU,joao-marcelo,0.0,,,,,,,,,,,,,,,,,,,,
387,F. Daniel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,8,Fabrício Daniel,,Fabrício Daniel de Souza,105171,5,False,6,0.0,1.03,2305,2.93,12,MIR,fabricio-daniel,0.0,,,5.0,2.0,6.0,5.0,,,,,,,,,,,,,,
388,Sant'Anna,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,4,Sant'Anna,,Ariel Agustín Sant'Anna Quintero,105213,2,False,5,0.0,4.88,280,6.78,12,RBB,sant-anna,0.0,1.0,7.0,3.0,,3.0,1.0,1.0,,,,,,,,1.0,,,,,
