"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FF","FS","PE","RB","G","SG","FD","DD","GS","A","CV","I","FT","GC","PP","DP"
"171","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2016/04/30/f19726285035dfcb3d3052e030335ebd_FORMATO.png",63172,6,"INT","zag","Suspenso",0.2,6.84,-0.76,2.33,6,3,4,NA,5,16,4,NA,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA
"172","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2016/04/26/1d1efe08d34f3bdd71149b3c364d402c_FORMATO.png",63219,6,"ATL","ata","Contundido",0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2016/04/29/88d18a6c7e76b53f49c068867e67a91b_FORMATO.png",49673,6,"FLU","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2016/04/28/5d7d807595168812606d2dcce7462db9_FORMATO.png",42500,6,"COR","lat","Provável",-5.3,23.14,-3.65,7.82,6,1,8,2,9,36,14,1,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"175","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2016/05/11/171a6a7d4871817e99d7d69098a772dc_FORMATO.jpeg",49674,6,"PAL","lat","Provável",4.4,7.49,0.96,1.45,2,1,NA,NA,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2016/04/28/811ea1b5cff7a2f7e4bddd3967fa35ac_FORMATO.png",68690,6,"COR","ata","Nulo",9.2,8.7,2.09,1.2,5,1,10,NA,4,3,2,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"177","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2016/05/01/3fe5f1275a99225b025f211e3c3b35e9_FORMATO.png",63158,6,"PAL","mei","Dúvida",4.2,7.33,0.38,4,6,1,4,6,6,16,8,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Adenor Leonardo Bachi","Tite","https://s.glbimg.com/es/sde/f/2016/05/24/a668062aeb16e3694f688b0b293538af_FORMATO.png",45125,6,"COR","tec","Provável",3.92,14.79,-0.36,4.84,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Elias Mendes Trindade","Elias","https://s.glbimg.com/es/sde/f/2016/04/28/5a5487a09ab32e96768a9feb9587e58c_FORMATO.png",54395,6,"COR","mei","Nulo",0,13.91,0,1,2,1,2,5,2,8,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"180","Francisco Sousa dos Santos","Chiquinho","https://s.glbimg.com/es/sde/f/2016/04/20/789fa4f8d7f77207cd6c671fc8ad76fa_FORMATO.png",68711,6,"FLA","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Alan Patrick Lourenço","Alan Patrick","https://s.glbimg.com/es/sde/f/2016/04/20/01b3feceb08b420b3a5259bf8c157951_FORMATO.png",68685,6,"FLA","mei","Provável",12,11.7,2.64,4.78,6,NA,3,1,15,20,5,2,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA
"182","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2016/05/01/6118e3c687d15a66a50d620fe3e4520f_FORMATO.png",52674,6,"PON","lat","Nulo",2.9,2.27,0.27,2.9,1,NA,NA,NA,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","José Nivaldo Martins Constante","Nivaldo","https://s.glbimg.com/es/sde/f/2016/04/27/60b12bac28785d18e714ae866c98e6e7_FORMATO.png",52897,6,"CHA","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Márcio Passos de Albuquerque","Emerson","https://s.glbimg.com/es/sde/f/2016/04/20/c05d1b645dac18bd8b7d01e3da805f0d_FORMATO.png",68744,6,"FLA","ata","Nulo",0,0.77,0,-1.25,2,1,2,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2016/05/01/09f644d5efca4986858238e63fa860a5_FORMATO.png",68725,6,"VIT","lat","Provável",0,9.47,0,3.86,5,3,7,4,9,32,13,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA
"186","Emiliano Gabriel Vecchio","Vecchio",NA,68745,6,"SAN","mei","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Johnathan Aparecido da Silva","Johnathan Goiano","https://s.glbimg.com/es/sde/f/2016/05/01/ad77cb27868eb39560d27f1ae0a28e5c_FORMATO.png",68779,6,"SPO","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2011/09/21/fecac7f178cfadbedc5b4f48b05018b5_FORMATO.jpeg",68770,6,"COR","mei","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2016/03/30/da926e38870e22ac1b746e0114acf21f_FORMATO.png",68773,6,"GRE","ata","Contundido",0,4.2,0,1.5,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"190","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2016/04/28/4ed68fb05e5166c5c9c1901f44d0917e_FORMATO.jpeg",68758,6,"FLA","ata","Dúvida",5.8,6.63,1.13,1.85,2,NA,5,2,4,2,2,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"191","Demerson Bruno Costa","Demerson","https://s.glbimg.com/es/sde/f/2011/09/27/c06dfa35e38cd49e5c0ca9d2adb1960e_FORMATO.jpeg",68723,6,"CHA","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2016/05/01/cbfc0d46083f35cde541d9aea35e3a5d_FORMATO.png",68808,6,"PON","lat","Nulo",2.7,3.89,0.28,2.3,2,NA,1,1,2,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2016/05/01/c410c14470ebc6e02ab963212b89a17a_FORMATO.png",68834,6,"SPO","mei","Provável",18.4,10.27,3.88,5,5,NA,12,2,6,12,16,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"194","Renato de Araújo Chaves Júnior","Renato Chaves","https://s.glbimg.com/es/sde/f/2016/04/29/1ea275be2b3908677e2dc5d61a3c2995_FORMATO.png",68827,6,"FLU","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2016/05/01/b89a3bb64cad689651eca4e7f7c30e60_FORMATO.png",68807,6,"SAN","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","Paulo Victor Mileo Vidotti","Paulo Victor","https://s.glbimg.com/es/sde/f/2016/05/04/0f2cb773c574f6d32e864d3367d034b3_FORMATO.png",68873,6,"FLA","gol","Dúvida",0,13.19,0,6.23,3,NA,NA,NA,1,6,NA,NA,1,NA,7,3,NA,NA,NA,NA,NA,NA,NA
"197","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2016/04/29/0e6b421a8c0214078fd1f5854cce3874_FORMATO.png",68887,6,"FLU","zag","Provável",5.1,15.28,0.48,4.97,6,NA,7,3,3,15,6,1,3,2,NA,NA,NA,NA,2,NA,NA,NA,NA
"198","Rodrigo Andrade da Silva","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2016/05/13/d12648f93a394c4cee1fe1414b5d89d7_FORMATO.png",68881,6,"CHA","mei","Nulo",0,2.67,0,-1.1,1,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Wellington da Silva Pinto","Wellington","https://s.glbimg.com/es/sde/f/2016/05/01/9ea62644bc83ca0c2191ffa52ae422d7_FORMATO.png",68907,6,"PON","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Cícero Vítor dos Santos Júnior","Vítor","https://s.glbimg.com/es/sde/f/2016/05/01/bd08877b178e7710d61e0d39b377e6b8_FORMATO.png",68904,6,"STC","lat","Nulo",0,6.03,0,0.2,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","André Luiz Barretto Silva Lima","André Lima","https://s.glbimg.com/es/sde/f/2016/05/13/b5a8462bf2d5aa77b26480fe3a466717_FORMATO.png",68893,6,"ATL","ata","Dúvida",0.5,8.21,-0.63,2.52,4,1,8,1,7,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,6,"BOT","mei","Provável",0.4,6.3,-0.45,3.22,6,2,8,3,7,17,19,NA,NA,2,NA,NA,NA,NA,3,NA,1,NA,NA
"203","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2016/05/13/9e43cab2a917beef66b9e2d58f1b5abf_FORMATO.png",68901,6,"BOT","ata","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2016/05/30/2f8c0b4d1c1f63e92bcc75405c0d7b8b_FORMATO.png",68910,6,"INT","mei","Suspenso",-2.1,3.9,-0.66,0.32,5,3,9,1,1,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Diego Souza de Andrade","Diego Souza","https://s.glbimg.com/es/sde/f/2016/05/01/4ca75c7b4c6ef9d48c9ffe43f89b8f78_FORMATO.png",68911,6,"SPO","mei","Provável",13.8,17.88,2.97,4.33,6,1,7,2,11,23,5,2,NA,3,NA,NA,1,NA,2,NA,NA,NA,NA
"206","Geovane Diniz Silva","Geovane Maranhão","https://s.glbimg.com/es/sde/f/2016/05/20/d43004ff960f51fbbdc965920515b96e_FORMATO.png",68900,6,"BOT","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2016/05/01/55ac49c2d9ae816cb60473b12ff0fa2c_FORMATO.png",68920,6,"PAL","ata","Provável",3.6,12.1,-1.15,4.72,5,1,6,2,14,14,2,NA,NA,2,NA,NA,4,NA,2,NA,NA,NA,NA
"208","Vinicius Santos Silva","Vinicius","https://s.glbimg.com/es/sde/f/2016/05/09/8c7c7652f388f2e74d34d559bc1e4be3_FORMATO.jpeg",68917,6,"COR","ata","Provável",0,8.97,0,2.9,3,1,2,4,8,6,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"209","Leonardo Fabiano da Silva e Silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2016/04/26/7344204cd574e7abe17afe45a20f8fa3_FORMATO.png",68925,6,"ATL","zag","Contundido",0,23,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,6,"CRU","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2016/05/12/05661d7467e22d993beb49ff4f16d292_FORMATO.png",71162,6,"ATL","mei","Provável",1,7.24,-0.21,3.32,5,NA,1,3,6,17,3,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,6,"SAO","gol","Nulo",0,11.54,0,10.7,1,NA,NA,NA,NA,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"213","George Leandro Abreu de Lima","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/01/ed3bfa529f985a1a31005fc093a47854_FORMATO.png",68924,6,"STC","mei","Nulo",0,3.83,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Arthur Brasiliano Maia","Arthur Maia","https://s.glbimg.com/es/sde/f/2016/05/25/b9f20b1380b86767b5febf2fe23ba88d_FORMATO.jpeg",68962,6,"CHA","mei","Nulo",-1.8,3.22,-1.31,1.7,2,1,1,NA,1,2,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"215","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2016/04/26/f745425654d63329f97ee5ccbc96c958_FORMATO.png",68979,6,"ATL","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Ernandes Dias Luz","Ernandes","https://s.glbimg.com/es/sde/f/2016/05/09/21cd5d2a5920245c57dae5927a5be47a_FORMATO.png",68956,6,"AME","mei","Provável",7.2,4.61,1.36,3.85,2,NA,2,NA,6,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"217","Giovanni Augusto Oliveira Cardoso","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2016/04/28/9930f715c0d34977f60c416dc3311aca_FORMATO.png",68938,6,"COR","mei","Nulo",4.3,7.52,-0.75,4.9,6,NA,9,3,7,24,10,1,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA
"218","Josimar Rosado da Silva Tavares","Josimar","https://s.glbimg.com/es/sde/f/2016/04/27/8e02fb0168f097a88bcdc53ad79d10c9_FORMATO.png",68951,6,"CHA","mei","Contundido",0,6.78,0,3.38,5,2,11,4,4,11,12,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"219","Wallace Reis da Silva","Wallace Reis ","https://s.glbimg.com/es/sde/f/2016/05/30/a9bf90a264570f6f2a86fe0b4a05524d_FORMATO.png",68958,6,"GRE","zag","Provável",7.2,6.44,0.44,7.2,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2016/05/29/57d1ab852a861c71835040390c9d2e02_FORMATO.png",68954,6,"COR","mei","Provável",8.7,10.78,1.88,3.47,6,NA,3,4,9,30,5,1,NA,3,NA,NA,1,NA,1,NA,NA,NA,NA
"221","Mário Sérgio Santos Costa","Marinho","https://s.glbimg.com/es/sde/f/2016/05/01/fd249ecee00ebf56d13d770212e144b4_FORMATO.png",68952,6,"VIT","ata","Provável",12,15.22,1.41,7.13,3,NA,11,3,17,8,1,2,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA
"222","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2016/05/01/d6a6be346384e5f7c86d506269113cce_FORMATO.png",68987,6,"PON","mei","Provável",2,1.55,-0.08,0.65,6,2,19,1,8,20,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,6,"CHA","zag","Contundido",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2016/04/26/aac414140b92bc24d03ba749480a7885_FORMATO.png",69018,6,"ATL","mei","Provável",12.8,8.47,2.18,7.97,3,NA,5,NA,8,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,6,"CRU","zag","Contundido",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2016/04/26/20321f246fed8cd6cbb3ca00d4bccbaa_FORMATO.png",69012,6,"ATL","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Antônio de Moura Carvalho","Tony","https://s.glbimg.com/es/sde/f/2016/05/09/e4f60ef78fb4a9e7a51283c27afb5ed2_FORMATO.png",69033,6,"AME","mei","Contundido",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,6,"SAN","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2016/05/01/9077233b11a95f6bd025bdb11a2dff05_FORMATO.png",69010,6,"PON","gol","Provável",-4,7.59,-1.18,0.98,6,2,NA,NA,1,2,NA,NA,1,NA,7,8,NA,NA,NA,NA,NA,NA,NA
"230","Danilo Fernandes Batista","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2016/05/30/8099f366cc8319b88e07c75b7f584000_FORMATO.png",69051,6,"INT","gol","Provável",1,11.6,-0.89,5.78,5,NA,NA,NA,1,2,NA,NA,3,NA,6,2,NA,NA,NA,NA,NA,NA,NA
"231","Marcelo Cirino da Silva","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2016/04/20/befdd6c23949a4ebede804fac2e92ec7_FORMATO.png",69022,6,"FLA","ata","Dúvida",0.5,6.79,-0.53,2.27,6,NA,3,7,13,8,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Muriel Gustavo Becker","Muriel","https://s.glbimg.com/es/sde/f/2016/04/30/01462becd6f2c80e3df570f467a68962_FORMATO.png",69041,6,"INT","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Dener Assunção Braz","Dener Assunção","https://s.glbimg.com/es/sde/f/2016/05/09/c1dc24221559e1c2e717f8b7b091a8fe_FORMATO.png",69782,6,"CHA","lat","Provável",9.7,10.3,2.07,3.97,6,NA,9,1,8,17,11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2016/05/13/dcbc1e5b5b31f9b10ace5cfafebf0281_FORMATO.png",69138,6,"ATL","ata","Nulo",0,2.7,0,0.74,5,1,6,2,5,18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2016/05/01/b6083d1f02d4eda13d90b3295c7d762e_FORMATO.png",69282,6,"PAL","ata","Nulo",0,9.56,0,-2,1,1,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"236","Guilherme Cruz de Mattis","Guilherme Mattis","https://s.glbimg.com/es/sde/f/2016/05/01/1105ff5e53bb88916425c5e78fa5d912_FORMATO.png",70111,6,"VIT","zag","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2016/05/13/eac8265d35cda412d31cdfb857c0d6a8_FORMATO.png",69177,6,"ATL","lat","Dúvida",9.9,2.5,1.76,2.05,2,NA,5,1,4,4,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"238","Wesley de Jesus Correia","Lelê","https://s.glbimg.com/es/sde/f/2016/05/01/1f3fda71fc3fa6c69eec840266ba770e_FORMATO.png",70057,6,"STC","mei","Provável",1.3,4.62,0.18,0.3,2,NA,5,2,2,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2016/05/01/652325806fdb7634f63478c0f8dd9476_FORMATO.png",70058,6,"VIT","mei","Contundido",0,1.38,0,-0.77,3,NA,3,NA,3,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"240","Jesús Alberto Dátolo","Dátolo","https://s.glbimg.com/es/sde/f/2016/05/09/239256565e0ff6b9efba203f7ba1648e_FORMATO.png",69240,6,"ATL","mei","Contundido",0,3.94,0,0.2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","Mark Dennis González Hoffman","Mark González","https://s.glbimg.com/es/sde/f/2016/05/01/d82ce312711b6593512e43da7278f716_FORMATO.png",69343,6,"SPO","mei","Nulo",0,7.57,0,0.8,2,NA,2,1,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2016/04/26/d9892427a9847031d633b2c4571cdabf_FORMATO.png",69705,6,"ATL","mei","Provável",0.9,5.89,-0.77,0.96,5,1,9,NA,8,24,5,NA,NA,3,NA,NA,NA,NA,1,1,NA,NA,NA
"243","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,6,"SAN","lat","Provável",6.1,15.28,0.37,4.98,6,1,5,NA,7,14,13,NA,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"244","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2016/04/28/2e4514e1250273c20db6d592604c3980_FORMATO.png",70132,6,"COR","mei","Contundido",0,4.68,0,1.77,4,1,10,2,NA,8,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Francisco Jackson Menezes da Costa","Jackson Caucaia","https://s.glbimg.com/es/sde/f/2016/04/29/7508fb275c4f7e3c1c188cb14e6042ce_FORMATO.png",70162,6,"FIG","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2016/04/20/1d9d7ea2e5f74e2e387f2dca630e0ade_FORMATO.png",70173,6,"FLA","mei","Nulo",0,5.78,0,0.9,4,1,2,NA,3,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2016/06/01/231313be992771fb981111f16c72ac72_FORMATO.jpeg",70222,6,"BOT","gol","Dúvida",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Wenderson da Silva Soares","Maranhão","https://s.glbimg.com/es/sde/f/2016/05/09/e2416e524004a91cc70f0008d71df6c3_FORMATO.png",70165,6,"AME","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2015/06/18/43618c7c130974448ecbad30dfbb0bde_FORMATO.jpeg",70742,6,"INT","mei","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Eduardo Colcenti Antunes","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2016/04/30/50fc5a7dc8dc2fa1c53d34cc6e432d9a_FORMATO.png",70360,6,"INT","ata","Suspenso",4.4,10.99,0.3,4.98,6,3,2,3,8,15,9,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Luis Gustavo de Almeida Pinto","Gustavo","https://s.glbimg.com/es/sde/f/2016/05/01/8670518bbe0da97cf0ecd2545901cbe3_FORMATO.png",70216,6,"VIT","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","William Henrique Rodrigues da Silva","William Henrique","https://s.glbimg.com/es/sde/f/2016/05/01/c8fbbd637a608b464bd3ace89f77b490_FORMATO.png",70928,6,"VIT","ata","Nulo",0,2.65,0,0.6,1,NA,2,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2016/05/20/796d3a86989d174e93697441c578060a_FORMATO.png",70916,6,"BOT","lat","Dúvida",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Paulo Jorge Gomes Bento","Paulo Bento","https://s.glbimg.com/es/sde/f/2016/05/25/4dc07b20682720e6ad26d1d7c7360e4b_FORMATO.png",70622,6,"CRU","tec","Provável",2.56,5.11,-0.45,3.76,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Guilherme Ferreira Pinto","Negueba","https://s.glbimg.com/es/sde/f/2016/04/28/2813e92219de0c5607cabec5a4c2dd48_FORMATO.png",70929,6,"COR","ata","Suspenso",7.8,10.39,1.43,2.25,4,3,2,2,7,11,2,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
