"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","DD","DP","FC","FS","GS","PE","SG","A","FD","FF","G","RB","I","FT","CV","PP","GC"
"491","Saulo Ferreira Silva Nascimento","Saulo","https://s.glbimg.com/es/sde/f/2016/05/20/7a75a68437642ef0fde4ef9bc5a2f571_FORMATO.png",89492,19,"BOT","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Gustavo Henrique Ferrareis","Gustavo Ferrareis","https://s.glbimg.com/es/sde/f/2016/05/30/581e9d6f1052ed1c3bc00c0fb1bab53a_FORMATO.png",89815,19,"INT","mei","Provável",-0.9,2.5,-0.16,0.57,15,2,NA,NA,22,14,NA,31,NA,1,5,7,NA,7,2,NA,NA,NA,NA
"493","Edmílson dos Santos Silva","Edmílson","https://s.glbimg.com/es/sde/f/2016/07/08/3b8990821b2206ca3ece042ae9fcbbf2_FORMATO.png",55519,19,"SPO","ata","Nulo",0.5,7.58,-0.42,3.28,16,2,NA,NA,16,15,NA,17,NA,1,10,8,4,8,8,NA,NA,NA,NA
"494","Luis Ricardo Silva Umbelino","Luis Ricardo","https://s.glbimg.com/es/sde/f/2016/05/20/f1f631c4c995df1548717967d445801f_FORMATO.png",55348,19,"BOT","lat","Provável",0,9.37,0,4.28,16,1,NA,NA,2,9,NA,74,2,4,5,2,NA,27,NA,2,NA,NA,NA
"495","João Paulo da Silva","João Paulo","https://s.glbimg.com/es/sde/f/2016/04/28/fedb726ec6d4804d5d34bf905cceca24_FORMATO.png",56102,19,"COR","mei","Suspenso",-1.2,5.73,0.07,1.59,18,6,NA,NA,32,7,NA,45,NA,NA,6,12,1,24,NA,1,NA,NA,NA
"496","Cristóvão Borges dos Santos","Cristóvão Borges","https://s.glbimg.com/es/sde/f/2016/07/08/bde7a7052c1ce00fbf0665cb3ab83cbc_FORMATO.png",60752,19,"COR","tec","Provável",0.52,13.53,0.08,4.02,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2016/04/28/667243f1202f23bca573f1ddbb3442e2_FORMATO.png",60819,19,"CRU","zag","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Rafael de Souza Pereira","Rafael Carioca","https://s.glbimg.com/es/sde/f/2016/04/26/c7a8380a02c4515641cb7be29a3a8f5a_FORMATO.png",60784,19,"ATL","mei","Provável",1.3,10.29,-0.18,3.24,15,2,NA,NA,23,16,NA,36,NA,NA,1,NA,1,34,NA,NA,NA,NA,NA
"499","Felipe Azevedo dos Santos","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2016/05/01/b65f07ed24924fb1d54139f6b07a0ec5_FORMATO.png",60825,19,"PON","ata","Contundido",0,16.78,0,4.98,11,1,NA,NA,10,21,NA,38,NA,1,6,10,5,9,2,NA,NA,1,1
"500","Wanderley de Jesus Sousa","Derley","https://s.glbimg.com/es/sde/f/2016/07/06/0825d5f11a2ec998e11fb901297e2d90_FORMATO.png",60791,19,"STC","mei","Provável",5.1,4.99,0.68,2.76,5,2,NA,NA,14,7,NA,5,NA,NA,NA,1,NA,13,NA,NA,NA,NA,NA
"501","Pablo de Barros Paulino","Pablo","https://s.glbimg.com/es/sde/f/2016/05/09/35384d66b2f806991c3980f871525fe1_FORMATO.png",60794,19,"AME","lat","Provável",7,4.89,0.82,2.48,7,1,NA,NA,7,6,NA,25,2,NA,1,3,NA,9,2,NA,NA,NA,NA
"502","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2016/04/26/cce286c6b0a6d0a64dfc65ba3363fb6e_FORMATO.png",60969,19,"ATL","lat","Nulo",0,11.11,0,4.36,13,1,NA,NA,16,4,NA,33,3,3,8,3,2,10,4,1,NA,NA,NA
"503","Uendel Pereira Gonçalves","Uendel","https://s.glbimg.com/es/sde/f/2016/04/28/32ce15929c8ce3e8a780390968bf42cc_FORMATO.png",60852,19,"COR","lat","Provável",0.4,13.34,0.22,4.25,19,2,NA,NA,15,11,NA,67,8,2,3,2,2,22,2,NA,NA,NA,NA
"504","Luan Michel de Louzã","Luan","https://s.glbimg.com/es/sde/f/2016/05/01/b382e271d658c1a86a3f257ca46cfb8e_FORMATO.png",60834,19,"PAL","ata","Nulo",0,1.87,0,1.1,2,NA,NA,NA,1,3,NA,5,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA
"505","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2016/04/28/8d01a11770a124d6d1f9432e0d2cc9eb_FORMATO.png",61033,19,"COR","mei","Dúvida",0,7.27,0,3.08,12,1,NA,NA,14,16,NA,32,NA,1,1,9,1,16,NA,NA,NA,NA,NA
"506","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2016/04/28/fcb4a31eaeed96a5abb3056b698207d1_FORMATO.png",61149,19,"COR","ata","Nulo",0,6.83,0,3.1,6,NA,NA,NA,9,4,NA,13,NA,NA,NA,7,2,3,2,NA,NA,NA,NA
"507","Gilberto Oliveira Souza Júnior","Gilberto","https://s.glbimg.com/es/sde/f/2016/07/15/45ccc9168eb3c040a3098b28bb764ce9_FORMATO.png",61188,19,"SAO","ata","Nulo",2.1,7.02,-0.23,1.37,3,NA,NA,NA,2,2,NA,5,NA,NA,2,1,NA,2,1,NA,NA,NA,NA
"508","Ananias Elói Castro Monteiro","Ananias","https://s.glbimg.com/es/sde/f/2016/04/27/0dead0d45be78ee38c88ac55e4b5a928_FORMATO.png",61135,19,"CHA","ata","Contundido",0,4.89,0,2.66,9,2,NA,NA,13,10,NA,22,NA,NA,4,1,1,14,1,NA,NA,NA,NA
"509","Hélder Maurílio da Silva Ferreira","Hélder","https://s.glbimg.com/es/sde/f/2016/07/13/7c461e147cdddb6e1af78ddb2319313c_FORMATO.png",61238,19,"AME","lat","Nulo",0,3.38,0,2.12,9,2,NA,NA,19,12,NA,30,1,2,NA,1,NA,12,1,NA,NA,NA,NA
"510","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2016/05/09/42de8657b853667a526244f2be9234aa_FORMATO.png",61211,19,"ATL","lat","Provável",14.3,10.61,2.86,4.05,11,2,NA,NA,19,6,NA,30,3,1,NA,3,1,20,NA,NA,NA,NA,NA
"511","Ariel Gerardo Nahuelpán Osten","Ariel","https://s.glbimg.com/es/sde/f/2016/07/12/b450ff3f74316c074bdb6f34d05fb513_FORMATO.png",61999,19,"INT","ata","Nulo",1.2,5.95,0.3,1.2,6,2,NA,NA,8,8,NA,8,NA,NA,3,2,1,1,1,NA,NA,NA,NA
"512","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,19,"BOT","mei","Provável",0,6.16,0,2,8,4,NA,NA,18,28,NA,33,NA,NA,1,1,NA,16,NA,NA,NA,NA,NA
"513","Everton Kempes dos Santos Gonçalves","Kempes","https://s.glbimg.com/es/sde/f/2016/04/27/bad8378ed9eb0504e46152d7d251bf29_FORMATO.png",62056,19,"CHA","ata","Provável",3.8,5.19,-0.43,2.86,10,1,NA,NA,17,9,NA,12,NA,NA,4,7,3,4,3,NA,NA,NA,NA
"514","Fernando Camilo Farias","Camilo","https://s.glbimg.com/es/sde/f/2016/06/28/8a03ee3ad9899f775f55818fc2c7e956_FORMATO.jpeg",62009,19,"BOT","mei","Provável",0,11.91,0,6.51,8,NA,NA,NA,5,11,NA,32,NA,4,4,5,3,6,6,NA,NA,NA,NA
"515","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2016/04/20/5d1ebbea8911da836ce3d8d5750ed585_FORMATO.png",62086,19,"FLA","lat","Provável",6.3,6.35,0.39,4.94,9,2,NA,NA,6,13,NA,18,6,1,NA,4,NA,8,2,NA,NA,NA,NA
"516","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,19,"CRU","mei","Provável",0.2,6.62,-1.57,3.64,8,NA,NA,NA,3,9,NA,26,NA,4,2,NA,NA,7,NA,NA,NA,NA,NA
"517","Edimar Curitiba Fraga","Edimar","https://s.glbimg.com/es/sde/f/2016/07/06/7cd7c8f13aeaaec177b96f9c905ae109_FORMATO.png",62024,19,"CRU","lat","Provável",7.1,5.34,1.3,2.02,6,1,NA,NA,11,8,NA,19,NA,NA,NA,2,NA,12,1,NA,NA,NA,NA
"518","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2016/05/01/35cbb038a295b3d40644676a8319a4fe_FORMATO.png",62047,19,"PAL","mei","Provável",-1.2,10.23,-1.43,3.37,17,2,NA,NA,20,9,NA,43,NA,1,9,7,3,24,1,NA,NA,1,NA
"519","Rivaldo Vitor Borba Ferreira Junior","Rivaldinho","https://s.glbimg.com/es/sde/f/2016/02/19/6e03babfe88c0a96df77c694fa554c01_FORMATO.png",86620,19,"INT","ata","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Arthur Henrique Peixoto Santos","Arthur Henrique","https://s.glbimg.com/es/sde/f/2016/04/20/3f46a527ea61558b1ac7d2bc9ce37b13_FORMATO.png",86629,19,"FLA","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Wallyson Ricardo Maciel Monteiro","Wallyson","https://s.glbimg.com/es/sde/f/2016/05/01/34369068ebb6def83baf9b6dad8c09d3_FORMATO.png",62127,19,"STC","ata","Nulo",0,1.06,0,0.14,12,2,NA,NA,8,5,NA,26,NA,1,3,1,NA,4,1,NA,NA,NA,NA
"522","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,19,"SAN","gol","Suspenso",-2.5,13.43,-2.4,5.37,19,NA,34,NA,1,8,16,4,7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"523","Wellington Aparecido Martins","Wellington","https://s.glbimg.com/es/sde/f/2016/05/01/a116ae1e36ff02160719ea8f1160f811_FORMATO.png",62129,19,"SAO","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Rafael da Silva Santos","Rafael Silva","https://s.glbimg.com/es/sde/f/2016/07/12/a90914932e1867e9155bbabe94b021d6_FORMATO.png",86725,19,"FIG","ata","Contundido",0,4.82,0.17,0.1,7,1,NA,NA,11,5,NA,11,NA,NA,2,2,NA,3,6,1,NA,NA,NA
"525","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2016/04/26/a7c5e9f33d2d3830a07c35ba1ce1b902_FORMATO.png",62128,19,"ATL","ata","Provável",3.6,8.47,-1.54,1.78,18,3,NA,NA,39,14,NA,55,NA,2,9,11,3,9,12,2,NA,NA,NA
"526","Lucas Gonçalves Reis Santos","Lucas Rex","https://s.glbimg.com/es/sde/f/2016/04/27/b27a6937e76ed725481807462380bd42_FORMATO.jpeg",86745,19,"GRE","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,19,"PAL","mei","Provável",-0.9,3.85,-0.93,2.13,18,4,NA,NA,21,16,NA,47,NA,2,2,3,NA,29,1,NA,NA,NA,NA
"528","Edwin Armando Valencia Rodríguez","Valencia","https://s.glbimg.com/es/sde/f/2016/05/01/19b876352b7c66c50a6b3d872e85257c_FORMATO.png",50417,19,"SAN","mei","Nulo",0,2.43,0,0.5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2016/05/30/c305f57716ad3736b7ff1a84ee695ab2_FORMATO.png",62130,19,"FLU","lat","Provável",-1.3,5.69,-1.75,3.62,6,2,NA,NA,9,11,NA,15,4,NA,NA,NA,NA,6,2,NA,NA,NA,NA
"530","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2016/04/30/58142c7fcee7f7bbfc6d8a343b2a103f_FORMATO.png",86757,19,"GRE","ata","Nulo",0,6.82,0,3.33,16,NA,NA,NA,14,19,NA,36,NA,1,12,16,1,14,4,1,NA,NA,NA
"531","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2016/05/01/df95d867f8ae0ddd0e0485b9b344e610_FORMATO.png",50421,19,"SAO","mei","Nulo",-0.3,2.86,-0.85,2.12,10,2,NA,NA,12,14,NA,21,NA,NA,2,5,NA,15,1,NA,NA,NA,NA
"532","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,19,"ATL","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"533","Ricardo Martins de Araújo","Kadu","https://s.glbimg.com/es/sde/f/2016/05/01/5ece8fb5b4713b05482aa2b88891e5cf_FORMATO.png",50427,19,"PON","zag","Nulo",0,5.6,0,1.47,12,2,NA,NA,11,11,NA,16,2,NA,3,1,NA,11,NA,NA,NA,NA,1
"534","Marcos Antônio da Silva Gonçalves","Marquinhos","https://s.glbimg.com/es/sde/f/2016/04/30/6dd38f550a44a2bcb5094495271fd09a_FORMATO.png",60788,19,"INT","mei","Nulo",0,3.05,0,1.05,4,NA,NA,NA,2,4,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2016/04/30/48dd7ee31224c5846fad2dbe7a73178c_FORMATO.png",86759,19,"GRE","ata","Nulo",0,19.23,0,6.78,14,4,NA,NA,15,38,NA,59,NA,2,9,18,5,17,4,3,NA,NA,NA
"536","Sérgio Antônio Borges Júnior","Serginho","https://s.glbimg.com/es/sde/f/2016/05/01/e717b60b7c1428ab394b5a7000b297c8_FORMATO.png",50454,19,"SPO","mei","Suspenso",-1.2,9.07,-0.11,2.59,16,6,NA,NA,33,34,NA,40,NA,NA,2,8,1,29,NA,NA,NA,NA,NA
"537","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2016/05/09/76b9cb2942f6965ee20898d648090291_FORMATO.png",86764,19,"ATL","lat","Provável",3.1,7.09,-0.1,3.9,18,2,NA,NA,14,25,NA,53,8,NA,3,2,NA,24,1,NA,NA,NA,NA
"538","Allan Vieira Reis","Allan ","https://s.glbimg.com/es/sde/f/2016/05/01/dfc551b1b4c6fb512cde5bc9b3c1e0b3_FORMATO.png",86779,19,"STC","lat","Nulo",0,2.65,0,0.8,4,NA,NA,NA,7,1,NA,18,NA,NA,NA,2,NA,6,NA,NA,NA,NA,NA
"539","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2016/07/06/4b699440af1242f2544490fe5357dc29_FORMATO.png",86766,19,"ATL","mei","Nulo",0,2.42,0,0.25,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"540","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2016/04/28/84ef11bf1e3dd175d1638cfb032e579c_FORMATO.png",50439,19,"COR","zag","Nulo",0,4.78,0,3.25,4,1,NA,NA,5,1,NA,8,3,NA,2,1,NA,1,NA,NA,NA,NA,NA
"541","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2016/06/18/20af893931cbb5cdd670f007ace7065d_FORMATO.png",86797,19,"CRU","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"542","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,19,"CRU","zag","Nulo",0,2.24,0,1.7,3,1,NA,NA,2,1,NA,9,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA
"543","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/a9d9178f59821bfca73d485e636ad040_FORMATO.png",50856,19,"FLU","zag","Suspenso",-2.6,10.31,-1.72,3.33,18,3,NA,NA,11,10,NA,27,8,NA,2,5,NA,15,NA,1,NA,NA,NA
"544","Luiz Diallison de Souza Alves","Apodi","https://s.glbimg.com/es/sde/f/2016/07/19/b818076ed5dac8d5812816b1aebec56e_FORMATO.png",51042,19,"SPO","lat","Nulo",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2016/05/01/dbe064845aafa85bf15a1ca5262c97b9_FORMATO.png",86859,19,"VIT","mei","Provável",0.3,1.02,0.12,0.04,7,2,NA,NA,8,5,NA,16,NA,NA,1,4,NA,4,NA,NA,NA,NA,NA
"546","Leandro Almeida da Silva","Leandro Almeida","https://s.glbimg.com/es/sde/f/2016/06/20/c1c5199c8b8b470dd795f1f68800b8f0_FORMATO.png",50462,19,"INT","zag","Contundido",0,2.46,0,0.5,2,NA,NA,NA,8,3,NA,3,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA
"547","Luís Vinícius da Silva Matos","Vinicius","https://s.glbimg.com/es/sde/f/2016/05/01/ab01678926fd95682bf892aaa54316e9_FORMATO.png",86861,19,"VIT","zag","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,19,"SAO","gol","Provável",5,9.45,1.78,3.81,18,NA,26,1,NA,NA,20,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2016/04/26/765a5089ecb5053c65f7168963c61b74_FORMATO.png",51318,19,"ATL","mei","Provável",1.2,8.2,0.34,3.64,11,3,NA,NA,14,17,NA,35,NA,1,1,1,2,19,NA,NA,NA,NA,NA
"550","Walter Leandro Capeloza Artume","Walter","https://s.glbimg.com/es/sde/f/2016/04/28/9520a016aaf4604a0c75d928046c8bd9_FORMATO.png",51413,19,"COR","gol","Nulo",0,12.43,0,6.11,8,NA,13,NA,NA,1,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"551","Rodrigo Vasconcelos Oliveira","Rodrigo","https://s.glbimg.com/es/sde/f/2016/05/01/0f8beb8328a953a76f62128657f0c463_FORMATO.png",86935,19,"PAL","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,19,"BOT","zag","Nulo",0,4.86,0,2.29,12,NA,NA,NA,17,12,NA,30,1,NA,1,1,NA,19,NA,NA,NA,NA,NA
"553","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,19,"BOT","zag","Provável",0,5.43,0,3.66,11,2,NA,NA,10,12,NA,28,1,NA,NA,6,NA,25,NA,NA,NA,NA,NA
"554","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2016/04/30/e393c92239428f76920973cf24b82073_FORMATO.png",87008,19,"GRE","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"555","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,19,"SAN","lat","Nulo",0,9.02,0,3.1,14,6,NA,NA,20,10,NA,55,4,NA,2,2,2,22,NA,NA,NA,NA,NA
"556","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2016/05/01/02e50e98f3a67626dd1c651cdd042e54_FORMATO.png",51415,19,"PAL","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Rafael Bastos","Rafael Bastos","https://s.glbimg.com/es/sde/f/2016/06/30/fd592a8e7b5a3cb16cb540818553ec88_FORMATO.png",51476,19,"CHA","mei","Nulo",0,9.65,0,2.63,8,2,NA,NA,12,7,NA,7,NA,NA,5,4,1,9,3,NA,NA,NA,NA
"558","Eduardo Augusto Baptista Miguel","Eduardo Baptista","https://s.glbimg.com/es/sde/f/2016/07/08/9c77eae8ffe910b24fb1d98ce962c693_FORMATO.jpeg",87211,19,"PON","tec","Provável",0.32,9.4,-0.7,2.72,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Anderson Ferreira da Silva","Pará","https://s.glbimg.com/es/sde/f/2016/07/13/9ed414184988c2926ab0d78b55db9098_FORMATO.png",87213,19,"FIG","lat","Provável",0,5.58,0,3.97,3,1,NA,NA,2,4,NA,2,1,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
"560","Tiago dos Santos Alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2016/05/01/5f47ce9d3a4af5acb91336921bbf7c64_FORMATO.png",51495,19,"PON","zag","Nulo",0,3.08,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Adalberto dos Santos Rodrigues","Adalberto","https://s.glbimg.com/es/sde/f/2016/05/09/8a1bf4ce5ccc93ee1da6783ea2355fd0_FORMATO.png",51549,19,"AME","zag","Nulo",0,4.96,0,2.58,9,3,NA,NA,14,9,NA,34,1,1,1,2,2,8,NA,NA,NA,NA,NA
"562","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2016/04/28/d79ded1eae88c25646b800caa6438463_FORMATO.png",87225,19,"COR","zag","Contundido",0,2.62,0,2.88,7,2,NA,NA,4,4,NA,9,3,NA,1,1,NA,6,NA,NA,NA,NA,NA
"563","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2016/04/28/791584b7c8c0a16ed8c52dc6c6821a90_FORMATO.png",87228,19,"COR","lat","Nulo",0,4.86,0,5,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Alison Wágner Lira Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/09/d7263e570ed2a87bc24ead8f629b3d34_FORMATO.png",51702,19,"AME","zag","Provável",6.2,3.36,1.28,1.83,9,1,NA,NA,8,6,NA,17,2,NA,NA,2,NA,8,1,NA,NA,NA,NA
"565","Marcos do Nascimento Teixeira","Marcão","https://s.glbimg.com/es/sde/f/2016/07/03/67c178dd2899716368d15d8b4940c14c_FORMATO.png",87267,19,"ATL","zag","Nulo",0,2.39,0,3.52,5,2,NA,NA,4,5,NA,2,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"566","Bruno Rodrigo Fenelon Palomo","Bruno Rodrigo","https://s.glbimg.com/es/sde/f/2016/04/28/b19790a721b5fdde81e82943deee9414_FORMATO.png",51705,19,"CRU","zag","Provável",2.1,10.23,0.54,3.09,15,3,NA,NA,10,10,NA,27,2,NA,NA,8,1,20,1,1,NA,NA,NA
"567","Bruno Rangel Domingues","Bruno Rangel","https://s.glbimg.com/es/sde/f/2016/04/27/3c7ecd662014838c83e615e22a14c643_FORMATO.png",51683,19,"CHA","ata","Nulo",8,15.62,1.8,4.51,17,1,NA,NA,28,18,NA,17,NA,NA,6,6,8,11,8,NA,NA,NA,NA
"568","Antonio Eduardo Pereira dos Santos","Kanu","https://s.glbimg.com/es/sde/f/2016/07/06/4faace6696532f4a33c9058a22fc4b00_FORMATO.png",51792,19,"VIT","zag","Provável",-4.3,2.34,-0.48,1.07,10,5,NA,NA,20,5,NA,21,2,NA,3,5,1,8,7,NA,NA,NA,NA
"569","Carlos Alexandre Cardoso","Cardoso","https://s.glbimg.com/es/sde/f/2013/02/07/538ee91f273928b3469d43f4c5cc70ee_FORMATO.jpeg",51707,19,"AME","zag","Nulo",0,2.6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","José Nivaldo Martins Constante","Nivaldo","https://s.glbimg.com/es/sde/f/2016/04/27/60b12bac28785d18e714ae866c98e6e7_FORMATO.png",52897,19,"CHA","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Réver Humberto Alves Araújo","Réver","https://s.glbimg.com/es/sde/f/2016/06/28/b3229ad78369684e9d9ac48e51678043_FORMATO.jpeg",52253,19,"FLA","zag","Provável",7.4,7.99,0.48,5.07,11,1,NA,NA,5,9,NA,18,6,NA,1,5,1,11,NA,NA,NA,NA,NA
"572","Víctor Leandro Bagy","Victor","https://s.glbimg.com/es/sde/f/2016/04/26/832210cff768e7a0bcc99eadd2bf79d1_FORMATO.png",52950,19,"ATL","gol","Provável",7,12.51,-0.88,2.29,18,NA,24,NA,NA,2,25,12,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"573","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2016/06/24/06809d7c812c5b48d71d3fe61d7d0cff_FORMATO.png",52674,19,"AME","lat","Provável",4,3.05,0.35,2.07,9,2,NA,NA,8,11,NA,27,2,NA,2,1,NA,10,1,NA,NA,NA,NA
"574","Guilherme Gimenez de Souza","Gimenez","https://s.glbimg.com/es/sde/f/2016/04/27/4fdb59e5497a1dda24a3556643f0b8f6_FORMATO.png",87482,19,"CHA","lat","Provável",3.8,5.04,-0.15,1.41,17,3,NA,NA,22,26,NA,41,2,1,NA,1,NA,15,2,NA,NA,NA,NA
"575","Messias Rodrigues da Silva Júnior","Messias","https://s.glbimg.com/es/sde/f/2016/05/09/6068d0d51d95cf9603bbaf09042e0580_FORMATO.png",87402,19,"AME","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"576","Tiago Machowski","Tiago","https://s.glbimg.com/es/sde/f/2016/04/30/5dd1148fbd2c5986525de747fb4ea80d_FORMATO.png",87611,19,"GRE","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
