"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FD","FF","FS","I","PE","RB","SG","G","A","FT","DD","GS","CV","PP","DP","GC"
"610","Bruno dos Santos Nazário","Bruno Nazário","https://s.glbimg.com/es/sde/f/2016/04/28/b4a45b36ada00cfc0463d86b634ac479_FORMATO.png",81776,16,"CRU","mei","Nulo",0,1.57,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2016/05/09/a2bc2cdd8b33a4aaa476ae435462e576_FORMATO.png",81898,16,"AME","mei","Provável",6.6,8.76,1.83,2.03,12,2,19,8,14,17,8,60,17,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"612","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2016/04/28/e9ebab6fd2406ef83d5358e1e50028db_FORMATO.png",80944,16,"COR","mei","Nulo",0,2.74,0,0.35,4,NA,1,NA,1,2,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2016/05/09/30b9de471ace5f9a5652b40f9530ef64_FORMATO.png",81770,16,"ATL","ata","Nulo",0,7.25,0,1.09,12,2,12,5,8,11,3,39,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"614","João Ricardo Riedi","João Ricardo","https://s.glbimg.com/es/sde/f/2016/05/09/a0bbd0dab2d8ed42d0781ece46879c2f_FORMATO.png",81881,16,"AME","gol","Provável",-1.6,5.05,-1.35,0.9,16,1,1,NA,NA,NA,NA,17,NA,1,NA,NA,NA,25,29,NA,NA,NA,NA
"615","Nixon Darlanio Reis Cardoso","Nixon","https://s.glbimg.com/es/sde/f/2016/07/20/e11f474d86eed11c4025cdebabfb2207_FORMATO.png",80913,16,"AME","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Alejandro César Donatti","Donatti","https://s.glbimg.com/es/sde/f/2016/07/06/f224ece8d3da1bb572a508b5959cbd59_FORMATO.png",81923,16,"FLA","zag","Nulo",0,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Jair Rodrigues Júnior","Jair","https://s.glbimg.com/es/sde/f/2016/05/30/73bc4e0ece2cb92c6f184604d5960f46_FORMATO.png",81091,16,"INT","mei","Nulo",0,2.89,0,-0.7,1,1,2,NA,NA,3,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","José Henrique da Silva Dourado","Henrique Dourado","https://s.glbimg.com/es/sde/f/2016/07/12/a84f91236d3555dc97552622df2f3ec0_FORMATO.png",81905,16,"FLU","ata","Nulo",0,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2016/05/09/9cc66ac9c0e3b1aa96f2a58610743699_FORMATO.png",81682,16,"ATL","mei","Contundido",0,13.49,0,8.95,7,1,5,5,9,5,2,29,NA,NA,6,3,NA,NA,NA,NA,NA,NA,NA
"620","Weverton Almeida Santos","Ferrugem","https://s.glbimg.com/es/sde/f/2016/04/29/690d34559cb8d9e8163e4ea19e69d556_FORMATO.png",82128,16,"FIG","mei","Contundido",0,5.47,0,2.99,11,3,15,7,3,19,NA,25,16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"621","César Henrique Martins","César Martins","https://s.glbimg.com/es/sde/f/2016/04/20/4e6efee24b28c19cfc465c7b37db52e5_FORMATO.png",82403,16,"FLA","zag","Nulo",0,2.2,0,-1.53,3,1,2,NA,1,1,NA,15,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"622","Ronaldo César Mendes de Medeiros","Ronaldo Mendes","https://s.glbimg.com/es/sde/f/2016/05/01/f0fe5370b9ecbdf0197334e098a036c2_FORMATO.png",81148,16,"SAN","mei","Nulo",0,6,0,1.57,4,1,4,NA,2,5,NA,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","Otávio Henrique Passos Santos","Otávio","https://s.glbimg.com/es/sde/f/2016/04/26/e6f18e8db36b5cd2a6dfdb55d33b54bb_FORMATO.png",82463,16,"ATL","mei","Provável",6.6,15.01,0.55,3.1,15,2,24,3,6,17,NA,29,28,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"624","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2016/06/28/a68882f174b592bf4e78dbc9818a4465_FORMATO.jpeg",82411,16,"SAO","ata","Provável",6.7,7.97,0.43,3.22,5,2,7,NA,4,17,1,18,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"625","Igor de Carvalho Julião","Igor Julião","https://s.glbimg.com/es/sde/f/2016/06/28/6718cfa08984f2f134397fad39f6472a_FORMATO.jpeg",81951,16,"FLU","lat","Nulo",0,2.74,0,5.5,1,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Moisés Wolschick","Moisés","https://s.glbimg.com/es/sde/f/2016/04/30/c10a6a6dfa21489038a8138616614f09_FORMATO.png",82567,16,"GRE","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Adilson dos Anjos Oliveira","Juninho","https://s.glbimg.com/es/sde/f/2016/07/13/7091937e35b77851686cccfe56830278_FORMATO.png",82381,16,"AME","mei","Provável",8.6,7.05,1.01,4.04,11,NA,16,2,3,9,NA,34,27,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"628","Gabriel da Silva Esteves","Gabriel Esteves","https://s.glbimg.com/es/sde/f/2016/05/25/3f0f49fb8526d4153acbc8140a8a33db_FORMATO.png",82570,16,"FIG","ata","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","Douglas Coutinho Gomes de Souza","Douglas Coutinho ","https://s.glbimg.com/es/sde/f/2016/04/28/de16cbb2364fc968c073acdc06dedf33_FORMATO.png",82469,16,"CRU","ata","Nulo",4.2,5.43,0.1,2.5,6,1,2,2,1,1,2,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"630","Alan Henrique Costa","Alan Costa","https://s.glbimg.com/es/sde/f/2016/04/30/6ab4cc488e1e76a79e7bd2c9419cf600_FORMATO.png",82613,16,"INT","zag","Nulo",0,2.16,0,-1.9,3,2,8,NA,1,4,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Luiz de Araujo Guimaraes Neto","Luiz Araújo","https://s.glbimg.com/es/sde/f/2016/06/28/d04aecda981fb0bfc0a4ad62d633777c_FORMATO.jpeg",82627,16,"SAO","mei","Nulo",0,2.69,0,3.23,7,NA,4,3,5,1,1,7,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"632","Michael Vinicius Silva de Morais","Michael","https://s.glbimg.com/es/sde/f/2016/07/20/b0e799903b9f85989450a07edadb3477_FORMATO.png",80537,16,"AME","ata","Dúvida",0,2.47,-0.63,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","Geirton Marques Aires","Gegê","https://s.glbimg.com/es/sde/f/2016/05/20/0e39c7e6b5d2a8e4dbec105caa7d7ab8_FORMATO.png",82474,16,"BOT","mei","Contundido",0,4.62,0,0.62,4,NA,2,1,2,3,1,11,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Victor Neves Rangel","Victor Rangel","https://s.glbimg.com/es/sde/f/2016/05/09/0f00d98df560fe7a979c2ce99e9eac49_FORMATO.png",82653,16,"AME","ata","Nulo",1.4,6.48,0.53,2.32,10,1,16,5,7,12,2,15,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"635","Marcelo Hermes","Marcelo Hermes","https://s.glbimg.com/es/sde/f/2016/04/30/496cbddd535f78e8860bfc0028862e34_FORMATO.png",82639,16,"GRE","lat","Nulo",0,9.35,0,5.34,9,2,12,NA,2,8,NA,35,13,4,2,1,NA,NA,NA,NA,NA,NA,NA
"636","Hyuri Henrique de Oliveira Costa","Hyuri","https://s.glbimg.com/es/sde/f/2016/04/26/3d46e04733571b02d6699820588895f2_FORMATO.png",82758,16,"ATL","ata","Nulo",0,5.89,0,1.23,8,NA,9,1,3,9,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Christiano Andrey de Araujo Vieira","Christiano ","https://s.glbimg.com/es/sde/f/2016/05/01/506e76fc0cfd0d0814362b729d1cd678_FORMATO.png",82499,16,"SPO","lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Rómulo Otero","Otero",NA,83004,16,"ATL","mei","Nulo",0,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Tagueu Tadjo Diederrick Joel","Joel","https://s.glbimg.com/es/sde/f/2016/05/01/cb0f6faa775937eb5f0d68afc0ba2252_FORMATO.png",82787,16,"SAN","ata","Nulo",0,5.96,0,2.28,11,NA,9,2,2,7,5,9,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"640","Vinícius Vasconcelos Araújo","Vinícius Araújo","https://s.glbimg.com/es/sde/f/2016/05/01/ad2cb78ecf2e8ddb976e491438cc78f8_FORMATO.png",82767,16,"SPO","ata","Nulo",0,2.22,0,-0.28,4,2,3,NA,NA,5,1,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Hueglo Neris dos Santos","Neris","https://s.glbimg.com/es/sde/f/2016/05/01/f9b2365ceb3a8b49fa3e7474bce9bc75_FORMATO.png",83786,16,"STC","zag","Contundido",0,5.37,0,2.81,10,4,12,NA,NA,11,NA,24,14,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"642","Ruy Franco de Almeida Junior","Ruy","https://s.glbimg.com/es/sde/f/2016/04/28/d46da2e3d940bad03f67a1bbc17e4718_FORMATO.png",82939,16,"COR","mei","Contundido",0,6.69,0,3.26,10,2,10,4,3,14,3,39,11,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"643","Gustavo Ermel","Ermel","https://s.glbimg.com/es/sde/f/2016/07/07/9ff0d08167e56872e00164237ea138bc_FORMATO.png",82952,16,"FIG","ata","Nulo",0,9.41,0,3.23,15,NA,14,7,6,37,1,28,8,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"644","Mateus Lucena dos Santos","Caramelo","https://s.glbimg.com/es/sde/f/2016/05/01/8f419b351f8119eae16605261ac1a57c_FORMATO.png",83760,16,"SAO","lat","Contundido",0,3.35,0,2.15,4,1,5,NA,NA,5,NA,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Clayson Henrique da Silva Vieira","Clayson","https://s.glbimg.com/es/sde/f/2016/05/01/66db511d5e1f4776c5d9ed74ddbf545b_FORMATO.png",83817,16,"PON","mei","Provável",-6.5,1.94,-1.67,1.8,14,2,23,5,6,20,7,38,12,NA,2,1,NA,NA,NA,1,NA,NA,NA
"646","Alisson Machado dos Santos","Alisson","https://s.glbimg.com/es/sde/f/2016/04/29/62a319099b372f78878a9b8a178058c5_FORMATO.png",84266,16,"FIG","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Neilton Meira Mestzk","Neilton","https://s.glbimg.com/es/sde/f/2016/05/20/f7254d3464752fd4562b0633482ac07d_FORMATO.png",83772,16,"BOT","ata","Provável",3.2,9.68,-0.49,4.21,15,1,13,8,11,28,7,39,11,NA,4,2,NA,NA,NA,NA,1,NA,NA
"648","Lucas Cavalcante Silva Afonso","Lucão","https://s.glbimg.com/es/sde/f/2016/05/01/48f192fdba1691586d6a2bfd42288481_FORMATO.png",84554,16,"SAO","zag","Nulo",0,11.04,0,4.23,3,NA,2,NA,1,2,NA,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Ailton Cesar Junior Alves da Silva","Ailton Canela","https://s.glbimg.com/es/sde/f/2016/06/30/81e7c037c6145cbd1c84866c2711eb61_FORMATO.png",84290,16,"CHA","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Glauco Tadeu Chaves","Glauco","https://s.glbimg.com/es/sde/f/2016/05/09/2cac99f5583c416743d60a51fb0d18f2_FORMATO.png",84555,16,"AME","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2016/04/29/d328bc38f626e4c61d12bf5c25f4658c_FORMATO.png",84558,16,"CRU","mei","Nulo",0,1.77,0,0.94,9,3,16,NA,5,8,NA,36,21,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"652","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2016/05/01/16f4da431bfc997fec158ecfb9c186a1_FORMATO.png",84585,16,"PAL","mei","Nulo",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Arthur Henrique Peixoto Santos","Arthur Henrique","https://s.glbimg.com/es/sde/f/2016/04/20/3f46a527ea61558b1ac7d2bc9ce37b13_FORMATO.png",86629,16,"FLA","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"654","Marcos Danilo Padilha","Danilo","https://s.glbimg.com/es/sde/f/2016/04/27/6f07190dc03d02b2df374830099da945_FORMATO.png",82768,16,"CHA","gol","Nulo",0,13.61,0,2.21,11,2,NA,NA,NA,3,NA,4,NA,3,NA,NA,NA,14,18,NA,NA,1,NA
"655","Juan Manuel Salgueiro","Salgueiro","https://s.glbimg.com/es/sde/f/2016/05/20/811a7420963bf1802a706c535821e38a_FORMATO.png",84592,16,"BOT","ata","Dúvida",-2.5,4.96,-1.92,1.41,9,1,10,NA,4,2,2,21,6,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"656","Nicolás Federico López Alonso","Nico López","https://s.glbimg.com/es/sde/f/2016/07/23/237be6493558caa36f59b3a768f45110_FORMATO.png",84709,16,"INT","ata","Nulo",0,14,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2016/05/09/fe0bea834eb17fabedce79806e5e56b4_FORMATO.png",84382,16,"AME","lat","Nulo",5.1,5.15,0.89,2.13,15,2,14,11,8,10,NA,46,10,1,1,1,NA,NA,NA,NA,NA,NA,NA
"658","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2016/05/01/9d77b7b8de884f6ca9e47e4af829f114_FORMATO.png",84848,16,"PAL","ata","Dúvida",7.5,5.56,-0.18,4.94,5,2,5,3,NA,10,NA,10,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"659","Luan Peres Petroni","Luan Peres ","https://s.glbimg.com/es/sde/f/2016/06/27/dd2390a796a155ff0c0f22c0b4aa4735_FORMATO.png",84847,16,"STC","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","Matheus Bitencourt da Silva","Matheus Biteco","https://s.glbimg.com/es/sde/f/2013/01/25/56f668a8a4c0478b93827d0c31964568_FORMATO.jpeg",82703,16,"CHA","mei","Nulo",3.6,4.34,0.34,3.6,1,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2016/05/01/d699ce96a133a9a4277276ec939d0670_FORMATO.png",84890,16,"VIT","lat","Provável",9.9,6.45,1.37,4.5,9,2,12,2,2,13,NA,32,16,2,1,1,NA,NA,NA,NA,NA,NA,NA
"662","Dener Gonçalves Pinheiro","Dener","https://s.glbimg.com/es/sde/f/2016/04/29/44b631eb22a18bd8eeb9d70b4793eacd_FORMATO.png",84887,16,"FIG","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2016/04/26/fd989b79b53823a7699ecc9662a7b74a_FORMATO.png",84851,16,"ATL","mei","Nulo",3.6,5.2,0.47,1.58,6,1,12,6,1,7,1,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2016/04/26/6da386200ffd6eb819bc89d0f7c0c596_FORMATO.png",84926,16,"ATL","mei","Nulo",-0.5,0.8,-0.3,-0.5,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2016/05/01/57ea55576ea726448dc22e88900674b7_FORMATO.png",84917,16,"PON","lat","Nulo",0,5.47,0,1.3,13,5,21,NA,2,9,NA,35,9,3,1,NA,1,NA,NA,NA,NA,NA,NA
"666","Bruno Eduardo de Moraes","Bruno Moraes","https://s.glbimg.com/es/sde/f/2016/05/01/f4731774096a0926ebfb7194d29f9ae8_FORMATO.png",71915,16,"STC","ata","Nulo",-1.3,2.06,-0.3,0.14,8,NA,2,1,NA,5,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2016/04/29/62d23ea7816659aafaf60c6e6027764f_FORMATO.png",85004,16,"FLU","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Rafael da Silva Santos","Rafael Silva","https://s.glbimg.com/es/sde/f/2016/07/12/a90914932e1867e9155bbabe94b021d6_FORMATO.png",86725,16,"FIG","ata","Provável",1.4,5.18,-0.04,0.44,5,NA,9,1,2,3,5,11,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"669","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2016/04/29/73d2f99789d49931c8deea3969a3c2c3_FORMATO.png",84927,16,"FIG","mei","Provável",4,4.03,0.77,0.34,5,1,4,NA,1,6,NA,20,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"670","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,16,"ATL","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Danilo das Neves Pinheiro","Tchê Tchê","https://s.glbimg.com/es/sde/f/2016/05/20/2b96e76d6b1e3f8fc29f37d9dfe90206_FORMATO.jpeg",86686,16,"PAL","mei","Provável",1,3.98,-0.14,2.12,16,3,20,2,3,13,1,37,24,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"672","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2016/05/09/76b9cb2942f6965ee20898d648090291_FORMATO.png",86764,16,"ATL","lat","Provável",5.9,7.17,-0.01,3.86,16,2,12,3,2,22,1,46,21,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Allan Vieira Reis","Allan ","https://s.glbimg.com/es/sde/f/2016/05/01/dfc551b1b4c6fb512cde5bc9b3c1e0b3_FORMATO.png",86779,16,"STC","lat","Nulo",0,2.65,0,0.8,4,NA,7,NA,2,1,NA,18,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2016/06/18/20af893931cbb5cdd670f007ace7065d_FORMATO.png",86797,16,"CRU","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Wesley de Jesus Correia","Lelê","https://s.glbimg.com/es/sde/f/2016/05/01/1f3fda71fc3fa6c69eec840266ba770e_FORMATO.png",70057,16,"STC","mei","Nulo",0,3.26,0,-0.16,8,3,16,2,2,8,NA,26,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"676","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2016/04/30/48dd7ee31224c5846fad2dbe7a73178c_FORMATO.png",86759,16,"GRE","ata","Nulo",0,19.23,0,6.78,14,4,15,9,18,38,4,59,17,NA,5,2,3,NA,NA,NA,NA,NA,NA
"677","Matheus Rossetto","Matheus Rossetto","https://s.glbimg.com/es/sde/f/2016/07/06/4b699440af1242f2544490fe5357dc29_FORMATO.png",86766,16,"ATL","mei","Dúvida",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Lucas Gonçalves Reis Santos","Lucas Rex","https://s.glbimg.com/es/sde/f/2016/04/27/b27a6937e76ed725481807462380bd42_FORMATO.jpeg",86745,16,"GRE","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2016/04/30/58142c7fcee7f7bbfc6d8a343b2a103f_FORMATO.png",86757,16,"GRE","ata","Nulo",1.3,6.82,-0.03,3.33,16,NA,14,12,16,19,4,36,14,NA,1,1,1,NA,NA,NA,NA,NA,NA
"680","Guilherme Cruz de Mattis","Guilherme Mattis","https://s.glbimg.com/es/sde/f/2016/05/01/1105ff5e53bb88916425c5e78fa5d912_FORMATO.png",70111,16,"VIT","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2016/05/01/dbe064845aafa85bf15a1ca5262c97b9_FORMATO.png",86859,16,"VIT","mei","Provável",1.2,1.16,0.2,0.06,5,2,4,1,3,4,NA,13,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Luís Vinícius da Silva Matos","Vinicius","https://s.glbimg.com/es/sde/f/2016/05/01/ab01678926fd95682bf892aaa54316e9_FORMATO.png",86861,16,"VIT","zag","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,16,"SAN","lat","Provável",0.5,14.96,-1.62,4.21,16,1,12,3,2,14,2,62,24,5,1,2,NA,NA,NA,NA,NA,NA,NA
"684","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2016/05/01/652325806fdb7634f63478c0f8dd9476_FORMATO.png",70058,16,"VIT","mei","Nulo",1.7,1.45,0.32,0.1,12,2,18,1,3,16,1,28,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Luis Gustavo de Almeida Pinto","Gustavo","https://s.glbimg.com/es/sde/f/2016/05/01/8670518bbe0da97cf0ecd2545901cbe3_FORMATO.png",70216,16,"VIT","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2016/04/20/1d9d7ea2e5f74e2e387f2dca630e0ade_FORMATO.png",70173,16,"FLA","mei","Contundido",0,6.55,0,2.81,8,2,9,4,2,12,NA,7,6,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"687","Francisco Jackson Menezes da Costa","Jackson Caucaia","https://s.glbimg.com/es/sde/f/2016/04/29/7508fb275c4f7e3c1c188cb14e6042ce_FORMATO.png",70162,16,"FIG","mei","Nulo",0,1.77,0.32,1.18,5,1,12,NA,1,4,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2016/06/28/84bef351e001d5327882f9d3459753b6_FORMATO.jpeg",70222,16,"BOT","gol","Provável",-4,3.17,-0.04,1.51,10,1,NA,NA,NA,3,NA,1,NA,2,NA,NA,NA,14,18,NA,NA,NA,NA
"689","Paulo Jorge Gomes Bento","Paulo Bento","https://s.glbimg.com/es/sde/f/2016/05/25/4dc07b20682720e6ad26d1d7c7360e4b_FORMATO.png",70622,16,"CRU","tec","Nulo",4.66,6.54,0.69,3.02,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Rhayner Santos Nascimento","Rhayner","https://s.glbimg.com/es/sde/f/2016/05/01/2001d7464e28233b6e75ad7438938946_FORMATO.png",70874,16,"PON","ata","Provável",9.2,4.85,0.77,4.04,5,NA,1,1,2,8,NA,14,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"691","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2016/04/28/2e4514e1250273c20db6d592604c3980_FORMATO.png",70132,16,"COR","mei","Provável",1.6,4.21,0.61,1,8,1,21,2,3,1,NA,19,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"692","Alejandro Martinuccio","Martinuccio","https://s.glbimg.com/es/sde/f/2016/05/13/20b1ddd7637df6e54328b6dc072a042d_FORMATO.png",70759,16,"CHA","mei","Nulo",2.2,2.75,0.46,0.63,3,NA,1,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2016/05/20/796d3a86989d174e93697441c578060a_FORMATO.png",70916,16,"BOT","lat","Provável",2.1,5.32,-1.02,3.77,10,1,12,NA,NA,17,1,36,18,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"694","Guilherme Ferreira Pinto","Negueba","https://s.glbimg.com/es/sde/f/2016/07/13/42a0bf406c4f0b23b08edea3cded6132_FORMATO.png",70929,16,"GRE","ata","Provável",3.8,9.25,0.11,2.45,7,3,6,5,3,15,NA,22,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"695","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2016/06/20/3e2a067a2428412e93ec2e40d38c5441_FORMATO.png",70742,16,"INT","mei","Contundido",0,6.53,0,1.55,2,NA,1,NA,NA,4,NA,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
