"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FD","FF","FS","I","PE","RB","SG","G","A","FT","DD","GS","CV","PP","DP","GC"
"487","Jorge Fellipe de Oliveira Figueiro","Jorge Fellipe","https://s.glbimg.com/es/sde/f/2016/06/06/f32873f8fe00f7196bcbb14d8028b9d7_FORMATO.png",73544,16,"ATL","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Paulo Roberto Falcão","Falcão","https://s.glbimg.com/es/sde/f/2016/04/07/63e9f957d0da2386dc66f1e38c39b957_FORMATO.png",73580,16,"INT","tec","Provável",3.7,9.51,0.4,2.12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Fabrício Silva Costa","Fabrício","https://s.glbimg.com/es/sde/f/2016/07/08/d195ae8ef89dd28d25450c8fe56f6246_FORMATO.png",95539,16,"SPO","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Igor Vinicius de Souza","Igor",NA,95466,16,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Rafael Oller Pereira","Rafael Oller","https://s.glbimg.com/es/sde/f/2016/06/28/9cfa51f4c396ed8b06b5d6131fa29050_FORMATO.jpeg",95619,16,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Joanderson de Jesus Assis","Joanderson",NA,95560,16,"CRU","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Marcus Vinicius Aredes Duarte","Marcus Vinicius",NA,95622,16,"FIG","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Bruno Fabiano Alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2016/04/29/49e9429e3f444ef44bc9a03295902d5f_FORMATO.png",73620,16,"FIG","zag","Provável",-1.5,11.5,-0.78,3.65,16,1,16,1,1,8,3,38,25,5,1,NA,NA,NA,NA,NA,NA,NA,NA
"495","danilo ribeiro cardoso","Danilo","https://s.glbimg.com/es/sde/f/2016/06/28/2b372296e8cf8369ba5f80ace96e510a_FORMATO.jpeg",95621,16,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2016/04/28/955d786aa05db6ee13365e3b0b54e2ed_FORMATO.png",73635,16,"COR","ata","Nulo",0,4.68,0,4.75,2,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"497","Bruno Leonardo dos Santos Covas","Bruno Leonardo","https://s.glbimg.com/es/sde/f/2016/07/12/93722d43ce4a5fc3d48f46f65fbafac8_FORMATO.png",95620,16,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Matheus Silva de Carvalho","Matheus",NA,95626,16,"STC","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2016/04/26/56245b924208def6d8688f6d5c9181be_FORMATO.png",73649,16,"ATL","ata","Nulo",-0.8,21.89,-0.64,-0.5,2,NA,1,NA,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Stoitchkov Ortega Silva de Melo","Ortega","https://s.glbimg.com/es/sde/f/2016/07/13/936a64318d4514dfe4d3040a24f4215d_FORMATO.png",95624,16,"STC","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Lucas Francisco de Lima Silva","Lucão",NA,95623,16,"STC","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","Cleber Henrique Pereira dos Santos","Cleber",NA,95625,16,"STC","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Marcelo da Conceição Benevenuto Malaquias","Marcelo","https://s.glbimg.com/es/sde/f/2016/06/28/dca1cc86e589d31cea6f34c1debc7fb7_FORMATO.jpeg",95638,16,"BOT","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Ailton Fagner Mendonça da Silva","Ailton ","https://s.glbimg.com/es/sde/f/2016/07/14/275b048caeee2a83c79e3937d231884d_FORMATO.png",95627,16,"STC","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Matheus de Jesus Cardoso","Banguelê","https://s.glbimg.com/es/sde/f/2016/07/07/b91677434b9eea89f5d977689ea849c7_FORMATO.png",95637,16,"SAO","mei","Nulo",0,0.74,0,-1.1,1,1,2,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,16,"SAO","zag","Nulo",0,11.43,0,1.86,5,NA,6,1,1,2,NA,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,1
"507","Filipe Rodrigues de Souza Santos","Filipinho","https://s.glbimg.com/es/sde/f/2016/05/13/8d5c16b7b121f5fd67db504d17862635_FORMATO.png",95651,16,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Samuel Rosa Gonçalves ","Samuel ","https://s.glbimg.com/es/sde/f/2016/05/30/6c55dee9bbd50504cdedf8b7a7dfe5e4_FORMATO.png",73806,16,"FLU","ata","Provável",-1.9,2.74,-0.62,-0.15,4,1,8,2,2,5,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Claudinei Junio De Souza","Claudinei","https://s.glbimg.com/es/sde/f/2016/05/09/5009508d2616d24ba400e2e4ddd8cc43_FORMATO.png",73863,16,"AME","mei","Nulo",-0.6,8.2,-0.31,2.75,11,NA,5,NA,2,9,NA,24,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Felipe Araruna Hoffman","Felipe Araruna",NA,95660,16,"SAO","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","José Artur de Lima Júnior","Artur","https://s.glbimg.com/es/sde/f/2016/06/28/9857d5ce7085f8e77dc7e133e26c9bce_FORMATO.jpeg",95659,16,"SAO","mei","Nulo",0,1.54,0,2.6,4,NA,4,NA,NA,3,NA,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Héctor Canteros","Canteros","https://s.glbimg.com/es/sde/f/2016/04/20/99c13653a46dab64b8cde0f0192fdc61_FORMATO.png",73918,16,"FLA","mei","Nulo",0,3.28,0,0.15,2,NA,3,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2016/04/28/918d1d4bb2f6863c25280a205740a148_FORMATO.png",73991,16,"COR","zag","Nulo",0,4.26,0,1.5,1,NA,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2016/04/20/5aa14228427583453758e5c79b1bc40d_FORMATO.png",73992,16,"FLA","lat","Contundido",0,13.21,0,4.41,12,1,7,2,6,17,1,38,18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,16,"SAN","mei","Contundido",0,3.22,0,0.4,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2016/04/29/9fb2711aff734db5e097a8c785f181cf_FORMATO.png",74061,16,"FIG","gol","Nulo",0,7.73,0,4,11,1,NA,NA,NA,3,NA,5,NA,4,NA,NA,NA,19,13,1,NA,NA,NA
"517","Hernani Azevedo Junior","Hernani ","https://s.glbimg.com/es/sde/f/2016/04/26/78e49316a8b765001fd3cbed43fb8b5a_FORMATO.png",74078,16,"ATL","mei","Provável",8.4,3.93,2.12,2.34,11,4,20,3,3,6,NA,35,13,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"518","Wallace Oliveira dos Santos","Wallace Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/0a4ef48eb54897fc19994043260ef55f_FORMATO.png",74075,16,"GRE","lat","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Claudio Winck Neto","Claudio Winck","https://s.glbimg.com/es/sde/f/2016/05/09/44f7ab6c76f4634e4e996560532dad16_FORMATO.png",74074,16,"CHA","lat","Nulo",0,5.53,0,3.4,5,NA,6,NA,NA,4,NA,13,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"520","Emerson da Conceição","Emerson Conceição","https://s.glbimg.com/es/sde/f/2016/07/07/f4a73e51545146594f085e9fa1249d93_FORMATO.png",77895,16,"COR","lat","Nulo",0,4.55,0,9.8,1,NA,1,NA,NA,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Eugenio Esteban Mena Reveco","Mena","https://s.glbimg.com/es/sde/f/2016/05/01/b6636f216cfaa7ececec16111456dc19_FORMATO.png",77967,16,"SAO","lat","Suspenso",-5,2.64,-2.54,2.3,2,NA,4,1,NA,1,NA,6,7,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"522","Jonathan Copete Valencia","Copete","https://s.glbimg.com/es/sde/f/2016/07/05/51accf3c8cee0e903942afbe9b7990a7_FORMATO.png",77959,16,"SAN","ata","Provável",12.6,16.54,2.57,10.52,4,1,6,NA,NA,1,2,5,3,NA,3,4,NA,NA,NA,NA,NA,NA,NA
"523","Douglas dos Santos Justino de Melo","Douglas Santos","https://s.glbimg.com/es/sde/f/2016/05/09/9f0bdd83abab57f4975c9902282e8a0a_FORMATO.png",79826,16,"ATL","lat","Nulo",0,11.52,0,3.24,9,1,13,1,2,8,1,29,15,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"524","Adryan Oliveira Tavares","Adryan ","https://s.glbimg.com/es/sde/f/2011/08/10/831f0216772c8719784cc6dcb86f64d9_FORMATO.jpeg",74083,16,"FLA","mei","Nulo",0,3.19,-0.81,0,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Sueliton Florêncio Nogueira","Sueliton","https://s.glbimg.com/es/sde/f/2016/05/09/1d06851858c7a18e9c2bfcebb9f7a438_FORMATO.png",88387,16,"AME","zag","Nulo",0,7.73,0,2.73,7,1,11,NA,NA,12,NA,16,12,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"526","César Bernardo Dutra","César","https://s.glbimg.com/es/sde/f/2016/05/01/a93f99205ac1160291913798df1695dc_FORMATO.png",78086,16,"PON","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","Edgardo Bauza","Edgardo Bauza","https://s.glbimg.com/es/sde/f/2016/05/01/f7cbafa3bccb36c5e875f5cb0480305b_FORMATO.png",78361,16,"SAO","tec","Provável",3.02,12.55,-0.08,3.59,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","Miller Alejandro Bolaños Reasco","Miller Bolaños","https://s.glbimg.com/es/sde/f/2016/05/10/e06dcc7c5fd2af9342d95cf318b5f431_FORMATO.png",78371,16,"GRE","ata","Provável",3.5,6.2,0.74,-0.48,5,NA,8,4,2,2,7,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","César Eduardo González Amaiz","César González","https://s.glbimg.com/es/sde/f/2016/07/07/b9443e09e4265f4f7fe878ff81ac4122_FORMATO.png",74210,16,"COR","mei","Contundido",0,2.33,0,1.23,6,NA,4,1,1,10,1,23,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"530","José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2016/04/20/b32111b86cb0b507eb672fbe6392e61a_FORMATO.png",75295,16,"FLA","ata","Provável",13.1,9.01,0.94,4.34,7,4,23,4,9,16,5,17,1,NA,3,2,1,NA,NA,NA,NA,NA,NA
"531","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2016/04/28/53f6ff2a12e40b6f8dd49aef0978f58e_FORMATO.png",77500,16,"COR","zag","Provável",1.9,10.43,-0.33,1.42,5,NA,4,NA,2,2,NA,6,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"532","Douglas Ricardo Grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2016/05/01/85751bb6bf154f66767689168ed965aa_FORMATO.png",78407,16,"PON","zag","Provável",-2.3,7.71,-0.7,3.15,8,1,14,NA,1,6,NA,9,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"533","Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2016/05/01/1eac9f5c4053080a4a2e6359bd545014_FORMATO.png",78445,16,"SPO","lat","Nulo",0,12.58,0,3.41,11,3,9,NA,2,19,NA,54,29,1,NA,1,NA,NA,NA,NA,NA,NA,1
"534","Oswaldo Alfredo de Lima Gonçalves","Oswaldo","https://s.glbimg.com/es/sde/f/2016/07/08/6a5e9c99f9352d4d5f9780bf0a4b7293_FORMATO.png",78422,16,"SPO","zag","Nulo",0,0.88,0,-1.03,3,1,2,NA,NA,NA,NA,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"535","Victor Vinícius Coelho dos Santos","Vitinho","https://s.glbimg.com/es/sde/f/2016/04/30/3d3d6c56c09cbb3c5faabff10e811d39_FORMATO.png",78435,16,"INT","ata","Provável",11.1,13.75,1.81,4.82,15,5,27,4,14,32,5,53,17,NA,4,4,1,NA,NA,NA,NA,NA,NA
"536","Bruno Brígido de Oliveira","Bruno Brígido","https://s.glbimg.com/es/sde/f/2016/02/19/f053ce859937795fb08a04bc73f4f3e5_FORMATO.png",77556,16,"COR","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Gustavo Javier Canales","Canales","https://s.glbimg.com/es/sde/f/2016/07/22/ec2bde58091c2195d2b13cc74aa0cf1f_FORMATO.png",77772,16,"BOT","ata","Provável",2.8,6.05,0.51,1.15,2,NA,1,NA,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Fábio Braga","Fábio Braga","https://s.glbimg.com/es/sde/f/2016/07/08/255edaf9c9f0cd9f9fb3d7be25c967fa_FORMATO.png",78464,16,"COR","mei","Nulo",0,2.05,0,1.23,3,NA,3,NA,NA,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2016/04/20/03bb5324d5512b7697e1020d78d05d2f_FORMATO.png",78478,16,"FLA","mei","Provável",-2,15.52,-0.91,5.12,16,1,15,5,14,16,NA,64,40,NA,2,2,NA,NA,NA,NA,NA,NA,1
"540","João Felipe Schimdt Urbano","João Schmidt ","https://s.glbimg.com/es/sde/f/2016/05/01/5214f931543621b3d23666a103f23d6e_FORMATO.png",77777,16,"SAO","mei","Nulo",0,5.61,0,2.9,9,NA,14,NA,2,12,NA,26,15,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"541","William de Oliveira Pottker","William Pottker","https://s.glbimg.com/es/sde/f/2016/07/08/b4c04abadeaeaac80fa7e9d660178aa8_FORMATO.png",77809,16,"PON","ata","Suspenso",0,7.46,0,5.31,10,3,9,7,8,6,2,15,5,NA,5,1,NA,NA,NA,NA,NA,NA,NA
"542","Jean Mota Oliveira de Sousa","Jean Mota","https://s.glbimg.com/es/sde/f/2016/06/28/314666b22831271d8ff5b2aab8e93ec2_FORMATO.jpeg",78548,16,"SAN","mei","Nulo",12.6,4.77,2.62,4,3,NA,NA,NA,1,1,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"543","Filipe José Machado","Filipe Machado","https://s.glbimg.com/es/sde/f/2016/06/30/78960995e1a2da787ff88afa326350bc_FORMATO.png",77868,16,"CHA","zag","Nulo",1.7,4,0.8,-1,2,1,3,NA,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Paulo Luiz Beraldo Santos","Paulinho","https://s.glbimg.com/es/sde/f/2016/05/01/f0e73e5e5dedab47653f0d447756e4f4_FORMATO.png",78578,16,"SAN","ata","Nulo",0,3.3,0,1.64,9,2,5,2,4,9,3,27,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"545","José Élber Pimentel da Silva","Élber","https://s.glbimg.com/es/sde/f/2016/04/29/26c6c8beefa35a5684da137e0e90f6dc_FORMATO.png",74140,16,"CRU","mei","Contundido",0,13.68,0,4.75,9,NA,1,2,3,15,5,25,13,NA,2,NA,1,NA,NA,NA,NA,NA,NA
"546","Vagner Antônio Brandalise","Vagner","https://s.glbimg.com/es/sde/f/2016/05/01/070befdf695ba9061ea52576d98e9ec2_FORMATO.png",78151,16,"PAL","gol","Provável",0.7,4.13,-0.87,0.7,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
"547","Leandro Cordeiro de Lima Silva","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/01/d96d5abb87f737dbad1aa76ded5f4549_FORMATO.png",78235,16,"SAN","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2016/04/29/ab99a143750d322ad2aad71c76d7031c_FORMATO.png",73721,16,"CRU","mei","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2016/05/01/77d478fc6384356d3c3869a3d5688c99_FORMATO.png",78605,16,"PAL","mei","Nulo",0,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"550","Gustavo Henrique Vernes","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2016/05/01/b89def887a8c88677a346b6ef350770e_FORMATO.png",78248,16,"SAN","zag","Provável",-1,4.68,-0.61,2.62,14,4,12,2,4,6,NA,25,15,5,NA,1,NA,NA,NA,1,NA,NA,NA
"551","Raphael David Thomaz","Raphinha","https://s.glbimg.com/es/sde/f/2016/05/30/d1ded0ddc810e7ee6c8579efdbaa1e42_FORMATO.png",78868,16,"INT","lat","Nulo",0,1.3,0,-0.75,2,2,5,NA,NA,2,NA,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Elisson Aparecido Rosa","Elisson","https://s.glbimg.com/es/sde/f/2016/05/25/3554792f7d6370422f0d6500155cbe09_FORMATO.jpeg",79048,16,"CRU","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Douglas Alan Schuck Friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2016/04/01/1485ccf7bc8648ce9459935173d1d942_FORMATO.png",78584,16,"COR","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Marcelo Augusto Mathias da Silva","Marcelo","https://s.glbimg.com/es/sde/f/2016/04/27/2ff3f8fd47b927f6e7aaefc9020fd98c_FORMATO.png",78895,16,"CHA","zag","Contundido",0,7.33,0,2.52,12,2,11,1,3,10,1,10,9,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"555","Sérgio Manoel Barbosa Santos","Sérgio Manoel","https://s.glbimg.com/es/sde/f/2016/06/30/82e5c4d82372ce11ed6dd7810894679f_FORMATO.png",78500,16,"CHA","mei","Provável",-0.4,3.11,-0.62,2.19,9,4,15,2,2,15,NA,25,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"556","Moisés Ribeiro Santos","Moisés","https://s.glbimg.com/es/sde/f/2016/04/27/23000de814513259c7b14080e5957a10_FORMATO.png",78991,16,"CHA","mei","Contundido",0,3.41,0,0.9,4,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Leandro Marcos Pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2015/07/22/3eb98a31a7a37b5944e10c1042eab5c9_FORMATO.jpeg",78968,16,"PAL","ata","Nulo",0,6.52,0,1.1,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"558","Edson Kölln","Edson Kölln","https://s.glbimg.com/es/sde/f/2016/05/01/c36af0e7ee65907c7419352b5fbc6679_FORMATO.png",78979,16,"STC","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2016/05/01/9fcbafd898a27f7ee27ac9c658b79f4e_FORMATO.png",78850,16,"PON","lat","Suspenso",-2.7,13.74,-1.06,4.01,16,3,16,3,9,15,1,68,24,3,1,3,1,NA,NA,NA,NA,NA,NA
"560","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2016/06/28/e51699e690f5560939a50fdbb0077328_FORMATO.jpeg",78839,16,"SAN","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Alan Cassio da Cruz","Alan Mineiro","https://s.glbimg.com/es/sde/f/2016/07/13/ccbfbe0c1a0bfbdb6f7efe9c3bc4a27e_FORMATO.png",78765,16,"AME","mei","Provável",-0.9,5.88,-1.03,0.84,11,NA,5,4,3,7,NA,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Eduardo Henrique da Silva","Eduardo","https://s.glbimg.com/es/sde/f/2016/05/09/87e35bd6199717635fc3e63b529f9977_FORMATO.png",78994,16,"ATL","mei","Suspenso",0,6.7,0,2.62,6,3,12,1,NA,16,NA,11,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"563","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2016/04/30/77a813684c8bec870853e82a9e5d8c78_FORMATO.png",78715,16,"GRE","mei","Suspenso",0,5.61,0,-0.44,8,3,13,1,2,10,NA,18,10,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"564","Thiago dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2016/05/01/a0829f0801ed8f6ec3f080d37c905d4f_FORMATO.png",78855,16,"PAL","mei","Provável",1.9,5.94,-1.57,4.16,9,4,19,NA,2,10,NA,12,23,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"565","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/219ecaef93bd80a39957849e5c00a8ca_FORMATO.png",79035,16,"SAN","zag","Dúvida",3.6,6.19,0.57,3.39,12,2,8,1,NA,8,NA,27,14,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"566","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2016/04/26/334b3b9b8036a87dfc2b71286be6e15e_FORMATO.png",79042,16,"ATL","zag","Nulo",0,10.03,0,4.42,5,NA,4,NA,2,3,NA,18,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"567","Rodrigo Dourado Cunha","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2016/04/30/125a07d72be4705ac75309652609a92e_FORMATO.png",78865,16,"INT","mei","Nulo",0,9.74,0,3.65,8,2,16,NA,3,9,1,19,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"568","Nery Bareiro","Nery Bareiro","https://s.glbimg.com/es/sde/f/2016/07/08/ea216cdd248ee475633584202148f7bf_FORMATO.png",79276,16,"COR","zag","Dúvida",5,3.51,0.52,3.95,2,NA,2,NA,1,1,NA,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA
"569","Bruno Alexandre Marques Pereirinha","Bruno Pereirinha","https://s.glbimg.com/es/sde/f/2016/04/26/ee91ba67f57ac8cd752447e02b432bb6_FORMATO.png",79646,16,"ATL","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Jocinei Schad ","Jocinei","https://s.glbimg.com/es/sde/f/2016/04/29/a024082765790c877c2ea92b8e918c43_FORMATO.png",80330,16,"FIG","mei","Nulo",0,8.02,0,3.14,9,1,11,4,9,10,NA,28,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"571","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2016/07/12/23d3349f5e728db41d6ec8c7584ff0dd_FORMATO.png",79066,16,"FLA","gol","Provável",2,7.32,1.21,3.74,13,1,NA,NA,NA,4,NA,5,NA,5,NA,NA,NA,19,16,NA,NA,NA,NA
"572","Rodrigo Luis Ramallo Cornejo","Rodrigo Ramallo","https://s.glbimg.com/es/sde/f/2015/10/08/9cd53013924c3978fcb2f6b9aa9fb4a4_FORMATO.jpeg",79170,16,"VIT","ata","Nulo",-0.9,2.06,-0.94,-0.9,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"573","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2016/05/20/5c565cea17e3c15bc1b3b52893f19c4f_FORMATO.png",79578,16,"BOT","ata","Contundido",0,7.98,0,5.56,11,1,9,6,2,9,4,7,5,NA,6,NA,1,NA,NA,NA,NA,NA,NA
