"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FD","FF","FS","G","PE","RB","A","SG","DD","GS","I","FT","CV","GC","PP","DP"
"264","Luan Michel de Louzã","Luan","https://s.glbimg.com/es/sde/f/2016/05/01/b382e271d658c1a86a3f257ca46cfb8e_FORMATO.png",60834,7,"PAL","ata","Nulo",0,1.51,0,-0.1,1,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Anderson Vital da Silva","Dedé","https://s.glbimg.com/es/sde/f/2016/04/28/667243f1202f23bca573f1ddbb3442e2_FORMATO.png",60819,7,"CRU","zag","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","Ananias Elói Castro Monteiro","Ananias","https://s.glbimg.com/es/sde/f/2016/04/27/0dead0d45be78ee38c88ac55e4b5a928_FORMATO.png",61135,7,"CHA","ata","Contundido",0,3.08,0,-0.9,2,NA,2,NA,NA,3,NA,6,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"267","Patric Cabral Lalau","Patric","https://s.glbimg.com/es/sde/f/2016/04/26/cce286c6b0a6d0a64dfc65ba3363fb6e_FORMATO.png",60969,7,"ATL","lat","Provável",3.4,10.48,-1.05,6.28,6,1,6,6,2,2,2,17,7,2,NA,NA,NA,4,1,NA,NA,NA,NA
"268","Lucca Borges Brito","Lucca","https://s.glbimg.com/es/sde/f/2016/04/28/fcb4a31eaeed96a5abb3056b698207d1_FORMATO.png",61149,7,"COR","ata","Nulo",0,7.61,0,3.85,2,NA,2,NA,4,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Felipe Azevedo dos Santos","Felipe Azevedo","https://s.glbimg.com/es/sde/f/2016/05/01/b65f07ed24924fb1d54139f6b07a0ec5_FORMATO.png",60825,7,"PON","ata","Provável",9,18,-0.09,7.68,6,NA,5,2,8,17,4,20,5,1,NA,NA,NA,2,NA,NA,1,NA,NA
"270","Matheus Silva de Carvalho","Matheus",NA,95626,7,"STC","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Rodrigo Eduardo Costa Marinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2016/04/28/8d01a11770a124d6d1f9432e0d2cc9eb_FORMATO.png",61033,7,"COR","mei","Nulo",0,6.12,0,1.55,2,NA,1,NA,3,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Uendel Pereira Gonçalves","Uendel","https://s.glbimg.com/es/sde/f/2016/04/28/32ce15929c8ce3e8a780390968bf42cc_FORMATO.png",60852,7,"COR","lat","Provável",3.5,14,-1.53,6.99,7,NA,9,1,NA,6,2,23,9,1,4,NA,NA,NA,NA,NA,NA,NA,NA
"273","Jean Raphael Vanderlei Moreira","Jean","https://s.glbimg.com/es/sde/f/2016/05/01/35cbb038a295b3d40644676a8319a4fe_FORMATO.png",62047,7,"PAL","mei","Provável",5.5,10.72,-0.53,3.94,7,1,10,NA,4,3,1,16,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Hélder Maurílio da Silva Ferreira","Hélder","https://s.glbimg.com/es/sde/f/2016/05/25/fdff31a5614f6023abc95f0dc2aa6aaa_FORMATO.jpeg",61238,7,"AME","lat","Provável",-2.3,2.38,-1.39,2.18,6,2,12,NA,1,8,NA,21,6,2,1,NA,NA,1,NA,NA,NA,NA,NA
"275","Everton Kempes dos Santos Gonçalves","Kempes","https://s.glbimg.com/es/sde/f/2016/04/27/bad8378ed9eb0504e46152d7d251bf29_FORMATO.png",62056,7,"CHA","ata","Nulo",0,4.12,0,1.13,3,NA,3,1,2,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Tiago Luis Martins","Tiago Luis","https://s.glbimg.com/es/sde/f/2016/05/09/877fdf56fcc529a0a7169198f7640b51_FORMATO.png",62119,7,"AME","ata","Nulo",-0.3,2.21,-0.05,-0.65,6,2,13,1,4,3,NA,11,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"277","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2016/05/09/42de8657b853667a526244f2be9234aa_FORMATO.png",61211,7,"ATL","lat","Nulo",1.3,7.84,-0.83,3.73,3,NA,3,NA,NA,2,NA,6,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"278","Vanderlei Farias da Silva","Vanderlei","https://s.glbimg.com/es/sde/f/2016/05/01/82e0b04b2f7623a1d61ffaff2e36a59c_FORMATO.png",62121,7,"SAN","gol","Provável",8.2,11.92,0.71,3.34,7,NA,NA,NA,NA,4,NA,2,NA,NA,2,8,6,NA,NA,NA,NA,NA,NA
"279","Airton Ribeiro Santos","Airton","https://s.glbimg.com/es/sde/f/2016/05/19/53e1bd0759a8f98439752def04457e15_FORMATO.png",61985,7,"BOT","mei","Provável",-0.5,5.35,-1.65,-0.5,1,1,1,NA,NA,3,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Marcos Rogério Ricci Lopes","Pará","https://s.glbimg.com/es/sde/f/2016/04/20/5d1ebbea8911da836ce3d8d5750ed585_FORMATO.png",62086,7,"FLA","lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","William Matheus da Silva","William Matheus","https://s.glbimg.com/es/sde/f/2016/05/30/c305f57716ad3736b7ff1a84ee695ab2_FORMATO.png",62130,7,"FLU","lat","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Róbson Michael Signorini","Robinho","https://s.glbimg.com/es/sde/f/2016/05/12/bca701933eaad8640785a2a634d5edf4_FORMATO.png",62104,7,"CRU","mei","Contundido",0,6.65,0,4.13,3,NA,1,1,NA,3,NA,10,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Marcelo de Oliveira Santos","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/25/3b56f79da2fe44217ad5c0725b96944b_FORMATO.jpeg",62136,7,"ATL","tec","Provável",1.8,11.3,-0.22,2.72,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Wallyson Ricardo Maciel Monteiro","Wallyson","https://s.glbimg.com/es/sde/f/2016/05/01/34369068ebb6def83baf9b6dad8c09d3_FORMATO.png",62127,7,"STC","ata","Provável",1.1,1.77,0.21,0.5,7,2,3,2,NA,4,NA,21,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"285","Paulo Henrique Chagas de Lima","Ganso","https://s.glbimg.com/es/sde/f/2016/05/01/09e893a83d0e8dc68f184b293ac1ff81_FORMATO.png",62977,7,"SAO","mei","Dúvida",0,14.07,0,5.5,3,1,5,2,3,8,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Walter Henrique da Silva","Walter","https://s.glbimg.com/es/sde/f/2016/04/26/a7c5e9f33d2d3830a07c35ba1ce1b902_FORMATO.png",62128,7,"ATL","ata","Dúvida",-1.5,6.99,-0.19,-0.23,7,1,16,5,1,7,NA,15,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA
"287","Wellington Aparecido Martins","Wellington","https://s.glbimg.com/es/sde/f/2016/05/01/a116ae1e36ff02160719ea8f1160f811_FORMATO.png",62129,7,"SAO","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Nirley da Silva Fonseca","Nirley","https://s.glbimg.com/es/sde/f/2016/04/29/1aa0b74d53267e417eace37b1fdc4cee_FORMATO.png",62971,7,"FIG","zag","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Werley Ananias da Silva","Werley","https://s.glbimg.com/es/sde/f/2016/04/30/4698f015737545e27eebbce0be96d4c0_FORMATO.png",62974,7,"FIG","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Victor Ramos Ferreira","Victor Ramos","https://s.glbimg.com/es/sde/f/2016/05/01/06d629db34ca0a40668781f14aa5528e_FORMATO.jpeg",63000,7,"VIT","zag","Provável",7.7,9.99,1.03,4.55,7,1,11,2,NA,6,1,19,13,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"291","Marcos Luis Rocha Aquino","Marcos Rocha","https://s.glbimg.com/es/sde/f/2016/04/26/7cdfd61784080c7797bf6ba0df8f234b_FORMATO.png",63013,7,"ATL","lat","Suspenso",-4.7,14.89,-1.12,1.18,6,1,8,NA,2,9,NA,35,11,1,NA,NA,NA,2,NA,1,NA,NA,NA
"292","José Gildeixon Clemente Paiva","Gil","https://s.glbimg.com/es/sde/f/2016/04/27/c0e93b46cd3e426664fd5c4b5a121142_FORMATO.png",63014,7,"CHA","mei","Contundido",0,6.81,0,2.85,4,1,6,NA,3,6,NA,19,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Rodolfo Alves de Melo","Rodolfo","https://s.glbimg.com/es/sde/f/2015/10/23/97e9ee07d167a8cad6424c7010f01e76_FORMATO.png",63082,7,"ATL","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Elias Constantino Pereira Filho","Elias","https://s.glbimg.com/es/sde/f/2016/04/29/970ca65037f3c8197fcd3493d5b95cb9_FORMATO.png",63133,7,"FIG","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2016/05/01/3fe5f1275a99225b025f211e3c3b35e9_FORMATO.png",63158,7,"PAL","mei","Provável",4.1,7.71,0.38,4.01,7,2,6,6,7,6,1,24,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2016/04/30/f19726285035dfcb3d3052e030335ebd_FORMATO.png",63172,7,"INT","zag","Provável",0,6.84,0,2.33,6,3,4,1,NA,5,NA,16,4,NA,4,NA,NA,NA,NA,NA,NA,1,NA
"297","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2016/04/26/1d1efe08d34f3bdd71149b3c364d402c_FORMATO.png",63219,7,"ATL","ata","Contundido",0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Willian Roberto Farias","Willian Farias","https://s.glbimg.com/es/sde/f/2016/05/01/fe8756f5b1dadb24e5633729b39e9486_FORMATO.png",63058,7,"VIT","mei","Provável",4.6,6.51,0.73,3.24,5,2,5,1,NA,6,NA,17,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Carlos Emiliano Pereira","Carlinhos","https://s.glbimg.com/es/sde/f/2016/04/28/604ed4729919dd13bb0cefb06b386893_FORMATO.png",63194,7,"COR","lat","Nulo",5,12.8,0.08,3.26,5,NA,11,NA,NA,8,NA,14,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"300","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,7,"BOT","mei","Provável",1.9,6.64,0.34,3.03,7,2,9,2,5,8,NA,21,20,NA,NA,NA,NA,3,NA,NA,1,NA,NA
"301","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2016/05/01/09f644d5efca4986858238e63fa860a5_FORMATO.png",68725,7,"VIT","lat","Provável",6.7,10.47,1,4.33,6,3,9,4,4,10,NA,37,14,1,NA,NA,NA,NA,2,NA,NA,NA,NA
"302","Alan Patrick Lourenço","Alan Patrick","https://s.glbimg.com/es/sde/f/2016/04/20/01b3feceb08b420b3a5259bf8c157951_FORMATO.png",68685,7,"FLA","mei","Provável",1.7,10.4,-1.3,4.34,7,NA,6,6,2,19,2,25,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"303","Demerson Bruno Costa","Demerson","https://s.glbimg.com/es/sde/f/2011/09/27/c06dfa35e38cd49e5c0ca9d2adb1960e_FORMATO.jpeg",68723,7,"CHA","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2016/04/28/811ea1b5cff7a2f7e4bddd3967fa35ac_FORMATO.png",68690,7,"COR","ata","Nulo",0,7.35,-1.35,1,6,1,10,1,NA,4,1,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"305","Francisco Sousa dos Santos","Chiquinho","https://s.glbimg.com/es/sde/f/2016/04/20/789fa4f8d7f77207cd6c671fc8ad76fa_FORMATO.png",68711,7,"FLA","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2016/04/28/4ed68fb05e5166c5c9c1901f44d0917e_FORMATO.jpeg",68758,7,"FLA","ata","Provável",0,6.63,0,1.85,2,NA,5,NA,2,4,NA,2,2,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"307","Márcio Passos de Albuquerque","Emerson","https://s.glbimg.com/es/sde/f/2016/04/20/c05d1b645dac18bd8b7d01e3da805f0d_FORMATO.png",68744,7,"FLA","ata","Nulo",0,0.77,0,-1.25,2,1,2,NA,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Emiliano Gabriel Vecchio","Vecchio",NA,68745,7,"SAN","mei","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2011/09/21/fecac7f178cfadbedc5b4f48b05018b5_FORMATO.jpeg",68770,7,"COR","mei","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Johnathan Aparecido da Silva","Johnathan Goiano","https://s.glbimg.com/es/sde/f/2016/05/01/ad77cb27868eb39560d27f1ae0a28e5c_FORMATO.png",68779,7,"SPO","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2016/03/30/da926e38870e22ac1b746e0114acf21f_FORMATO.png",68773,7,"GRE","ata","Contundido",0,4.2,0,1.5,2,1,2,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2016/05/01/b89a3bb64cad689651eca4e7f7c30e60_FORMATO.png",68807,7,"SAN","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2016/05/01/9077233b11a95f6bd025bdb11a2dff05_FORMATO.png",69010,7,"PON","gol","Provável",-2,7.49,-0.1,0.55,7,2,NA,NA,NA,1,NA,2,NA,NA,1,7,9,NA,NA,NA,NA,NA,NA
"314","Marcelo Cirino da Silva","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2016/04/20/befdd6c23949a4ebede804fac2e92ec7_FORMATO.png",69022,7,"FLA","ata","Nulo",0.1,6.65,-0.14,1.96,7,NA,3,1,7,15,NA,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,7,"CRU","zag","Contundido",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2016/04/26/aac414140b92bc24d03ba749480a7885_FORMATO.png",69018,7,"ATL","mei","Provável",2.6,7.34,-1.13,6.63,4,NA,8,NA,NA,10,1,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2016/05/01/d6a6be346384e5f7c86d506269113cce_FORMATO.png",68987,7,"PON","mei","Provável",5.7,2.67,1.12,1.37,7,2,22,1,2,9,NA,26,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2016/04/26/20321f246fed8cd6cbb3ca00d4bccbaa_FORMATO.png",69012,7,"ATL","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Antônio de Moura Carvalho","Tony","https://s.glbimg.com/es/sde/f/2016/05/09/e4f60ef78fb4a9e7a51283c27afb5ed2_FORMATO.png",69033,7,"AME","mei","Contundido",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Danilo Fernandes Batista","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2016/05/30/8099f366cc8319b88e07c75b7f584000_FORMATO.png",69051,7,"INT","gol","Provável",6.4,12.89,1.29,5.88,6,NA,NA,NA,NA,1,NA,4,NA,NA,3,9,3,NA,NA,NA,NA,NA,NA
"321","Muriel Gustavo Becker","Muriel","https://s.glbimg.com/es/sde/f/2016/04/30/01462becd6f2c80e3df570f467a68962_FORMATO.png",69041,7,"INT","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2016/05/01/b6083d1f02d4eda13d90b3295c7d762e_FORMATO.png",69282,7,"PAL","ata","Contundido",0,9.56,0,-2,1,1,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"323","Mark Dennis González Hoffman","Mark González","https://s.glbimg.com/es/sde/f/2016/05/01/d82ce312711b6593512e43da7278f716_FORMATO.png",69343,7,"SPO","mei","Nulo",0,7.57,0,0.8,2,NA,2,NA,1,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2016/05/13/dcbc1e5b5b31f9b10ace5cfafebf0281_FORMATO.png",69138,7,"ATL","ata","Dúvida",-0.7,2.09,-0.61,0.5,6,1,6,NA,2,6,NA,22,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,7,"CHA","zag","Contundido",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Jesús Alberto Dátolo","Dátolo","https://s.glbimg.com/es/sde/f/2016/05/09/239256565e0ff6b9efba203f7ba1648e_FORMATO.png",69240,7,"ATL","mei","Contundido",0,3.94,0,0.2,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Dener Assunção Braz","Dener Assunção","https://s.glbimg.com/es/sde/f/2016/05/09/c1dc24221559e1c2e717f8b7b091a8fe_FORMATO.png",69782,7,"CHA","lat","Contundido",0,8.9,-1.4,3.4,7,NA,10,NA,1,9,NA,17,11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"328","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2016/04/26/d9892427a9847031d633b2c4571cdabf_FORMATO.png",69705,7,"ATL","mei","Dúvida",5,6.9,1.01,1.63,6,1,10,3,NA,8,NA,28,6,1,NA,NA,NA,1,1,NA,NA,NA,NA
"329","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2016/05/01/cbfc0d46083f35cde541d9aea35e3a5d_FORMATO.png",68808,7,"PON","lat","Nulo",0,3.89,0,2.3,2,NA,1,2,1,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2016/05/13/eac8265d35cda412d31cdfb857c0d6a8_FORMATO.png",69177,7,"ATL","lat","Provável",7.8,3.09,0.59,3.97,3,NA,7,NA,1,6,NA,6,5,1,1,NA,NA,NA,NA,1,NA,NA,NA
"331","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,7,"SAN","gol","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,7,"SAN","lat","Provável",6.6,15.89,0.61,5.21,7,1,6,3,1,10,NA,20,14,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"333","Renato de Araújo Chaves Júnior","Renato Chaves","https://s.glbimg.com/es/sde/f/2016/04/29/1ea275be2b3908677e2dc5d61a3c2995_FORMATO.png",68827,7,"FLU","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","Wesley de Jesus Correia","Lelê","https://s.glbimg.com/es/sde/f/2016/05/01/1f3fda71fc3fa6c69eec840266ba770e_FORMATO.png",70057,7,"STC","mei","Provável",0.1,4.39,-0.23,0.23,3,NA,9,2,2,4,NA,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2016/05/01/c410c14470ebc6e02ab963212b89a17a_FORMATO.png",68834,7,"SPO","mei","Provável",2.8,8.43,-1.84,4.63,6,NA,13,NA,2,7,1,14,18,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"336","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2016/04/28/2e4514e1250273c20db6d592604c3980_FORMATO.png",70132,7,"COR","mei","Contundido",0,4.68,0,1.77,4,1,10,2,2,NA,1,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2016/04/29/0e6b421a8c0214078fd1f5854cce3874_FORMATO.png",68887,7,"FLU","zag","Provável",-0.9,14.17,-1.11,4.13,7,1,7,2,3,3,1,17,7,NA,3,NA,NA,2,NA,NA,NA,NA,NA
"338","Rodrigo Andrade da Silva","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2016/05/13/d12648f93a394c4cee1fe1414b5d89d7_FORMATO.png",68881,7,"CHA","mei","Nulo",0,2.67,0,-1.1,1,NA,2,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2016/05/01/652325806fdb7634f63478c0f8dd9476_FORMATO.png",70058,7,"VIT","mei","Provável",1.1,1.45,0.07,-0.3,4,NA,4,NA,NA,4,NA,8,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"340","Francisco Jackson Menezes da Costa","Jackson Caucaia","https://s.glbimg.com/es/sde/f/2016/04/29/7508fb275c4f7e3c1c188cb14e6042ce_FORMATO.png",70162,7,"FIG","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Eduardo Colcenti Antunes","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2016/04/30/50fc5a7dc8dc2fa1c53d34cc6e432d9a_FORMATO.png",70360,7,"INT","ata","Provável",0,10.99,0,4.98,6,3,2,4,3,8,2,15,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","Guilherme Cruz de Mattis","Guilherme Mattis","https://s.glbimg.com/es/sde/f/2016/05/01/1105ff5e53bb88916425c5e78fa5d912_FORMATO.png",70111,7,"VIT","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Wenderson da Silva Soares","Maranhão","https://s.glbimg.com/es/sde/f/2016/05/09/e2416e524004a91cc70f0008d71df6c3_FORMATO.png",70165,7,"AME","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2016/04/20/1d9d7ea2e5f74e2e387f2dca630e0ade_FORMATO.png",70173,7,"FLA","mei","Nulo",-0.9,4.99,-0.79,0.54,5,1,5,3,NA,4,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2016/06/01/231313be992771fb981111f16c72ac72_FORMATO.jpeg",70222,7,"BOT","gol","Provável",3.7,3.5,0.5,3.7,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"346","Luis Gustavo de Almeida Pinto","Gustavo","https://s.glbimg.com/es/sde/f/2016/05/01/8670518bbe0da97cf0ecd2545901cbe3_FORMATO.png",70216,7,"VIT","gol","Contundido",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Paulo Victor Mileo Vidotti","Paulo Victor","https://s.glbimg.com/es/sde/f/2016/05/04/0f2cb773c574f6d32e864d3367d034b3_FORMATO.png",68873,7,"FLA","gol","Contundido",0,13.19,0,6.23,3,NA,NA,NA,NA,1,NA,6,NA,NA,1,7,3,NA,NA,NA,NA,NA,NA
"348","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2016/04/20/70be612c84779f7f9acb60fe5519ec8c_FORMATO.png",71709,7,"FLA","mei","Nulo",0,13.79,0,3.16,5,NA,4,NA,NA,4,NA,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","Geovane Diniz Silva","Geovane Maranhão","https://s.glbimg.com/es/sde/f/2016/05/20/d43004ff960f51fbbdc965920515b96e_FORMATO.png",68900,7,"BOT","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
