"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FD","FF","FS","G","I","PE","RB","A","GC","SG","FT","DD","GS","CV","PP","DP"
"73","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2016/04/28/4ed68fb05e5166c5c9c1901f44d0917e_FORMATO.jpeg",68758,10,"FLA","ata","Nulo",-0.8,5.99,-0.82,2.28,5,NA,7,NA,2,6,NA,NA,5,5,1,NA,NA,1,NA,NA,1,NA,NA
"74","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2016/03/30/da926e38870e22ac1b746e0114acf21f_FORMATO.png",68773,10,"GRE","ata","Contundido",0,4.2,0,1.5,2,1,2,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"75","Márcio Passos de Albuquerque","Emerson","https://s.glbimg.com/es/sde/f/2016/04/20/c05d1b645dac18bd8b7d01e3da805f0d_FORMATO.png",68744,10,"FLA","ata","Nulo",0,0.81,0,-0.27,3,1,3,NA,NA,5,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2016/05/01/cbfc0d46083f35cde541d9aea35e3a5d_FORMATO.png",68808,10,"PON","lat","Nulo",0.8,3.53,-0.36,1.8,3,NA,2,3,1,4,NA,NA,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Renato de Araújo Chaves Júnior","Renato Chaves","https://s.glbimg.com/es/sde/f/2016/04/29/1ea275be2b3908677e2dc5d61a3c2995_FORMATO.png",68827,10,"FLU","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Rodrigo Andrade da Silva","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2016/05/13/d12648f93a394c4cee1fe1414b5d89d7_FORMATO.png",68881,10,"CHA","mei","Nulo",0,2.67,0,-1.1,1,NA,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2016/05/01/c410c14470ebc6e02ab963212b89a17a_FORMATO.png",68834,10,"SPO","mei","Provável",3.4,9.35,-0.51,4.86,9,NA,18,NA,2,12,1,NA,23,29,NA,NA,NA,NA,NA,NA,1,NA,NA
"80","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2016/04/29/0e6b421a8c0214078fd1f5854cce3874_FORMATO.png",68887,10,"FLU","zag","Provável",0.8,14.32,-0.5,3.93,10,1,7,2,6,3,1,2,23,10,NA,NA,4,NA,NA,NA,NA,NA,NA
"81","Wellington da Silva Pinto","Wellington","https://s.glbimg.com/es/sde/f/2016/05/01/9ea62644bc83ca0c2191ffa52ae422d7_FORMATO.png",68907,10,"PON","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","André Luiz Barretto Silva Lima","André Lima","https://s.glbimg.com/es/sde/f/2016/05/13/b5a8462bf2d5aa77b26480fe3a466717_FORMATO.png",68893,10,"ATL","ata","Dúvida",0,8.41,0,2.03,7,1,16,NA,1,12,1,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Geovane Diniz Silva","Geovane Maranhão","https://s.glbimg.com/es/sde/f/2016/05/20/d43004ff960f51fbbdc965920515b96e_FORMATO.png",68900,10,"BOT","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Cícero Vítor dos Santos Júnior","Vítor","https://s.glbimg.com/es/sde/f/2016/05/01/bd08877b178e7710d61e0d39b377e6b8_FORMATO.png",68904,10,"STC","lat","Provável",5,6.56,0.56,3.97,4,NA,1,1,1,5,NA,NA,10,6,NA,NA,1,NA,NA,NA,NA,NA,NA
"85","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2016/05/30/2f8c0b4d1c1f63e92bcc75405c0d7b8b_FORMATO.png",68910,10,"INT","mei","Nulo",0,3.9,0,0.32,5,3,9,NA,1,1,NA,NA,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Sosthenes José Santos Salles","Neto Berola","https://s.glbimg.com/es/sde/f/2016/05/01/b89a3bb64cad689651eca4e7f7c30e60_FORMATO.png",68807,10,"SAN","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2016/05/13/9e43cab2a917beef66b9e2d58f1b5abf_FORMATO.png",68901,10,"BOT","ata","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Diego Souza de Andrade","Diego Souza","https://s.glbimg.com/es/sde/f/2016/05/01/4ca75c7b4c6ef9d48c9ffe43f89b8f78_FORMATO.png",68911,10,"SPO","mei","Provável",2.6,18.57,-1.83,6.4,10,1,16,9,9,16,5,3,33,8,1,NA,NA,1,NA,NA,NA,NA,NA
"89","Vinicius Santos Silva","Vinicius","https://s.glbimg.com/es/sde/f/2016/05/09/8c7c7652f388f2e74d34d559bc1e4be3_FORMATO.jpeg",68917,10,"COR","ata","Nulo",0,7.93,-0.31,1.47,7,1,5,3,5,12,NA,1,13,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"90","José Roberto da Silva Júnior","Zé Roberto","https://s.glbimg.com/es/sde/f/2016/05/01/ba32976a24a9a6f813303a9bcd016693_FORMATO.png",36612,10,"PAL","mei","Contundido",1.4,8.31,-0.55,1.55,6,2,9,NA,1,5,NA,NA,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2016/05/01/55ac49c2d9ae816cb60473b12ff0fa2c_FORMATO.png",68920,10,"PAL","ata","Provável",-0.4,12.32,-2.47,5.3,8,1,8,4,5,22,2,4,25,2,4,NA,NA,NA,NA,NA,NA,NA,NA
"92"," Bruno Paulo Machado Barbosa","Bruno Paulo","https://s.glbimg.com/es/sde/f/2010/11/12/1ed045d18cef67e1a2bc926634bb9f90_FORMATO.jpeg",68918,10,"COR","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","George Leandro Abreu de Lima","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/01/ed3bfa529f985a1a31005fc093a47854_FORMATO.png",68924,10,"STC","mei","Nulo",5.3,4.21,1.09,1.3,4,NA,4,NA,1,2,NA,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Magno Alves de Araújo","Magno Alves","https://s.glbimg.com/es/sde/f/2016/04/29/c7b7baa7ccfa38f9c782090e8e24b49c_FORMATO.png",36650,10,"FLU","ata","Provável",10.4,7.12,0.75,2.77,7,NA,2,3,1,4,1,1,10,1,1,NA,NA,1,NA,NA,NA,NA,NA
"95","Leonardo José Aparecido de Moura","Leonardo","https://s.glbimg.com/es/sde/f/2016/05/01/17c90d261be180237a80821b235423f3_FORMATO.jpeg",36591,10,"STC","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Oswaldo de Oliveira","Oswaldo de Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/c6897c70d68e2827f58c99a251df8b57_FORMATO.png",36940,10,"SPO","tec","Provável",2.96,7.76,-0.21,2.94,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Rafael Bastos","Rafael Bastos","https://s.glbimg.com/es/sde/f/2016/06/15/c40ea230b7759a44f8005d4a1ff20ab2_FORMATO.png",51476,10,"CHA","mei","Nulo",0,9.55,-0.2,2.83,7,2,10,4,3,6,1,3,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Ivan Quaresma da Silva","Ivan","https://s.glbimg.com/es/sde/f/2016/04/28/20284e957be3b188a80da6385901f248_FORMATO.jpeg",88136,10,"PON","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Paulo André Cren Benini","Paulo André","https://s.glbimg.com/es/sde/f/2016/05/09/245b6785a7c26b5b1c667315f40b3768_FORMATO.png",37604,10,"ATL","zag","Provável",10.2,4.22,0.34,6.6,4,1,4,NA,2,3,2,NA,12,3,NA,NA,2,NA,NA,NA,NA,NA,NA
"100","Tiago Cardoso dos Santos","Tiago Cardoso","https://s.glbimg.com/es/sde/f/2016/05/01/ae7159c592fbc29db5bbfe03c9abb68e_FORMATO.png",37601,10,"STC","gol","Provável",-2.3,5.97,-1.01,2.43,10,1,NA,NA,NA,1,NA,NA,4,NA,NA,NA,1,NA,16,13,NA,NA,NA
"101","Isaac Oliveira Prado","Isaac","https://s.glbimg.com/es/sde/f/2016/04/28/f86e733de500cd4620aafa817a6e648e_FORMATO.jpeg",88140,10,"COR","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Ángel Rodrigo Romero Villamayor","Ángel Romero","https://s.glbimg.com/es/sde/f/2016/06/23/7903fe7f2298b69880a189fc96ca0f0c_FORMATO.png",88323,10,"COR","ata","Provável",8.5,9.12,0.54,4.83,4,NA,3,1,3,9,NA,3,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA
"103","Michel Fernandes Bastos","Michel Bastos","https://s.glbimg.com/es/sde/f/2016/05/01/d9abb78626aaa013bb379d82f2084409_FORMATO.png",37607,10,"SAO","mei","Dúvida",1.7,11.82,0.34,-1.23,3,1,3,3,2,1,NA,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Daniel Guedes da Silva","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2016/05/01/eb94bb8c5d05bfa2c6196961a8686f0f_FORMATO.png",88225,10,"SAN","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Paulo Victor Mileo Vidotti","Paulo Victor","https://s.glbimg.com/es/sde/f/2016/05/04/0f2cb773c574f6d32e864d3367d034b3_FORMATO.png",68873,10,"FLA","gol","Nulo",0,13.19,0,6.23,3,NA,NA,NA,NA,1,NA,NA,6,NA,NA,NA,1,NA,7,3,NA,NA,NA
"106","Adrián Ricardo Centurión","Centurión","https://s.glbimg.com/es/sde/f/2016/05/01/4beae587728cc6f31ddd73ed7df97170_FORMATO.png",88269,10,"SAO","ata","Provável",2.9,8.55,0.21,1.93,9,NA,6,4,10,20,NA,3,31,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","Paulo Ricardo Ferreira","Paulo Ricardo","https://s.glbimg.com/es/sde/f/2016/05/01/55a7c3efa93f25e94238147e784e436c_FORMATO.png",88224,10,"SAN","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Auro Álvaro da Cruz Júnior","Auro","https://s.glbimg.com/es/sde/f/2016/02/29/c60ef3cc9278686bc68dc0688bc45149_FORMATO.jpeg",88540,10,"SAO","lat","Nulo",0,7.16,0,3.66,5,NA,2,1,1,1,NA,NA,10,3,NA,NA,3,NA,NA,NA,NA,NA,NA
"109","Ayrton Lucas Dantas de Medeiros","Ayrton ","https://s.glbimg.com/es/sde/f/2016/05/30/d9de5b01c0675ed4e4ab3da40f2a1cca_FORMATO.png",88393,10,"FLU","lat","Nulo",0,3.7,0,4.7,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"110","Sueliton Florêncio Nogueira","Sueliton","https://s.glbimg.com/es/sde/f/2016/05/09/1d06851858c7a18e9c2bfcebb9f7a438_FORMATO.png",88387,10,"AME","zag","Dúvida",0,8.25,0,2.83,6,1,8,NA,NA,11,NA,NA,15,10,1,NA,NA,NA,NA,NA,NA,NA,NA
"111","Iago Ângelo Dias","Iago","https://s.glbimg.com/es/sde/f/2016/06/24/9f714e368771d2d54cd27c0c9b0fc896_FORMATO.jpeg",88417,10,"COR","ata","Nulo",0.1,1.62,-0.38,0.1,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Luiz Carlos Oliveira Bitencourt","Luiz Carlos ","https://s.glbimg.com/es/sde/f/2016/05/01/094cd9a92291d9b827dcfe88c0efccb6_FORMATO.png",88430,10,"SPO","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Paulo Autuori","Paulo Autuori","https://s.glbimg.com/es/sde/f/2016/05/02/b2a269f29451119f2d3811442679dc7a_FORMATO.png",36943,10,"ATL","tec","Provável",4.66,6.31,0.26,2.81,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Luan Polli Gomes","Luan Polli ","https://s.glbimg.com/es/sde/f/2016/04/29/310dae26f567a9157425550aee7144d7_FORMATO.png",88916,10,"FIG","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Bruno Sávio da Silva","Sávio","https://s.glbimg.com/es/sde/f/2016/05/09/7dd962f353ef61652ad5f8a79da0ca3c_FORMATO.png",89101,10,"AME","ata","Nulo",0.6,3.99,-0.17,1.62,8,1,7,2,2,2,1,NA,8,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Jucemar de Oliveira Cordeiro Júnior","Júnior Oliveira","https://s.glbimg.com/es/sde/f/2016/05/25/1292ee827e916cf85996f638132cb5ed_FORMATO.png",88848,10,"FIG","gol","Nulo",0,8.09,0,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"117","Lucas de Figueiredo Crispim","Lucas Crispim","https://s.glbimg.com/es/sde/f/2016/05/01/f060208d1a949d93507611b7e4fbd24b_FORMATO.png",88597,10,"SAN","mei","Nulo",0,3.5,0,1.4,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Gabriel Fernando de Jesus","Gabriel Jesus","https://s.glbimg.com/es/sde/f/2016/05/04/f14c5868bfb9bd13406d556de657b9e8_FORMATO.png",89154,10,"PAL","ata","Provável",15.7,30.68,1.27,7.52,10,2,24,11,7,34,6,12,30,9,2,NA,NA,NA,NA,NA,NA,NA,NA
"119","Walace Souza Silva","Walace","https://s.glbimg.com/es/sde/f/2016/04/30/14966dfd439d086334be00397217a6a2_FORMATO.png",88479,10,"GRE","mei","Provável",-0.1,11.6,-0.61,2.2,8,1,9,2,5,8,NA,NA,42,16,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2016/05/01/9159bcd85db743f56cfb40ade72eba88_FORMATO.png",93746,10,"SPO","ata","Nulo",1.7,5.62,0.02,0.43,9,NA,4,2,1,4,NA,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2016/04/30/77a813684c8bec870853e82a9e5d8c78_FORMATO.png",78715,10,"GRE","mei","Dúvida",-1.6,6.73,-1.26,1.04,5,1,10,1,1,7,NA,NA,11,9,NA,NA,NA,NA,NA,NA,1,NA,NA
"122","Bryan Silva Garcia","Bryan","https://s.glbimg.com/es/sde/f/2016/05/25/5b9b24c19e03fc40d70c6a4523ef44ae_FORMATO.png",78632,10,"CRU","lat","Provável",3.4,7.56,0.3,3.14,5,NA,4,1,2,4,NA,NA,29,10,NA,NA,2,NA,NA,NA,1,NA,NA
"123","Alan Cassio da Cruz","Alan Mineiro","https://s.glbimg.com/es/sde/f/2016/05/25/817bcc737122260ee5e51ef26227036d_FORMATO.jpeg",78765,10,"AME","mei","Nulo",-0.3,5.89,0.04,-0.22,5,NA,4,NA,1,3,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2015/10/27/75e3bd8b3cd8668e829255e33d2d2d44_FORMATO.png",78839,10,"SAN","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2016/05/01/9fcbafd898a27f7ee27ac9c658b79f4e_FORMATO.png",78850,10,"PON","lat","Provável",-0.1,14.01,-0.5,4.41,10,2,11,1,4,8,1,1,41,18,3,NA,1,NA,NA,NA,NA,NA,NA
"126","Thiago dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2016/05/01/a0829f0801ed8f6ec3f080d37c905d4f_FORMATO.png",78855,10,"PAL","mei","Provável",0,5.28,0,3.46,5,2,11,NA,NA,6,1,NA,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Edson Kölln","Edson Kölln","https://s.glbimg.com/es/sde/f/2016/05/01/c36af0e7ee65907c7419352b5fbc6679_FORMATO.png",78979,10,"STC","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Leandro Marcos Pereira","Leandro Pereira","https://s.glbimg.com/es/sde/f/2015/07/22/3eb98a31a7a37b5944e10c1042eab5c9_FORMATO.jpeg",78968,10,"PAL","ata","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Raphael David Thomaz","Raphinha","https://s.glbimg.com/es/sde/f/2016/05/30/d1ded0ddc810e7ee6c8579efdbaa1e42_FORMATO.png",78868,10,"INT","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Marcelo Augusto Mathias da Silva","Marcelo","https://s.glbimg.com/es/sde/f/2016/04/27/2ff3f8fd47b927f6e7aaefc9020fd98c_FORMATO.png",78895,10,"CHA","zag","Provável",6.5,8.07,0.93,2.31,10,2,10,1,3,8,NA,1,10,8,NA,NA,3,NA,NA,NA,NA,NA,NA
"131","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2016/05/30/c3a1a9103a8737f15fd42e4bd9b7599b_FORMATO.png",79066,10,"FLA","gol","Provável",18,9.69,4.42,5.73,7,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,3,NA,12,6,NA,NA,NA
"132","Moisés Ribeiro Santos","Moisés","https://s.glbimg.com/es/sde/f/2016/04/27/23000de814513259c7b14080e5957a10_FORMATO.png",78991,10,"CHA","mei","Contundido",0,3.41,0,0.9,4,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Rodrigo Dourado Cunha","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2016/04/30/125a07d72be4705ac75309652609a92e_FORMATO.png",78865,10,"INT","mei","Nulo",0,9.2,0,3.2,3,NA,6,NA,2,1,NA,NA,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/219ecaef93bd80a39957849e5c00a8ca_FORMATO.png",79035,10,"SAN","zag","Provável",7.7,5.97,1.77,3.45,6,2,4,NA,NA,2,1,NA,14,7,NA,NA,2,NA,NA,NA,NA,NA,NA
"135","Filipe Rodrigues de Souza Santos","Filipinho","https://s.glbimg.com/es/sde/f/2016/05/13/8d5c16b7b121f5fd67db504d17862635_FORMATO.png",95651,10,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Luiz Eduardo dos Santos Gonzaga","Dudu","https://s.glbimg.com/es/sde/f/2016/04/29/b704675962ac6d5e0b924179fd6b076c_FORMATO.png",78967,10,"FIG","ata","Dúvida",2.3,5.15,0.17,1.13,9,3,11,2,3,21,NA,1,15,5,NA,NA,NA,1,NA,NA,NA,NA,NA
"137","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2016/04/26/334b3b9b8036a87dfc2b71286be6e15e_FORMATO.png",79042,10,"ATL","zag","Nulo",0,10.03,0,4.42,5,NA,4,NA,2,3,1,NA,18,8,NA,NA,1,NA,NA,NA,NA,NA,NA
"138","Gregore Magalhães da Silva","Gregore",NA,95464,10,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Elisson Aparecido Rosa","Elisson","https://s.glbimg.com/es/sde/f/2016/05/25/3554792f7d6370422f0d6500155cbe09_FORMATO.jpeg",79048,10,"COR","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Matheus Nolasco de Oliveira Silva","Matheus Nolasco",NA,95465,10,"SAN","ata","Nulo",0,3.25,0,0.82,4,1,1,1,NA,4,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Fabrício Silva Costa","Fabrício",NA,95539,10,"SPO","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Eduardo Henrique da Silva","Eduardo","https://s.glbimg.com/es/sde/f/2016/05/09/87e35bd6199717635fc3e63b529f9977_FORMATO.png",78994,10,"ATL","mei","Nulo",0,7.26,0,3.3,2,1,3,1,NA,7,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Marcus Vinicius Aredes Duarte","Marcus Vinicius",NA,95622,10,"FIG","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Bruno Leonardo dos Santos Covas","Bruno Leonardo",NA,95620,10,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Rafael Oller Pereira","Rafael Oller",NA,95619,10,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","danilo ribeiro cardoso","Danilo",NA,95621,10,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Igor Vinicius de Souza","Igor",NA,95466,10,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Matheus de Jesus Cardoso","Banguelê","https://s.glbimg.com/es/sde/f/2016/05/18/c2c9943a7915bf7aa754518e29478b85_FORMATO.png",95637,10,"SAO","mei","Nulo",0,0.74,0,-1.1,1,1,2,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Nery Bareiro","Nery Bareiro","https://s.glbimg.com/es/sde/f/2016/05/09/626dd23e9d5d7bad2b97174f912d48ba_FORMATO.jpeg",79276,10,"COR","zag","Suspenso",2.9,2.99,-0.01,2.9,1,NA,2,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"150","Marcelo da Conceição Benevenuto Malaquias","Marcelo",NA,95638,10,"BOT","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","José Artur de Lima Júnior","Artur",NA,95659,10,"SAO","mei","Nulo",0,2.55,0,7.8,1,NA,1,NA,NA,2,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Roger Machado Marques","Roger Machado ","https://s.glbimg.com/es/sde/f/2016/04/30/fc8bf97ea73c1e25340aab3eea55ab35_FORMATO.png",79437,10,"GRE","tec","Provável",1.07,13.98,-0.95,4.57,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Vitor Hugo Carvalho","Vitinho",NA,95770,10,"PAL","mei","Nulo",0,1.57,-0.43,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Lucas Francisco de Lima Silva","Lucão",NA,95623,10,"STC","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Pedro Gomes Bortoluzo","Pedro",NA,95661,10,"SAO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Lucas Kal Schenfeld Progioli","Lucas Kal",NA,95662,10,"SAO","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Felipe Araruna Hoffman","Felipe Araruna",NA,95660,10,"SAO","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Vinícius Alexandre Pinto","Vinícius",NA,95663,10,"PON","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Rodney Wallace Burns","Rodney Wallace","https://s.glbimg.com/es/sde/f/2016/05/20/54ab1b25de303ed341714bbd4bf35f88_FORMATO.jpeg",95693,10,"SPO","ata","Nulo",-2.3,1.68,-0.61,-0.33,4,NA,3,NA,1,1,NA,NA,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Victor Hugo Jenne Allegreto","Victor Hugo","https://s.glbimg.com/es/sde/f/2016/05/20/e301d793ba147e6bd8c90ef5bc72d7a2_FORMATO.png",95694,10,"BOT","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Maikel Daniel Costa ","Daniel Costa","https://s.glbimg.com/es/sde/f/2016/05/01/2852685afd52f5ee15e93523ef2b5a6f_FORMATO.png",79077,10,"STC","mei","Nulo",-2,1.92,-0.59,-0.07,3,NA,1,1,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2016/05/20/5c565cea17e3c15bc1b3b52893f19c4f_FORMATO.png",79578,10,"BOT","ata","Contundido",0,6.97,0,5.77,7,1,9,4,2,6,4,4,6,4,NA,NA,NA,1,NA,NA,NA,NA,NA
