"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FS","PE","RB","SG","FF","DD","GS","FD","G","A","FT","I","PP","CV","GC","DP"
"290","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2016/05/13/dcbc1e5b5b31f9b10ace5cfafebf0281_FORMATO.png",69138,11,"ATL","ata","Dúvida",3.2,2.74,0.53,0.73,10,2,15,7,35,10,NA,4,NA,NA,3,NA,NA,1,1,NA,NA,NA,NA
"291","Marcelo de Oliveira Santos","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/25/3b56f79da2fe44217ad5c0725b96944b_FORMATO.jpeg",62136,11,"ATL","tec","Provável",6.37,12.58,0.86,3.65,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,11,"SAN","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","Tiago Luis Martins","Tiago Luis","https://s.glbimg.com/es/sde/f/2016/05/09/877fdf56fcc529a0a7169198f7640b51_FORMATO.png",62119,11,"AME","ata","Nulo",-0.1,2.09,-0.22,-0.42,8,2,13,5,15,3,NA,5,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"294","Nirley da Silva Fonseca","Nirley","https://s.glbimg.com/es/sde/f/2016/04/29/1aa0b74d53267e417eace37b1fdc4cee_FORMATO.png",62971,11,"FIG","zag","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Muriel Gustavo Becker","Muriel","https://s.glbimg.com/es/sde/f/2016/04/30/01462becd6f2c80e3df570f467a68962_FORMATO.png",69041,11,"INT","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","Danilo Fernandes Batista","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2016/05/30/8099f366cc8319b88e07c75b7f584000_FORMATO.png",69051,11,"INT","gol","Nulo",0,12.24,0,5.33,9,1,NA,1,5,NA,4,NA,15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","Jesús Alberto Dátolo","Dátolo","https://s.glbimg.com/es/sde/f/2016/05/09/239256565e0ff6b9efba203f7ba1648e_FORMATO.png",69240,11,"ATL","mei","Nulo",4.6,4.14,0.92,1.63,3,NA,2,NA,2,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2016/05/01/b6083d1f02d4eda13d90b3295c7d762e_FORMATO.png",69282,11,"PAL","ata","Nulo",0,9.56,0,-2,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"299","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,11,"SAN","lat","Provável",9.9,16.58,2,4.96,11,1,9,13,42,20,4,1,NA,NA,3,NA,2,NA,1,NA,NA,NA,NA
"300","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2016/04/26/d9892427a9847031d633b2c4571cdabf_FORMATO.png",69705,11,"ATL","mei","Provável",6.1,7.01,0.99,1.99,8,1,11,12,29,8,NA,NA,NA,NA,5,NA,1,1,2,NA,NA,NA,NA
"301","Dener Assunção Braz","Dener Assunção","https://s.glbimg.com/es/sde/f/2016/05/09/c1dc24221559e1c2e717f8b7b091a8fe_FORMATO.png",69782,11,"CHA","lat","Contundido",0,8.9,0,3.4,7,NA,10,9,17,11,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","Mark Dennis González Hoffman","Mark González","https://s.glbimg.com/es/sde/f/2016/05/01/d82ce312711b6593512e43da7278f716_FORMATO.png",69343,11,"SPO","mei","Nulo",0,7.57,0,0.8,2,NA,2,NA,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Wesley de Jesus Correia","Lelê","https://s.glbimg.com/es/sde/f/2016/05/01/1f3fda71fc3fa6c69eec840266ba770e_FORMATO.png",70057,11,"STC","mei","Nulo",-2.5,3.92,-0.12,0.44,7,2,15,7,18,3,NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"304","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2016/05/01/652325806fdb7634f63478c0f8dd9476_FORMATO.png",70058,11,"VIT","mei","Provável",0.1,0.84,0.05,-0.74,8,1,14,12,24,2,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"305","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2016/04/28/2e4514e1250273c20db6d592604c3980_FORMATO.png",70132,11,"COR","mei","Nulo",0,4.68,0,1.77,4,1,10,NA,8,3,NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"306","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2016/05/13/eac8265d35cda412d31cdfb857c0d6a8_FORMATO.png",69177,11,"ATL","lat","Provável",4.3,4.08,0.03,4.63,7,1,12,11,23,12,4,2,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"307","Guilherme Cruz de Mattis","Guilherme Mattis","https://s.glbimg.com/es/sde/f/2016/05/01/1105ff5e53bb88916425c5e78fa5d912_FORMATO.png",70111,11,"VIT","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Francisco Jackson Menezes da Costa","Jackson Caucaia","https://s.glbimg.com/es/sde/f/2016/04/29/7508fb275c4f7e3c1c188cb14e6042ce_FORMATO.png",70162,11,"FIG","mei","Provável",5.5,2.97,0.93,3.03,3,1,6,2,4,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2016/05/31/26e3ebb1f8e4be0cf4ade795e2662bf2_FORMATO.png",71724,11,"SPO","gol","Provável",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2016/06/28/84bef351e001d5327882f9d3459753b6_FORMATO.jpeg",70222,11,"BOT","gol","Provável",0.5,4.19,-1.08,3.24,5,1,NA,1,1,NA,1,NA,9,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Eduardo Colcenti Antunes","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2016/04/30/50fc5a7dc8dc2fa1c53d34cc6e432d9a_FORMATO.png",70360,11,"INT","ata","Provável",9.4,12.82,1.92,5.35,10,4,5,13,22,11,NA,5,NA,NA,8,4,NA,1,3,NA,NA,NA,NA
"312","Wenderson da Silva Soares","Maranhão","https://s.glbimg.com/es/sde/f/2016/05/09/e2416e524004a91cc70f0008d71df6c3_FORMATO.png",70165,11,"AME","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2016/04/20/1d9d7ea2e5f74e2e387f2dca630e0ade_FORMATO.png",70173,11,"FLA","mei","Provável",2.3,5.17,0.18,0.83,6,1,6,6,6,3,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"314","Luis Gustavo de Almeida Pinto","Gustavo","https://s.glbimg.com/es/sde/f/2016/05/01/8670518bbe0da97cf0ecd2545901cbe3_FORMATO.png",70216,11,"VIT","gol","Contundido",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2016/06/20/3e2a067a2428412e93ec2e40d38c5441_FORMATO.png",70742,11,"INT","mei","Dúvida",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","Paulo Jorge Gomes Bento","Paulo Bento","https://s.glbimg.com/es/sde/f/2016/05/25/4dc07b20682720e6ad26d1d7c7360e4b_FORMATO.png",70622,11,"CRU","tec","Provável",3.59,6.04,-0.29,3.34,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","Alejandro Martinuccio","Martinuccio","https://s.glbimg.com/es/sde/f/2016/05/13/20b1ddd7637df6e54328b6dc072a042d_FORMATO.png",70759,11,"CHA","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2016/05/01/10d10d398f850bd63c86f958c7f28a2e_FORMATO.jpeg",72007,11,"STC","mei","Provável",1.6,8.61,0.38,1.13,9,3,26,8,18,17,NA,1,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA
"319","Rhayner Santos Nascimento","Rhayner","https://s.glbimg.com/es/sde/f/2016/05/01/2001d7464e28233b6e75ad7438938946_FORMATO.png",70874,11,"PON","ata","Nulo",0,2.98,0,0.55,2,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2016/05/01/7e06957c4b368ad203c4ec6b29e6f8e7_FORMATO.png",70986,11,"SAN","mei","Nulo",0,6.24,0,5.23,6,NA,6,15,15,12,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA
"321","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2016/05/20/796d3a86989d174e93697441c578060a_FORMATO.png",70916,11,"BOT","lat","Provável",6.4,4.99,0.66,3.06,5,NA,6,8,20,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2016/04/28/babefb476c0292044ff5aec58dbf4331_FORMATO.png",70944,11,"COR","mei","Provável",4.7,16.03,-0.45,6.46,11,2,25,13,33,34,NA,6,NA,NA,2,3,NA,1,1,NA,NA,NA,NA
"323","Lucas de Lacerda Lima Gonçalves","Lucas Zen","https://s.glbimg.com/es/sde/f/2016/05/20/14f0a0139f67b5fa5d93fdf50daac1cc_FORMATO.png",71032,11,"BOT","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Pablo Diogo Lopes de Lima","Pablo Diogo","https://s.glbimg.com/es/sde/f/2016/04/26/055e81a861b3de701c27d01c4bc53872_FORMATO.png",70987,11,"ATL","ata","Nulo",0,4.19,0,2.18,5,1,2,3,4,5,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"325","Patricio Julián Rodríguez","Pato Rodríguez","https://s.glbimg.com/es/sde/f/2016/05/01/4bef8c6622ce0405731a050f76907aa1_FORMATO.png",71055,11,"SAN","mei","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Felipe da Silva Amorim","Felipe Amorim","https://s.glbimg.com/es/sde/f/2016/06/08/2306a1ec9686db086d997059d3847b80_FORMATO.jpeg",71040,11,"COR","mei","Dúvida",-0.4,3.86,-0.53,0.9,5,NA,4,8,10,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2016/04/20/56c602db5b9e9e214d08e8ada1cbeac6_FORMATO.png",71066,11,"FLA","mei","Nulo",3,8.12,0.48,0.47,6,1,8,2,15,5,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"328","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2016/05/23/bf2a41ba291c00b6fcda3fa89c47341d_FORMATO.jpeg",71116,11,"STC","lat","Nulo",0,0.89,0,-2.25,2,NA,4,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"329","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2016/05/01/7bcc0c5b9e4c9b0a22e83d8c52382047_FORMATO.png",71043,11,"SAO","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","Vander Luiz Silva Souza","Vander","https://s.glbimg.com/es/sde/f/2016/05/01/7867f0cf1aa4fe2d5dbaf18879a71d74_FORMATO.png",71117,11,"VIT","ata","Provável",0,0.8,0,-0.1,6,NA,3,13,10,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"331","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2016/05/01/add22040f29ff17ef48edd7a588ec18c_FORMATO.png",71549,11,"SAO","ata","Contundido",0,7.36,0,3.39,9,1,7,15,20,7,NA,3,NA,NA,5,NA,2,2,3,NA,NA,NA,NA
"332","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2016/05/12/05661d7467e22d993beb49ff4f16d292_FORMATO.png",71162,11,"ATL","mei","Provável",10.5,9.09,2.32,3.54,9,1,1,9,28,5,NA,4,NA,NA,9,1,2,NA,NA,NA,NA,NA,NA
"333","Thiago Henrique Mendes Ribeiro","Thiago Mendes","https://s.glbimg.com/es/sde/f/2016/05/01/7bffad216f281ba79db7820b8448dae1_FORMATO.png",71123,11,"SAO","mei","Provável",0,7.73,0,2.38,8,3,10,21,20,13,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"334","Maicon Pereira Roque","Maicon","https://s.glbimg.com/es/sde/f/2016/05/01/f3000bd2b412a315dad8796d7080a492_FORMATO.png",71227,11,"SAO","zag","Provável",1.1,9.14,-1.12,5.01,9,1,6,5,28,12,4,3,NA,NA,3,1,NA,1,2,NA,NA,NA,NA
"335","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2016/05/01/244c756424bb69d9104ec60154e70104_FORMATO.png",71571,11,"VIT","gol","Contundido",5,6.11,0.94,3.33,11,NA,NA,1,3,NA,1,NA,19,16,NA,NA,NA,NA,NA,NA,NA,NA,1
"336","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2015/10/28/edbd026bc7f3e8c24d3a4375ed7a3753_FORMATO.jpeg",71572,11,"GRE","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","Luiz Eduardo Rodrigues","Luiz Eduardo","https://s.glbimg.com/es/sde/f/2016/05/01/a01c478ec41b0544e92efc2347a70703_FORMATO.png",71603,11,"SAO","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","Guilherme Ferreira Pinto","Negueba","https://s.glbimg.com/es/sde/f/2016/06/09/39131bc481659939592e7645f96c20b4_FORMATO.jpeg",70929,11,"GRE","ata","Contundido",0,9.14,0,2.22,6,3,4,10,15,2,NA,2,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA
"339","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2016/04/26/386ce16d188cfb28ca24b64d8b15c15c_FORMATO.png",71631,11,"ATL","gol","Provável",5,4.64,-0.06,1.39,11,NA,NA,NA,9,NA,4,NA,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Michael Javier Ortega Dieppa","Michael Ortega","https://s.glbimg.com/es/sde/f/2016/04/29/40e196e024c00c42e663bdeadb83f3cb_FORMATO.png",71707,11,"FIG","mei","Nulo",0,2.5,0,0.28,5,NA,4,1,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Jorge Miguel Ortega Salinas","Jorge Ortega","https://s.glbimg.com/es/sde/f/2016/05/09/b99ed9a056400cd9676a649b26a4fe5a_FORMATO.jpeg",71694,11,"COR","ata","Dúvida",0,4.14,0,2.38,4,NA,6,3,3,1,NA,1,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA
"342","Jaimerson da Silva Papa","Jaime","https://s.glbimg.com/es/sde/f/2016/04/29/d6a8b36b62361daa804fd625cb8cebba_FORMATO.png",71634,11,"FIG","zag","Nulo",0,7.99,0,1.48,4,2,6,3,7,4,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"343","Henrique Mendonça Mattos","Henrique Mattos","https://s.glbimg.com/es/sde/f/2016/05/01/04bdd81558e68c5ba51d9e30adf14432_FORMATO.png",71593,11,"SPO","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","Renato Escobar Baruffi","Bady","https://s.glbimg.com/es/sde/f/2016/04/29/86021128208f5dddbdf8cfee7d06b136_FORMATO.png",71778,11,"FIG","mei","Provável",1.6,8.53,0.16,2.51,11,1,12,9,37,7,NA,12,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA
"345","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2016/04/20/70be612c84779f7f9acb60fe5519ec8c_FORMATO.png",71709,11,"FLA","mei","Nulo",0,12.88,0,2.39,7,NA,4,4,5,11,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"346","Silvio José Cardoso Reis Junior","Silvinho","https://s.glbimg.com/es/sde/f/2016/04/27/85a79ab83029c7eddf2aded23edd3acd_FORMATO.png",71799,11,"CHA","ata","Provável",0,8.65,-0.14,3.23,11,2,15,35,30,9,NA,11,NA,NA,3,1,1,NA,1,NA,NA,NA,NA
"347","Guilherme de Queiroz Gonçalves","Guilherme Queiroz","https://s.glbimg.com/es/sde/f/2016/04/29/ef32a6ac85a5c69013abfcf413d1edd1_FORMATO.png",71769,11,"FIG","ata","Nulo",0,1.66,0,0.06,9,1,3,5,15,2,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"348","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2016/04/29/e5440de7bae253c68911195524c51b6a_FORMATO.png",71892,11,"FLU","lat","Provável",0.3,9.54,-0.29,3.1,8,2,12,11,26,15,2,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"349","Ocimar de Almeida Júnior ","Júnior Urso ","https://s.glbimg.com/es/sde/f/2016/04/26/b4f69a6fdc9b16887143827898490777_FORMATO.png",71829,11,"ATL","mei","Provável",2.1,12.52,-1.5,4.8,8,1,6,9,15,16,NA,6,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
"350","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,11,"BOT","zag","Dúvida",-2.6,1.35,-1.33,-0.22,6,2,7,4,13,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Tiago da Costa Silva","Tiago Costa","https://s.glbimg.com/es/sde/f/2016/05/01/528278a57134fbffc414225c38342b02_FORMATO.png",71885,11,"STC","lat","Contundido",0,6.33,0,1.87,9,4,18,9,29,18,1,2,NA,NA,2,NA,1,NA,NA,NA,NA,1,NA
"352","Bruno Eduardo de Moraes","Bruno Moraes","https://s.glbimg.com/es/sde/f/2016/05/01/f4731774096a0926ebfb7194d29f9ae8_FORMATO.png",71915,11,"STC","ata","Nulo",0,2.49,0,0.08,5,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2016/04/30/e11b5f17e91f0b101c1a042a938318d6_FORMATO.png",71818,11,"GRE","gol","Contundido",0,4.69,0,3.67,3,1,NA,NA,NA,NA,1,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Thiago Galhardo do Nascimento Rocha","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2016/01/29/6983a9f841d61698c2ee375ce57590e3_FORMATO.jpeg",71844,11,"PON","mei","Nulo",-0.3,3.76,-0.02,0.66,7,2,12,7,13,6,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"355","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2016/05/01/eefe06604642d12c5a4a811575872536_FORMATO.png",72290,11,"PAL","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Giovanni Palmieri dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2016/04/29/d954165fc5e9964dc562fb2abafc176f_FORMATO.png",72097,11,"FLU","lat","Provável",-1.1,7.14,0,3.1,7,2,4,3,20,9,3,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"357","Maurício Azevedo Alves","Amaral","https://s.glbimg.com/es/sde/f/2016/05/01/240c600fd391768b337710d0c00f742c_FORMATO.png",72071,11,"VIT","mei","Provável",7.3,7.2,1.17,2,11,2,19,14,31,17,NA,7,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"358","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2016/05/20/1cfe544293261682171b21a47393cd7a_FORMATO.png",72362,11,"BOT","mei","Provável",4.8,12.56,-1.09,5.08,4,NA,3,3,6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2016/05/01/8113dcced21a9f08cfe758943519c15a_FORMATO.png",72168,11,"STC","mei","Provável",2.9,6.8,0.1,2.61,9,2,19,15,42,19,NA,1,NA,NA,4,NA,1,NA,NA,NA,NA,NA,NA
"360","Ayrton Luis Ganino","Ayrton","https://s.glbimg.com/es/sde/f/2015/10/29/6d1b2a3681d5769ef11d0f7b32fbb3e3_FORMATO.png",72334,11,"FIG","lat","Provável",7.3,9.82,0.63,4.82,8,1,9,13,26,10,4,2,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA
"361","Mike dos Santos Nenatarvicius","Mike","https://s.glbimg.com/es/sde/f/2016/06/11/047d938ae4e915f521415c563dcad8c9_FORMATO.png",72389,11,"INT","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Matheus Simonete Bressanelli","Bressan","https://s.glbimg.com/es/sde/f/2016/04/30/64171a15302ae76f8b924c5e7bbad3b5_FORMATO.png",72491,11,"GRE","zag","Dúvida",0,5.85,0,3.48,6,NA,5,2,15,7,3,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"363","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2016/04/30/ded85791904973e78a63259219ccdc59_FORMATO.png",72490,11,"GRE","zag","Provável",-0.8,12.04,-0.44,3.98,5,1,5,3,10,2,3,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"364","Jefferson Nogueira Junior","Jefferson","https://s.glbimg.com/es/sde/f/2016/04/29/faecdfd52dc96287891cb66037b09f3d_FORMATO.png",81950,11,"FIG","mei","Nulo",0,6.38,0,3.67,3,NA,2,6,15,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"365","Paulo Cezar Magalhães Lobos","Paulo Cezar","https://s.glbimg.com/es/sde/f/2016/04/30/c1672b9c587a6a33d10e5bf33db00999_FORMATO.png",72896,11,"INT","lat","Nulo",0,4.41,0,5.5,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Jakson Ragnar Follmann ","Follmann ","https://s.glbimg.com/es/sde/f/2016/05/25/cd72fbc174946d693da25241360bed6d_FORMATO.jpeg",72488,11,"CHA","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Clayton da Rosa Peixoto","Clayton",NA,72717,11,"SPO","mei","Nulo",-0.5,1.28,-0.06,-0.43,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Cesar Iván Benitez","César Benítez","https://s.glbimg.com/es/sde/f/2016/05/09/65d5e940224b5bac964c40945cc7b42a_FORMATO.jpeg",72932,11,"COR","lat","Contundido",0,2.9,0,-0.1,2,1,3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Luís Enrique Cáceres Centurión","Luís Cáceres","https://s.glbimg.com/es/sde/f/2016/05/09/59d27601ab5d146a082abc1e45950431_FORMATO.jpeg",72943,11,"COR","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2016/05/02/d2495b2c5243d738c214c07a06a54797_FORMATO.jpeg",73281,11,"PON","mei","Provável",3.5,4.28,0.63,0.84,8,1,14,11,16,7,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"371","Leandro Cordeiro de Lima Silva","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/01/d96d5abb87f737dbad1aa76ded5f4549_FORMATO.png",78235,11,"SAN","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","Eduardo Antônio Machado Teixeira","Eduardo","https://s.glbimg.com/es/sde/f/2016/05/25/236f1266c4a0e2e115c7043e40e98639_FORMATO.jpeg",73353,11,"AME","mei","Nulo",0,2.57,0,0.78,6,NA,4,3,11,3,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"373","Renato Gonçalves de Lima","Renatinho","https://s.glbimg.com/es/sde/f/2016/05/01/18fc6fba34015748124139867c57db94_FORMATO.png",73344,11,"STC","lat","Contundido",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Weverson Leandro Oliveira Moura","Leandro","https://s.glbimg.com/es/sde/f/2016/05/09/f02a18ea7808823ef837869864d4a7bc_FORMATO.jpeg",73085,11,"COR","ata","Dúvida",0.7,7.31,0.1,2.07,8,1,9,3,6,1,NA,1,NA,NA,3,1,1,2,4,NA,NA,NA,NA
"375","Argélico Fucks","Argel Fucks","https://s.glbimg.com/es/sde/f/2016/04/30/739fba05ad596b31404522421fe73297_FORMATO.png",73317,11,"INT","tec","Provável",2.34,10.88,0.22,3.96,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
