"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","A","CA","FC","FF","FS","I","PE","RB","FD","FT","G","DD","GS","SG","CV","GC","PP","DP"
"87","Paulo Marcos de Jesus Ribeiro","Paulão","https://s.glbimg.com/es/sde/f/2016/04/30/f19726285035dfcb3d3052e030335ebd_FORMATO.png",63172,14,"INT","zag","Provável",-1.2,7.08,-1.95,3.19,10,NA,4,9,3,8,1,25,14,1,NA,NA,NA,NA,5,NA,NA,1,NA
"88","Everton Kempes dos Santos Gonçalves","Kempes","https://s.glbimg.com/es/sde/f/2016/04/27/bad8378ed9eb0504e46152d7d251bf29_FORMATO.png",62056,14,"CHA","ata","Nulo",1,4.22,-1.08,2.62,5,NA,NA,3,3,NA,NA,3,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"89","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2016/05/09/42de8657b853667a526244f2be9234aa_FORMATO.png",61211,14,"ATL","lat","Provável",-4.1,6.97,-2.56,3.47,6,1,1,12,NA,4,NA,12,12,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"90","Fernando Camilo Farias","Camilo","https://s.glbimg.com/es/sde/f/2016/06/28/8a03ee3ad9899f775f55818fc2c7e956_FORMATO.jpeg",62009,14,"BOT","mei","Provável",-0.4,10.87,-0.95,7.38,4,3,NA,3,3,8,1,19,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"91","Alan Patrick Lourenço","Alan Patrick","https://s.glbimg.com/es/sde/f/2016/04/20/01b3feceb08b420b3a5259bf8c157951_FORMATO.png",68685,14,"FLA","mei","Contundido",0,11.83,0,4.64,13,3,NA,7,8,30,2,51,13,10,NA,2,NA,NA,NA,NA,NA,1,NA
"92","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2016/04/26/1d1efe08d34f3bdd71149b3c364d402c_FORMATO.png",63219,14,"ATL","ata","Nulo",0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Carlos Emiliano Pereira","Carlinhos","https://s.glbimg.com/es/sde/f/2016/04/28/604ed4729919dd13bb0cefb06b386893_FORMATO.png",63194,14,"COR","lat","Provável",0,13.36,0,4.48,10,NA,3,16,NA,26,NA,33,21,NA,NA,NA,NA,NA,4,NA,NA,NA,NA
"94","Moisés Lima Magalhães","Moisés","https://s.glbimg.com/es/sde/f/2016/05/01/3fe5f1275a99225b025f211e3c3b35e9_FORMATO.png",63158,14,"PAL","mei","Contundido",-2.8,7.78,-0.51,3.85,14,NA,3,10,12,12,NA,47,24,8,NA,2,NA,NA,NA,NA,NA,NA,NA
"95","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2016/04/28/811ea1b5cff7a2f7e4bddd3967fa35ac_FORMATO.png",68690,14,"COR","ata","Dúvida",0,6.45,0,0.53,7,NA,2,11,NA,5,1,4,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"96","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,14,"BOT","mei","Provável",0,8.37,0,3.64,13,1,3,23,9,16,4,37,31,4,NA,1,NA,NA,NA,NA,1,NA,NA
"97","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2016/05/01/09f644d5efca4986858238e63fa860a5_FORMATO.png",68725,14,"VIT","lat","Provável",9.3,13.16,0.56,5.96,13,3,4,16,9,19,1,66,27,9,2,2,NA,NA,1,NA,NA,NA,NA
"98","Francisco Sousa dos Santos","Chiquinho","https://s.glbimg.com/es/sde/f/2016/04/20/789fa4f8d7f77207cd6c671fc8ad76fa_FORMATO.png",68711,14,"FLA","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Bernardo Vieira de Souza","Bernardo","https://s.glbimg.com/es/sde/f/2016/07/07/1cb1cfbf44f2ec43fe939fbf6868ea6f_FORMATO.png",68697,14,"COR","mei","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Márcio Passos de Albuquerque","Emerson","https://s.glbimg.com/es/sde/f/2016/04/20/c05d1b645dac18bd8b7d01e3da805f0d_FORMATO.png",68744,14,"FLA","ata","Contundido",0,1.44,0,0.82,4,NA,1,3,NA,7,NA,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Demerson Bruno Costa","Demerson","https://s.glbimg.com/es/sde/f/2016/06/30/32487d27bfff71a8eb00adc80f4fe79f_FORMATO.png",68723,14,"CHA","zag","Provável",-0.6,2.22,-0.26,-0.05,2,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,14,"SAN","mei","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Henrique Almeida Caixeta Nascentes","Henrique Almeida","https://s.glbimg.com/es/sde/f/2016/03/30/da926e38870e22ac1b746e0114acf21f_FORMATO.png",68773,14,"GRE","ata","Nulo",0,4.2,0,1.5,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2016/06/28/63b395a3843c141f9f8ddf86097db8fa_FORMATO.jpeg",68770,14,"COR","mei","Contundido",0,3.6,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Severino do Ramo Clementino da Silva","Nino Paraíba","https://s.glbimg.com/es/sde/f/2016/05/01/cbfc0d46083f35cde541d9aea35e3a5d_FORMATO.png",68808,14,"PON","lat","Dúvida",0,4.19,0,2.16,5,NA,NA,5,1,5,NA,11,2,5,NA,NA,NA,NA,1,NA,NA,NA,NA
"106","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2016/04/28/4ed68fb05e5166c5c9c1901f44d0917e_FORMATO.jpeg",68758,14,"FLA","ata","Provável",4.9,6.79,0.68,2.4,7,2,NA,8,2,9,NA,7,5,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"107","Renato de Araújo Chaves Júnior","Renato Chaves","https://s.glbimg.com/es/sde/f/2016/04/29/1ea275be2b3908677e2dc5d61a3c2995_FORMATO.png",68827,14,"FLU","zag","Nulo",4.7,4.13,0.13,4.7,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"108","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2016/04/26/d9892427a9847031d633b2c4571cdabf_FORMATO.png",69705,14,"ATL","mei","Provável",8.6,8.06,0.56,2.96,11,2,1,15,5,13,4,46,12,6,1,1,NA,NA,NA,NA,NA,NA,NA
"109","Rodrigo Pimpão Viana","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2016/06/28/ec4f6b8012d2a0c2aedf4fe7d965eae7_FORMATO.jpeg",68901,14,"BOT","ata","Provável",-3.6,3.92,-0.81,-0.87,3,NA,NA,6,2,3,NA,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2016/05/01/c410c14470ebc6e02ab963212b89a17a_FORMATO.png",68834,14,"SPO","mei","Dúvida",0.3,9.01,0.02,4.31,12,NA,1,23,2,16,NA,35,32,1,NA,2,NA,NA,NA,1,NA,NA,NA
"111","Rodrigo Andrade da Silva","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2016/05/13/d12648f93a394c4cee1fe1414b5d89d7_FORMATO.png",68881,14,"CHA","mei","Nulo",0,2.67,0,-1.1,1,NA,NA,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Paulo Victor Mileo Vidotti","Paulo Victor","https://s.glbimg.com/es/sde/f/2016/07/12/b628db9e35da672e8eb955065c4756a7_FORMATO.png",68873,14,"FLA","gol","Nulo",0,13.19,0,6.23,3,NA,NA,NA,NA,1,NA,6,NA,NA,NA,NA,7,3,1,NA,NA,NA,NA
"113","Johnathan Aparecido da Silva","Johnathan Goiano","https://s.glbimg.com/es/sde/f/2016/05/01/ad77cb27868eb39560d27f1ae0a28e5c_FORMATO.png",68779,14,"SPO","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Marcelo Lomba do Nascimento","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2016/07/15/225dc6004ff857ec3fe1910d0abd4f17_FORMATO.png",68872,14,"INT","gol","Dúvida",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","André Luiz Barretto Silva Lima","André Lima","https://s.glbimg.com/es/sde/f/2016/05/13/b5a8462bf2d5aa77b26480fe3a466717_FORMATO.png",68893,14,"ATL","ata","Provável",16.9,11.77,3.07,4.18,11,1,1,24,5,19,2,21,9,2,NA,4,NA,NA,NA,NA,NA,NA,NA
"116","Geovane Diniz Silva","Geovane Maranhão","https://s.glbimg.com/es/sde/f/2016/05/20/d43004ff960f51fbbdc965920515b96e_FORMATO.png",68900,14,"BOT","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Cícero Vítor dos Santos Júnior","Vítor","https://s.glbimg.com/es/sde/f/2016/05/01/bd08877b178e7710d61e0d39b377e6b8_FORMATO.png",68904,14,"STC","lat","Nulo",0,5.83,0,2.8,6,NA,1,3,1,5,NA,14,9,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"118","Wellington da Silva Pinto","Wellington","https://s.glbimg.com/es/sde/f/2016/07/06/af8b2d4fdd49ae7d738b01889da24725_FORMATO.png",68907,14,"STC","zag","Nulo",5,2.6,0.6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"119","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2016/05/30/2f8c0b4d1c1f63e92bcc75405c0d7b8b_FORMATO.png",68910,14,"INT","mei","Nulo",0,3.9,0,0.32,5,NA,3,9,1,1,NA,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Vinicius Santos Silva","Vinicius","https://s.glbimg.com/es/sde/f/2016/07/08/9b55779f76950e1b35075c2e116c649e_FORMATO.png",68917,14,"COR","ata","Dúvida",1.6,7.88,0,1.51,9,1,1,6,7,15,1,19,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121"," Bruno Paulo Machado Barbosa","Bruno Paulo","https://s.glbimg.com/es/sde/f/2016/06/28/17665c5b4fb83374fcb951213312ee7a_FORMATO.jpeg",68918,14,"COR","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2016/05/01/55ac49c2d9ae816cb60473b12ff0fa2c_FORMATO.png",68920,14,"PAL","ata","Dúvida",4,13.54,-0.62,5.65,11,6,1,11,6,29,4,43,4,5,NA,3,NA,NA,NA,NA,NA,NA,NA
"123","Diego Souza de Andrade","Diego Souza","https://s.glbimg.com/es/sde/f/2016/05/01/4ca75c7b4c6ef9d48c9ffe43f89b8f78_FORMATO.png",68911,14,"SPO","mei","Provável",-0.6,17.9,-0.3,5.51,14,2,2,21,12,23,4,49,10,10,1,6,NA,NA,NA,NA,NA,NA,NA
"124","George Leandro Abreu de Lima","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/01/ed3bfa529f985a1a31005fc093a47854_FORMATO.png",68924,14,"STC","mei","Nulo",0,3.15,0,0.82,5,NA,1,6,2,4,NA,15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Ronaldo Luiz Alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2016/07/08/b5631b95dc105cd68b154bfaa21ecf74_FORMATO.png",68950,14,"SPO","zag","Provável",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2016/05/01/cc80f0ff335279c7404010486b0f3f24_FORMATO.png",74060,14,"SPO","mei","Nulo",0,4.96,0,-0.95,4,NA,1,3,1,1,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Rafael Pires Monteiro","Rafael","https://s.glbimg.com/es/sde/f/2016/04/29/43e8562bfd0ac31a9d9fd5bd5f87aee8_FORMATO.png",68928,14,"CRU","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,14,"SAO","gol","Contundido",0,11.54,0,10.7,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA
"129","Leonardo Fabiano da Silva e Silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2016/04/26/7344204cd574e7abe17afe45a20f8fa3_FORMATO.png",68925,14,"ATL","zag","Provável",4.1,17.98,0.83,3.04,8,NA,2,12,2,17,1,16,11,1,NA,NA,NA,NA,2,NA,NA,NA,NA
"130","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2016/04/29/0e6b421a8c0214078fd1f5854cce3874_FORMATO.png",68887,14,"FLU","zag","Provável",0,14.49,0,3.7,13,NA,1,10,7,5,3,38,15,2,NA,1,NA,NA,5,NA,NA,NA,NA
"131","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2016/05/01/5fc52cff976d5418e122423e959ab59c_FORMATO.png",68930,14,"VIT","ata","Provável",-2.3,15.4,-0.8,3.44,13,NA,3,29,9,20,14,31,4,7,1,6,NA,NA,NA,NA,NA,NA,NA
"132","Giovanni Augusto Oliveira Cardoso","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2016/04/28/9930f715c0d34977f60c416dc3311aca_FORMATO.png",68938,14,"COR","mei","Dúvida",1.6,6.19,0.11,2.28,13,3,1,20,5,20,2,63,13,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"133","Mário Sérgio Santos Costa","Marinho","https://s.glbimg.com/es/sde/f/2016/05/01/fd249ecee00ebf56d13d770212e144b4_FORMATO.png",68952,14,"VIT","ata","Provável",1.7,14.69,-0.33,6.21,8,NA,2,26,8,48,8,31,7,11,1,3,NA,NA,NA,NA,NA,NA,NA
"134","Josimar Rosado da Silva Tavares","Josimar","https://s.glbimg.com/es/sde/f/2016/04/27/8e02fb0168f097a88bcdc53ad79d10c9_FORMATO.png",68951,14,"CHA","mei","Provável",0,6.03,0,1.74,12,NA,3,27,5,12,NA,31,21,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"135","Leandro Damião da Silva dos Santos","Leandro Damião","https://s.glbimg.com/es/sde/f/2016/07/14/d532ea9ded0a3ae3294ef61dab4d2630_FORMATO.png",68953,14,"FLA","ata","Nulo",0,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,14,"CHA","zag","Contundido",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Silvio José Cardoso Reis Junior","Silvinho","https://s.glbimg.com/es/sde/f/2016/04/27/85a79ab83029c7eddf2aded23edd3acd_FORMATO.png",71799,14,"CHA","ata","Nulo",1.5,9.53,-0.08,3.77,14,1,2,18,14,40,3,36,13,5,NA,2,NA,NA,NA,NA,NA,NA,NA
"138","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2016/04/26/f745425654d63329f97ee5ccbc96c958_FORMATO.png",68979,14,"ATL","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2016/05/01/9077233b11a95f6bd025bdb11a2dff05_FORMATO.png",69010,14,"PON","gol","Provável",1,7.94,-0.6,1.49,14,NA,2,NA,NA,1,NA,5,NA,NA,NA,NA,17,20,3,NA,NA,NA,NA
"140","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2016/05/01/d6a6be346384e5f7c86d506269113cce_FORMATO.png",68987,14,"PON","mei","Nulo",-2.4,2.66,-0.74,2.11,14,2,3,43,2,20,NA,52,29,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Arthur Brasiliano Maia","Arthur Maia","https://s.glbimg.com/es/sde/f/2016/06/30/761dad942de8cbeeee8a316b4a5e5c9d_FORMATO.png",68962,14,"CHA","mei","Provável",1.2,6.18,-0.14,4.21,10,4,1,6,1,10,NA,21,4,5,NA,2,NA,NA,NA,NA,NA,NA,NA
"142","Wallace Reis da Silva","Wallace Reis ","https://s.glbimg.com/es/sde/f/2016/06/20/0149296339f53174c5b3c3616589cfaa_FORMATO.png",68958,14,"GRE","zag","Nulo",0,6.58,0,4.05,4,NA,NA,2,NA,2,NA,2,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"143","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2016/05/29/57d1ab852a861c71835040390c9d2e02_FORMATO.png",68954,14,"COR","mei","Provável",9.9,12.52,1.91,4.24,14,1,1,9,9,26,4,62,13,8,NA,4,NA,NA,NA,NA,NA,NA,NA
"144","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2016/04/26/20321f246fed8cd6cbb3ca00d4bccbaa_FORMATO.png",69012,14,"ATL","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Ernandes Dias Luz","Ernandes","https://s.glbimg.com/es/sde/f/2016/05/09/21cd5d2a5920245c57dae5927a5be47a_FORMATO.png",68956,14,"AME","mei","Nulo",-0.5,4.21,-0.27,2.77,8,NA,1,7,3,16,NA,21,12,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"146","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2016/05/13/eac8265d35cda412d31cdfb857c0d6a8_FORMATO.png",69177,14,"ATL","lat","Provável",3.4,4.11,0.26,3.76,10,1,1,19,2,15,NA,34,12,NA,NA,NA,NA,NA,6,1,NA,NA,NA
"147","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2016/05/13/dcbc1e5b5b31f9b10ace5cfafebf0281_FORMATO.png",69138,14,"ATL","ata","Provável",8.6,3.83,1.9,1.21,12,NA,3,16,6,8,3,38,11,3,1,1,NA,NA,NA,NA,NA,NA,NA
"148","Marcelo Cirino da Silva","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2016/04/20/befdd6c23949a4ebede804fac2e92ec7_FORMATO.png",69022,14,"FLA","ata","Provável",0.9,5.91,0.16,1.01,14,NA,1,9,11,29,3,36,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Danilo Fernandes Batista","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2016/05/30/8099f366cc8319b88e07c75b7f584000_FORMATO.png",69051,14,"INT","gol","Contundido",0,12.24,0,5.33,9,NA,1,NA,NA,1,NA,5,NA,NA,NA,NA,15,7,4,NA,NA,NA,NA
"150","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,14,"CRU","zag","Nulo",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Jesús Alberto Dátolo","Dátolo","https://s.glbimg.com/es/sde/f/2016/05/09/239256565e0ff6b9efba203f7ba1648e_FORMATO.png",69240,14,"ATL","mei","Nulo",0,3.38,0,1.22,4,NA,NA,2,2,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Muriel Gustavo Becker","Muriel","https://s.glbimg.com/es/sde/f/2016/04/30/01462becd6f2c80e3df570f467a68962_FORMATO.png",69041,14,"INT","gol","Nulo",1,2.39,0.08,3.9,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,3,NA,NA,NA,NA,NA
"153","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2016/04/26/aac414140b92bc24d03ba749480a7885_FORMATO.png",69018,14,"ATL","mei","Contundido",0,7.98,0,5.28,8,1,1,20,NA,18,1,16,20,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"154","Mark Dennis González Hoffman","Mark González","https://s.glbimg.com/es/sde/f/2016/05/01/d82ce312711b6593512e43da7278f716_FORMATO.png",69343,14,"SPO","mei","Contundido",0,6.45,0,1.1,3,NA,NA,3,2,1,NA,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Antônio de Moura Carvalho","Tony","https://s.glbimg.com/es/sde/f/2016/05/09/e4f60ef78fb4a9e7a51283c27afb5ed2_FORMATO.png",69033,14,"AME","mei","Contundido",-0.9,6.13,-0.45,0.25,2,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Ronaldo Conceição Silveira","Ronaldo","https://s.glbimg.com/es/sde/f/2016/07/07/690bc3c884d9d438461ecf7b43158615_FORMATO.png",69042,14,"ATL","zag","Provável",0,3.15,0,1.7,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2016/05/01/b6083d1f02d4eda13d90b3295c7d762e_FORMATO.png",69282,14,"PAL","ata","Nulo",0.4,7.49,-0.46,0.37,3,NA,1,4,1,8,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,14,"SAN","lat","Provável",-3,14.22,-1.76,4.13,14,2,1,12,2,14,2,56,22,3,NA,NA,NA,NA,5,NA,NA,NA,NA
"159","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,14,"SAN","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Dener Assunção Braz","Dener Assunção","https://s.glbimg.com/es/sde/f/2016/05/09/c1dc24221559e1c2e717f8b7b091a8fe_FORMATO.png",69782,14,"CHA","lat","Provável",2.7,8.58,-0.32,3.31,8,NA,NA,10,1,10,NA,21,13,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"161","Wesley de Jesus Correia","Lelê","https://s.glbimg.com/es/sde/f/2016/05/01/1f3fda71fc3fa6c69eec840266ba770e_FORMATO.png",70057,14,"STC","mei","Nulo",0,3.26,0,-0.16,8,NA,3,16,2,8,NA,26,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"162","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2016/05/20/1cfe544293261682171b21a47393cd7a_FORMATO.png",72362,14,"BOT","mei","Provável",0.3,12.02,-1.04,4.48,7,NA,NA,5,NA,8,NA,17,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2016/06/28/84bef351e001d5327882f9d3459753b6_FORMATO.jpeg",70222,14,"BOT","gol","Provável",11.5,6.18,2.65,3.14,8,NA,1,NA,NA,3,NA,1,NA,NA,NA,NA,14,13,2,NA,NA,NA,NA
"164","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2016/05/01/652325806fdb7634f63478c0f8dd9476_FORMATO.png",70058,14,"VIT","mei","Nulo",0,1.74,0,-0.06,10,NA,2,18,3,16,1,28,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","Luis Gustavo de Almeida Pinto","Gustavo","https://s.glbimg.com/es/sde/f/2016/05/01/8670518bbe0da97cf0ecd2545901cbe3_FORMATO.png",70216,14,"VIT","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2016/04/28/2e4514e1250273c20db6d592604c3980_FORMATO.png",70132,14,"COR","mei","Provável",3.1,4.56,0.78,1.48,6,NA,1,13,2,NA,NA,14,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"167","Paulo Jorge Gomes Bento","Paulo Bento","https://s.glbimg.com/es/sde/f/2016/05/25/4dc07b20682720e6ad26d1d7c7360e4b_FORMATO.png",70622,14,"CRU","tec","Provável",0.67,5.76,-0.45,3.06,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","Francisco Jackson Menezes da Costa","Jackson Caucaia","https://s.glbimg.com/es/sde/f/2016/04/29/7508fb275c4f7e3c1c188cb14e6042ce_FORMATO.png",70162,14,"FIG","mei","Nulo",0,1.45,0,1.47,4,NA,1,12,1,4,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2016/04/20/1d9d7ea2e5f74e2e387f2dca630e0ade_FORMATO.png",70173,14,"FLA","mei","Contundido",0,6.55,0,2.81,8,NA,2,9,2,12,NA,7,6,4,1,1,NA,NA,NA,NA,NA,NA,NA
"170","Vander Luiz Silva Souza","Vander","https://s.glbimg.com/es/sde/f/2016/05/01/7867f0cf1aa4fe2d5dbaf18879a71d74_FORMATO.png",71117,14,"VIT","ata","Nulo",2.7,2.62,-0.9,2.54,9,1,1,5,2,21,NA,14,1,2,NA,2,NA,NA,NA,1,NA,NA,NA
"171","Eduardo Colcenti Antunes","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2016/04/30/50fc5a7dc8dc2fa1c53d34cc6e432d9a_FORMATO.png",70360,14,"INT","ata","Provável",7.1,12.55,0.85,4.86,13,NA,4,8,9,17,5,35,15,9,2,4,NA,NA,NA,NA,NA,NA,NA
