"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","PE","RB","FS","A","FD","FF","I","SG","G","FT","DD","GS","PP","CV","DP","GC"
"180","Deyvison Rogério da Silva","Bobô","https://s.glbimg.com/es/sde/f/2016/04/30/cc19b73e952917608905af7757b1b398_FORMATO.png",38139,9,"GRE","ata","Nulo",0,4.19,0,1.6,6,1,3,3,2,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","Frederico Chaves Guedes","Fred","https://s.glbimg.com/es/sde/f/2016/06/17/9b0b5790f058efc782c5b548946075bf_FORMATO.png",38162,9,"ATL","ata","Provável",0,18.07,-0.39,3.23,9,2,21,25,4,22,NA,3,11,3,NA,3,NA,NA,NA,NA,NA,NA,NA
"182","Danilo Gabriel de Andrade","Danilo","https://s.glbimg.com/es/sde/f/2016/04/28/1dc0f8069c06483703657ee804569648_FORMATO.png",38067,9,"COR","mei","Contundido",0,7.43,0,0.05,2,NA,2,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Diego Alfredo Lugano Moreno","Lugano","https://s.glbimg.com/es/sde/f/2016/05/01/08944541062646b222c15154448a4d88_FORMATO.png",38062,9,"SAO","zag","Dúvida",0,14.33,0,4.91,7,3,5,15,6,3,NA,NA,1,2,4,2,NA,NA,NA,NA,NA,NA,NA
"184","Maicon Thiago Pereira de Souza","Maicon","https://s.glbimg.com/es/sde/f/2016/04/30/27dcb564ab7d595bb92c4d5fe4904a62_FORMATO.png",38196,9,"GRE","mei","Nulo",1,7.98,-0.21,2.11,8,3,10,37,15,13,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Alex Raphael Meschini","Alex","https://s.glbimg.com/es/sde/f/2016/04/30/d4e8412bf508df299340807940cfcb38_FORMATO.png",38219,9,"INT","mei","Provável",0.3,3.58,-0.26,0.3,7,2,8,10,3,4,1,3,5,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"186","Fábio Santos Romeu","Fábio Santos","https://s.glbimg.com/es/sde/f/2016/06/14/76e929637872064ddf9da8c9e33c7361_FORMATO.jpeg",38229,9,"ATL","lat","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Edinaldo Batista Libânio","Grafite","https://s.glbimg.com/es/sde/f/2016/05/01/47f9e9299b1a4fe137e0e39a1f1d5997_FORMATO.png",38230,9,"STC","ata","Provável",9.4,24.11,1.34,6.45,8,2,26,14,1,20,1,2,3,8,NA,7,NA,NA,NA,NA,NA,NA,NA
"188","Severino dos Ramos Durval da Silva","Durval","https://s.glbimg.com/es/sde/f/2016/05/01/ca4c8f110ce5a6969a820fa3ff17eb5f_FORMATO.png",38100,9,"SPO","zag","Provável",1.1,7.37,-0.06,1.52,9,1,5,36,12,5,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"189","Roger Rodrigues da Silva","Roger","https://s.glbimg.com/es/sde/f/2016/05/02/5f7bfa11c186ee13301ee12bd7f34f0f_FORMATO.jpeg",38287,9,"PON","ata","Provável",-2,4.82,-1.88,1.78,6,1,4,13,2,3,1,3,6,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"190","Robson de Souza","Robinho","https://s.glbimg.com/es/sde/f/2016/04/26/8e31e8c5b840d14429d5ca4ea7e92d4a_FORMATO.png",38246,9,"ATL","ata","Provável",-1.6,20.4,-1.7,5.22,5,1,6,15,2,8,2,3,1,3,NA,2,NA,NA,NA,NA,NA,NA,NA
"191","Cristian Martins Cabral","Cristian","https://s.glbimg.com/es/sde/f/2016/05/01/faa6415e93854cb938cf48c3b0cdef46_FORMATO.png",37837,9,"PON","mei","Provável",0.3,4.13,-0.11,0.36,8,2,8,12,3,7,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"192","Fábio Ferreira da Silva","Fábio Ferreira","https://s.glbimg.com/es/sde/f/2016/05/01/f9c95517b0a6cf130d7f84e6aab3bb68_FORMATO.png",38425,9,"PON","zag","Provável",0.3,5.95,-1.97,3.95,6,1,6,5,11,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"193","Fernando Leal Fonseca","Fernando Leal","https://s.glbimg.com/es/sde/f/2016/05/09/b4d5d9d8070f8826d346104d0f83e14a_FORMATO.png",38350,9,"AME","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Márcio Rodrigues Araújo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2016/04/20/a9fe945df23da97fd8ba3c0574058bbf_FORMATO.png",38311,9,"FLA","mei","Provável",1.9,9.95,-0.29,4.74,8,NA,9,18,23,14,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Wellington Pereira do Nascimento","Wellington Paulista","https://s.glbimg.com/es/sde/f/2016/05/01/08df4542784046e1a9a8c28f2c4d7979_FORMATO.png",38279,9,"PON","ata","Nulo",1.9,5.86,0.26,0.69,8,2,13,12,2,6,NA,2,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"196","Diego Cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2016/04/29/218be31082641b6814a593a00e28a095_FORMATO.png",38431,9,"FLU","gol","Provável",-1.3,8.21,-1.62,2.34,9,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,6,8,NA,NA,NA,NA
"197","Lucas Pierre Santos Oliveira","Pierre","https://s.glbimg.com/es/sde/f/2016/04/29/ec27531ace1e093fa1db50938eb9132b_FORMATO.png",38440,9,"FLU","mei","Nulo",0,9.9,0,4.1,3,NA,6,5,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Marcos Roberto da Silva Barbosa","Marquinhos","https://s.glbimg.com/es/sde/f/2016/04/29/b0d8a0ac72e4282897d8e69e4c670c2b_FORMATO.png",38515,9,"FIG","zag","Provável",-0.1,4.51,-0.53,2.17,4,1,2,9,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"199","Nílton Ferreira Júnior","Nilton","https://s.glbimg.com/es/sde/f/2016/04/30/249fed612a2888df8575c1a9be60b53a_FORMATO.png",38573,9,"INT","mei","Nulo",0,4.5,0,1.45,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Matheus Ferraz Pereira","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/ee9c9754f977b8bf74b59867238b6618_FORMATO.png",38632,9,"SPO","zag","Dúvida",-0.9,2.9,0.47,-0.32,5,NA,5,19,2,3,NA,1,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"201","Edílson Mendes Guimarães","Edílson","https://s.glbimg.com/es/sde/f/2016/06/06/fff1e2f2c5b5ab7d1955d4863ec54bf3_FORMATO.png",38523,9,"GRE","lat","Provável",0,9.68,0,4.65,7,3,19,45,10,8,1,2,3,NA,4,1,1,NA,NA,NA,NA,NA,NA
"202","Carlos Andrade Souza","Carlinhos","https://s.glbimg.com/es/sde/f/2016/05/01/d446f5335ee4582353eb54aec7443ad2_FORMATO.png",38451,9,"SAO","lat","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Thiago Heleno Henrique Ferreira","Thiago Heleno","https://s.glbimg.com/es/sde/f/2016/05/03/46f4db4d7b5db064ec7c2460f02a5b99_FORMATO.png",38394,9,"ATL","zag","Provável",2.6,7.7,-0.21,2.98,8,1,7,22,6,6,NA,2,4,NA,2,1,NA,NA,NA,NA,NA,NA,NA
"204","Leandro Luchese Guerreiro","Leandro Guerreiro","https://s.glbimg.com/es/sde/f/2016/05/09/9fcbb33c340908edfdb650fe7c281ed4_FORMATO.png",38822,9,"AME","mei","Provável",3,3.26,0.76,0.87,8,3,12,30,12,1,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2016/04/30/769e4a5d5c29aacc6485e57746072683_FORMATO.png",38738,9,"GRE","mei","Provável",7.4,7.66,0.22,1.37,8,1,8,44,3,9,2,1,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"206","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2016/04/30/782b68bfa6a0e5f34271aa9a00e550be_FORMATO.png",38852,9,"INT","mei","Nulo",-0.9,12.15,-1.34,1.7,3,NA,1,7,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Cleiton Ribeiro Xavier","Cleiton Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/5cb6787323010c1ede0ce214b83bd2c9_FORMATO.png",38530,9,"PAL","mei","Nulo",11.3,15.71,2.14,3.48,7,1,7,27,4,2,4,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"208","Alexandro Silva de Souza","Dudu Cearense","https://s.glbimg.com/es/sde/f/2016/06/21/4b595f2b35a1426c40f083bd7e2ec2fa_FORMATO.png",38928,9,"BOT","mei","Contundido",0,4.91,0,3,1,NA,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Leandro Domingues Barbosa","Leandro Domingues","https://s.glbimg.com/es/sde/f/2016/05/01/229b055bfda96bb451ff23fa36f34c4e_FORMATO.png",39144,9,"VIT","mei","Nulo",5,7.55,0.8,2.43,7,NA,9,9,1,6,2,2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"210","Jonas Jessué da Silva Júnior","Jonas","https://s.glbimg.com/es/sde/f/2016/05/09/12665443037abe696b9b0e8b793b4b9d_FORMATO.png",39152,9,"AME","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Levir Culpi","Levir Culpi","https://s.glbimg.com/es/sde/f/2016/04/29/ae267a00ae891c3954a903d5883dd354_FORMATO.png",40025,9,"FLU","tec","Provável",3.22,12.18,-0.13,3.53,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2016/05/02/7c83e1833235983b8ce68b95d5c5ca75_FORMATO.png",40990,9,"SAN","tec","Provável",2.02,10.06,-0.83,3.67,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2016/04/28/3d30ea7a106ec16adcd2d114cd81b8ef_FORMATO.png",40179,9,"COR","ata","Provável",7.4,17.72,0.82,4.21,8,4,21,22,5,29,NA,3,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA
"214","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2016/04/29/ebeec9645240ab968fdbbb15f61f93e6_FORMATO.png",42116,9,"CRU","ata","Nulo",-0.8,11.67,-0.47,2.03,8,NA,8,6,5,11,NA,6,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","José Nivaldo Martins Constante","Nivaldo","https://s.glbimg.com/es/sde/f/2016/04/27/60b12bac28785d18e714ae866c98e6e7_FORMATO.png",52897,9,"CHA","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2016/05/01/92fb599635a635bc3681d6d69f04489c_FORMATO.png",41218,9,"SPO","gol","Provável",7,9.27,-0.14,3.53,9,NA,NA,4,NA,2,NA,NA,NA,NA,1,NA,NA,19,15,NA,NA,NA,NA
"217","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2016/05/01/208f53e7054acabd7a229fe523f020bf_FORMATO.png",42145,9,"PAL","lat","Provável",3.3,17.33,-2.4,5.12,4,NA,4,21,9,5,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"218","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2016/04/30/2d7884d092837e8a2431feb597c5649c_FORMATO.png",42213,9,"INT","mei","Nulo",0,10.83,0,2.3,7,3,23,27,20,12,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2016/04/29/a8b9e1fa95ea371a1fe20b43399b8389_FORMATO.png",42222,9,"FLU","ata","Nulo",0,6.27,0,1.64,5,NA,2,10,5,2,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2016/05/09/ebb1dc3dea737d824b387593ac26e716_FORMATO.jpeg",42232,9,"COR","mei","Provável",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Danny Bittencourt Morais","Danny Morais","https://s.glbimg.com/es/sde/f/2016/05/01/d58fc02548731386b20009a3a1d294ef_FORMATO.png",42247,9,"STC","zag","Provável",-0.8,0.78,-0.34,-0.36,9,1,8,15,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"222","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2016/04/28/8d0f1d77fad8f00513e096df10da46e2_FORMATO.png",42234,9,"COR","gol","Provável",-2,19.04,-1.66,1.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA
"223","Alexi Stival","Cuca","https://s.glbimg.com/es/sde/f/2016/05/01/ffe92c9e05e8100cdb59ce176a5352f5_FORMATO.png",42411,9,"PAL","tec","Provável",6.25,13.87,0.73,4.11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2016/04/28/5d7d807595168812606d2dcce7462db9_FORMATO.png",42500,9,"COR","lat","Provável",13,24.7,2.57,6.09,9,2,14,55,22,9,2,1,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA
"225","Ernando Rodrigues Lopes","Ernando","https://s.glbimg.com/es/sde/f/2016/04/30/4281780d649686f58d2350aa3f372023_FORMATO.png",49651,9,"INT","zag","Provável",6.8,11.82,0.41,4.68,9,1,8,16,7,1,1,1,2,NA,5,1,NA,NA,NA,NA,NA,NA,NA
"226","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,9,"SAO","lat","Provável",2.8,8.9,0.04,3.5,8,2,13,30,10,9,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"227","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2016/05/01/65ba6d104f9bf5f59b41bf5d109d9d3f_FORMATO.png",38957,9,"PAL","ata","Nulo",0,6.72,0,1.07,6,1,2,9,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2016/04/29/88d18a6c7e76b53f49c068867e67a91b_FORMATO.png",49673,9,"FLU","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2016/04/28/dffdad9720aa2f03053bdd0270fb8787_FORMATO.png",50294,9,"COR","mei","Provável",0.7,13.44,-0.51,3.39,9,1,10,44,10,13,2,3,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"230","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2016/05/11/171a6a7d4871817e99d7d69098a772dc_FORMATO.jpeg",49674,9,"PAL","lat","Dúvida",0,6.56,-0.93,0.97,3,1,NA,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2016/04/28/451b957d5e77145a9740c1dd14e810fb_FORMATO.png",50284,9,"COR","gol","Provável",-1,7.45,-0.26,2.41,9,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,17,17,NA,NA,NA,NA
"232","Fernando Gabriel Vougado Ribeiro","Fernando Gabriel","https://s.glbimg.com/es/sde/f/2016/06/02/26b087e1dac0a59c921e0d34a2abbcfe_FORMATO.jpeg",49737,9,"STC","mei","Nulo",0,7.52,0,1.02,6,1,4,20,3,4,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"233","Felipe Menezes Jácomo","Felipe Menezes","https://s.glbimg.com/es/sde/f/2016/05/01/d3e5fd4f04b0228f20ed0c104162bf46_FORMATO.png",50295,9,"PON","mei","Nulo",0,4.93,0,1.7,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2016/04/20/837d4d1c4d5f3460f897e9a3689ab070_FORMATO.png",50301,9,"FLA","mei","Provável",0.2,12.3,-0.68,1.92,8,2,13,23,12,8,1,NA,4,5,NA,1,NA,NA,NA,NA,1,NA,NA
"235","Elicarlos Souza Santos","Elicarlos","https://s.glbimg.com/es/sde/f/2016/04/29/c60e01cd155db8e33220d9f2a9027f44_FORMATO.png",50313,9,"FIG","mei","Contundido",0,7.6,-0.36,1.9,9,2,6,18,14,10,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2016/05/01/7bca046ddd8602f61aef411fe78c444b_FORMATO.png",50317,9,"SAN","zag","Contundido",0,8.3,0,2.77,6,1,4,20,12,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"237","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2016/05/01/953543bc5a15bdf924109b07ae3bf85d_FORMATO.png",50324,9,"SAO","mei","Nulo",0,6.13,0,1.6,1,1,3,NA,2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Everton Leandro dos Santos Pinto","Everton Santos","https://s.glbimg.com/es/sde/f/2016/04/29/1aaa0e9e35c2a6eb01c03b59b13b0d1c_FORMATO.png",50326,9,"FIG","ata","Nulo",0,3.91,-1.09,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Alan Kardec de Sousa Pereira Júnior","Alan Kardec","https://s.glbimg.com/es/sde/f/2016/05/01/077836a3746cb3cabb53890059f12ac9_FORMATO.png",50347,9,"SAO","ata","Dúvida",0,2.88,-0.27,0,8,1,9,12,2,11,NA,NA,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,9,"GRE","lat","Provável",3.6,13.91,-1.64,6.65,4,1,9,12,5,NA,NA,NA,1,1,4,1,NA,NA,NA,NA,NA,NA,NA
"241","Rafael Ramos de Lima","Rafael Lima","https://s.glbimg.com/es/sde/f/2016/04/27/6e9382dfa32bee612bc70217b093b2b6_FORMATO.png",50361,9,"CHA","zag","Nulo",0,6.5,0,2.35,2,NA,1,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"242","Carlos Eduardo Marques","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2016/05/09/0116bb68ed6ce1217105ff5c37cb6488_FORMATO.jpeg",50369,9,"ATL","mei","Nulo",0,6.08,0,0.32,5,1,3,6,1,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Lucas Rios Marques","Lucas","https://s.glbimg.com/es/sde/f/2016/05/11/c42be00e62cf171cd7509aeab8ba6d9b_FORMATO.png",50362,9,"CRU","lat","Nulo",0.2,0.78,0,-1.27,6,1,17,19,5,6,NA,NA,3,NA,1,NA,NA,NA,NA,NA,2,NA,NA
"244","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2016/05/01/96e491504eed845c49686d39f3ce056b_FORMATO.png",39850,9,"VIT","tec","Provável",4.18,5.91,0.55,3.1,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Anderson Angus Aquino","Anderson Aquino","https://s.glbimg.com/es/sde/f/2016/05/20/b0b4962c891176354de801debd50dcad_FORMATO.png",50413,9,"BOT","ata","Dúvida",0,3.96,0,1.5,5,2,2,7,2,8,NA,2,1,5,NA,NA,2,NA,NA,NA,NA,NA,NA
"246","Willian Thiego de Jesus","Thiego","https://s.glbimg.com/es/sde/f/2016/04/27/106a8b39bab2f5fc4f76145e87e57147_FORMATO.png",50393,9,"CHA","zag","Provável",7.5,5.84,-0.97,4.19,8,1,11,20,8,6,NA,NA,2,NA,2,3,NA,NA,NA,NA,1,NA,NA
"247","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2016/05/01/b7de8b8e99aca9df7de4c3f0097a939a_FORMATO.png",50408,9,"SAO","zag","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Edwin Armando Valencia Rodríguez","Valencia","https://s.glbimg.com/es/sde/f/2016/05/01/19b876352b7c66c50a6b3d872e85257c_FORMATO.png",50417,9,"SAN","mei","Nulo",0,2.43,0,0.5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2016/05/01/df95d867f8ae0ddd0e0485b9b344e610_FORMATO.png",50421,9,"SAO","mei","Contundido",0,2.03,0,-0.6,4,1,8,10,2,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Ricardo Martins de Araújo","Kadu","https://s.glbimg.com/es/sde/f/2016/05/01/5ece8fb5b4713b05482aa2b88891e5cf_FORMATO.png",50427,9,"PON","zag","Provável",2.9,5.04,0.55,1.18,9,1,10,13,9,9,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"251","Rodrigo Marcos dos Santos","Rodrigo Mancha","https://s.glbimg.com/es/sde/f/2016/05/01/28ca1fbce7ff092e6eebee52283a14f2_FORMATO.png",38579,9,"SPO","mei","Nulo",0,1.52,-0.04,0.3,3,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Leandro Almeida da Silva","Leandro Almeida","https://s.glbimg.com/es/sde/f/2016/06/20/c1c5199c8b8b470dd795f1f68800b8f0_FORMATO.png",50462,9,"INT","zag","Dúvida",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/a9d9178f59821bfca73d485e636ad040_FORMATO.png",50856,9,"FLU","zag","Provável",1.2,10.25,-1.16,3.39,9,1,4,14,8,6,NA,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"254","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,9,"CRU","zag","Provável",0,1.99,0,0.9,2,1,2,4,2,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,9,"SAN","ata","Contundido",0,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2016/05/01/49909c7b610545598b92f0e07bdee08e_FORMATO.png",38908,9,"SAN","mei","Provável",-2.1,11.93,-1.07,3.28,9,1,4,32,17,7,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"257","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2015/10/26/0e028d72923de801deda4e00f4dcec3d_FORMATO.png",50645,9,"ATL","lat","Nulo",0,4.64,0,2.67,4,3,5,16,9,7,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Sérgio Antônio Borges Júnior","Serginho","https://s.glbimg.com/es/sde/f/2016/05/01/e717b60b7c1428ab394b5a7000b297c8_FORMATO.png",50454,9,"SPO","mei","Provável",7.2,10.98,0.86,4.53,8,3,14,15,21,25,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,9,"BOT","zag","Provável",5.2,4.67,0.5,1.86,9,NA,10,22,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,9,"SAO","gol","Provável",14,10.24,1.93,5.42,8,NA,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,15,8,NA,NA,NA,NA
"261","Giuliano Victor de Paula","Giuliano","https://s.glbimg.com/es/sde/f/2016/04/30/6abcfcc0e937e32dd475d4322fab30f8_FORMATO.png",51548,9,"GRE","mei","Provável",-0.6,13.45,-1.92,5.34,9,NA,10,29,11,5,1,5,5,1,NA,3,1,NA,NA,NA,NA,NA,NA
"262","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2016/05/01/02e50e98f3a67626dd1c651cdd042e54_FORMATO.png",51415,9,"PAL","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Rafael Bastos","Rafael Bastos","https://s.glbimg.com/es/sde/f/2016/06/15/c40ea230b7759a44f8005d4a1ff20ab2_FORMATO.png",51476,9,"CHA","mei","Nulo",0.1,9.75,-1.17,3.3,6,2,10,7,9,6,NA,4,3,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"264","Walter Leandro Capeloza Artume","Walter","https://s.glbimg.com/es/sde/f/2016/04/28/9520a016aaf4604a0c75d928046c8bd9_FORMATO.png",51413,9,"COR","gol","Contundido",0,12.43,0,6.11,8,NA,NA,2,NA,1,NA,NA,NA,NA,4,NA,NA,13,5,NA,NA,NA,NA
"265","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2016/04/26/765a5089ecb5053c65f7168963c61b74_FORMATO.png",51318,9,"ATL","mei","Provável",21.1,11.19,4.32,4.62,6,1,5,20,11,11,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
