,atletas.nome,atletas.rodada_id,atletas.media_num,atletas.slug,atletas.posicao_id,atletas.variacao_num,atletas.atleta_id,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.pontos_num,atletas.preco_num,atletas.status_id,atletas.jogos_num,atletas.apelido_abreviado,atletas.clube_id,atletas.foto,atletas.apelido,atletas.minimo_para_valorizar,CA,DE,DP,GS,PC,SG,DS,FC,FD,FF,FS,FT,G,I,A,CV,PP,PS,V,GC
437,Gustavo Garcia dos Santos,11,-0.2,gustavo-garcia,2,0.0,107225,False,Palmeiras,0.0,2.64,6,1,G. Garcia,275,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jWfyxOy.png,Gustavo Garcia,,,,,,,,,,,,,,,2.0,,,,,,
438,Vanderlan Barbosa da Silva,11,5.1,vanderlan,2,0.17,107236,True,Palmeiras,3.2,7.02,6,5,Vanderlan,275,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_JhaBedf.png,Vanderlan,,,,,,,3.0,4.0,3.0,,2.0,,,,,1.0,,,,,
439,Marcelo José de Lima Filho,11,2.5,marcelinho,5,0.0,107238,False,Juventude,0.0,3.83,6,8,Marcelinho,286,https://s.sde.globo.com/media/person_role/2024/04/26/photo_FORMATO_1GgfZEe.png,Marcelinho,,1.0,,,,,,4.0,4.0,3.0,4.0,12.0,,,4.0,1.0,,,,,
440,Jose Vitor Silva Neves,11,-0.25,ze-vitor,4,-0.08,107256,True,Athlético-PR,0.0,1.13,6,6,Z. Vitor,293,https://s.sde.globo.com/media/person_role/2024/04/13/photo_220x220_dAbIrS8.png,Zé Vitor,,2.0,,,,,,1.0,4.0,,,1.0,,,,,,,,,
441,André Trindade da Costa Neto,11,2.65,andre,4,0.0,107498,False,Fluminense,0.0,7.41,5,2,André,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_0Njhcgz.png,André,,2.0,,,,,,5.0,4.0,,,5.0,,,,,,,,,
442,Kleiton Pego Duarte,11,3.3,kleiton,5,0.0,107513,False,Juventude,0.0,2.8,6,1,Kleiton,286,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_lPIUydl.png,Kleiton,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,
443,Thayllon Lopes Medeiros,11,0.0,thayllon,5,0.0,107664,False,Atlético-GO,0.0,2.0,6,0,Thayllon,373,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_UGtlqUd.png,Thayllon,,,,,,,,,,,,,,,,,,,,,
444,João Carlos Barros Lopes,11,0.0,joao-carlos,5,0.0,107666,False,Criciúma,0.0,1.8,6,1,J. Carlos,288,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_HlvP7yl.png,João Carlos,,,,,,,,,,,,,,,,,,,,,
445,Eduardo de Queiroz Melo,11,0.0,eduardo-melo,5,0.0,107700,False,Criciúma,0.0,3.0,6,0,E. Melo,288,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9c3cd5s.png,Eduardo Melo,,,,,,,,,,,,,,,,,,,,,
446,Emerson Fabiano Kerber Júnior,11,0.0,emerson-junior,1,0.0,107740,False,Atlético-GO,0.0,2.0,6,0,E. Júnior,373,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO.png,Emerson Júnior,,,,,,,,,,,,,,,,,,,,,
447,Bruno Conceição Praxedes,11,-0.55,praxedes,4,0.0,107744,False,Vasco,0.0,3.63,5,2,Praxedes,267,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_kPHzPIn.png,Praxedes,,1.0,,,,,,,2.0,,,1.0,,,,,,,,,
448,Adriel Vasconcelos Ramos,11,0.0,adriel,1,0.0,107748,False,Bahia,0.0,4.0,6,0,Adriel,265,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0qGGyWx.png,Adriel,,,,,,,,,,,,,,,,,,,,,
449,Rildo Gonçalves de Amorim Filho,11,0.34,rildo,5,0.0,107798,False,Juventude,0.0,1.31,6,5,Rildo,286,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_TXZoPOk.png,Rildo,,,,,,,,,3.0,,2.0,2.0,,,,,,,,,
450,Natã Felipe de Amorim Santos,11,4.53,nata,3,0.0,107801,False,Grêmio,0.0,4.14,6,3,Natã,284,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Kjugdhc.png,Natã,,,,,,,2.0,3.0,,,,,,,,,,,,,
451,Matheus dos Santos Dias,11,-0.55,matheus-dias,4,0.0,107809,False,Internacional,0.0,1.2,6,2,M. Dias,285,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_wwiHUgs.png,Matheus Dias,,1.0,,,,,,,2.0,,,1.0,,,,,,,,,
452,Alexandre Fintelman de Mello Ribeiro da Silva,11,0.0,fintelman,1,0.0,107859,False,Vitória,0.0,2.0,6,0,Fintelman,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_C8LyEyp.png,Fintelman,,,,,,,,,,,,,,,,,,,,,
453,Damián Josué Bobadilla Benítez,11,2.88,bobadilla,4,0.0,107873,False,São Paulo,0.0,4.46,6,5,Bobadilla,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_BoNwEka.png,Bobadilla,,1.0,,,,,,7.0,6.0,,1.0,,,1.0,,,,,,,
454,Hugo Ferreira de Farias,11,4.56,hugo,2,-0.44,107908,True,Corinthians,0.5,7.0,7,11,Hugo,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_h4IhTE1.png,Hugo,,1.0,,,,1.0,3.0,18.0,20.0,1.0,5.0,7.0,1.0,,1.0,2.0,,,,,
455,Fausto Mariano Vera,11,1.63,fausto-vera,4,0.0,107950,False,Corinthians,0.0,3.79,6,6,F. Vera,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_qmsceut.png,Fausto Vera,,,,,,,,2.0,3.0,3.0,4.0,3.0,,,,,,,,,
456,Isidro Miguel Pitta Saldívar,11,3.07,isidro-pitta,5,-0.1,108133,True,Cuiabá,2.1,4.89,7,9,I. Pitta,1371,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_VmtW8Bv.png,Isidro Pitta,,,,,,,,3.0,6.0,4.0,5.0,3.0,,2.0,5.0,,,,,,
457,Gabriel de Sousa Barros,11,-0.05,gabriel-barros,5,0.0,108352,False,Atlético-GO,0.0,2.17,6,2,G. Barros,373,https://s.sde.globo.com/media/person_role/2024/03/22/photo_FORMATO_FfX4EYz.png,Gabriel Barros,,,,,,,,3.0,4.0,,,1.0,,,,,1.0,,,,
458,Luciano Daniel Arriagada García,11,0.0,arriagada,5,0.0,108624,False,Athlético-PR,0.0,3.0,6,0,Arriagada,293,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_9Gl7lZe.png,Arriagada,,,,,,,,,,,,,,,,,,,,,
459,Matheus Nascimento de Paula,11,1.7,matheus-nascimento,5,0.0,109114,False,Botafogo,0.0,2.16,5,1,M. Nascimento,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_g47taLF.png,Matheus Nascimento,,,,,,,,1.0,,,,1.0,,,,,,,,,
460,Luiz Henrique André Rosa da Silva,11,4.02,luiz-henrique,5,-0.54,109282,True,Botafogo,0.0,10.12,7,10,L. Henrique,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_f3wPomL.png,Luiz Henrique,,2.0,,,,,,12.0,7.0,1.0,7.0,11.0,,1.0,3.0,2.0,,,,,
461,Calebe Gonçalves Ferreira da Silva,11,0.45,calebe,4,-0.41,109461,True,Fortaleza,1.2,5.82,6,2,Calebe,356,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_zjAtk2u.png,Calebe,,1.0,,,,,,1.0,2.0,,1.0,1.0,,,,,,,,,
462,Matheus Martinelli Lima,11,2.47,martinelli,4,-0.55,109573,True,Fluminense,-0.6,5.23,7,9,Martinelli,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_DxKpmdn.png,Martinelli,,2.0,,,,,,11.0,11.0,,1.0,9.0,,1.0,,,,,1.0,,
463,Hugo Gonçalves Ferreira Neto,11,4.62,hugo,2,-0.55,109668,True,Botafogo,1.9,7.06,6,7,Hugo,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SUeVFmE.png,Hugo,,,,,,1.0,3.0,9.0,6.0,,1.0,7.0,,,,1.0,,,,,
464,Lázaro Vinicius Marques,11,4.21,lazaro,5,0.0,110193,False,Palmeiras,0.0,5.9,5,9,Lázaro,275,https://s.sde.globo.com/media/person_role/2024/02/07/photo_FORMATO.png,Lázaro,,,,,,,,3.0,4.0,4.0,9.0,9.0,1.0,2.0,,,,,,,
465,Jhonatan Paulo da Silva,11,0.0,jhonatan,3,0.0,110208,False,Fortaleza,0.0,1.0,6,0,Jhonatan,356,,Jhonatan,,,,,,,,,,,,,,,,,,,,,
466,Gabriel Roberto Pereira,11,0.0,gabriel-pereira,1,0.0,110251,False,Athlético-PR,0.0,1.0,6,0,G. Pereira,293,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YcSgOGr.png,Gabriel Pereira,,,,,,,,,,,,,,,,,,,,,
467,Diego José Palacios Espinoza,11,0.0,palacios,2,0.0,110260,False,Corinthians,0.0,5.0,5,0,Palacios,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ykV382s.png,Palacios,,,,,,,,,,,,,,,,,,,,,
468,Alexandro Ezequiel Bernabei,11,0.0,bernabei,2,0.0,110426,False,Internacional,0.0,4.0,6,0,Bernabéi,285,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_muBtltt.png,Bernabéi,,,,,,,,,,,,,,,,,,,,,
469,Abel Fernando Moreira Ferreira,11,6.64,abel-ferreira,6,0.21,110506,True,Palmeiras,8.45,12.29,7,11,A. Ferreira,275,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,Abel Ferreira,,,,,,,,,,,,,,,,,,,,7.0,
470,Lucas Agustín Besozzi,11,0.0,lucas-besozzi,5,0.0,110512,False,Grêmio,0.0,3.0,6,0,L. Besozzi,284,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_XvOUlVF.png,Lucas Besozzi,,,,,,,,,,,,,,,,,,,,,
471,Gabriel Caetano Godoy de Andrade,11,0.0,caetano,4,0.0,110587,False,Bragantino,0.0,2.0,6,0,Caetano,280,https://s.sde.globo.com/media/person_role/2022/11/02/photo_FORMATO.png,Caetano,,,,,,,,,,,,,,,,,,,,,
472,Mateus Oliveira Mendes,11,0.0,mateus,1,0.0,110624,False,Palmeiras,0.0,2.0,6,0,Mateus,275,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Jhyg9Yk.png,Mateus,,,,,,,,,,,,,,,,,,,,,
473,Imanol Machuca,11,1.91,machuca,5,0.0,110667,False,Fortaleza,0.0,3.86,7,8,Machuca,356,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_aKgahZX.png,Machuca,,,,,,,,,4.0,1.0,1.0,3.0,,1.0,,1.0,,,,,
474,Lucas Ángel Esquivel,11,5.22,esquivel,2,1.03,110668,True,Athlético-PR,7.1,8.59,7,10,Esquivel,293,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,Esquivel,,2.0,,,,,4.0,12.0,11.0,2.0,4.0,11.0,,,,3.0,1.0,,,,
475,Mycael Pontes Moreira,11,-3.0,mycael,1,0.0,110698,False,Athlético-PR,0.0,0.96,6,0,Mycael,293,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_1naIetc.png,Mycael,,,,,,,,,,,,,,,,,1.0,,,,
476,Pedro Felipe de Faria Rangel,11,8.0,pedro-rangel,1,3.27,110708,True,Atlético-GO,8.0,4.88,6,1,P. Rangel,373,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_HAuwqG4.png,Pedro Rangel,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,
477,José Andrés Hurtado Cheme,11,4.0,andres-hurtado,2,0.0,110715,False,Bragantino,0.0,5.63,5,3,A. Hurtado,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_VE4habv.png,Andrés Hurtado,,,,,,,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,
478,Rubens Antônio Dias,11,1.2,rubens,2,0.0,110727,False,Atlético-MG,0.0,4.36,5,1,Rubens,282,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_mGd1yDc.png,Rubens,,,,,,,,1.0,,,,,,,,,,,,,
479,John Kennedy Batista de Souza,11,1.5,john-kennedy,5,-0.68,110759,True,Fluminense,0.1,5.28,7,8,J. Kennedy,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_XO4700O.png,John Kennedy,,,,,,,,3.0,7.0,2.0,4.0,10.0,,,1.0,,,,,,
480,Gabriel Teixeira Aragão,11,4.62,biel,5,2.08,110760,True,Bahia,13.5,9.9,6,10,Biel,265,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_549ojOA.png,Biel,,2.0,,,,,,4.0,5.0,,3.0,5.0,2.0,3.0,1.0,2.0,,,,,
481,Guilherme Lopes de Almeida,11,2.25,guilherme-lopes,2,0.0,110909,False,Bragantino,0.0,3.4,6,2,G. Lopes,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wfa8twq.png,Guilherme Lopes,,,,,,,,2.0,,,2.0,1.0,,,,,,,,,
482,Leonardo Naldi de Matos,11,2.63,leo-naldi,4,-0.48,111005,True,Vitória,0.6,4.35,7,6,L. Naldi,287,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_mVG5FsO.png,Léo Naldi,,2.0,,,,,,11.0,5.0,1.0,3.0,5.0,,,,,,,,,
483,Rômulo Azevedo Simão,11,1.95,romulo,4,0.0,111166,False,Palmeiras,0.0,5.09,6,4,Rômulo,275,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_HI2kx56.png,Rômulo,,,,,,,,4.0,2.0,,2.0,4.0,,,,,,,,,
484,Alix Vinicius de Souza Sampaio,11,1.6,alix-vinicius,3,0.0,111246,False,Atlético-GO,0.0,2.34,7,6,A. Vinicius,373,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_lm7UgU1.png,Alix Vinicius,,,,,,,1.0,3.0,6.0,2.0,3.0,2.0,,,,,1.0,,,,
485,Gustavo Martins de Souza Santos,11,3.0,gustavo-martins,3,-1.5,111309,True,Grêmio,-3.6,5.22,6,7,G. Martins,284,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_0UAzL2e.png,Gustavo Martins,,,,,,,2.0,3.0,7.0,1.0,1.0,5.0,,1.0,,,,,,,1.0
486,Eliel Felisbino Costa,11,0.0,eliel,4,0.0,111363,False,Criciúma,0.0,2.0,6,0,Eliel,288,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_LMEmI4h.png,Eliel,,,,,,,,,,,,,,,,,,,,,
487,Luis Gustavo da Silva Machado Duarte,11,2.61,luis-mandaca,4,0.59,111407,True,Juventude,3.2,3.8,6,8,L. Mandaca,286,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ZNLvDib.png,Luis Mandaca,,2.0,,,,,,5.0,4.0,4.0,1.0,3.0,1.0,1.0,,,,,,,
488,António José Cardoso de Oliveira,11,4.58,antonio-oliveira,6,0.06,111578,True,Corinthians,4.4,9.27,7,11,A. Oliveira,264,https://s.sde.globo.com/media/person_role/2021/04/27/21a131dcff78d521da3297e98526ce48_FORMATO.png,António Oliveira,,,,,,,,,,,,,,,,,,,,1.0,
489,Adson Ferreira Soares,11,3.45,adson,4,1.63,111682,True,Vasco,10.3,6.28,7,9,Adson,267,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_FdRiLgH.png,Adson,,,,,,,,15.0,2.0,5.0,2.0,2.0,,,,1.0,,,,,
490,Anthoni Spier Souza,11,0.0,anthoni,1,0.0,111683,False,Internacional,0.0,4.0,6,0,Anthoni,285,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IeLrq8d.png,Anthoni,,,,,,,,,,,,,,,,,,,,,
491,Matheus Cunha Queiroz,11,0.0,matheus-cunha,1,0.0,111690,False,Flamengo,0.0,4.0,6,0,M. Cunha,262,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_fcLIvEj.png,Matheus Cunha,,,,,,,,,,,,,,,,,,,,,
492,Lucas de Souza Mombra Rosa,11,0.0,lucas-mezenga,3,0.0,111713,False,Botafogo,0.0,2.0,6,0,L. Mezenga,263,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,Lucas Mezenga,,,,,,,,,,,,,,,,,,,,,
493,Fábio Silva de Freitas,11,0.37,fabinho,4,-0.07,111760,True,Palmeiras,0.5,1.67,6,6,Fabinho,275,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jLmJElM.png,Fabinho,,,,,,,,1.0,,,,2.0,,,,,,,,,
494,Rodrigo Alves de Holanda Santos,11,0.0,rodrigo,4,0.0,111766,False,Vasco,0.0,2.0,6,0,Rodrigo,267,https://s.sde.globo.com/media/person_role/2023/09/01/photo_FORMATO_W0WhUm7.png,Rodrigo,,,,,,,,,,,,,,,,,,,,,
495,Felipe de Andrade Vieira,11,1.68,felipe-andrade,3,0.0,111839,False,Fluminense,0.0,2.95,6,4,F. Andrade,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_D9UhaMY.png,Felipe Andrade,,,,,,,,5.0,1.0,,,2.0,,,,,,,,,
496,Arthur Wenderrosky Sanches - Wenderroscky,11,0.0,arthur,4,0.0,111841,False,Fluminense,0.0,1.0,6,0,Arthur,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_wVzBSeW.png,Arthur,,,,,,,,,,,,,,,,,,,,,
497,Guilherme Sucigan Mafra Cunha,11,0.25,guilherme-biro,4,0.0,111891,False,Corinthians,0.0,2.42,6,2,G. Biro,264,https://s.sde.globo.com/media/person_role/2022/07/02/ea53a64347e60658cdcbd15ba83320ba_FORMATO.png,Guilherme Biro,,,,,,,,,1.0,,1.0,,,,,,,,,,
498,Diego Manuel Hernández González,11,1.49,diego-hernandez,4,-0.55,111945,True,Botafogo,1.0,3.43,6,7,D. Hernández,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_A2or1Su.png,Diego Hernández,,2.0,,,,,,2.0,9.0,,1.0,4.0,,,1.0,2.0,,,,,
499,Antonio Feliphe Costa Silva,11,1.83,felipinho,4,0.0,112017,False,Athlético-PR,0.0,2.85,6,6,Felipinho,293,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_WNPv1gX.png,Felipinho,,1.0,,,,,,8.0,2.0,,,6.0,,,,,,,,,
500,Adriano Silveira Borges Filho,11,0.0,adriano,5,0.0,112020,False,Criciúma,0.0,1.0,6,0,Adriano,288,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_nohrP8R.png,Adriano,,,,,,,,,,,,,,,,,,,,,
501,Gabriel Hamester Grando,11,0.0,gabriel-grando,1,0.0,112616,False,Cruzeiro,0.0,4.0,6,0,G. Grando,283,https://s.sde.globo.com/media/person_role/2024/04/25/photo_FORMATO_2UrGVBG.png,Gabriel Grando,,,,,,,,,,,,,,,,,,,,,
502,Kaiki Bruno da Silva,11,3.6,kaiki-bruno,2,0.0,112709,False,Cruzeiro,0.0,4.55,7,2,K. Bruno,283,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_vh3WAlQ.png,Kaiki Bruno,,1.0,,,,,,5.0,2.0,,1.0,4.0,,,,,,,,,
503,Aníbal Ismael Moreno,11,3.8,anibal-moreno,4,-0.66,112869,True,Palmeiras,0.8,5.52,7,9,A. Moreno,275,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_exCTW9r.png,Aníbal Moreno,,2.0,,,,,,19.0,10.0,1.0,6.0,5.0,,1.0,1.0,,,,,,
504,Lucas Henrique Barbosa,11,7.17,lucas-barbosa,5,0.0,112886,False,Juventude,0.0,10.54,7,8,L. Barbosa,286,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v69l3WS.png,Lucas Barbosa,,3.0,,,,,,25.0,15.0,2.0,9.0,9.0,,2.0,2.0,1.0,,,,,
505,Juan Sebastián Sforza,11,1.84,sforza,4,-0.34,112906,True,Vasco,1.7,3.88,6,10,Sforza,267,https://s.sde.globo.com/media/person_role/2024/02/19/photo_FORMATO.png,Sforza,,3.0,,,,,,11.0,10.0,1.0,2.0,11.0,1.0,,,,,,,,
506,Werton de Almeida Rêgo,11,0.0,werton,5,0.0,112984,False,Flamengo,0.0,2.0,6,0,Werton,262,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_b5lT2QZ.png,Werton,,,,,,,,,,,,,,,,,,,,,
507,Lucas Leandro Wingert,11,0.0,lucas-wingert,1,0.0,113014,False,Juventude,0.0,3.0,6,0,L. Wingert,286,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_wdQRVkb.png,Lucas Wingert,,,,,,,,,,,,,,,,,,,,,
508,Kervin Mario Andrade Navarro,11,11.3,kervin-andrade,4,0.0,113073,False,Fortaleza,0.0,7.26,6,1,K. Andrade,356,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AOrvNkN.png,Kervin Andrade,,,,,,,,3.0,1.0,,,,,1.0,,,,,,,
509,José Manuel Alberto López,11,3.26,flaco-lopez,5,2.93,113103,True,Palmeiras,17.6,7.92,6,9,F. López,275,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_leI4Pi1.png,Flaco López,,4.0,,,,,,2.0,8.0,3.0,6.0,3.0,1.0,2.0,5.0,1.0,,,,,
510,Nathan Gabriel de Souza Mendes,11,1.87,nathan-mendes,2,-0.33,113157,True,Bragantino,-0.1,4.54,7,7,N. Mendes,280,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_avgtjrS.png,Nathan Mendes,,4.0,,,,,1.0,3.0,6.0,2.0,,6.0,,,1.0,1.0,,,,,
511,Marcus Vinícius Oliveira Alencar,11,4.32,marquinhos,5,0.0,113158,False,Fluminense,0.0,7.38,6,9,Marquinhos,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_aBFrEHr.png,Marquinhos,,2.0,,,,,,10.0,11.0,3.0,4.0,23.0,3.0,,1.0,1.0,,,,,
512,Michel Augusto Modesto Rafael dos Santos,11,0.0,michel,3,0.0,113159,False,Palmeiras,0.0,2.0,6,0,Michel,275,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,Michel,,,,,,,,,,,,,,,,,,,,,
513,Mateo Baltasar Barcia Fernández,11,1.87,baltasar-barcia,4,0.0,113311,False,Criciúma,0.0,3.01,6,3,B. Barcia,288,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAZLl3s.png,Baltasar Barcia,,,,,,,,1.0,2.0,,,,,,,1.0,,,,,
514,Juliano Roberto Antonello,11,0.0,juca-antonello,6,0.0,113350,False,Athlético-PR,0.0,10.48,7,0,J. Antonello,293,https://s.sde.globo.com/media/person_role/2022/08/17/7e19233199669b177960f86cfa511fd8_220x220.png,Juca Antonello,,,,,,,,,,,,,,,,,,,,,
515,Pablo Gonçalves Maia Fortunato,11,2.73,pablo-maia,4,0.0,113359,False,São Paulo,0.0,6.49,5,3,P. Maia,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_h3xykq1.png,Pablo Maia,,,,,,,,4.0,6.0,,4.0,4.0,,,,,,,,,
516,Bruno Gonçalves de Jesus,11,4.3,bruninho,4,0.0,113558,False,Bragantino,0.0,5.31,6,2,Bruninho,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_UGZcauV.png,Bruninho,,,,,,,,,,,2.0,4.0,,,,1.0,,,,,
517,Eduardo Santos Queiroz,11,2.17,du-queiroz,4,0.0,113687,False,Grêmio,0.0,4.9,6,7,D. Queiroz,284,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XOn9XLw.png,Du Queiroz,,2.0,,,,,,12.0,3.0,2.0,1.0,1.0,,,,,,,,,
518,Douglas Mendes Moreira,11,1.1,douglas-mendes,3,0.0,114311,False,Bragantino,0.0,2.31,6,4,D. Mendes,280,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_DOCYU5o.png,Douglas Mendes,,1.0,,,,,1.0,,4.0,,2.0,,,,,,,,,,
519,Mateo Gamarra González,11,4.63,gamarra,3,0.0,114334,False,Athlético-PR,0.0,6.74,6,4,Gamarra,293,https://s.sde.globo.com/media/person_role/2024/01/10/photo_FORMATO_IjL8XS2.png,Gamarra,,1.0,,,,,2.0,4.0,1.0,2.0,2.0,2.0,,,,,,,,,
520,Jader Barbosa da Silva Gentil,11,0.0,jader,4,0.0,114335,False,Athlético-PR,0.0,3.0,6,0,Jader,293,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WH7teaH.png,Jader,,,,,,,,,,,,,,,,,,,,,
521,Juan Pablo Vilela Tavares,11,0.0,juan-tavares,2,0.0,114497,False,Cuiabá,0.0,1.0,6,0,J. Tavares,1371,https://s.sde.globo.com/media/person_role/2024/05/02/photo_220x220.png,Juan Tavares,,,,,,,,,,,,,,,,,,,,,
522,Cleiton Santana dos Santos,11,0.8,cleiton,3,0.0,114790,False,Flamengo,0.0,2.13,6,1,Cleiton,262,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_TNiLoQL.png,Cleiton,,,,,,,,,,,1.0,,,,,,,,,,
523,Thauan Lara dos Santos,11,0.0,thauan-lara,2,0.0,115061,False,Fortaleza,0.0,3.0,6,0,T. Lara,356,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_zPksBsJ.png,Thauan Lara,,,,,,,,,,,,,,,,,,,,,
524,Lucas de Freitas Molarinho Chagas,11,-1.9,lucas-freitas,3,0.0,115141,False,Juventude,0.0,0.96,6,1,L. Freitas,286,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_JGN1KdH.png,Lucas Freitas,,,,,,1.0,,2.0,1.0,,,,,,,,1.0,,,,
525,Caio Matheus da Silva,11,0.0,caio-matheus,5,0.0,115227,False,São Paulo,0.0,2.0,6,0,C. Matheus,276,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,Caio Matheus,,,,,,,,,,,,,,,,,,,,,
526,Wesley Vinícius França Lima,11,4.03,wesley,2,2.03,115239,True,Flamengo,12.4,5.9,7,7,Wesley,262,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_zY4BtV3.png,Wesley,,1.0,,,,,1.0,12.0,7.0,,2.0,11.0,,,2.0,1.0,,,,,
527,Kaiky Marques Naves,11,4.42,naves,3,-0.01,115246,True,Palmeiras,2.7,6.33,7,5,Naves,275,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_SDs96Yd.png,Naves,,,,,,,3.0,8.0,10.0,,,1.0,,,,,,,,,
528,Jhonatan dos Santos Rosa,11,0.0,jhon-jhon,4,0.0,115248,False,Palmeiras,0.0,3.63,6,1,J. Jhon,275,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_VLklPue.png,Jhon Jhon,,,,,,,,,,,,,,,,,,,,,
